goal	target	indicator	seriesCode	seriesDesc	release	geoAreaCode	geoAreaName	parentCode	parentName	type	ISO3	UN_Member	X	Y	modeOfTransportationCode	modeOfTransportationDesc	unitsCode	unitsDesc	unitmultiplierCode	unitmultiplierDesc	reportingTypeCode	reportingTypeDesc	valueDetails	footnotes	sources	timeDetails	nature	value_2016	value_latest_year	latest_year
9	9.1	9.1.2	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	2019.Q1.G.03	024	Angola	017	Middle Africa	Country	AGO	1	17.57817062	-12.33724746	RAI	Rail transport														
9	9.1	9.1.2	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	2019.Q1.G.03	028	Antigua and Barbuda	029	Caribbean	Country	ATG	1	-61.7999755	17.07761471	AIR	Air transport	P_KM	Passenger kilometres			G	Global			International Civil Aviation Organization (ICAO)		NA: Data nature not available	379.0	379.0	2016
9	9.1	9.1.2	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	2019.Q1.G.03	028	Antigua and Barbuda	029	Caribbean	Country	ATG	1	-61.7999755	17.07761471	ROA	Road transport	P_KM	Passenger kilometres			G	Global			The International Transport Forum at the OECD (ITF-OECD)		NA: Data nature not available	2845327323.56	2845327323.56	2016
9	9.1	9.1.2	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	2019.Q1.G.03	028	Antigua and Barbuda	029	Caribbean	Country	ATG	1	-61.7999755	17.07761471	RAI	Rail transport														
9	9.1	9.1.2	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	2019.Q1.G.03	031	Azerbaijan	145	Western Asia	Country	AZE	1	50.01064725	40.39229544	AIR	Air transport	P_KM	Passenger kilometres			G	Global			International Civil Aviation Organization (ICAO)		NA: Data nature not available	3.0	3.0	2016
9	9.1	9.1.2	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	2019.Q1.G.03	031	Azerbaijan	145	Western Asia	Country	AZE	1	50.01064725	40.39229544	ROA	Road transport	P_KM	Passenger kilometres			G	Global			The International Transport Forum at the OECD (ITF-OECD)		NA: Data nature not available	47259238450.82	47259238450.82	2016
9	9.1	9.1.2	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	2019.Q1.G.03	031	Azerbaijan	145	Western Asia	Country	AZE	1	50.01064725	40.39229544	RAI	Rail transport	P_KM	Passenger kilometres			G	Global			The International Transport Forum at the OECD (ITF-OECD)		NA: Data nature not available	448000000.0	448000000.0	2016
9	9.1	9.1.2	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	2019.Q1.G.03	032	Argentina	005	South America	Country	ARG	1	-65.14563274	-35.19446255	AIR	Air transport	P_KM	Passenger kilometres			G	Global			International Civil Aviation Organization (ICAO)		NA: Data nature not available	27.0	27.0	2016
9	9.1	9.1.2	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	2019.Q1.G.03	032	Argentina	005	South America	Country	ARG	1	-65.14563274	-35.19446255	ROA	Road transport	P_KM	Passenger kilometres			G	Global			The International Transport Forum at the OECD (ITF-OECD)		NA: Data nature not available	740884003742.19	740884003742.19	2016
9	9.1	9.1.2	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	2019.Q1.G.03	032	Argentina	005	South America	Country	ARG	1	-65.14563274	-35.19446255	RAI	Rail transport	P_KM	Passenger kilometres			G	Global			The International Transport Forum at the OECD (ITF-OECD)		NA: Data nature not available	8246850757.0	8246850757.0	2016
9	9.1	9.1.2	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	2019.Q1.G.03	036	Australia	053	Australia and New Zealand	Country	AUS	1	134.3499412	-25.57717202	AIR	Air transport	P_KM	Passenger kilometres			G	Global			International Civil Aviation Organization (ICAO)		NA: Data nature not available	149.0	149.0	2016
9	9.1	9.1.2	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	2019.Q1.G.03	036	Australia	053	Australia and New Zealand	Country	AUS	1	134.3499412	-25.57717202	ROA	Road transport	P_KM	Passenger kilometres			G	Global			The International Transport Forum at the OECD (ITF-OECD)		NA: Data nature not available	302436812171.13	302436812171.13	2016
9	9.1	9.1.2	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	2019.Q1.G.03	036	Australia	053	Australia and New Zealand	Country	AUS	1	134.3499412	-25.57717202	RAI	Rail transport	P_KM	Passenger kilometres			G	Global			The International Transport Forum at the OECD (ITF-OECD)		NA: Data nature not available	16005000087.0	16005000087.0	2016
9	9.1	9.1.2	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	2019.Q1.G.03	040	Austria	155	Western Europe	Country	AUT	1	14.14172472	47.58704857	AIR	Air transport	P_KM	Passenger kilometres			G	Global			International Civil Aviation Organization (ICAO)		NA: Data nature not available	22.0	22.0	2016
9	9.1	9.1.2	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	2019.Q1.G.03	040	Austria	155	Western Europe	Country	AUT	1	14.14172472	47.58704857	ROA	Road transport	P_KM	Passenger kilometres			G	Global			The International Transport Forum at the OECD (ITF-OECD)		NA: Data nature not available	106939163360.02	106939163360.02	2016
9	9.1	9.1.2	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	2019.Q1.G.03	040	Austria	155	Western Europe	Country	AUT	1	14.14172472	47.58704857	RAI	Rail transport	P_KM	Passenger kilometres			G	Global			The International Transport Forum at the OECD (ITF-OECD)		NA: Data nature not available	12578000000.0	12578000000.0	2016
9	9.1	9.1.2	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	2019.Q1.G.03	044	Bahamas	029	Caribbean	Country	BHS	1	-78.05111663	24.69546597	AIR	Air transport	P_KM	Passenger kilometres			G	Global			International Civil Aviation Organization (ICAO)		NA: Data nature not available	373.0	373.0	2016
9	9.1	9.1.2	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	2019.Q1.G.03	044	Bahamas	029	Caribbean	Country	BHS	1	-78.05111663	24.69546597	ROA	Road transport	P_KM	Passenger kilometres			G	Global			The International Transport Forum at the OECD (ITF-OECD)		NA: Data nature not available	19930611518.89	19930611518.89	2016
9	9.1	9.1.2	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	2019.Q1.G.03	044	Bahamas	029	Caribbean	Country	BHS	1	-78.05111663	24.69546597	RAI	Rail transport														
9	9.1	9.1.2	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	2019.Q1.G.03	048	Bahrain	145	Western Asia	Country	BHR	1	50.5490754	26.04407747	AIR	Air transport	P_KM	Passenger kilometres			G	Global			International Civil Aviation Organization (ICAO)		NA: Data nature not available	9.0	9.0	2016
9	9.1	9.1.2	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	2019.Q1.G.03	048	Bahrain	145	Western Asia	Country	BHR	1	50.5490754	26.04407747	ROA	Road transport	P_KM	Passenger kilometres			G	Global			The International Transport Forum at the OECD (ITF-OECD)		NA: Data nature not available	14893876999.3	14893876999.3	2016
9	9.1	9.1.2	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	2019.Q1.G.03	048	Bahrain	145	Western Asia	Country	BHR	1	50.5490754	26.04407747	RAI	Rail transport														
9	9.1	9.1.2	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	2019.Q1.G.03	050	Bangladesh	034	Southern Asia	Country	BGD	1	89.17660788	22.86961622	AIR	Air transport	P_KM	Passenger kilometres			G	Global			International Civil Aviation Organization (ICAO)		NA: Data nature not available	7.0	7.0	2016
9	9.1	9.1.2	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	2019.Q1.G.03	050	Bangladesh	034	Southern Asia	Country	BGD	1	89.17660788	22.86961622	ROA	Road transport	P_KM	Passenger kilometres			G	Global			The International Transport Forum at the OECD (ITF-OECD)		NA: Data nature not available	58354669754.14	58354669754.14	2016
9	9.1	9.1.2	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	2019.Q1.G.03	050	Bangladesh	034	Southern Asia	Country	BGD	1	89.17660788	22.86961622	RAI	Rail transport	P_KM	Passenger kilometres			G	Global			The International Transport Forum at the OECD (ITF-OECD)		NA: Data nature not available	8077424033.0	8077424033.0	2016
9	9.1	9.1.2	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	2019.Q1.G.03	051	Armenia	145	Western Asia	Country	ARM	1	44.93839317	40.29499741	AIR	Air transport														
9	9.1	9.1.2	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	2019.Q1.G.03	051	Armenia	145	Western Asia	Country	ARM	1	44.93839317	40.29499741	ROA	Road transport	P_KM	Passenger kilometres			G	Global			The International Transport Forum at the OECD (ITF-OECD)		NA: Data nature not available	3175257622.72	3175257622.72	2016
9	9.1	9.1.2	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	2019.Q1.G.03	051	Armenia	145	Western Asia	Country	ARM	1	44.93839317	40.29499741	RAI	Rail transport	P_KM	Passenger kilometres			G	Global			The International Transport Forum at the OECD (ITF-OECD)		NA: Data nature not available	44650475.0	44650475.0	2016
9	9.1	9.1.2	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	2019.Q1.G.03	052	Barbados	029	Caribbean	Country	BRB	1	-59.5346489	13.13648273	AIR	Air transport														
9	9.1	9.1.2	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	2019.Q1.G.03	052	Barbados	029	Caribbean	Country	BRB	1	-59.5346489	13.13648273	ROA	Road transport	P_KM	Passenger kilometres			G	Global			The International Transport Forum at the OECD (ITF-OECD)		NA: Data nature not available	9004439004.4	9004439004.4	2016
9	9.1	9.1.2	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	2019.Q1.G.03	052	Barbados	029	Caribbean	Country	BRB	1	-59.5346489	13.13648273	RAI	Rail transport														
9	9.1	9.1.2	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	2019.Q1.G.03	056	Belgium	155	Western Europe	Country	BEL	1	4.660976456	50.64104975	AIR	Air transport	P_KM	Passenger kilometres			G	Global			International Civil Aviation Organization (ICAO)		NA: Data nature not available	23.0	23.0	2016
9	9.1	9.1.2	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	2019.Q1.G.03	056	Belgium	155	Western Europe	Country	BEL	1	4.660976456	50.64104975	ROA	Road transport	P_KM	Passenger kilometres			G	Global			The International Transport Forum at the OECD (ITF-OECD)		NA: Data nature not available	137178696687.03	137178696687.03	2016
9	9.1	9.1.2	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	2019.Q1.G.03	056	Belgium	155	Western Europe	Country	BEL	1	4.660976456	50.64104975	RAI	Rail transport	P_KM	Passenger kilometres			G	Global			The International Transport Forum at the OECD (ITF-OECD)		NA: Data nature not available	10025000000.0	10025000000.0	2016
9	9.1	9.1.2	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	2019.Q1.G.03	060	Bermuda	021	Northern America	Country	BMU	0	-64.78155012	32.27881922	AIR	Air transport														
9	9.1	9.1.2	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	2019.Q1.G.03	060	Bermuda	021	Northern America	Country	BMU	0	-64.78155012	32.27881922	ROA	Road transport														
9	9.1	9.1.2	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	2019.Q1.G.03	060	Bermuda	021	Northern America	Country	BMU	0	-64.78155012	32.27881922	RAI	Rail transport														
9	9.1	9.1.2	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	2019.Q1.G.03	064	Bhutan	034	Southern Asia	Country	BTN	1	90.45098484	27.39598568	AIR	Air transport	P_KM	Passenger kilometres			G	Global			International Civil Aviation Organization (ICAO)		NA: Data nature not available	466.0	466.0	2016
9	9.1	9.1.2	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	2019.Q1.G.03	064	Bhutan	034	Southern Asia	Country	BTN	1	90.45098484	27.39598568	ROA	Road transport	P_KM	Passenger kilometres			G	Global			The International Transport Forum at the OECD (ITF-OECD)		NA: Data nature not available	1999255281.96	1999255281.96	2016
9	9.1	9.1.2	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	2019.Q1.G.03	064	Bhutan	034	Southern Asia	Country	BTN	1	90.45098484	27.39598568	RAI	Rail transport														
9	9.1	9.1.2	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	2019.Q1.G.03	068	Bolivia (Plurinational State of)	005	South America	Country	BOL	1	-64.66224284	-16.71273412	AIR	Air transport	P_KM	Passenger kilometres			G	Global			International Civil Aviation Organization (ICAO)		NA: Data nature not available	2.0	2.0	2016
9	9.1	9.1.2	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	2019.Q1.G.03	068	Bolivia (Plurinational State of)	005	South America	Country	BOL	1	-64.66224284	-16.71273412	ROA	Road transport	P_KM	Passenger kilometres			G	Global			The International Transport Forum at the OECD (ITF-OECD)		NA: Data nature not available	21019565234.3	21019565234.3	2016
9	9.1	9.1.2	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	2019.Q1.G.03	068	Bolivia (Plurinational State of)	005	South America	Country	BOL	1	-64.66224284	-16.71273412	RAI	Rail transport	P_KM	Passenger kilometres			G	Global			The International Transport Forum at the OECD (ITF-OECD)		NA: Data nature not available	307278885.0	307278885.0	2016
9	9.1	9.1.2	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	2019.Q1.G.03	070	Bosnia and Herzegovina	039	Southern Europe	Country	BIH	1	17.78584332	44.16845548	AIR	Air transport														
9	9.1	9.1.2	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	2019.Q1.G.03	070	Bosnia and Herzegovina	039	Southern Europe	Country	BIH	1	17.78584332	44.16845548	ROA	Road transport	P_KM	Passenger kilometres			G	Global			The International Transport Forum at the OECD (ITF-OECD)		NA: Data nature not available	11401925127.03	11401925127.03	2016
9	9.1	9.1.2	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	2019.Q1.G.03	070	Bosnia and Herzegovina	039	Southern Europe	Country	BIH	1	17.78584332	44.16845548	RAI	Rail transport	P_KM	Passenger kilometres			G	Global			The International Transport Forum at the OECD (ITF-OECD)		NA: Data nature not available	42927358.0	42927358.0	2016
9	9.1	9.1.2	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	2019.Q1.G.03	072	Botswana	018	Southern Africa	Country	BWA	1	23.81380223	-22.18810073	AIR	Air transport	P_KM	Passenger kilometres			G	Global			International Civil Aviation Organization (ICAO)		NA: Data nature not available	121.0	121.0	2016
9	9.1	9.1.2	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	2019.Q1.G.03	072	Botswana	018	Southern Africa	Country	BWA	1	23.81380223	-22.18810073	ROA	Road transport	P_KM	Passenger kilometres			G	Global			The International Transport Forum at the OECD (ITF-OECD)		NA: Data nature not available	30959954032.07	30959954032.07	2016
9	9.1	9.1.2	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	2019.Q1.G.03	072	Botswana	018	Southern Africa	Country	BWA	1	23.81380223	-22.18810073	RAI	Rail transport	P_KM	Passenger kilometres			G	Global			The International Transport Forum at the OECD (ITF-OECD)		NA: Data nature not available	264055285.0	264055285.0	2016
9	9.1	9.1.2	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	2019.Q1.G.03	074	Bouvet Island	005	South America	Country	BVT	0	3.410732868	-54.43295905	AIR	Air transport														
9	9.1	9.1.2	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	2019.Q1.G.03	074	Bouvet Island	005	South America	Country	BVT	0	3.410732868	-54.43295905	ROA	Road transport														
9	9.1	9.1.2	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	2019.Q1.G.03	074	Bouvet Island	005	South America	Country	BVT	0	3.410732868	-54.43295905	RAI	Rail transport														
9	9.1	9.1.2	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	2019.Q1.G.03	076	Brazil	005	South America	Country	BRA	1	-53.08432878	-10.77668561	AIR	Air transport	P_KM	Passenger kilometres			G	Global			International Civil Aviation Organization (ICAO)		NA: Data nature not available	117.0	117.0	2016
9	9.1	9.1.2	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	2019.Q1.G.03	076	Brazil	005	South America	Country	BRA	1	-53.08432878	-10.77668561	ROA	Road transport	P_KM	Passenger kilometres			G	Global			The International Transport Forum at the OECD (ITF-OECD)		NA: Data nature not available	1457416239475.8	1457416239475.8	2016
9	9.1	9.1.2	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	2019.Q1.G.03	076	Brazil	005	South America	Country	BRA	1	-53.08432878	-10.77668561	RAI	Rail transport														
9	9.1	9.1.2	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	2019.Q1.G.03	084	Belize	013	Central America	Country	BLZ	1	-88.70199554	17.19965901	AIR	Air transport	P_KM	Passenger kilometres			G	Global			International Civil Aviation Organization (ICAO)		NA: Data nature not available	50.0	50.0	2016
9	9.1	9.1.2	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	2019.Q1.G.03	084	Belize	013	Central America	Country	BLZ	1	-88.70199554	17.19965901	ROA	Road transport	P_KM	Passenger kilometres			G	Global			The International Transport Forum at the OECD (ITF-OECD)		NA: Data nature not available	1869514689.08	1869514689.08	2016
9	9.1	9.1.2	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	2019.Q1.G.03	084	Belize	013	Central America	Country	BLZ	1	-88.70199554	17.19965901	RAI	Rail transport														
9	9.1	9.1.2	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	2019.Q1.G.03	086	British Indian Ocean Territory	014	Eastern Africa	Country	IOT	0	72.38715553	-7.299281071	AIR	Air transport														
9	9.1	9.1.2	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	2019.Q1.G.03	086	British Indian Ocean Territory	014	Eastern Africa	Country	IOT	0	72.38715553	-7.299281071	ROA	Road transport														
9	9.1	9.1.2	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	2019.Q1.G.03	086	British Indian Ocean Territory	014	Eastern Africa	Country	IOT	0	72.38715553	-7.299281071	RAI	Rail transport														
9	9.1	9.1.2	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	2019.Q1.G.03	090	Solomon Islands	054	Melanesia	Country	SLB	1	160.1584117	-9.622391719	AIR	Air transport	P_KM	Passenger kilometres			G	Global			International Civil Aviation Organization (ICAO)		NA: Data nature not available	320.0	320.0	2016
9	9.1	9.1.2	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	2019.Q1.G.03	090	Solomon Islands	054	Melanesia	Country	SLB	1	160.1584117	-9.622391719	ROA	Road transport	P_KM	Passenger kilometres			G	Global			The International Transport Forum at the OECD (ITF-OECD)		NA: Data nature not available	265973704.25	265973704.25	2016
9	9.1	9.1.2	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	2019.Q1.G.03	090	Solomon Islands	054	Melanesia	Country	SLB	1	160.1584117	-9.622391719	RAI	Rail transport														
9	9.1	9.1.2	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	2019.Q1.G.03	092	British Virgin Islands	029	Caribbean	Country	VGB	0	-64.63294223	18.42256578	AIR	Air transport														
9	9.1	9.1.2	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	2019.Q1.G.03	092	British Virgin Islands	029	Caribbean	Country	VGB	0	-64.63294223	18.42256578	ROA	Road transport														
9	9.1	9.1.2	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	2019.Q1.G.03	092	British Virgin Islands	029	Caribbean	Country	VGB	0	-64.63294223	18.42256578	RAI	Rail transport														
9	9.1	9.1.2	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	2019.Q1.G.03	096	Brunei Darussalam	035	South-Eastern Asia	Country	BRN	1	114.6288563	4.49736984	AIR	Air transport	P_KM	Passenger kilometres			G	Global			International Civil Aviation Organization (ICAO)		NA: Data nature not available	3.0	3.0	2016
9	9.1	9.1.2	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	2019.Q1.G.03	096	Brunei Darussalam	035	South-Eastern Asia	Country	BRN	1	114.6288563	4.49736984	ROA	Road transport	P_KM	Passenger kilometres			G	Global			The International Transport Forum at the OECD (ITF-OECD)		NA: Data nature not available	12133003698.17	12133003698.17	2016
9	9.1	9.1.2	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	2019.Q1.G.03	096	Brunei Darussalam	035	South-Eastern Asia	Country	BRN	1	114.6288563	4.49736984	RAI	Rail transport														
9	9.1	9.1.2	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	2019.Q1.G.03	100	Bulgaria	151	Eastern Europe	Country	BGR	1	25.23763153	42.75731323	AIR	Air transport	P_KM	Passenger kilometres			G	Global			International Civil Aviation Organization (ICAO)		NA: Data nature not available	1.0	1.0	2016
9	9.1	9.1.2	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	2019.Q1.G.03	100	Bulgaria	151	Eastern Europe	Country	BGR	1	25.23763153	42.75731323	ROA	Road transport	P_KM	Passenger kilometres			G	Global			The International Transport Forum at the OECD (ITF-OECD)		NA: Data nature not available	52007081781.66	52007081781.66	2016
9	9.1	9.1.2	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	2019.Q1.G.03	100	Bulgaria	151	Eastern Europe	Country	BGR	1	25.23763153	42.75731323	RAI	Rail transport	P_KM	Passenger kilometres			G	Global			The International Transport Forum at the OECD (ITF-OECD)		NA: Data nature not available	1458000000.0	1458000000.0	2016
