goal	target	indicator	seriesCode	seriesDesc	release	geoAreaCode	geoAreaName	parentCode	parentName	type	ISO3	UN_Member	X	Y	typeOfSpeedCode	typeOfSpeedDesc	unitsCode	unitsDesc	unitmultiplierCode	unitmultiplierDesc	reportingTypeCode	reportingTypeDesc	valueDetails	footnotes	sources	timeDetails	nature	value_2000	value_2001	value_2002	value_2003	value_2004	value_2005	value_2006	value_2007	value_2008	value_2009	value_2010	value_2011	value_2012	value_2013	value_2014	value_2015	value_2016	value_2017	value_latest_year	latest_year
17	17.6	17.6.2	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	2019.Q1.G.03	012	Algeria	015	Northern Africa	Country	DZA	1	2.678164227	28.15940032	ANYS	Any speed	NUMBER	Number						A few subscriptions between 128 and 256 kbps are still included. // Correction : L'écart est dû à l'ajout d'autres technologies pris en charge dans la difinition de l'UIT : FTTX + LS + WiMAX,  Large bande Satellite, et d'autres fournisseurs d'acces internet . 	Autorité de Régulation de la Poste et des Télecommunications (ARPT). // Autorité de Régulation de la Poste et des Télécommunications // Data based on the World Telecommunication/ICT Indicators Database, 2018, International Telecommunication Union (ITU) // ITU estimate. // ITU estimate.  // Ministère de la  Poste et des Technologies de l'Information et de la Communication // Ministère de la Poste et des Technologies de l'Information et de la Communication // Ministère de la Poste, des Télécommunications, des Technologies et du Numérique		NA: Data nature not available				18000.0	36000.0	135000.0	170000.0	287039.0	485000.0	818000.0	900000.0	980752.0	1154748.0	1280000.0	1599692.0	2269348.0	2859567.0	3210267.0	3210267.0	2017
17	17.6	17.6.2	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	2019.Q1.G.03	012	Algeria	015	Northern Africa	Country	DZA	1	2.678164227	28.15940032	256KT2MBPS	Between 256 kbps and 2 mbps	NUMBER	Number						Refers only to ADSL subscriptions. // Refers to subscriptions at 1 Mbit/s. They are scheduled to be migrated to 2 Mbit/s in 2018.  Correction : L’Ecart est dû après la prise en charge d’autres technologies inclus dans la définition de l’UIT qui n’a pas été inclut dans les données communiqué le mois d’avril 2018 // Source : Algérie télécom	Ministère de la  Poste et des Technologies de l'Information et de la Communication // Ministère de la Poste et des Technologies de l'Information et de la Communication // Ministère de la Poste, des Télécommunications, des Technologies et du Numérique		NA: Data nature not available															973977.0	1073883.0	1104493.0	1109910.0	1109910.0	2017
17	17.6	17.6.2	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	2019.Q1.G.03	012	Algeria	015	Northern Africa	Country	DZA	1	2.678164227	28.15940032	2MT10MBPS	Between 2 mbps and 10 mbps	NUMBER	Number						Correction : L’Ecart est dû après la prise en charge d’autres technologies inclus dans la définition de l’UIT qui n’a pas été inclut dans les données communiqué le mois d’avril 2018 // Refers only to ADSL subscriptions. // Source : Algérie télécom	Ministère de la  Poste et des Technologies de l'Information et de la Communication // Ministère de la Poste et des Technologies de l'Information et de la Communication // Ministère de la Poste, des Télécommunications, des Technologies et du Numérique		NA: Data nature not available															542044.0	763014.0	978289.0	1177546.0	1177546.0	2017
17	17.6	17.6.2	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	2019.Q1.G.03	012	Algeria	015	Northern Africa	Country	DZA	1	2.678164227	28.15940032	10MBPS	10 mbps and over	NUMBER	Number						Correction : L’Ecart est dû après la prise en charge d’autres technologies inclus dans la définition de l’UIT qui n’a pas été inclut dans les données communiqué le mois d’avril 2018 // Refers only to ADSL subscriptions. // Source : Algérie télécom	Ministère de la  Poste et des Technologies de l'Information et de la Communication // Ministère de la Poste et des Technologies de l'Information et de la Communication // Ministère de la Poste, des Télécommunications, des Technologies et du Numérique		NA: Data nature not available															198.0	531.0	776770.0	922811.0	922811.0	2017
17	17.6	17.6.2	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	2019.Q1.G.03	016	American Samoa	061	Polynesia	Country	ASM	0	-170.7187269	-14.30587306	ANYS	Any speed																															
17	17.6	17.6.2	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	2019.Q1.G.03	016	American Samoa	061	Polynesia	Country	ASM	0	-170.7187269	-14.30587306	256KT2MBPS	Between 256 kbps and 2 mbps																															
17	17.6	17.6.2	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	2019.Q1.G.03	016	American Samoa	061	Polynesia	Country	ASM	0	-170.7187269	-14.30587306	2MT10MBPS	Between 2 mbps and 10 mbps																															
17	17.6	17.6.2	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	2019.Q1.G.03	016	American Samoa	061	Polynesia	Country	ASM	0	-170.7187269	-14.30587306	10MBPS	10 mbps and over																															
17	17.6	17.6.2	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	2019.Q1.G.03	020	Andorra	039	Southern Europe	Country	AND	1	1.576257417	42.54548611	ANYS	Any speed	NUMBER	Number							Andorra Telecom SAU // Data based on the World Telecommunication/ICT Indicators Database, 2018, International Telecommunication Union (ITU) // ITU estimate. // Servei de Telecomunicacions d'Andorra		NA: Data nature not available			1148.0	3601.0	6282.0	10341.0	14616.0	18526.0	20672.0	22941.0	24502.0	25763.0	26905.0	27734.0	28770.0	30694.0	32490.0	34284.0	34284.0	2017
17	17.6	17.6.2	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	2019.Q1.G.03	020	Andorra	039	Southern Europe	Country	AND	1	1.576257417	42.54548611	256KT2MBPS	Between 256 kbps and 2 mbps	NUMBER	Number							Andorra Telecom // Andorra Telecom SAU // Servei de Telecomunicacions d'Andorra		NA: Data nature not available										13608.0	10565.0	6599.0	4203.0	1179.0	116.0	0.0	0.0	0.0	0.0	2017
17	17.6	17.6.2	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	2019.Q1.G.03	020	Andorra	039	Southern Europe	Country	AND	1	1.576257417	42.54548611	2MT10MBPS	Between 2 mbps and 10 mbps	NUMBER	Number							Andorra Telecom // Andorra Telecom SAU // Servei de Telecomunicacions d'Andorra		NA: Data nature not available										4294.0	2699.0	1738.0	1035.0	412.0	32.0	0.0	0.0	0.0	0.0	2017
17	17.6	17.6.2	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	2019.Q1.G.03	020	Andorra	039	Southern Europe	Country	AND	1	1.576257417	42.54548611	10MBPS	10 mbps and over	NUMBER	Number							Andorra Telecom // Andorra Telecom SAU // Servei de Telecomunicacions d'Andorra		NA: Data nature not available										5039.0	11238.0	17426.0	21667.0	25543.0	28622.0	30694.0	32490.0	34284.0	34284.0	2017
17	17.6	17.6.2	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	2019.Q1.G.03	024	Angola	017	Middle Africa	Country	AGO	1	17.57817062	-12.33724746	ANYS	Any speed	NUMBER	Number						Break in comparability. As of 2014 including fixed wireless. // decrease due to  same companies are closed.	ANGOLAN COMMUNICATIONS REGULATORY AUTHORITY // Angolan Institute of Communications // Data based on the World Telecommunication/ICT Indicators Database, 2018, International Telecommunication Union (ITU) // ITU estimate. // ITU estimate. 		NA: Data nature not available							7458.0	11700.0	15942.0	15000.0	15000.0	15817.0	20512.0	22282.0	87750.0	153571.0	123135.0	96919.0	96919.0	2017
17	17.6	17.6.2	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	2019.Q1.G.03	024	Angola	017	Middle Africa	Country	AGO	1	17.57817062	-12.33724746	256KT2MBPS	Between 256 kbps and 2 mbps	NUMBER	Number						Incomplete. Some operators are missing.	ANGOLAN COMMUNICATIONS REGULATORY AUTHORITY // Angolan Institute of Communications		NA: Data nature not available												8350.0	10780.0	14830.0	30825.0	13160.0	15569.0	33194.0	33194.0	2017
17	17.6	17.6.2	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	2019.Q1.G.03	024	Angola	017	Middle Africa	Country	AGO	1	17.57817062	-12.33724746	2MT10MBPS	Between 2 mbps and 10 mbps	NUMBER	Number						Incomplete. Some operators are missing.	ANGOLAN COMMUNICATIONS REGULATORY AUTHORITY // Angolan Institute of Communications		NA: Data nature not available												2147.0	2902.0	4001.0	6765.0	27294.0	43162.0	50754.0	50754.0	2017
17	17.6	17.6.2	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	2019.Q1.G.03	024	Angola	017	Middle Africa	Country	AGO	1	17.57817062	-12.33724746	10MBPS	10 mbps and over	NUMBER	Number						Incomplete. Some operators are missing.	ANGOLAN COMMUNICATIONS REGULATORY AUTHORITY // Angolan Institute of Communications		NA: Data nature not available												4.0	6.0	9.0	1281.0	3206.0	6889.0	12971.0	12971.0	2017
17	17.6	17.6.2	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	2019.Q1.G.03	028	Antigua and Barbuda	029	Caribbean	Country	ATG	1	-61.7999755	17.07761471	ANYS	Any speed	NUMBER	Number							ITU estimate. // Ministry of Information, Broadcasting, Telecommunications and Information Technology // Ministry of Information, Broadcasting, Telecommunications, and Information Technology // Telecom Divison/Ministry of Information, Broadcasting, Telecommunications, Science & Technology // Telecom Divison/Ministry of Telecommunications, Science & Technology // Telecoms Divison/Ministry of Information, Broadcasting, Telecommunications, & Information Technology		NA: Data nature not available					1662.0	5801.0	1541.0	2266.0	4986.0	16014.0	7119.0	6000.0	13070.0	15647.0	10754.0	10000.0	9261.0	9000.0	9000.0	2017
17	17.6	17.6.2	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	2019.Q1.G.03	028	Antigua and Barbuda	029	Caribbean	Country	ATG	1	-61.7999755	17.07761471	256KT2MBPS	Between 256 kbps and 2 mbps	NUMBER	Number							Ministry of Information, Broadcasting, Telecommunications and Information Technology // Ministry of Information, Broadcasting, Telecommunications, and Information Technology // Telecom Divison/Ministry of Telecommunications, Science & Technology // Telecoms Divison/Ministry of Information, Broadcasting, Telecommunications, & Information Technology		NA: Data nature not available													4005.0	3094.0	6923.0		3655.0		3655.0	2016
17	17.6	17.6.2	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	2019.Q1.G.03	028	Antigua and Barbuda	029	Caribbean	Country	ATG	1	-61.7999755	17.07761471	2MT10MBPS	Between 2 mbps and 10 mbps	NUMBER	Number							Ministry of Information, Broadcasting, Telecommunications, and Information Technology // Telecom Divison/Ministry of Telecommunications, Science & Technology // Telecoms Divison/Ministry of Information, Broadcasting, Telecommunications, & Information Technology		NA: Data nature not available													220.0	1051.0	3831.0				3831.0	2014
17	17.6	17.6.2	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	2019.Q1.G.03	028	Antigua and Barbuda	029	Caribbean	Country	ATG	1	-61.7999755	17.07761471	10MBPS	10 mbps and over	NUMBER	Number							Telecom Divison/Ministry of Telecommunications, Science & Technology // Telecoms Divison/Ministry of Information, Broadcasting, Telecommunications, & Information Technology		NA: Data nature not available													5.0	5.0					5.0	2013
17	17.6	17.6.2	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	2019.Q1.G.03	031	Azerbaijan	145	Western Asia	Country	AZE	1	50.01064725	40.39229544	ANYS	Any speed	NUMBER	Number						[2016]:  	Ministry of Communications and High Technologies (MC&HT) // Ministry of Communications and Information Technologies // Ministry of Communications and Information Technologies (MC&IT) // Ministry of Communications and Information Technologies. // Ministry of Transport, Communications and High Technologies (MTC&HT) 		NA: Data nature not available			1000.0			2184.0	3955.0	14600.0	60000.0	100000.0	475295.0	973869.0	1369594.0	1712177.0	1898070.0	1899456.0	1803662.0	1805214.0	1805214.0	2017
17	17.6	17.6.2	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	2019.Q1.G.03	031	Azerbaijan	145	Western Asia	Country	AZE	1	50.01064725	40.39229544	256KT2MBPS	Between 256 kbps and 2 mbps	NUMBER	Number							Ministry of Communications and High Technologies (MC&HT) // Ministry of Communications and Information Technologies // Ministry of Communications and Information Technologies (MC&IT) // Ministry of Communications and Information Technologies of the Republic of Azerbaijan // Ministry of Transport, Communications and High Technologies (MTC&HT) 		NA: Data nature not available									55800.0	93000.0	423200.0	869468.0	1072958.0	1001082.0	1056471.0	1016209.0	973977.0	920659.0	920659.0	2017
17	17.6	17.6.2	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	2019.Q1.G.03	031	Azerbaijan	145	Western Asia	Country	AZE	1	50.01064725	40.39229544	2MT10MBPS	Between 2 mbps and 10 mbps	NUMBER	Number							Ministry of Communications and High Technologies (MC&HT) // Ministry of Communications and Information Technologies // Ministry of Communications and Information Technologies (MC&IT) // Ministry of Communications and Information Technologies of the Republic of Azerbaijan // Ministry of Transport, Communications and High Technologies (MTC&HT) 		NA: Data nature not available									3000.0	5000.0	23736.0	100514.0	167340.0	504029.0	698771.0	729391.0	685392.0	737946.0	737946.0	2017
17	17.6	17.6.2	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	2019.Q1.G.03	031	Azerbaijan	145	Western Asia	Country	AZE	1	50.01064725	40.39229544	10MBPS	10 mbps and over	NUMBER	Number							Ministry of Communications and High Technologies (MC&HT) // Ministry of Communications and Information Technologies // Ministry of Communications and Information Technologies (MC&IT) // Ministry of Communications and Information Technologies of the Republic of Azerbaijan // Ministry of Transport, Communications and High Technologies (MTC&HT) 		NA: Data nature not available									12000.0	2000.0	13064.0	28353.0	40237.0	98247.0	142828.0	153856.0	144293.0	146609.0	146609.0	2017
17	17.6	17.6.2	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	2019.Q1.G.03	032	Argentina	005	South America	Country	ARG	1	-65.14563274	-35.19446255	ANYS	Any speed	NUMBER	Number							Comisión Nacional de Comunicaciones // Comisión Nacional de Telecomunicaciones. // Data based on the World Telecommunication/ICT Indicators Database, 2018, International Telecommunication Union (ITU) // Ente Nacional de Comunicaciones // ITU estimate.		NA: Data nature not available		94000.0	148000.0	258849.0	542879.0	926722.0	1583713.0	2600000.0	3114741.0	3511026.0	4028238.0	4572023.0	5148583.0	6251020.0	6519458.0	6855837.0	7223128.0	7842778.0	7842778.0	2017
17	17.6	17.6.2	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	2019.Q1.G.03	032	Argentina	005	South America	Country	ARG	1	-65.14563274	-35.19446255	256KT2MBPS	Between 256 kbps and 2 mbps	NUMBER	Number						Preliminary. // Up to 1 Mbps. // preliminary	Ente Nacional de Comunicaciones		NA: Data nature not available															601142.0	623882.0	254122.0	236515.0	236515.0	2017
17	17.6	17.6.2	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	2019.Q1.G.03	032	Argentina	005	South America	Country	ARG	1	-65.14563274	-35.19446255	2MT10MBPS	Between 2 mbps and 10 mbps	NUMBER	Number						From 1 Mbps to 10 Mbps. // Preliminary. // preliminary	Ente Nacional de Comunicaciones		NA: Data nature not available															5387566.0	5656055.0	5664432.0	4778704.0	4778704.0	2017
17	17.6	17.6.2	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	2019.Q1.G.03	032	Argentina	005	South America	Country	ARG	1	-65.14563274	-35.19446255	10MBPS	10 mbps and over	NUMBER	Number						More than 10 Mbps. // Preliminary. // preliminary	Ente Nacional de Comunicaciones		NA: Data nature not available															520750.0	575890.0	1246141.0	2699858.0	2699858.0	2017
17	17.6	17.6.2	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	2019.Q1.G.03	036	Australia	053	Australia and New Zealand	Country	AUS	1	134.3499412	-25.57717202	ANYS	Any speed	NUMBER	Number						Data is equal to i4213dsl + i4213cab + i4213ftth/b + i4213ob + i271s + i271fw   // Internet Activity Survey, December. // Internet Activity Survey, June  // Internet Activity Survey, June 2014 // Internet Activity Survey, June. // Internet activity survey December 2015 // March.	ABS // ABS. // ACCC. // Department of Communications // Department of Communications and the Arts // ITU estimate based on ABS Household Use of Information Technology Survey.		NA: Data nature not available		122800.0	258100.0	516800.0	1012000.0	2016000.0	3900000.0		5315000.0	5221000.0	5510000.0	5552000.0	5735000.0	5981000.0	6536000.0	6828000.0	7395396.0	7922000.0	7922000.0	2017
17	17.6	17.6.2	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	2019.Q1.G.03	036	Australia	053	Australia and New Zealand	Country	AUS	1	134.3499412	-25.57717202	256KT2MBPS	Between 256 kbps and 2 mbps	NUMBER	Number						1.5Mbps - 8 Mbps. Includes fixed broadband + ‘mobile wireless broadband' (via USB, datacards, dongle, tablet SIM)’. ABS Internet Activity Survey, December. // 256kbps- 1.5 Mbps. Includes fixed broadband + ‘mobile wireless broadband' (via USB, datacards, dongle, tablet SIM)’. ABS Internet Activity Survey, December 2015. // 256kbps-1.5Mbps. Includes fixed broadband + ‘mobile wireless broadband' (via USB, datacards, dongle, tablet SIM)’. ABS Internet Activity Survey, December. // ABS has stopped providing this information since Jun 2017 // As at December. Broadband subscribers with advertised download speeds of less than 1.5Mbps. Source: Australian Bureau of Statistics (2017), 8153.0 Internet Activity, Australia, December 2016, Table 2	ABS. // Department of Communications and the Arts		NA: Data nature not available										2381000.0	1240000.0	808000.0	609000.0	332000.0	175000.0	118000.0	92000.0	0.0	0.0	2017
17	17.6	17.6.2	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	2019.Q1.G.03	036	Australia	053	Australia and New Zealand	Country	AUS	1	134.3499412	-25.57717202	2MT10MBPS	Between 2 mbps and 10 mbps	NUMBER	Number						1.5Mbps - 8 Mbps. Includes fixed broadband + ‘mobile wireless broadband' (via USB, datacards, dongle, tablet SIM)’. ABS Internet Activity Survey, December 2015 // 1.5Mbps - 8 Mbps. Includes fixed broadband + ‘mobile wireless broadband' (via USB, datacards, dongle, tablet SIM)’. ABS Internet Activity Survey, December. // ABS has stopped providing this information since Jun 2017 // As at December. Broadband subscribers with advertised download speeds of 1.5Mbps to less than 8Mbps. Source: Australian Bureau of Statistics (2017), 8153.0 Internet Activity, Australia, December 2016, Table 2	ABS. // Data based on the World Telecommunication/ICT Indicators Database, 2018, International Telecommunication Union (ITU) // Department of Communications and the Arts		NA: Data nature not available										3188000.0	4067000.0	5115000.0	4213000.0	4159000.0	3305000.0	2183000.0	2158000.0	0.0	0.0	2017
17	17.6	17.6.2	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	2019.Q1.G.03	036	Australia	053	Australia and New Zealand	Country	AUS	1	134.3499412	-25.57717202	10MBPS	10 mbps and over	NUMBER	Number						Australian Bureau of Statistics (2018), 8153.0 Internet Activity, Australia, December 2017, Table 2 As at December. Advertised download speeds of 8Mbps or more.  http://www.abs.gov.au/AUSSTATS/abs@.nsf/DetailsPage/8153.0December%202017?OpenDocument // Greater than 8 Mbps. Includes fixed broadband + ‘mobile wireless broadband' (via USB, datacards, dongle, tablet SIM)’. ABS Internet Activity Survey, December 2015 // Greater than 8 Mbps. Includes fixed broadband + ‘mobile wireless broadband' (via USB, datacards, dongle, tablet SIM)’. ABS Internet Activity Survey, December. // Includes fixed broadband + ‘mobile wireless broadband' (via USB, datacards, dongle, tablet SIM)’. ABS Internet Activity Survey, December.	ABS // ABS. // Department of Communications and the Arts // ITU estimate.		NA: Data nature not available										2476000.0	4431000.0	5199000.0	7051000.0	7722000.0	9052000.0	10570000.0	11211000.0	12537000.0	12537000.0	2017
17	17.6	17.6.2	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	2019.Q1.G.03	040	Austria	155	Western Europe	Country	AUT	1	14.14172472	47.58704857	ANYS	Any speed	NUMBER	Number							Austrian Regulatory Authority for Broadcasting and Telecommunications // Austrian Regulatory Authority for Broadcasting and Telecommunications (RTR-GmbH). // Federal Ministry for Science and Transport. // OECD. // Regulatory Authority for Broadcasting and Telecommunications (Rundfunk und Telekom Regulierungs-GmbH; RTR-GmbH) // Rundfunk und Telekom Regulierungs-GmbH		NA: Data nature not available	190500.0	320600.0	451000.0	601000.0	870000.0	1174000.0	1432000.0	1622000.0	1729000.0	1878524.0	2050400.0	2097700.0	2130200.0	2232500.0	2359000.0	2455500.0	2523300.0	2511200.0	2511200.0	2017
17	17.6	17.6.2	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	2019.Q1.G.03	040	Austria	155	Western Europe	Country	AUT	1	14.14172472	47.58704857	256KT2MBPS	Between 256 kbps and 2 mbps	NUMBER	Number							Austrian Regulatory Authority for Broadcasting and Telecommunications // Rundfunk und Telekom Regulierungs-GmbH		NA: Data nature not available												26000.0	20000.0	13000.0	10500.0	180700.0	163000.0	3735.0	3735.0	2017
17	17.6	17.6.2	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	2019.Q1.G.03	040	Austria	155	Western Europe	Country	AUT	1	14.14172472	47.58704857	2MT10MBPS	Between 2 mbps and 10 mbps	NUMBER	Number							Austrian Regulatory Authority for Broadcasting and Telecommunications // Rundfunk und Telekom Regulierungs-GmbH		NA: Data nature not available												1316000.0	1296000.0	1217000.0	1209400.0	962800.0	937000.0	1038972.0	1038972.0	2017
17	17.6	17.6.2	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	2019.Q1.G.03	040	Austria	155	Western Europe	Country	AUT	1	14.14172472	47.58704857	10MBPS	10 mbps and over	NUMBER	Number							Austrian Regulatory Authority for Broadcasting and Telecommunications // Rundfunk und Telekom Regulierungs-GmbH		NA: Data nature not available												759000.0	855000.0	985000.0	1139100.0	1312000.0	1423300.0	1468493.0	1468493.0	2017
17	17.6	17.6.2	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	2019.Q1.G.03	044	Bahamas	029	Caribbean	Country	BHS	1	-78.05111663	24.69546597	ANYS	Any speed	NUMBER	Number						Decrease due to purging of system of non-active accounts and a reduction in new accounts. // Obtained from URCA's Licensees	Bahamas Telecommunications Company Ltd. // Bahamas Telecommunications Company Ltd. (BTC) // Batelco, Bahamas Telecommunications Corporation. // ITU estimate. // Utilities Regulation and Competition Authority		NA: Data nature not available		4139.0	7540.0	10941.0	12803.0	13382.0	16591.0	20500.0	25500.0	31589.0	24702.0	15496.0	77930.0	72490.0	77168.0	81018.0	83759.0	86868.0	86868.0	2017
17	17.6	17.6.2	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	2019.Q1.G.03	044	Bahamas	029	Caribbean	Country	BHS	1	-78.05111663	24.69546597	256KT2MBPS	Between 256 kbps and 2 mbps																															
