goal	target	indicator	seriesCode	seriesDesc	release	geoAreaCode	geoAreaName	parentCode	parentName	type	ISO3	UN_Member	X	Y	levelStatusCode	levelStatusDesc	unitsCode	unitsDesc	unitmultiplierCode	unitmultiplierDesc	reportingTypeCode	reportingTypeDesc	footnotes	sources	timeDetails	nature_2017	value_numeric_part_2017	value_is_censored_2017	value_detail_2017	value_numeric_part_latest	value_is_censored_latest	value_detail_latest	latest_year
6	6.5	6.5.1	ER_H2O_IWRMD	Degree of integrated water resources management implementation (%)	2019.Q1.G.03	120	Cameroon	017	Middle Africa	Country	CMR	1	12.7419827	5.692387031	NODATA	No data available																	
6	6.5	6.5.1	ER_H2O_IWRMD	Degree of integrated water resources management implementation (%)	2019.Q1.G.03	120	Cameroon	017	Middle Africa	Country	CMR	1	12.7419827	5.692387031	VLOWIMP	Very low level of implementation																	
6	6.5	6.5.1	ER_H2O_IWRMD	Degree of integrated water resources management implementation (%)	2019.Q1.G.03	124	Canada	021	Northern America	Country	CAN	1	-101.6575058	57.72360191	LOWIMP	Low level of implementation																	
6	6.5	6.5.1	ER_H2O_IWRMD	Degree of integrated water resources management implementation (%)	2019.Q1.G.03	124	Canada	021	Northern America	Country	CAN	1	-101.6575058	57.72360191	MLOWIMP	Medium-low level of implementation																	
6	6.5	6.5.1	ER_H2O_IWRMD	Degree of integrated water resources management implementation (%)	2019.Q1.G.03	124	Canada	021	Northern America	Country	CAN	1	-101.6575058	57.72360191	MHIGIMP	Medium-high level of implementation																	
6	6.5	6.5.1	ER_H2O_IWRMD	Degree of integrated water resources management implementation (%)	2019.Q1.G.03	124	Canada	021	Northern America	Country	CAN	1	-101.6575058	57.72360191	HIGIMP	High level of implementation																	
6	6.5	6.5.1	ER_H2O_IWRMD	Degree of integrated water resources management implementation (%)	2019.Q1.G.03	124	Canada	021	Northern America	Country	CAN	1	-101.6575058	57.72360191	VHIGIMP	Very high level of implementation																	
6	6.5	6.5.1	ER_H2O_IWRMD	Degree of integrated water resources management implementation (%)	2019.Q1.G.03	124	Canada	021	Northern America	Country	CAN	1	-101.6575058	57.72360191	NODATA	No data available	PERCENT	Percentage			G	Global		[2017]: UN Environment		C : Country data		True	NA		True	NA	2017
6	6.5	6.5.1	ER_H2O_IWRMD	Degree of integrated water resources management implementation (%)	2019.Q1.G.03	124	Canada	021	Northern America	Country	CAN	1	-101.6575058	57.72360191	VLOWIMP	Very low level of implementation																	
6	6.5	6.5.1	ER_H2O_IWRMD	Degree of integrated water resources management implementation (%)	2019.Q1.G.03	132	Cabo Verde	011	Western Africa	Country	CPV	1	-23.63544151	15.07791834	LOWIMP	Low level of implementation																	
6	6.5	6.5.1	ER_H2O_IWRMD	Degree of integrated water resources management implementation (%)	2019.Q1.G.03	132	Cabo Verde	011	Western Africa	Country	CPV	1	-23.63544151	15.07791834	MLOWIMP	Medium-low level of implementation																	
6	6.5	6.5.1	ER_H2O_IWRMD	Degree of integrated water resources management implementation (%)	2019.Q1.G.03	132	Cabo Verde	011	Western Africa	Country	CPV	1	-23.63544151	15.07791834	MHIGIMP	Medium-high level of implementation																	
6	6.5	6.5.1	ER_H2O_IWRMD	Degree of integrated water resources management implementation (%)	2019.Q1.G.03	132	Cabo Verde	011	Western Africa	Country	CPV	1	-23.63544151	15.07791834	HIGIMP	High level of implementation																	
6	6.5	6.5.1	ER_H2O_IWRMD	Degree of integrated water resources management implementation (%)	2019.Q1.G.03	132	Cabo Verde	011	Western Africa	Country	CPV	1	-23.63544151	15.07791834	VHIGIMP	Very high level of implementation																	
6	6.5	6.5.1	ER_H2O_IWRMD	Degree of integrated water resources management implementation (%)	2019.Q1.G.03	132	Cabo Verde	011	Western Africa	Country	CPV	1	-23.63544151	15.07791834	NODATA	No data available	PERCENT	Percentage			G	Global		[2017]: UN Environment		C : Country data		True	NA		True	NA	2017
6	6.5	6.5.1	ER_H2O_IWRMD	Degree of integrated water resources management implementation (%)	2019.Q1.G.03	132	Cabo Verde	011	Western Africa	Country	CPV	1	-23.63544151	15.07791834	VLOWIMP	Very low level of implementation																	
6	6.5	6.5.1	ER_H2O_IWRMD	Degree of integrated water resources management implementation (%)	2019.Q1.G.03	136	Cayman Islands	029	Caribbean	Country	CYM	0	-81.16740559	19.32266656	LOWIMP	Low level of implementation																	
6	6.5	6.5.1	ER_H2O_IWRMD	Degree of integrated water resources management implementation (%)	2019.Q1.G.03	136	Cayman Islands	029	Caribbean	Country	CYM	0	-81.16740559	19.32266656	MLOWIMP	Medium-low level of implementation																	
6	6.5	6.5.1	ER_H2O_IWRMD	Degree of integrated water resources management implementation (%)	2019.Q1.G.03	136	Cayman Islands	029	Caribbean	Country	CYM	0	-81.16740559	19.32266656	MHIGIMP	Medium-high level of implementation																	
6	6.5	6.5.1	ER_H2O_IWRMD	Degree of integrated water resources management implementation (%)	2019.Q1.G.03	136	Cayman Islands	029	Caribbean	Country	CYM	0	-81.16740559	19.32266656	HIGIMP	High level of implementation																	
6	6.5	6.5.1	ER_H2O_IWRMD	Degree of integrated water resources management implementation (%)	2019.Q1.G.03	136	Cayman Islands	029	Caribbean	Country	CYM	0	-81.16740559	19.32266656	VHIGIMP	Very high level of implementation																	
6	6.5	6.5.1	ER_H2O_IWRMD	Degree of integrated water resources management implementation (%)	2019.Q1.G.03	136	Cayman Islands	029	Caribbean	Country	CYM	0	-81.16740559	19.32266656	NODATA	No data available																	
6	6.5	6.5.1	ER_H2O_IWRMD	Degree of integrated water resources management implementation (%)	2019.Q1.G.03	136	Cayman Islands	029	Caribbean	Country	CYM	0	-81.16740559	19.32266656	VLOWIMP	Very low level of implementation																	
6	6.5	6.5.1	ER_H2O_IWRMD	Degree of integrated water resources management implementation (%)	2019.Q1.G.03	140	Central African Republic	017	Middle Africa	Country	CAF	1	20.93559492	7.003720791	LOWIMP	Low level of implementation																	
6	6.5	6.5.1	ER_H2O_IWRMD	Degree of integrated water resources management implementation (%)	2019.Q1.G.03	140	Central African Republic	017	Middle Africa	Country	CAF	1	20.93559492	7.003720791	MLOWIMP	Medium-low level of implementation	PERCENT	Percentage			G	Global		[2017]: UN Environment		C : Country data	31.0	False	31	31.0	False	31	2017
6	6.5	6.5.1	ER_H2O_IWRMD	Degree of integrated water resources management implementation (%)	2019.Q1.G.03	140	Central African Republic	017	Middle Africa	Country	CAF	1	20.93559492	7.003720791	MHIGIMP	Medium-high level of implementation																	
6	6.5	6.5.1	ER_H2O_IWRMD	Degree of integrated water resources management implementation (%)	2019.Q1.G.03	140	Central African Republic	017	Middle Africa	Country	CAF	1	20.93559492	7.003720791	HIGIMP	High level of implementation																	
6	6.5	6.5.1	ER_H2O_IWRMD	Degree of integrated water resources management implementation (%)	2019.Q1.G.03	140	Central African Republic	017	Middle Africa	Country	CAF	1	20.93559492	7.003720791	VHIGIMP	Very high level of implementation																	
6	6.5	6.5.1	ER_H2O_IWRMD	Degree of integrated water resources management implementation (%)	2019.Q1.G.03	140	Central African Republic	017	Middle Africa	Country	CAF	1	20.93559492	7.003720791	NODATA	No data available																	
6	6.5	6.5.1	ER_H2O_IWRMD	Degree of integrated water resources management implementation (%)	2019.Q1.G.03	140	Central African Republic	017	Middle Africa	Country	CAF	1	20.93559492	7.003720791	VLOWIMP	Very low level of implementation																	
6	6.5	6.5.1	ER_H2O_IWRMD	Degree of integrated water resources management implementation (%)	2019.Q1.G.03	144	Sri Lanka	034	Southern Asia	Country	LKA	1	80.70489654	7.614693343	LOWIMP	Low level of implementation	PERCENT	Percentage			G	Global		[2017]: UN Environment		C : Country data	26.0	False	26	26.0	False	26	2017
6	6.5	6.5.1	ER_H2O_IWRMD	Degree of integrated water resources management implementation (%)	2019.Q1.G.03	144	Sri Lanka	034	Southern Asia	Country	LKA	1	80.70489654	7.614693343	MLOWIMP	Medium-low level of implementation																	
6	6.5	6.5.1	ER_H2O_IWRMD	Degree of integrated water resources management implementation (%)	2019.Q1.G.03	144	Sri Lanka	034	Southern Asia	Country	LKA	1	80.70489654	7.614693343	MHIGIMP	Medium-high level of implementation																	
6	6.5	6.5.1	ER_H2O_IWRMD	Degree of integrated water resources management implementation (%)	2019.Q1.G.03	144	Sri Lanka	034	Southern Asia	Country	LKA	1	80.70489654	7.614693343	HIGIMP	High level of implementation																	
6	6.5	6.5.1	ER_H2O_IWRMD	Degree of integrated water resources management implementation (%)	2019.Q1.G.03	144	Sri Lanka	034	Southern Asia	Country	LKA	1	80.70489654	7.614693343	VHIGIMP	Very high level of implementation																	
6	6.5	6.5.1	ER_H2O_IWRMD	Degree of integrated water resources management implementation (%)	2019.Q1.G.03	144	Sri Lanka	034	Southern Asia	Country	LKA	1	80.70489654	7.614693343	NODATA	No data available																	
6	6.5	6.5.1	ER_H2O_IWRMD	Degree of integrated water resources management implementation (%)	2019.Q1.G.03	144	Sri Lanka	034	Southern Asia	Country	LKA	1	80.70489654	7.614693343	VLOWIMP	Very low level of implementation																	
6	6.5	6.5.1	ER_H2O_IWRMD	Degree of integrated water resources management implementation (%)	2019.Q1.G.03	148	Chad	017	Middle Africa	Country	TCD	1	18.66618401	15.36279341	LOWIMP	Low level of implementation																	
6	6.5	6.5.1	ER_H2O_IWRMD	Degree of integrated water resources management implementation (%)	2019.Q1.G.03	148	Chad	017	Middle Africa	Country	TCD	1	18.66618401	15.36279341	MLOWIMP	Medium-low level of implementation	PERCENT	Percentage			G	Global		[2017]: UN Environment		C : Country data	32.0	False	32	32.0	False	32	2017
6	6.5	6.5.1	ER_H2O_IWRMD	Degree of integrated water resources management implementation (%)	2019.Q1.G.03	148	Chad	017	Middle Africa	Country	TCD	1	18.66618401	15.36279341	MHIGIMP	Medium-high level of implementation																	
6	6.5	6.5.1	ER_H2O_IWRMD	Degree of integrated water resources management implementation (%)	2019.Q1.G.03	148	Chad	017	Middle Africa	Country	TCD	1	18.66618401	15.36279341	HIGIMP	High level of implementation																	
6	6.5	6.5.1	ER_H2O_IWRMD	Degree of integrated water resources management implementation (%)	2019.Q1.G.03	148	Chad	017	Middle Africa	Country	TCD	1	18.66618401	15.36279341	VHIGIMP	Very high level of implementation																	
6	6.5	6.5.1	ER_H2O_IWRMD	Degree of integrated water resources management implementation (%)	2019.Q1.G.03	148	Chad	017	Middle Africa	Country	TCD	1	18.66618401	15.36279341	NODATA	No data available																	
6	6.5	6.5.1	ER_H2O_IWRMD	Degree of integrated water resources management implementation (%)	2019.Q1.G.03	148	Chad	017	Middle Africa	Country	TCD	1	18.66618401	15.36279341	VLOWIMP	Very low level of implementation																	
6	6.5	6.5.1	ER_H2O_IWRMD	Degree of integrated water resources management implementation (%)	2019.Q1.G.03	152	Chile	005	South America	Country	CHL	1	-71.23029019	-35.2652885	LOWIMP	Low level of implementation	PERCENT	Percentage			G	Global		[2017]: UN Environment		C : Country data	23.0	False	23	23.0	False	23	2017
6	6.5	6.5.1	ER_H2O_IWRMD	Degree of integrated water resources management implementation (%)	2019.Q1.G.03	152	Chile	005	South America	Country	CHL	1	-71.23029019	-35.2652885	MLOWIMP	Medium-low level of implementation																	
6	6.5	6.5.1	ER_H2O_IWRMD	Degree of integrated water resources management implementation (%)	2019.Q1.G.03	152	Chile	005	South America	Country	CHL	1	-71.23029019	-35.2652885	MHIGIMP	Medium-high level of implementation																	
6	6.5	6.5.1	ER_H2O_IWRMD	Degree of integrated water resources management implementation (%)	2019.Q1.G.03	152	Chile	005	South America	Country	CHL	1	-71.23029019	-35.2652885	HIGIMP	High level of implementation																	
6	6.5	6.5.1	ER_H2O_IWRMD	Degree of integrated water resources management implementation (%)	2019.Q1.G.03	152	Chile	005	South America	Country	CHL	1	-71.23029019	-35.2652885	VHIGIMP	Very high level of implementation																	
6	6.5	6.5.1	ER_H2O_IWRMD	Degree of integrated water resources management implementation (%)	2019.Q1.G.03	152	Chile	005	South America	Country	CHL	1	-71.23029019	-35.2652885	NODATA	No data available																	
6	6.5	6.5.1	ER_H2O_IWRMD	Degree of integrated water resources management implementation (%)	2019.Q1.G.03	152	Chile	005	South America	Country	CHL	1	-71.23029019	-35.2652885	VLOWIMP	Very low level of implementation																	
6	6.5	6.5.1	ER_H2O_IWRMD	Degree of integrated water resources management implementation (%)	2019.Q1.G.03	156	China	030	Eastern Asia	Country	CHN	1	104.1403375	32.30955217	LOWIMP	Low level of implementation																	
6	6.5	6.5.1	ER_H2O_IWRMD	Degree of integrated water resources management implementation (%)	2019.Q1.G.03	156	China	030	Eastern Asia	Country	CHN	1	104.1403375	32.30955217	MLOWIMP	Medium-low level of implementation																	
6	6.5	6.5.1	ER_H2O_IWRMD	Degree of integrated water resources management implementation (%)	2019.Q1.G.03	156	China	030	Eastern Asia	Country	CHN	1	104.1403375	32.30955217	MHIGIMP	Medium-high level of implementation																	
6	6.5	6.5.1	ER_H2O_IWRMD	Degree of integrated water resources management implementation (%)	2019.Q1.G.03	156	China	030	Eastern Asia	Country	CHN	1	104.1403375	32.30955217	HIGIMP	High level of implementation	PERCENT	Percentage			G	Global		[2017]: UN Environment		C : Country data	75.0	False	75	75.0	False	75	2017
6	6.5	6.5.1	ER_H2O_IWRMD	Degree of integrated water resources management implementation (%)	2019.Q1.G.03	156	China	030	Eastern Asia	Country	CHN	1	104.1403375	32.30955217	VHIGIMP	Very high level of implementation																	
6	6.5	6.5.1	ER_H2O_IWRMD	Degree of integrated water resources management implementation (%)	2019.Q1.G.03	156	China	030	Eastern Asia	Country	CHN	1	104.1403375	32.30955217	NODATA	No data available																	
6	6.5	6.5.1	ER_H2O_IWRMD	Degree of integrated water resources management implementation (%)	2019.Q1.G.03	156	China	030	Eastern Asia	Country	CHN	1	104.1403375	32.30955217	VLOWIMP	Very low level of implementation																	
6	6.5	6.5.1	ER_H2O_IWRMD	Degree of integrated water resources management implementation (%)	2019.Q1.G.03	162	Christmas Island	053	Australia and New Zealand	Country	CXR	0	105.6426067	-10.4882473	LOWIMP	Low level of implementation																	
6	6.5	6.5.1	ER_H2O_IWRMD	Degree of integrated water resources management implementation (%)	2019.Q1.G.03	162	Christmas Island	053	Australia and New Zealand	Country	CXR	0	105.6426067	-10.4882473	MLOWIMP	Medium-low level of implementation																	
6	6.5	6.5.1	ER_H2O_IWRMD	Degree of integrated water resources management implementation (%)	2019.Q1.G.03	162	Christmas Island	053	Australia and New Zealand	Country	CXR	0	105.6426067	-10.4882473	MHIGIMP	Medium-high level of implementation																	
6	6.5	6.5.1	ER_H2O_IWRMD	Degree of integrated water resources management implementation (%)	2019.Q1.G.03	162	Christmas Island	053	Australia and New Zealand	Country	CXR	0	105.6426067	-10.4882473	HIGIMP	High level of implementation																	
6	6.5	6.5.1	ER_H2O_IWRMD	Degree of integrated water resources management implementation (%)	2019.Q1.G.03	162	Christmas Island	053	Australia and New Zealand	Country	CXR	0	105.6426067	-10.4882473	VHIGIMP	Very high level of implementation																	
6	6.5	6.5.1	ER_H2O_IWRMD	Degree of integrated water resources management implementation (%)	2019.Q1.G.03	162	Christmas Island	053	Australia and New Zealand	Country	CXR	0	105.6426067	-10.4882473	NODATA	No data available																	
6	6.5	6.5.1	ER_H2O_IWRMD	Degree of integrated water resources management implementation (%)	2019.Q1.G.03	162	Christmas Island	053	Australia and New Zealand	Country	CXR	0	105.6426067	-10.4882473	VLOWIMP	Very low level of implementation																	
6	6.5	6.5.1	ER_H2O_IWRMD	Degree of integrated water resources management implementation (%)	2019.Q1.G.03	166	Cocos (Keeling) Islands	053	Australia and New Zealand	Country	CCK	0	96.82633757	-12.18600682	LOWIMP	Low level of implementation																	
6	6.5	6.5.1	ER_H2O_IWRMD	Degree of integrated water resources management implementation (%)	2019.Q1.G.03	166	Cocos (Keeling) Islands	053	Australia and New Zealand	Country	CCK	0	96.82633757	-12.18600682	MLOWIMP	Medium-low level of implementation																	
6	6.5	6.5.1	ER_H2O_IWRMD	Degree of integrated water resources management implementation (%)	2019.Q1.G.03	166	Cocos (Keeling) Islands	053	Australia and New Zealand	Country	CCK	0	96.82633757	-12.18600682	MHIGIMP	Medium-high level of implementation																	
6	6.5	6.5.1	ER_H2O_IWRMD	Degree of integrated water resources management implementation (%)	2019.Q1.G.03	166	Cocos (Keeling) Islands	053	Australia and New Zealand	Country	CCK	0	96.82633757	-12.18600682	HIGIMP	High level of implementation																	
6	6.5	6.5.1	ER_H2O_IWRMD	Degree of integrated water resources management implementation (%)	2019.Q1.G.03	166	Cocos (Keeling) Islands	053	Australia and New Zealand	Country	CCK	0	96.82633757	-12.18600682	VHIGIMP	Very high level of implementation																	
6	6.5	6.5.1	ER_H2O_IWRMD	Degree of integrated water resources management implementation (%)	2019.Q1.G.03	166	Cocos (Keeling) Islands	053	Australia and New Zealand	Country	CCK	0	96.82633757	-12.18600682	NODATA	No data available																	
6	6.5	6.5.1	ER_H2O_IWRMD	Degree of integrated water resources management implementation (%)	2019.Q1.G.03	166	Cocos (Keeling) Islands	053	Australia and New Zealand	Country	CCK	0	96.82633757	-12.18600682	VLOWIMP	Very low level of implementation																	
6	6.5	6.5.1	ER_H2O_IWRMD	Degree of integrated water resources management implementation (%)	2019.Q1.G.03	170	Colombia	005	South America	Country	COL	1	-73.07446751	3.888209046	LOWIMP	Low level of implementation																	
6	6.5	6.5.1	ER_H2O_IWRMD	Degree of integrated water resources management implementation (%)	2019.Q1.G.03	170	Colombia	005	South America	Country	COL	1	-73.07446751	3.888209046	MLOWIMP	Medium-low level of implementation	PERCENT	Percentage			G	Global		[2017]: UN Environment		C : Country data	50.0	False	50	50.0	False	50	2017
6	6.5	6.5.1	ER_H2O_IWRMD	Degree of integrated water resources management implementation (%)	2019.Q1.G.03	170	Colombia	005	South America	Country	COL	1	-73.07446751	3.888209046	MHIGIMP	Medium-high level of implementation																	
6	6.5	6.5.1	ER_H2O_IWRMD	Degree of integrated water resources management implementation (%)	2019.Q1.G.03	170	Colombia	005	South America	Country	COL	1	-73.07446751	3.888209046	HIGIMP	High level of implementation																	
6	6.5	6.5.1	ER_H2O_IWRMD	Degree of integrated water resources management implementation (%)	2019.Q1.G.03	170	Colombia	005	South America	Country	COL	1	-73.07446751	3.888209046	VHIGIMP	Very high level of implementation																	
6	6.5	6.5.1	ER_H2O_IWRMD	Degree of integrated water resources management implementation (%)	2019.Q1.G.03	170	Colombia	005	South America	Country	COL	1	-73.07446751	3.888209046	NODATA	No data available																	
6	6.5	6.5.1	ER_H2O_IWRMD	Degree of integrated water resources management implementation (%)	2019.Q1.G.03	170	Colombia	005	South America	Country	COL	1	-73.07446751	3.888209046	VLOWIMP	Very low level of implementation																	
6	6.5	6.5.1	ER_H2O_IWRMD	Degree of integrated water resources management implementation (%)	2019.Q1.G.03	174	Comoros	014	Eastern Africa	Country	COM	1	43.34234565	-11.66121732	LOWIMP	Low level of implementation	PERCENT	Percentage			G	Global		[2017]: UN Environment		C : Country data	26.0	False	26	26.0	False	26	2017
6	6.5	6.5.1	ER_H2O_IWRMD	Degree of integrated water resources management implementation (%)	2019.Q1.G.03	174	Comoros	014	Eastern Africa	Country	COM	1	43.34234565	-11.66121732	MLOWIMP	Medium-low level of implementation																	
6	6.5	6.5.1	ER_H2O_IWRMD	Degree of integrated water resources management implementation (%)	2019.Q1.G.03	174	Comoros	014	Eastern Africa	Country	COM	1	43.34234565	-11.66121732	MHIGIMP	Medium-high level of implementation																	
6	6.5	6.5.1	ER_H2O_IWRMD	Degree of integrated water resources management implementation (%)	2019.Q1.G.03	174	Comoros	014	Eastern Africa	Country	COM	1	43.34234565	-11.66121732	HIGIMP	High level of implementation																	
6	6.5	6.5.1	ER_H2O_IWRMD	Degree of integrated water resources management implementation (%)	2019.Q1.G.03	174	Comoros	014	Eastern Africa	Country	COM	1	43.34234565	-11.66121732	VHIGIMP	Very high level of implementation																	
6	6.5	6.5.1	ER_H2O_IWRMD	Degree of integrated water resources management implementation (%)	2019.Q1.G.03	174	Comoros	014	Eastern Africa	Country	COM	1	43.34234565	-11.66121732	NODATA	No data available																	
6	6.5	6.5.1	ER_H2O_IWRMD	Degree of integrated water resources management implementation (%)	2019.Q1.G.03	174	Comoros	014	Eastern Africa	Country	COM	1	43.34234565	-11.66121732	VLOWIMP	Very low level of implementation																	
6	6.5	6.5.1	ER_H2O_IWRMD	Degree of integrated water resources management implementation (%)	2019.Q1.G.03	175	Mayotte	014	Eastern Africa	Country	MYT	0	45.14015057	-12.82217691	LOWIMP	Low level of implementation																	
6	6.5	6.5.1	ER_H2O_IWRMD	Degree of integrated water resources management implementation (%)	2019.Q1.G.03	175	Mayotte	014	Eastern Africa	Country	MYT	0	45.14015057	-12.82217691	MLOWIMP	Medium-low level of implementation																	
6	6.5	6.5.1	ER_H2O_IWRMD	Degree of integrated water resources management implementation (%)	2019.Q1.G.03	175	Mayotte	014	Eastern Africa	Country	MYT	0	45.14015057	-12.82217691	MHIGIMP	Medium-high level of implementation																	
6	6.5	6.5.1	ER_H2O_IWRMD	Degree of integrated water resources management implementation (%)	2019.Q1.G.03	175	Mayotte	014	Eastern Africa	Country	MYT	0	45.14015057	-12.82217691	HIGIMP	High level of implementation																	
6	6.5	6.5.1	ER_H2O_IWRMD	Degree of integrated water resources management implementation (%)	2019.Q1.G.03	175	Mayotte	014	Eastern Africa	Country	MYT	0	45.14015057	-12.82217691	VHIGIMP	Very high level of implementation																	
6	6.5	6.5.1	ER_H2O_IWRMD	Degree of integrated water resources management implementation (%)	2019.Q1.G.03	175	Mayotte	014	Eastern Africa	Country	MYT	0	45.14015057	-12.82217691	NODATA	No data available																	
6	6.5	6.5.1	ER_H2O_IWRMD	Degree of integrated water resources management implementation (%)	2019.Q1.G.03	175	Mayotte	014	Eastern Africa	Country	MYT	0	45.14015057	-12.82217691	VLOWIMP	Very low level of implementation																	
6	6.5	6.5.1	ER_H2O_IWRMD	Degree of integrated water resources management implementation (%)	2019.Q1.G.03	178	Congo	011	Western Africa	Country	COG	1	15.22052612	-0.840544119	LOWIMP	Low level of implementation																	
6	6.5	6.5.1	ER_H2O_IWRMD	Degree of integrated water resources management implementation (%)	2019.Q1.G.03	178	Congo	011	Western Africa	Country	COG	1	15.22052612	-0.840544119	MLOWIMP	Medium-low level of implementation																	
6	6.5	6.5.1	ER_H2O_IWRMD	Degree of integrated water resources management implementation (%)	2019.Q1.G.03	178	Congo	011	Western Africa	Country	COG	1	15.22052612	-0.840544119	MHIGIMP	Medium-high level of implementation																	
6	6.5	6.5.1	ER_H2O_IWRMD	Degree of integrated water resources management implementation (%)	2019.Q1.G.03	178	Congo	011	Western Africa	Country	COG	1	15.22052612	-0.840544119	HIGIMP	High level of implementation																	
6	6.5	6.5.1	ER_H2O_IWRMD	Degree of integrated water resources management implementation (%)	2019.Q1.G.03	178	Congo	011	Western Africa	Country	COG	1	15.22052612	-0.840544119	VHIGIMP	Very high level of implementation																	
6	6.5	6.5.1	ER_H2O_IWRMD	Degree of integrated water resources management implementation (%)	2019.Q1.G.03	178	Congo	011	Western Africa	Country	COG	1	15.22052612	-0.840544119	NODATA	No data available	PERCENT	Percentage			G	Global		[2017]: UN Environment		C : Country data		True	NA		True	NA	2017
6	6.5	6.5.1	ER_H2O_IWRMD	Degree of integrated water resources management implementation (%)	2019.Q1.G.03	178	Congo	011	Western Africa	Country	COG	1	15.22052612	-0.840544119	VLOWIMP	Very low level of implementation																	
6	6.5	6.5.1	ER_H2O_IWRMD	Degree of integrated water resources management implementation (%)	2019.Q1.G.03	180	Democratic Republic of the Congo	017	Middle Africa	Country	COD	1	23.65496507	-2.877154732	LOWIMP	Low level of implementation																	
6	6.5	6.5.1	ER_H2O_IWRMD	Degree of integrated water resources management implementation (%)	2019.Q1.G.03	180	Democratic Republic of the Congo	017	Middle Africa	Country	COD	1	23.65496507	-2.877154732	MLOWIMP	Medium-low level of implementation	PERCENT	Percentage			G	Global		[2017]: UN Environment		C : Country data	31.0	False	31	31.0	False	31	2017
6	6.5	6.5.1	ER_H2O_IWRMD	Degree of integrated water resources management implementation (%)	2019.Q1.G.03	180	Democratic Republic of the Congo	017	Middle Africa	Country	COD	1	23.65496507	-2.877154732	MHIGIMP	Medium-high level of implementation																	
6	6.5	6.5.1	ER_H2O_IWRMD	Degree of integrated water resources management implementation (%)	2019.Q1.G.03	180	Democratic Republic of the Congo	017	Middle Africa	Country	COD	1	23.65496507	-2.877154732	HIGIMP	High level of implementation																	
6	6.5	6.5.1	ER_H2O_IWRMD	Degree of integrated water resources management implementation (%)	2019.Q1.G.03	180	Democratic Republic of the Congo	017	Middle Africa	Country	COD	1	23.65496507	-2.877154732	VHIGIMP	Very high level of implementation																	
6	6.5	6.5.1	ER_H2O_IWRMD	Degree of integrated water resources management implementation (%)	2019.Q1.G.03	180	Democratic Republic of the Congo	017	Middle Africa	Country	COD	1	23.65496507	-2.877154732	NODATA	No data available																	
6	6.5	6.5.1	ER_H2O_IWRMD	Degree of integrated water resources management implementation (%)	2019.Q1.G.03	180	Democratic Republic of the Congo	017	Middle Africa	Country	COD	1	23.65496507	-2.877154732	VLOWIMP	Very low level of implementation																	
6	6.5	6.5.1	ER_H2O_IWRMD	Degree of integrated water resources management implementation (%)	2019.Q1.G.03	184	Cook Islands	061	Polynesia	Country	COK	0	-159.7711391	-21.22696458	LOWIMP	Low level of implementation																	
6	6.5	6.5.1	ER_H2O_IWRMD	Degree of integrated water resources management implementation (%)	2019.Q1.G.03	184	Cook Islands	061	Polynesia	Country	COK	0	-159.7711391	-21.22696458	MLOWIMP	Medium-low level of implementation																	
6	6.5	6.5.1	ER_H2O_IWRMD	Degree of integrated water resources management implementation (%)	2019.Q1.G.03	184	Cook Islands	061	Polynesia	Country	COK	0	-159.7711391	-21.22696458	MHIGIMP	Medium-high level of implementation																	
6	6.5	6.5.1	ER_H2O_IWRMD	Degree of integrated water resources management implementation (%)	2019.Q1.G.03	184	Cook Islands	061	Polynesia	Country	COK	0	-159.7711391	-21.22696458	HIGIMP	High level of implementation																	
6	6.5	6.5.1	ER_H2O_IWRMD	Degree of integrated water resources management implementation (%)	2019.Q1.G.03	184	Cook Islands	061	Polynesia	Country	COK	0	-159.7711391	-21.22696458	VHIGIMP	Very high level of implementation																	
6	6.5	6.5.1	ER_H2O_IWRMD	Degree of integrated water resources management implementation (%)	2019.Q1.G.03	184	Cook Islands	061	Polynesia	Country	COK	0	-159.7711391	-21.22696458	NODATA	No data available																	
6	6.5	6.5.1	ER_H2O_IWRMD	Degree of integrated water resources management implementation (%)	2019.Q1.G.03	184	Cook Islands	061	Polynesia	Country	COK	0	-159.7711391	-21.22696458	VLOWIMP	Very low level of implementation																	
6	6.5	6.5.1	ER_H2O_IWRMD	Degree of integrated water resources management implementation (%)	2019.Q1.G.03	188	Costa Rica	013	Central America	Country	CRI	1	-84.19712782	9.970998683	LOWIMP	Low level of implementation																	
6	6.5	6.5.1	ER_H2O_IWRMD	Degree of integrated water resources management implementation (%)	2019.Q1.G.03	188	Costa Rica	013	Central America	Country	CRI	1	-84.19712782	9.970998683	MLOWIMP	Medium-low level of implementation	PERCENT	Percentage			G	Global		[2017]: UN Environment		C : Country data	43.0	False	43	43.0	False	43	2017
6	6.5	6.5.1	ER_H2O_IWRMD	Degree of integrated water resources management implementation (%)	2019.Q1.G.03	188	Costa Rica	013	Central America	Country	CRI	1	-84.19712782	9.970998683	MHIGIMP	Medium-high level of implementation																	
6	6.5	6.5.1	ER_H2O_IWRMD	Degree of integrated water resources management implementation (%)	2019.Q1.G.03	188	Costa Rica	013	Central America	Country	CRI	1	-84.19712782	9.970998683	HIGIMP	High level of implementation																	
6	6.5	6.5.1	ER_H2O_IWRMD	Degree of integrated water resources management implementation (%)	2019.Q1.G.03	188	Costa Rica	013	Central America	Country	CRI	1	-84.19712782	9.970998683	VHIGIMP	Very high level of implementation																	
