goal	target	indicator	seriesCode	seriesDesc	release	geoAreaCode	geoAreaName	parentCode	parentName	type	ISO3	UN_Member	X	Y	unitsCode	unitsDesc	unitmultiplierCode	unitmultiplierDesc	reportingTypeCode	reportingTypeDesc	footnotes	sources	timeDetails	nature_2000	value_numeric_part_2000	value_is_censored_2000	value_detail_2000	nature_2005	value_numeric_part_2005	value_is_censored_2005	value_detail_2005	nature_2010	value_numeric_part_2010	value_is_censored_2010	value_detail_2010	nature_2015	value_numeric_part_2015	value_is_censored_2015	value_detail_2015	value_numeric_part_latest	value_is_censored_latest	value_detail_latest	latest_year
15	15.1	15.1.1	AG_LND_FRSTN	Forest area (thousands of hectares)	2019.Q1.G.03	036	Australia	053	Australia and New Zealand	Country	AUS	1	134.3499412	-25.57717202	HA_TH	Thousands of hectares			G	Global	[2000,2005,2010,2015]: Official country data submitted to FAO	[2000,2005,2010,2015]: FAO, Global Forest Resources Assessment		C : Country data	128841.0	False	128841	C : Country data	127641.0	False	127641	C : Country data	123211.0	False	123211	C : Country data	124751.0	False	124751	124751.0	False	124751	2015
15	15.1	15.1.1	AG_LND_FRSTN	Forest area (thousands of hectares)	2019.Q1.G.03	040	Austria	155	Western Europe	Country	AUT	1	14.14172472	47.58704857	HA_TH	Thousands of hectares			G	Global	[2000,2005,2010,2015]: Official country data submitted to FAO	[2000,2005,2010,2015]: FAO, Global Forest Resources Assessment		C : Country data	3838.0	False	3838	C : Country data	3851.0	False	3851	C : Country data	3860.0	False	3860	C : Country data	3869.0	False	3869	3869.0	False	3869	2015
15	15.1	15.1.1	AG_LND_FRSTN	Forest area (thousands of hectares)	2019.Q1.G.03	044	Bahamas	029	Caribbean	Country	BHS	1	-78.05111663	24.69546597	HA_TH	Thousands of hectares			G	Global	[2000,2005,2010,2015]: FAO Estimate	[2000,2005,2010,2015]: FAO, Global Forest Resources Assessment		E : Estimated data	515.0	False	515	E : Estimated data	515.0	False	515	E : Estimated data	515.0	False	515	E : Estimated data	515.0	False	515	515.0	False	515	2015
15	15.1	15.1.1	AG_LND_FRSTN	Forest area (thousands of hectares)	2019.Q1.G.03	048	Bahrain	145	Western Asia	Country	BHR	1	50.5490754	26.04407747	HA_TH	Thousands of hectares			G	Global	[2000,2005,2010,2015]: FAO Estimate	[2000,2005,2010,2015]: FAO, Global Forest Resources Assessment		E : Estimated data	0.371	False	0.371	E : Estimated data	0.448	False	0.448	E : Estimated data	0.526	False	0.526	E : Estimated data	0.604	False	0.604	0.604	False	0.604	2015
15	15.1	15.1.1	AG_LND_FRSTN	Forest area (thousands of hectares)	2019.Q1.G.03	050	Bangladesh	034	Southern Asia	Country	BGD	1	89.17660788	22.86961622	HA_TH	Thousands of hectares			G	Global	[2000,2005,2010,2015]: Official country data submitted to FAO	[2000,2005,2010,2015]: FAO, Global Forest Resources Assessment		C : Country data	1468.0	False	1468	C : Country data	1455.0	False	1455	C : Country data	1442.0	False	1442	C : Country data	1429.0	False	1429	1429.0	False	1429	2015
15	15.1	15.1.1	AG_LND_FRSTN	Forest area (thousands of hectares)	2019.Q1.G.03	051	Armenia	145	Western Asia	Country	ARM	1	44.93839317	40.29499741	HA_TH	Thousands of hectares			G	Global	[2000,2005,2010,2015]: Official country data submitted to FAO	[2000,2005,2010,2015]: FAO, Global Forest Resources Assessment		C : Country data	333.0	False	333	C : Country data	332.0	False	332	C : Country data	331.0	False	331	C : Country data	332.0	False	332	332.0	False	332	2015
15	15.1	15.1.1	AG_LND_FRSTN	Forest area (thousands of hectares)	2019.Q1.G.03	052	Barbados	029	Caribbean	Country	BRB	1	-59.5346489	13.13648273	HA_TH	Thousands of hectares			G	Global	[2000,2005,2010,2015]: Official country data submitted to FAO	[2000,2005,2010,2015]: FAO, Global Forest Resources Assessment		C : Country data	6.3	False	6.3	C : Country data	6.3	False	6.3	C : Country data	6.3	False	6.3	C : Country data	6.3	False	6.3	6.3	False	6.3	2015
15	15.1	15.1.1	AG_LND_FRSTN	Forest area (thousands of hectares)	2019.Q1.G.03	056	Belgium	155	Western Europe	Country	BEL	1	4.660976456	50.64104975	HA_TH	Thousands of hectares			G	Global	[2000,2005,2010,2015]: Official country data submitted to FAO	[2000,2005,2010,2015]: FAO, Global Forest Resources Assessment		C : Country data	667.3	False	667.3	C : Country data	674.2	False	674.2	C : Country data	681.2	False	681.2	C : Country data	683.4	False	683.4	683.4	False	683.4	2015
15	15.1	15.1.1	AG_LND_FRSTN	Forest area (thousands of hectares)	2019.Q1.G.03	060	Bermuda	021	Northern America	Country	BMU	0	-64.78155012	32.27881922	HA_TH	Thousands of hectares			G	Global	[2000,2005,2010,2015]: FAO Estimate	[2000,2005,2010,2015]: FAO, Global Forest Resources Assessment		E : Estimated data	1.0	False	1	E : Estimated data	1.0	False	1	E : Estimated data	1.0	False	1	E : Estimated data	1.0	False	1	1.0	False	1	2015
15	15.1	15.1.1	AG_LND_FRSTN	Forest area (thousands of hectares)	2019.Q1.G.03	064	Bhutan	034	Southern Asia	Country	BTN	1	90.45098484	27.39598568	HA_TH	Thousands of hectares			G	Global	[2000,2005,2010,2015]: Official country data submitted to FAO	[2000,2005,2010,2015]: FAO, Global Forest Resources Assessment		C : Country data	2606.002	False	2606.002	C : Country data	2655.647	False	2655.647	C : Country data	2705.291	False	2705.291	C : Country data	2754.935	False	2754.935	2754.935	False	2754.935	2015
15	15.1	15.1.1	AG_LND_FRSTN	Forest area (thousands of hectares)	2019.Q1.G.03	068	Bolivia (Plurinational State of)	005	South America	Country	BOL	1	-64.66224284	-16.71273412	HA_TH	Thousands of hectares			G	Global	[2000,2005,2010,2015]: Official country data submitted to FAO	[2000,2005,2010,2015]: FAO, Global Forest Resources Assessment		C : Country data	60091.0	False	60091	C : Country data	58734.0	False	58734	C : Country data	56209.0	False	56209	C : Country data	54764.0	False	54764	54764.0	False	54764	2015
15	15.1	15.1.1	AG_LND_FRSTN	Forest area (thousands of hectares)	2019.Q1.G.03	070	Bosnia and Herzegovina	039	Southern Europe	Country	BIH	1	17.78584332	44.16845548	HA_TH	Thousands of hectares			G	Global	[2000,2005,2010,2015]: FAO Estimate	[2000,2005,2010,2015]: FAO, Global Forest Resources Assessment		E : Estimated data	2185.0	False	2185	E : Estimated data	2185.0	False	2185	E : Estimated data	2185.0	False	2185	E : Estimated data	2185.0	False	2185	2185.0	False	2185	2015
15	15.1	15.1.1	AG_LND_FRSTN	Forest area (thousands of hectares)	2019.Q1.G.03	072	Botswana	018	Southern Africa	Country	BWA	1	23.81380223	-22.18810073	HA_TH	Thousands of hectares			G	Global	[2000,2005,2010,2015]: Official country data submitted to FAO	[2000,2005,2010,2015]: FAO, Global Forest Resources Assessment		C : Country data	12535.0	False	12535	C : Country data	11943.0	False	11943	C : Country data	11351.0	False	11351	C : Country data	10840.0	False	10840	10840.0	False	10840	2015
15	15.1	15.1.1	AG_LND_FRSTN	Forest area (thousands of hectares)	2019.Q1.G.03	074	Bouvet Island	005	South America	Country	BVT	0	3.410732868	-54.43295905																													
15	15.1	15.1.1	AG_LND_FRSTN	Forest area (thousands of hectares)	2019.Q1.G.03	076	Brazil	005	South America	Country	BRA	1	-53.08432878	-10.77668561	HA_TH	Thousands of hectares			G	Global	[2000,2005,2010,2015]: Official country data submitted to FAO	[2000,2005,2010,2015]: FAO, Global Forest Resources Assessment		C : Country data	521274.0	False	521274	C : Country data	506734.0	False	506734	C : Country data	498458.0	False	498458	C : Country data	493538.0	False	493538	493538.0	False	493538	2015
15	15.1	15.1.1	AG_LND_FRSTN	Forest area (thousands of hectares)	2019.Q1.G.03	084	Belize	013	Central America	Country	BLZ	1	-88.70199554	17.19965901	HA_TH	Thousands of hectares			G	Global	[2000,2005,2010,2015]: FAO Estimate	[2000,2005,2010,2015]: FAO, Global Forest Resources Assessment		E : Estimated data	1459.301	False	1459.301	E : Estimated data	1416.53	False	1416.53	E : Estimated data	1391.391	False	1391.391	E : Estimated data	1366.3	False	1366.3	1366.3	False	1366.3	2015
15	15.1	15.1.1	AG_LND_FRSTN	Forest area (thousands of hectares)	2019.Q1.G.03	086	British Indian Ocean Territory	014	Eastern Africa	Country	IOT	0	72.38715553	-7.299281071	HA_TH	Thousands of hectares			G	Global	[2000,2005,2010,2015]: NA = A figure was not provided.	[2000,2005,2010,2015]: FAO, Global Forest Resources Assessment		N : Non-relevant		True	NA	N : Non-relevant		True	NA	N : Non-relevant		True	NA	N : Non-relevant		True	NA		True	NA	2015
15	15.1	15.1.1	AG_LND_FRSTN	Forest area (thousands of hectares)	2019.Q1.G.03	090	Solomon Islands	054	Melanesia	Country	SLB	1	160.1584117	-9.622391719	HA_TH	Thousands of hectares			G	Global	[2000,2005,2010,2015]: FAO Estimate	[2000,2005,2010,2015]: FAO, Global Forest Resources Assessment		E : Estimated data	2268.0	False	2268	E : Estimated data	2241.0	False	2241	E : Estimated data	2213.0	False	2213	E : Estimated data	2185.0	False	2185	2185.0	False	2185	2015
15	15.1	15.1.1	AG_LND_FRSTN	Forest area (thousands of hectares)	2019.Q1.G.03	092	British Virgin Islands	029	Caribbean	Country	VGB	0	-64.63294223	18.42256578	HA_TH	Thousands of hectares			G	Global	[2000,2005,2010,2015]: FAO Estimate	[2000,2005,2010,2015]: FAO, Global Forest Resources Assessment		E : Estimated data	3.67	False	3.67	E : Estimated data	3.66	False	3.66	E : Estimated data	3.64	False	3.64	E : Estimated data	3.62	False	3.62	3.62	False	3.62	2015
15	15.1	15.1.1	AG_LND_FRSTN	Forest area (thousands of hectares)	2019.Q1.G.03	096	Brunei Darussalam	035	South-Eastern Asia	Country	BRN	1	114.6288563	4.49736984	HA_TH	Thousands of hectares			G	Global	[2000,2005,2010,2015]: FAO Estimate	[2000,2005,2010,2015]: FAO, Global Forest Resources Assessment		E : Estimated data	397.0	False	397	E : Estimated data	389.0	False	389	E : Estimated data	380.0	False	380	E : Estimated data	380.0	False	380	380.0	False	380	2015
15	15.1	15.1.1	AG_LND_FRSTN	Forest area (thousands of hectares)	2019.Q1.G.03	100	Bulgaria	151	Eastern Europe	Country	BGR	1	25.23763153	42.75731323	HA_TH	Thousands of hectares			G	Global	[2000,2005,2010,2015]: Official country data submitted to FAO	[2000,2005,2010,2015]: FAO, Global Forest Resources Assessment		C : Country data	3375.0	False	3375	C : Country data	3651.0	False	3651	C : Country data	3737.0	False	3737	C : Country data	3823.0	False	3823	3823.0	False	3823	2015
15	15.1	15.1.1	AG_LND_FRSTN	Forest area (thousands of hectares)	2019.Q1.G.03	104	Myanmar	035	South-Eastern Asia	Country	MMR	1	96.51752295	21.19332882	HA_TH	Thousands of hectares			G	Global	[2000,2005,2010,2015]: Official country data submitted to FAO	[2000,2005,2010,2015]: FAO, Global Forest Resources Assessment		C : Country data	34868.0	False	34868	C : Country data	33321.0	False	33321	C : Country data	31773.0	False	31773	C : Country data	29041.0	False	29041	29041.0	False	29041	2015
15	15.1	15.1.1	AG_LND_FRSTN	Forest area (thousands of hectares)	2019.Q1.G.03	108	Burundi	014	Eastern Africa	Country	BDI	1	29.89080992	-3.366387428	HA_TH	Thousands of hectares			G	Global	[2000,2005,2010,2015]: Official country data submitted to FAO	[2000,2005,2010,2015]: FAO, Global Forest Resources Assessment		C : Country data	198.0	False	198	C : Country data	181.0	False	181	C : Country data	253.0	False	253	C : Country data	276.0	False	276	276.0	False	276	2015
15	15.1	15.1.1	AG_LND_FRSTN	Forest area (thousands of hectares)	2019.Q1.G.03	112	Belarus	151	Eastern Europe	Country	BLR	1	28.04940161	53.54193075	HA_TH	Thousands of hectares			G	Global	[2000,2005,2010,2015]: Official country data submitted to FAO	[2000,2005,2010,2015]: FAO, Global Forest Resources Assessment		C : Country data	8273.0	False	8273	C : Country data	8436.0	False	8436	C : Country data	8534.0	False	8534	C : Country data	8633.5	False	8633.5	8633.5	False	8633.5	2015
15	15.1	15.1.1	AG_LND_FRSTN	Forest area (thousands of hectares)	2019.Q1.G.03	116	Cambodia	035	South-Eastern Asia	Country	KHM	1	104.922836	12.71163737	HA_TH	Thousands of hectares			G	Global	[2000,2005,2010,2015]: Official country data submitted to FAO	[2000,2005,2010,2015]: FAO, Global Forest Resources Assessment		C : Country data	11546.0	False	11546	C : Country data	10731.0	False	10731	C : Country data	10094.0	False	10094	C : Country data	9457.0	False	9457	9457.0	False	9457	2015
15	15.1	15.1.1	AG_LND_FRSTN	Forest area (thousands of hectares)	2019.Q1.G.03	120	Cameroon	017	Middle Africa	Country	CMR	1	12.7419827	5.692387031	HA_TH	Thousands of hectares			G	Global	[2000,2005,2010,2015]: Official country data submitted to FAO	[2000,2005,2010,2015]: FAO, Global Forest Resources Assessment		C : Country data	22116.0	False	22116	C : Country data	21016.0	False	21016	C : Country data	19916.0	False	19916	C : Country data	18816.0	False	18816	18816.0	False	18816	2015
15	15.1	15.1.1	AG_LND_FRSTN	Forest area (thousands of hectares)	2019.Q1.G.03	124	Canada	021	Northern America	Country	CAN	1	-101.6575058	57.72360191	HA_TH	Thousands of hectares			G	Global	[2000,2005,2010,2015]: Official country data submitted to FAO	[2000,2005,2010,2015]: FAO, Global Forest Resources Assessment		C : Country data	347802.0	False	347802	C : Country data	347576.0	False	347576	C : Country data	347302.0	False	347302	C : Country data	347069.0	False	347069	347069.0	False	347069	2015
15	15.1	15.1.1	AG_LND_FRSTN	Forest area (thousands of hectares)	2019.Q1.G.03	132	Cabo Verde	011	Western Africa	Country	CPV	1	-23.63544151	15.07791834	HA_TH	Thousands of hectares			G	Global	[2000,2005,2010,2015]: Official country data submitted to FAO	[2000,2005,2010,2015]: FAO, Global Forest Resources Assessment		C : Country data	82.09	False	82.09	C : Country data	83.59	False	83.59	C : Country data	85.09	False	85.09	C : Country data	89.903	False	89.903	89.903	False	89.903	2015
15	15.1	15.1.1	AG_LND_FRSTN	Forest area (thousands of hectares)	2019.Q1.G.03	136	Cayman Islands	029	Caribbean	Country	CYM	0	-81.16740559	19.32266656	HA_TH	Thousands of hectares			G	Global	[2000,2005,2010,2015]: FAO Estimate	[2000,2005,2010,2015]: FAO, Global Forest Resources Assessment		E : Estimated data	12.7	False	12.7	E : Estimated data	12.7	False	12.7	E : Estimated data	12.7	False	12.7	E : Estimated data	12.7	False	12.7	12.7	False	12.7	2015
15	15.1	15.1.1	AG_LND_FRSTN	Forest area (thousands of hectares)	2019.Q1.G.03	140	Central African Republic	017	Middle Africa	Country	CAF	1	20.93559492	7.003720791	HA_TH	Thousands of hectares			G	Global	[2000,2005,2010,2015]: Official country data submitted to FAO	[2000,2005,2010,2015]: FAO, Global Forest Resources Assessment		C : Country data	22404.0	False	22404	C : Country data	22326.0	False	22326	C : Country data	22248.0	False	22248	C : Country data	22170.0	False	22170	22170.0	False	22170	2015
15	15.1	15.1.1	AG_LND_FRSTN	Forest area (thousands of hectares)	2019.Q1.G.03	144	Sri Lanka	034	Southern Asia	Country	LKA	1	80.70489654	7.614693343	HA_TH	Thousands of hectares			G	Global	[2000,2005,2010,2015]: Official country data submitted to FAO	[2000,2005,2010,2015]: FAO, Global Forest Resources Assessment		C : Country data	2192.0	False	2192	C : Country data	2118.0	False	2118	C : Country data	2103.0	False	2103	C : Country data	2070.0	False	2070	2070.0	False	2070	2015
15	15.1	15.1.1	AG_LND_FRSTN	Forest area (thousands of hectares)	2019.Q1.G.03	148	Chad	017	Middle Africa	Country	TCD	1	18.66618401	15.36279341	HA_TH	Thousands of hectares			G	Global	[2000,2005,2010,2015]: Official country data submitted to FAO	[2000,2005,2010,2015]: FAO, Global Forest Resources Assessment		C : Country data	6326.0	False	6326	C : Country data	6141.0	False	6141	C : Country data	5508.0	False	5508	C : Country data	4875.0	False	4875	4875.0	False	4875	2015
15	15.1	15.1.1	AG_LND_FRSTN	Forest area (thousands of hectares)	2019.Q1.G.03	152	Chile	005	South America	Country	CHL	1	-71.23029019	-35.2652885	HA_TH	Thousands of hectares			G	Global	[2000,2005,2010,2015]: Official country data submitted to FAO	[2000,2005,2010,2015]: FAO, Global Forest Resources Assessment		C : Country data	15834.0	False	15834	C : Country data	16042.0	False	16042	C : Country data	16231.0	False	16231	C : Country data	17735.0	False	17735	17735.0	False	17735	2015
15	15.1	15.1.1	AG_LND_FRSTN	Forest area (thousands of hectares)	2019.Q1.G.03	156	China	030	Eastern Asia	Country	CHN	1	104.1403375	32.30955217	HA_TH	Thousands of hectares			G	Global	[2000,2005,2010,2015]: Official country data submitted to FAO	[2000,2005,2010,2015]: FAO, Global Forest Resources Assessment		C : Country data	177000.5	False	177000.5	C : Country data	193043.9	False	193043.9	C : Country data	200610.3	False	200610.3	C : Country data	208321.3	False	208321.3	208321.3	False	208321.3	2015
15	15.1	15.1.1	AG_LND_FRSTN	Forest area (thousands of hectares)	2019.Q1.G.03	162	Christmas Island	053	Australia and New Zealand	Country	CXR	0	105.6426067	-10.4882473	HA_TH	Thousands of hectares			G	Global	[2000,2005,2010,2015]: NA = A figure was not provided.	[2000,2005,2010,2015]: FAO, Global Forest Resources Assessment		N : Non-relevant		True	NA	N : Non-relevant		True	NA	N : Non-relevant		True	NA	N : Non-relevant		True	NA		True	NA	2015
15	15.1	15.1.1	AG_LND_FRSTN	Forest area (thousands of hectares)	2019.Q1.G.03	166	Cocos (Keeling) Islands	053	Australia and New Zealand	Country	CCK	0	96.82633757	-12.18600682	HA_TH	Thousands of hectares			G	Global	[2000,2005,2010,2015]: NA = A figure was not provided.	[2000,2005,2010,2015]: FAO, Global Forest Resources Assessment		N : Non-relevant		True	NA	N : Non-relevant		True	NA	N : Non-relevant		True	NA	N : Non-relevant		True	NA		True	NA	2015
15	15.1	15.1.1	AG_LND_FRSTN	Forest area (thousands of hectares)	2019.Q1.G.03	170	Colombia	005	South America	Country	COL	1	-73.07446751	3.888209046	HA_TH	Thousands of hectares			G	Global	[2000,2005,2010,2015]: Official country data submitted to FAO	[2000,2005,2010,2015]: FAO, Global Forest Resources Assessment		C : Country data	61798.44	False	61798.44	C : Country data	60201.36	False	60201.36	C : Country data	58635.32	False	58635.32	C : Country data	58501.74	False	58501.74	58501.74	False	58501.74	2015
15	15.1	15.1.1	AG_LND_FRSTN	Forest area (thousands of hectares)	2019.Q1.G.03	174	Comoros	014	Eastern Africa	Country	COM	1	43.34234565	-11.66121732	HA_TH	Thousands of hectares			G	Global	[2000,2005,2010,2015]: FAO Estimate	[2000,2005,2010,2015]: FAO, Global Forest Resources Assessment		E : Estimated data	45.0	False	45	E : Estimated data	42.0	False	42	E : Estimated data	39.0	False	39	E : Estimated data	37.0	False	37	37.0	False	37	2015
15	15.1	15.1.1	AG_LND_FRSTN	Forest area (thousands of hectares)	2019.Q1.G.03	175	Mayotte	014	Eastern Africa	Country	MYT	0	45.14015057	-12.82217691	HA_TH	Thousands of hectares			G	Global	[2000,2005,2010,2015]: FAO Estimate	[2000,2005,2010,2015]: FAO, Global Forest Resources Assessment		E : Estimated data	8.73	False	8.73	E : Estimated data	7.76	False	7.76	E : Estimated data	6.79	False	6.79	E : Estimated data	5.82	False	5.82	5.82	False	5.82	2015
15	15.1	15.1.1	AG_LND_FRSTN	Forest area (thousands of hectares)	2019.Q1.G.03	178	Congo	011	Western Africa	Country	COG	1	15.22052612	-0.840544119	HA_TH	Thousands of hectares			G	Global	[2000,2005,2010,2015]: Official country data submitted to FAO	[2000,2005,2010,2015]: FAO, Global Forest Resources Assessment		C : Country data	22556.0	False	22556	C : Country data	22471.0	False	22471	C : Country data	22411.0	False	22411	C : Country data	22334.0	False	22334	22334.0	False	22334	2015
15	15.1	15.1.1	AG_LND_FRSTN	Forest area (thousands of hectares)	2019.Q1.G.03	180	Democratic Republic of the Congo	017	Middle Africa	Country	COD	1	23.65496507	-2.877154732	HA_TH	Thousands of hectares			G	Global	[2000,2005,2010,2015]: Official country data submitted to FAO	[2000,2005,2010,2015]: FAO, Global Forest Resources Assessment		C : Country data	157249.0	False	157249	C : Country data	155692.0	False	155692	C : Country data	154135.0	False	154135	C : Country data	152578.0	False	152578	152578.0	False	152578	2015
15	15.1	15.1.1	AG_LND_FRSTN	Forest area (thousands of hectares)	2019.Q1.G.03	184	Cook Islands	061	Polynesia	Country	COK	0	-159.7711391	-21.22696458	HA_TH	Thousands of hectares			G	Global	[2000,2005,2010,2015]: Official country data submitted to FAO	[2000,2005,2010,2015]: FAO, Global Forest Resources Assessment		C : Country data	15.1	False	15.1	C : Country data	15.1	False	15.1	C : Country data	15.1	False	15.1	C : Country data	15.1	False	15.1	15.1	False	15.1	2015
15	15.1	15.1.1	AG_LND_FRSTN	Forest area (thousands of hectares)	2019.Q1.G.03	188	Costa Rica	013	Central America	Country	CRI	1	-84.19712782	9.970998683	HA_TH	Thousands of hectares			G	Global	[2000,2005,2010,2015]: Official country data submitted to FAO	[2000,2005,2010,2015]: FAO, Global Forest Resources Assessment		C : Country data	2376.0	False	2376	C : Country data	2491.0	False	2491	C : Country data	2605.0	False	2605	C : Country data	2756.0	False	2756	2756.0	False	2756	2015
15	15.1	15.1.1	AG_LND_FRSTN	Forest area (thousands of hectares)	2019.Q1.G.03	191	Croatia	039	Southern Europe	Country	HRV	1	17.95874553	45.45172212	HA_TH	Thousands of hectares			G	Global	[2000,2005,2010,2015]: Official country data submitted to FAO	[2000,2005,2010,2015]: FAO, Global Forest Resources Assessment		C : Country data	1885.0	False	1885	C : Country data	1903.0	False	1903	C : Country data	1920.0	False	1920	C : Country data	1922.0	False	1922	1922.0	False	1922	2015
15	15.1	15.1.1	AG_LND_FRSTN	Forest area (thousands of hectares)	2019.Q1.G.03	192	Cuba	029	Caribbean	Country	CUB	1	-79.54460144	22.10030366	HA_TH	Thousands of hectares			G	Global	[2000,2005,2010,2015]: Official country data submitted to FAO	[2000,2005,2010,2015]: FAO, Global Forest Resources Assessment		C : Country data	2435.0	False	2435	C : Country data	2697.0	False	2697	C : Country data	2932.0	False	2932	C : Country data	3200.0	False	3200	3200.0	False	3200	2015
15	15.1	15.1.1	AG_LND_FRSTN	Forest area (thousands of hectares)	2019.Q1.G.03	196	Cyprus	145	Western Asia	Country	CYP	1	33.22285964	35.05659437	HA_TH	Thousands of hectares			G	Global	[2000,2005,2010,2015]: Official country data submitted to FAO	[2000,2005,2010,2015]: FAO, Global Forest Resources Assessment		C : Country data	171.61	False	171.61	C : Country data	172.851	False	172.851	C : Country data	172.841	False	172.841	C : Country data	172.7	False	172.7	172.7	False	172.7	2015
