goal	target	indicator	seriesCode	seriesDesc	release	geoAreaCode	geoAreaName	parentCode	parentName	type	ISO3	UN_Member	X	Y	unitsCode	unitsDesc	unitmultiplierCode	unitmultiplierDesc	reportingTypeCode	reportingTypeDesc	valueDetails	footnotes	sources	timeDetails	nature	value_2000	value_2001	value_2002	value_2003	value_2004	value_2005	value_2006	value_2007	value_2008	value_2009	value_2010	value_2011	value_2012	value_2013	value_2014	value_2015	value_2016	value_2017	value_latest_year	latest_year
17	17.8	17.8.1	IT_USE_ii99	Internet users per 100 inhabitants	2019.Q1.G.03	682	Saudi Arabia	145	Western Asia	Country	SAU	1	44.54763347	24.12594211	PER_100_POP	Per 100 population						Population age 12-65 over total population	CITC // CITC Market Studies Department. // CITC Market Studies Department.  // Communication and Information Technology Commission // Communication and Information Technology Commission. // Communications & IT Commission // Communications & IT Commission. // ITU estimate. // Saudi Telecommunications Company.		NA: Data nature not available	2.21	4.68	6.38	8.0	10.23	12.71	19.46	30.0	36.0	38.0	41.0	47.5	54.0	60.5	64.71	69.62	74.88	82.12	82.12	2017
17	17.8	17.8.1	IT_USE_ii99	Internet users per 100 inhabitants	2019.Q1.G.03	686	Senegal	011	Western Africa	Country	SEN	1	-14.46636926	14.35920905	PER_100_POP	Per 100 population						Refers to total population. // Refers to total population. Country estimates 17.5% for population age 12+. // Refers to total population. Survey result: 14.5% for population age 12+. // Refers to total population. Survey result: 16% for population age 12+.	Agence de Régulation des Télécommunications. // ITU Estimate. // ITU estimate. // Société Nationale des Télécommunications du Sénégal (SONATEL).		NA: Data nature not available	0.4	0.98	1.01	2.1	4.39	4.79	5.61	6.89	7.12	7.5	8.0	9.8	10.8	13.1	17.7	21.69	25.66	29.64	29.64	2017
17	17.8	17.8.1	IT_USE_ii99	Internet users per 100 inhabitants	2019.Q1.G.03	688	Serbia	039	Southern Europe	Country	SRB	1	20.805876	44.03145697	PER_100_POP	Per 100 population						Population age 16-74.	Eurostat. // ITU estimate. // ITU estimate.  // Republic Agency for Electronic Communications (RATEL) // Statistical Office of the Republic of Serbia // Statistical Office of the Republic of Serbia.		NA: Data nature not available					23.5	26.3	27.2	33.15	35.6	38.1	40.9	42.2	48.1	53.45	62.08	65.32	67.06	70.33	70.33	2017
17	17.8	17.8.1	IT_USE_ii99	Internet users per 100 inhabitants	2019.Q1.G.03	690	Seychelles	014	Eastern Africa	Country	SYC	1	55.46561591	-4.678053059	PER_100_POP	Per 100 population						Data at 31st December 2001.	ITU Estimate. // ITU estimate. // MInistry of National Development // Ministry of Information Technology and Communication.		NA: Data nature not available	7.4	11.02	14.3	14.59	24.27	25.41	34.95	38.38	40.44		41.0	43.16	47.08	50.4	51.25	54.26	56.51	58.77	58.77	2017
17	17.8	17.8.1	IT_USE_ii99	Internet users per 100 inhabitants	2019.Q1.G.03	694	Sierra Leone	011	Western Africa	Country	SLE	1	-11.78306584	8.568604164	PER_100_POP	Per 100 population							Data based on the World Telecommunication/ICT Indicators Database, 2018, International Telecommunication Union (ITU) // ITU Estimate. // ITU estimate.		NA: Data nature not available	0.12	0.16	0.18	0.19	0.2	0.22	0.23	0.24	0.25	0.26	0.58	0.9	2.5	4.0	6.06	6.34	11.77	13.24	13.24	2017
17	17.8	17.8.1	IT_USE_ii99	Internet users per 100 inhabitants	2019.Q1.G.03	702	Singapore	035	South-Eastern Asia	Country	SGP	1	103.8107883	1.361009155	PER_100_POP	Per 100 population						All population // Estimated based on proportion of resident Internet users (aged 7 & above) from IDA's annual survey on infocomm usage in household and by individuals.  // Populatin age 7+. // Population age 15+. // Residents aged 7 years and above.	Infocomm Development Authority of Singapore // Infocomm Development Authority of Singapore. // Infocomm Media Development Authority		NA: Data nature not available	36.0	41.67	47.0	53.84	62.0	61.0	59.0	69.9	69.0	69.0	71.0	71.0	72.0	80.9	79.03	79.01	84.45	84.45	84.45	2017
17	17.8	17.8.1	IT_USE_ii99	Internet users per 100 inhabitants	2019.Q1.G.03	703	Slovakia	151	Eastern Europe	Country	SVK	1	19.48495604	48.70741446	PER_100_POP	Per 100 population						 Users in the last 3 months. //  Users in the last 3 months. Age 16-74. // Population 16-74. Last three months. // Population age 16-74 in the last 3 months (source: Eurostat). // Population age 16-74. // The population at  age of 16 -74. Last three months.	Eurostat. // Eurostat.    Eurostat.  Eurostat.   // Ministry of Transport, Construction and Regional Development of the Slovak Republic   // Ministry of Transport, Posts and Telecommunications. // Statistical Office of the Slovak Republic // Statistical Office of the Slovak Republic.		NA: Data nature not available	9.43	12.53	40.14	43.04	52.89	55.19	56.08	61.8	66.05	70.0	75.71	74.44	76.71	77.88	79.98	77.63	80.48	81.63	81.63	2017
17	17.8	17.8.1	IT_USE_ii99	Internet users per 100 inhabitants	2019.Q1.G.03	704	Viet Nam	035	South-Eastern Asia	Country	VNM	1	105.802499	10.09643079	PER_100_POP	Per 100 population							Business Monitor International Report. // ITU Estimate. // ITU estimate. // Ministry of Information and Communications // Ministry of Posts and Telematics (MPT). // VNNIC // Vietnam Post & Telecommunications Corp. (VNPT).		NA: Data nature not available	0.25	1.27	1.85	3.78	7.64	12.74	17.25	20.76	23.92	26.55	30.65	35.07	36.8	38.5	41.0	43.5	46.5	49.57	49.57	2017
17	17.8	17.8.1	IT_USE_ii99	Internet users per 100 inhabitants	2019.Q1.G.03	705	Slovenia	039	Southern Europe	Country	SVN	1	14.82209486	46.11958061	PER_100_POP	Per 100 population						 Users in the last 3 months. //  Users in the last 3 months. Age 16-74. // In the last 3 months. // Individuals aged 16-74 years who used the Internet in the last 3 months. // Population age 16-74.	Eurostat. // Ministry of Transport and Communications. // Statistical Office of the Republic of Slovenia // Statistical Office of the Republic of Slovenia. // Telecommunications, Broadcasting and Post Agency.		NA: Data nature not available	15.11	30.18	27.84	31.85	40.81	46.81	54.01	56.74	58.0	64.0	70.0	67.34	68.35	72.68	71.59	73.1	75.5	78.89	78.89	2017
17	17.8	17.8.1	IT_USE_ii99	Internet users per 100 inhabitants	2019.Q1.G.03	706	Somalia	014	Eastern Africa	Country	SOM	1	46.20367477	4.406485729	PER_100_POP	Per 100 population							ITU Estimate. // ITU estimate. // Ministry of Posts and Telecommunications.		NA: Data nature not available	0.02	0.08	0.12	0.38	1.05	1.08	1.1	1.12	1.14	1.16		1.25	1.38	1.5	1.63	1.76	1.88	2.0	2.0	2017
17	17.8	17.8.1	IT_USE_ii99	Internet users per 100 inhabitants	2019.Q1.G.03	710	South Africa	018	Southern Africa	Country	ZAF	1	24.67184355	-29.99957544	PER_100_POP	Per 100 population						Population age 5+.	ITU Estimate. // ITU estimate based on SAARF. // ITU estimate. // Independent Communications Authority of South Africa // Media Africa, Internet Solutions, W2003-2004. // Statistics South Africa // World Wide Worx.		NA: Data nature not available	5.35	6.35	6.71	7.01	8.43	7.49	7.61	8.07	8.43	10.0	24.0	33.97	41.0	46.5	49.0	51.92	54.0	56.17	56.17	2017
17	17.8	17.8.1	IT_USE_ii99	Internet users per 100 inhabitants	2019.Q1.G.03	716	Zimbabwe	014	Eastern Africa	Country	ZWE	1	29.86909584	-19.00075492	PER_100_POP	Per 100 population						Population age 3+.	ITU Estimate. // ITU estimate. // PTC, ZISPA, ITU estimate. // Zimbabwe National Statistics Agency (ZIMSTAT)		NA: Data nature not available	0.4	0.8	1.1	1.8	2.1	2.4	2.4	3.0	3.5	4.0	6.4	8.4	12.0	15.5	16.36	22.74	23.12	27.06	27.06	2017
17	17.8	17.8.1	IT_USE_ii99	Internet users per 100 inhabitants	2019.Q1.G.03	724	Spain	039	Southern Europe	Country	ESP	1	-3.554078296	40.39211472	PER_100_POP	Per 100 population						 Users in the last 3 months. // CMT's survey. Population age 10+. // November. Population age 14+. // Population age 16-74 using Internet in the last 12 months. // Population age 16-74 using Internet in the last 3 months. // Population age 16-74. // Users of Internet in the last 3 months.	Comisión del Mercado de las Telecomunicaciones // Eurostat // Eurostat. // Instituto Nacional de Estadistica // Instituto Nacional de Estadistica. // red.es. Spanish Internet Users Association.		NA: Data nature not available	13.62	18.15	20.39	39.93	44.01	47.88	50.37	55.11	59.6	62.4	65.8	67.09	69.81	71.64	76.19	78.69	80.56	84.6	84.6	2017
17	17.8	17.8.1	IT_USE_ii99	Internet users per 100 inhabitants	2019.Q1.G.03	728	South Sudan	014	Eastern Africa	Country	SSD	1	30.32618773	7.290839152	PER_100_POP	Per 100 population							ITU Estimate. // ITU estimate.		NA: Data nature not available														3.83	4.52	5.5	6.68	7.98	7.98	2017
17	17.8	17.8.1	IT_USE_ii99	Internet users per 100 inhabitants	2019.Q1.G.03	729	Sudan	015	Northern Africa	Country	SDN	0	29.95650159	16.02643066	PER_100_POP	Per 100 population						Population age 15+.	Central Bureau of Statistics // Data based on the World Telecommunication/ICT Indicators Database, 2018, International Telecommunication Union (ITU) // ITU estimate. // NTC.		NA: Data nature not available	0.03	0.14	0.44	0.54	0.79	1.29		8.66			16.7	17.46	21.0	22.7	24.64	26.61	28.0	30.87	30.87	2017
17	17.8	17.8.1	IT_USE_ii99	Internet users per 100 inhabitants	2019.Q1.G.03	732	Western Sahara	015	Northern Africa	Country	ESH	0	-13.13515523	24.66265342																															
17	17.8	17.8.1	IT_USE_ii99	Internet users per 100 inhabitants	2019.Q1.G.03	740	Suriname	005	South America	Country	SUR	1	-55.90626394	4.132603197	PER_100_POP	Per 100 population							ITU Estimate. // ITU estimate. // Telecommunicatiebedrijf Suriname (TELESUR). // Telecommunications Authority Suriname (TAS)		NA: Data nature not available	2.51	3.06	4.16	4.72	6.08	6.4	9.5	14.11	21.06	31.36	31.59	32.0	34.68	37.4	40.08	42.76	45.4	48.95	48.95	2017
17	17.8	17.8.1	IT_USE_ii99	Internet users per 100 inhabitants	2019.Q1.G.03	744	Svalbard and Jan Mayen Islands	154	Northern Europe	Country	SJM	0	13.38071013	78.82894131																															
17	17.8	17.8.1	IT_USE_ii99	Internet users per 100 inhabitants	2019.Q1.G.03	748	Eswatini	018	Southern Africa	Country	SWZ	1	31.50149288	-26.56471011	PER_100_POP	Per 100 population						SwaziMTN 3G Network  & SPTC 1x EV DO + ISPs  Networks +ISPs  	ITU Estimate. // ITU estimate. // Swaziland Posts and Telecommunications Corporation // Swaziland Posts and Telecommunications Corporation (STPC).		NA: Data nature not available	0.93	1.28	1.82	2.44	3.23	3.7	3.7	4.1	6.85	8.94	11.04	18.13	20.78	24.7	26.18	25.64	28.57	30.3	30.3	2017
17	17.8	17.8.1	IT_USE_ii99	Internet users per 100 inhabitants	2019.Q1.G.03	752	Sweden	154	Northern Europe	Country	SWE	1	14.3775338	60.60103109	PER_100_POP	Per 100 population						 Users in the last 3 months. //  Users in the last 3 months. Age 16-74. // Population age 16-74, in the last 3 months. // Population age 16-74. // Population age 16-75.	Eurostat // Eurostat. // Statistics Sweden // Statistics Sweden. // Swedish Institute for Transport and Communications Analysis. // Swedish Post and Telecom Agency		NA: Data nature not available	45.69	51.77	70.57	79.13	83.89	84.83	87.76	82.01	90.0	91.0	90.0	92.77	93.18	94.78	92.52	90.61	89.65	96.41	96.41	2017
17	17.8	17.8.1	IT_USE_ii99	Internet users per 100 inhabitants	2019.Q1.G.03	756	Switzerland	155	Western Europe	Country	CHE	1	8.223158	46.96617097	PER_100_POP	Per 100 population						In the last 6 months. Population age 14+ // In the last 6 months. Population age 14+.	Office fédéral de la statistique. // Swiss Federal Statistical Office // Swiss Federal Statistical Office.		NA: Data nature not available	47.1	55.1	61.4	65.1	67.8	70.1	75.7	77.2	79.2	81.3	83.9	85.19	85.2	86.34	87.4	87.48	89.13	93.71	93.71	2017
17	17.8	17.8.1	IT_USE_ii99	Internet users per 100 inhabitants	2019.Q1.G.03	760	Syrian Arab Republic	145	Western Asia	Country	SYR	1	38.50466565	35.01676176	PER_100_POP	Per 100 population						Estimate.	Data based on the World Telecommunication/ICT Indicators Database, 2018, International Telecommunication Union (ITU) // ITU Estimate. // ITU estimate. // Syrian Telecommunication Establishment		NA: Data nature not available	0.18	0.35	2.09	3.4	4.32	5.65	7.83	11.5	14.0	17.3	20.7	22.5	24.3	26.2	28.09	29.98	31.87	34.25	34.25	2017
17	17.8	17.8.1	IT_USE_ii99	Internet users per 100 inhabitants	2019.Q1.G.03	762	Tajikistan	143	Central Asia	Country	TJK	1	69.294998	38.43069666	PER_100_POP	Per 100 population							Communication Service under the Government of the Republic of Tajikistan // ITU Estimate. // ITU estimate. // Ministry of Communications. // RCC. // Tajiktelecom.		NA: Data nature not available	0.05	0.05	0.06	0.06	0.08	0.3	3.77	7.2	8.78	10.07	11.55	13.03	14.51	16.0	17.49	18.98	20.47	21.96	21.96	2017
17	17.8	17.8.1	IT_USE_ii99	Internet users per 100 inhabitants	2019.Q1.G.03	764	Thailand	035	South-Eastern Asia	Country	THA	1	101.0202951	15.13089239	PER_100_POP	Per 100 population						Excluding game machine and digital TV. // Individuals 6 years and older // Population age 6+. // Population age 6+. Slight break in comparability since total population estimates were revised and they are lower than in 2013.	Ministry of Information and Communication Technology // NECTEC. // National Statistical Office // National Statistical Office.		NA: Data nature not available	3.69	5.56	7.53	9.3	10.68	15.03	17.16	20.03	18.2	20.1	22.4	23.67	26.46	28.94	34.89	39.32	47.5	52.89	52.89	2017
17	17.8	17.8.1	IT_USE_ii99	Internet users per 100 inhabitants	2019.Q1.G.03	768	Togo	011	Western Africa	Country	TGO	1	0.97835765	8.532096072	PER_100_POP	Per 100 population							ITU Estimate. // ITU estimate. // ITU estimate.  // Institut national de la statistique et des études économiques et démographiques 		NA: Data nature not available	0.8	0.9	1.0	1.2	1.5	1.8	2.0	2.2	2.4	2.6	3.0	3.5	4.0	4.5	5.7	7.12	11.31	12.36	12.36	2017
17	17.8	17.8.1	IT_USE_ii99	Internet users per 100 inhabitants	2019.Q1.G.03	772	Tokelau	061	Polynesia	Country	TKL	0	-171.8154473	-9.214545558	PER_100_POP	Per 100 population							Data based on the World Telecommunication/ICT Indicators Database, 2018, International Telecommunication Union (ITU)		NA: Data nature not available				1.5															1.5	2003
17	17.8	17.8.1	IT_USE_ii99	Internet users per 100 inhabitants	2019.Q1.G.03	776	Tonga	061	Polynesia	Country	TON	1	-175.1959991	-21.19511329	PER_100_POP	Per 100 population							Data based on the World Telecommunication/ICT Indicators Database, 2018, International Telecommunication Union (ITU) // ITU Estimate. // ITU estimate. // Ministry of Information and Communication // Prime Minister's Office.		NA: Data nature not available	2.43	2.83	2.91	2.99	3.95	4.91	5.85	7.18	8.11	10.0	16.0	25.0	30.0	32.75	35.95	38.65	39.95	41.25	41.25	2017
17	17.8	17.8.1	IT_USE_ii99	Internet users per 100 inhabitants	2019.Q1.G.03	780	Trinidad and Tobago	029	Caribbean	Country	TTO	1	-61.29389504	10.41877263	PER_100_POP	Per 100 population						Country estimate.	ITU Estimate. // ITU estimate. // Telecommunications Authority of Trinidad and Tobago // Telecommunications Authority of Trinidad and Tobago (TATT) // Telecommunications Services of Trinidad and Tobago (TSTT).		NA: Data nature not available	7.72	15.38	22.0	25.97	27.02	28.98	30.0	32.3	34.8	44.3	48.5	55.2	59.52	63.8	65.1	69.2	73.3	77.33	77.33	2017
17	17.8	17.8.1	IT_USE_ii99	Internet users per 100 inhabitants	2019.Q1.G.03	784	United Arab Emirates	145	Western Asia	Country	ARE	1	53.98279159	23.43322219	PER_100_POP	Per 100 population						Break in comparability. Population age 15-74 in the last 3 months (exc. population living in working camps). // Estimated 94.82% individuals using the internet Reference period for computer & Internet  usage is 3 months only (Age 15 to 74 yrs) // Population age 15-74 in the last 3 months. // Refers to the total population. 	Emirates Telecommunications Corporation (ETISALAT). // Federal Competitiveness and Statistics Authorithy. // ITU estimate based on TRA.  // ITU estimate. // ITU estimate.  // Telecommunications Regulatory Authority  // Telecommunications Regulatory Authority (TRA)		NA: Data nature not available	23.63	26.27	28.32	29.48	30.13	40.0	52.0	61.0	63.0	64.0	68.0	78.0	85.0	88.0	90.4	90.5	90.6	94.82	94.82	2017
17	17.8	17.8.1	IT_USE_ii99	Internet users per 100 inhabitants	2019.Q1.G.03	788	Tunisia	015	Northern Africa	Country	TUN	1	9.572737411	34.11439971	PER_100_POP	Per 100 population							Data based on the World Telecommunication/ICT Indicators Database, 2018, International Telecommunication Union (ITU) // ITU estimate. // Institut National de la Statistique  Institut National de la Statistique  Institut National de la Statistique // Ministère des Technologies de l'Information et de la Communication // Ministère des Technologies de la Communication // National Institute of Statistics (INS). // Secrétariat d'Etat des Technologies de la Communication		NA: Data nature not available	2.75	4.3	5.25	6.49	8.53	9.66	12.99	17.1	27.53	34.07	36.8	39.1	41.44	43.8	46.16	46.5	49.6	55.5	55.5	2017
17	17.8	17.8.1	IT_USE_ii99	Internet users per 100 inhabitants	2019.Q1.G.03	792	Turkey	145	Western Asia	Country	TUR	1	35.42890329	38.9899684	PER_100_POP	Per 100 population						Estimated based on % of Internet users as reported in surveys in 2005 and 2007. // In the last 3 months // Population age 16-74 in the last 12 months. // Population age 16-74.	Eurostat. // ITU estimate. // Information and Communication Technologies Authority (ICTA) // Telecommunications Authority. // Turkish Statistical Institute // Turkish Statistical Institute. // Turkish Statistical Institution. // Türk Telekomünikasyon A.S.		NA: Data nature not available	3.76	5.19	11.38	12.33	14.58	15.46	18.24	28.63	34.37	36.4	39.82	43.07	45.13	46.25	51.04	53.74	58.35	64.68	64.68	2017
17	17.8	17.8.1	IT_USE_ii99	Internet users per 100 inhabitants	2019.Q1.G.03	795	Turkmenistan	143	Central Asia	Country	TKM	1	58.9787665	40.0912346	PER_100_POP	Per 100 population							ITU Estimate. // ITU estimate. // Ministry of Communications.		NA: Data nature not available	0.13	0.18	0.3	0.43	0.75	1.0	1.32	1.41	1.75	1.95	3.0	5.0	7.2	9.6	12.2	15.0	17.99	21.25	21.25	2017
17	17.8	17.8.1	IT_USE_ii99	Internet users per 100 inhabitants	2019.Q1.G.03	796	Turks and Caicos Islands	029	Caribbean	Country	TCA	0	-71.745121	21.80780585																															
17	17.8	17.8.1	IT_USE_ii99	Internet users per 100 inhabitants	2019.Q1.G.03	798	Tuvalu	061	Polynesia	Country	TUV	1	178.6679611	-7.460048071	PER_100_POP	Per 100 population							Data based on the World Telecommunication/ICT Indicators Database, 2018, International Telecommunication Union (ITU) // ITU Estimate. // ITU estimate. // ITU estimate. 		NA: Data nature not available	5.24							10.0	15.0	20.0	25.0	30.0	35.0	37.0	39.2	42.7	46.01	49.32	49.32	2017
17	17.8	17.8.1	IT_USE_ii99	Internet users per 100 inhabitants	2019.Q1.G.03	800	Uganda	014	Eastern Africa	Country	UGA	1	32.39100438	1.279557331	PER_100_POP	Per 100 population							Data based on the World Telecommunication/ICT Indicators Database, 2018, International Telecommunication Union (ITU) // ITU Estimate. // ITU estimate. // Uganda Communications Commission // Uganda Communications Commission (UCC).		NA: Data nature not available	0.16	0.24	0.38	0.46	0.72	1.74	2.53	3.67	7.9	9.78	12.5	13.01	14.1	15.5	16.9	17.83	21.88	23.71	23.71	2017
17	17.8	17.8.1	IT_USE_ii99	Internet users per 100 inhabitants	2019.Q1.G.03	804	Ukraine	151	Eastern Europe	Country	UKR	1	31.40270802	49.00735945	PER_100_POP	Per 100 population						All population // All population. // Persons who have reported that during the last 12 months they made use of the Internet services.  // Population age 15-59 who used the Internet in the last 4 weeks. // Refers to total population.	Estimate. // ITU estimate. // RCC. // State Department of Communications & Information Technology. // State Service of Special Communications and Information Protection of Ukraine // State Statistics Committee of Ukraine // State Statistics Service of Ukraine // State Statistics Service of Ukraine.		NA: Data nature not available	0.72	1.24	1.87	3.15	3.49	3.75	4.51	6.55	11.0	17.9	23.3	28.71	35.27	40.95	46.24	48.88	53.0	57.12	57.12	2017
17	17.8	17.8.1	IT_USE_ii99	Internet users per 100 inhabitants	2019.Q1.G.03	807	North Macedonia	039	Southern Europe	Country	MKD	1	21.7007909	41.60048068	PER_100_POP	Per 100 population						 Population age 16-74 using in the last 3 months. // Population age 15-74. // Population age 15-74.   // Population age 16-74.	Agency for Electronic Communications // Eurostat // Eurostat. // ITU estimate. // Makedonski Telekomunikacii A.D.		NA: Data nature not available	2.49	3.47	17.33	19.07	24.44	26.45	28.62	36.3	46.04	51.77	51.9	56.7	57.45	65.24	68.06	70.38	72.16	76.31	76.31	2017
17	17.8	17.8.1	IT_USE_ii99	Internet users per 100 inhabitants	2019.Q1.G.03	818	Egypt	015	Northern Africa	Country	EGY	1	29.77468534	26.57438204	PER_100_POP	Per 100 population						Population age 6+.	Central Agency For Public Mobilization And Statistics (CAPMAS) // Central Agency For Public Mobilization And Statistics (CAPMAS). // ITU estimate. // MICT. // Ministry of Communcations and Information Technology // Ministry of Communications and Information Technology // Ministry of Communications and Information Technology. // Telecom Egypt estimate. // central agency for public mobilization and statistics-capmas		NA: Data nature not available	0.64	0.84	2.72	4.04	11.92	12.75	13.66	16.03	18.01	20.0	21.6	25.6	26.4	29.4	33.89	37.82	41.25	44.95	44.95	2017
17	17.8	17.8.1	IT_USE_ii99	Internet users per 100 inhabitants	2019.Q1.G.03	826	United Kingdom of Great Britain and Northern Ireland	154	Northern Europe	Country	GBR	1	-2.23830539	53.27691757	PER_100_POP	Per 100 population						 Users in the last 3 months. //  Users in the last 3 months. Age 16-74. // Population age 16+ using internet in the last 3 months. // Population age 16+ using the Internet in the last 3 months. // Population age 16-74 using Internet in the last 3 months. // Population age 16-74.	Eurostat // Eurostat. // ITU Estimate2. // ITU estimate. // ONS.		NA: Data nature not available	26.82	33.48	56.48	64.82	65.61	70.0	68.82	75.09	78.39	83.56	85.0	85.38	87.48	89.84	91.61	92.0	94.62	94.62	94.62	2017
17	17.8	17.8.1	IT_USE_ii99	Internet users per 100 inhabitants	2019.Q1.G.03	831	Guernsey	830	Channel Islands	Country	GGY	0	-2.200712402	49.71561166	PER_100_POP	Per 100 population							2004 HH ICT survey. // CRC based on survey. // Cable & Wireless Guernsey. // ITU estimate.		NA: Data nature not available	31.9	44.47	53.57	59.14	64.52	73.57	83.63					83.63							83.63	2011
17	17.8	17.8.1	IT_USE_ii99	Internet users per 100 inhabitants	2019.Q1.G.03	832	Jersey	830	Channel Islands	Country	JEY	0	-2.136773508	49.22353354	PER_100_POP	Per 100 population							Data based on the World Telecommunication/ICT Indicators Database, 2018, International Telecommunication Union (ITU) // ITU estimate.		NA: Data nature not available	9.22	16.06	19.41	22.73	30.68	31.25	31.82	32.39				36.0	41.03						41.03	2012
17	17.8	17.8.1	IT_USE_ii99	Internet users per 100 inhabitants	2019.Q1.G.03	833	Isle of Man	154	Northern Europe	Country	IMN	0	-4.538190305	54.22880901																															
17	17.8	17.8.1	IT_USE_ii99	Internet users per 100 inhabitants	2019.Q1.G.03	834	United Republic of Tanzania	014	Eastern Africa	Country	TZA	1	34.80521182	-6.265332606	PER_100_POP	Per 100 population							ITU Estimate. // ITU estimate based on RIA. // ITU estimate. // TCRA // Tanzania Telecommunications Company Ltd (TTCL).		NA: Data nature not available	0.12	0.17	0.22	0.68	0.88	1.1	1.3	1.6	1.9	2.4	2.9	3.2	3.95	4.4	7.0	10.0	13.0	16.0	16.0	2017
17	17.8	17.8.1	IT_USE_ii99	Internet users per 100 inhabitants	2019.Q1.G.03	840	United States of America	021	Northern America	Country	USA	1	-99.13830311	39.5277871	PER_100_POP	Per 100 population						"Pew Internet Project, ""Internet, Broadband and cell phone statistics,” January 5, 2010, http://www.pewinternet.org/~/media//Files/Reports/2010/PIP_December09_update.pdf.   // Populatio age 3+. // Population age 3+."	Federal Communications Commission // ITU Estimate2. // ITU estimate. // US Census Bureau // United States Census Bureau		NA: Data nature not available	43.08	49.08	58.79	61.7	64.76	67.97	68.93	75.0	74.0	71.0	71.69	69.73	74.7	71.4	73.0	74.55	75.23	75.23	75.23	2017
17	17.8	17.8.1	IT_USE_ii99	Internet users per 100 inhabitants	2019.Q1.G.03	850	United States Virgin Islands	029	Caribbean	Country	VIR	0	-64.76960113	17.73297693	PER_100_POP	Per 100 population							ITU Estimate. // ITU estimate. // Virgin Islands Telephone Corporation (Vitelco).		NA: Data nature not available	13.82	18.38	27.49	27.43	27.38	27.34	27.33	27.34	27.36	27.4	31.22	35.6	40.55	45.3	50.07	54.84	59.61	64.38	64.38	2017
17	17.8	17.8.1	IT_USE_ii99	Internet users per 100 inhabitants	2019.Q1.G.03	854	Burkina Faso	011	Western Africa	Country	BFA	1	-1.742843829	12.27491081	PER_100_POP	Per 100 population							Autorité de Régulation des Télécommunications Électroniques (ARCE) // Data based on the World Telecommunication/ICT Indicators Database, 2018, International Telecommunication Union (ITU) // ITU Estimate. // ITU estimate.		NA: Data nature not available	0.08	0.16	0.2	0.37	0.4	0.47	0.63	0.75	0.92	1.13	2.4	3.0	3.73	9.1	9.4	11.39	13.96	15.88	15.88	2017
17	17.8	17.8.1	IT_USE_ii99	Internet users per 100 inhabitants	2019.Q1.G.03	858	Uruguay	005	South America	Country	URY	1	-56.01387025	-32.8002838	PER_100_POP	Per 100 population						Estimated based on Survey's results. Population age 6+. // Population age 6+.	Administración Nacional de Telecomunicaciones (ANTEL). // Data based on the World Telecommunication/ICT Indicators Database, 2018, International Telecommunication Union (ITU) // ITU estimate. // Instituto Nacional de Estadistica. // Instituto Nacional de Estadística (INE). // Unidad Reguladora de Servicios de Comunicaciones		NA: Data nature not available	10.54	11.12	11.42	15.94	17.06	20.09	29.4	34.0	39.3	41.8	46.4	51.4	54.45	57.69	61.46	64.6	66.4	68.28	68.28	2017
17	17.8	17.8.1	IT_USE_ii99	Internet users per 100 inhabitants	2019.Q1.G.03	860	Uzbekistan	143	Central Asia	Country	UZB	1	63.11944558	41.77560518	PER_100_POP	Per 100 population							Communication and Information Agency of Uzbekistan. // ITU Estimate. // ITU estimate.		NA: Data nature not available	0.48	0.6	1.08	1.91	2.59	3.34	6.39	7.49	9.08	11.9	15.9	18.6	23.6	26.8	35.5	42.8	46.79	52.31	52.31	2017
17	17.8	17.8.1	IT_USE_ii99	Internet users per 100 inhabitants	2019.Q1.G.03	862	Venezuela (Bolivarian Republic of)	005	South America	Country	VEN	1	-66.15642084	7.121324748	PER_100_POP	Per 100 population						Country estimate. // Preliminary. Country estimate.	Comisión Nacional de Telecomunicaciones // Comisión Nacional de Telecomunicaciones (CONATEL). // Comisión Nacional de Telecomunicaciones CONATEL // ITU Estimate2. // ITU estimate. // Instituto Nacional de Estadística		NA: Data nature not available	3.36	4.64	4.91	7.5	8.4	12.55	15.22	20.83	25.88	32.7	37.37	40.22	49.05	54.9	57.0	60.0	60.0	64.31	64.31	2017
17	17.8	17.8.1	IT_USE_ii99	Internet users per 100 inhabitants	2019.Q1.G.03	876	Wallis and Futuna Islands	061	Polynesia	Country	WLF	0	-176.2034788	-13.28471201	PER_100_POP	Per 100 population							Data based on the World Telecommunication/ICT Indicators Database, 2018, International Telecommunication Union (ITU) // ITU estimate. // Service des Postes et Telecommunications // Service des Postes et Télécommunications		NA: Data nature not available	4.77	5.09	5.42	5.74	6.06	6.7	7.33	7.95	8.22	6.76	8.16	8.68	8.95						8.95	2012
17	17.8	17.8.1	IT_USE_ii99	Internet users per 100 inhabitants	2019.Q1.G.03	882	Samoa	061	Polynesia	Country	WSM	1	-172.4430749	-13.61541469	PER_100_POP	Per 100 population							ITU Estimate. // ITU estimate. // ITU estimate.  // Samoa Communications Ltd.		NA: Data nature not available	0.57	1.69	2.24	2.8	3.08	3.35	4.47	4.75	5.03	6.0	7.0	11.0	12.92	15.3	21.2	25.41	29.41	33.61	33.61	2017
