goal	target	indicator	seriesCode	seriesDesc	release	geoAreaCode	geoAreaName	parentCode	parentName	type	ISO3	UN_Member	X	Y	unitsCode	unitsDesc	unitmultiplierCode	unitmultiplierDesc	reportingTypeCode	reportingTypeDesc	footnotes	sources	timeDetails	nature_2000	value_numeric_part_2000	value_is_censored_2000	value_detail_2000	nature_2005	value_numeric_part_2005	value_is_censored_2005	value_detail_2005	nature_2010	value_numeric_part_2010	value_is_censored_2010	value_detail_2010	nature_2015	value_numeric_part_2015	value_is_censored_2015	value_detail_2015	value_numeric_part_latest	value_is_censored_latest	value_detail_latest	latest_year
15	15.2	15.2.1	AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	2019.Q1.G.03	004	Afghanistan	034	Southern Asia	Country	AFG	1	66.02688198	33.83160199	PERCENT	Percentage			G	Global	[2000,2005,2010,2015]: NA = A figure was not provided.	[2000,2005,2010,2015]: FAO, Global Forest Resources Assessment		E : Estimated data		True	NA	E : Estimated data		True	NA	E : Estimated data		True	NA	E : Estimated data		True	NA		True	NA	2015
15	15.2	15.2.1	AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	2019.Q1.G.03	008	Albania	039	Southern Europe	Country	ALB	1	20.06660928	41.13897007	PERCENT	Percentage			G	Global	[2000,2005,2010]: FAO Estimate // [2015]: NA = A figure was not provided.	[2000,2005,2010,2015]: FAO, Global Forest Resources Assessment		E : Estimated data	19.33895	False	19.33895	E : Estimated data	22.17758	False	22.17758	E : Estimated data	21.01102	False	21.01102	E : Estimated data		True	NA		True	NA	2015
15	15.2	15.2.1	AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	2019.Q1.G.03	010	Antarctica	001	World	Country	ATA	0	21.47585697	-80.40897662																													
15	15.2	15.2.1	AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	2019.Q1.G.03	012	Algeria	015	Northern Africa	Country	DZA	1	2.678164227	28.15940032	PERCENT	Percentage			G	Global	[2000,2005,2010,2015]: Country data submitted to FAO	[2000,2005,2010,2015]: FAO, Global Forest Resources Assessment		C : Country data	6.08384	False	6.08384	C : Country data	6.08384	False	6.08384	C : Country data	6.08384	False	6.08384	C : Country data	6.08384	False	6.08384	6.08384	False	6.08384	2015
15	15.2	15.2.1	AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	2019.Q1.G.03	016	American Samoa	061	Polynesia	Country	ASM	0	-170.7187269	-14.30587306	PERCENT	Percentage			G	Global	[2000,2005,2010,2015]: FAO Estimate	[2000,2005,2010,2015]: FAO, Global Forest Resources Assessment		E : Estimated data	0.0	False	0	E : Estimated data	0.0	False	0	E : Estimated data	0.0	False	0	E : Estimated data	0.0	False	0	0.0	False	0	2015
15	15.2	15.2.1	AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	2019.Q1.G.03	020	Andorra	039	Southern Europe	Country	AND	1	1.576257417	42.54548611	PERCENT	Percentage			G	Global	[2000,2005,2010,2015]: NA = A figure was not provided.	[2000,2005,2010,2015]: FAO, Global Forest Resources Assessment		E : Estimated data		True	NA	E : Estimated data		True	NA	E : Estimated data		True	NA	E : Estimated data		True	NA		True	NA	2015
15	15.2	15.2.1	AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	2019.Q1.G.03	024	Angola	017	Middle Africa	Country	AGO	1	17.57817062	-12.33724746	PERCENT	Percentage			G	Global	[2000,2005,2010,2015]: Country data submitted to FAO	[2000,2005,2010,2015]: FAO, Global Forest Resources Assessment		C : Country data	3.21834	False	3.21834	C : Country data	3.21834	False	3.21834	C : Country data	3.21834	False	3.21834	C : Country data	3.21834	False	3.21834	3.21834	False	3.21834	2015
15	15.2	15.2.1	AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	2019.Q1.G.03	028	Antigua and Barbuda	029	Caribbean	Country	ATG	1	-61.7999755	17.07761471	PERCENT	Percentage			G	Global	[2000,2005,2010,2015]: NA = A figure was not provided.	[2000,2005,2010,2015]: FAO, Global Forest Resources Assessment		E : Estimated data		True	NA	E : Estimated data		True	NA	E : Estimated data		True	NA	E : Estimated data		True	NA		True	NA	2015
15	15.2	15.2.1	AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	2019.Q1.G.03	031	Azerbaijan	145	Western Asia	Country	AZE	1	50.01064725	40.39229544	PERCENT	Percentage			G	Global	[2000,2005,2010,2015]: NA = A figure was not provided.	[2000,2005,2010,2015]: FAO, Global Forest Resources Assessment		E : Estimated data		True	NA	E : Estimated data		True	NA	E : Estimated data		True	NA	E : Estimated data		True	NA		True	NA	2015
15	15.2	15.2.1	AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	2019.Q1.G.03	032	Argentina	005	South America	Country	ARG	1	-65.14563274	-35.19446255	PERCENT	Percentage			G	Global	[2000,2005,2010,2015]: Country data submitted to FAO	[2000,2005,2010,2015]: FAO, Global Forest Resources Assessment		C : Country data	4.26748	False	4.26748	C : Country data	4.27855	False	4.27855	C : Country data	4.27855	False	4.27855	C : Country data	7.14075	False	7.14075	7.14075	False	7.14075	2015
