goal	target	indicator	seriesCode	seriesDesc	release	geoAreaCode	geoAreaName	parentCode	parentName	type	ISO3	UN_Member	X	Y	unitsCode	unitsDesc	unitmultiplierCode	unitmultiplierDesc	reportingTypeCode	reportingTypeDesc	valueDetails	footnotes	sources	timeDetails	nature	value_2000	value_2005	value_2010	value_2015	value_2016	value_2017	value_2018	value_latest_year	latest_year
15	15.2	15.2.1	AG_LND_FRSTCERT	Forest area certified under an independently verified certification scheme (thousands of hectares)	2019.Q1.G.03	232	Eritrea	014	Eastern Africa	Country	ERI	1	38.11074289	16.12894644	HA_TH	Thousands of hectares			G	Global			Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment		G: Global monitoring data	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2018
15	15.2	15.2.1	AG_LND_FRSTCERT	Forest area certified under an independently verified certification scheme (thousands of hectares)	2019.Q1.G.03	233	Estonia	154	Northern Europe	Country	EST	1	25.84093481	58.68487172	HA_TH	Thousands of hectares			G	Global			Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment		G: Global monitoring data	0.0	1083.049	1133.425	1267.933	1384.715	1525.362	1602.172	1602.172	2018
15	15.2	15.2.1	AG_LND_FRSTCERT	Forest area certified under an independently verified certification scheme (thousands of hectares)	2019.Q1.G.03	234	Faroe Islands	154	Northern Europe	Country	FRO	0	-7.122044325	62.21228119	HA_TH	Thousands of hectares			G	Global			Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment		G: Global monitoring data	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2018
15	15.2	15.2.1	AG_LND_FRSTCERT	Forest area certified under an independently verified certification scheme (thousands of hectares)	2019.Q1.G.03	238	Falkland Islands (Malvinas)	005	South America	Country	FLK	0	-58.75246778	-51.74562601	HA_TH	Thousands of hectares			G	Global			Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment		G: Global monitoring data	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2018
15	15.2	15.2.1	AG_LND_FRSTCERT	Forest area certified under an independently verified certification scheme (thousands of hectares)	2019.Q1.G.03	239	South Georgia and the South Sandwich Islands	005	South America	Country	SGS	0	-36.90662765	-54.20736749	HA_TH	Thousands of hectares			G	Global			Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment		G: Global monitoring data	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2018
15	15.2	15.2.1	AG_LND_FRSTCERT	Forest area certified under an independently verified certification scheme (thousands of hectares)	2019.Q1.G.03	242	Fiji	054	Melanesia	Country	FJI	1	177.9660884	-17.83301566	HA_TH	Thousands of hectares			G	Global			Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment		G: Global monitoring data	0.0	0.0	0.0	85.385	85.385	85.385	85.385	85.385	2018
15	15.2	15.2.1	AG_LND_FRSTCERT	Forest area certified under an independently verified certification scheme (thousands of hectares)	2019.Q1.G.03	246	Finland	154	Northern Europe	Country	FIN	1	23.308447	61.91586738	HA_TH	Thousands of hectares			G	Global			Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment		G: Global monitoring data	13700.0	22367.196	20796.642	15231.199	16529.984	17744.52	18161.432	18161.432	2018
15	15.2	15.2.1	AG_LND_FRSTCERT	Forest area certified under an independently verified certification scheme (thousands of hectares)	2019.Q1.G.03	248	Åland Islands	154	Northern Europe	Country	ALA	0	19.80945969	60.1544901	HA_TH	Thousands of hectares			G	Global			Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment		G: Global monitoring data	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2018
15	15.2	15.2.1	AG_LND_FRSTCERT	Forest area certified under an independently verified certification scheme (thousands of hectares)	2019.Q1.G.03	250	France	155	Western Europe	Country	FRA	1	2.457288129	46.62660861	HA_TH	Thousands of hectares			G	Global			Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment		G: Global monitoring data	1.05	3985.613	5056.003	8081.449	8132.925	8218.201	8017.654	8017.654	2018
15	15.2	15.2.1	AG_LND_FRSTCERT	Forest area certified under an independently verified certification scheme (thousands of hectares)	2019.Q1.G.03	254	French Guiana	005	South America	Country	GUF	0	-53.23619089	3.922673437	HA_TH	Thousands of hectares			G	Global			Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment		G: Global monitoring data	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2018
15	15.2	15.2.1	AG_LND_FRSTCERT	Forest area certified under an independently verified certification scheme (thousands of hectares)	2019.Q1.G.03	258	French Polynesia	061	Polynesia	Country	PYF	0	-149.4052367	-17.67709294	HA_TH	Thousands of hectares			G	Global			Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment		G: Global monitoring data	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2018
15	15.2	15.2.1	AG_LND_FRSTCERT	Forest area certified under an independently verified certification scheme (thousands of hectares)	2019.Q1.G.03	260	French Southern Territories	014	Eastern Africa	Country	ATF	0	69.64849091	-49.6068576	HA_TH	Thousands of hectares			G	Global			Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment		G: Global monitoring data	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2018
15	15.2	15.2.1	AG_LND_FRSTCERT	Forest area certified under an independently verified certification scheme (thousands of hectares)	2019.Q1.G.03	262	Djibouti	014	Eastern Africa	Country	DJI	1	42.18274707	11.56004161	HA_TH	Thousands of hectares			G	Global			Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment		G: Global monitoring data	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2018
15	15.2	15.2.1	AG_LND_FRSTCERT	Forest area certified under an independently verified certification scheme (thousands of hectares)	2019.Q1.G.03	266	Gabon	017	Middle Africa	Country	GAB	1	11.78727747	-0.60687619	HA_TH	Thousands of hectares			G	Global			Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment		G: Global monitoring data	0.0	0.0	1873.505	1185.243	2033.627	2042.616	2042.616	2042.616	2018
15	15.2	15.2.1	AG_LND_FRSTCERT	Forest area certified under an independently verified certification scheme (thousands of hectares)	2019.Q1.G.03	268	Georgia	145	Western Asia	Country	GEO	1	43.3713615	42.04813028	HA_TH	Thousands of hectares			G	Global			Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment		G: Global monitoring data	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2018
15	15.2	15.2.1	AG_LND_FRSTCERT	Forest area certified under an independently verified certification scheme (thousands of hectares)	2019.Q1.G.03	270	Gambia	011	Western Africa	Country	GMB	1	-15.39944785	13.45295927	HA_TH	Thousands of hectares			G	Global			Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment		G: Global monitoring data	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2018
15	15.2	15.2.1	AG_LND_FRSTCERT	Forest area certified under an independently verified certification scheme (thousands of hectares)	2019.Q1.G.03	275	State of Palestine	145	Western Asia	Country	PSE	0	35.25694122	31.94347933	HA_TH	Thousands of hectares			G	Global			Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment		G: Global monitoring data	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2018
15	15.2	15.2.1	AG_LND_FRSTCERT	Forest area certified under an independently verified certification scheme (thousands of hectares)	2019.Q1.G.03	276	Germany	155	Western Europe	Country	DEU	1	10.3806066	51.08862743	HA_TH	Thousands of hectares			G	Global			Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment		G: Global monitoring data	148.5	7186.541	7424.4	7549.692	7499.358	7645.629	7760.405	7760.405	2018
15	15.2	15.2.1	AG_LND_FRSTCERT	Forest area certified under an independently verified certification scheme (thousands of hectares)	2019.Q1.G.03	288	Ghana	011	Western Africa	Country	GHA	1	-1.205623522	7.964825185	HA_TH	Thousands of hectares			G	Global			Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment		G: Global monitoring data	0.0	0.0	1.778	3.367	3.367	3.447	12.147	12.147	2018
15	15.2	15.2.1	AG_LND_FRSTCERT	Forest area certified under an independently verified certification scheme (thousands of hectares)	2019.Q1.G.03	292	Gibraltar	039	Southern Europe	Country	GIB	0	-5.347561686	36.13895036	HA_TH	Thousands of hectares			G	Global			Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment		G: Global monitoring data	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2018
15	15.2	15.2.1	AG_LND_FRSTCERT	Forest area certified under an independently verified certification scheme (thousands of hectares)	2019.Q1.G.03	296	Kiribati	057	Micronesia	Country	KIR	1	-157.5643005	1.768837732	HA_TH	Thousands of hectares			G	Global			Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment		G: Global monitoring data	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2018
15	15.2	15.2.1	AG_LND_FRSTCERT	Forest area certified under an independently verified certification scheme (thousands of hectares)	2019.Q1.G.03	300	Greece	039	Southern Europe	Country	GRC	1	22.58307827	39.47301873	HA_TH	Thousands of hectares			G	Global			Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment		G: Global monitoring data	0.0	36.626	0.0	0.0	0.0	0.0	0.0	0.0	2018
15	15.2	15.2.1	AG_LND_FRSTCERT	Forest area certified under an independently verified certification scheme (thousands of hectares)	2019.Q1.G.03	304	Greenland	021	Northern America	Country	GRL	0	-41.39371316	74.75625681	HA_TH	Thousands of hectares			G	Global			Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment		G: Global monitoring data	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2018
15	15.2	15.2.1	AG_LND_FRSTCERT	Forest area certified under an independently verified certification scheme (thousands of hectares)	2019.Q1.G.03	308	Grenada	029	Caribbean	Country	GRD	1	-61.68248568	12.11238395	HA_TH	Thousands of hectares			G	Global			Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment		G: Global monitoring data	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2018
15	15.2	15.2.1	AG_LND_FRSTCERT	Forest area certified under an independently verified certification scheme (thousands of hectares)	2019.Q1.G.03	312	Guadeloupe	029	Caribbean	Country	GLP	0	-61.64762115	16.14416917	HA_TH	Thousands of hectares			G	Global			Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment		G: Global monitoring data	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2018
15	15.2	15.2.1	AG_LND_FRSTCERT	Forest area certified under an independently verified certification scheme (thousands of hectares)	2019.Q1.G.03	316	Guam	057	Micronesia	Country	GUM	0	144.7029305	13.35485404	HA_TH	Thousands of hectares			G	Global			Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment		G: Global monitoring data	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2018
15	15.2	15.2.1	AG_LND_FRSTCERT	Forest area certified under an independently verified certification scheme (thousands of hectares)	2019.Q1.G.03	320	Guatemala	013	Central America	Country	GTM	1	-91.2312746	15.00273719	HA_TH	Thousands of hectares			G	Global			Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment		G: Global monitoring data	99.089	508.634	248.425	499.575	497.968	439.022	503.745	503.745	2018
15	15.2	15.2.1	AG_LND_FRSTCERT	Forest area certified under an independently verified certification scheme (thousands of hectares)	2019.Q1.G.03	324	Guinea	011	Western Africa	Country	GIN	1	-11.28173419	11.00210343	HA_TH	Thousands of hectares			G	Global			Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment		G: Global monitoring data	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2018
15	15.2	15.2.1	AG_LND_FRSTCERT	Forest area certified under an independently verified certification scheme (thousands of hectares)	2019.Q1.G.03	328	Guyana	005	South America	Country	GUY	1	-58.97322037	4.788012784	HA_TH	Thousands of hectares			G	Global			Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment		G: Global monitoring data	0.0	0.0	371.681	0.0	0.0	371.68	371.68	371.68	2018
15	15.2	15.2.1	AG_LND_FRSTCERT	Forest area certified under an independently verified certification scheme (thousands of hectares)	2019.Q1.G.03	332	Haiti	029	Caribbean	Country	HTI	1	-72.33640958	18.40426539	HA_TH	Thousands of hectares			G	Global			Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment		G: Global monitoring data	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2018
15	15.2	15.2.1	AG_LND_FRSTCERT	Forest area certified under an independently verified certification scheme (thousands of hectares)	2019.Q1.G.03	334	Heard Island and McDonald Islands	053	Australia and New Zealand	Country	HMD	0	73.52633626	-53.09106147	HA_TH	Thousands of hectares			G	Global			Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment		G: Global monitoring data	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2018
15	15.2	15.2.1	AG_LND_FRSTCERT	Forest area certified under an independently verified certification scheme (thousands of hectares)	2019.Q1.G.03	336	Holy See	039	Southern Europe	Country	VAT	0	12.45315803	41.90343751	HA_TH	Thousands of hectares			G	Global			Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment		G: Global monitoring data	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2018
15	15.2	15.2.1	AG_LND_FRSTCERT	Forest area certified under an independently verified certification scheme (thousands of hectares)	2019.Q1.G.03	340	Honduras	013	Central America	Country	HND	1	-86.59974381	14.82243161	HA_TH	Thousands of hectares			G	Global			Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment		G: Global monitoring data	28.835	24.58	50.536	55.6	20.164	17.815	17.815	17.815	2018
15	15.2	15.2.1	AG_LND_FRSTCERT	Forest area certified under an independently verified certification scheme (thousands of hectares)	2019.Q1.G.03	344	China, Hong Kong Special Administrative Region	030	Eastern Asia	Country	HKG	0	114.0266445	22.41749934	HA_TH	Thousands of hectares			G	Global			Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment		G: Global monitoring data	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2018
15	15.2	15.2.1	AG_LND_FRSTCERT	Forest area certified under an independently verified certification scheme (thousands of hectares)	2019.Q1.G.03	348	Hungary	151	Eastern Europe	Country	HUN	1	19.41221519	47.1651448	HA_TH	Thousands of hectares			G	Global			Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment		G: Global monitoring data	0.0	134.446	251.906	306.585	304.273	304.428	304.118	304.118	2018
15	15.2	15.2.1	AG_LND_FRSTCERT	Forest area certified under an independently verified certification scheme (thousands of hectares)	2019.Q1.G.03	352	Iceland	154	Northern Europe	Country	ISL	1	-19.02116966	64.79134763	HA_TH	Thousands of hectares			G	Global			Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment		G: Global monitoring data	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2018
15	15.2	15.2.1	AG_LND_FRSTCERT	Forest area certified under an independently verified certification scheme (thousands of hectares)	2019.Q1.G.03	356	India	034	Southern Asia	Country	IND	1	79.3608464	22.34642074	HA_TH	Thousands of hectares			G	Global			Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment		G: Global monitoring data	0.0	0.0	0.676	818.466	754.911	509.927	521.678	521.678	2018
15	15.2	15.2.1	AG_LND_FRSTCERT	Forest area certified under an independently verified certification scheme (thousands of hectares)	2019.Q1.G.03	360	Indonesia	035	South-Eastern Asia	Country	IDN	1	113.9174	-0.994582204	HA_TH	Thousands of hectares			G	Global			Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment		G: Global monitoring data	204.838	92.273	1105.448	2639.761	3886.308	6251.341	6786.685	6786.685	2018
15	15.2	15.2.1	AG_LND_FRSTCERT	Forest area certified under an independently verified certification scheme (thousands of hectares)	2019.Q1.G.03	364	Iran (Islamic Republic of)	034	Southern Asia	Country	IRN	1	54.19766348	32.74370885	HA_TH	Thousands of hectares			G	Global			Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment		G: Global monitoring data	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2018
15	15.2	15.2.1	AG_LND_FRSTCERT	Forest area certified under an independently verified certification scheme (thousands of hectares)	2019.Q1.G.03	368	Iraq	145	Western Asia	Country	IRQ	1	43.76606267	33.05013795	HA_TH	Thousands of hectares			G	Global			Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment		G: Global monitoring data	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2018
15	15.2	15.2.1	AG_LND_FRSTCERT	Forest area certified under an independently verified certification scheme (thousands of hectares)	2019.Q1.G.03	372	Ireland	154	Northern Europe	Country	IRL	1	-7.121425272	53.25274054	HA_TH	Thousands of hectares			G	Global			Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment		G: Global monitoring data	0.0	446.481	449.573	448.12	446.647	446.647	446.873	446.873	2018
15	15.2	15.2.1	AG_LND_FRSTCERT	Forest area certified under an independently verified certification scheme (thousands of hectares)	2019.Q1.G.03	376	Israel	145	Western Asia	Country	ISR	1	34.62277992	31.06164552	HA_TH	Thousands of hectares			G	Global			Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment		G: Global monitoring data	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2018
15	15.2	15.2.1	AG_LND_FRSTCERT	Forest area certified under an independently verified certification scheme (thousands of hectares)	2019.Q1.G.03	380	Italy	039	Southern Europe	Country	ITA	1	12.57022427	42.79917282	HA_TH	Thousands of hectares			G	Global			Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment		G: Global monitoring data	14.323	626.517	774.185	826.161	829.092	840.114	818.266	818.266	2018
15	15.2	15.2.1	AG_LND_FRSTCERT	Forest area certified under an independently verified certification scheme (thousands of hectares)	2019.Q1.G.03	384	Côte d'Ivoire	011	Western Africa	Country	CIV	1	-5.552690016	7.62211586	HA_TH	Thousands of hectares			G	Global			Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment		G: Global monitoring data	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2018
15	15.2	15.2.1	AG_LND_FRSTCERT	Forest area certified under an independently verified certification scheme (thousands of hectares)	2019.Q1.G.03	388	Jamaica	029	Caribbean	Country	JAM	1	-77.31068409	18.15616857	HA_TH	Thousands of hectares			G	Global			Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment		G: Global monitoring data	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2018
15	15.2	15.2.1	AG_LND_FRSTCERT	Forest area certified under an independently verified certification scheme (thousands of hectares)	2019.Q1.G.03	392	Japan	030	Eastern Asia	Country	JPN	1	139.2716103	36.6554539	HA_TH	Thousands of hectares			G	Global	[2018]: NA	Non-relevant	Data submitted by the Forestry Agency of Japan to FAO, Global Forest Resources Assessment // No official data published; Not available		C: Country data // N: Non-relevant	12.44	268.72	1233.93	1655.35	1955.22	2019.46			2018
15	15.2	15.2.1	AG_LND_FRSTCERT	Forest area certified under an independently verified certification scheme (thousands of hectares)	2019.Q1.G.03	398	Kazakhstan	143	Central Asia	Country	KAZ	1	66.65359159	48.01963494	HA_TH	Thousands of hectares			G	Global			Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment		G: Global monitoring data	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2018
15	15.2	15.2.1	AG_LND_FRSTCERT	Forest area certified under an independently verified certification scheme (thousands of hectares)	2019.Q1.G.03	400	Jordan	145	Western Asia	Country	JOR	1	37.13024774	30.65365973	HA_TH	Thousands of hectares			G	Global			Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment		G: Global monitoring data	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2018
15	15.2	15.2.1	AG_LND_FRSTCERT	Forest area certified under an independently verified certification scheme (thousands of hectares)	2019.Q1.G.03	404	Kenya	014	Eastern Africa	Country	KEN	1	37.86096816	0.534797278	HA_TH	Thousands of hectares			G	Global			Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment		G: Global monitoring data	0.0	2.362	0.195	0.0	0.0	0.0	0.0	0.0	2018
15	15.2	15.2.1	AG_LND_FRSTCERT	Forest area certified under an independently verified certification scheme (thousands of hectares)	2019.Q1.G.03	408	Democratic People's Republic of Korea	030	Eastern Asia	Country	PRK	1	127.1803633	40.1462645	HA_TH	Thousands of hectares			G	Global			Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment		G: Global monitoring data	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2018
15	15.2	15.2.1	AG_LND_FRSTCERT	Forest area certified under an independently verified certification scheme (thousands of hectares)	2019.Q1.G.03	410	Republic of Korea	030	Eastern Asia	Country	KOR	1	127.8610254	36.45201023	HA_TH	Thousands of hectares			G	Global			Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment		G: Global monitoring data	0.0	0.0	193.391	384.216	390.568	392.291	337.616	337.616	2018
15	15.2	15.2.1	AG_LND_FRSTCERT	Forest area certified under an independently verified certification scheme (thousands of hectares)	2019.Q1.G.03	414	Kuwait	145	Western Asia	Country	KWT	1	47.49305029	29.53949468	HA_TH	Thousands of hectares			G	Global			Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment		G: Global monitoring data	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2018
15	15.2	15.2.1	AG_LND_FRSTCERT	Forest area certified under an independently verified certification scheme (thousands of hectares)	2019.Q1.G.03	417	Kyrgyzstan	143	Central Asia	Country	KGZ	1	74.52324839	41.46204516	HA_TH	Thousands of hectares			G	Global			Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment		G: Global monitoring data	0.0	0.0	0.0	0.0	0.0	0.0	0.312	0.312	2018
15	15.2	15.2.1	AG_LND_FRSTCERT	Forest area certified under an independently verified certification scheme (thousands of hectares)	2019.Q1.G.03	418	Lao People's Democratic Republic	035	South-Eastern Asia	Country	LAO	1	101.9901968	20.27482773	HA_TH	Thousands of hectares			G	Global			Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment		G: Global monitoring data	0.0	0.0	81.618	132.702	0.317	13.555	18.01	18.01	2018
15	15.2	15.2.1	AG_LND_FRSTCERT	Forest area certified under an independently verified certification scheme (thousands of hectares)	2019.Q1.G.03	422	Lebanon	145	Western Asia	Country	LBN	1	35.89391711	33.92152458	HA_TH	Thousands of hectares			G	Global			Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment		G: Global monitoring data	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2018
15	15.2	15.2.1	AG_LND_FRSTCERT	Forest area certified under an independently verified certification scheme (thousands of hectares)	2019.Q1.G.03	426	Lesotho	018	Southern Africa	Country	LSO	1	28.25362195	-29.58041814	HA_TH	Thousands of hectares			G	Global			Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment		G: Global monitoring data	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2018
15	15.2	15.2.1	AG_LND_FRSTCERT	Forest area certified under an independently verified certification scheme (thousands of hectares)	2019.Q1.G.03	428	Latvia	154	Northern Europe	Country	LVA	1	26.42461876	56.64196636	HA_TH	Thousands of hectares			G	Global			Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment		G: Global monitoring data	0.0	1687.062	1622.59	1798.671	2541.221	1862.894	1898.679	1898.679	2018
15	15.2	15.2.1	AG_LND_FRSTCERT	Forest area certified under an independently verified certification scheme (thousands of hectares)	2019.Q1.G.03	430	Liberia	011	Western Africa	Country	LBR	1	-9.311879038	6.448381009	HA_TH	Thousands of hectares			G	Global			Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment		G: Global monitoring data	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2018
15	15.2	15.2.1	AG_LND_FRSTCERT	Forest area certified under an independently verified certification scheme (thousands of hectares)	2019.Q1.G.03	434	Libya	015	Northern Africa	Country	LBY	1	18.0295985	27.04042819	HA_TH	Thousands of hectares			G	Global			Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment		G: Global monitoring data	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2018
15	15.2	15.2.1	AG_LND_FRSTCERT	Forest area certified under an independently verified certification scheme (thousands of hectares)	2019.Q1.G.03	438	Liechtenstein	155	Western Europe	Country	LIE	1	9.552985019	47.14167005	HA_TH	Thousands of hectares			G	Global			Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment		G: Global monitoring data	0.0	7.372	0.0	0.0	0.0	0.0	0.0	0.0	2018
15	15.2	15.2.1	AG_LND_FRSTCERT	Forest area certified under an independently verified certification scheme (thousands of hectares)	2019.Q1.G.03	440	Lithuania	154	Northern Europe	Country	LTU	1	23.90517807	55.33680309	HA_TH	Thousands of hectares			G	Global			Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment		G: Global monitoring data	0.0	1005.526	1033.198	1073.221	1083.79	1094.502	1140.24	1140.24	2018
15	15.2	15.2.1	AG_LND_FRSTCERT	Forest area certified under an independently verified certification scheme (thousands of hectares)	2019.Q1.G.03	442	Luxembourg	155	Western Europe	Country	LUX	1	6.092656563	49.77679538	HA_TH	Thousands of hectares			G	Global			Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment		G: Global monitoring data	0.0	16.627	46.331	39.225	41.054	38.951	41.395	41.395	2018
15	15.2	15.2.1	AG_LND_FRSTCERT	Forest area certified under an independently verified certification scheme (thousands of hectares)	2019.Q1.G.03	446	China, Macao Special Administrative Region	030	Eastern Asia	Country	MAC	0	113.5665388	22.1237259	HA_TH	Thousands of hectares			G	Global			Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment		G: Global monitoring data	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2018
15	15.2	15.2.1	AG_LND_FRSTCERT	Forest area certified under an independently verified certification scheme (thousands of hectares)	2019.Q1.G.03	450	Madagascar	014	Eastern Africa	Country	MDG	1	46.6982339	-19.38514785	HA_TH	Thousands of hectares			G	Global			Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment		G: Global monitoring data	0.0	0.0	1.0	0.0	1.298	0.0	1.298	1.298	2018
