goal	target	indicator	seriesCode	seriesDesc	release	geoAreaCode	geoAreaName	parentCode	parentName	type	ISO3	UN_Member	X	Y	unitsCode	unitsDesc	unitmultiplierCode	unitmultiplierDesc	reportingTypeCode	reportingTypeDesc	footnotes	sources	timeDetails	nature_2000	value_numeric_part_2000	value_is_censored_2000	value_detail_2000	nature_2001	value_numeric_part_2001	value_is_censored_2001	value_detail_2001	nature_2002	value_numeric_part_2002	value_is_censored_2002	value_detail_2002	nature_2003	value_numeric_part_2003	value_is_censored_2003	value_detail_2003	nature_2004	value_numeric_part_2004	value_is_censored_2004	value_detail_2004	nature_2005	value_numeric_part_2005	value_is_censored_2005	value_detail_2005	nature_2006	value_numeric_part_2006	value_is_censored_2006	value_detail_2006	nature_2007	value_numeric_part_2007	value_is_censored_2007	value_detail_2007	nature_2008	value_numeric_part_2008	value_is_censored_2008	value_detail_2008	nature_2009	value_numeric_part_2009	value_is_censored_2009	value_detail_2009	nature_2010	value_numeric_part_2010	value_is_censored_2010	value_detail_2010	nature_2011	value_numeric_part_2011	value_is_censored_2011	value_detail_2011	nature_2012	value_numeric_part_2012	value_is_censored_2012	value_detail_2012	nature_2013	value_numeric_part_2013	value_is_censored_2013	value_detail_2013	nature_2014	value_numeric_part_2014	value_is_censored_2014	value_detail_2014	nature_2015	value_numeric_part_2015	value_is_censored_2015	value_detail_2015	nature_2016	value_numeric_part_2016	value_is_censored_2016	value_detail_2016	value_numeric_part_latest	value_is_censored_latest	value_detail_latest	latest_year
9	9.4	9.4.1	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	2019.Q1.G.03	136	Cayman Islands	029	Caribbean	Country	CYM	0	-81.16740559	19.32266656																																																																																	
9	9.4	9.4.1	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	2019.Q1.G.03	140	Central African Republic	017	Middle Africa	Country	CAF	1	20.93559492	7.003720791																																																																																	
9	9.4	9.4.1	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	2019.Q1.G.03	144	Sri Lanka	034	Southern Asia	Country	LKA	1	80.70489654	7.614693343	TONNES_M	Millions of tonnes			G	Global		[2000-2016]: IEA (2018), CO2 Emissions from Fuel Combustion. https://www.iea.org/statistics		E : Estimated data	10.523	False	10.523	E : Estimated data	10.403	False	10.403	E : Estimated data	10.978	False	10.978	E : Estimated data	11.949	False	11.949	E : Estimated data	12.314	False	12.314	E : Estimated data	13.393	False	13.393	E : Estimated data	11.78	False	11.78	E : Estimated data	12.937	False	12.937	E : Estimated data	12.123	False	12.123	E : Estimated data	11.566	False	11.566	E : Estimated data	12.409	False	12.409	E : Estimated data	14.673	False	14.673	E : Estimated data	16.068	False	16.068	E : Estimated data	13.741	False	13.741	E : Estimated data	16.88	False	16.88	E : Estimated data	19.49	False	19.49	E : Estimated data	20.899	False	20.899	20.899	False	20.899	2016
9	9.4	9.4.1	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	2019.Q1.G.03	148	Chad	017	Middle Africa	Country	TCD	1	18.66618401	15.36279341																																																																																	
9	9.4	9.4.1	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	2019.Q1.G.03	152	Chile	005	South America	Country	CHL	1	-71.23029019	-35.2652885	TONNES_M	Millions of tonnes			G	Global		[2000-2016]: IEA (2018), CO2 Emissions from Fuel Combustion. https://www.iea.org/statistics		E : Estimated data	48.624	False	48.624	E : Estimated data	46.674	False	46.674	E : Estimated data	47.427	False	47.427	E : Estimated data	48.617	False	48.617	E : Estimated data	53.349	False	53.349	E : Estimated data	54.435	False	54.435	E : Estimated data	55.677	False	55.677	E : Estimated data	63.075	False	63.075	E : Estimated data	66.533	False	66.533	E : Estimated data	64.213	False	64.213	E : Estimated data	68.605	False	68.605	E : Estimated data	75.317	False	75.317	E : Estimated data	77.236	False	77.236	E : Estimated data	81.862	False	81.862	E : Estimated data	75.47	False	75.47	E : Estimated data	81.154	False	81.154	E : Estimated data	85.29	False	85.29	85.29	False	85.29	2016
9	9.4	9.4.1	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	2019.Q1.G.03	156	China	030	Eastern Asia	Country	CHN	1	104.1403375	32.30955217	TONNES_M	Millions of tonnes			G	Global		[2000-2016]: IEA (2018), CO2 Emissions from Fuel Combustion. https://www.iea.org/statistics		E : Estimated data	3099.685	False	3099.685	E : Estimated data	3255.951	False	3255.951	E : Estimated data	3511.728	False	3511.728	E : Estimated data	4068.095	False	4068.095	E : Estimated data	4741.831	False	4741.831	E : Estimated data	5406.473	False	5406.473	E : Estimated data	5960.358	False	5960.358	E : Estimated data	6471.236	False	6471.236	E : Estimated data	6667.084	False	6667.084	E : Estimated data	7128.371	False	7128.371	E : Estimated data	7791.614	False	7791.614	E : Estimated data	8565.987	False	8565.987	E : Estimated data	8814.485	False	8814.485	E : Estimated data	9190.74	False	9190.74	E : Estimated data	9125.139	False	9125.139	E : Estimated data	9102.685	False	9102.685	E : Estimated data	9056.8	False	9056.8	9056.8	False	9056.8	2016
9	9.4	9.4.1	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	2019.Q1.G.03	162	Christmas Island	053	Australia and New Zealand	Country	CXR	0	105.6426067	-10.4882473																																																																																	
9	9.4	9.4.1	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	2019.Q1.G.03	166	Cocos (Keeling) Islands	053	Australia and New Zealand	Country	CCK	0	96.82633757	-12.18600682																																																																																	
9	9.4	9.4.1	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	2019.Q1.G.03	170	Colombia	005	South America	Country	COL	1	-73.07446751	3.888209046	TONNES_M	Millions of tonnes			G	Global		[2000-2016]: IEA (2018), CO2 Emissions from Fuel Combustion. https://www.iea.org/statistics		E : Estimated data	54.176	False	54.176	E : Estimated data	54.643	False	54.643	E : Estimated data	52.522	False	52.522	E : Estimated data	51.851	False	51.851	E : Estimated data	51.983	False	51.983	E : Estimated data	53.585	False	53.585	E : Estimated data	53.659	False	53.659	E : Estimated data	54.769	False	54.769	E : Estimated data	55.631	False	55.631	E : Estimated data	59.044	False	59.044	E : Estimated data	60.224	False	60.224	E : Estimated data	65.41	False	65.41	E : Estimated data	65.231	False	65.231	E : Estimated data	75.36	False	75.36	E : Estimated data	78.593	False	78.593	E : Estimated data	78.347	False	78.347	E : Estimated data	85.873	False	85.873	85.873	False	85.873	2016
9	9.4	9.4.1	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	2019.Q1.G.03	174	Comoros	014	Eastern Africa	Country	COM	1	43.34234565	-11.66121732																																																																																	
9	9.4	9.4.1	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	2019.Q1.G.03	175	Mayotte	014	Eastern Africa	Country	MYT	0	45.14015057	-12.82217691																																																																																	
9	9.4	9.4.1	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	2019.Q1.G.03	178	Congo	011	Western Africa	Country	COG	1	15.22052612	-0.840544119	TONNES_M	Millions of tonnes			G	Global		[2000-2016]: IEA (2018), CO2 Emissions from Fuel Combustion. https://www.iea.org/statistics		E : Estimated data	0.498	False	0.498	E : Estimated data	0.635	False	0.635	E : Estimated data	0.504	False	0.504	E : Estimated data	0.752	False	0.752	E : Estimated data	0.781	False	0.781	E : Estimated data	0.844	False	0.844	E : Estimated data	1.022	False	1.022	E : Estimated data	1.097	False	1.097	E : Estimated data	1.372	False	1.372	E : Estimated data	1.569	False	1.569	E : Estimated data	1.833	False	1.833	E : Estimated data	2.094	False	2.094	E : Estimated data	2.229	False	2.229	E : Estimated data	2.537	False	2.537	E : Estimated data	2.64	False	2.64	E : Estimated data	2.703	False	2.703	E : Estimated data	2.65	False	2.65	2.65	False	2.65	2016
9	9.4	9.4.1	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	2019.Q1.G.03	180	Democratic Republic of the Congo	017	Middle Africa	Country	COD	1	23.65496507	-2.877154732	TONNES_M	Millions of tonnes			G	Global		[2000-2016]: IEA (2018), CO2 Emissions from Fuel Combustion. https://www.iea.org/statistics		E : Estimated data	0.853	False	0.853	E : Estimated data	0.713	False	0.713	E : Estimated data	0.771	False	0.771	E : Estimated data	0.938	False	0.938	E : Estimated data	1.013	False	1.013	E : Estimated data	1.282	False	1.282	E : Estimated data	1.393	False	1.393	E : Estimated data	1.543	False	1.543	E : Estimated data	1.716	False	1.716	E : Estimated data	1.737	False	1.737	E : Estimated data	1.869	False	1.869	E : Estimated data	2.345	False	2.345	E : Estimated data	2.271	False	2.271	E : Estimated data	3.476	False	3.476	E : Estimated data	4.657	False	4.657	E : Estimated data	2.735	False	2.735	E : Estimated data	1.979	False	1.979	1.979	False	1.979	2016
9	9.4	9.4.1	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	2019.Q1.G.03	184	Cook Islands	061	Polynesia	Country	COK	0	-159.7711391	-21.22696458																																																																																	
9	9.4	9.4.1	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	2019.Q1.G.03	188	Costa Rica	013	Central America	Country	CRI	1	-84.19712782	9.970998683	TONNES_M	Millions of tonnes			G	Global		[2000-2016]: IEA (2018), CO2 Emissions from Fuel Combustion. https://www.iea.org/statistics		E : Estimated data	4.499	False	4.499	E : Estimated data	4.913	False	4.913	E : Estimated data	5.024	False	5.024	E : Estimated data	5.324	False	5.324	E : Estimated data	5.313	False	5.313	E : Estimated data	5.438	False	5.438	E : Estimated data	5.971	False	5.971	E : Estimated data	6.677	False	6.677	E : Estimated data	6.679	False	6.679	E : Estimated data	6.363	False	6.363	E : Estimated data	6.615	False	6.615	E : Estimated data	6.767	False	6.767	E : Estimated data	6.841	False	6.841	E : Estimated data	7.232	False	7.232	E : Estimated data	7.266	False	7.266	E : Estimated data	6.933	False	6.933	E : Estimated data	7.48	False	7.48	7.48	False	7.48	2016
9	9.4	9.4.1	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	2019.Q1.G.03	191	Croatia	039	Southern Europe	Country	HRV	1	17.95874553	45.45172212	TONNES_M	Millions of tonnes			G	Global		[2000-2016]: IEA (2018), CO2 Emissions from Fuel Combustion. https://www.iea.org/statistics		E : Estimated data	16.783	False	16.783	E : Estimated data	17.754	False	17.754	E : Estimated data	18.855	False	18.855	E : Estimated data	20.181	False	20.181	E : Estimated data	19.605	False	19.605	E : Estimated data	19.916	False	19.916	E : Estimated data	19.976	False	19.976	E : Estimated data	21.222	False	21.222	E : Estimated data	20.166	False	20.166	E : Estimated data	19.065	False	19.065	E : Estimated data	18.248	False	18.248	E : Estimated data	17.951	False	17.951	E : Estimated data	16.419	False	16.419	E : Estimated data	15.902	False	15.902	E : Estimated data	15.117	False	15.117	E : Estimated data	15.513	False	15.513	E : Estimated data	15.858	False	15.858	15.858	False	15.858	2016
9	9.4	9.4.1	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	2019.Q1.G.03	192	Cuba	029	Caribbean	Country	CUB	1	-79.54460144	22.10030366	TONNES_M	Millions of tonnes			G	Global		[2000-2016]: IEA (2018), CO2 Emissions from Fuel Combustion. https://www.iea.org/statistics		E : Estimated data	27.344	False	27.344	E : Estimated data	26.466	False	26.466	E : Estimated data	25.241	False	25.241	E : Estimated data	24.503	False	24.503	E : Estimated data	24.224	False	24.224	E : Estimated data	25.051	False	25.051	E : Estimated data	25.442	False	25.442	E : Estimated data	26.313	False	26.313	E : Estimated data	25.469	False	25.469	E : Estimated data	26.297	False	26.297	E : Estimated data	29.509	False	29.509	E : Estimated data	27.812	False	27.812	E : Estimated data	28.089	False	28.089	E : Estimated data	26.648	False	26.648	E : Estimated data	26.208	False	26.208	E : Estimated data	26.845	False	26.845	E : Estimated data	23.278	False	23.278	23.278	False	23.278	2016
9	9.4	9.4.1	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	2019.Q1.G.03	196	Cyprus	145	Western Asia	Country	CYP	1	33.22285964	35.05659437	TONNES_M	Millions of tonnes			G	Global		[2000-2016]: IEA (2018), CO2 Emissions from Fuel Combustion. https://www.iea.org/statistics		E : Estimated data	6.305	False	6.305	E : Estimated data	6.189	False	6.189	E : Estimated data	6.343	False	6.343	E : Estimated data	7.018	False	7.018	E : Estimated data	6.907	False	6.907	E : Estimated data	7.048	False	7.048	E : Estimated data	7.114	False	7.114	E : Estimated data	7.425	False	7.425	E : Estimated data	7.579	False	7.579	E : Estimated data	7.502	False	7.502	E : Estimated data	7.261	False	7.261	E : Estimated data	7.001	False	7.001	E : Estimated data	6.516	False	6.516	E : Estimated data	5.63	False	5.63	E : Estimated data	5.777	False	5.777	E : Estimated data	5.901	False	5.901	E : Estimated data	6.269	False	6.269	6.269	False	6.269	2016
9	9.4	9.4.1	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	2019.Q1.G.03	203	Czechia	151	Eastern Europe	Country	CZE	1	15.33151382	49.73913871	TONNES_M	Millions of tonnes			G	Global		[2000-2016]: IEA (2018), CO2 Emissions from Fuel Combustion. https://www.iea.org/statistics		E : Estimated data	121.23	False	121.23	E : Estimated data	121.092	False	121.092	E : Estimated data	117.125	False	117.125	E : Estimated data	121.281	False	121.281	E : Estimated data	121.811	False	121.811	E : Estimated data	118.37	False	118.37	E : Estimated data	118.85	False	118.85	E : Estimated data	121.582	False	121.582	E : Estimated data	116.364	False	116.364	E : Estimated data	109.643	False	109.643	E : Estimated data	112.569	False	112.569	E : Estimated data	109.466	False	109.466	E : Estimated data	105.899	False	105.899	E : Estimated data	101.631	False	101.631	E : Estimated data	98.529	False	98.529	E : Estimated data	99.65	False	99.65	E : Estimated data	101.399	False	101.399	101.399	False	101.399	2016
9	9.4	9.4.1	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	2019.Q1.G.03	204	Benin	011	Western Africa	Country	BEN	1	2.339933594	9.65401646	TONNES_M	Millions of tonnes			G	Global		[2000-2016]: IEA (2018), CO2 Emissions from Fuel Combustion. https://www.iea.org/statistics		E : Estimated data	1.425	False	1.425	E : Estimated data	1.735	False	1.735	E : Estimated data	2.02	False	2.02	E : Estimated data	2.277	False	2.277	E : Estimated data	2.434	False	2.434	E : Estimated data	2.678	False	2.678	E : Estimated data	3.246	False	3.246	E : Estimated data	3.786	False	3.786	E : Estimated data	3.836	False	3.836	E : Estimated data	4.194	False	4.194	E : Estimated data	4.573	False	4.573	E : Estimated data	4.438	False	4.438	E : Estimated data	4.214	False	4.214	E : Estimated data	4.449	False	4.449	E : Estimated data	4.784	False	4.784	E : Estimated data	5.297	False	5.297	E : Estimated data	5.695	False	5.695	5.695	False	5.695	2016
9	9.4	9.4.1	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	2019.Q1.G.03	208	Denmark	154	Northern Europe	Country	DNK	1	9.326571283	56.03829721	TONNES_M	Millions of tonnes			G	Global		[2000-2016]: IEA (2018), CO2 Emissions from Fuel Combustion. https://www.iea.org/statistics		E : Estimated data	50.797	False	50.797	E : Estimated data	52.374	False	52.374	E : Estimated data	52.089	False	52.089	E : Estimated data	57.489	False	57.489	E : Estimated data	51.848	False	51.848	E : Estimated data	48.495	False	48.495	E : Estimated data	56.404	False	56.404	E : Estimated data	51.64	False	51.64	E : Estimated data	48.66	False	48.66	E : Estimated data	46.925	False	46.925	E : Estimated data	47.254	False	47.254	E : Estimated data	42.056	False	42.056	E : Estimated data	36.858	False	36.858	E : Estimated data	38.628	False	38.628	E : Estimated data	34.441	False	34.441	E : Estimated data	31.956	False	31.956	E : Estimated data	33.456	False	33.456	33.456	False	33.456	2016
9	9.4	9.4.1	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	2019.Q1.G.03	212	Dominica	029	Caribbean	Country	DMA	1	-61.3493756	15.43391378																																																																																	
9	9.4	9.4.1	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	2019.Q1.G.03	214	Dominican Republic	029	Caribbean	Country	DOM	1	-70.49847576	18.89832088	TONNES_M	Millions of tonnes			G	Global		[2000-2016]: IEA (2018), CO2 Emissions from Fuel Combustion. https://www.iea.org/statistics		E : Estimated data	17.601	False	17.601	E : Estimated data	17.811	False	17.811	E : Estimated data	19.592	False	19.592	E : Estimated data	17.507	False	17.507	E : Estimated data	16.151	False	16.151	E : Estimated data	17.399	False	17.399	E : Estimated data	18.456	False	18.456	E : Estimated data	18.826	False	18.826	E : Estimated data	18.773	False	18.773	E : Estimated data	18.009	False	18.009	E : Estimated data	19.022	False	19.022	E : Estimated data	19.242	False	19.242	E : Estimated data	19.951	False	19.951	E : Estimated data	19.599	False	19.599	E : Estimated data	19.449	False	19.449	E : Estimated data	21.469	False	21.469	E : Estimated data	22.37	False	22.37	22.37	False	22.37	2016
9	9.4	9.4.1	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	2019.Q1.G.03	218	Ecuador	005	South America	Country	ECU	1	-78.37005241	-1.447785891	TONNES_M	Millions of tonnes			G	Global		[2000-2016]: IEA (2018), CO2 Emissions from Fuel Combustion. https://www.iea.org/statistics		E : Estimated data	18.138	False	18.138	E : Estimated data	19.291	False	19.291	E : Estimated data	19.809	False	19.809	E : Estimated data	19.595	False	19.595	E : Estimated data	22.214	False	22.214	E : Estimated data	23.927	False	23.927	E : Estimated data	25.424	False	25.424	E : Estimated data	26.096	False	26.096	E : Estimated data	26.159	False	26.159	E : Estimated data	28.776	False	28.776	E : Estimated data	32.056	False	32.056	E : Estimated data	32.136	False	32.136	E : Estimated data	33.507	False	33.507	E : Estimated data	35.17	False	35.17	E : Estimated data	37.955	False	37.955	E : Estimated data	36.756	False	36.756	E : Estimated data	35.018	False	35.018	35.018	False	35.018	2016
9	9.4	9.4.1	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	2019.Q1.G.03	222	El Salvador	013	Central America	Country	SLV	1	-88.86862995	13.73603564	TONNES_M	Millions of tonnes			G	Global		[2000-2016]: IEA (2018), CO2 Emissions from Fuel Combustion. https://www.iea.org/statistics		E : Estimated data	5.175	False	5.175	E : Estimated data	5.512	False	5.512	E : Estimated data	5.535	False	5.535	E : Estimated data	5.911	False	5.911	E : Estimated data	5.931	False	5.931	E : Estimated data	6.253	False	6.253	E : Estimated data	6.524	False	6.524	E : Estimated data	6.923	False	6.923	E : Estimated data	6.143	False	6.143	E : Estimated data	6.036	False	6.036	E : Estimated data	5.826	False	5.826	E : Estimated data	6.013	False	6.013	E : Estimated data	6.017	False	6.017	E : Estimated data	5.731	False	5.731	E : Estimated data	5.946	False	5.946	E : Estimated data	6.465	False	6.465	E : Estimated data	6.759	False	6.759	6.759	False	6.759	2016
9	9.4	9.4.1	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	2019.Q1.G.03	226	Equatorial Guinea	017	Middle Africa	Country	GNQ	1	10.46535826	1.565792376																																																																																	
9	9.4	9.4.1	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	2019.Q1.G.03	231	Ethiopia	014	Eastern Africa	Country	ETH	1	39.63505296	8.631223181	TONNES_M	Millions of tonnes			G	Global		[2000-2016]: IEA (2018), CO2 Emissions from Fuel Combustion. https://www.iea.org/statistics		E : Estimated data	3.201	False	3.201	E : Estimated data	4.039	False	4.039	E : Estimated data	4.21	False	4.21	E : Estimated data	4.571	False	4.571	E : Estimated data	4.804	False	4.804	E : Estimated data	4.492	False	4.492	E : Estimated data	4.805	False	4.805	E : Estimated data	5.538	False	5.538	E : Estimated data	6.267	False	6.267	E : Estimated data	6.385	False	6.385	E : Estimated data	5.985	False	5.985	E : Estimated data	6.886	False	6.886	E : Estimated data	7.287	False	7.287	E : Estimated data	8.514	False	8.514	E : Estimated data	10.132	False	10.132	E : Estimated data	10.2	False	10.2	E : Estimated data	10.929	False	10.929	10.929	False	10.929	2016
9	9.4	9.4.1	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	2019.Q1.G.03	232	Eritrea	014	Eastern Africa	Country	ERI	1	38.11074289	16.12894644	TONNES_M	Millions of tonnes			G	Global		[2000-2016]: IEA (2018), CO2 Emissions from Fuel Combustion. https://www.iea.org/statistics		E : Estimated data	0.615	False	0.615	E : Estimated data	0.675	False	0.675	E : Estimated data	0.658	False	0.658	E : Estimated data	0.667	False	0.667	E : Estimated data	0.661	False	0.661	E : Estimated data	0.578	False	0.578	E : Estimated data	0.502	False	0.502	E : Estimated data	0.492	False	0.492	E : Estimated data	0.426	False	0.426	E : Estimated data	0.447	False	0.447	E : Estimated data	0.48	False	0.48	E : Estimated data	0.514	False	0.514	E : Estimated data	0.549	False	0.549	E : Estimated data	0.562	False	0.562	E : Estimated data	0.587	False	0.587	E : Estimated data	0.612	False	0.612	E : Estimated data	0.631	False	0.631	0.631	False	0.631	2016
9	9.4	9.4.1	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	2019.Q1.G.03	233	Estonia	154	Northern Europe	Country	EST	1	25.84093481	58.68487172	TONNES_M	Millions of tonnes			G	Global		[2000-2016]: IEA (2018), CO2 Emissions from Fuel Combustion. https://www.iea.org/statistics		E : Estimated data	14.448	False	14.448	E : Estimated data	14.908	False	14.908	E : Estimated data	14.505	False	14.505	E : Estimated data	16.49	False	16.49	E : Estimated data	16.544	False	16.544	E : Estimated data	16.743	False	16.743	E : Estimated data	15.465	False	15.465	E : Estimated data	19.248	False	19.248	E : Estimated data	17.679	False	17.679	E : Estimated data	14.694	False	14.694	E : Estimated data	18.564	False	18.564	E : Estimated data	17.627	False	17.627	E : Estimated data	16.364	False	16.364	E : Estimated data	18.775	False	18.775	E : Estimated data	17.393	False	17.393	E : Estimated data	15.112	False	15.112	E : Estimated data	16.37	False	16.37	16.37	False	16.37	2016
9	9.4	9.4.1	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	2019.Q1.G.03	234	Faroe Islands	154	Northern Europe	Country	FRO	0	-7.122044325	62.21228119																																																																																	
9	9.4	9.4.1	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	2019.Q1.G.03	238	Falkland Islands (Malvinas)	005	South America	Country	FLK	0	-58.75246778	-51.74562601																																																																																	
9	9.4	9.4.1	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	2019.Q1.G.03	239	South Georgia and the South Sandwich Islands	005	South America	Country	SGS	0	-36.90662765	-54.20736749																																																																																	
9	9.4	9.4.1	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	2019.Q1.G.03	242	Fiji	054	Melanesia	Country	FJI	1	177.9660884	-17.83301566																																																																																	
9	9.4	9.4.1	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	2019.Q1.G.03	246	Finland	154	Northern Europe	Country	FIN	1	23.308447	61.91586738	TONNES_M	Millions of tonnes			G	Global		[2000-2016]: IEA (2018), CO2 Emissions from Fuel Combustion. https://www.iea.org/statistics		E : Estimated data	54.593	False	54.593	E : Estimated data	60.585	False	60.585	E : Estimated data	62.955	False	62.955	E : Estimated data	71.241	False	71.241	E : Estimated data	67.154	False	67.154	E : Estimated data	54.918	False	54.918	E : Estimated data	66.451	False	66.451	E : Estimated data	64.497	False	64.497	E : Estimated data	56.044	False	56.044	E : Estimated data	53.796	False	53.796	E : Estimated data	61.994	False	61.994	E : Estimated data	54.559	False	54.559	E : Estimated data	48.905	False	48.905	E : Estimated data	49.528	False	49.528	E : Estimated data	45.498	False	45.498	E : Estimated data	42.428	False	42.428	E : Estimated data	45.522	False	45.522	45.522	False	45.522	2016
9	9.4	9.4.1	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	2019.Q1.G.03	248	Åland Islands	154	Northern Europe	Country	ALA	0	19.80945969	60.1544901																																																																																	
9	9.4	9.4.1	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	2019.Q1.G.03	250	France	155	Western Europe	Country	FRA	1	2.457288129	46.62660861	TONNES_M	Millions of tonnes			G	Global		[2000-2016]: IEA (2018), CO2 Emissions from Fuel Combustion. https://www.iea.org/statistics		E : Estimated data	364.675	False	364.675	E : Estimated data	368.205	False	368.205	E : Estimated data	362.524	False	362.524	E : Estimated data	368.283	False	368.283	E : Estimated data	369.081	False	369.081	E : Estimated data	371.893	False	371.893	E : Estimated data	362.611	False	362.611	E : Estimated data	354.326	False	354.326	E : Estimated data	350.083	False	350.083	E : Estimated data	336.751	False	336.751	E : Estimated data	341.032	False	341.032	E : Estimated data	313.972	False	313.972	E : Estimated data	317.133	False	317.133	E : Estimated data	317.535	False	317.535	E : Estimated data	285.535	False	285.535	E : Estimated data	292.162	False	292.162	E : Estimated data	292.922	False	292.922	292.922	False	292.922	2016
9	9.4	9.4.1	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	2019.Q1.G.03	254	French Guiana	005	South America	Country	GUF	0	-53.23619089	3.922673437																																																																																	
9	9.4	9.4.1	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	2019.Q1.G.03	258	French Polynesia	061	Polynesia	Country	PYF	0	-149.4052367	-17.67709294																																																																																	
9	9.4	9.4.1	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	2019.Q1.G.03	260	French Southern Territories	014	Eastern Africa	Country	ATF	0	69.64849091	-49.6068576																																																																																	
9	9.4	9.4.1	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	2019.Q1.G.03	262	Djibouti	014	Eastern Africa	Country	DJI	1	42.18274707	11.56004161																																																																																	
9	9.4	9.4.1	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	2019.Q1.G.03	266	Gabon	017	Middle Africa	Country	GAB	1	11.78727747	-0.60687619	TONNES_M	Millions of tonnes			G	Global		[2000-2016]: IEA (2018), CO2 Emissions from Fuel Combustion. https://www.iea.org/statistics		E : Estimated data	1.465	False	1.465	E : Estimated data	1.477	False	1.477	E : Estimated data	1.385	False	1.385	E : Estimated data	1.389	False	1.389	E : Estimated data	1.431	False	1.431	E : Estimated data	1.733	False	1.733	E : Estimated data	1.802	False	1.802	E : Estimated data	1.938	False	1.938	E : Estimated data	2.006	False	2.006	E : Estimated data	2.07	False	2.07	E : Estimated data	2.65	False	2.65	E : Estimated data	2.972	False	2.972	E : Estimated data	3.121	False	3.121	E : Estimated data	3.274	False	3.274	E : Estimated data	3.242	False	3.242	E : Estimated data	3.243	False	3.243	E : Estimated data	3.351	False	3.351	3.351	False	3.351	2016
