goal	target	indicator	seriesCode	seriesDesc	release	geoAreaCode	geoAreaName	parentCode	parentName	type	ISO3	UN_Member	X	Y	educationLevelCode	educationLevelDesc	unitsCode	unitsDesc	unitmultiplierCode	unitmultiplierDesc	reportingTypeCode	reportingTypeDesc	footnotes	sources	timeDetails	nature_2000	value_numeric_part_2000	value_is_censored_2000	value_detail_2000	nature_2001	value_numeric_part_2001	value_is_censored_2001	value_detail_2001	nature_2002	value_numeric_part_2002	value_is_censored_2002	value_detail_2002	nature_2003	value_numeric_part_2003	value_is_censored_2003	value_detail_2003	nature_2004	value_numeric_part_2004	value_is_censored_2004	value_detail_2004	nature_2005	value_numeric_part_2005	value_is_censored_2005	value_detail_2005	nature_2006	value_numeric_part_2006	value_is_censored_2006	value_detail_2006	nature_2007	value_numeric_part_2007	value_is_censored_2007	value_detail_2007	nature_2008	value_numeric_part_2008	value_is_censored_2008	value_detail_2008	nature_2009	value_numeric_part_2009	value_is_censored_2009	value_detail_2009	nature_2010	value_numeric_part_2010	value_is_censored_2010	value_detail_2010	nature_2011	value_numeric_part_2011	value_is_censored_2011	value_detail_2011	nature_2012	value_numeric_part_2012	value_is_censored_2012	value_detail_2012	nature_2013	value_numeric_part_2013	value_is_censored_2013	value_detail_2013	nature_2014	value_numeric_part_2014	value_is_censored_2014	value_detail_2014	nature_2015	value_numeric_part_2015	value_is_censored_2015	value_detail_2015	nature_2016	value_numeric_part_2016	value_is_censored_2016	value_detail_2016	nature_2017	value_numeric_part_2017	value_is_censored_2017	value_detail_2017	nature_2018	value_numeric_part_2018	value_is_censored_2018	value_detail_2018	value_numeric_part_latest	value_is_censored_latest	value_detail_latest	latest_year
4	4.a	4.a.1	SE_ACC_COMP	Schools with access to computers for pedagogical purposes, by education level (%)	2019.Q1.G.03	196	Cyprus	145	Western Asia	Country	CYP	1	33.22285964	35.05659437	PRIMAR	Primary																																																																																									
4	4.a	4.a.1	SE_ACC_COMP	Schools with access to computers for pedagogical purposes, by education level (%)	2019.Q1.G.03	196	Cyprus	145	Western Asia	Country	CYP	1	33.22285964	35.05659437	LOWSEC	Lower secondary																																																																																									
4	4.a	4.a.1	SE_ACC_COMP	Schools with access to computers for pedagogical purposes, by education level (%)	2019.Q1.G.03	203	Czechia	151	Eastern Europe	Country	CZE	1	15.33151382	49.73913871	UPPSEC	Upper secondary																																																																																									
4	4.a	4.a.1	SE_ACC_COMP	Schools with access to computers for pedagogical purposes, by education level (%)	2019.Q1.G.03	203	Czechia	151	Eastern Europe	Country	CZE	1	15.33151382	49.73913871	PRIMAR	Primary																																																																																									
4	4.a	4.a.1	SE_ACC_COMP	Schools with access to computers for pedagogical purposes, by education level (%)	2019.Q1.G.03	203	Czechia	151	Eastern Europe	Country	CZE	1	15.33151382	49.73913871	LOWSEC	Lower secondary																																																																																									
4	4.a	4.a.1	SE_ACC_COMP	Schools with access to computers for pedagogical purposes, by education level (%)	2019.Q1.G.03	204	Benin	011	Western Africa	Country	BEN	1	2.339933594	9.65401646	UPPSEC	Upper secondary																																																																																									
4	4.a	4.a.1	SE_ACC_COMP	Schools with access to computers for pedagogical purposes, by education level (%)	2019.Q1.G.03	204	Benin	011	Western Africa	Country	BEN	1	2.339933594	9.65401646	PRIMAR	Primary																																																																																									
4	4.a	4.a.1	SE_ACC_COMP	Schools with access to computers for pedagogical purposes, by education level (%)	2019.Q1.G.03	204	Benin	011	Western Africa	Country	BEN	1	2.339933594	9.65401646	LOWSEC	Lower secondary																																																																																									
4	4.a	4.a.1	SE_ACC_COMP	Schools with access to computers for pedagogical purposes, by education level (%)	2019.Q1.G.03	208	Denmark	154	Northern Europe	Country	DNK	1	9.326571283	56.03829721	UPPSEC	Upper secondary	PERCENT	Percentage			G	Global		[2015]: UIS																																																														C : Country data	100.0	False	100													100.0	False	100	2015
4	4.a	4.a.1	SE_ACC_COMP	Schools with access to computers for pedagogical purposes, by education level (%)	2019.Q1.G.03	208	Denmark	154	Northern Europe	Country	DNK	1	9.326571283	56.03829721	PRIMAR	Primary	PERCENT	Percentage			G	Global		[2001-2016]: UIS						C : Country data	100.0	False	100	C : Country data	100.0	False	100	C : Country data	100.0	False	100	C : Country data	100.0	False	100	C : Country data	100.0	False	100	C : Country data	100.0	False	100	C : Country data	100.0	False	100	C : Country data	100.0	False	100	C : Country data	100.0	False	100	C : Country data	100.0	False	100	C : Country data	100.0	False	100	C : Country data	100.0	False	100	C : Country data	100.0	False	100	C : Country data	100.0	False	100	C : Country data	100.0	False	100	C : Country data	100.0	False	100									100.0	False	100	2016
4	4.a	4.a.1	SE_ACC_COMP	Schools with access to computers for pedagogical purposes, by education level (%)	2019.Q1.G.03	208	Denmark	154	Northern Europe	Country	DNK	1	9.326571283	56.03829721	LOWSEC	Lower secondary	PERCENT	Percentage			G	Global		[2001-2016]: UIS						C : Country data	100.0	False	100	C : Country data	100.0	False	100	C : Country data	100.0	False	100	C : Country data	100.0	False	100	C : Country data	100.0	False	100	C : Country data	100.0	False	100	C : Country data	100.0	False	100	C : Country data	100.0	False	100	C : Country data	100.0	False	100	C : Country data	100.0	False	100	C : Country data	100.0	False	100	C : Country data	100.0	False	100	C : Country data	100.0	False	100	C : Country data	100.0	False	100	C : Country data	100.0	False	100	C : Country data	100.0	False	100									100.0	False	100	2016
4	4.a	4.a.1	SE_ACC_COMP	Schools with access to computers for pedagogical purposes, by education level (%)	2019.Q1.G.03	212	Dominica	029	Caribbean	Country	DMA	1	-61.3493756	15.43391378	UPPSEC	Upper secondary	PERCENT	Percentage			G	Global		[2016]: UIS																																																																		C : Country data	93.33333	False	93.33333									93.33333	False	93.33333	2016
4	4.a	4.a.1	SE_ACC_COMP	Schools with access to computers for pedagogical purposes, by education level (%)	2019.Q1.G.03	212	Dominica	029	Caribbean	Country	DMA	1	-61.3493756	15.43391378	PRIMAR	Primary	PERCENT	Percentage			G	Global		[2010,2016]: UIS																																										C : Country data	70.96774	False	70.96774																					C : Country data	100.0	False	100									100.0	False	100	2016
4	4.a	4.a.1	SE_ACC_COMP	Schools with access to computers for pedagogical purposes, by education level (%)	2019.Q1.G.03	212	Dominica	029	Caribbean	Country	DMA	1	-61.3493756	15.43391378	LOWSEC	Lower secondary	PERCENT	Percentage			G	Global		[2010,2016]: UIS																																										C : Country data	93.33333	False	93.33333																					C : Country data	93.33333	False	93.33333									93.33333	False	93.33333	2016
4	4.a	4.a.1	SE_ACC_COMP	Schools with access to computers for pedagogical purposes, by education level (%)	2019.Q1.G.03	214	Dominican Republic	029	Caribbean	Country	DOM	1	-70.49847576	18.89832088	UPPSEC	Upper secondary																																																																																									
4	4.a	4.a.1	SE_ACC_COMP	Schools with access to computers for pedagogical purposes, by education level (%)	2019.Q1.G.03	214	Dominican Republic	029	Caribbean	Country	DOM	1	-70.49847576	18.89832088	PRIMAR	Primary																																																																																									
4	4.a	4.a.1	SE_ACC_COMP	Schools with access to computers for pedagogical purposes, by education level (%)	2019.Q1.G.03	214	Dominican Republic	029	Caribbean	Country	DOM	1	-70.49847576	18.89832088	LOWSEC	Lower secondary																																																																																									
4	4.a	4.a.1	SE_ACC_COMP	Schools with access to computers for pedagogical purposes, by education level (%)	2019.Q1.G.03	218	Ecuador	005	South America	Country	ECU	1	-78.37005241	-1.447785891	UPPSEC	Upper secondary	PERCENT	Percentage			G	Global		[2009,2016]: UIS																																						C : Country data	94.26599	False	94.26599																									C : Country data	96.57734	False	96.57734									96.57734	False	96.57734	2016
4	4.a	4.a.1	SE_ACC_COMP	Schools with access to computers for pedagogical purposes, by education level (%)	2019.Q1.G.03	218	Ecuador	005	South America	Country	ECU	1	-78.37005241	-1.447785891	PRIMAR	Primary	PERCENT	Percentage			G	Global		[2009,2016]: UIS																																						C : Country data	51.98798	False	51.98798																									C : Country data	73.38367	False	73.38367									73.38367	False	73.38367	2016
4	4.a	4.a.1	SE_ACC_COMP	Schools with access to computers for pedagogical purposes, by education level (%)	2019.Q1.G.03	218	Ecuador	005	South America	Country	ECU	1	-78.37005241	-1.447785891	LOWSEC	Lower secondary	PERCENT	Percentage			G	Global		[2009,2016]: UIS																																						C : Country data	86.85662	False	86.85662																									C : Country data	92.02425	False	92.02425									92.02425	False	92.02425	2016
4	4.a	4.a.1	SE_ACC_COMP	Schools with access to computers for pedagogical purposes, by education level (%)	2019.Q1.G.03	222	El Salvador	013	Central America	Country	SLV	1	-88.86862995	13.73603564	UPPSEC	Upper secondary	PERCENT	Percentage			G	Global		[2010,2017]: UIS																																										C : Country data	96.9457	False	96.9457																									C : Country data	61.59069	False	61.59069					61.59069	False	61.59069	2017
4	4.a	4.a.1	SE_ACC_COMP	Schools with access to computers for pedagogical purposes, by education level (%)	2019.Q1.G.03	222	El Salvador	013	Central America	Country	SLV	1	-88.86862995	13.73603564	PRIMAR	Primary	PERCENT	Percentage			G	Global		[2010,2016-2017]: UIS																																										C : Country data	59.03903	False	59.03903																					C : Country data	48.31208	False	48.31208	C : Country data	54.71273	False	54.71273					54.71273	False	54.71273	2017
4	4.a	4.a.1	SE_ACC_COMP	Schools with access to computers for pedagogical purposes, by education level (%)	2019.Q1.G.03	222	El Salvador	013	Central America	Country	SLV	1	-88.86862995	13.73603564	LOWSEC	Lower secondary	PERCENT	Percentage			G	Global		[2010,2016-2017]: UIS																																										C : Country data	80.55817	False	80.55817																					C : Country data	68.15677	False	68.15677	C : Country data	56.41417	False	56.41417					56.41417	False	56.41417	2017
4	4.a	4.a.1	SE_ACC_COMP	Schools with access to computers for pedagogical purposes, by education level (%)	2019.Q1.G.03	226	Equatorial Guinea	017	Middle Africa	Country	GNQ	1	10.46535826	1.565792376	UPPSEC	Upper secondary																																																																																									
4	4.a	4.a.1	SE_ACC_COMP	Schools with access to computers for pedagogical purposes, by education level (%)	2019.Q1.G.03	226	Equatorial Guinea	017	Middle Africa	Country	GNQ	1	10.46535826	1.565792376	PRIMAR	Primary																																																																																									
4	4.a	4.a.1	SE_ACC_COMP	Schools with access to computers for pedagogical purposes, by education level (%)	2019.Q1.G.03	226	Equatorial Guinea	017	Middle Africa	Country	GNQ	1	10.46535826	1.565792376	LOWSEC	Lower secondary																																																																																									
4	4.a	4.a.1	SE_ACC_COMP	Schools with access to computers for pedagogical purposes, by education level (%)	2019.Q1.G.03	231	Ethiopia	014	Eastern Africa	Country	ETH	1	39.63505296	8.631223181	UPPSEC	Upper secondary																																																																																									
4	4.a	4.a.1	SE_ACC_COMP	Schools with access to computers for pedagogical purposes, by education level (%)	2019.Q1.G.03	231	Ethiopia	014	Eastern Africa	Country	ETH	1	39.63505296	8.631223181	PRIMAR	Primary																																																																																									
4	4.a	4.a.1	SE_ACC_COMP	Schools with access to computers for pedagogical purposes, by education level (%)	2019.Q1.G.03	231	Ethiopia	014	Eastern Africa	Country	ETH	1	39.63505296	8.631223181	LOWSEC	Lower secondary																																																																																									
4	4.a	4.a.1	SE_ACC_COMP	Schools with access to computers for pedagogical purposes, by education level (%)	2019.Q1.G.03	232	Eritrea	014	Eastern Africa	Country	ERI	1	38.11074289	16.12894644	UPPSEC	Upper secondary																																																																																									
4	4.a	4.a.1	SE_ACC_COMP	Schools with access to computers for pedagogical purposes, by education level (%)	2019.Q1.G.03	232	Eritrea	014	Eastern Africa	Country	ERI	1	38.11074289	16.12894644	PRIMAR	Primary																																																																																									
4	4.a	4.a.1	SE_ACC_COMP	Schools with access to computers for pedagogical purposes, by education level (%)	2019.Q1.G.03	232	Eritrea	014	Eastern Africa	Country	ERI	1	38.11074289	16.12894644	LOWSEC	Lower secondary																																																																																									
4	4.a	4.a.1	SE_ACC_COMP	Schools with access to computers for pedagogical purposes, by education level (%)	2019.Q1.G.03	233	Estonia	154	Northern Europe	Country	EST	1	25.84093481	58.68487172	UPPSEC	Upper secondary	PERCENT	Percentage			G	Global		[2000-2016]: UIS		C : Country data	100.0	False	100	C : Country data	100.0	False	100	C : Country data	100.0	False	100	C : Country data	100.0	False	100	C : Country data	100.0	False	100	C : Country data	100.0	False	100	C : Country data	100.0	False	100	C : Country data	100.0	False	100	C : Country data	100.0	False	100	C : Country data	100.0	False	100	C : Country data	100.0	False	100	C : Country data	100.0	False	100	C : Country data	100.0	False	100	C : Country data	100.0	False	100	C : Country data	100.0	False	100	C : Country data	100.0	False	100	C : Country data	100.0	False	100									100.0	False	100	2016
4	4.a	4.a.1	SE_ACC_COMP	Schools with access to computers for pedagogical purposes, by education level (%)	2019.Q1.G.03	233	Estonia	154	Northern Europe	Country	EST	1	25.84093481	58.68487172	PRIMAR	Primary	PERCENT	Percentage			G	Global		[2000-2016]: UIS		C : Country data	100.0	False	100	C : Country data	100.0	False	100	C : Country data	100.0	False	100	C : Country data	100.0	False	100	C : Country data	100.0	False	100	C : Country data	100.0	False	100	C : Country data	100.0	False	100	C : Country data	100.0	False	100	C : Country data	100.0	False	100	C : Country data	100.0	False	100	C : Country data	100.0	False	100	C : Country data	100.0	False	100	C : Country data	100.0	False	100	C : Country data	100.0	False	100	C : Country data	100.0	False	100	C : Country data	100.0	False	100	C : Country data	100.0	False	100									100.0	False	100	2016
4	4.a	4.a.1	SE_ACC_COMP	Schools with access to computers for pedagogical purposes, by education level (%)	2019.Q1.G.03	233	Estonia	154	Northern Europe	Country	EST	1	25.84093481	58.68487172	LOWSEC	Lower secondary	PERCENT	Percentage			G	Global		[2000-2016]: UIS		C : Country data	100.0	False	100	C : Country data	100.0	False	100	C : Country data	100.0	False	100	C : Country data	100.0	False	100	C : Country data	100.0	False	100	C : Country data	100.0	False	100	C : Country data	100.0	False	100	C : Country data	100.0	False	100	C : Country data	100.0	False	100	C : Country data	100.0	False	100	C : Country data	100.0	False	100	C : Country data	100.0	False	100	C : Country data	100.0	False	100	C : Country data	100.0	False	100	C : Country data	100.0	False	100	C : Country data	100.0	False	100	C : Country data	100.0	False	100									100.0	False	100	2016
4	4.a	4.a.1	SE_ACC_COMP	Schools with access to computers for pedagogical purposes, by education level (%)	2019.Q1.G.03	234	Faroe Islands	154	Northern Europe	Country	FRO	0	-7.122044325	62.21228119	UPPSEC	Upper secondary																																																																																									
4	4.a	4.a.1	SE_ACC_COMP	Schools with access to computers for pedagogical purposes, by education level (%)	2019.Q1.G.03	234	Faroe Islands	154	Northern Europe	Country	FRO	0	-7.122044325	62.21228119	PRIMAR	Primary																																																																																									
4	4.a	4.a.1	SE_ACC_COMP	Schools with access to computers for pedagogical purposes, by education level (%)	2019.Q1.G.03	234	Faroe Islands	154	Northern Europe	Country	FRO	0	-7.122044325	62.21228119	LOWSEC	Lower secondary																																																																																									
4	4.a	4.a.1	SE_ACC_COMP	Schools with access to computers for pedagogical purposes, by education level (%)	2019.Q1.G.03	238	Falkland Islands (Malvinas)	005	South America	Country	FLK	0	-58.75246778	-51.74562601	UPPSEC	Upper secondary																																																																																									
4	4.a	4.a.1	SE_ACC_COMP	Schools with access to computers for pedagogical purposes, by education level (%)	2019.Q1.G.03	238	Falkland Islands (Malvinas)	005	South America	Country	FLK	0	-58.75246778	-51.74562601	PRIMAR	Primary																																																																																									
4	4.a	4.a.1	SE_ACC_COMP	Schools with access to computers for pedagogical purposes, by education level (%)	2019.Q1.G.03	238	Falkland Islands (Malvinas)	005	South America	Country	FLK	0	-58.75246778	-51.74562601	LOWSEC	Lower secondary																																																																																									
4	4.a	4.a.1	SE_ACC_COMP	Schools with access to computers for pedagogical purposes, by education level (%)	2019.Q1.G.03	239	South Georgia and the South Sandwich Islands	005	South America	Country	SGS	0	-36.90662765	-54.20736749	UPPSEC	Upper secondary																																																																																									
4	4.a	4.a.1	SE_ACC_COMP	Schools with access to computers for pedagogical purposes, by education level (%)	2019.Q1.G.03	239	South Georgia and the South Sandwich Islands	005	South America	Country	SGS	0	-36.90662765	-54.20736749	PRIMAR	Primary																																																																																									
4	4.a	4.a.1	SE_ACC_COMP	Schools with access to computers for pedagogical purposes, by education level (%)	2019.Q1.G.03	239	South Georgia and the South Sandwich Islands	005	South America	Country	SGS	0	-36.90662765	-54.20736749	LOWSEC	Lower secondary																																																																																									
4	4.a	4.a.1	SE_ACC_COMP	Schools with access to computers for pedagogical purposes, by education level (%)	2019.Q1.G.03	242	Fiji	054	Melanesia	Country	FJI	1	177.9660884	-17.83301566	UPPSEC	Upper secondary																																																																																									
4	4.a	4.a.1	SE_ACC_COMP	Schools with access to computers for pedagogical purposes, by education level (%)	2019.Q1.G.03	242	Fiji	054	Melanesia	Country	FJI	1	177.9660884	-17.83301566	PRIMAR	Primary																																																																																									
4	4.a	4.a.1	SE_ACC_COMP	Schools with access to computers for pedagogical purposes, by education level (%)	2019.Q1.G.03	242	Fiji	054	Melanesia	Country	FJI	1	177.9660884	-17.83301566	LOWSEC	Lower secondary																																																																																									
4	4.a	4.a.1	SE_ACC_COMP	Schools with access to computers for pedagogical purposes, by education level (%)	2019.Q1.G.03	246	Finland	154	Northern Europe	Country	FIN	1	23.308447	61.91586738	UPPSEC	Upper secondary	PERCENT	Percentage			G	Global		[2000-2017]: UIS		C : Country data	100.0	False	100	C : Country data	100.0	False	100	C : Country data	100.0	False	100	C : Country data	100.0	False	100	C : Country data	100.0	False	100	C : Country data	100.0	False	100	C : Country data	100.0	False	100	C : Country data	100.0	False	100	C : Country data	100.0	False	100	C : Country data	100.0	False	100	C : Country data	100.0	False	100	C : Country data	100.0	False	100	C : Country data	100.0	False	100	C : Country data	100.0	False	100	C : Country data	100.0	False	100	C : Country data	100.0	False	100	C : Country data	100.0	False	100	C : Country data	100.0	False	100					100.0	False	100	2017
4	4.a	4.a.1	SE_ACC_COMP	Schools with access to computers for pedagogical purposes, by education level (%)	2019.Q1.G.03	246	Finland	154	Northern Europe	Country	FIN	1	23.308447	61.91586738	PRIMAR	Primary	PERCENT	Percentage			G	Global		[2000-2017]: UIS		C : Country data	100.0	False	100	C : Country data	100.0	False	100	C : Country data	100.0	False	100	C : Country data	100.0	False	100	C : Country data	100.0	False	100	C : Country data	100.0	False	100	C : Country data	100.0	False	100	C : Country data	100.0	False	100	C : Country data	100.0	False	100	C : Country data	100.0	False	100	C : Country data	100.0	False	100	C : Country data	100.0	False	100	C : Country data	100.0	False	100	C : Country data	100.0	False	100	C : Country data	100.0	False	100	C : Country data	100.0	False	100	C : Country data	100.0	False	100	C : Country data	100.0	False	100					100.0	False	100	2017
4	4.a	4.a.1	SE_ACC_COMP	Schools with access to computers for pedagogical purposes, by education level (%)	2019.Q1.G.03	246	Finland	154	Northern Europe	Country	FIN	1	23.308447	61.91586738	LOWSEC	Lower secondary	PERCENT	Percentage			G	Global		[2000-2017]: UIS		C : Country data	100.0	False	100	C : Country data	100.0	False	100	C : Country data	100.0	False	100	C : Country data	100.0	False	100	C : Country data	100.0	False	100	C : Country data	100.0	False	100	C : Country data	100.0	False	100	C : Country data	100.0	False	100	C : Country data	100.0	False	100	C : Country data	100.0	False	100	C : Country data	100.0	False	100	C : Country data	100.0	False	100	C : Country data	100.0	False	100	C : Country data	100.0	False	100	C : Country data	100.0	False	100	C : Country data	100.0	False	100	C : Country data	100.0	False	100	C : Country data	100.0	False	100					100.0	False	100	2017
4	4.a	4.a.1	SE_ACC_COMP	Schools with access to computers for pedagogical purposes, by education level (%)	2019.Q1.G.03	248	Åland Islands	154	Northern Europe	Country	ALA	0	19.80945969	60.1544901	UPPSEC	Upper secondary																																																																																									
4	4.a	4.a.1	SE_ACC_COMP	Schools with access to computers for pedagogical purposes, by education level (%)	2019.Q1.G.03	248	Åland Islands	154	Northern Europe	Country	ALA	0	19.80945969	60.1544901	PRIMAR	Primary																																																																																									
4	4.a	4.a.1	SE_ACC_COMP	Schools with access to computers for pedagogical purposes, by education level (%)	2019.Q1.G.03	248	Åland Islands	154	Northern Europe	Country	ALA	0	19.80945969	60.1544901	LOWSEC	Lower secondary																																																																																									
4	4.a	4.a.1	SE_ACC_COMP	Schools with access to computers for pedagogical purposes, by education level (%)	2019.Q1.G.03	250	France	155	Western Europe	Country	FRA	1	2.457288129	46.62660861	UPPSEC	Upper secondary	PERCENT	Percentage			G	Global		[2005,2015-2016]: UIS																						C : Country data	100.0	False	100																																					C : Country data	100.0	False	100	C : Country data	100.0	False	100									100.0	False	100	2016
4	4.a	4.a.1	SE_ACC_COMP	Schools with access to computers for pedagogical purposes, by education level (%)	2019.Q1.G.03	250	France	155	Western Europe	Country	FRA	1	2.457288129	46.62660861	PRIMAR	Primary	PERCENT	Percentage			G	Global		[2005,2015-2016]: UIS																						C : Country data	96.0	False	96																																					C : Country data	99.0	False	99	C : Country data	99.0	False	99									99.0	False	99	2016
4	4.a	4.a.1	SE_ACC_COMP	Schools with access to computers for pedagogical purposes, by education level (%)	2019.Q1.G.03	250	France	155	Western Europe	Country	FRA	1	2.457288129	46.62660861	LOWSEC	Lower secondary	PERCENT	Percentage			G	Global		[2005,2015-2016]: UIS																						C : Country data	100.0	False	100																																					C : Country data	100.0	False	100	C : Country data	100.0	False	100									100.0	False	100	2016
4	4.a	4.a.1	SE_ACC_COMP	Schools with access to computers for pedagogical purposes, by education level (%)	2019.Q1.G.03	254	French Guiana	005	South America	Country	GUF	0	-53.23619089	3.922673437	UPPSEC	Upper secondary																																																																																									
4	4.a	4.a.1	SE_ACC_COMP	Schools with access to computers for pedagogical purposes, by education level (%)	2019.Q1.G.03	254	French Guiana	005	South America	Country	GUF	0	-53.23619089	3.922673437	PRIMAR	Primary																																																																																									
4	4.a	4.a.1	SE_ACC_COMP	Schools with access to computers for pedagogical purposes, by education level (%)	2019.Q1.G.03	254	French Guiana	005	South America	Country	GUF	0	-53.23619089	3.922673437	LOWSEC	Lower secondary																																																																																									
4	4.a	4.a.1	SE_ACC_COMP	Schools with access to computers for pedagogical purposes, by education level (%)	2019.Q1.G.03	258	French Polynesia	061	Polynesia	Country	PYF	0	-149.4052367	-17.67709294	UPPSEC	Upper secondary																																																																																									
4	4.a	4.a.1	SE_ACC_COMP	Schools with access to computers for pedagogical purposes, by education level (%)	2019.Q1.G.03	258	French Polynesia	061	Polynesia	Country	PYF	0	-149.4052367	-17.67709294	PRIMAR	Primary																																																																																									
4	4.a	4.a.1	SE_ACC_COMP	Schools with access to computers for pedagogical purposes, by education level (%)	2019.Q1.G.03	258	French Polynesia	061	Polynesia	Country	PYF	0	-149.4052367	-17.67709294	LOWSEC	Lower secondary																																																																																									
4	4.a	4.a.1	SE_ACC_COMP	Schools with access to computers for pedagogical purposes, by education level (%)	2019.Q1.G.03	260	French Southern Territories	014	Eastern Africa	Country	ATF	0	69.64849091	-49.6068576	UPPSEC	Upper secondary																																																																																									
4	4.a	4.a.1	SE_ACC_COMP	Schools with access to computers for pedagogical purposes, by education level (%)	2019.Q1.G.03	260	French Southern Territories	014	Eastern Africa	Country	ATF	0	69.64849091	-49.6068576	PRIMAR	Primary																																																																																									
4	4.a	4.a.1	SE_ACC_COMP	Schools with access to computers for pedagogical purposes, by education level (%)	2019.Q1.G.03	260	French Southern Territories	014	Eastern Africa	Country	ATF	0	69.64849091	-49.6068576	LOWSEC	Lower secondary																																																																																									
4	4.a	4.a.1	SE_ACC_COMP	Schools with access to computers for pedagogical purposes, by education level (%)	2019.Q1.G.03	262	Djibouti	014	Eastern Africa	Country	DJI	1	42.18274707	11.56004161	UPPSEC	Upper secondary																																																																																									
4	4.a	4.a.1	SE_ACC_COMP	Schools with access to computers for pedagogical purposes, by education level (%)	2019.Q1.G.03	262	Djibouti	014	Eastern Africa	Country	DJI	1	42.18274707	11.56004161	PRIMAR	Primary																																																																																									
4	4.a	4.a.1	SE_ACC_COMP	Schools with access to computers for pedagogical purposes, by education level (%)	2019.Q1.G.03	262	Djibouti	014	Eastern Africa	Country	DJI	1	42.18274707	11.56004161	LOWSEC	Lower secondary																																																																																									
4	4.a	4.a.1	SE_ACC_COMP	Schools with access to computers for pedagogical purposes, by education level (%)	2019.Q1.G.03	266	Gabon	017	Middle Africa	Country	GAB	1	11.78727747	-0.60687619	UPPSEC	Upper secondary																																																																																									
4	4.a	4.a.1	SE_ACC_COMP	Schools with access to computers for pedagogical purposes, by education level (%)	2019.Q1.G.03	266	Gabon	017	Middle Africa	Country	GAB	1	11.78727747	-0.60687619	PRIMAR	Primary																																																																																									
4	4.a	4.a.1	SE_ACC_COMP	Schools with access to computers for pedagogical purposes, by education level (%)	2019.Q1.G.03	266	Gabon	017	Middle Africa	Country	GAB	1	11.78727747	-0.60687619	LOWSEC	Lower secondary																																																																																									
4	4.a	4.a.1	SE_ACC_COMP	Schools with access to computers for pedagogical purposes, by education level (%)	2019.Q1.G.03	268	Georgia	145	Western Asia	Country	GEO	1	43.3713615	42.04813028	UPPSEC	Upper secondary	PERCENT	Percentage			G	Global		[2016-2017]: UIS																																																																		C : Country data	100.0	False	100	C : Country data	100.0	False	100					100.0	False	100	2017
4	4.a	4.a.1	SE_ACC_COMP	Schools with access to computers for pedagogical purposes, by education level (%)	2019.Q1.G.03	268	Georgia	145	Western Asia	Country	GEO	1	43.3713615	42.04813028	PRIMAR	Primary	PERCENT	Percentage			G	Global		[2016-2017]: UIS																																																																		C : Country data	100.0	False	100	C : Country data	99.74026	False	99.74026					99.74026	False	99.74026	2017
4	4.a	4.a.1	SE_ACC_COMP	Schools with access to computers for pedagogical purposes, by education level (%)	2019.Q1.G.03	268	Georgia	145	Western Asia	Country	GEO	1	43.3713615	42.04813028	LOWSEC	Lower secondary	PERCENT	Percentage			G	Global		[2016-2017]: UIS																																																																		C : Country data	100.0	False	100	C : Country data	100.0	False	100					100.0	False	100	2017
4	4.a	4.a.1	SE_ACC_COMP	Schools with access to computers for pedagogical purposes, by education level (%)	2019.Q1.G.03	270	Gambia	011	Western Africa	Country	GMB	1	-15.39944785	13.45295927	UPPSEC	Upper secondary	PERCENT	Percentage			G	Global		[2017]: UIS																																																																						C : Country data	100.0	False	100					100.0	False	100	2017
4	4.a	4.a.1	SE_ACC_COMP	Schools with access to computers for pedagogical purposes, by education level (%)	2019.Q1.G.03	270	Gambia	011	Western Africa	Country	GMB	1	-15.39944785	13.45295927	PRIMAR	Primary	PERCENT	Percentage			G	Global		[2017]: UIS																																																																						C : Country data	100.0	False	100					100.0	False	100	2017
4	4.a	4.a.1	SE_ACC_COMP	Schools with access to computers for pedagogical purposes, by education level (%)	2019.Q1.G.03	270	Gambia	011	Western Africa	Country	GMB	1	-15.39944785	13.45295927	LOWSEC	Lower secondary	PERCENT	Percentage			G	Global		[2017]: UIS																																																																						C : Country data	99.74937	False	99.74937					99.74937	False	99.74937	2017
4	4.a	4.a.1	SE_ACC_COMP	Schools with access to computers for pedagogical purposes, by education level (%)	2019.Q1.G.03	275	State of Palestine	145	Western Asia	Country	PSE	0	35.25694122	31.94347933	UPPSEC	Upper secondary	PERCENT	Percentage			G	Global		[2016-2017]: UIS																																																																		C : Country data	96.25	False	96.25	C : Country data	96.80083	False	96.80083					96.80083	False	96.80083	2017
4	4.a	4.a.1	SE_ACC_COMP	Schools with access to computers for pedagogical purposes, by education level (%)	2019.Q1.G.03	275	State of Palestine	145	Western Asia	Country	PSE	0	35.25694122	31.94347933	PRIMAR	Primary	PERCENT	Percentage			G	Global		[2016-2017]: UIS																																																																		C : Country data	73.1377	False	73.1377	C : Country data	76.40919	False	76.40919					76.40919	False	76.40919	2017
4	4.a	4.a.1	SE_ACC_COMP	Schools with access to computers for pedagogical purposes, by education level (%)	2019.Q1.G.03	275	State of Palestine	145	Western Asia	Country	PSE	0	35.25694122	31.94347933	LOWSEC	Lower secondary	PERCENT	Percentage			G	Global		[2016-2017]: UIS																																																																		C : Country data	89.14626	False	89.14626	C : Country data	92.21122	False	92.21122					92.21122	False	92.21122	2017
