goal	target	indicator	seriesCode	seriesDesc	release	geoAreaCode	geoAreaName	parentCode	parentName	type	ISO3	UN_Member	X	Y	unitsCode	unitsDesc	unitmultiplierCode	unitmultiplierDesc	reportingTypeCode	reportingTypeDesc	footnotes	sources	timeDetails	nature_2005	value_numeric_part_2005	value_is_censored_2005	value_detail_2005	nature_2006	value_numeric_part_2006	value_is_censored_2006	value_detail_2006	nature_2007	value_numeric_part_2007	value_is_censored_2007	value_detail_2007	nature_2008	value_numeric_part_2008	value_is_censored_2008	value_detail_2008	nature_2009	value_numeric_part_2009	value_is_censored_2009	value_detail_2009	nature_2010	value_numeric_part_2010	value_is_censored_2010	value_detail_2010	nature_2011	value_numeric_part_2011	value_is_censored_2011	value_detail_2011	nature_2012	value_numeric_part_2012	value_is_censored_2012	value_detail_2012	nature_2013	value_numeric_part_2013	value_is_censored_2013	value_detail_2013	nature_2014	value_numeric_part_2014	value_is_censored_2014	value_detail_2014	nature_2015	value_numeric_part_2015	value_is_censored_2015	value_detail_2015	nature_2016	value_numeric_part_2016	value_is_censored_2016	value_detail_2016	value_numeric_part_latest	value_is_censored_latest	value_detail_latest	latest_year
6	6.6	6.6.1	EN_WBE_PMNR	Water body extent (permanent) (square kilometres)	2019.Q1.G.03	004	Afghanistan	034	Southern Asia	Country	AFG	1	66.02688198	33.83160199	KM2	Square kilometers			G	Global		[2005-2016]: Global Surface Water Explorer extraction for UN Environment		E : Estimated data	887.69532	False	887.69532	E : Estimated data	755.24966	False	755.24966	E : Estimated data	687.54735	False	687.54735	E : Estimated data	706.40686	False	706.40686	E : Estimated data	681.35802	False	681.35802	E : Estimated data	671.97246	False	671.97246	E : Estimated data	642.36278	False	642.36278	E : Estimated data	646.41	False	646.41	E : Estimated data	588.47048	False	588.47048	E : Estimated data	597.28521	False	597.28521	E : Estimated data	604.71016	False	604.71016	E : Estimated data	579.44444	False	579.44444	579.44444	False	579.44444	2016
6	6.6	6.6.1	EN_WBE_PMNR	Water body extent (permanent) (square kilometres)	2019.Q1.G.03	008	Albania	039	Southern Europe	Country	ALB	1	20.06660928	41.13897007	KM2	Square kilometers			G	Global		[2005-2016]: Global Surface Water Explorer extraction for UN Environment		E : Estimated data	505.19939	False	505.19939	E : Estimated data	507.12844	False	507.12844	E : Estimated data	509.3816	False	509.3816	E : Estimated data	507.02465	False	507.02465	E : Estimated data	505.52278	False	505.52278	E : Estimated data	504.92878	False	504.92878	E : Estimated data	504.88179	False	504.88179	E : Estimated data	504.50267	False	504.50267	E : Estimated data	508.92347	False	508.92347	E : Estimated data	514.94907	False	514.94907	E : Estimated data	518.23221	False	518.23221	E : Estimated data	518.49997	False	518.49997	518.49997	False	518.49997	2016
6	6.6	6.6.1	EN_WBE_PMNR	Water body extent (permanent) (square kilometres)	2019.Q1.G.03	010	Antarctica	001	World	Country	ATA	0	21.47585697	-80.40897662																																																													
6	6.6	6.6.1	EN_WBE_PMNR	Water body extent (permanent) (square kilometres)	2019.Q1.G.03	012	Algeria	015	Northern Africa	Country	DZA	1	2.678164227	28.15940032	KM2	Square kilometers			G	Global		[2005-2016]: Global Surface Water Explorer extraction for UN Environment		E : Estimated data	224.91037	False	224.91037	E : Estimated data	237.03843	False	237.03843	E : Estimated data	249.57735	False	249.57735	E : Estimated data	267.87531	False	267.87531	E : Estimated data	276.46575	False	276.46575	E : Estimated data	331.0749	False	331.0749	E : Estimated data	383.1408	False	383.1408	E : Estimated data	408.82088	False	408.82088	E : Estimated data	427.94956	False	427.94956	E : Estimated data	450.0968	False	450.0968	E : Estimated data	416.28646	False	416.28646	E : Estimated data	421.76511	False	421.76511	421.76511	False	421.76511	2016
6	6.6	6.6.1	EN_WBE_PMNR	Water body extent (permanent) (square kilometres)	2019.Q1.G.03	016	American Samoa	061	Polynesia	Country	ASM	0	-170.7187269	-14.30587306	KM2	Square kilometers			G	Global		[2005-2016]: Global Surface Water Explorer extraction for UN Environment		E : Estimated data	0.68902	False	0.68902	E : Estimated data	0.67879	False	0.67879	E : Estimated data	0.67424	False	0.67424	E : Estimated data	0.61682	False	0.61682	E : Estimated data	0.59117	False	0.59117	E : Estimated data	0.54643	False	0.54643	E : Estimated data	0.5441	False	0.5441	E : Estimated data	0.5334	False	0.5334	E : Estimated data	0.58195	False	0.58195	E : Estimated data	0.59287	False	0.59287	E : Estimated data	0.65449	False	0.65449	E : Estimated data	0.67679	False	0.67679	0.67679	False	0.67679	2016
6	6.6	6.6.1	EN_WBE_PMNR	Water body extent (permanent) (square kilometres)	2019.Q1.G.03	020	Andorra	039	Southern Europe	Country	AND	1	1.576257417	42.54548611	KM2	Square kilometers			G	Global		[2005-2016]: Global Surface Water Explorer extraction for UN Environment		E : Estimated data	0.61988	False	0.61988	E : Estimated data	0.61924	False	0.61924	E : Estimated data	0.60864	False	0.60864	E : Estimated data	0.61245	False	0.61245	E : Estimated data	0.61019	False	0.61019	E : Estimated data	0.63788	False	0.63788	E : Estimated data	0.64379	False	0.64379	E : Estimated data	0.65405	False	0.65405	E : Estimated data	0.64109	False	0.64109	E : Estimated data	0.62566	False	0.62566	E : Estimated data	0.61844	False	0.61844	E : Estimated data	0.61514	False	0.61514	0.61514	False	0.61514	2016
6	6.6	6.6.1	EN_WBE_PMNR	Water body extent (permanent) (square kilometres)	2019.Q1.G.03	024	Angola	017	Middle Africa	Country	AGO	1	17.57817062	-12.33724746	KM2	Square kilometers			G	Global		[2005-2016]: Global Surface Water Explorer extraction for UN Environment		E : Estimated data	871.23912	False	871.23912	E : Estimated data	879.27781	False	879.27781	E : Estimated data	895.01931	False	895.01931	E : Estimated data	907.71698	False	907.71698	E : Estimated data	908.78643	False	908.78643	E : Estimated data	910.28201	False	910.28201	E : Estimated data	922.15362	False	922.15362	E : Estimated data	919.88874	False	919.88874	E : Estimated data	915.52112	False	915.52112	E : Estimated data	912.13886	False	912.13886	E : Estimated data	911.11803	False	911.11803	E : Estimated data	897.76571	False	897.76571	897.76571	False	897.76571	2016
6	6.6	6.6.1	EN_WBE_PMNR	Water body extent (permanent) (square kilometres)	2019.Q1.G.03	028	Antigua and Barbuda	029	Caribbean	Country	ATG	1	-61.7999755	17.07761471	KM2	Square kilometers			G	Global		[2005-2016]: Global Surface Water Explorer extraction for UN Environment		E : Estimated data	34.11038	False	34.11038	E : Estimated data	34.21837	False	34.21837	E : Estimated data	34.36096	False	34.36096	E : Estimated data	34.42251	False	34.42251	E : Estimated data	34.47758	False	34.47758	E : Estimated data	34.41901	False	34.41901	E : Estimated data	34.35584	False	34.35584	E : Estimated data	34.27591	False	34.27591	E : Estimated data	34.2451	False	34.2451	E : Estimated data	33.97768	False	33.97768	E : Estimated data	33.79235	False	33.79235	E : Estimated data	33.52453	False	33.52453	33.52453	False	33.52453	2016
6	6.6	6.6.1	EN_WBE_PMNR	Water body extent (permanent) (square kilometres)	2019.Q1.G.03	031	Azerbaijan	145	Western Asia	Country	AZE	1	50.01064725	40.39229544	KM2	Square kilometers			G	Global		[2005-2016]: Global Surface Water Explorer extraction for UN Environment		E : Estimated data	67666.78764	False	67666.78764	E : Estimated data	67501.34112	False	67501.34112	E : Estimated data	68039.53331	False	68039.53331	E : Estimated data	68423.29239	False	68423.29239	E : Estimated data	69098.13116	False	69098.13116	E : Estimated data	69146.1023	False	69146.1023	E : Estimated data	69291.24584	False	69291.24584	E : Estimated data	69180.33542	False	69180.33542	E : Estimated data	69170.53994	False	69170.53994	E : Estimated data	69663.01668	False	69663.01668	E : Estimated data	70290.70954	False	70290.70954	E : Estimated data	70817.13705	False	70817.13705	70817.13705	False	70817.13705	2016
6	6.6	6.6.1	EN_WBE_PMNR	Water body extent (permanent) (square kilometres)	2019.Q1.G.03	032	Argentina	005	South America	Country	ARG	1	-65.14563274	-35.19446255	KM2	Square kilometers			G	Global		[2005-2016]: Global Surface Water Explorer extraction for UN Environment		E : Estimated data	33750.23342	False	33750.23342	E : Estimated data	33926.14241	False	33926.14241	E : Estimated data	33339.76568	False	33339.76568	E : Estimated data	32458.57415	False	32458.57415	E : Estimated data	31366.35571	False	31366.35571	E : Estimated data	30164.07953	False	30164.07953	E : Estimated data	29433.99626	False	29433.99626	E : Estimated data	28699.98904	False	28699.98904	E : Estimated data	27926.56524	False	27926.56524	E : Estimated data	27433.32464	False	27433.32464	E : Estimated data	27563.01362	False	27563.01362	E : Estimated data	27848.65713	False	27848.65713	27848.65713	False	27848.65713	2016
6	6.6	6.6.1	EN_WBE_PMNR	Water body extent (permanent) (square kilometres)	2019.Q1.G.03	036	Australia	053	Australia and New Zealand	Country	AUS	1	134.3499412	-25.57717202	KM2	Square kilometers			G	Global		[2005-2016]: Global Surface Water Explorer extraction for UN Environment		E : Estimated data	13573.49061	False	13573.49061	E : Estimated data	13046.90538	False	13046.90538	E : Estimated data	12431.71381	False	12431.71381	E : Estimated data	12228.55478	False	12228.55478	E : Estimated data	12303.25523	False	12303.25523	E : Estimated data	12166.50665	False	12166.50665	E : Estimated data	12260.72379	False	12260.72379	E : Estimated data	13192.07075	False	13192.07075	E : Estimated data	14023.84221	False	14023.84221	E : Estimated data	14304.19282	False	14304.19282	E : Estimated data	14527.95987	False	14527.95987	E : Estimated data	14505.3628	False	14505.3628	14505.3628	False	14505.3628	2016
6	6.6	6.6.1	EN_WBE_PMNR	Water body extent (permanent) (square kilometres)	2019.Q1.G.03	040	Austria	155	Western Europe	Country	AUT	1	14.14172472	47.58704857	KM2	Square kilometers			G	Global		[2005-2016]: Global Surface Water Explorer extraction for UN Environment		E : Estimated data	629.341	False	629.341	E : Estimated data	630.63928	False	630.63928	E : Estimated data	631.76349	False	631.76349	E : Estimated data	630.15536	False	630.15536	E : Estimated data	628.56143	False	628.56143	E : Estimated data	628.49887	False	628.49887	E : Estimated data	628.95534	False	628.95534	E : Estimated data	627.75951	False	627.75951	E : Estimated data	628.54227	False	628.54227	E : Estimated data	632.70302	False	632.70302	E : Estimated data	633.50546	False	633.50546	E : Estimated data	633.21074	False	633.21074	633.21074	False	633.21074	2016
6	6.6	6.6.1	EN_WBE_PMNR	Water body extent (permanent) (square kilometres)	2019.Q1.G.03	044	Bahamas	029	Caribbean	Country	BHS	1	-78.05111663	24.69546597	KM2	Square kilometers			G	Global		[2005-2016]: Global Surface Water Explorer extraction for UN Environment		E : Estimated data	992.05397	False	992.05397	E : Estimated data	995.21383	False	995.21383	E : Estimated data	1002.85941	False	1002.85941	E : Estimated data	1008.26501	False	1008.26501	E : Estimated data	997.64613	False	997.64613	E : Estimated data	998.72885	False	998.72885	E : Estimated data	999.41603	False	999.41603	E : Estimated data	993.77379	False	993.77379	E : Estimated data	1011.62514	False	1011.62514	E : Estimated data	1018.25936	False	1018.25936	E : Estimated data	1045.26012	False	1045.26012	E : Estimated data	1072.4225	False	1072.4225	1072.4225	False	1072.4225	2016
6	6.6	6.6.1	EN_WBE_PMNR	Water body extent (permanent) (square kilometres)	2019.Q1.G.03	048	Bahrain	145	Western Asia	Country	BHR	1	50.5490754	26.04407747	KM2	Square kilometers			G	Global		[2005-2016]: Global Surface Water Explorer extraction for UN Environment		E : Estimated data	54.95642	False	54.95642	E : Estimated data	54.6381	False	54.6381	E : Estimated data	54.93601	False	54.93601	E : Estimated data	55.40455	False	55.40455	E : Estimated data	54.27772	False	54.27772	E : Estimated data	53.53308	False	53.53308	E : Estimated data	52.95059	False	52.95059	E : Estimated data	52.7877	False	52.7877	E : Estimated data	52.05227	False	52.05227	E : Estimated data	51.93473	False	51.93473	E : Estimated data	52.16977	False	52.16977	E : Estimated data	52.38235	False	52.38235	52.38235	False	52.38235	2016
