goal	target	indicator	seriesCode	seriesDesc	release	geoAreaCode	geoAreaName	parentCode	parentName	type	ISO3	UN_Member	X	Y	unitsCode	unitsDesc	unitmultiplierCode	unitmultiplierDesc	reportingTypeCode	reportingTypeDesc	footnotes	sources	timeDetails	nature_2015	value_numeric_part_2015	value_is_censored_2015	value_detail_2015	value_numeric_part_latest	value_is_censored_latest	value_detail_latest	latest_year
15	15.1	15.1.1	AG_LND_TOTL	Land area (thousands of hectares)	2019.Q1.G.03	040	Austria	155	Western Europe	Country	AUT	1	14.14172472	47.58704857	HA_TH	Thousands of hectares			G	Global		[2015]: FAOSTAT		E : Estimated data	8252.3	False	8252.3	8252.3	False	8252.3	2015
15	15.1	15.1.1	AG_LND_TOTL	Land area (thousands of hectares)	2019.Q1.G.03	044	Bahamas	029	Caribbean	Country	BHS	1	-78.05111663	24.69546597	HA_TH	Thousands of hectares			G	Global		[2015]: FAOSTAT		E : Estimated data	1001.0	False	1001	1001.0	False	1001	2015
15	15.1	15.1.1	AG_LND_TOTL	Land area (thousands of hectares)	2019.Q1.G.03	048	Bahrain	145	Western Asia	Country	BHR	1	50.5490754	26.04407747	HA_TH	Thousands of hectares			G	Global		[2015]: FAOSTAT		C : Country data	77.8	False	77.8	77.8	False	77.8	2015
15	15.1	15.1.1	AG_LND_TOTL	Land area (thousands of hectares)	2019.Q1.G.03	050	Bangladesh	034	Southern Asia	Country	BGD	1	89.17660788	22.86961622	HA_TH	Thousands of hectares			G	Global		[2015]: FAOSTAT		E : Estimated data	13017.0	False	13017	13017.0	False	13017	2015
15	15.1	15.1.1	AG_LND_TOTL	Land area (thousands of hectares)	2019.Q1.G.03	051	Armenia	145	Western Asia	Country	ARM	1	44.93839317	40.29499741	HA_TH	Thousands of hectares			G	Global		[2015]: FAOSTAT		E : Estimated data	2847.0	False	2847	2847.0	False	2847	2015
15	15.1	15.1.1	AG_LND_TOTL	Land area (thousands of hectares)	2019.Q1.G.03	052	Barbados	029	Caribbean	Country	BRB	1	-59.5346489	13.13648273	HA_TH	Thousands of hectares			G	Global		[2015]: FAOSTAT		C : Country data	43.0	False	43	43.0	False	43	2015
15	15.1	15.1.1	AG_LND_TOTL	Land area (thousands of hectares)	2019.Q1.G.03	056	Belgium	155	Western Europe	Country	BEL	1	4.660976456	50.64104975	HA_TH	Thousands of hectares			G	Global		[2015]: FAOSTAT		E : Estimated data	3028.0	False	3028	3028.0	False	3028	2015
15	15.1	15.1.1	AG_LND_TOTL	Land area (thousands of hectares)	2019.Q1.G.03	060	Bermuda	021	Northern America	Country	BMU	0	-64.78155012	32.27881922	HA_TH	Thousands of hectares			G	Global		[2015]: FAOSTAT		C : Country data	5.4	False	5.4	5.4	False	5.4	2015
15	15.1	15.1.1	AG_LND_TOTL	Land area (thousands of hectares)	2019.Q1.G.03	064	Bhutan	034	Southern Asia	Country	BTN	1	90.45098484	27.39598568	HA_TH	Thousands of hectares			G	Global		[2015]: FAOSTAT		C : Country data	3811.7	False	3811.7	3811.7	False	3811.7	2015
15	15.1	15.1.1	AG_LND_TOTL	Land area (thousands of hectares)	2019.Q1.G.03	068	Bolivia (Plurinational State of)	005	South America	Country	BOL	1	-64.66224284	-16.71273412	HA_TH	Thousands of hectares			G	Global		[2015]: FAOSTAT		E : Estimated data	108330.0	False	108330	108330.0	False	108330	2015
15	15.1	15.1.1	AG_LND_TOTL	Land area (thousands of hectares)	2019.Q1.G.03	070	Bosnia and Herzegovina	039	Southern Europe	Country	BIH	1	17.78584332	44.16845548	HA_TH	Thousands of hectares			G	Global		[2015]: FAOSTAT		C : Country data	5120.0	False	5120	5120.0	False	5120	2015
15	15.1	15.1.1	AG_LND_TOTL	Land area (thousands of hectares)	2019.Q1.G.03	072	Botswana	018	Southern Africa	Country	BWA	1	23.81380223	-22.18810073	HA_TH	Thousands of hectares			G	Global		[2015]: FAOSTAT		E : Estimated data	56673.0	False	56673	56673.0	False	56673	2015
15	15.1	15.1.1	AG_LND_TOTL	Land area (thousands of hectares)	2019.Q1.G.03	074	Bouvet Island	005	South America	Country	BVT	0	3.410732868	-54.43295905																	
15	15.1	15.1.1	AG_LND_TOTL	Land area (thousands of hectares)	2019.Q1.G.03	076	Brazil	005	South America	Country	BRA	1	-53.08432878	-10.77668561	HA_TH	Thousands of hectares			G	Global		[2015]: FAOSTAT		E : Estimated data	835814.0	False	835814	835814.0	False	835814	2015
15	15.1	15.1.1	AG_LND_TOTL	Land area (thousands of hectares)	2019.Q1.G.03	084	Belize	013	Central America	Country	BLZ	1	-88.70199554	17.19965901	HA_TH	Thousands of hectares			G	Global		[2015]: FAOSTAT		E : Estimated data	2281.0	False	2281	2281.0	False	2281	2015
15	15.1	15.1.1	AG_LND_TOTL	Land area (thousands of hectares)	2019.Q1.G.03	086	British Indian Ocean Territory	014	Eastern Africa	Country	IOT	0	72.38715553	-7.299281071	HA_TH	Thousands of hectares			G	Global		[2015]: Not in FAOSTAT. Data from national Website.		E : Estimated data	6.0	False	6	6.0	False	6	2015
15	15.1	15.1.1	AG_LND_TOTL	Land area (thousands of hectares)	2019.Q1.G.03	090	Solomon Islands	054	Melanesia	Country	SLB	1	160.1584117	-9.622391719	HA_TH	Thousands of hectares			G	Global		[2015]: FAOSTAT		E : Estimated data	2799.0	False	2799	2799.0	False	2799	2015
15	15.1	15.1.1	AG_LND_TOTL	Land area (thousands of hectares)	2019.Q1.G.03	092	British Virgin Islands	029	Caribbean	Country	VGB	0	-64.63294223	18.42256578	HA_TH	Thousands of hectares			G	Global		[2015]: FAOSTAT		C : Country data	15.0	False	15	15.0	False	15	2015
15	15.1	15.1.1	AG_LND_TOTL	Land area (thousands of hectares)	2019.Q1.G.03	096	Brunei Darussalam	035	South-Eastern Asia	Country	BRN	1	114.6288563	4.49736984	HA_TH	Thousands of hectares			G	Global		[2015]: FAOSTAT		E : Estimated data	527.0	False	527	527.0	False	527	2015
15	15.1	15.1.1	AG_LND_TOTL	Land area (thousands of hectares)	2019.Q1.G.03	100	Bulgaria	151	Eastern Europe	Country	BGR	1	25.23763153	42.75731323	HA_TH	Thousands of hectares			G	Global		[2015]: FAOSTAT		E : Estimated data	10856.0	False	10856	10856.0	False	10856	2015
15	15.1	15.1.1	AG_LND_TOTL	Land area (thousands of hectares)	2019.Q1.G.03	104	Myanmar	035	South-Eastern Asia	Country	MMR	1	96.51752295	21.19332882	HA_TH	Thousands of hectares			G	Global		[2015]: FAOSTAT		E : Estimated data	65308.0	False	65308	65308.0	False	65308	2015
15	15.1	15.1.1	AG_LND_TOTL	Land area (thousands of hectares)	2019.Q1.G.03	108	Burundi	014	Eastern Africa	Country	BDI	1	29.89080992	-3.366387428	HA_TH	Thousands of hectares			G	Global		[2015]: FAOSTAT		E : Estimated data	2568.0	False	2568	2568.0	False	2568	2015
15	15.1	15.1.1	AG_LND_TOTL	Land area (thousands of hectares)	2019.Q1.G.03	112	Belarus	151	Eastern Europe	Country	BLR	1	28.04940161	53.54193075	HA_TH	Thousands of hectares			G	Global		[2015]: FAOSTAT		C : Country data	20297.8	False	20297.8	20297.8	False	20297.8	2015
15	15.1	15.1.1	AG_LND_TOTL	Land area (thousands of hectares)	2019.Q1.G.03	116	Cambodia	035	South-Eastern Asia	Country	KHM	1	104.922836	12.71163737	HA_TH	Thousands of hectares			G	Global		[2015]: FAOSTAT		E : Estimated data	17652.0	False	17652	17652.0	False	17652	2015
15	15.1	15.1.1	AG_LND_TOTL	Land area (thousands of hectares)	2019.Q1.G.03	120	Cameroon	017	Middle Africa	Country	CMR	1	12.7419827	5.692387031	HA_TH	Thousands of hectares			G	Global		[2015]: FAOSTAT		E : Estimated data	47271.0	False	47271	47271.0	False	47271	2015
15	15.1	15.1.1	AG_LND_TOTL	Land area (thousands of hectares)	2019.Q1.G.03	124	Canada	021	Northern America	Country	CAN	1	-101.6575058	57.72360191	HA_TH	Thousands of hectares			G	Global		[2015]: FAOSTAT		C : Country data	909351.0	False	909351	909351.0	False	909351	2015
15	15.1	15.1.1	AG_LND_TOTL	Land area (thousands of hectares)	2019.Q1.G.03	132	Cabo Verde	011	Western Africa	Country	CPV	1	-23.63544151	15.07791834	HA_TH	Thousands of hectares			G	Global		[2015]: FAOSTAT		C : Country data	403.0	False	403	403.0	False	403	2015
15	15.1	15.1.1	AG_LND_TOTL	Land area (thousands of hectares)	2019.Q1.G.03	136	Cayman Islands	029	Caribbean	Country	CYM	0	-81.16740559	19.32266656	HA_TH	Thousands of hectares			G	Global		[2015]: FAOSTAT		C : Country data	24.0	False	24	24.0	False	24	2015
15	15.1	15.1.1	AG_LND_TOTL	Land area (thousands of hectares)	2019.Q1.G.03	140	Central African Republic	017	Middle Africa	Country	CAF	1	20.93559492	7.003720791	HA_TH	Thousands of hectares			G	Global		[2015]: FAOSTAT		C : Country data	62298.0	False	62298	62298.0	False	62298	2015
15	15.1	15.1.1	AG_LND_TOTL	Land area (thousands of hectares)	2019.Q1.G.03	144	Sri Lanka	034	Southern Asia	Country	LKA	1	80.70489654	7.614693343	HA_TH	Thousands of hectares			G	Global		[2015]: FAOSTAT		C : Country data	6271.0	False	6271	6271.0	False	6271	2015
15	15.1	15.1.1	AG_LND_TOTL	Land area (thousands of hectares)	2019.Q1.G.03	148	Chad	017	Middle Africa	Country	TCD	1	18.66618401	15.36279341	HA_TH	Thousands of hectares			G	Global		[2015]: FAOSTAT		E : Estimated data	125920.0	False	125920	125920.0	False	125920	2015
15	15.1	15.1.1	AG_LND_TOTL	Land area (thousands of hectares)	2019.Q1.G.03	152	Chile	005	South America	Country	CHL	1	-71.23029019	-35.2652885	HA_TH	Thousands of hectares			G	Global		[2015]: FAOSTAT		E : Estimated data	74353.2	False	74353.2	74353.2	False	74353.2	2015
15	15.1	15.1.1	AG_LND_TOTL	Land area (thousands of hectares)	2019.Q1.G.03	156	China	030	Eastern Asia	Country	CHN	1	104.1403375	32.30955217	HA_TH	Thousands of hectares			G	Global		[2015]: FAOSTAT		E : Estimated data	942470.14	False	942470.14	942470.14	False	942470.14	2015
15	15.1	15.1.1	AG_LND_TOTL	Land area (thousands of hectares)	2019.Q1.G.03	162	Christmas Island	053	Australia and New Zealand	Country	CXR	0	105.6426067	-10.4882473	HA_TH	Thousands of hectares			G	Global		[2015]: In FAOSTAT included in Australia. Data from Website.		E : Estimated data	13.5	False	13.5	13.5	False	13.5	2015
15	15.1	15.1.1	AG_LND_TOTL	Land area (thousands of hectares)	2019.Q1.G.03	166	Cocos (Keeling) Islands	053	Australia and New Zealand	Country	CCK	0	96.82633757	-12.18600682	HA_TH	Thousands of hectares			G	Global		[2015]: In FAOSTAT included in Australia. Data from Website.		E : Estimated data	1.37	False	1.37	1.37	False	1.37	2015
15	15.1	15.1.1	AG_LND_TOTL	Land area (thousands of hectares)	2019.Q1.G.03	170	Colombia	005	South America	Country	COL	1	-73.07446751	3.888209046	HA_TH	Thousands of hectares			G	Global		[2015]: FAOSTAT		C : Country data	110950.0	False	110950	110950.0	False	110950	2015
15	15.1	15.1.1	AG_LND_TOTL	Land area (thousands of hectares)	2019.Q1.G.03	174	Comoros	014	Eastern Africa	Country	COM	1	43.34234565	-11.66121732	HA_TH	Thousands of hectares			G	Global		[2015]: FAOSTAT		C : Country data	186.1	False	186.1	186.1	False	186.1	2015
15	15.1	15.1.1	AG_LND_TOTL	Land area (thousands of hectares)	2019.Q1.G.03	175	Mayotte	014	Eastern Africa	Country	MYT	0	45.14015057	-12.82217691	HA_TH	Thousands of hectares			G	Global		[2015]: FAOSTAT		C : Country data	37.4	False	37.4	37.4	False	37.4	2015
15	15.1	15.1.1	AG_LND_TOTL	Land area (thousands of hectares)	2019.Q1.G.03	178	Congo	011	Western Africa	Country	COG	1	15.22052612	-0.840544119	HA_TH	Thousands of hectares			G	Global		[2015]: FAOSTAT		E : Estimated data	34150.0	False	34150	34150.0	False	34150	2015
15	15.1	15.1.1	AG_LND_TOTL	Land area (thousands of hectares)	2019.Q1.G.03	180	Democratic Republic of the Congo	017	Middle Africa	Country	COD	1	23.65496507	-2.877154732	HA_TH	Thousands of hectares			G	Global		[2015]: FAOSTAT		E : Estimated data	226705.0	False	226705	226705.0	False	226705	2015
15	15.1	15.1.1	AG_LND_TOTL	Land area (thousands of hectares)	2019.Q1.G.03	184	Cook Islands	061	Polynesia	Country	COK	0	-159.7711391	-21.22696458	HA_TH	Thousands of hectares			G	Global		[2015]: FAOSTAT		C : Country data	24.0	False	24	24.0	False	24	2015
15	15.1	15.1.1	AG_LND_TOTL	Land area (thousands of hectares)	2019.Q1.G.03	188	Costa Rica	013	Central America	Country	CRI	1	-84.19712782	9.970998683	HA_TH	Thousands of hectares			G	Global		[2015]: FAOSTAT		E : Estimated data	5106.0	False	5106	5106.0	False	5106	2015
15	15.1	15.1.1	AG_LND_TOTL	Land area (thousands of hectares)	2019.Q1.G.03	191	Croatia	039	Southern Europe	Country	HRV	1	17.95874553	45.45172212	HA_TH	Thousands of hectares			G	Global		[2015]: FAOSTAT		E : Estimated data	5596.0	False	5596	5596.0	False	5596	2015
15	15.1	15.1.1	AG_LND_TOTL	Land area (thousands of hectares)	2019.Q1.G.03	192	Cuba	029	Caribbean	Country	CUB	1	-79.54460144	22.10030366	HA_TH	Thousands of hectares			G	Global		[2015]: FAOSTAT		E : Estimated data	10402.0	False	10402	10402.0	False	10402	2015
15	15.1	15.1.1	AG_LND_TOTL	Land area (thousands of hectares)	2019.Q1.G.03	196	Cyprus	145	Western Asia	Country	CYP	1	33.22285964	35.05659437	HA_TH	Thousands of hectares			G	Global		[2015]: FAOSTAT		C : Country data	924.0	False	924	924.0	False	924	2015
15	15.1	15.1.1	AG_LND_TOTL	Land area (thousands of hectares)	2019.Q1.G.03	203	Czechia	151	Eastern Europe	Country	CZE	1	15.33151382	49.73913871	HA_TH	Thousands of hectares			G	Global		[2015]: FAOSTAT		C : Country data	7721.0	False	7721	7721.0	False	7721	2015
15	15.1	15.1.1	AG_LND_TOTL	Land area (thousands of hectares)	2019.Q1.G.03	204	Benin	011	Western Africa	Country	BEN	1	2.339933594	9.65401646	HA_TH	Thousands of hectares			G	Global		[2015]: FAOSTAT		E : Estimated data	11276.0	False	11276	11276.0	False	11276	2015
15	15.1	15.1.1	AG_LND_TOTL	Land area (thousands of hectares)	2019.Q1.G.03	208	Denmark	154	Northern Europe	Country	DNK	1	9.326571283	56.03829721	HA_TH	Thousands of hectares			G	Global		[2015]: FAOSTAT		E : Estimated data	4199.0	False	4199	4199.0	False	4199	2015
15	15.1	15.1.1	AG_LND_TOTL	Land area (thousands of hectares)	2019.Q1.G.03	212	Dominica	029	Caribbean	Country	DMA	1	-61.3493756	15.43391378	HA_TH	Thousands of hectares			G	Global		[2015]: FAOSTAT		C : Country data	75.0	False	75	75.0	False	75	2015
15	15.1	15.1.1	AG_LND_TOTL	Land area (thousands of hectares)	2019.Q1.G.03	214	Dominican Republic	029	Caribbean	Country	DOM	1	-70.49847576	18.89832088	HA_TH	Thousands of hectares			G	Global		[2015]: FAOSTAT		E : Estimated data	4831.0	False	4831	4831.0	False	4831	2015
15	15.1	15.1.1	AG_LND_TOTL	Land area (thousands of hectares)	2019.Q1.G.03	218	Ecuador	005	South America	Country	ECU	1	-78.37005241	-1.447785891	HA_TH	Thousands of hectares			G	Global		[2015]: FAOSTAT		E : Estimated data	24836.0	False	24836	24836.0	False	24836	2015
15	15.1	15.1.1	AG_LND_TOTL	Land area (thousands of hectares)	2019.Q1.G.03	222	El Salvador	013	Central America	Country	SLV	1	-88.86862995	13.73603564	HA_TH	Thousands of hectares			G	Global		[2015]: FAOSTAT		E : Estimated data	2072.0	False	2072	2072.0	False	2072	2015
15	15.1	15.1.1	AG_LND_TOTL	Land area (thousands of hectares)	2019.Q1.G.03	226	Equatorial Guinea	017	Middle Africa	Country	GNQ	1	10.46535826	1.565792376	HA_TH	Thousands of hectares			G	Global		[2015]: FAOSTAT		C : Country data	2805.0	False	2805	2805.0	False	2805	2015
15	15.1	15.1.1	AG_LND_TOTL	Land area (thousands of hectares)	2019.Q1.G.03	231	Ethiopia	014	Eastern Africa	Country	ETH	1	39.63505296	8.631223181	HA_TH	Thousands of hectares			G	Global		[2015]: FAOSTAT		E : Estimated data	100000.0	False	100000	100000.0	False	100000	2015
15	15.1	15.1.1	AG_LND_TOTL	Land area (thousands of hectares)	2019.Q1.G.03	232	Eritrea	014	Eastern Africa	Country	ERI	1	38.11074289	16.12894644	HA_TH	Thousands of hectares			G	Global		[2015]: FAOSTAT		E : Estimated data	10100.0	False	10100	10100.0	False	10100	2015
15	15.1	15.1.1	AG_LND_TOTL	Land area (thousands of hectares)	2019.Q1.G.03	233	Estonia	154	Northern Europe	Country	EST	1	25.84093481	58.68487172	HA_TH	Thousands of hectares			G	Global		[2015]: FAOSTAT		C : Country data	4347.0	False	4347	4347.0	False	4347	2015
15	15.1	15.1.1	AG_LND_TOTL	Land area (thousands of hectares)	2019.Q1.G.03	234	Faroe Islands	154	Northern Europe	Country	FRO	0	-7.122044325	62.21228119	HA_TH	Thousands of hectares			G	Global		[2015]: FAOSTAT		C : Country data	139.6	False	139.6	139.6	False	139.6	2015
15	15.1	15.1.1	AG_LND_TOTL	Land area (thousands of hectares)	2019.Q1.G.03	238	Falkland Islands (Malvinas)	005	South America	Country	FLK	0	-58.75246778	-51.74562601	HA_TH	Thousands of hectares			G	Global		[2015]: FAOSTAT		C : Country data	1217.0	False	1217	1217.0	False	1217	2015
15	15.1	15.1.1	AG_LND_TOTL	Land area (thousands of hectares)	2019.Q1.G.03	239	South Georgia and the South Sandwich Islands	005	South America	Country	SGS	0	-36.90662765	-54.20736749	HA_TH	Thousands of hectares			G	Global		[2015]: Not in FAOSTAT. Data from Website.		E : Estimated data	390.3	False	390.3	390.3	False	390.3	2015
15	15.1	15.1.1	AG_LND_TOTL	Land area (thousands of hectares)	2019.Q1.G.03	242	Fiji	054	Melanesia	Country	FJI	1	177.9660884	-17.83301566	HA_TH	Thousands of hectares			G	Global		[2015]: FAOSTAT		E : Estimated data	1827.0	False	1827	1827.0	False	1827	2015
15	15.1	15.1.1	AG_LND_TOTL	Land area (thousands of hectares)	2019.Q1.G.03	246	Finland	154	Northern Europe	Country	FIN	1	23.308447	61.91586738	HA_TH	Thousands of hectares			G	Global		[2015]: FAOSTAT		C : Country data	30391.0	False	30391	30391.0	False	30391	2015
15	15.1	15.1.1	AG_LND_TOTL	Land area (thousands of hectares)	2019.Q1.G.03	248	Åland Islands	154	Northern Europe	Country	ALA	0	19.80945969	60.1544901	HA_TH	Thousands of hectares			G	Global		[2015]: In FAOSTAT included under Finland. Data from Website.		E : Estimated data	158.0	False	158	158.0	False	158	2015
15	15.1	15.1.1	AG_LND_TOTL	Land area (thousands of hectares)	2019.Q1.G.03	250	France	155	Western Europe	Country	FRA	1	2.457288129	46.62660861	HA_TH	Thousands of hectares			G	Global		[2015]: FAOSTAT		E : Estimated data	54755.5	False	54755.5	54755.5	False	54755.5	2015
15	15.1	15.1.1	AG_LND_TOTL	Land area (thousands of hectares)	2019.Q1.G.03	254	French Guiana	005	South America	Country	GUF	0	-53.23619089	3.922673437	HA_TH	Thousands of hectares			G	Global		[2015]: FAOSTAT		E : Estimated data	8220.0	False	8220	8220.0	False	8220	2015
15	15.1	15.1.1	AG_LND_TOTL	Land area (thousands of hectares)	2019.Q1.G.03	258	French Polynesia	061	Polynesia	Country	PYF	0	-149.4052367	-17.67709294	HA_TH	Thousands of hectares			G	Global		[2015]: FAOSTAT		E : Estimated data	366.0	False	366	366.0	False	366	2015
15	15.1	15.1.1	AG_LND_TOTL	Land area (thousands of hectares)	2019.Q1.G.03	260	French Southern Territories	014	Eastern Africa	Country	ATF	0	69.64849091	-49.6068576	HA_TH	Thousands of hectares			G	Global		[2015]: Not in FAOSTAT. Data from Website. Excludes the part on the Antarctic continent		E : Estimated data	778.1	False	778.1	778.1	False	778.1	2015
15	15.1	15.1.1	AG_LND_TOTL	Land area (thousands of hectares)	2019.Q1.G.03	262	Djibouti	014	Eastern Africa	Country	DJI	1	42.18274707	11.56004161	HA_TH	Thousands of hectares			G	Global		[2015]: FAOSTAT		E : Estimated data	2318.0	False	2318	2318.0	False	2318	2015
15	15.1	15.1.1	AG_LND_TOTL	Land area (thousands of hectares)	2019.Q1.G.03	266	Gabon	017	Middle Africa	Country	GAB	1	11.78727747	-0.60687619	HA_TH	Thousands of hectares			G	Global		[2015]: FAOSTAT		C : Country data	25767.0	False	25767	25767.0	False	25767	2015
15	15.1	15.1.1	AG_LND_TOTL	Land area (thousands of hectares)	2019.Q1.G.03	268	Georgia	145	Western Asia	Country	GEO	1	43.3713615	42.04813028	HA_TH	Thousands of hectares			G	Global		[2015]: FAOSTAT		E : Estimated data	6949.0	False	6949	6949.0	False	6949	2015
15	15.1	15.1.1	AG_LND_TOTL	Land area (thousands of hectares)	2019.Q1.G.03	270	Gambia	011	Western Africa	Country	GMB	1	-15.39944785	13.45295927	HA_TH	Thousands of hectares			G	Global		[2015]: FAOSTAT		E : Estimated data	1012.0	False	1012	1012.0	False	1012	2015
15	15.1	15.1.1	AG_LND_TOTL	Land area (thousands of hectares)	2019.Q1.G.03	275	State of Palestine	145	Western Asia	Country	PSE	0	35.25694122	31.94347933	HA_TH	Thousands of hectares			G	Global		[2015]: FAOSTAT		C : Country data	602.0	False	602	602.0	False	602	2015
15	15.1	15.1.1	AG_LND_TOTL	Land area (thousands of hectares)	2019.Q1.G.03	276	Germany	155	Western Europe	Country	DEU	1	10.3806066	51.08862743	HA_TH	Thousands of hectares			G	Global		[2015]: FAOSTAT		E : Estimated data	34885.9	False	34885.9	34885.9	False	34885.9	2015
15	15.1	15.1.1	AG_LND_TOTL	Land area (thousands of hectares)	2019.Q1.G.03	288	Ghana	011	Western Africa	Country	GHA	1	-1.205623522	7.964825185	HA_TH	Thousands of hectares			G	Global		[2015]: FAOSTAT		E : Estimated data	22754.0	False	22754	22754.0	False	22754	2015
15	15.1	15.1.1	AG_LND_TOTL	Land area (thousands of hectares)	2019.Q1.G.03	292	Gibraltar	039	Southern Europe	Country	GIB	0	-5.347561686	36.13895036	HA_TH	Thousands of hectares			G	Global		[2015]: FAOSTAT		C : Country data	1.0	False	1	1.0	False	1	2015
15	15.1	15.1.1	AG_LND_TOTL	Land area (thousands of hectares)	2019.Q1.G.03	296	Kiribati	057	Micronesia	Country	KIR	1	-157.5643005	1.768837732	HA_TH	Thousands of hectares			G	Global		[2015]: FAOSTAT		E : Estimated data	81.0	False	81	81.0	False	81	2015
15	15.1	15.1.1	AG_LND_TOTL	Land area (thousands of hectares)	2019.Q1.G.03	300	Greece	039	Southern Europe	Country	GRC	1	22.58307827	39.47301873	HA_TH	Thousands of hectares			G	Global		[2015]: FAOSTAT		E : Estimated data	12890.0	False	12890	12890.0	False	12890	2015
15	15.1	15.1.1	AG_LND_TOTL	Land area (thousands of hectares)	2019.Q1.G.03	304	Greenland	021	Northern America	Country	GRL	0	-41.39371316	74.75625681	HA_TH	Thousands of hectares			G	Global		[2015]: FAOSTAT		C : Country data	41045.0	False	41045	41045.0	False	41045	2015
15	15.1	15.1.1	AG_LND_TOTL	Land area (thousands of hectares)	2019.Q1.G.03	308	Grenada	029	Caribbean	Country	GRD	1	-61.68248568	12.11238395	HA_TH	Thousands of hectares			G	Global		[2015]: FAOSTAT		C : Country data	34.0	False	34	34.0	False	34	2015
15	15.1	15.1.1	AG_LND_TOTL	Land area (thousands of hectares)	2019.Q1.G.03	312	Guadeloupe	029	Caribbean	Country	GLP	0	-61.64762115	16.14416917	HA_TH	Thousands of hectares			G	Global		[2015]: FAOSTAT		E : Estimated data	161.6	False	161.6	161.6	False	161.6	2015
15	15.1	15.1.1	AG_LND_TOTL	Land area (thousands of hectares)	2019.Q1.G.03	316	Guam	057	Micronesia	Country	GUM	0	144.7029305	13.35485404	HA_TH	Thousands of hectares			G	Global		[2015]: FAOSTAT		C : Country data	54.0	False	54	54.0	False	54	2015
15	15.1	15.1.1	AG_LND_TOTL	Land area (thousands of hectares)	2019.Q1.G.03	320	Guatemala	013	Central America	Country	GTM	1	-91.2312746	15.00273719	HA_TH	Thousands of hectares			G	Global		[2015]: FAOSTAT		E : Estimated data	10716.0	False	10716	10716.0	False	10716	2015
