goal	target	indicator	seriesCode	seriesDesc	release	geoAreaCode	geoAreaName	parentCode	parentName	type	ISO3	UN_Member	X	Y	unitsCode	unitsDesc	unitmultiplierCode	unitmultiplierDesc	reportingTypeCode	reportingTypeDesc	footnotes	sources	timeDetails	nature_2017	value_numeric_part_2017	value_is_censored_2017	value_detail_2017	value_numeric_part_latest	value_is_censored_latest	value_detail_latest	latest_year
15	15.4	15.4.2	ER_MTN_TOTL	Mountain area (square kilometres)	2019.Q1.G.03	004	Afghanistan	034	Southern Asia	Country	AFG	1	66.02688198	33.83160199	KM2	Square kilometers			G	Global		[2017]: Food and Agriculture Organisation of United Nations ( FAO)		E : Estimated data	388.36999890625	False	388.3699989062500	388.36999890625	False	388.3699989062500	2017
15	15.4	15.4.2	ER_MTN_TOTL	Mountain area (square kilometres)	2019.Q1.G.03	008	Albania	039	Southern Europe	Country	ALB	1	20.06660928	41.13897007	KM2	Square kilometers			G	Global	[2017]: NA = A figure was not provided.	[2017]: Food and Agriculture Organisation of United Nations ( FAO)		E : Estimated data	19.1126982421875	False	19.1126982421875	19.1126982421875	False	19.1126982421875	2017
15	15.4	15.4.2	ER_MTN_TOTL	Mountain area (square kilometres)	2019.Q1.G.03	010	Antarctica	001	World	Country	ATA	0	21.47585697	-80.40897662																	
15	15.4	15.4.2	ER_MTN_TOTL	Mountain area (square kilometres)	2019.Q1.G.03	012	Algeria	015	Northern Africa	Country	DZA	1	2.678164227	28.15940032	KM2	Square kilometers			G	Global	[2017]: NA = A figure was not provided.	[2017]: Food and Agriculture Organisation of United Nations ( FAO)		E : Estimated data	233.2740258789063	False	233.2740258789063	233.2740258789063	False	233.2740258789063	2017
15	15.4	15.4.2	ER_MTN_TOTL	Mountain area (square kilometres)	2019.Q1.G.03	016	American Samoa	061	Polynesia	Country	ASM	0	-170.7187269	-14.30587306	KM2	Square kilometers			G	Global	[2017]: NA = A figure was not provided.	[2017]: Food and Agriculture Organisation of United Nations ( FAO)		E : Estimated data		True	NA		True	NA	2017
15	15.4	15.4.2	ER_MTN_TOTL	Mountain area (square kilometres)	2019.Q1.G.03	020	Andorra	039	Southern Europe	Country	AND	1	1.576257417	42.54548611	KM2	Square kilometers			G	Global	[2017]: NA = A figure was not provided.	[2017]: Food and Agriculture Organisation of United Nations ( FAO)		E : Estimated data		True	NA		True	NA	2017
15	15.4	15.4.2	ER_MTN_TOTL	Mountain area (square kilometres)	2019.Q1.G.03	024	Angola	017	Middle Africa	Country	AGO	1	17.57817062	-12.33724746	KM2	Square kilometers			G	Global	[2017]: NA = A figure was not provided.	[2017]: Food and Agriculture Organisation of United Nations ( FAO)		E : Estimated data	175.084342421875	False	175.0843424218750	175.084342421875	False	175.0843424218750	2017
15	15.4	15.4.2	ER_MTN_TOTL	Mountain area (square kilometres)	2019.Q1.G.03	028	Antigua and Barbuda	029	Caribbean	Country	ATG	1	-61.7999755	17.07761471	KM2	Square kilometers			G	Global	[2017]: NA = A figure was not provided.	[2017]: Food and Agriculture Organisation of United Nations ( FAO)		E : Estimated data		True	NA		True	NA	2017
15	15.4	15.4.2	ER_MTN_TOTL	Mountain area (square kilometres)	2019.Q1.G.03	031	Azerbaijan	145	Western Asia	Country	AZE	1	50.01064725	40.39229544	KM2	Square kilometers			G	Global	[2017]: NA = A figure was not provided.	[2017]: Food and Agriculture Organisation of United Nations ( FAO)		E : Estimated data	30.746296484375	False	30.7462964843750	30.746296484375	False	30.7462964843750	2017
15	15.4	15.4.2	ER_MTN_TOTL	Mountain area (square kilometres)	2019.Q1.G.03	032	Argentina	005	South America	Country	ARG	1	-65.14563274	-35.19446255	KM2	Square kilometers			G	Global	[2017]: NA = A figure was not provided.	[2017]: Food and Agriculture Organisation of United Nations ( FAO)		E : Estimated data	652.8350965234374	False	652.8350965234374	652.8350965234374	False	652.8350965234374	2017
15	15.4	15.4.2	ER_MTN_TOTL	Mountain area (square kilometres)	2019.Q1.G.03	036	Australia	053	Australia and New Zealand	Country	AUS	1	134.3499412	-25.57717202	KM2	Square kilometers			G	Global	[2017]: NV = The figure has not been validated by the national statistical system for global reporting.	[2017]: Food and Agriculture Organisation of United Nations ( FAO)		E : Estimated data		True	NV		True	NV	2017
15	15.4	15.4.2	ER_MTN_TOTL	Mountain area (square kilometres)	2019.Q1.G.03	040	Austria	155	Western Europe	Country	AUT	1	14.14172472	47.58704857	KM2	Square kilometers			G	Global	[2017]: NA = A figure was not provided.	[2017]: Food and Agriculture Organisation of United Nations ( FAO)		E : Estimated data	61.4154703515625	False	61.4154703515625	61.4154703515625	False	61.4154703515625	2017
15	15.4	15.4.2	ER_MTN_TOTL	Mountain area (square kilometres)	2019.Q1.G.03	044	Bahamas	029	Caribbean	Country	BHS	1	-78.05111663	24.69546597	KM2	Square kilometers			G	Global	[2017]: NA = A figure was not provided.	[2017]: Food and Agriculture Organisation of United Nations ( FAO)		E : Estimated data		True	NA		True	NA	2017
15	15.4	15.4.2	ER_MTN_TOTL	Mountain area (square kilometres)	2019.Q1.G.03	048	Bahrain	145	Western Asia	Country	BHR	1	50.5490754	26.04407747	KM2	Square kilometers			G	Global	[2017]: NA = A figure was not provided.	[2017]: Food and Agriculture Organisation of United Nations ( FAO)		E : Estimated data		True	NA		True	NA	2017
15	15.4	15.4.2	ER_MTN_TOTL	Mountain area (square kilometres)	2019.Q1.G.03	050	Bangladesh	034	Southern Asia	Country	BGD	1	89.17660788	22.86961622	KM2	Square kilometers			G	Global	[2017]: NA = A figure was not provided.	[2017]: Food and Agriculture Organisation of United Nations ( FAO)		E : Estimated data	2.067440625	False	2.0674406250000	2.067440625	False	2.0674406250000	2017
15	15.4	15.4.2	ER_MTN_TOTL	Mountain area (square kilometres)	2019.Q1.G.03	051	Armenia	145	Western Asia	Country	ARM	1	44.93839317	40.29499741	KM2	Square kilometers			G	Global	[2017]: NA = A figure was not provided.	[2017]: Food and Agriculture Organisation of United Nations ( FAO)		E : Estimated data	20.48851515625	False	20.4885151562500	20.48851515625	False	20.4885151562500	2017
15	15.4	15.4.2	ER_MTN_TOTL	Mountain area (square kilometres)	2019.Q1.G.03	052	Barbados	029	Caribbean	Country	BRB	1	-59.5346489	13.13648273	KM2	Square kilometers			G	Global	[2017]: NA = A figure was not provided.	[2017]: Food and Agriculture Organisation of United Nations ( FAO)		E : Estimated data		True	NA		True	NA	2017
15	15.4	15.4.2	ER_MTN_TOTL	Mountain area (square kilometres)	2019.Q1.G.03	056	Belgium	155	Western Europe	Country	BEL	1	4.660976456	50.64104975	KM2	Square kilometers			G	Global	[2017]: NA = A figure was not provided.	[2017]: Food and Agriculture Organisation of United Nations ( FAO)		E : Estimated data	0.509671953125	False	0.5096719531250	0.509671953125	False	0.5096719531250	2017
15	15.4	15.4.2	ER_MTN_TOTL	Mountain area (square kilometres)	2019.Q1.G.03	060	Bermuda	021	Northern America	Country	BMU	0	-64.78155012	32.27881922	KM2	Square kilometers			G	Global	[2017]: NA = A figure was not provided.	[2017]: Food and Agriculture Organisation of United Nations ( FAO)		E : Estimated data		True	NA		True	NA	2017
15	15.4	15.4.2	ER_MTN_TOTL	Mountain area (square kilometres)	2019.Q1.G.03	064	Bhutan	034	Southern Asia	Country	BTN	1	90.45098484	27.39598568	KM2	Square kilometers			G	Global	[2017]: NA = A figure was not provided.	[2017]: Food and Agriculture Organisation of United Nations ( FAO)		E : Estimated data	37.989221484375	False	37.9892214843750	37.989221484375	False	37.9892214843750	2017
15	15.4	15.4.2	ER_MTN_TOTL	Mountain area (square kilometres)	2019.Q1.G.03	068	Bolivia (Plurinational State of)	005	South America	Country	BOL	1	-64.66224284	-16.71273412	KM2	Square kilometers			G	Global	[2017]: NA = A figure was not provided.	[2017]: Food and Agriculture Organisation of United Nations ( FAO)		E : Estimated data	432.6940302734375	False	432.6940302734375	432.6940302734375	False	432.6940302734375	2017
15	15.4	15.4.2	ER_MTN_TOTL	Mountain area (square kilometres)	2019.Q1.G.03	070	Bosnia and Herzegovina	039	Southern Europe	Country	BIH	1	17.78584332	44.16845548	KM2	Square kilometers			G	Global	[2017]: NA = A figure was not provided.	[2017]: Food and Agriculture Organisation of United Nations ( FAO)		E : Estimated data	36.4415446484375	False	36.4415446484375	36.4415446484375	False	36.4415446484375	2017
15	15.4	15.4.2	ER_MTN_TOTL	Mountain area (square kilometres)	2019.Q1.G.03	072	Botswana	018	Southern Africa	Country	BWA	1	23.81380223	-22.18810073	KM2	Square kilometers			G	Global	[2017]: NA = A figure was not provided.	[2017]: Food and Agriculture Organisation of United Nations ( FAO)		E : Estimated data	1.7298465234375	False	1.7298465234375	1.7298465234375	False	1.7298465234375	2017
15	15.4	15.4.2	ER_MTN_TOTL	Mountain area (square kilometres)	2019.Q1.G.03	074	Bouvet Island	005	South America	Country	BVT	0	3.410732868	-54.43295905																	
