goal	target	indicator	seriesCode	seriesDesc	release	geoAreaCode	geoAreaName	parentCode	parentName	type	ISO3	UN_Member	X	Y	ageCode	ageDesc	unitsCode	unitsDesc	unitmultiplierCode	unitmultiplierDesc	reportingTypeCode	reportingTypeDesc	footnotes	sources	timeDetails	nature_2004	value_numeric_part_2004	value_is_censored_2004	value_detail_2004	nature_2005	value_numeric_part_2005	value_is_censored_2005	value_detail_2005	nature_2006	value_numeric_part_2006	value_is_censored_2006	value_detail_2006	nature_2007	value_numeric_part_2007	value_is_censored_2007	value_detail_2007	nature_2008	value_numeric_part_2008	value_is_censored_2008	value_detail_2008	nature_2009	value_numeric_part_2009	value_is_censored_2009	value_detail_2009	nature_2010	value_numeric_part_2010	value_is_censored_2010	value_detail_2010	nature_2011	value_numeric_part_2011	value_is_censored_2011	value_detail_2011	nature_2012	value_numeric_part_2012	value_is_censored_2012	value_detail_2012	nature_2013	value_numeric_part_2013	value_is_censored_2013	value_detail_2013	nature_2014	value_numeric_part_2014	value_is_censored_2014	value_detail_2014	nature_2015	value_numeric_part_2015	value_is_censored_2015	value_detail_2015	nature_2016	value_numeric_part_2016	value_is_censored_2016	value_detail_2016	nature_2017	value_numeric_part_2017	value_is_censored_2017	value_detail_2017	value_numeric_part_latest	value_is_censored_latest	value_detail_latest	latest_year
8	8.10	8.10.1	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	2019.Q1.G.03	036	Australia	053	Australia and New Zealand	Country	AUS	1	134.3499412	-25.57717202	Y_GE15	15 years old and over	NUMBER	Number			G	Global		[2004-2017]: Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS		C : Country data	139.55402	False	139.55402	C : Country data	146.43123	False	146.43123	C : Country data	154.70103	False	154.70103	C : Country data	155.25833	False	155.25833	C : Country data	157.82086	False	157.82086	C : Country data	154.2996	False	154.2996	C : Country data	168.6564	False	168.6564	C : Country data	170.46681	False	170.46681	C : Country data	164.57335	False	164.57335	C : Country data	160.96261	False	160.96261	C : Country data	164.9301	False	164.9301	C : Country data	163.55153	False	163.55153	C : Country data	167.44777	False	167.44777	C : Country data	162.00641	False	162.00641	162.00641	False	162.00641	2017
8	8.10	8.10.1	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	2019.Q1.G.03	040	Austria	155	Western Europe	Country	AUT	1	14.14172472	47.58704857	Y_GE15	15 years old and over	NUMBER	Number			G	Global		[2004-2017]: Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS		C : Country data	116.15566	False	116.15566	C : Country data	106.78797	False	106.78797	C : Country data	108.33594	False	108.33594	C : Country data	108.61518	False	108.61518	C : Country data	110.15375	False	110.15375	C : Country data	112.33582	False	112.33582	C : Country data	112.91831	False	112.91831	C : Country data	113.80385	False	113.80385	C : Country data	115.63672	False	115.63672	C : Country data	117.29127	False	117.29127	C : Country data	118.90176	False	118.90176	C : Country data	117.8063	False	117.8063	C : Country data	116.2006	False	116.2006	C : Country data	115.30352	False	115.30352	115.30352	False	115.30352	2017
8	8.10	8.10.1	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	2019.Q1.G.03	044	Bahamas	029	Caribbean	Country	BHS	1	-78.05111663	24.69546597	Y_GE15	15 years old and over	NUMBER	Number			G	Global		[2004-2017]: Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS		C : Country data	63.58832	False	63.58832	C : Country data	64.49822	False	64.49822	C : Country data	63.66259	False	63.66259	C : Country data	65.54834	False	65.54834	C : Country data	66.10958	False	66.10958	C : Country data	66.90463	False	66.90463	C : Country data	65.8276	False	65.8276	C : Country data	76.08162	False	76.08162	C : Country data	74.5159	False	74.5159	C : Country data	104.36199	False	104.36199	C : Country data	110.49249	False	110.49249	C : Country data	112.43535	False	112.43535	C : Country data	129.24217	False	129.24217	C : Country data	115.10553	False	115.10553	115.10553	False	115.10553	2017
8	8.10	8.10.1	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	2019.Q1.G.03	048	Bahrain	145	Western Asia	Country	BHR	1	50.5490754	26.04407747	Y_GE15	15 years old and over																																																																					
8	8.10	8.10.1	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	2019.Q1.G.03	050	Bangladesh	034	Southern Asia	Country	BGD	1	89.17660788	22.86961622	Y_GE15	15 years old and over	NUMBER	Number			G	Global		[2004-2017]: Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS		C : Country data	0.12518	False	0.12518	C : Country data	0.19568	False	0.19568	C : Country data	0.34394	False	0.34394	C : Country data	0.49695	False	0.49695	C : Country data	0.8192	False	0.8192	C : Country data	1.24916	False	1.24916	C : Country data	2.05348	False	2.05348	C : Country data	3.60386	False	3.60386	C : Country data	3.9249	False	3.9249	C : Country data	4.81376	False	4.81376	C : Country data	5.60574	False	5.60574	C : Country data	6.89005	False	6.89005	C : Country data	7.78459	False	7.78459	C : Country data	8.07271	False	8.07271	8.07271	False	8.07271	2017
8	8.10	8.10.1	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	2019.Q1.G.03	051	Armenia	145	Western Asia	Country	ARM	1	44.93839317	40.29499741	Y_GE15	15 years old and over	NUMBER	Number			G	Global		[2004-2017]: Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS		C : Country data	3.0416	False	3.0416	C : Country data	4.95423	False	4.95423	C : Country data	7.69467	False	7.69467	C : Country data	14.48028	False	14.48028	C : Country data	23.11356	False	23.11356	C : Country data	30.23958	False	30.23958	C : Country data	34.04729	False	34.04729	C : Country data	43.54925	False	43.54925	C : Country data	50.40783	False	50.40783	C : Country data	53.92184	False	53.92184	C : Country data	59.43566	False	59.43566	C : Country data	60.56215	False	60.56215	C : Country data	61.13944	False	61.13944	C : Country data	63.69006	False	63.69006	63.69006	False	63.69006	2017
8	8.10	8.10.1	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	2019.Q1.G.03	052	Barbados	029	Caribbean	Country	BRB	1	-59.5346489	13.13648273	Y_GE15	15 years old and over	NUMBER	Number			G	Global		[2006-2016]: Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS										C : Country data	30.65997	False	30.65997	C : Country data	32.28036	False	32.28036	C : Country data	37.03587	False	37.03587	C : Country data	37.26418	False	37.26418	C : Country data	37.07376	False	37.07376	C : Country data	32.84874	False	32.84874	C : Country data	36.65576	False	36.65576	C : Country data	37.37857	False	37.37857	C : Country data	43.36456	False	43.36456	C : Country data	37.0894	False	37.0894	C : Country data	23.88698	False	23.88698					23.88698	False	23.88698	2016
8	8.10	8.10.1	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	2019.Q1.G.03	056	Belgium	155	Western Europe	Country	BEL	1	4.660976456	50.64104975	Y_GE15	15 years old and over	NUMBER	Number			G	Global		[2004-2016]: Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS		C : Country data	83.89362	False	83.89362	C : Country data	83.57976	False	83.57976	C : Country data	83.11543	False	83.11543	C : Country data	86.71142	False	86.71142	C : Country data	87.6071	False	87.6071	C : Country data	87.37488	False	87.37488	C : Country data	91.76123	False	91.76123	C : Country data	93.23571	False	93.23571	C : Country data	94.03423	False	94.03423	C : Country data	93.73515	False	93.73515	C : Country data	90.49142	False	90.49142	C : Country data	90.01707	False	90.01707	C : Country data	88.35786	False	88.35786					88.35786	False	88.35786	2016
8	8.10	8.10.1	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	2019.Q1.G.03	060	Bermuda	021	Northern America	Country	BMU	0	-64.78155012	32.27881922	Y_GE15	15 years old and over																																																																					
8	8.10	8.10.1	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	2019.Q1.G.03	064	Bhutan	034	Southern Asia	Country	BTN	1	90.45098484	27.39598568	Y_GE15	15 years old and over	NUMBER	Number			G	Global		[2004-2017]: Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS		C : Country data	0.48917	False	0.48917	C : Country data	0.46813	False	0.46813	C : Country data	0.45047	False	0.45047	C : Country data	2.17403	False	2.17403	C : Country data	3.15597	False	3.15597	C : Country data	4.07924	False	4.07924	C : Country data	8.31375	False	8.31375	C : Country data	13.87604	False	13.87604	C : Country data	7.69645	False	7.69645	C : Country data	19.58441	False	19.58441	C : Country data	21.98957	False	21.98957	C : Country data	26.59658	False	26.59658	C : Country data	32.25391	False	32.25391	C : Country data	36.58187	False	36.58187	36.58187	False	36.58187	2017
8	8.10	8.10.1	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	2019.Q1.G.03	068	Bolivia (Plurinational State of)	005	South America	Country	BOL	1	-64.66224284	-16.71273412	Y_GE15	15 years old and over	NUMBER	Number			G	Global		[2007-2017]: Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS														C : Country data	13.317	False	13.317	C : Country data	14.48983	False	14.48983	C : Country data	16.96087	False	16.96087	C : Country data	20.1142	False	20.1142	C : Country data	24.58951	False	24.58951	C : Country data	27.9803	False	27.9803	C : Country data	31.56737	False	31.56737	C : Country data	34.79165	False	34.79165	C : Country data	38.30202	False	38.30202	C : Country data	40.25541	False	40.25541	C : Country data	40.22549	False	40.22549	40.22549	False	40.22549	2017
8	8.10	8.10.1	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	2019.Q1.G.03	070	Bosnia and Herzegovina	039	Southern Europe	Country	BIH	1	17.78584332	44.16845548	Y_GE15	15 years old and over	NUMBER	Number			G	Global		[2006-2017]: Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS										C : Country data	15.70272	False	15.70272	C : Country data	20.83569	False	20.83569	C : Country data	28.64668	False	28.64668	C : Country data	43.12474	False	43.12474	C : Country data	35.01306	False	35.01306	C : Country data	38.61036	False	38.61036	C : Country data	41.5579	False	41.5579	C : Country data	44.61015	False	44.61015	C : Country data	46.84301	False	46.84301	C : Country data	49.90023	False	49.90023	C : Country data	50.12078	False	50.12078	C : Country data	51.10417	False	51.10417	51.10417	False	51.10417	2017
8	8.10	8.10.1	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	2019.Q1.G.03	072	Botswana	018	Southern Africa	Country	BWA	1	23.81380223	-22.18810073	Y_GE15	15 years old and over	NUMBER	Number			G	Global		[2004-2017]: Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS		C : Country data	14.76671	False	14.76671	C : Country data	15.86329	False	15.86329	C : Country data	18.83059	False	18.83059	C : Country data	31.65102	False	31.65102	C : Country data	28.68553	False	28.68553	C : Country data	27.43091	False	27.43091	C : Country data	28.96352	False	28.96352	C : Country data	26.58342	False	26.58342	C : Country data	25.92834	False	25.92834	C : Country data	27.02839	False	27.02839	C : Country data	27.93872	False	27.93872	C : Country data	31.12437	False	31.12437	C : Country data	30.93597	False	30.93597	C : Country data	32.57116	False	32.57116	32.57116	False	32.57116	2017
8	8.10	8.10.1	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	2019.Q1.G.03	074	Bouvet Island	005	South America	Country	BVT	0	3.410732868	-54.43295905	Y_GE15	15 years old and over																																																																					
8	8.10	8.10.1	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	2019.Q1.G.03	076	Brazil	005	South America	Country	BRA	1	-53.08432878	-10.77668561	Y_GE15	15 years old and over	NUMBER	Number			G	Global		[2004-2017]: Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS		C : Country data	104.79984	False	104.79984	C : Country data	108.24354	False	108.24354	C : Country data	106.7809	False	106.7809	C : Country data	108.92767	False	108.92767	C : Country data	111.39839	False	111.39839	C : Country data	113.91129	False	113.91129	C : Country data	118.35673	False	118.35673	C : Country data	115.74889	False	115.74889	C : Country data	114.766	False	114.766	C : Country data	117.78193	False	117.78193	C : Country data	117.24558	False	117.24558	C : Country data	114.27232	False	114.27232	C : Country data	111.41948	False	111.41948	C : Country data	106.78065	False	106.78065	106.78065	False	106.78065	2017
8	8.10	8.10.1	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	2019.Q1.G.03	084	Belize	013	Central America	Country	BLZ	1	-88.70199554	17.19965901	Y_GE15	15 years old and over	NUMBER	Number			G	Global		[2004-2017]: Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS		C : Country data	28.08989	False	28.08989	C : Country data	29.4975	False	29.4975	C : Country data	31.22926	False	31.22926	C : Country data	32.7957	False	32.7957	C : Country data	34.2203	False	34.2203	C : Country data	35.52949	False	35.52949	C : Country data	37.22972	False	37.22972	C : Country data	38.78142	False	38.78142	C : Country data	37.99787	False	37.99787	C : Country data	40.33124	False	40.33124	C : Country data	40.79846	False	40.79846	C : Country data	40.38173	False	40.38173	C : Country data	40.0487	False	40.0487	C : Country data	38.91762	False	38.91762	38.91762	False	38.91762	2017
8	8.10	8.10.1	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	2019.Q1.G.03	086	British Indian Ocean Territory	014	Eastern Africa	Country	IOT	0	72.38715553	-7.299281071	Y_GE15	15 years old and over																																																																					
8	8.10	8.10.1	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	2019.Q1.G.03	090	Solomon Islands	054	Melanesia	Country	SLB	1	160.1584117	-9.622391719	Y_GE15	15 years old and over	NUMBER	Number			G	Global		[2004-2017]: Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS		C : Country data	1.49112	False	1.49112	C : Country data	1.45089	False	1.45089	C : Country data	4.24006	False	4.24006	C : Country data	5.51072	False	5.51072	C : Country data	6.71858	False	6.71858	C : Country data	7.21148	False	7.21148	C : Country data	11.19545	False	11.19545	C : Country data	11.23806	False	11.23806	C : Country data	11.56506	False	11.56506	C : Country data	11.26874	False	11.26874	C : Country data	11.26878	False	11.26878	C : Country data	11.54513	False	11.54513	C : Country data	11.52418	False	11.52418	C : Country data	12.03585	False	12.03585	12.03585	False	12.03585	2017
8	8.10	8.10.1	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	2019.Q1.G.03	092	British Virgin Islands	029	Caribbean	Country	VGB	0	-64.63294223	18.42256578	Y_GE15	15 years old and over																																																																					
8	8.10	8.10.1	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	2019.Q1.G.03	096	Brunei Darussalam	035	South-Eastern Asia	Country	BRN	1	114.6288563	4.49736984	Y_GE15	15 years old and over	NUMBER	Number			G	Global		[2004-2017]: Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS		C : Country data	34.94956	False	34.94956	C : Country data	43.25555	False	43.25555	C : Country data	46.5669	False	46.5669	C : Country data	58.91372	False	58.91372	C : Country data	71.57115	False	71.57115	C : Country data	82.38572	False	82.38572	C : Country data	82.00823	False	82.00823	C : Country data	80.64653	False	80.64653	C : Country data	92.3281	False	92.3281	C : Country data	82.29485	False	82.29485	C : Country data	80.96648	False	80.96648	C : Country data	78.75152	False	78.75152	C : Country data	75.25522	False	75.25522	C : Country data	68.48651	False	68.48651	68.48651	False	68.48651	2017
8	8.10	8.10.1	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	2019.Q1.G.03	100	Bulgaria	151	Eastern Europe	Country	BGR	1	25.23763153	42.75731323	Y_GE15	15 years old and over	NUMBER	Number			G	Global		[2004-2017]: Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS		C : Country data	26.38914	False	26.38914	C : Country data	34.4334	False	34.4334	C : Country data	54.81715	False	54.81715	C : Country data	67.51691	False	67.51691	C : Country data	79.86493	False	79.86493	C : Country data	87.61783	False	87.61783	C : Country data	90.30712	False	90.30712	C : Country data	93.55347	False	93.55347	C : Country data	92.79647	False	92.79647	C : Country data	93.4315	False	93.4315	C : Country data	92.97677	False	92.97677	C : Country data	92.4245	False	92.4245	C : Country data	95.7001	False	95.7001	C : Country data	95.12884	False	95.12884	95.12884	False	95.12884	2017
8	8.10	8.10.1	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	2019.Q1.G.03	104	Myanmar	035	South-Eastern Asia	Country	MMR	1	96.51752295	21.19332882	Y_GE15	15 years old and over	NUMBER	Number			G	Global		[2012-2017]: Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS																																		C : Country data	0.09138	False	0.09138	C : Country data	0.6114	False	0.6114	C : Country data	1.69635	False	1.69635	C : Country data	1.96587	False	1.96587	C : Country data	2.67124	False	2.67124	C : Country data	4.37892	False	4.37892	4.37892	False	4.37892	2017
8	8.10	8.10.1	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	2019.Q1.G.03	108	Burundi	014	Eastern Africa	Country	BDI	1	29.89080992	-3.366387428	Y_GE15	15 years old and over	NUMBER	Number			G	Global		[2004-2016]: Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS		C : Country data	0.0519	False	0.0519	C : Country data	0.04966	False	0.04966	C : Country data	0.04763	False	0.04763	C : Country data	0.04572	False	0.04572	C : Country data	0.06591	False	0.06591	C : Country data	0.27496	False	0.27496	C : Country data	0.51002	False	0.51002	C : Country data	0.69403	False	0.69403	C : Country data	0.96421	False	0.96421	C : Country data	1.51954	False	1.51954	C : Country data	1.47823	False	1.47823	C : Country data	1.402	False	1.402	C : Country data	1.39618	False	1.39618					1.39618	False	1.39618	2016
8	8.10	8.10.1	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	2019.Q1.G.03	112	Belarus	151	Eastern Europe	Country	BLR	1	28.04940161	53.54193075	Y_GE15	15 years old and over	NUMBER	Number			G	Global		[2004-2017]: Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS		C : Country data	10.85853	False	10.85853	C : Country data	15.39871	False	15.39871	C : Country data	18.95167	False	18.95167	C : Country data	25.6704	False	25.6704	C : Country data	30.23822	False	30.23822	C : Country data	33.35667	False	33.35667	C : Country data	37.90064	False	37.90064	C : Country data	41.18923	False	41.18923	C : Country data	46.12	False	46.12	C : Country data	51.10791	False	51.10791	C : Country data	54.69095	False	54.69095	C : Country data	55.46356	False	55.46356	C : Country data	55.25211	False	55.25211	C : Country data	55.63346	False	55.63346	55.63346	False	55.63346	2017
8	8.10	8.10.1	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	2019.Q1.G.03	116	Cambodia	035	South-Eastern Asia	Country	KHM	1	104.922836	12.71163737	Y_GE15	15 years old and over	NUMBER	Number			G	Global		[2005-2017]: Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS						C : Country data	0.01197	False	0.01197	C : Country data	0.74496	False	0.74496	C : Country data	1.33618	False	1.33618	C : Country data	3.72523	False	3.72523	C : Country data	4.36027	False	4.36027	C : Country data	5.2515	False	5.2515	C : Country data	6.02958	False	6.02958	C : Country data	7.17783	False	7.17783	C : Country data	8.48118	False	8.48118	C : Country data	10.9189	False	10.9189	C : Country data	13.34121	False	13.34121	C : Country data	14.48992	False	14.48992	C : Country data	16.72859	False	16.72859	16.72859	False	16.72859	2017
