topicId	topicNameEN	topicNameFR	tableCode	tableId	tableName	seriesDesc	seriesCode	parentCode	parentName	countryProfile	refAreaCode	refAreaDesc	ISO3	UN_Member	X	Y	units	multiplier	baseYear	multiplierDesc	footnotesEN	footnotesFR	sourceEN	sourceFR	value_2005	value_2010	value_2015	value_2016	value_latest_year	latest_year
13	Environment	Environnement	land	64	Land	Permanent crops area	SYB052	34	Southern Asia	1	4	Afghanistan	AFG	1	66.02688198	33.83160199	Hectares	3.0		Thousands			Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.	Organisation des Nations Unies pour l’alimentation et l’agriculture (FAO), Rome, base de données FAOSTAT, dernier accès octobre 2018.	105.0	118.0	145.0	181.0	181.0	2016
13	Environment	Environnement	land	64	Land	Permanent crops area	SYB052	39	Southern Europe	1	8	Albania	ALB	1	20.06660928	41.13897007	Hectares	3.0		Thousands			Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.	Organisation des Nations Unies pour l’alimentation et l’agriculture (FAO), Rome, base de données FAOSTAT, dernier accès octobre 2018.	121.0	70.0	81.0	83.2	83.2	2016
13	Environment	Environnement	land	64	Land	Permanent crops area	SYB052	15	Northern Africa	1	12	Algeria	DZA	1	2.678164227	28.15940032	Hectares	3.0		Thousands			Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.	Organisation des Nations Unies pour l’alimentation et l’agriculture (FAO), Rome, base de données FAOSTAT, dernier accès octobre 2018.	852.0	909.0	1000.3	1013.4	1013.4	2016
13	Environment	Environnement	land	64	Land	Permanent crops area	SYB052	61	Polynesia	1	16	American Samoa	ASM	0	-170.7187269	-14.30587306	Hectares	3.0		Thousands	Estimate.	Données estimatives.	Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.	Organisation des Nations Unies pour l’alimentation et l’agriculture (FAO), Rome, base de données FAOSTAT, dernier accès octobre 2018.	1.7000000000000002	1.9	1.9	1.9	1.9	2016
13	Environment	Environnement	land	64	Land	Permanent crops area	SYB052	39	Southern Europe	1	20	Andorra	AND	1	1.576257417	42.54548611	Hectares	3.0												
13	Environment	Environnement	land	64	Land	Permanent crops area	SYB052	17	Middle Africa	1	24	Angola	AGO	1	17.57817062	-12.33724746	Hectares	3.0		Thousands	Estimate.	Données estimatives.	Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.	Organisation des Nations Unies pour l’alimentation et l’agriculture (FAO), Rome, base de données FAOSTAT, dernier accès octobre 2018.	290.0	290.0	290.0	290.0	290.0	2016
13	Environment	Environnement	land	64	Land	Permanent crops area	SYB052	29	Caribbean	1	28	Antigua and Barbuda	ATG	1	-61.7999755	17.07761471	Hectares	3.0		Thousands	Estimate.	Données estimatives.	Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.	Organisation des Nations Unies pour l’alimentation et l’agriculture (FAO), Rome, base de données FAOSTAT, dernier accès octobre 2018.	1.0	1.0	1.0	1.0	1.0	2016
13	Environment	Environnement	land	64	Land	Permanent crops area	SYB052	145	Western Asia	1	31	Azerbaijan	AZE	1	50.01064725	40.39229544	Hectares	3.0		Thousands			Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.	Organisation des Nations Unies pour l’alimentation et l’agriculture (FAO), Rome, base de données FAOSTAT, dernier accès octobre 2018.	221.5	227.4	237.0	241.0	241.0	2016
13	Environment	Environnement	land	64	Land	Permanent crops area	SYB052	5	South America	1	32	Argentina	ARG	1	-65.14563274	-35.19446255	Hectares	3.0		Thousands	Estimate.	Données estimatives.	Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.	Organisation des Nations Unies pour l’alimentation et l’agriculture (FAO), Rome, base de données FAOSTAT, dernier accès octobre 2018.	1000.0	1000.0	1000.0	1000.0	1000.0	2016
13	Environment	Environnement	land	64	Land	Permanent crops area	SYB052	53	Oceania	1	36	Australia	AUS	1	134.3499412	-25.57717202	Hectares	3.0		Thousands	Estimate.	Données estimatives.	Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.	Organisation des Nations Unies pour l’alimentation et l’agriculture (FAO), Rome, base de données FAOSTAT, dernier accès octobre 2018.	340.0	400.0	330.0	330.0	330.0	2016
13	Environment	Environnement	land	64	Land	Permanent crops area	SYB052	155	Western Europe	1	40	Austria	AUT	1	14.14172472	47.58704857	Hectares	3.0		Thousands			Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.	Organisation des Nations Unies pour l’alimentation et l’agriculture (FAO), Rome, base de données FAOSTAT, dernier accès octobre 2018.	66.0	65.3	65.49	66.87	66.87	2016
13	Environment	Environnement	land	64	Land	Permanent crops area	SYB052	29	Caribbean	1	44	Bahamas	BHS	1	-78.05111663	24.69546597	Hectares	3.0		Thousands	Estimate.	Données estimatives.	Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.	Organisation des Nations Unies pour l’alimentation et l’agriculture (FAO), Rome, base de données FAOSTAT, dernier accès octobre 2018.	4.0	4.0	4.0	4.0	4.0	2016
13	Environment	Environnement	land	64	Land	Permanent crops area	SYB052	145	Western Asia	1	48	Bahrain	BHR	1	50.5490754	26.04407747	Hectares	3.0		Thousands	Estimate.	Données estimatives.	Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.	Organisation des Nations Unies pour l’alimentation et l’agriculture (FAO), Rome, base de données FAOSTAT, dernier accès octobre 2018.	3.2	3.0	3.0	3.0	3.0	2016
13	Environment	Environnement	land	64	Land	Permanent crops area	SYB052	34	Southern Asia	1	50	Bangladesh	BGD	1	89.17660788	22.86961622	Hectares	3.0		Thousands	Estimate.	Données estimatives.	Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.	Organisation des Nations Unies pour l’alimentation et l’agriculture (FAO), Rome, base de données FAOSTAT, dernier accès octobre 2018.	800.0	850.0	830.0	830.0	830.0	2016
13	Environment	Environnement	land	64	Land	Permanent crops area	SYB052	145	Western Asia	1	51	Armenia	ARM	1	44.93839317	40.29499741	Hectares	3.0		Thousands			Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.	Organisation des Nations Unies pour l’alimentation et l’agriculture (FAO), Rome, base de données FAOSTAT, dernier accès octobre 2018.	50.0	55.1	57.6	58.0	58.0	2016
13	Environment	Environnement	land	64	Land	Permanent crops area	SYB052	29	Caribbean	1	52	Barbados	BRB	1	-59.5346489	13.13648273	Hectares	3.0		Thousands	Estimate.	Données estimatives.	Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.	Organisation des Nations Unies pour l’alimentation et l’agriculture (FAO), Rome, base de données FAOSTAT, dernier accès octobre 2018.	1.0	1.0	1.0	1.0	1.0	2016
13	Environment	Environnement	land	64	Land	Permanent crops area	SYB052	155	Western Europe	1	56	Belgium	BEL	1	4.660976456	50.64104975	Hectares	3.0		Thousands			Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.	Organisation des Nations Unies pour l’alimentation et l’agriculture (FAO), Rome, base de données FAOSTAT, dernier accès octobre 2018.	21.0	21.7	22.5	23.0	23.0	2016
13	Environment	Environnement	land	64	Land	Permanent crops area	SYB052	21	Northern America	1	60	Bermuda	BMU	0	-64.78155012	32.27881922	Hectares	3.0												
13	Environment	Environnement	land	64	Land	Permanent crops area	SYB052	34	Southern Asia	1	64	Bhutan	BTN	1	90.45098484	27.39598568	Hectares	3.0		Thousands	[2005]: Estimate.	[2005]: Données estimatives.	Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.	Organisation des Nations Unies pour l’alimentation et l’agriculture (FAO), Rome, base de données FAOSTAT, dernier accès octobre 2018.	19.0	12.4	12.4	6.0	6.0	2016
13	Environment	Environnement	land	64	Land	Permanent crops area	SYB052	5	South America	1	68	Bolivia (Plurinational State of)	BOL	1	-64.66224284	-16.71273412	Hectares	3.0		Thousands	[2010,2015-2016]: Estimate.	[2010,2015-2016]: Données estimatives.	Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.	Organisation des Nations Unies pour l’alimentation et l’agriculture (FAO), Rome, base de données FAOSTAT, dernier accès octobre 2018.	199.0	219.0	232.0	232.0	232.0	2016
13	Environment	Environnement	land	64	Land	Permanent crops area	SYB052	39	Southern Europe	1	70	Bosnia and Herzegovina	BIH	1	17.78584332	44.16845548	Hectares	3.0		Thousands			Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.	Organisation des Nations Unies pour l’alimentation et l’agriculture (FAO), Rome, base de données FAOSTAT, dernier accès octobre 2018.	95.0	105.0	105.0	104.0	104.0	2016
13	Environment	Environnement	land	64	Land	Permanent crops area	SYB052	18	Southern Africa	1	72	Botswana	BWA	1	23.81380223	-22.18810073	Hectares	3.0		Thousands	[2010,2015-2016]: Estimate.	[2010,2015-2016]: Données estimatives.	Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.	Organisation des Nations Unies pour l’alimentation et l’agriculture (FAO), Rome, base de données FAOSTAT, dernier accès octobre 2018.	1.5	2.0	2.0	2.0	2.0	2016
13	Environment	Environnement	land	64	Land	Permanent crops area	SYB052	5	South America	1	76	Brazil	BRA	1	-53.08432878	-10.77668561	Hectares	3.0		Thousands	Estimate.	Données estimatives.	Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.	Organisation des Nations Unies pour l’alimentation et l’agriculture (FAO), Rome, base de données FAOSTAT, dernier accès octobre 2018.	7275.6	7100.0	6570.0	6570.0	6570.0	2016
13	Environment	Environnement	land	64	Land	Permanent crops area	SYB052	13	Central America	1	84	Belize	BLZ	1	-88.70199554	17.19965901	Hectares	3.0		Thousands	Estimate.	Données estimatives.	Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.	Organisation des Nations Unies pour l’alimentation et l’agriculture (FAO), Rome, base de données FAOSTAT, dernier accès octobre 2018.	32.0	32.0	32.0	32.0	32.0	2016
13	Environment	Environnement	land	64	Land	Permanent crops area	SYB052	54	Melanesia	1	90	Solomon Islands	SLB	1	160.1584117	-9.622391719	Hectares	3.0		Thousands	Estimate.	Données estimatives.	Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.	Organisation des Nations Unies pour l’alimentation et l’agriculture (FAO), Rome, base de données FAOSTAT, dernier accès octobre 2018.	65.0	80.0	80.0	80.0	80.0	2016
13	Environment	Environnement	land	64	Land	Permanent crops area	SYB052	29	Caribbean	1	92	British Virgin Islands	VGB	0	-64.63294223	18.42256578	Hectares	3.0		Thousands	Estimate.	Données estimatives.	Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.	Organisation des Nations Unies pour l’alimentation et l’agriculture (FAO), Rome, base de données FAOSTAT, dernier accès octobre 2018.	1.0	1.0	1.0	1.0	1.0	2016
13	Environment	Environnement	land	64	Land	Permanent crops area	SYB052	35	South-eastern Asia	1	96	Brunei Darussalam	BRN	1	114.6288563	4.49736984	Hectares	3.0		Thousands	Estimate.	Données estimatives.	Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.	Organisation des Nations Unies pour l’alimentation et l’agriculture (FAO), Rome, base de données FAOSTAT, dernier accès octobre 2018.	5.0	6.0	6.0	6.0	6.0	2016
13	Environment	Environnement	land	64	Land	Permanent crops area	SYB052	151	Eastern Europe	1	100	Bulgaria	BGR	1	25.23763153	42.75731323	Hectares	3.0		Thousands			Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.	Organisation des Nations Unies pour l’alimentation et l’agriculture (FAO), Rome, base de données FAOSTAT, dernier accès octobre 2018.	188.0	164.0	133.5	141.0	141.0	2016
13	Environment	Environnement	land	64	Land	Permanent crops area	SYB052	35	South-eastern Asia	1	104	Myanmar	MMR	1	96.51752295	21.19332882	Hectares	3.0		Thousands	[2015-2016]: Estimate.	[2015-2016]: Données estimatives.	Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.	Organisation des Nations Unies pour l’alimentation et l’agriculture (FAO), Rome, base de données FAOSTAT, dernier accès octobre 2018.	896.0	1406.0	1550.0	1550.0	1550.0	2016
13	Environment	Environnement	land	64	Land	Permanent crops area	SYB052	14	Eastern Africa	1	108	Burundi	BDI	1	29.89080992	-3.366387428	Hectares	3.0		Thousands	Estimate.	Données estimatives.	Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.	Organisation des Nations Unies pour l’alimentation et l’agriculture (FAO), Rome, base de données FAOSTAT, dernier accès octobre 2018.	380.0	400.0	350.0	350.0	350.0	2016
13	Environment	Environnement	land	64	Land	Permanent crops area	SYB052	151	Eastern Europe	1	112	Belarus	BLR	1	28.04940161	53.54193075	Hectares	3.0		Thousands			Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.	Organisation des Nations Unies pour l’alimentation et l’agriculture (FAO), Rome, base de données FAOSTAT, dernier accès octobre 2018.	118.0	122.0	113.2	111.3	111.3	2016
13	Environment	Environnement	land	64	Land	Permanent crops area	SYB052	35	South-eastern Asia	1	116	Cambodia	KHM	1	104.922836	12.71163737	Hectares	3.0		Thousands	[2010,2015-2016]: Estimate.	[2010,2015-2016]: Données estimatives.	Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.	Organisation des Nations Unies pour l’alimentation et l’agriculture (FAO), Rome, base de données FAOSTAT, dernier accès octobre 2018.	156.0	155.0	155.0	155.0	155.0	2016
13	Environment	Environnement	land	64	Land	Permanent crops area	SYB052	17	Middle Africa	1	120	Cameroon	CMR	1	12.7419827	5.692387031	Hectares	3.0		Thousands	Estimate.	Données estimatives.	Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.	Organisation des Nations Unies pour l’alimentation et l’agriculture (FAO), Rome, base de données FAOSTAT, dernier accès octobre 2018.	1250.0	1500.0	1550.0	1550.0	1550.0	2016
13	Environment	Environnement	land	64	Land	Permanent crops area	SYB052	21	Northern America	1	124	Canada	CAN	1	-101.6575058	57.72360191	Hectares	3.0		Thousands	[2005,2010,2015]: Estimate.	[2005,2010,2015]: Données estimatives.	Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.	Organisation des Nations Unies pour l’alimentation et l’agriculture (FAO), Rome, base de données FAOSTAT, dernier accès octobre 2018.	6873.0	5021.0	4700.4	4644.0	4644.0	2016
13	Environment	Environnement	land	64	Land	Permanent crops area	SYB052	11	Western Africa	1	132	Cabo Verde	CPV	1	-23.63544151	15.07791834	Hectares	3.0		Thousands	Estimate.	Données estimatives.	Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.	Organisation des Nations Unies pour l’alimentation et l’agriculture (FAO), Rome, base de données FAOSTAT, dernier accès octobre 2018.	2.0	3.0	4.0	4.0	4.0	2016
13	Environment	Environnement	land	64	Land	Permanent crops area	SYB052	29	Caribbean	1	136	Cayman Islands	CYM	0	-81.16740559	19.32266656	Hectares	3.0		Thousands	Estimate.	Données estimatives.	Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.	Organisation des Nations Unies pour l’alimentation et l’agriculture (FAO), Rome, base de données FAOSTAT, dernier accès octobre 2018.	0.5	0.5	0.5	0.5	0.5	2016
13	Environment	Environnement	land	64	Land	Permanent crops area	SYB052	17	Middle Africa	1	140	Central African Republic	CAF	1	20.93559492	7.003720791	Hectares	3.0		Thousands	Estimate.	Données estimatives.	Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.	Organisation des Nations Unies pour l’alimentation et l’agriculture (FAO), Rome, base de données FAOSTAT, dernier accès octobre 2018.	85.0	80.0	80.0	80.0	80.0	2016
13	Environment	Environnement	land	64	Land	Permanent crops area	SYB052	34	Southern Asia	1	144	Sri Lanka	LKA	1	80.70489654	7.614693343	Hectares	3.0		Thousands	Estimate.	Données estimatives.	Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.	Organisation des Nations Unies pour l’alimentation et l’agriculture (FAO), Rome, base de données FAOSTAT, dernier accès octobre 2018.	970.0	980.0	1000.0	1000.0	1000.0	2016
13	Environment	Environnement	land	64	Land	Permanent crops area	SYB052	17	Middle Africa	1	148	Chad	TCD	1	18.66618401	15.36279341	Hectares	3.0		Thousands	Estimate.	Données estimatives.	Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.	Organisation des Nations Unies pour l’alimentation et l’agriculture (FAO), Rome, base de données FAOSTAT, dernier accès octobre 2018.	30.0	35.0	35.0	35.0	35.0	2016
