topicId	topicNameEN	topicNameFR	tableCode	tableId	tableName	seriesDesc	seriesCode	parentCode	parentName	countryProfile	refAreaCode	refAreaDesc	ISO3	UN_Member	X	Y	units	multiplier	baseYear	multiplierDesc	footnotesEN	footnotesFR	sourceEN	sourceFR	value_1980	value_1981	value_1982	value_1983	value_1984	value_1985	value_1986	value_1987	value_1988	value_1989	value_1990	value_1991	value_1992	value_1993	value_1994	value_1995	value_1996	value_1997	value_1998	value_1999	value_2000	value_2001	value_2002	value_2003	value_2004	value_2005	value_latest_year	latest_year
16	International tourism and transport	Tourisme et transport internationaux	railways	57	Railways: traffic	Railway traffic - net weight-distance	SYB031	34	Southern Asia	1	4	Afghanistan	AFG	1	66.02688198	33.83160199	Ton-kilometers	6.0																																		
16	International tourism and transport	Tourisme et transport internationaux	railways	57	Railways: traffic	Railway traffic - net weight-distance	SYB031	39	Southern Europe	1	8	Albania	ALB	1	20.06660928	41.13897007	Ton-kilometers	6.0		Millions			[1980-2003]: United Nations Statistics Division, New York, transport statistics database.	[1980-2003]: 	477.0	517.0	590.0	619.0	636.0	605.0	622.0	629.0	626.0	674.0	584.0	278.0	60.0	54.0	53.0	53.0	42.0	23.0	25.0	26.0	28.0	19.0	20.0	31.0			31.0	2003
16	International tourism and transport	Tourisme et transport internationaux	railways	57	Railways: traffic	Railway traffic - net weight-distance	SYB031	15	Northern Africa	1	12	Algeria	DZA	1	2.678164227	28.15940032	Ton-kilometers	6.0		Millions			[1980-2001]: United Nations Statistics Division, New York, transport statistics database.	[1980-2001]: 	2461.0	2687.0	2750.0	2652.0	2631.0	3048.0	2934.0	2937.0	2814.0	2698.0	2690.0	2710.0	2523.0	2296.0	2261.0	1946.0	2194.0	2892.0	2174.0	2033.0	1980.0	1990.0					1990.0	2001
16	International tourism and transport	Tourisme et transport internationaux	railways	57	Railways: traffic	Railway traffic - net weight-distance	SYB031	61	Polynesia	1	16	American Samoa	ASM	0	-170.7187269	-14.30587306	Ton-kilometers	6.0																																		
16	International tourism and transport	Tourisme et transport internationaux	railways	57	Railways: traffic	Railway traffic - net weight-distance	SYB031	39	Southern Europe	1	20	Andorra	AND	1	1.576257417	42.54548611	Ton-kilometers	6.0																																		
16	International tourism and transport	Tourisme et transport internationaux	railways	57	Railways: traffic	Railway traffic - net weight-distance	SYB031	17	Middle Africa	1	24	Angola	AGO	1	17.57817062	-12.33724746	Ton-kilometers	6.0		Millions			[1980-1986]: United Nations Statistics Division, New York, transport statistics database.	[1980-1986]: 	2700.0	2000.0	2000.0	1890.0	1700.0	1615.0	1720.0																				1720.0	1986
16	International tourism and transport	Tourisme et transport internationaux	railways	57	Railways: traffic	Railway traffic - net weight-distance	SYB031	29	Caribbean	1	28	Antigua and Barbuda	ATG	1	-61.7999755	17.07761471	Ton-kilometers	6.0																																		
16	International tourism and transport	Tourisme et transport internationaux	railways	57	Railways: traffic	Railway traffic - net weight-distance	SYB031	145	Western Asia	1	31	Azerbaijan	AZE	1	50.01064725	40.39229544	Ton-kilometers	6.0		Millions			United Nations Statistics Division, New York, transport statistics database.		33193.0	35886.0	35510.0	38835.0	38060.0	39367.0	40868.0	41362.0	43290.0	41833.0	37288.0	30477.0	13882.0	7300.0	3312.0	2409.0	2778.0	3515.0	4702.0	5052.0	5770.0	6141.0	6980.0	7719.0	7536.0	9628.0	9628.0	2005
16	International tourism and transport	Tourisme et transport internationaux	railways	57	Railways: traffic	Railway traffic - net weight-distance	SYB031	5	South America	1	32	Argentina	ARG	1	-65.14563274	-35.19446255	Ton-kilometers	6.0		Millions			[1980-2002]: United Nations Statistics Division, New York, transport statistics database.	[1980-2002]: 	9473.0	9238.0	11472.0	13364.0	11208.0	9501.0	8761.0	7952.0	8983.0	8237.0	7578.0	5460.0	4388.0	4477.0	6613.0	7613.0	8505.0	9835.0	9852.0	9101.0	8696.0	8989.0	9444.0				9444.0	2002
16	International tourism and transport	Tourisme et transport internationaux	railways	57	Railways: traffic	Railway traffic - net weight-distance	SYB031	53	Oceania	1	36	Australia	AUS	1	134.3499412	-25.57717202	Ton-kilometers	6.0																																		
