topicId	topicNameEN	topicNameFR	tableCode	tableId	tableName	seriesDesc	seriesCode	parentCode	parentName	countryProfile	refAreaCode	refAreaDesc	ISO3	UN_Member	X	Y	units	multiplier	baseYear	multiplierDesc	footnotesEN	footnotesFR	sourceEN	sourceFR	value_1975	value_1976	value_1977	value_1978	value_1979	value_1980	value_1981	value_1982	value_1983	value_1984	value_1985	value_1986	value_1987	value_1988	value_1989	value_1990	value_1991	value_1992	value_1993	value_1994	value_1995	value_1996	value_1997	value_1998	value_1999	value_2000	value_2001	value_2002	value_2003	value_2004	value_2005	value_2006	value_2007	value_2008	value_2009	value_2010	value_2011	value_2012	value_2013	value_2014	value_2015	value_2016	value_2017	value_latest_year	latest_year
19	Development assistance	Aide au développement	odafrmdac	103	Net disbursements of official development assistance from donors	Net disbursements of official development assistance to developing countries and multilateral organizations as percent of GNI	SYB096	155	Western Europe	1	40	Austria	AUT	1	14.14172472	47.58704857	Percent of GNI	0			Development Assistance Committee member (OECD).	Le Comité d’aide au développement (l’OCDE).	Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019.	Organisation de coopération et de développement économiques (OCDE), Paris, base de données du Comité d’aide au développement (CAD) de l’OCDE, dernier accès juin 2019.	0.2114	0.1242	0.2268	0.2684	0.19290000000000002	0.2333	0.3341	0.3557	0.23650000000000002	0.28200000000000003	0.3769	0.2111	0.1723	0.2396	0.22510000000000002	0.10640000000000001	0.1811	0.1115	0.1136	0.1651	0.2676	0.229	0.24300000000000002	0.219	0.2381	0.23440000000000003	0.3416	0.2551	0.2016	0.23290000000000002	0.5218	0.46890000000000004	0.49810000000000004	0.4283	0.302	0.3224	0.2671	0.2802	0.2735	0.2844	0.3537	0.4237	0.3	0.3	2017
19	Development assistance	Aide au développement	odafrmdac	103	Net disbursements of official development assistance from donors	Net disbursements of official development assistance to developing countries and multilateral organizations as percent of GNI	SYB096	29	Caribbean	1	44	Bahamas	BHS	1	-78.05111663	24.69546597	Percent of GNI	0																																																			
19	Development assistance	Aide au développement	odafrmdac	103	Net disbursements of official development assistance from donors	Net disbursements of official development assistance to developing countries and multilateral organizations as percent of GNI	SYB096	145	Western Asia	1	48	Bahrain	BHR	1	50.5490754	26.04407747	Percent of GNI	0																																																			
19	Development assistance	Aide au développement	odafrmdac	103	Net disbursements of official development assistance from donors	Net disbursements of official development assistance to developing countries and multilateral organizations as percent of GNI	SYB096	34	Southern Asia	1	50	Bangladesh	BGD	1	89.17660788	22.86961622	Percent of GNI	0																																																			
19	Development assistance	Aide au développement	odafrmdac	103	Net disbursements of official development assistance from donors	Net disbursements of official development assistance to developing countries and multilateral organizations as percent of GNI	SYB096	145	Western Asia	1	51	Armenia	ARM	1	44.93839317	40.29499741	Percent of GNI	0																																																			
19	Development assistance	Aide au développement	odafrmdac	103	Net disbursements of official development assistance from donors	Net disbursements of official development assistance to developing countries and multilateral organizations as percent of GNI	SYB096	29	Caribbean	1	52	Barbados	BRB	1	-59.5346489	13.13648273	Percent of GNI	0																																																			
19	Development assistance	Aide au développement	odafrmdac	103	Net disbursements of official development assistance from donors	Net disbursements of official development assistance to developing countries and multilateral organizations as percent of GNI	SYB096	155	Western Europe	1	56	Belgium	BEL	1	4.660976456	50.64104975	Percent of GNI	0			Development Assistance Committee member (OECD).	Le Comité d’aide au développement (l’OCDE).	Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019.	Organisation de coopération et de développement économiques (OCDE), Paris, base de données du Comité d’aide au développement (CAD) de l’OCDE, dernier accès juin 2019.	0.5972000000000001	0.4968	0.46690000000000004	0.5504	0.5794	0.4969	0.5890000000000001	0.5798	0.5873	0.5752	0.5473	0.4756	0.4792	0.3941	0.4582	0.45580000000000004	0.4141	0.39080000000000004	0.3906	0.3178	0.383	0.3425	0.3105	0.3522	0.3034	0.3577	0.3683	0.4325	0.6018	0.4097	0.5257000000000001	0.4993	0.42610000000000003	0.4786	0.55	0.6397	0.5363	0.4746	0.453	0.463	0.4161	0.49860000000000004	0.45	0.45	2017
19	Development assistance	Aide au développement	odafrmdac	103	Net disbursements of official development assistance from donors	Net disbursements of official development assistance to developing countries and multilateral organizations as percent of GNI	SYB096	21	Northern America	1	60	Bermuda	BMU	0	-64.78155012	32.27881922	Percent of GNI	0																																																			
19	Development assistance	Aide au développement	odafrmdac	103	Net disbursements of official development assistance from donors	Net disbursements of official development assistance to developing countries and multilateral organizations as percent of GNI	SYB096	34	Southern Asia	1	64	Bhutan	BTN	1	90.45098484	27.39598568	Percent of GNI	0																																																			
19	Development assistance	Aide au développement	odafrmdac	103	Net disbursements of official development assistance from donors	Net disbursements of official development assistance to developing countries and multilateral organizations as percent of GNI	SYB096	5	South America	1	68	Bolivia (Plurinational State of)	BOL	1	-64.66224284	-16.71273412	Percent of GNI	0																																																			
19	Development assistance	Aide au développement	odafrmdac	103	Net disbursements of official development assistance from donors	Net disbursements of official development assistance to developing countries and multilateral organizations as percent of GNI	SYB096	39	Southern Europe	1	70	Bosnia and Herzegovina	BIH	1	17.78584332	44.16845548	Percent of GNI	0																																																			
19	Development assistance	Aide au développement	odafrmdac	103	Net disbursements of official development assistance from donors	Net disbursements of official development assistance to developing countries and multilateral organizations as percent of GNI	SYB096	18	Southern Africa	1	72	Botswana	BWA	1	23.81380223	-22.18810073	Percent of GNI	0																																																			
19	Development assistance	Aide au développement	odafrmdac	103	Net disbursements of official development assistance from donors	Net disbursements of official development assistance to developing countries and multilateral organizations as percent of GNI	SYB096	5	South America	1	76	Brazil	BRA	1	-53.08432878	-10.77668561	Percent of GNI	0																																																			
19	Development assistance	Aide au développement	odafrmdac	103	Net disbursements of official development assistance from donors	Net disbursements of official development assistance to developing countries and multilateral organizations as percent of GNI	SYB096	13	Central America	1	84	Belize	BLZ	1	-88.70199554	17.19965901	Percent of GNI	0																																																			
19	Development assistance	Aide au développement	odafrmdac	103	Net disbursements of official development assistance from donors	Net disbursements of official development assistance to developing countries and multilateral organizations as percent of GNI	SYB096	54	Melanesia	1	90	Solomon Islands	SLB	1	160.1584117	-9.622391719	Percent of GNI	0																																																			
19	Development assistance	Aide au développement	odafrmdac	103	Net disbursements of official development assistance from donors	Net disbursements of official development assistance to developing countries and multilateral organizations as percent of GNI	SYB096	29	Caribbean	1	92	British Virgin Islands	VGB	0	-64.63294223	18.42256578	Percent of GNI	0																																																			
19	Development assistance	Aide au développement	odafrmdac	103	Net disbursements of official development assistance from donors	Net disbursements of official development assistance to developing countries and multilateral organizations as percent of GNI	SYB096	35	South-eastern Asia	1	96	Brunei Darussalam	BRN	1	114.6288563	4.49736984	Percent of GNI	0																																																			
19	Development assistance	Aide au développement	odafrmdac	103	Net disbursements of official development assistance from donors	Net disbursements of official development assistance to developing countries and multilateral organizations as percent of GNI	SYB096	151	Eastern Europe	1	100	Bulgaria	BGR	1	25.23763153	42.75731323	Percent of GNI	0					[2010-2017]: Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019.	[2010-2017]: Organisation de coopération et de développement économiques (OCDE), Paris, base de données du Comité d’aide au développement (CAD) de l’OCDE, dernier accès juin 2019.																																				0.08710000000000001	0.09290000000000001	0.08030000000000001	0.0971	0.0901	0.0859	0.13440000000000002	0.1116	0.1116	2017
19	Development assistance	Aide au développement	odafrmdac	103	Net disbursements of official development assistance from donors	Net disbursements of official development assistance to developing countries and multilateral organizations as percent of GNI	SYB096	35	South-eastern Asia	1	104	Myanmar	MMR	1	96.51752295	21.19332882	Percent of GNI	0																																																			
19	Development assistance	Aide au développement	odafrmdac	103	Net disbursements of official development assistance from donors	Net disbursements of official development assistance to developing countries and multilateral organizations as percent of GNI	SYB096	14	Eastern Africa	1	108	Burundi	BDI	1	29.89080992	-3.366387428	Percent of GNI	0																																																			
19	Development assistance	Aide au développement	odafrmdac	103	Net disbursements of official development assistance from donors	Net disbursements of official development assistance to developing countries and multilateral organizations as percent of GNI	SYB096	151	Eastern Europe	1	112	Belarus	BLR	1	28.04940161	53.54193075	Percent of GNI	0																																																			
19	Development assistance	Aide au développement	odafrmdac	103	Net disbursements of official development assistance from donors	Net disbursements of official development assistance to developing countries and multilateral organizations as percent of GNI	SYB096	35	South-eastern Asia	1	116	Cambodia	KHM	1	104.922836	12.71163737	Percent of GNI	0																																																			
19	Development assistance	Aide au développement	odafrmdac	103	Net disbursements of official development assistance from donors	Net disbursements of official development assistance to developing countries and multilateral organizations as percent of GNI	SYB096	17	Middle Africa	1	120	Cameroon	CMR	1	12.7419827	5.692387031	Percent of GNI	0																																																			
19	Development assistance	Aide au développement	odafrmdac	103	Net disbursements of official development assistance from donors	Net disbursements of official development assistance to developing countries and multilateral organizations as percent of GNI	SYB096	21	Northern America	1	124	Canada	CAN	1	-101.6575058	57.72360191	Percent of GNI	0			Development Assistance Committee member (OECD).	Le Comité d’aide au développement (l’OCDE).	Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019.	Organisation de coopération et de développement économiques (OCDE), Paris, base de données du Comité d’aide au développement (CAD) de l’OCDE, dernier accès juin 2019.	0.5409	0.4565	0.5017	0.5247	0.4751	0.43370000000000003	0.43010000000000004	0.41400000000000003	0.45130000000000003	0.5	0.4909	0.4823	0.46900000000000003	0.49770000000000003	0.4388	0.4409	0.45480000000000004	0.459	0.45130000000000003	0.4267	0.3773	0.3173	0.34190000000000004	0.2958	0.2772	0.25470000000000004	0.21730000000000002	0.2791	0.2379	0.26780000000000004	0.3375	0.2938	0.2894	0.3254	0.30310000000000004	0.3365	0.31970000000000004	0.3159	0.275	0.24100000000000002	0.2796	0.2606	0.2641	0.2641	2017
19	Development assistance	Aide au développement	odafrmdac	103	Net disbursements of official development assistance from donors	Net disbursements of official development assistance to developing countries and multilateral organizations as percent of GNI	SYB096	11	Western Africa	1	132	Cabo Verde	CPV	1	-23.63544151	15.07791834	Percent of GNI	0																																																			
19	Development assistance	Aide au développement	odafrmdac	103	Net disbursements of official development assistance from donors	Net disbursements of official development assistance to developing countries and multilateral organizations as percent of GNI	SYB096	29	Caribbean	1	136	Cayman Islands	CYM	0	-81.16740559	19.32266656	Percent of GNI	0																																																			
19	Development assistance	Aide au développement	odafrmdac	103	Net disbursements of official development assistance from donors	Net disbursements of official development assistance to developing countries and multilateral organizations as percent of GNI	SYB096	17	Middle Africa	1	140	Central African Republic	CAF	1	20.93559492	7.003720791	Percent of GNI	0																																																			
19	Development assistance	Aide au développement	odafrmdac	103	Net disbursements of official development assistance from donors	Net disbursements of official development assistance to developing countries and multilateral organizations as percent of GNI	SYB096	34	Southern Asia	1	144	Sri Lanka	LKA	1	80.70489654	7.614693343	Percent of GNI	0																																																			
19	Development assistance	Aide au développement	odafrmdac	103	Net disbursements of official development assistance from donors	Net disbursements of official development assistance to developing countries and multilateral organizations as percent of GNI	SYB096	17	Middle Africa	1	148	Chad	TCD	1	18.66618401	15.36279341	Percent of GNI	0																																																			
19	Development assistance	Aide au développement	odafrmdac	103	Net disbursements of official development assistance from donors	Net disbursements of official development assistance to developing countries and multilateral organizations as percent of GNI	SYB096	5	South America	1	152	Chile	CHL	1	-71.23029019	-35.2652885	Percent of GNI	0																																																			
19	Development assistance	Aide au développement	odafrmdac	103	Net disbursements of official development assistance from donors	Net disbursements of official development assistance to developing countries and multilateral organizations as percent of GNI	SYB096	30	Eastern Asia	1	156	China	CHN	1	104.1403375	32.30955217	Percent of GNI	0																																																			
19	Development assistance	Aide au développement	odafrmdac	103	Net disbursements of official development assistance from donors	Net disbursements of official development assistance to developing countries and multilateral organizations as percent of GNI	SYB096	5	South America	1	170	Colombia	COL	1	-73.07446751	3.888209046	Percent of GNI	0																																																			
19	Development assistance	Aide au développement	odafrmdac	103	Net disbursements of official development assistance from donors	Net disbursements of official development assistance to developing countries and multilateral organizations as percent of GNI	SYB096	14	Eastern Africa	1	174	Comoros	COM	1	43.34234565	-11.66121732	Percent of GNI	0																																																			
19	Development assistance	Aide au développement	odafrmdac	103	Net disbursements of official development assistance from donors	Net disbursements of official development assistance to developing countries and multilateral organizations as percent of GNI	SYB096	14	Eastern Africa	1	175	Mayotte	MYT	0	45.14015057	-12.82217691	Percent of GNI	0																																																			
19	Development assistance	Aide au développement	odafrmdac	103	Net disbursements of official development assistance from donors	Net disbursements of official development assistance to developing countries and multilateral organizations as percent of GNI	SYB096	17	Middle Africa	1	178	Congo	COG	1	15.22052612	-0.840544119	Percent of GNI	0																																																			
19	Development assistance	Aide au développement	odafrmdac	103	Net disbursements of official development assistance from donors	Net disbursements of official development assistance to developing countries and multilateral organizations as percent of GNI	SYB096	17	Middle Africa	1	180	Democratic Republic of the Congo	COD	1	23.65496507	-2.877154732	Percent of GNI	0																																																			
19	Development assistance	Aide au développement	odafrmdac	103	Net disbursements of official development assistance from donors	Net disbursements of official development assistance to developing countries and multilateral organizations as percent of GNI	SYB096	61	Polynesia	1	184	Cook Islands	COK	0	-159.7711391	-21.22696458	Percent of GNI	0																																																			
19	Development assistance	Aide au développement	odafrmdac	103	Net disbursements of official development assistance from donors	Net disbursements of official development assistance to developing countries and multilateral organizations as percent of GNI	SYB096	13	Central America	1	188	Costa Rica	CRI	1	-84.19712782	9.970998683	Percent of GNI	0																																																			
19	Development assistance	Aide au développement	odafrmdac	103	Net disbursements of official development assistance from donors	Net disbursements of official development assistance to developing countries and multilateral organizations as percent of GNI	SYB096	39	Southern Europe	1	191	Croatia	HRV	1	17.95874553	45.45172212	Percent of GNI	0																																																			
19	Development assistance	Aide au développement	odafrmdac	103	Net disbursements of official development assistance from donors	Net disbursements of official development assistance to developing countries and multilateral organizations as percent of GNI	SYB096	29	Caribbean	1	192	Cuba	CUB	1	-79.54460144	22.10030366	Percent of GNI	0																																																			
19	Development assistance	Aide au développement	odafrmdac	103	Net disbursements of official development assistance from donors	Net disbursements of official development assistance to developing countries and multilateral organizations as percent of GNI	SYB096	145	Western Asia	1	196	Cyprus	CYP	1	33.22285964	35.05659437	Percent of GNI	0			[2005-2015]: Data refer to government controlled areas.	[2005-2015]: Les données se rapportent aux zones contrôlées par le Gouvernement.	[2005-2015]: Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019.	[2005-2015]: Organisation de coopération et de développement économiques (OCDE), Paris, base de données du Comité d’aide au développement (CAD) de l’OCDE, dernier accès juin 2019.																															0.09230000000000001	0.1453	0.1698	0.165	0.1963	0.227	0.1577	0.1135	0.09820000000000001	0.0936	0.0897			0.0897	2015
19	Development assistance	Aide au développement	odafrmdac	103	Net disbursements of official development assistance from donors	Net disbursements of official development assistance to developing countries and multilateral organizations as percent of GNI	SYB096	151	Eastern Europe	1	203	Czechia	CZE	1	15.33151382	49.73913871	Percent of GNI	0			[1998-2017]: Development Assistance Committee member (OECD).	[1998-2017]: Le Comité d’aide au développement (l’OCDE).	[1998-2017]: Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019.	[1998-2017]: Organisation de coopération et de développement économiques (OCDE), Paris, base de données du Comité d’aide au développement (CAD) de l’OCDE, dernier accès juin 2019.																								0.0285	0.0279	0.032600000000000004	0.048	0.0654	0.1114	0.1066	0.114	0.12010000000000001	0.1097	0.1242	0.11950000000000001	0.12660000000000002	0.1246	0.12050000000000001	0.11380000000000001	0.11220000000000001	0.1177	0.1424	0.1502	0.1502	2017
19	Development assistance	Aide au développement	odafrmdac	103	Net disbursements of official development assistance from donors	Net disbursements of official development assistance to developing countries and multilateral organizations as percent of GNI	SYB096	11	Western Africa	1	204	Benin	BEN	1	2.339933594	9.65401646	Percent of GNI	0																																																			
19	Development assistance	Aide au développement	odafrmdac	103	Net disbursements of official development assistance from donors	Net disbursements of official development assistance to developing countries and multilateral organizations as percent of GNI	SYB096	154	Northern Europe	1	208	Denmark	DNK	1	9.326571283	56.03829721	Percent of GNI	0			Development Assistance Committee member (OECD).	Le Comité d’aide au développement (l’OCDE).	Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019.	Organisation de coopération et de développement économiques (OCDE), Paris, base de données du Comité d’aide au développement (CAD) de l’OCDE, dernier accès juin 2019.	0.5498000000000001	0.52	0.5604	0.6968000000000001	0.7122	0.7431	0.7271000000000001	0.7691	0.7265	0.8506	0.8017000000000001	0.8854000000000001	0.8758	0.8918	0.9345	0.9441	0.9613	1.0241	1.0339	1.0277	0.9626	1.0444	0.9742000000000001	0.9945	1.0086	1.0608	1.0301	0.9641000000000001	0.8380000000000001	0.8471000000000001	0.8117000000000001	0.7982	0.8076	0.8174	0.8804000000000001	0.9092	0.8521000000000001	0.8300000000000001	0.8518	0.8560000000000001	0.8474	0.752	0.7374	0.7374	2017
19	Development assistance	Aide au développement	odafrmdac	103	Net disbursements of official development assistance from donors	Net disbursements of official development assistance to developing countries and multilateral organizations as percent of GNI	SYB096	29	Caribbean	1	212	Dominica	DMA	1	-61.3493756	15.43391378	Percent of GNI	0																																																			
19	Development assistance	Aide au développement	odafrmdac	103	Net disbursements of official development assistance from donors	Net disbursements of official development assistance to developing countries and multilateral organizations as percent of GNI	SYB096	29	Caribbean	1	214	Dominican Republic	DOM	1	-70.49847576	18.89832088	Percent of GNI	0																																																			
19	Development assistance	Aide au développement	odafrmdac	103	Net disbursements of official development assistance from donors	Net disbursements of official development assistance to developing countries and multilateral organizations as percent of GNI	SYB096	5	South America	1	218	Ecuador	ECU	1	-78.37005241	-1.447785891	Percent of GNI	0																																																			
19	Development assistance	Aide au développement	odafrmdac	103	Net disbursements of official development assistance from donors	Net disbursements of official development assistance to developing countries and multilateral organizations as percent of GNI	SYB096	13	Central America	1	222	El Salvador	SLV	1	-88.86862995	13.73603564	Percent of GNI	0																																																			
19	Development assistance	Aide au développement	odafrmdac	103	Net disbursements of official development assistance from donors	Net disbursements of official development assistance to developing countries and multilateral organizations as percent of GNI	SYB096	17	Middle Africa	1	226	Equatorial Guinea	GNQ	1	10.46535826	1.565792376	Percent of GNI	0																																																			
19	Development assistance	Aide au développement	odafrmdac	103	Net disbursements of official development assistance from donors	Net disbursements of official development assistance to developing countries and multilateral organizations as percent of GNI	SYB096	14	Eastern Africa	1	231	Ethiopia	ETH	1	39.63505296	8.631223181	Percent of GNI	0																																																			
19	Development assistance	Aide au développement	odafrmdac	103	Net disbursements of official development assistance from donors	Net disbursements of official development assistance to developing countries and multilateral organizations as percent of GNI	SYB096	14	Eastern Africa	1	232	Eritrea	ERI	1	38.11074289	16.12894644	Percent of GNI	0																																																			
19	Development assistance	Aide au développement	odafrmdac	103	Net disbursements of official development assistance from donors	Net disbursements of official development assistance to developing countries and multilateral organizations as percent of GNI	SYB096	154	Northern Europe	1	233	Estonia	EST	1	25.84093481	58.68487172	Percent of GNI	0					[2004-2017]: Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019.	[2004-2017]: Organisation de coopération et de développement économiques (OCDE), Paris, base de données du Comité d’aide au développement (CAD) de l’OCDE, dernier accès juin 2019.																														0.0461	0.0765	0.08850000000000001	0.0804	0.10160000000000001	0.0994	0.1023	0.1149	0.10640000000000001	0.1265	0.14500000000000002	0.154	0.1898	0.1648	0.1648	2017
19	Development assistance	Aide au développement	odafrmdac	103	Net disbursements of official development assistance from donors	Net disbursements of official development assistance to developing countries and multilateral organizations as percent of GNI	SYB096	154	Northern Europe	1	234	Faroe Islands	FRO	0	-7.122044325	62.21228119	Percent of GNI	0																																																			
19	Development assistance	Aide au développement	odafrmdac	103	Net disbursements of official development assistance from donors	Net disbursements of official development assistance to developing countries and multilateral organizations as percent of GNI	SYB096	5	South America	1	238	Falkland Islands (Malvinas)	FLK	0	-58.75246778	-51.74562601	Percent of GNI	0																																																			
19	Development assistance	Aide au développement	odafrmdac	103	Net disbursements of official development assistance from donors	Net disbursements of official development assistance to developing countries and multilateral organizations as percent of GNI	SYB096	54	Melanesia	1	242	Fiji	FJI	1	177.9660884	-17.83301566	Percent of GNI	0																																																			
19	Development assistance	Aide au développement	odafrmdac	103	Net disbursements of official development assistance from donors	Net disbursements of official development assistance to developing countries and multilateral organizations as percent of GNI	SYB096	154	Northern Europe	1	246	Finland	FIN	1	23.308447	61.91586738	Percent of GNI	0			Development Assistance Committee member (OECD).	Le Comité d’aide au développement (l’OCDE).	Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019.	Organisation de coopération et de développement économiques (OCDE), Paris, base de données du Comité d’aide au développement (CAD) de l’OCDE, dernier accès juin 2019.	0.1724	0.169	0.154	0.15990000000000001	0.2131	0.2177	0.2715	0.2903	0.31720000000000004	0.3546	0.4026	0.4562	0.503	0.5963	0.6385000000000001	0.6467	0.7979	0.6393	0.4514	0.30920000000000003	0.3118	0.3295	0.3155	0.3149	0.32980000000000004	0.3108	0.3236	0.3519	0.3482	0.3668	0.4612	0.39590000000000003	0.3941	0.4385	0.5423	0.5504	0.5311	0.5339	0.5353	0.5941000000000001	0.5505	0.44	0.42450000000000004	0.42450000000000004	2017
19	Development assistance	Aide au développement	odafrmdac	103	Net disbursements of official development assistance from donors	Net disbursements of official development assistance to developing countries and multilateral organizations as percent of GNI	SYB096	155	Western Europe	1	250	France	FRA	1	2.457288129	46.62660861	Percent of GNI	0			Development Assistance Committee member (OECD).	Le Comité d’aide au développement (l’OCDE).	Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019.	Organisation de coopération et de développement économiques (OCDE), Paris, base de données du Comité d’aide au développement (CAD) de l’OCDE, dernier accès juin 2019.	0.43960000000000005	0.40640000000000004	0.3844	0.385	0.4228	0.438	0.5146000000000001	0.5597	0.5608000000000001	0.6184000000000001	0.6141	0.5582	0.5967	0.5751000000000001	0.6055	0.6017	0.6157	0.6266	0.6323000000000001	0.6171	0.5458000000000001	0.48210000000000003	0.4374	0.38380000000000003	0.3815	0.3048	0.3094	0.3749	0.4031	0.41150000000000003	0.4736	0.4677	0.3796	0.38520000000000004	0.4706	0.4954	0.4595	0.45270000000000005	0.4058	0.36810000000000004	0.3677	0.38430000000000003	0.43	0.43	2017
19	Development assistance	Aide au développement	odafrmdac	103	Net disbursements of official development assistance from donors	Net disbursements of official development assistance to developing countries and multilateral organizations as percent of GNI	SYB096	5	South America	1	254	French Guiana	GUF	0	-53.23619089	3.922673437	Percent of GNI	0																																																			
19	Development assistance	Aide au développement	odafrmdac	103	Net disbursements of official development assistance from donors	Net disbursements of official development assistance to developing countries and multilateral organizations as percent of GNI	SYB096	61	Polynesia	1	258	French Polynesia	PYF	0	-149.4052367	-17.67709294	Percent of GNI	0																																																			
19	Development assistance	Aide au développement	odafrmdac	103	Net disbursements of official development assistance from donors	Net disbursements of official development assistance to developing countries and multilateral organizations as percent of GNI	SYB096	14	Eastern Africa	1	262	Djibouti	DJI	1	42.18274707	11.56004161	Percent of GNI	0																																																			
19	Development assistance	Aide au développement	odafrmdac	103	Net disbursements of official development assistance from donors	Net disbursements of official development assistance to developing countries and multilateral organizations as percent of GNI	SYB096	17	Middle Africa	1	266	Gabon	GAB	1	11.78727747	-0.60687619	Percent of GNI	0																																																			
19	Development assistance	Aide au développement	odafrmdac	103	Net disbursements of official development assistance from donors	Net disbursements of official development assistance to developing countries and multilateral organizations as percent of GNI	SYB096	145	Western Asia	1	268	Georgia	GEO	1	43.3713615	42.04813028	Percent of GNI	0																																																			
