topicId	topicNameEN	topicNameFR	tableCode	tableId	tableName	seriesDesc	seriesCode	parentCode	parentName	countryProfile	refAreaCode	refAreaDesc	ISO3	UN_Member	X	Y	units	multiplier	baseYear	multiplierDesc	footnotesEN	footnotesFR	sourceEN	sourceFR	value_2003	value_2004	value_2005	value_2006	value_2007	value_2008	value_2009	value_2010	value_2011	value_2012	value_2013	value_2014	value_2015	value_latest_year	latest_year
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	Assault rate	SYB098	155	Western Europe	1	40	Austria	AUT	1	14.14172472	47.58704857	Incidents per 100,000 population	0					[2004-2015]: United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed December 2018.	[2004-2015]: Office des Nations Unies contre la drogue et le crime (ONUDC), Vienne, base de données statistiques de l’ONUDC, dernier accès decembre 2018.		43.73	43.85	43.26	46.72	47.35	48.11	42.97	46.26	47.66	44.0	42.74	40.51	40.51	2015
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	Assault rate	SYB098	29	Caribbean	1	44	Bahamas	BHS	1	-78.05111663	24.69546597	Incidents per 100,000 population	0					[2009-2012]: United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed December 2018.	[2009-2012]: Office des Nations Unies contre la drogue et le crime (ONUDC), Vienne, base de données statistiques de l’ONUDC, dernier accès decembre 2018.							733.13	848.88	891.16	841.06				841.06	2012
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	Assault rate	SYB098	145	Western Asia	1	48	Bahrain	BHR	1	50.5490754	26.04407747	Incidents per 100,000 population	0					[2003-2008]: United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed December 2018.	[2003-2008]: Office des Nations Unies contre la drogue et le crime (ONUDC), Vienne, base de données statistiques de l’ONUDC, dernier accès decembre 2018.	354.65	474.88	406.91	367.24	256.58	327.48								327.48	2008
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	Assault rate	SYB098	34	Southern Asia	1	50	Bangladesh	BGD	1	89.17660788	22.86961622	Incidents per 100,000 population	0					[2005-2006]: United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed December 2018.	[2005-2006]: Office des Nations Unies contre la drogue et le crime (ONUDC), Vienne, base de données statistiques de l’ONUDC, dernier accès decembre 2018.			0.4	0.39										0.39	2006
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	Assault rate	SYB098	145	Western Asia	1	51	Armenia	ARM	1	44.93839317	40.29499741	Incidents per 100,000 population	0					[2004-2015]: United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed December 2018.	[2004-2015]: Office des Nations Unies contre la drogue et le crime (ONUDC), Vienne, base de données statistiques de l’ONUDC, dernier accès decembre 2018.		6.28	5.97	5.93	5.49	6.76	5.6	5.23	5.42	5.27	5.88	6.59	5.4	5.4	2015
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	Assault rate	SYB098	29	Caribbean	1	52	Barbados	BRB	1	-59.5346489	13.13648273	Incidents per 100,000 population	0					[2004-2015]: United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed December 2018.	[2004-2015]: Office des Nations Unies contre la drogue et le crime (ONUDC), Vienne, base de données statistiques de l’ONUDC, dernier accès decembre 2018.		589.55	631.72	619.55	560.92	574.8	578.17	540.48	467.57	521.34	442.47	516.97	518.62	518.62	2015
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	Assault rate	SYB098	155	Western Europe	1	56	Belgium	BEL	1	4.660976456	50.64104975	Incidents per 100,000 population	0					United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed December 2018.	Office des Nations Unies contre la drogue et le crime (ONUDC), Vienne, base de données statistiques de l’ONUDC, dernier accès decembre 2018.	594.26	617.68	638.34	666.72	693.98	707.98	715.52	711.42	715.83	652.66	625.35	625.65	599.95	599.95	2015
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	Assault rate	SYB098	21	Northern America	1	60	Bermuda	BMU	0	-64.78155012	32.27881922	Incidents per 100,000 population	0					[2003-2004,2009-2015]: United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed December 2018.	[2003-2004,2009-2015]: Office des Nations Unies contre la drogue et le crime (ONUDC), Vienne, base de données statistiques de l’ONUDC, dernier accès decembre 2018.	804.62	668.63					1091.66	964.76	879.23	873.71	841.13	702.19	922.52	922.52	2015
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	Assault rate	SYB098	34	Southern Asia	1	64	Bhutan	BTN	1	90.45098484	27.39598568	Incidents per 100,000 population	0					[2008-2013]: United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed December 2018.	[2008-2013]: Office des Nations Unies contre la drogue et le crime (ONUDC), Vienne, base de données statistiques de l’ONUDC, dernier accès decembre 2018.						4.89	5.23	9.3	5.05	6.05	1.7200000000000002			1.7200000000000002	2013
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	Assault rate	SYB098	5	South America	1	68	Bolivia (Plurinational State of)	BOL	1	-64.66224284	-16.71273412	Incidents per 100,000 population	0					[2005-2012]: United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed December 2018.	[2005-2012]: Office des Nations Unies contre la drogue et le crime (ONUDC), Vienne, base de données statistiques de l’ONUDC, dernier accès decembre 2018.			66.04	58.22	68.22	72.78	74.08	85.21	66.4	72.53				72.53	2012
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	Assault rate	SYB098	39	Southern Europe	1	70	Bosnia and Herzegovina	BIH	1	17.78584332	44.16845548	Incidents per 100,000 population	0			[2005-2008,2010-2015]: Break in the time series.	[2005-2008,2010-2015]: Discontinuité dans la série.	[2005-2008,2010-2015]: United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed December 2018.	[2005-2008,2010-2015]: Office des Nations Unies contre la drogue et le crime (ONUDC), Vienne, base de données statistiques de l’ONUDC, dernier accès decembre 2018.			35.71	39.03	40.78	38.39		13.17	17.01	16.14	15.09	15.51	26.03	26.03	2015
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	Assault rate	SYB098	18	Southern Africa	1	72	Botswana	BWA	1	23.81380223	-22.18810073	Incidents per 100,000 population	0					[2009-2011,2014]: United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed December 2018.	[2009-2011,2014]: Office des Nations Unies contre la drogue et le crime (ONUDC), Vienne, base de données statistiques de l’ONUDC, dernier accès decembre 2018.							753.93	852.46	770.35			758.9		758.9	2014
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	Assault rate	SYB098	5	South America	1	76	Brazil	BRA	1	-53.08432878	-10.77668561	Incidents per 100,000 population	0					[2006-2013]: United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed December 2018.	[2006-2013]: Office des Nations Unies contre la drogue et le crime (ONUDC), Vienne, base de données statistiques de l’ONUDC, dernier accès decembre 2018.				342.31	336.66	333.73	331.41	360.35	357.67	362.11	323.85			323.85	2013
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	Assault rate	SYB098	13	Central America	1	84	Belize	BLZ	1	-88.70199554	17.19965901	Incidents per 100,000 population	0					[2006,2009,2012,2014]: United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed December 2018.	[2006,2009,2012,2014]: Office des Nations Unies contre la drogue et le crime (ONUDC), Vienne, base de données statistiques de l’ONUDC, dernier accès decembre 2018.				48.84			165.33			274.13		296.27		296.27	2014
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	Assault rate	SYB098	54	Melanesia	1	90	Solomon Islands	SLB	1	160.1584117	-9.622391719	Incidents per 100,000 population	0					[2004-2008]: United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed December 2018.	[2004-2008]: Office des Nations Unies contre la drogue et le crime (ONUDC), Vienne, base de données statistiques de l’ONUDC, dernier accès decembre 2018.		263.63	258.47	242.97	240.61	217.91								217.91	2008
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	Assault rate	SYB098	29	Caribbean	1	92	British Virgin Islands	VGB	0	-64.63294223	18.42256578	Incidents per 100,000 population	0																					
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	Assault rate	SYB098	35	South-eastern Asia	1	96	Brunei Darussalam	BRN	1	114.6288563	4.49736984	Incidents per 100,000 population	0					[2003-2006]: United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed December 2018.	[2003-2006]: Office des Nations Unies contre la drogue et le crime (ONUDC), Vienne, base de données statistiques de l’ONUDC, dernier accès decembre 2018.	134.46	150.97	146.45	122.5										122.5	2006
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	Assault rate	SYB098	151	Eastern Europe	1	100	Bulgaria	BGR	1	25.23763153	42.75731323	Incidents per 100,000 population	0					United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed December 2018.	Office des Nations Unies contre la drogue et le crime (ONUDC), Vienne, base de données statistiques de l’ONUDC, dernier accès decembre 2018.	48.76	47.93	47.59	39.03	41.92	42.8	41.85	41.01	33.47	33.0	34.06	35.17	35.25	35.25	2015
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	Assault rate	SYB098	35	South-eastern Asia	1	104	Myanmar	MMR	1	96.51752295	21.19332882	Incidents per 100,000 population	0					[2009-2015]: United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed December 2018.	[2009-2015]: Office des Nations Unies contre la drogue et le crime (ONUDC), Vienne, base de données statistiques de l’ONUDC, dernier accès decembre 2018.							5.62	5.18	4.27	4.4	4.73	10.26	9.02	9.02	2015
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	Assault rate	SYB098	14	Eastern Africa	1	108	Burundi	BDI	1	29.89080992	-3.366387428	Incidents per 100,000 population	0					[2008-2014]: United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed December 2018.	[2008-2014]: Office des Nations Unies contre la drogue et le crime (ONUDC), Vienne, base de données statistiques de l’ONUDC, dernier accès decembre 2018.						4.95	5.43	3.21	5.1	4.49	4.12	5.08		5.08	2014
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	Assault rate	SYB098	151	Eastern Europe	1	112	Belarus	BLR	1	28.04940161	53.54193075	Incidents per 100,000 population	0					[2003-2014]: United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed December 2018.	[2003-2014]: Office des Nations Unies contre la drogue et le crime (ONUDC), Vienne, base de données statistiques de l’ONUDC, dernier accès decembre 2018.	41.32	20.32	19.86	17.99	17.34	15.14	13.87	12.2	10.57	9.56	8.97	8.74		8.74	2014
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	Assault rate	SYB098	35	South-eastern Asia	1	116	Cambodia	KHM	1	104.922836	12.71163737	Incidents per 100,000 population	0																					
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	Assault rate	SYB098	17	Middle Africa	1	120	Cameroon	CMR	1	12.7419827	5.692387031	Incidents per 100,000 population	0			[2003-2007,2009-2015]: Break in the time series.	[2003-2007,2009-2015]: Discontinuité dans la série.	[2003-2007,2009-2015]: United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed December 2018.	[2003-2007,2009-2015]: Office des Nations Unies contre la drogue et le crime (ONUDC), Vienne, base de données statistiques de l’ONUDC, dernier accès decembre 2018.	17.41	17.3	17.32	16.86	18.25		7.4	23.88	25.01	26.61	25.35	31.51	20.58	20.58	2015
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	Assault rate	SYB098	21	Northern America	1	124	Canada	CAN	1	-101.6575058	57.72360191	Incidents per 100,000 population	0					United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed December 2018.	Office des Nations Unies contre la drogue et le crime (ONUDC), Vienne, base de données statistiques de l’ONUDC, dernier accès decembre 2018.	152.34	154.69	165.71	173.89	176.67	175.1	168.91	162.44	156.4	152.97	139.82	135.91	140.25	140.25	2015
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	Assault rate	SYB098	11	Western Africa	1	132	Cabo Verde	CPV	1	-23.63544151	15.07791834	Incidents per 100,000 population	0					[2010-2015]: United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed December 2018.	[2010-2015]: Office des Nations Unies contre la drogue et le crime (ONUDC), Vienne, base de données statistiques de l’ONUDC, dernier accès decembre 2018.								834.05	813.88	821.77	791.12	801.12	807.87	807.87	2015
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	Assault rate	SYB098	29	Caribbean	1	136	Cayman Islands	CYM	0	-81.16740559	19.32266656	Incidents per 100,000 population	0																					
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	Assault rate	SYB098	17	Middle Africa	1	140	Central African Republic	CAF	1	20.93559492	7.003720791	Incidents per 100,000 population	0																					
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	Assault rate	SYB098	34	Southern Asia	1	144	Sri Lanka	LKA	1	80.70489654	7.614693343	Incidents per 100,000 population	0					[2003-2004,2008-2013]: United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed December 2018.	[2003-2004,2008-2013]: Office des Nations Unies contre la drogue et le crime (ONUDC), Vienne, base de données statistiques de l’ONUDC, dernier accès decembre 2018.	115.41	109.28				252.97	295.17	319.86	327.21	323.85	316.42			316.42	2013
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	Assault rate	SYB098	17	Middle Africa	1	148	Chad	TCD	1	18.66618401	15.36279341	Incidents per 100,000 population	0																					
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	Assault rate	SYB098	5	South America	1	152	Chile	CHL	1	-71.23029019	-35.2652885	Incidents per 100,000 population	0					[2006-2015]: United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed December 2018.	[2006-2015]: Office des Nations Unies contre la drogue et le crime (ONUDC), Vienne, base de données statistiques de l’ONUDC, dernier accès decembre 2018.				128.95	131.98	139.82	141.51	130.82	133.5	113.94	103.71	98.25	88.96	88.96	2015
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	Assault rate	SYB098	30	Eastern Asia	1	156	China	CHN	1	104.1403375	32.30955217	Incidents per 100,000 population	0																					
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	Assault rate	SYB098	5	South America	1	170	Colombia	COL	1	-73.07446751	3.888209046	Incidents per 100,000 population	0					[2004-2015]: United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed December 2018.	[2004-2015]: Office des Nations Unies contre la drogue et le crime (ONUDC), Vienne, base de données statistiques de l’ONUDC, dernier accès decembre 2018.		76.15	70.27	106.14	108.07	80.27	121.37	115.73	134.0	175.3	175.17	172.06	180.18	180.18	2015
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	Assault rate	SYB098	14	Eastern Africa	1	174	Comoros	COM	1	43.34234565	-11.66121732	Incidents per 100,000 population	0																					
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	Assault rate	SYB098	14	Eastern Africa	1	175	Mayotte	MYT	0	45.14015057	-12.82217691	Incidents per 100,000 population	0																					
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	Assault rate	SYB098	17	Middle Africa	1	178	Congo	COG	1	15.22052612	-0.840544119	Incidents per 100,000 population	0																					
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	Assault rate	SYB098	17	Middle Africa	1	180	Democratic Republic of the Congo	COD	1	23.65496507	-2.877154732	Incidents per 100,000 population	0																					
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	Assault rate	SYB098	61	Polynesia	1	184	Cook Islands	COK	0	-159.7711391	-21.22696458	Incidents per 100,000 population	0																					
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	Assault rate	SYB098	13	Central America	1	188	Costa Rica	CRI	1	-84.19712782	9.970998683	Incidents per 100,000 population	0					[2006-2013]: United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed December 2018.	[2006-2013]: Office des Nations Unies contre la drogue et le crime (ONUDC), Vienne, base de données statistiques de l’ONUDC, dernier accès decembre 2018.				137.65	147.13	152.39	165.7	174.97	160.0	139.17	174.68			174.68	2013
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	Assault rate	SYB098	39	Southern Europe	1	191	Croatia	HRV	1	17.95874553	45.45172212	Incidents per 100,000 population	0					United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed December 2018.	Office des Nations Unies contre la drogue et le crime (ONUDC), Vienne, base de données statistiques de l’ONUDC, dernier accès decembre 2018.	28.45	26.29	26.34	24.47	25.09	25.97	24.46	22.84	20.29	21.06	19.27	18.0	18.96	18.96	2015
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	Assault rate	SYB098	29	Caribbean	1	192	Cuba	CUB	1	-79.54460144	22.10030366	Incidents per 100,000 population	0																					
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	Assault rate	SYB098	145	Western Asia	1	196	Cyprus	CYP	1	33.22285964	35.05659437	Incidents per 100,000 population	0					United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed December 2018.	Office des Nations Unies contre la drogue et le crime (ONUDC), Vienne, base de données statistiques de l’ONUDC, dernier accès decembre 2018.	13.53	16.93	12.78	12.78	13.36	15.51	20.08	15.67	14.69	13.11	11.56	11.62	12.1	12.1	2015
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	Assault rate	SYB098	151	Eastern Europe	1	203	Czechia	CZE	1	15.33151382	49.73913871	Incidents per 100,000 population	0					[2004-2015]: United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed December 2018.	[2004-2015]: Office des Nations Unies contre la drogue et le crime (ONUDC), Vienne, base de données statistiques de l’ONUDC, dernier accès decembre 2018.		230.89	211.95	186.64	189.26	171.91	161.44	172.02	184.25	174.09	177.23	160.77	148.62	148.62	2015
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	Assault rate	SYB098	11	Western Africa	1	204	Benin	BEN	1	2.339933594	9.65401646	Incidents per 100,000 population	0																					
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	Assault rate	SYB098	154	Northern Europe	1	208	Denmark	DNK	1	9.326571283	56.03829721	Incidents per 100,000 population	0					United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed December 2018.	Office des Nations Unies contre la drogue et le crime (ONUDC), Vienne, base de données statistiques de l’ONUDC, dernier accès decembre 2018.	202.38	203.85	205.2	213.72	211.3	203.87	191.41	31.58	30.41	170.63	26.72	27.15	25.75	25.75	2015
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	Assault rate	SYB098	29	Caribbean	1	212	Dominica	DMA	1	-61.3493756	15.43391378	Incidents per 100,000 population	0																					
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	Assault rate	SYB098	29	Caribbean	1	214	Dominican Republic	DOM	1	-70.49847576	18.89832088	Incidents per 100,000 population	0					[2012,2014]: United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed December 2018.	[2012,2014]: Office des Nations Unies contre la drogue et le crime (ONUDC), Vienne, base de données statistiques de l’ONUDC, dernier accès decembre 2018.										58.46		48.31		48.31	2014
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	Assault rate	SYB098	5	South America	1	218	Ecuador	ECU	1	-78.37005241	-1.447785891	Incidents per 100,000 population	0					[2003-2006,2009-2014]: United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed December 2018.	[2003-2006,2009-2014]: Office des Nations Unies contre la drogue et le crime (ONUDC), Vienne, base de données statistiques de l’ONUDC, dernier accès decembre 2018.	53.3	58.97	56.47	47.07			27.76	30.16	41.57	53.45	54.66	46.72		46.72	2014
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	Assault rate	SYB098	13	Central America	1	222	El Salvador	SLV	1	-88.86862995	13.73603564	Incidents per 100,000 population	0			[2005-2015]: Break in the time series.	[2005-2015]: Discontinuité dans la série.	[2005-2015]: United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed December 2018.	[2005-2015]: Office des Nations Unies contre la drogue et le crime (ONUDC), Vienne, base de données statistiques de l’ONUDC, dernier accès decembre 2018.			77.82	77.32	49.63	57.09	64.79	64.44	60.79	69.63	70.97	64.18	96.09	96.09	2015
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	Assault rate	SYB098	17	Middle Africa	1	226	Equatorial Guinea	GNQ	1	10.46535826	1.565792376	Incidents per 100,000 population	0																					
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	Assault rate	SYB098	14	Eastern Africa	1	231	Ethiopia	ETH	1	39.63505296	8.631223181	Incidents per 100,000 population	0																					
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	Assault rate	SYB098	14	Eastern Africa	1	232	Eritrea	ERI	1	38.11074289	16.12894644	Incidents per 100,000 population	0																					
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	Assault rate	SYB098	154	Northern Europe	1	233	Estonia	EST	1	25.84093481	58.68487172	Incidents per 100,000 population	0					[2005-2015]: United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed December 2018.	[2005-2015]: Office des Nations Unies contre la drogue et le crime (ONUDC), Vienne, base de données statistiques de l’ONUDC, dernier accès decembre 2018.			9.74	10.45	10.79	10.45	7.93	7.73	7.83	7.48	7.5	5.85	7.47	7.47	2015
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	Assault rate	SYB098	154	Northern Europe	1	234	Faroe Islands	FRO	0	-7.122044325	62.21228119	Incidents per 100,000 population	0																					
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	Assault rate	SYB098	5	South America	1	238	Falkland Islands (Malvinas)	FLK	0	-58.75246778	-51.74562601	Incidents per 100,000 population	0																					
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	Assault rate	SYB098	54	Melanesia	1	242	Fiji	FJI	1	177.9660884	-17.83301566	Incidents per 100,000 population	0																					
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	Assault rate	SYB098	154	Northern Europe	1	246	Finland	FIN	1	23.308447	61.91586738	Incidents per 100,000 population	0			Break in the time series.	Discontinuité dans la série.	United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed December 2018.	Office des Nations Unies contre la drogue et le crime (ONUDC), Vienne, base de données statistiques de l’ONUDC, dernier accès decembre 2018.	553.05	569.57	580.73	586.03	654.41	654.44	615.64	37.19	54.73	34.55	32.84	30.02	28.4	28.4	2015
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	Assault rate	SYB098	155	Western Europe	1	250	France	FRA	1	2.457288129	46.62660861	Incidents per 100,000 population	0			Break in the time series.	Discontinuité dans la série.	United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed December 2018.	Office des Nations Unies contre la drogue et le crime (ONUDC), Vienne, base de données statistiques de l’ONUDC, dernier accès decembre 2018.	223.28	226.23	242.73	266.77	283.84	301.62	351.41	368.34	365.6	364.58	365.43	371.04	379.13	379.13	2015
