topicId	topicNameEN	topicNameFR	tableCode	tableId	tableName	seriesDesc	seriesCode	parentCode	parentName	countryProfile	refAreaCode	refAreaDesc	ISO3	UN_Member	X	Y	units	multiplier	baseYear	multiplierDesc	footnotesEN	footnotesFR	sourceEN	sourceFR	value_2012	value_2013	value_2014	value_2015	value_2016	value_latest_year	latest_year
16	International tourism and transport	Tourisme et transport internationaux	civilaviation	61	Civil aviation: scheduled airline traffic	Civil aviation: total scheduled airline traffic - total weight-distance	SYB044	34	Southern Asia	1	4	Afghanistan	AFG	1	66.02688198	33.83160199	Ton-kilometers	6.0		Millions			International Civil Aviation Organization (ICAO), Montreal, ICAO Air Transport Reporting Forms A and A-S plus ICAO estimates, last accessed April 2017.	Organisation de l’aviation civile internationale (OACI), Montréal, Formulaires A et A-S du transport aérien de l'OACI et estimations de l'OACI, dernier accès avril 2017.	321.0	84.6212	34.2835	241.7006	211.9354	211.9354	2016
16	International tourism and transport	Tourisme et transport internationaux	civilaviation	61	Civil aviation: scheduled airline traffic	Civil aviation: total scheduled airline traffic - total weight-distance	SYB044	39	Southern Europe	1	8	Albania	ALB	1	20.06660928	41.13897007	Ton-kilometers	6.0		Millions			[2015-2016]: International Civil Aviation Organization (ICAO), Montreal, ICAO Air Transport Reporting Forms A and A-S plus ICAO estimates, last accessed April 2017.	[2015-2016]: Organisation de l’aviation civile internationale (OACI), Montréal, Formulaires A et A-S du transport aérien de l'OACI et estimations de l'OACI, dernier accès avril 2017.				0.0	2.219	2.219	2016
16	International tourism and transport	Tourisme et transport internationaux	civilaviation	61	Civil aviation: scheduled airline traffic	Civil aviation: total scheduled airline traffic - total weight-distance	SYB044	15	Northern Africa	1	12	Algeria	DZA	1	2.678164227	28.15940032	Ton-kilometers	6.0		Millions			International Civil Aviation Organization (ICAO), Montreal, ICAO Air Transport Reporting Forms A and A-S plus ICAO estimates, last accessed April 2017.	Organisation de l’aviation civile internationale (OACI), Montréal, Formulaires A et A-S du transport aérien de l'OACI et estimations de l'OACI, dernier accès avril 2017.	459.0	17.5024	21.6623	613.8539	678.7328	678.7328	2016
16	International tourism and transport	Tourisme et transport internationaux	civilaviation	61	Civil aviation: scheduled airline traffic	Civil aviation: total scheduled airline traffic - total weight-distance	SYB044	61	Polynesia	1	16	American Samoa	ASM	0	-170.7187269	-14.30587306	Ton-kilometers	6.0													
16	International tourism and transport	Tourisme et transport internationaux	civilaviation	61	Civil aviation: scheduled airline traffic	Civil aviation: total scheduled airline traffic - total weight-distance	SYB044	39	Southern Europe	1	20	Andorra	AND	1	1.576257417	42.54548611	Ton-kilometers	6.0													
16	International tourism and transport	Tourisme et transport internationaux	civilaviation	61	Civil aviation: scheduled airline traffic	Civil aviation: total scheduled airline traffic - total weight-distance	SYB044	17	Middle Africa	1	24	Angola	AGO	1	17.57817062	-12.33724746	Ton-kilometers	6.0		Millions			International Civil Aviation Organization (ICAO), Montreal, ICAO Air Transport Reporting Forms A and A-S plus ICAO estimates, last accessed April 2017.	Organisation de l’aviation civile internationale (OACI), Montréal, Formulaires A et A-S du transport aérien de l'OACI et estimations de l'OACI, dernier accès avril 2017.	352.0	70.431	65.517	364.214	347.665	347.665	2016
16	International tourism and transport	Tourisme et transport internationaux	civilaviation	61	Civil aviation: scheduled airline traffic	Civil aviation: total scheduled airline traffic - total weight-distance	SYB044	29	Caribbean	1	28	Antigua and Barbuda	ATG	1	-61.7999755	17.07761471	Ton-kilometers	6.0		Millions			[2013-2016]: International Civil Aviation Organization (ICAO), Montreal, ICAO Air Transport Reporting Forms A and A-S plus ICAO estimates, last accessed April 2017.	[2013-2016]: Organisation de l’aviation civile internationale (OACI), Montréal, Formulaires A et A-S du transport aérien de l'OACI et estimations de l'OACI, dernier accès avril 2017.		0.5925	0.5916	33.2384	34.6676	34.6676	2016
16	International tourism and transport	Tourisme et transport internationaux	civilaviation	61	Civil aviation: scheduled airline traffic	Civil aviation: total scheduled airline traffic - total weight-distance	SYB044	145	Western Asia	1	31	Azerbaijan	AZE	1	50.01064725	40.39229544	Ton-kilometers	6.0		Millions			International Civil Aviation Organization (ICAO), Montreal, ICAO Air Transport Reporting Forms A and A-S plus ICAO estimates, last accessed April 2017.	Organisation de l’aviation civile internationale (OACI), Montréal, Formulaires A et A-S du transport aérien de l'OACI et estimations de l'OACI, dernier accès avril 2017.	227.0	17.9216	31.285	989.2055	1053.3429	1053.3429	2016
16	International tourism and transport	Tourisme et transport internationaux	civilaviation	61	Civil aviation: scheduled airline traffic	Civil aviation: total scheduled airline traffic - total weight-distance	SYB044	5	South America	1	32	Argentina	ARG	1	-65.14563274	-35.19446255	Ton-kilometers	6.0		Millions			International Civil Aviation Organization (ICAO), Montreal, ICAO Air Transport Reporting Forms A and A-S plus ICAO estimates, last accessed April 2017.	Organisation de l’aviation civile internationale (OACI), Montréal, Formulaires A et A-S du transport aérien de l'OACI et estimations de l'OACI, dernier accès avril 2017.	1873.0	268.7108	261.6089	2619.4057	2757.2977	2757.2977	2016
16	International tourism and transport	Tourisme et transport internationaux	civilaviation	61	Civil aviation: scheduled airline traffic	Civil aviation: total scheduled airline traffic - total weight-distance	SYB044	53	Oceania	1	36	Australia	AUS	1	134.3499412	-25.57717202	Ton-kilometers	6.0		Millions			International Civil Aviation Organization (ICAO), Montreal, ICAO Air Transport Reporting Forms A and A-S plus ICAO estimates, last accessed April 2017.	Organisation de l’aviation civile internationale (OACI), Montréal, Formulaires A et A-S du transport aérien de l'OACI et estimations de l'OACI, dernier accès avril 2017.	15905.0	1984.6937	1907.4364	15846.1636	16286.5619	16286.5619	2016
