topicId	topicNameEN	topicNameFR	tableCode	tableId	tableName	seriesDesc	seriesCode	parentCode	parentName	countryProfile	refAreaCode	refAreaDesc	ISO3	UN_Member	X	Y	units	multiplier	baseYear	multiplierDesc	footnotesEN	footnotesFR	sourceEN	sourceFR	value_2005	value_2010	value_2015	value_2016	value_latest_year	latest_year
13	Environment	Environnement	land	64	Land	Land area	SYB050	34	Southern Asia	1	4	Afghanistan	AFG	1	66.02688198	33.83160199	Hectares	3.0		Thousands	Estimate.	Données estimatives.	Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.	Organisation des Nations Unies pour l’alimentation et l’agriculture (FAO), Rome, base de données FAOSTAT, dernier accès octobre 2018.	65286.0	65286.0	65286.0	65286.0	65286.0	2016
13	Environment	Environnement	land	64	Land	Land area	SYB050	39	Southern Europe	1	8	Albania	ALB	1	20.06660928	41.13897007	Hectares	3.0		Thousands			Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.	Organisation des Nations Unies pour l’alimentation et l’agriculture (FAO), Rome, base de données FAOSTAT, dernier accès octobre 2018.	2740.0	2740.0	2740.0	2740.0	2740.0	2016
13	Environment	Environnement	land	64	Land	Land area	SYB050	15	Northern Africa	1	12	Algeria	DZA	1	2.678164227	28.15940032	Hectares	3.0		Thousands			Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.	Organisation des Nations Unies pour l’alimentation et l’agriculture (FAO), Rome, base de données FAOSTAT, dernier accès octobre 2018.	238174.0	238174.0	238174.0	238174.0	238174.0	2016
13	Environment	Environnement	land	64	Land	Land area	SYB050	61	Polynesia	1	16	American Samoa	ASM	0	-170.7187269	-14.30587306	Hectares	3.0		Thousands			Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.	Organisation des Nations Unies pour l’alimentation et l’agriculture (FAO), Rome, base de données FAOSTAT, dernier accès octobre 2018.	20.0	20.0	20.0	20.0	20.0	2016
13	Environment	Environnement	land	64	Land	Land area	SYB050	39	Southern Europe	1	20	Andorra	AND	1	1.576257417	42.54548611	Hectares	3.0		Thousands			Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.	Organisation des Nations Unies pour l’alimentation et l’agriculture (FAO), Rome, base de données FAOSTAT, dernier accès octobre 2018.	47.0	47.0	47.0	47.0	47.0	2016
13	Environment	Environnement	land	64	Land	Land area	SYB050	17	Middle Africa	1	24	Angola	AGO	1	17.57817062	-12.33724746	Hectares	3.0		Thousands			Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.	Organisation des Nations Unies pour l’alimentation et l’agriculture (FAO), Rome, base de données FAOSTAT, dernier accès octobre 2018.	124670.0	124670.0	124670.0	124670.0	124670.0	2016
13	Environment	Environnement	land	64	Land	Land area	SYB050	29	Caribbean	1	28	Antigua and Barbuda	ATG	1	-61.7999755	17.07761471	Hectares	3.0		Thousands			Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.	Organisation des Nations Unies pour l’alimentation et l’agriculture (FAO), Rome, base de données FAOSTAT, dernier accès octobre 2018.	44.0	44.0	44.0	44.0	44.0	2016
13	Environment	Environnement	land	64	Land	Land area	SYB050	145	Western Asia	1	31	Azerbaijan	AZE	1	50.01064725	40.39229544	Hectares	3.0		Thousands			Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.	Organisation des Nations Unies pour l’alimentation et l’agriculture (FAO), Rome, base de données FAOSTAT, dernier accès octobre 2018.	8266.0	8265.6	8266.3	8267.0	8267.0	2016
13	Environment	Environnement	land	64	Land	Land area	SYB050	5	South America	1	32	Argentina	ARG	1	-65.14563274	-35.19446255	Hectares	3.0		Thousands	Estimate.	Données estimatives.	Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.	Organisation des Nations Unies pour l’alimentation et l’agriculture (FAO), Rome, base de données FAOSTAT, dernier accès octobre 2018.	273669.0	273669.0	273669.0	273669.0	273669.0	2016
13	Environment	Environnement	land	64	Land	Land area	SYB050	53	Oceania	1	36	Australia	AUS	1	134.3499412	-25.57717202	Hectares	3.0		Thousands			Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.	Organisation des Nations Unies pour l’alimentation et l’agriculture (FAO), Rome, base de données FAOSTAT, dernier accès octobre 2018.	768230.0	768230.0	768230.0	769202.0	769202.0	2016
13	Environment	Environnement	land	64	Land	Land area	SYB050	155	Western Europe	1	40	Austria	AUT	1	14.14172472	47.58704857	Hectares	3.0		Thousands	[2005,2015-2016]: Estimate.	[2005,2015-2016]: Données estimatives.	Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.	Organisation des Nations Unies pour l’alimentation et l’agriculture (FAO), Rome, base de données FAOSTAT, dernier accès octobre 2018.	8258.0	8257.1	8252.3	8252.3	8252.3	2016
