topicId	topicNameEN	topicNameFR	tableCode	tableId	tableName	seriesDesc	seriesCode	parentCode	parentName	countryProfile	refAreaCode	refAreaDesc	ISO3	UN_Member	X	Y	units	multiplier	baseYear	multiplierDesc	footnotesEN	footnotesFR	sourceEN	sourceFR	value_2000	value_2001	value_2002	value_2003	value_2004	value_2005	value_2006	value_2007	value_2008	value_2009	value_2010	value_2011	value_2012	value_2013	value_2014	value_2015	value_2016	value_2017	value_latest_year	latest_year
5	Communication	Communications	internet_n	106	Internet Usage	Percentage of individuals using the internet	SYB105	155	Western Europe	1	40	Austria	AUT	1	14.14172472	47.58704857	Percent	0			[2000-2001]: Population aged 14 years and over. [2002,2011-2012,2017]: Users in the last 3 months. [2002-2011,2013-2015,2017]: Population aged 16 to 74 years.	[2000-2001]: Population âgée de 14 ans et plus. [2002,2011-2012,2017]: Utilisateurs au cours des 3 derniers mois. [2002-2011,2013-2015,2017]: Population âgée de 16 à 74 ans.	International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2019.	Union internationale des télécommunications (UIT), Genève, la base de données de l’UIT, dernier accès janvier 2019.	33.7301	39.1855	36.56	42.7	54.28	58.0	63.6	69.37	72.87	73.45	75.17	78.74	80.03	80.6188	80.9958	83.9401	84.3233	87.9356	87.9356	2017
5	Communication	Communications	internet_n	106	Internet Usage	Percentage of individuals using the internet	SYB105	29	Caribbean	1	44	Bahamas	BHS	1	-78.05111663	24.69546597	Percent	0			[2000-2007,2010,2012-2017]: Estimate.	[2000-2007,2010,2012-2017]: Données estimatives.	International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2019.	Union internationale des télécommunications (UIT), Genève, la base de données de l’UIT, dernier accès janvier 2019.	8.0	11.8	18.0	20.0	22.0	25.0	26.0	27.0	31.54	33.88	43.0	65.0	71.7482	72.0	76.92	78.0	80.0	85.0	85.0	2017
5	Communication	Communications	internet_n	106	Internet Usage	Percentage of individuals using the internet	SYB105	145	Western Asia	1	48	Bahrain	BHR	1	50.5490754	26.04407747	Percent	0			[2011-2012,2016-2017]: Estimate. [2012-2015]: Population aged 15 years and over.	[2011-2012,2016-2017]: Données estimatives. [2012-2015]: Population âgée de 15 ans et plus.	International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2019.	Union internationale des télécommunications (UIT), Genève, la base de données de l’UIT, dernier accès janvier 2019.	6.1537	15.0386	18.0507	21.5549	21.4587	21.3037	28.244	32.91	51.95	53.0	55.0	77.0	88.0	90.0	90.5031	93.4783	95.0	95.8781	95.8781	2017
5	Communication	Communications	internet_n	106	Internet Usage	Percentage of individuals using the internet	SYB105	34	Southern Asia	1	50	Bangladesh	BGD	1	89.17660788	22.86961622	Percent	0			[2000-2012,2014-2017]: Estimate.	[2000-2012,2014-2017]: Données estimatives.	International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2019.	Union internationale des télécommunications (UIT), Genève, la base de données de l’UIT, dernier accès janvier 2019.	0.07100000000000001	0.1298	0.1399	0.16390000000000002	0.199	0.2416	1.0	1.8	2.5	3.1	3.7	4.5	5.0	6.63	13.9	14.4	18.02	18.02	18.02	2017
5	Communication	Communications	internet_n	106	Internet Usage	Percentage of individuals using the internet	SYB105	145	Western Asia	1	51	Armenia	ARM	1	44.93839317	40.29499741	Percent	0			[2007,2009-2012,2015,2017]: Estimate.	[2007,2009-2012,2015,2017]: Données estimatives.	International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2019.	Union internationale des télécommunications (UIT), Genève, la base de données de l’UIT, dernier accès janvier 2019.	1.3005	1.6311	1.9604	4.5752	4.899	5.253	5.6318	6.0213	6.21	15.3	25.0	32.0	37.5	41.9	54.6228	59.1024	64.346	69.7181	69.7181	2017
5	Communication	Communications	internet_n	106	Internet Usage	Percentage of individuals using the internet	SYB105	29	Caribbean	1	52	Barbados	BRB	1	-59.5346489	13.13648273	Percent	0			[2001-2002,2005-2017]: Estimate.	[2001-2002,2005-2017]: Données estimatives.	International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2019.	Union internationale des télécommunications (UIT), Genève, la base de données de l’UIT, dernier accès janvier 2019.	3.9737	11.9365	27.8363	39.6896	49.8	52.5	55.3	58.2	61.4	64.7	65.1	66.5	71.2	71.8	75.16	76.11	79.5494	81.7608	81.7608	2017
5	Communication	Communications	internet_n	106	Internet Usage	Percentage of individuals using the internet	SYB105	155	Western Europe	1	56	Belgium	BEL	1	4.660976456	50.64104975	Percent	0			[2005-2007]: Estimate. [2011,2013-2016]: Population aged 16 to 74 years. [2011-2012,2014-2017]: Users in the last 3 months.	[2005-2007]: Données estimatives. [2011,2013-2016]: Population âgée de 16 à 74 ans. [2011-2012,2014-2017]: Utilisateurs au cours des 3 derniers mois.	International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2019.	Union internationale des télécommunications (UIT), Genève, la base de données de l’UIT, dernier accès janvier 2019.	29.4317	31.2884	46.33	49.97	53.86	55.82	59.72	64.44	66.0	70.0	75.0	81.61	80.72	82.1702	85.0	85.0529	86.5165	87.6797	87.6797	2017
5	Communication	Communications	internet_n	106	Internet Usage	Percentage of individuals using the internet	SYB105	21	Northern America	1	60	Bermuda	BMU	0	-64.78155012	32.27881922	Percent	0			[2008]: Population aged 18 years and over. [2010-2017]: Estimate.	[2008]: Population âgée de 18 ans et plus. [2010-2017]: Données estimatives.	International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2019.	Union internationale des télécommunications (UIT), Genève, la base de données de l’UIT, dernier accès janvier 2019.	42.9499	47.5097	52.0316	56.522	60.9909	65.4471	69.8997	74.3506	82.3	83.25	84.21	88.336	91.2993	95.3	96.8	98.3236	98.0	98.37	98.37	2017
5	Communication	Communications	internet_n	106	Internet Usage	Percentage of individuals using the internet	SYB105	34	Southern Asia	1	64	Bhutan	BTN	1	90.45098484	27.39598568	Percent	0			[2010-2017]: Estimate.	[2010-2017]: Données estimatives.	International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2019.	Union internationale des télécommunications (UIT), Genève, la base de données de l’UIT, dernier accès janvier 2019.	0.40090000000000003	0.8646	1.6758000000000002	2.4369	3.157	3.8471	4.5183	5.92	6.55	7.17	13.6	14.4	15.6	22.4	30.3	39.8	41.7726	48.1064	48.1064	2017
5	Communication	Communications	internet_n	106	Internet Usage	Percentage of individuals using the internet	SYB105	5	South America	1	68	Bolivia (Plurinational State of)	BOL	1	-64.66224284	-16.71273412	Percent	0			[2000-2002,2007-2011,2015-2017]: Estimate. [2012-2014]: Population aged 5 years and over. [2012]: Users in the last 12 months. [2013-2014]: Users in the last 3 months.	[2000-2002,2007-2011,2015-2017]: Données estimatives. [2012-2014]: Population âgée de 5 ans et plus. [2012]: Utilisateurs au cours des 12 derniers mois. [2013-2014]: Utilisateurs au cours des 3 derniers mois.	International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2019.	Union internationale des télécommunications (UIT), Genève, la base de données de l’UIT, dernier accès janvier 2019.	1.4428	2.1205	3.1172	3.5086	4.4399	5.2276	6.2007	10.4992	12.5	16.8	22.4	30.0	35.34	36.99	34.6	35.5623	39.6975	43.832300000000004	43.832300000000004	2017
5	Communication	Communications	internet_n	106	Internet Usage	Percentage of individuals using the internet	SYB105	39	Southern Europe	1	70	Bosnia and Herzegovina	BIH	1	17.78584332	44.16845548	Percent	0			[2003,2010-2015]: Estimate.	[2003,2010-2015]: Données estimatives.	International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2019.	Union internationale des télécommunications (UIT), Genève, la base de données de l’UIT, dernier accès janvier 2019.	1.083	1.2005	2.6483	3.965	15.469	21.3267	25.1224	27.92	34.66	37.74	42.75	43.8877	45.0645	48.5213	49.9177	52.6	60.26	69.4912	69.4912	2017
5	Communication	Communications	internet_n	106	Internet Usage	Percentage of individuals using the internet	SYB105	18	Southern Africa	1	72	Botswana	BWA	1	23.81380223	-22.18810073	Percent	0			[2005,2009,2012-2013,2015-2017]: Estimate.	[2005,2009,2012-2013,2015-2017]: Données estimatives.	International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2019.	Union internationale des télécommunications (UIT), Genève, la base de données de l’UIT, dernier accès janvier 2019.	2.9027000000000003	3.4309	3.3859	3.3452	3.3049	3.2626	4.2899	5.28	6.25	6.15	6.0	9.0	16.0	30.0	36.7447	37.3121	39.363	41.4138	41.4138	2017
5	Communication	Communications	internet_n	106	Internet Usage	Percentage of individuals using the internet	SYB105	5	South America	1	76	Brazil	BRA	1	-53.08432878	-10.77668561	Percent	0			[2005,2008-2011]: Users in the last 3 months. [2005-2014]: Population aged 10 years and over. [2006-2007]: Estimate.	[2005,2008-2011]: Utilisateurs au cours des 3 derniers mois. [2005-2014]: Population âgée de 10 ans et plus. [2006-2007]: Données estimatives.	International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2019.	Union internationale des télécommunications (UIT), Genève, la base de données de l’UIT, dernier accès janvier 2019.	2.8707000000000003	4.5285	9.1494	13.2076	19.0737	21.0227	28.1784	30.88	33.83	39.22	40.65	45.69	48.56	51.04	54.551	58.328	60.8725	67.47	67.47	2017
5	Communication	Communications	internet_n	106	Internet Usage	Percentage of individuals using the internet	SYB105	13	Central America	1	84	Belize	BLZ	1	-88.70199554	17.19965901	Percent	0			[2002-2009,2011-2017]: Estimate. [2010]: Population aged 5 years and over.	[2002-2009,2011-2017]: Données estimatives. [2010]: Population âgée de 5 ans et plus.	International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2019.	Union internationale des télécommunications (UIT), Genève, la base de données de l’UIT, dernier accès janvier 2019.	5.9638	5.9638	5.6843	5.6843	9.8	17.0	24.0	24.6	26.3	27.2	28.2	30.7	31.0	33.6	38.7	41.59	44.5757	47.0826	47.0826	2017
5	Communication	Communications	internet_n	106	Internet Usage	Percentage of individuals using the internet	SYB105	54	Melanesia	1	90	Solomon Islands	SLB	1	160.1584117	-9.622391719	Percent	0			[2007-2017]: Estimate.	[2007-2017]: Données estimatives.	International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2019.	Union internationale des télécommunications (UIT), Genève, la base de données de l’UIT, dernier accès janvier 2019.	0.4813	0.4686	0.5019	0.5556	0.6497	0.8443	1.6463	2.0	3.0	4.0	5.0	6.0	6.9974	8.0	9.0	10.0005	11.0009	11.9242	11.9242	2017
5	Communication	Communications	internet_n	106	Internet Usage	Percentage of individuals using the internet	SYB105	29	Caribbean	1	92	British Virgin Islands	VGB	0	-64.63294223	18.42256578	Percent	0					[2002-2006,2009-2016]: International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2019.	[2002-2006,2009-2016]: Union internationale des télécommunications (UIT), Genève, la base de données de l’UIT, dernier accès janvier 2019.			18.8857	18.8857	18.8857	18.8857	18.8857			36.0	37.0	37.4	37.6	37.6	37.6	37.6	37.6		37.6	2016
5	Communication	Communications	internet_n	106	Internet Usage	Percentage of individuals using the internet	SYB105	35	South-eastern Asia	1	96	Brunei Darussalam	BRN	1	114.6288563	4.49736984	Percent	0			[2008-2015,2017]: Estimate.	[2008-2015,2017]: Données estimatives.	International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2019.	Union internationale des télécommunications (UIT), Genève, la base de données de l’UIT, dernier accès janvier 2019.	8.9963	12.9178	15.3299	19.595	29.7156	36.4664	42.1863	44.68	46.0	49.0	53.0	56.0	60.2731	64.5	68.77	71.2	90.0	94.8667	94.8667	2017
5	Communication	Communications	internet_n	106	Internet Usage	Percentage of individuals using the internet	SYB105	151	Eastern Europe	1	100	Bulgaria	BGR	1	25.23763153	42.75731323	Percent	0			[2004-2011,2013-2015]: Population aged 16 to 74 years. [2011-2012]: Users in the last 3 months.	[2004-2011,2013-2015]: Population âgée de 16 à 74 ans. [2011-2012]: Utilisateurs au cours des 3 derniers mois.	International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2019.	Union internationale des télécommunications (UIT), Genève, la base de données de l’UIT, dernier accès janvier 2019.	5.3709	7.6123	9.08	12.04	18.13	19.97	27.09	33.64	39.67	45.0	46.23	47.98	51.9	53.0615	55.49	56.6563	59.8255	63.4101	63.4101	2017
5	Communication	Communications	internet_n	106	Internet Usage	Percentage of individuals using the internet	SYB105	35	South-eastern Asia	1	104	Myanmar	MMR	1	96.51752295	21.19332882	Percent	0			[2009,2012-2017]: Estimate.	[2009,2012-2017]: Données estimatives.	International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2019.	Union internationale des télécommunications (UIT), Genève, la base de données de l’UIT, dernier accès janvier 2019.	0.0002	0.00030000000000000003	0.0004	0.0241	0.024300000000000002	0.06520000000000001	0.182	0.21710000000000002	0.22	0.22	0.25	0.9800000000000001	4.0	8.0	11.52	21.7258	25.0733	30.6782	30.6782	2017
5	Communication	Communications	internet_n	106	Internet Usage	Percentage of individuals using the internet	SYB105	14	Eastern Africa	1	108	Burundi	BDI	1	29.89080992	-3.366387428	Percent	0			[2009-2012,2014-2017]: Estimate. [2013]: Population aged 5 years and over.	[2009-2012,2014-2017]: Données estimatives. [2013]: Population âgée de 5 ans et plus.	International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2019.	Union internationale des télécommunications (UIT), Genève, la base de données de l’UIT, dernier accès janvier 2019.	0.0772	0.10600000000000001	0.1182	0.2013	0.3491	0.5421	0.6576000000000001	0.7000000000000001	0.81	0.9	1.0	1.11	1.22	1.2642	1.38	4.8662	5.1736	5.5947	5.5947	2017
5	Communication	Communications	internet_n	106	Internet Usage	Percentage of individuals using the internet	SYB105	151	Eastern Europe	1	112	Belarus	BLR	1	28.04940161	53.54193075	Percent	0			[2006-2012]: Population aged 16 years and over. [2013,2015]: Break in the time series. [2013-2014]: Population aged 6 years and over. [2015]: Population aged 6 to 72 years. [2017]: Users in the last 12 months.	[2006-2012]: Population âgée de 16 ans et plus. [2013,2015]: Discontinuité dans la série. [2013-2014]: Population âgée de 6 ans et plus. [2015]: Population âgée de 6 à 72 ans. [2017]: Utilisateurs au cours des 12 derniers mois.	International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2019.	Union internationale des télécommunications (UIT), Genève, la base de données de l’UIT, dernier accès janvier 2019.	1.8604	4.3006	8.951	8.951	8.951	8.951	16.2	19.7	23.0	27.43	31.8	39.6489	46.91	54.17	59.02	67.3	71.113	74.4364	74.4364	2017
5	Communication	Communications	internet_n	106	Internet Usage	Percentage of individuals using the internet	SYB105	35	South-eastern Asia	1	116	Cambodia	KHM	1	104.922836	12.71163737	Percent	0			[2006,2011,2013-2015]: Estimate.	[2006,2011,2013-2015]: Données estimatives.	International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2019.	Union internationale des télécommunications (UIT), Genève, la base de données de l’UIT, dernier accès janvier 2019.	0.047	0.077	0.227	0.2606	0.3004	0.3173	0.46840000000000004	0.49000000000000005	0.51	0.53	1.26	3.1	4.94	6.8	14.0	22.3274	32.3985	34.0	34.0	2017
5	Communication	Communications	internet_n	106	Internet Usage	Percentage of individuals using the internet	SYB105	17	Middle Africa	1	120	Cameroon	CMR	1	12.7419827	5.692387031	Percent	0			[2008,2010-2013,2015-2016]: Estimate. [2014]: Population aged 15 years and over.	[2008,2010-2013,2015-2016]: Données estimatives. [2014]: Population âgée de 15 ans et plus.	International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2019.	Union internationale des télécommunications (UIT), Genève, la base de données de l’UIT, dernier accès janvier 2019.	0.2521	0.2771	0.3609	0.5876	0.9761000000000001	1.4027	2.0287	2.93	3.4	3.84	4.3	5.0	7.5	10.0	16.2149	20.6801	23.203	23.203	23.203	2017
5	Communication	Communications	internet_n	106	Internet Usage	Percentage of individuals using the internet	SYB105	21	Northern America	1	124	Canada	CAN	1	-101.6575058	57.72360191	Percent	0			[2001-2004,2006,2008,2011,2013-2015,2017]: Estimate. [2005-2010,2012]: Population aged 16 years and over. [2012]: Residents of Canada excluding: Residents of the Yukon, Northwest Territories and Nunavut, Inmates of Institutions, Persons living on Indian Reserves, and Full time members of the Canadian Forces.	[2001-2004,2006,2008,2011,2013-2015,2017]: Données estimatives. [2005-2010,2012]: Population âgée de 16 ans et plus. [2012]: Les résidents du Canada a l'exclusion: des résidents du Yukon, des Territoires du Nord-Ouest et du Nunavut, des pensionnaires des établissements, des personnes vivant sur les réserves indiennes et les personnes à plein-temps dans les Forces canadiennes.	International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2019.	Union internationale des télécommunications (UIT), Genève, la base de données de l’UIT, dernier accès janvier 2019.	51.3	60.2	61.5933	64.2	65.956	71.66	72.4	73.2	76.7	80.3	80.3	83.0	83.0	85.8	87.12	88.47	91.16	92.7014	92.7014	2017
5	Communication	Communications	internet_n	106	Internet Usage	Percentage of individuals using the internet	SYB105	11	Western Africa	1	132	Cabo Verde	CPV	1	-23.63544151	15.07791834	Percent	0			[2002,2008-2011,2013-2014]: Estimate. [2017]: Population aged 10 years and over.	[2002,2008-2011,2013-2014]: Données estimatives. [2017]: Population âgée de 10 ans et plus.	International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2019.	Union internationale des télécommunications (UIT), Genève, la base de données de l’UIT, dernier accès janvier 2019.	1.8224	2.6853	3.5188	4.3249	5.3188	6.0741	6.8089	8.2832	14.0	21.0	30.0	32.0	34.74	37.5	40.26	42.68	50.3228	57.1621	57.1621	2017
5	Communication	Communications	internet_n	106	Internet Usage	Percentage of individuals using the internet	SYB105	29	Caribbean	1	136	Cayman Islands	CYM	0	-81.16740559	19.32266656	Percent	0			[2006-2007,2010-2017]: Estimate.	[2006-2007,2010-2017]: Données estimatives.	[2005-2017]: International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2019.	[2005-2017]: Union internationale des télécommunications (UIT), Genève, la base de données de l’UIT, dernier accès janvier 2019.						38.0344	44.5	52.0	61.0	64.5	66.0	69.4659	69.7	71.4	74.1	77.0	79.0	81.0677	81.0677	2017
5	Communication	Communications	internet_n	106	Internet Usage	Percentage of individuals using the internet	SYB105	17	Middle Africa	1	140	Central African Republic	CAF	1	20.93559492	7.003720791	Percent	0			[2003-2006,2009-2017]: Estimate.	[2003-2006,2009-2017]: Données estimatives.	International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2019.	Union internationale des télécommunications (UIT), Genève, la base de données de l’UIT, dernier accès janvier 2019.	0.0534	0.0785	0.1285	0.1516	0.22340000000000002	0.2682	0.31120000000000003	0.3758	1.0	1.8	2.0	2.2	3.0	3.4	3.6	3.8	4.0	4.3393	4.3393	2017
5	Communication	Communications	internet_n	106	Internet Usage	Percentage of individuals using the internet	SYB105	34	Southern Asia	1	144	Sri Lanka	LKA	1	80.70489654	7.614693343	Percent	0			[2005,2011-2013,2015-2017]: Estimate.	[2005,2011-2013,2015-2017]: Données estimatives.	International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2019.	Union internationale des télécommunications (UIT), Genève, la base de données de l’UIT, dernier accès janvier 2019.	0.6474000000000001	0.7938000000000001	1.0504	1.4586000000000001	1.4462000000000002	1.792	2.5376000000000003	3.88	5.8	8.78	12.0	15.0	18.2854	21.9	25.8	29.9887	32.051	34.1133	34.1133	2017
5	Communication	Communications	internet_n	106	Internet Usage	Percentage of individuals using the internet	SYB105	17	Middle Africa	1	148	Chad	TCD	1	18.66618401	15.36279341	Percent	0			[2009-2017]: Estimate.	[2009-2017]: Données estimatives.	International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2019.	Union internationale des télécommunications (UIT), Genève, la base de données de l’UIT, dernier accès janvier 2019.	0.0357	0.0459	0.1661	0.32030000000000003	0.3609	0.39930000000000004	0.5810000000000001	0.8472000000000001	1.19	1.5	1.7000000000000002	1.9	2.1	2.5	2.9	3.5	5.0	6.5	6.5	2017
5	Communication	Communications	internet_n	106	Internet Usage	Percentage of individuals using the internet	SYB105	5	South America	1	152	Chile	CHL	1	-71.23029019	-35.2652885	Percent	0			[2000-2011,2013]: Population aged 5 years and over. [2001-2002,2004-2005,2007-2008,2010,2012,2014,2016]: Estimate. [2017]: Population aged 15 years and over.	[2000-2011,2013]: Population âgée de 5 ans et plus. [2001-2002,2004-2005,2007-2008,2010,2012,2014,2016]: Données estimatives. [2017]: Population âgée de 15 ans et plus.	International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2019.	Union internationale des télécommunications (UIT), Genève, la base de données de l’UIT, dernier accès janvier 2019.	16.6	19.1	22.1	25.4738	28.1779	31.1753	34.4978	35.9	37.3	41.56	45.0	52.2496	55.05	58.0	61.11	76.63	82.3275	82.3275	82.3275	2017
