topicId	topicNameEN	topicNameFR	tableCode	tableId	tableName	seriesDesc	seriesCode	parentCode	parentName	countryProfile	refAreaCode	refAreaDesc	ISO3	UN_Member	X	Y	sexCode	sexDesc	units	multiplier	baseYear	multiplierDesc	footnotesEN	footnotesFR	sourceEN	sourceFR	value_1990	value_1995	value_2000	value_2005	value_2010	value_2015	value_2017	value_latest_year	latest_year
2	Population and migration	Population et migration	intlmigref	78	International migrants and refugees	International migrant stock	SYB074	29	Caribbean	1	52	Barbados	BRB	1	-59.5346489	13.13648273	_T	Both sexes or no breakdown by sex	Number	0					United Nations Population Division, New York, International migrant stock: The 2017 Revision, last accessed January 2018.	Organisation des Nations Unies, Division de la population, New York, « International migrant stock: The 2017 Revision », derniér accéss janvier 2018.	24024.0	26224.0	28424.0	30624.0	32825.0	34475.0	34660.0	34660.0	2017
2	Population and migration	Population et migration	intlmigref	78	International migrants and refugees	International migrant stock	SYB074	155	Western Europe	1	56	Belgium	BEL	1	4.660976456	50.64104975	_T	Both sexes or no breakdown by sex	Number	0			Refers to foreign citizens.	Se rapportent aux citoyens étrangers.	United Nations Population Division, New York, International migrant stock: The 2017 Revision, last accessed January 2018.	Organisation des Nations Unies, Division de la population, New York, « International migrant stock: The 2017 Revision », derniér accéss janvier 2018.	904528.0	909769.0	895900.0	882031.0	1119256.0	1252380.0	1268411.0	1268411.0	2017
2	Population and migration	Population et migration	intlmigref	78	International migrants and refugees	International migrant stock	SYB074	21	Northern America	1	60	Bermuda	BMU	0	-64.78155012	32.27881922	_T	Both sexes or no breakdown by sex	Number	0					United Nations Population Division, New York, International migrant stock: The 2017 Revision, last accessed January 2018.	Organisation des Nations Unies, Division de la population, New York, « International migrant stock: The 2017 Revision », derniér accéss janvier 2018.	15683.0	16676.0	17668.0	18276.0	18884.0	19126.0	18954.0	18954.0	2017
2	Population and migration	Population et migration	intlmigref	78	International migrants and refugees	International migrant stock	SYB074	34	Southern Asia	1	64	Bhutan	BTN	1	90.45098484	27.39598568	_T	Both sexes or no breakdown by sex	Number	0					United Nations Population Division, New York, International migrant stock: The 2017 Revision, last accessed January 2018.	Organisation des Nations Unies, Division de la population, New York, « International migrant stock: The 2017 Revision », derniér accéss janvier 2018.	23807.0	27972.0	32137.0	40279.0	48420.0	51106.0	52296.0	52296.0	2017
2	Population and migration	Population et migration	intlmigref	78	International migrants and refugees	International migrant stock	SYB074	5	South America	1	68	Bolivia (Plurinational State of)	BOL	1	-64.66224284	-16.71273412	_T	Both sexes or no breakdown by sex	Number	0					United Nations Population Division, New York, International migrant stock: The 2017 Revision, last accessed January 2018.	Organisation des Nations Unies, Division de la population, New York, « International migrant stock: The 2017 Revision », derniér accéss janvier 2018.	73758.0	83598.0	92658.0	107745.0	122846.0	142989.0	148837.0	148837.0	2017
2	Population and migration	Population et migration	intlmigref	78	International migrants and refugees	International migrant stock	SYB074	39	Southern Europe	1	70	Bosnia and Herzegovina	BIH	1	17.78584332	44.16845548	_T	Both sexes or no breakdown by sex	Number	0			Estimate. Including refugees.	Données estimatives. Y compris les réfugiés.	United Nations Population Division, New York, International migrant stock: The 2017 Revision, last accessed January 2018.	Organisation des Nations Unies, Division de la population, New York, « International migrant stock: The 2017 Revision », derniér accéss janvier 2018.	56000.0	69476.0	82952.0	47272.0	38792.0	38574.0	37100.0	37100.0	2017
2	Population and migration	Population et migration	intlmigref	78	International migrants and refugees	International migrant stock	SYB074	18	Southern Africa	1	72	Botswana	BWA	1	23.81380223	-22.18810073	_T	Both sexes or no breakdown by sex	Number	0			Refers to foreign citizens.	Se rapportent aux citoyens étrangers.	United Nations Population Division, New York, International migrant stock: The 2017 Revision, last accessed January 2018.	Organisation des Nations Unies, Division de la population, New York, « International migrant stock: The 2017 Revision », derniér accéss janvier 2018.	27510.0	40168.0	57064.0	88829.0	120912.0	160644.0	166430.0	166430.0	2017
2	Population and migration	Population et migration	intlmigref	78	International migrants and refugees	International migrant stock	SYB074	5	South America	1	76	Brazil	BRA	1	-53.08432878	-10.77668561	_T	Both sexes or no breakdown by sex	Number	0					United Nations Population Division, New York, International migrant stock: The 2017 Revision, last accessed January 2018.	Organisation des Nations Unies, Division de la population, New York, « International migrant stock: The 2017 Revision », derniér accéss janvier 2018.	798517.0	741557.0	684596.0	638582.0	592568.0	716568.0	735557.0	735557.0	2017
2	Population and migration	Population et migration	intlmigref	78	International migrants and refugees	International migrant stock	SYB074	13	Central America	1	84	Belize	BLZ	1	-88.70199554	17.19965901	_T	Both sexes or no breakdown by sex	Number	0			Including refugees.	Y compris les réfugiés.	United Nations Population Division, New York, International migrant stock: The 2017 Revision, last accessed January 2018.	Organisation des Nations Unies, Division de la population, New York, « International migrant stock: The 2017 Revision », derniér accéss janvier 2018.	30404.0	33446.0	36488.0	41424.0	46360.0	54674.0	59998.0	59998.0	2017
2	Population and migration	Population et migration	intlmigref	78	International migrants and refugees	International migrant stock	SYB074	54	Melanesia	1	90	Solomon Islands	SLB	1	160.1584117	-9.622391719	_T	Both sexes or no breakdown by sex	Number	0					United Nations Population Division, New York, International migrant stock: The 2017 Revision, last accessed January 2018.	Organisation des Nations Unies, Division de la population, New York, « International migrant stock: The 2017 Revision », derniér accéss janvier 2018.	4226.0	4178.0	3981.0	3271.0	2760.0	2585.0	2532.0	2532.0	2017
2	Population and migration	Population et migration	intlmigref	78	International migrants and refugees	International migrant stock	SYB074	29	Caribbean	1	92	British Virgin Islands	VGB	0	-64.63294223	18.42256578	_T	Both sexes or no breakdown by sex	Number	0					United Nations Population Division, New York, International migrant stock: The 2017 Revision, last accessed January 2018.	Organisation des Nations Unies, Division de la population, New York, « International migrant stock: The 2017 Revision », derniér accéss janvier 2018.	8035.0	10046.0	12958.0	15016.0	17074.0	19132.0	19959.0	19959.0	2017
2	Population and migration	Population et migration	intlmigref	78	International migrants and refugees	International migrant stock	SYB074	35	South-eastern Asia	1	96	Brunei Darussalam	BRN	1	114.6288563	4.49736984	_T	Both sexes or no breakdown by sex	Number	0					United Nations Population Division, New York, International migrant stock: The 2017 Revision, last accessed January 2018.	Organisation des Nations Unies, Division de la population, New York, « International migrant stock: The 2017 Revision », derniér accéss janvier 2018.	73200.0	84748.0	96296.0	98441.0	100587.0	102733.0	108612.0	108612.0	2017
2	Population and migration	Population et migration	intlmigref	78	International migrants and refugees	International migrant stock	SYB074	151	Eastern Europe	1	100	Bulgaria	BGR	1	25.23763153	42.75731323	_T	Both sexes or no breakdown by sex	Number	0					United Nations Population Division, New York, International migrant stock: The 2017 Revision, last accessed January 2018.	Organisation des Nations Unies, Division de la population, New York, « International migrant stock: The 2017 Revision », derniér accéss janvier 2018.	21510.0	32435.0	43360.0	61074.0	76287.0	133803.0	153803.0	153803.0	2017
2	Population and migration	Population et migration	intlmigref	78	International migrants and refugees	International migrant stock	SYB074	35	South-eastern Asia	1	104	Myanmar	MMR	1	96.51752295	21.19332882	_T	Both sexes or no breakdown by sex	Number	0			Refers to foreign citizens.	Se rapportent aux citoyens étrangers.	United Nations Population Division, New York, International migrant stock: The 2017 Revision, last accessed January 2018.	Organisation des Nations Unies, Division de la population, New York, « International migrant stock: The 2017 Revision », derniér accéss janvier 2018.	133545.0	113663.0	98011.0	83025.0	76414.0	73308.0	74660.0	74660.0	2017
2	Population and migration	Population et migration	intlmigref	78	International migrants and refugees	International migrant stock	SYB074	14	Eastern Africa	1	108	Burundi	BDI	1	29.89080992	-3.366387428	_T	Both sexes or no breakdown by sex	Number	0			Including refugees.	Y compris les réfugiés.	United Nations Population Division, New York, International migrant stock: The 2017 Revision, last accessed January 2018.	Organisation des Nations Unies, Division de la population, New York, « International migrant stock: The 2017 Revision », derniér accéss janvier 2018.	333110.0	254853.0	125628.0	172874.0	235259.0	289810.0	299569.0	299569.0	2017
2	Population and migration	Population et migration	intlmigref	78	International migrants and refugees	International migrant stock	SYB074	151	Eastern Europe	1	112	Belarus	BLR	1	28.04940161	53.54193075	_T	Both sexes or no breakdown by sex	Number	0					United Nations Population Division, New York, International migrant stock: The 2017 Revision, last accessed January 2018.	Organisation des Nations Unies, Division de la population, New York, « International migrant stock: The 2017 Revision », derniér accéss janvier 2018.	1248977.0	1186282.0	1123586.0	1106982.0	1090378.0	1082905.0	1078652.0	1078652.0	2017
2	Population and migration	Population et migration	intlmigref	78	International migrants and refugees	International migrant stock	SYB074	35	South-eastern Asia	1	116	Cambodia	KHM	1	104.922836	12.71163737	_T	Both sexes or no breakdown by sex	Number	0					United Nations Population Division, New York, International migrant stock: The 2017 Revision, last accessed January 2018.	Organisation des Nations Unies, Division de la population, New York, « International migrant stock: The 2017 Revision », derniér accéss janvier 2018.	38375.0	92230.0	146085.0	114031.0	81977.0	73963.0	76329.0	76329.0	2017
2	Population and migration	Population et migration	intlmigref	78	International migrants and refugees	International migrant stock	SYB074	17	Middle Africa	1	120	Cameroon	CMR	1	12.7419827	5.692387031	_T	Both sexes or no breakdown by sex	Number	0					United Nations Population Division, New York, International migrant stock: The 2017 Revision, last accessed January 2018.	Organisation des Nations Unies, Division de la population, New York, « International migrant stock: The 2017 Revision », derniér accéss janvier 2018.	265344.0	246864.0	228383.0	258737.0	289091.0	508357.0	540266.0	540266.0	2017
2	Population and migration	Population et migration	intlmigref	78	International migrants and refugees	International migrant stock	SYB074	21	Northern America	1	124	Canada	CAN	1	-101.6575058	57.72360191	_T	Both sexes or no breakdown by sex	Number	0					United Nations Population Division, New York, International migrant stock: The 2017 Revision, last accessed January 2018.	Organisation des Nations Unies, Division de la population, New York, « International migrant stock: The 2017 Revision », derniér accéss janvier 2018.	4333318.0	4864778.0	5511914.0	6078985.0	6761226.0	7561226.0	7861226.0	7861226.0	2017
2	Population and migration	Population et migration	intlmigref	78	International migrants and refugees	International migrant stock	SYB074	11	Western Africa	1	132	Cabo Verde	CPV	1	-23.63544151	15.07791834	_T	Both sexes or no breakdown by sex	Number	0					United Nations Population Division, New York, International migrant stock: The 2017 Revision, last accessed January 2018.	Organisation des Nations Unies, Division de la population, New York, « International migrant stock: The 2017 Revision », derniér accéss janvier 2018.	8931.0	9979.0	11027.0	12700.0	14373.0	14924.0	15295.0	15295.0	2017
2	Population and migration	Population et migration	intlmigref	78	International migrants and refugees	International migrant stock	SYB074	29	Caribbean	1	136	Cayman Islands	CYM	0	-81.16740559	19.32266656	_T	Both sexes or no breakdown by sex	Number	0			Refers to foreign citizens.	Se rapportent aux citoyens étrangers.	United Nations Population Division, New York, International migrant stock: The 2017 Revision, last accessed January 2018.	Organisation des Nations Unies, Division de la population, New York, « International migrant stock: The 2017 Revision », derniér accéss janvier 2018.	9387.0	14320.0	19253.0	21655.0	24057.0	23726.0	24355.0	24355.0	2017
2	Population and migration	Population et migration	intlmigref	78	International migrants and refugees	International migrant stock	SYB074	17	Middle Africa	1	140	Central African Republic	CAF	1	20.93559492	7.003720791	_T	Both sexes or no breakdown by sex	Number	0			Refers to foreign citizens.	Se rapportent aux citoyens étrangers.	United Nations Population Division, New York, International migrant stock: The 2017 Revision, last accessed January 2018.	Organisation des Nations Unies, Division de la population, New York, « International migrant stock: The 2017 Revision », derniér accéss janvier 2018.	67234.0	99712.0	123529.0	94449.0	93466.0	81598.0	88774.0	88774.0	2017
2	Population and migration	Population et migration	intlmigref	78	International migrants and refugees	International migrant stock	SYB074	34	Southern Asia	1	144	Sri Lanka	LKA	1	80.70489654	7.614693343	_T	Both sexes or no breakdown by sex	Number	0			Including refugees.	Y compris les réfugiés.	United Nations Population Division, New York, International migrant stock: The 2017 Revision, last accessed January 2018.	Organisation des Nations Unies, Division de la population, New York, « International migrant stock: The 2017 Revision », derniér accéss janvier 2018.	41561.0	40841.0	40132.0	39526.0	38959.0	39706.0	40018.0	40018.0	2017
2	Population and migration	Population et migration	intlmigref	78	International migrants and refugees	International migrant stock	SYB074	17	Middle Africa	1	148	Chad	TCD	1	18.66618401	15.36279341	_T	Both sexes or no breakdown by sex	Number	0			Including refugees.	Y compris les réfugiés.	United Nations Population Division, New York, International migrant stock: The 2017 Revision, last accessed January 2018.	Organisation des Nations Unies, Division de la population, New York, « International migrant stock: The 2017 Revision », derniér accéss janvier 2018.	74342.0	89584.0	104825.0	352062.0	416924.0	516968.0	489690.0	489690.0	2017
2	Population and migration	Population et migration	intlmigref	78	International migrants and refugees	International migrant stock	SYB074	5	South America	1	152	Chile	CHL	1	-71.23029019	-35.2652885	_T	Both sexes or no breakdown by sex	Number	0					United Nations Population Division, New York, International migrant stock: The 2017 Revision, last accessed January 2018.	Organisation des Nations Unies, Division de la population, New York, « International migrant stock: The 2017 Revision », derniér accéss janvier 2018.	107501.0	142417.0	177332.0	273384.0	369436.0	469436.0	488571.0	488571.0	2017
2	Population and migration	Population et migration	intlmigref	78	International migrants and refugees	International migrant stock	SYB074	30	Eastern Asia	1	156	China	CHN	1	104.1403375	32.30955217	_T	Both sexes or no breakdown by sex	Number	0			For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China. Refers to foreign citizens.	Pour la présentation des statistiques, les données pour la Chine ne comprennent pas la région administrative spéciale de Hong Kong (RAS de Hong Kong), la région administrative spéciale de Macao (RAS de Macao) et la province chinoise de Taïwan. Se rapportent aux citoyens étrangers.	United Nations Population Division, New York, International migrant stock: The 2017 Revision, last accessed January 2018.	Organisation des Nations Unies, Division de la population, New York, « International migrant stock: The 2017 Revision », derniér accéss janvier 2018.	376361.0	442198.0	508034.0	678947.0	849861.0	978046.0	999527.0	999527.0	2017
2	Population and migration	Population et migration	intlmigref	78	International migrants and refugees	International migrant stock	SYB074	5	South America	1	170	Colombia	COL	1	-73.07446751	3.888209046	_T	Both sexes or no breakdown by sex	Number	0					United Nations Population Division, New York, International migrant stock: The 2017 Revision, last accessed January 2018.	Organisation des Nations Unies, Division de la population, New York, « International migrant stock: The 2017 Revision », derniér accéss janvier 2018.	104277.0	106943.0	109609.0	107612.0	124271.0	139134.0	142319.0	142319.0	2017
2	Population and migration	Population et migration	intlmigref	78	International migrants and refugees	International migrant stock	SYB074	14	Eastern Africa	1	174	Comoros	COM	1	43.34234565	-11.66121732	_T	Both sexes or no breakdown by sex	Number	0					United Nations Population Division, New York, International migrant stock: The 2017 Revision, last accessed January 2018.	Organisation des Nations Unies, Division de la population, New York, « International migrant stock: The 2017 Revision », derniér accéss janvier 2018.	14079.0	13939.0	13799.0	13209.0	12618.0	12555.0	12555.0	12555.0	2017
2	Population and migration	Population et migration	intlmigref	78	International migrants and refugees	International migrant stock	SYB074	14	Eastern Africa	1	175	Mayotte	MYT	0	45.14015057	-12.82217691	_T	Both sexes or no breakdown by sex	Number	0					United Nations Population Division, New York, International migrant stock: The 2017 Revision, last accessed January 2018.	Organisation des Nations Unies, Division de la population, New York, « International migrant stock: The 2017 Revision », derniér accéss janvier 2018.	15229.0	26316.0	45474.0	63176.0	72757.0	73992.0	74399.0	74399.0	2017
2	Population and migration	Population et migration	intlmigref	78	International migrants and refugees	International migrant stock	SYB074	17	Middle Africa	1	178	Congo	COG	1	15.22052612	-0.840544119	_T	Both sexes or no breakdown by sex	Number	0					United Nations Population Division, New York, International migrant stock: The 2017 Revision, last accessed January 2018.	Organisation des Nations Unies, Division de la population, New York, « International migrant stock: The 2017 Revision », derniér accéss janvier 2018.	129597.0	191635.0	305002.0	315238.0	419649.0	392996.0	398890.0	398890.0	2017
2	Population and migration	Population et migration	intlmigref	78	International migrants and refugees	International migrant stock	SYB074	17	Middle Africa	1	180	Democratic Republic of the Congo	COD	1	23.65496507	-2.877154732	_T	Both sexes or no breakdown by sex	Number	0			Including refugees.	Y compris les réfugiés.	United Nations Population Division, New York, International migrant stock: The 2017 Revision, last accessed January 2018.	Organisation des Nations Unies, Division de la population, New York, « International migrant stock: The 2017 Revision », derniér accéss janvier 2018.	754194.0	1816963.0	744387.0	622869.0	588950.0	824492.0	879223.0	879223.0	2017
2	Population and migration	Population et migration	intlmigref	78	International migrants and refugees	International migrant stock	SYB074	61	Polynesia	1	184	Cook Islands	COK	0	-159.7711391	-21.22696458	_T	Both sexes or no breakdown by sex	Number	0					United Nations Population Division, New York, International migrant stock: The 2017 Revision, last accessed January 2018.	Organisation des Nations Unies, Division de la population, New York, « International migrant stock: The 2017 Revision », derniér accéss janvier 2018.	2587.0	2686.0	2785.0	3277.0	3769.0	4152.0	4213.0	4213.0	2017
2	Population and migration	Population et migration	intlmigref	78	International migrants and refugees	International migrant stock	SYB074	13	Central America	1	188	Costa Rica	CRI	1	-84.19712782	9.970998683	_T	Both sexes or no breakdown by sex	Number	0			Including refugees.	Y compris les réfugiés.	United Nations Population Division, New York, International migrant stock: The 2017 Revision, last accessed January 2018.	Organisation des Nations Unies, Division de la population, New York, « International migrant stock: The 2017 Revision », derniér accéss janvier 2018.	417628.0	364287.0	310946.0	358175.0	405404.0	411697.0	414214.0	414214.0	2017
2	Population and migration	Population et migration	intlmigref	78	International migrants and refugees	International migrant stock	SYB074	39	Southern Europe	1	191	Croatia	HRV	1	17.95874553	45.45172212	_T	Both sexes or no breakdown by sex	Number	0			Including refugees.	Y compris les réfugiés.	United Nations Population Division, New York, International migrant stock: The 2017 Revision, last accessed January 2018.	Organisation des Nations Unies, Division de la population, New York, « International migrant stock: The 2017 Revision », derniér accéss janvier 2018.	475438.0	674085.0	585298.0	579273.0	573248.0	575738.0	560483.0	560483.0	2017
2	Population and migration	Population et migration	intlmigref	78	International migrants and refugees	International migrant stock	SYB074	29	Caribbean	1	192	Cuba	CUB	1	-79.54460144	22.10030366	_T	Both sexes or no breakdown by sex	Number	0					United Nations Population Division, New York, International migrant stock: The 2017 Revision, last accessed January 2018.	Organisation des Nations Unies, Division de la population, New York, « International migrant stock: The 2017 Revision », derniér accéss janvier 2018.	34555.0	26187.0	17818.0	17023.0	14818.0	13336.0	13136.0	13136.0	2017
2	Population and migration	Population et migration	intlmigref	78	International migrants and refugees	International migrant stock	SYB074	145	Western Asia	1	196	Cyprus	CYP	1	33.22285964	35.05659437	_T	Both sexes or no breakdown by sex	Number	0			Including northern Cyprus.	Y compris la partie nord de Chypre.	United Nations Population Division, New York, International migrant stock: The 2017 Revision, last accessed January 2018.	Organisation des Nations Unies, Division de la population, New York, « International migrant stock: The 2017 Revision », derniér accéss janvier 2018.	43805.0	61941.0	80076.0	117165.0	188472.0	192020.0	188973.0	188973.0	2017
2	Population and migration	Population et migration	intlmigref	78	International migrants and refugees	International migrant stock	SYB074	151	Eastern Europe	1	203	Czechia	CZE	1	15.33151382	49.73913871	_T	Both sexes or no breakdown by sex	Number	0			Refers to foreign citizens.	Se rapportent aux citoyens étrangers.	United Nations Population Division, New York, International migrant stock: The 2017 Revision, last accessed January 2018.	Organisation des Nations Unies, Division de la population, New York, « International migrant stock: The 2017 Revision », derniér accéss janvier 2018.	110394.0	165592.0	220789.0	322540.0	398493.0	416454.0	433290.0	433290.0	2017
2	Population and migration	Population et migration	intlmigref	78	International migrants and refugees	International migrant stock	SYB074	11	Western Africa	1	204	Benin	BEN	1	2.339933594	9.65401646	_T	Both sexes or no breakdown by sex	Number	0			Including refugees. Refers to foreign citizens.	Se rapportent aux citoyens étrangers. Y compris les réfugiés.	United Nations Population Division, New York, International migrant stock: The 2017 Revision, last accessed January 2018.	Organisation des Nations Unies, Division de la population, New York, « International migrant stock: The 2017 Revision », derniér accéss janvier 2018.	76212.0	104971.0	133730.0	171499.0	209267.0	245399.0	253284.0	253284.0	2017
