topicId	topicNameEN	topicNameFR	tableCode	tableId	tableName	seriesDesc	seriesCode	parentCode	parentName	countryProfile	refAreaCode	refAreaDesc	ISO3	UN_Member	X	Y	activityCode	activityDesc	units	multiplier	baseYear	multiplierDesc	footnotesEN	footnotesFR	sourceEN	sourceFR	value_1985	value_1986	value_1987	value_1988	value_1989	value_1990	value_1991	value_1992	value_1993	value_1994	value_1995	value_1996	value_1997	value_1998	value_1999	value_2000	value_2001	value_2002	value_2003	value_2004	value_2005	value_2006	value_2007	value_2008	value_2009	value_2010	value_2011	value_2012	value_2013	value_2014	value_2015	value_2016	value_2017	value_latest_year	latest_year
6	National accounts	Comptes nationaux	newvaluead	18	Gross Value added by kind of economic activity	Gross value added by industry	SYB022	61	Polynesia	1	16	American Samoa	ASM	0	-170.7187269	-14.30587306	IND	Industry	Percent of total gross value added	0																																									
6	National accounts	Comptes nationaux	newvaluead	18	Gross Value added by kind of economic activity	Gross value added by industry	SYB022	61	Polynesia	1	16	American Samoa	ASM	0	-170.7187269	-14.30587306	SER	Services	Percent of total gross value added	0																																									
6	National accounts	Comptes nationaux	newvaluead	18	Gross Value added by kind of economic activity	Gross value added by industry	SYB022	39	Southern Europe	1	20	Andorra	AND	1	1.576257417	42.54548611	AGR	Agriculture, hunting, forestry and fishing	Percent of total gross value added	0			Data classified according to ISIC Rev. 4.	Classifiées selon la CITI, Rév. 4.	United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2019.	Organisation des Nations Unies, Division de statistique, New York, base de données des statistiques des comptes nationaux : Analyse des principaux agrégats, denier accès février 2019.	0.47600000000000003	0.4776	0.4776	0.47600000000000003	0.4693	0.4797	0.4853	0.47790000000000005	0.4676	0.43610000000000004	0.5317000000000001	0.513	0.43960000000000005	0.4177	0.2842	0.5415	0.5056	0.4481	0.4858	0.4829	0.4433	0.43670000000000003	0.41540000000000005	0.4798	0.4711	0.543	0.5878	0.6793	0.6407	0.5516	0.5351	0.5646	0.5538000000000001	0.5538000000000001	2017
6	National accounts	Comptes nationaux	newvaluead	18	Gross Value added by kind of economic activity	Gross value added by industry	SYB022	39	Southern Europe	1	20	Andorra	AND	1	1.576257417	42.54548611	IND	Industry	Percent of total gross value added	0			Data classified according to ISIC Rev. 4.	Classifiées selon la CITI, Rév. 4.	United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2019.	Organisation des Nations Unies, Division de statistique, New York, base de données des statistiques des comptes nationaux : Analyse des principaux agrégats, denier accès février 2019.	18.3429	18.3461	18.3496	18.3302	18.3059	18.3826	18.3619	18.3675	18.2333	18.1851	18.7637	18.2577	18.397100000000002	17.5826	17.9532	15.6555	16.0204	16.4568	16.8415	17.1805	17.3054	16.908	17.4837	16.7974	15.5797	14.6228	13.6341	12.2312	11.3776	11.0156	11.1334	11.2951	11.3834	11.3834	2017
6	National accounts	Comptes nationaux	newvaluead	18	Gross Value added by kind of economic activity	Gross value added by industry	SYB022	39	Southern Europe	1	20	Andorra	AND	1	1.576257417	42.54548611	SER	Services	Percent of total gross value added	0			Data classified according to ISIC Rev. 4.	Classifiées selon la CITI, Rév. 4.	United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2019.	Organisation des Nations Unies, Division de statistique, New York, base de données des statistiques des comptes nationaux : Analyse des principaux agrégats, denier accès février 2019.	81.1811	81.1764	81.1727	81.1938	81.2248	81.1376	81.1529	81.1546	81.2991	81.3788	80.7046	81.2293	81.1633	81.9997	81.7626	83.8029	83.4741	83.0951	82.6727	82.3366	82.2513	82.6553	82.1009	82.7228	83.9492	84.8342	85.7781	87.0895	87.9817	88.4327	88.3316	88.1403	88.0628	88.0628	2017
6	National accounts	Comptes nationaux	newvaluead	18	Gross Value added by kind of economic activity	Gross value added by industry	SYB022	17	Middle Africa	1	24	Angola	AGO	1	17.57817062	-12.33724746	AGR	Agriculture, hunting, forestry and fishing	Percent of total gross value added	0					United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2019.	Organisation des Nations Unies, Division de statistique, New York, base de données des statistiques des comptes nationaux : Analyse des principaux agrégats, denier accès février 2019.	13.6	14.4881	13.0356	16.0473	19.2654	18.0056	24.3761	14.8773	11.8572	6.7651	7.3798	7.1635	9.229	13.2	6.3721	5.7405	8.3389	5.8499	6.1676	6.175	5.0005	5.1527	5.1676	4.8344000000000005	6.6432	6.1535	5.7908	5.9162	6.3392	7.5047	9.1486	9.885	8.8414	8.8414	2017
6	National accounts	Comptes nationaux	newvaluead	18	Gross Value added by kind of economic activity	Gross value added by industry	SYB022	17	Middle Africa	1	24	Angola	AGO	1	17.57817062	-12.33724746	IND	Industry	Percent of total gross value added	0					United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2019.	Organisation des Nations Unies, Division de statistique, New York, base de données des statistiques des comptes nationaux : Analyse des principaux agrégats, denier accès février 2019.	43.4305	34.342	41.8568	39.7022	39.2509	41.0009	37.8119	49.6303	52.5406	68.1787	67.4078	69.1391	62.2079	56.52	73.6681	73.0818	66.3354	56.1753	52.8536	53.9671	59.684	60.8266	57.8447	60.6195	44.203	52.1412	55.5004	55.4797	51.9826	45.9441	42.0527	42.8769	43.6318	43.6318	2017
6	National accounts	Comptes nationaux	newvaluead	18	Gross Value added by kind of economic activity	Gross value added by industry	SYB022	17	Middle Africa	1	24	Angola	AGO	1	17.57817062	-12.33724746	SER	Services	Percent of total gross value added	0					United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2019.	Organisation des Nations Unies, Division de statistique, New York, base de données des statistiques des comptes nationaux : Analyse des principaux agrégats, denier accès février 2019.	42.9695	51.1699	45.1077	44.2505	41.4837	40.9934	37.8119	35.4925	35.6022	25.0562	25.2124	23.697400000000002	28.5631	30.28	19.9599	21.1777	25.3257	37.9748	40.9788	39.8579	35.3155	34.0207	36.9876	34.546	49.1537	41.7053	38.7089	38.604	41.6782	46.5512	48.7987	47.2381	47.5268	47.5268	2017
6	National accounts	Comptes nationaux	newvaluead	18	Gross Value added by kind of economic activity	Gross value added by industry	SYB022	29	Caribbean	1	28	Antigua and Barbuda	ATG	1	-61.7999755	17.07761471	AGR	Agriculture, hunting, forestry and fishing	Percent of total gross value added	0					United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2019.	Organisation des Nations Unies, Division de statistique, New York, base de données des statistiques des comptes nationaux : Analyse des principaux agrégats, denier accès février 2019.	2.2059	2.0753	2.1534	2.0146	1.9286	2.0193	2.008	2.0364	1.9685000000000001	1.7851	1.8668	1.8454000000000002	1.9477000000000002	1.8777	1.8668	1.7328999999999999	1.7852000000000001	1.9277000000000002	1.9551	1.8329	1.9775	1.8483	1.8705	1.762	1.6727	1.8338	2.1685	2.1374	2.2485	1.8234	1.7833999999999999	1.7468	1.9678	1.9678	2017
6	National accounts	Comptes nationaux	newvaluead	18	Gross Value added by kind of economic activity	Gross value added by industry	SYB022	29	Caribbean	1	28	Antigua and Barbuda	ATG	1	-61.7999755	17.07761471	IND	Industry	Percent of total gross value added	0					United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2019.	Organisation des Nations Unies, Division de statistique, New York, base de données des statistiques des comptes nationaux : Analyse des principaux agrégats, denier accès février 2019.	11.3768	13.021	14.7732	16.2245	17.2389	15.7741	16.4273	15.2303	14.3314	14.1829	14.4249	13.9909	14.178	14.2619	15.1253	15.0737	14.2545	14.529	14.745	14.8648	16.347	20.4189	20.8912	21.7875	21.7808	18.183	16.3021	16.0433	17.4767	17.8266	18.2058	19.7847	21.2543	21.2543	2017
6	National accounts	Comptes nationaux	newvaluead	18	Gross Value added by kind of economic activity	Gross value added by industry	SYB022	29	Caribbean	1	28	Antigua and Barbuda	ATG	1	-61.7999755	17.07761471	SER	Services	Percent of total gross value added	0					United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2019.	Organisation des Nations Unies, Division de statistique, New York, base de données des statistiques des comptes nationaux : Analyse des principaux agrégats, denier accès février 2019.	86.4174	84.9037	83.0733	81.7609	80.8325	82.2066	81.5647	82.7333	83.7001	84.032	83.7083	84.1637	83.8743	83.8604	83.0079	83.1935	83.9603	83.5433	83.2998	83.3023	81.6755	77.7328	77.2383	76.4505	76.5465	79.9831	81.5294	81.8193	80.2749	80.3501	80.0108	78.4685	76.7779	76.7779	2017
6	National accounts	Comptes nationaux	newvaluead	18	Gross Value added by kind of economic activity	Gross value added by industry	SYB022	145	Western Asia	1	31	Azerbaijan	AZE	1	50.01064725	40.39229544	AGR	Agriculture, hunting, forestry and fishing	Percent of total gross value added	0			[1990-2017]: Data classified according to ISIC Rev. 4.	[1990-2017]: Classifiées selon la CITI, Rév. 4.	[1990-2017]: United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2019.	[1990-2017]: Organisation des Nations Unies, Division de statistique, New York, base de données des statistiques des comptes nationaux : Analyse des principaux agrégats, denier accès février 2019.						29.6671	32.937	28.2867	26.986	31.6521	26.8737	27.437	21.6484	18.8113	19.0571	17.0377	15.9921	15.0756	13.3767	11.7449	9.8339	6.9239	7.4206	5.8797	6.5332	5.9139	5.3712	5.4574	5.7141	5.7141	6.7352	6.0604	6.0378	6.0378	2017
6	National accounts	Comptes nationaux	newvaluead	18	Gross Value added by kind of economic activity	Gross value added by industry	SYB022	145	Western Asia	1	31	Azerbaijan	AZE	1	50.01064725	40.39229544	IND	Industry	Percent of total gross value added	0			[1990-2017]: Data classified according to ISIC Rev. 4.	[1990-2017]: Classifiées selon la CITI, Rév. 4.	[1990-2017]: United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2019.	[1990-2017]: Organisation des Nations Unies, Division de statistique, New York, base de données des statistiques des comptes nationaux : Analyse des principaux agrégats, denier accès février 2019.						32.8842	31.3582	38.8713	31.6415	26.8582	32.8675	38.6338	39.7871	36.2302	40.5	45.057	46.845	49.8619	52.2551	54.266	63.1987	70.0433	67.977	69.1501	60.0415	63.9907	65.3102	63.1957	60.7523	57.5626	48.944	51.422	53.1642	53.1642	2017
6	National accounts	Comptes nationaux	newvaluead	18	Gross Value added by kind of economic activity	Gross value added by industry	SYB022	145	Western Asia	1	31	Azerbaijan	AZE	1	50.01064725	40.39229544	SER	Services	Percent of total gross value added	0			[1990-2017]: Data classified according to ISIC Rev. 4.	[1990-2017]: Classifiées selon la CITI, Rév. 4.	[1990-2017]: United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2019.	[1990-2017]: Organisation des Nations Unies, Division de statistique, New York, base de données des statistiques des comptes nationaux : Analyse des principaux agrégats, denier accès février 2019.						37.4487	35.7048	32.842	41.3725	41.4897	40.2588	33.9292	38.5645	44.9586	40.4429	37.9053	37.1629	35.0625	34.3682	33.9891	26.9674	23.0328	24.6024	24.9702	33.4253	30.0955	29.3186	31.3469	33.5337	36.7233	44.3208	42.5177	40.7979	40.7979	2017
6	National accounts	Comptes nationaux	newvaluead	18	Gross Value added by kind of economic activity	Gross value added by industry	SYB022	5	South America	1	32	Argentina	ARG	1	-65.14563274	-35.19446255	AGR	Agriculture, hunting, forestry and fishing	Percent of total gross value added	0					United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2019.	Organisation des Nations Unies, Division de statistique, New York, base de données des statistiques des comptes nationaux : Analyse des principaux agrégats, denier accès février 2019.	7.3755	7.3028	7.6046	8.4604	8.9762	7.5122	6.3505	5.5623000000000005	5.1966	5.1385	5.2818	5.562	5.2008	5.2205	4.3916	4.6065000000000005	4.4536	9.9832	10.3416	9.8294	9.3341	8.8323	8.1703	8.729	6.2883	8.5022	8.3295	6.8938	7.2078	7.9979	6.1298	7.5269	6.6552	6.6552	2017
6	National accounts	Comptes nationaux	newvaluead	18	Gross Value added by kind of economic activity	Gross value added by industry	SYB022	5	South America	1	32	Argentina	ARG	1	-65.14563274	-35.19446255	IND	Industry	Percent of total gross value added	0					United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2019.	Organisation des Nations Unies, Division de statistique, New York, base de données des statistiques des comptes nationaux : Analyse des principaux agrégats, denier accès février 2019.	37.7078	34.7941	35.3079	36.0283	39.3763	33.3098	30.1264	28.3416	25.7485	25.2712	26.0107	26.4348	27.0766	26.5113	25.8811	25.8607	24.9316	30.4014	33.0454	33.8741	33.6577	32.4918	34.4021	31.334	30.1491	30.1108	30.0068	29.1277	28.586	28.9255	27.5223	26.2835	25.7956	25.7956	2017
6	National accounts	Comptes nationaux	newvaluead	18	Gross Value added by kind of economic activity	Gross value added by industry	SYB022	5	South America	1	32	Argentina	ARG	1	-65.14563274	-35.19446255	SER	Services	Percent of total gross value added	0					United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2019.	Organisation des Nations Unies, Division de statistique, New York, base de données des statistiques des comptes nationaux : Analyse des principaux agrégats, denier accès février 2019.	54.9167	57.9031	57.0876	55.5113	51.6475	59.1781	63.523	66.0961	69.0548	69.5902	68.7075	68.0032	67.7226	68.2682	69.7274	69.5329	70.6148	59.6154	56.613	56.2965	57.0082	58.6759	57.4276	59.9371	63.5626	61.387	61.6637	63.9785	64.2063	63.0765	66.3479	66.1897	67.5492	67.5492	2017
6	National accounts	Comptes nationaux	newvaluead	18	Gross Value added by kind of economic activity	Gross value added by industry	SYB022	53	Oceania	1	36	Australia	AUS	1	134.3499412	-25.57717202	AGR	Agriculture, hunting, forestry and fishing	Percent of total gross value added	0			Data classified according to ISIC Rev. 4.	Classifiées selon la CITI, Rév. 4.	United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2019.	Organisation des Nations Unies, Division de statistique, New York, base de données des statistiques des comptes nationaux : Analyse des principaux agrégats, denier accès février 2019.	4.4835	4.4178	4.6497	4.8604	4.5477	3.4532	3.3227	3.5199	3.6117	3.2854	3.6942	3.5303	3.303	3.3284000000000002	3.3890000000000002	3.8377	4.3145	3.1674	3.3583	3.1422	2.9639	2.534	2.3903	2.4566	2.3649	2.4407	2.4078	2.4354	2.375	2.5432	2.6146000000000003	2.9819	2.7129000000000003	2.7129000000000003	2017
6	National accounts	Comptes nationaux	newvaluead	18	Gross Value added by kind of economic activity	Gross value added by industry	SYB022	53	Oceania	1	36	Australia	AUS	1	134.3499412	-25.57717202	IND	Industry	Percent of total gross value added	0			Data classified according to ISIC Rev. 4.	Classifiées selon la CITI, Rév. 4.	United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2019.	Organisation des Nations Unies, Division de statistique, New York, base de données des statistiques des comptes nationaux : Analyse des principaux agrégats, denier accès février 2019.	35.4655	33.4472	31.9979	30.7934	31.3015	30.1902	29.4238	29.1203	29.0794	28.9379	28.3744	27.5305	27.6461	26.851	26.771	25.9443	25.8252	26.3864	26.2084	26.7615	27.8047	27.627	27.7546	28.822400000000002	26.9281	28.1943	27.9171	26.7139	27.1917	25.2415	23.9438	24.8414	24.6762	24.6762	2017
6	National accounts	Comptes nationaux	newvaluead	18	Gross Value added by kind of economic activity	Gross value added by industry	SYB022	53	Oceania	1	36	Australia	AUS	1	134.3499412	-25.57717202	SER	Services	Percent of total gross value added	0			Data classified according to ISIC Rev. 4.	Classifiées selon la CITI, Rév. 4.	United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2019.	Organisation des Nations Unies, Division de statistique, New York, base de données des statistiques des comptes nationaux : Analyse des principaux agrégats, denier accès février 2019.	60.051	62.135	63.3524	64.3463	64.1507	66.3566	67.2535	67.3597	67.3089	67.7767	67.9314	68.9391	69.0509	69.8207	69.8399	70.218	69.8603	70.4461	70.4333	70.0963	69.2314	69.8391	69.8551	68.721	70.707	69.365	69.6751	70.8507	70.4333	72.2153	73.4415	72.1767	72.611	72.611	2017
6	National accounts	Comptes nationaux	newvaluead	18	Gross Value added by kind of economic activity	Gross value added by industry	SYB022	155	Western Europe	1	40	Austria	AUT	1	14.14172472	47.58704857	AGR	Agriculture, hunting, forestry and fishing	Percent of total gross value added	0			Data classified according to ISIC Rev. 4.	Classifiées selon la CITI, Rév. 4.	United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2019.	Organisation des Nations Unies, Division de statistique, New York, base de données des statistiques des comptes nationaux : Analyse des principaux agrégats, denier accès février 2019.	3.5542	3.6435	3.61	3.4509	3.4064	3.4873	3.1655	2.7612	2.4791	2.6662	2.4004	2.2171	2.1392	2.0112	1.9376000000000002	1.8458999999999999	1.8695	1.7511	1.6691	1.6558000000000002	1.4166	1.586	1.4599	1.5026000000000002	1.287	1.4224	1.573	1.5155	1.4081000000000001	1.3458	1.2668	1.2481	1.3473	1.3473	2017
6	National accounts	Comptes nationaux	newvaluead	18	Gross Value added by kind of economic activity	Gross value added by industry	SYB022	155	Western Europe	1	40	Austria	AUT	1	14.14172472	47.58704857	IND	Industry	Percent of total gross value added	0			Data classified according to ISIC Rev. 4.	Classifiées selon la CITI, Rév. 4.	United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2019.	Organisation des Nations Unies, Division de statistique, New York, base de données des statistiques des comptes nationaux : Analyse des principaux agrégats, denier accès février 2019.	34.5166	34.165	33.5914	33.4149	33.1228	33.285	33.2227	32.6569	31.8304	31.9438	32.0829	32.1556	32.1941	31.9745	31.9846	31.6948	31.5651	30.6881	30.7644	30.698900000000002	30.4526	30.8749	30.5373	30.1808	28.9455	28.6599	28.5523	28.8076	28.6455	28.4296	28.2324	28.2684	28.3381	28.3381	2017
6	National accounts	Comptes nationaux	newvaluead	18	Gross Value added by kind of economic activity	Gross value added by industry	SYB022	155	Western Europe	1	40	Austria	AUT	1	14.14172472	47.58704857	SER	Services	Percent of total gross value added	0			Data classified according to ISIC Rev. 4.	Classifiées selon la CITI, Rév. 4.	United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2019.	Organisation des Nations Unies, Division de statistique, New York, base de données des statistiques des comptes nationaux : Analyse des principaux agrégats, denier accès février 2019.	61.9292	62.1916	62.7986	63.1342	63.4708	63.2277	63.6118	64.5819	65.6905	65.3899	65.5167	65.6273	65.6667	66.0143	66.0777	66.4593	66.5654	67.5608	67.5665	67.6453	68.1308	67.5391	68.0028	68.3167	69.7675	69.9176	69.8747	69.6769	69.9464	70.2246	70.5007	70.4835	70.3145	70.3145	2017
