topicId	topicNameEN	topicNameFR	tableCode	tableId	tableName	seriesDesc	seriesCode	parentCode	parentName	countryProfile	refAreaCode	refAreaDesc	ISO3	UN_Member	X	Y	activityCode	activityDesc	units	multiplier	baseYear	multiplierDesc	footnotesEN	footnotesFR	sourceEN	sourceFR	value_2000	value_2001	value_2002	value_2003	value_2004	value_2005	value_2006	value_2007	value_2008	value_2009	value_2010	value_2011	value_2012	value_2013	value_2014	value_latest_year	latest_year
9	Price and production indices	Indices des prix et de la production	industindx	23	Index of Industrial Production	Index of industrial production	SYB027	34	Southern Asia	1	4	Afghanistan	AFG	1	66.02688198	33.83160199	IND_CHEM_PET_RUB_PLA	Chemicals, petroleum, rubber and plastic products	Index	0	2005=100																						
9	Price and production indices	Indices des prix et de la production	industindx	23	Index of Industrial Production	Index of industrial production	SYB027	34	Southern Asia	1	4	Afghanistan	AFG	1	66.02688198	33.83160199	IND_ELEC_GAS_STEAM	Electricity, gas, steam	Index	0	2005=100																						
9	Price and production indices	Indices des prix et de la production	industindx	23	Index of Industrial Production	Index of industrial production	SYB027	34	Southern Asia	1	4	Afghanistan	AFG	1	66.02688198	33.83160199	IND_FOOD_BEV_TOB	Food, beverages and tobacco	Index	0	2005=100																						
9	Price and production indices	Indices des prix et de la production	industindx	23	Index of Industrial Production	Index of industrial production	SYB027	34	Southern Asia	1	4	Afghanistan	AFG	1	66.02688198	33.83160199	IND_MANUFACTURING	Manufacturing	Index	0	2005=100																						
9	Price and production indices	Indices des prix et de la production	industindx	23	Index of Industrial Production	Index of industrial production	SYB027	34	Southern Asia	1	4	Afghanistan	AFG	1	66.02688198	33.83160199	IND_METAL_PRODUCTS_MACHINERY	Metal products and machinery	Index	0	2005=100																						
9	Price and production indices	Indices des prix et de la production	industindx	23	Index of Industrial Production	Index of industrial production	SYB027	34	Southern Asia	1	4	Afghanistan	AFG	1	66.02688198	33.83160199	IND_MINING	Mining	Index	0	2005=100																						
9	Price and production indices	Indices des prix et de la production	industindx	23	Index of Industrial Production	Index of industrial production	SYB027	34	Southern Asia	1	4	Afghanistan	AFG	1	66.02688198	33.83160199	IND_TEXTILES_APPAREL_LEATHER_FOOTWEAR	Textiles, wearing apparel, leather, footwear	Index	0	2005=100																						
9	Price and production indices	Indices des prix et de la production	industindx	23	Index of Industrial Production	Index of industrial production	SYB027	34	Southern Asia	1	4	Afghanistan	AFG	1	66.02688198	33.83160199	IND_TOTAL	Total industry - Mining; manufacturing; electricity, gas and water	Index	0	2005=100																						
9	Price and production indices	Indices des prix et de la production	industindx	23	Index of Industrial Production	Index of industrial production	SYB027	34	Southern Asia	1	4	Afghanistan	AFG	1	66.02688198	33.83160199	IND_WATER_WASTE_MGNT	Water and waste management	Index	0	2005=100																						
9	Price and production indices	Indices des prix et de la production	industindx	23	Index of Industrial Production	Index of industrial production	SYB027	34	Southern Asia	1	4	Afghanistan	AFG	1	66.02688198	33.83160199	IND_BASIC_METALS	Basic metals	Index	0	2005=100																						
9	Price and production indices	Indices des prix et de la production	industindx	23	Index of Industrial Production	Index of industrial production	SYB027	34	Southern Asia	1	4	Afghanistan	AFG	1	66.02688198	33.83160199	IND_ELEC_GAS_WATER	Electricity, gas and water	Index	0	2005=100																						
9	Price and production indices	Indices des prix et de la production	industindx	23	Index of Industrial Production	Index of industrial production	SYB027	34	Southern Asia	1	4	Afghanistan	AFG	1	66.02688198	33.83160199	IND_MACHINERY	Machinery	Index	0	2005=100																						
9	Price and production indices	Indices des prix et de la production	industindx	23	Index of Industrial Production	Index of industrial production	SYB027	34	Southern Asia	1	4	Afghanistan	AFG	1	66.02688198	33.83160199	IND_METAL_PRODUCTS	Metal products	Index	0	2005=100																						
9	Price and production indices	Indices des prix et de la production	industindx	23	Index of Industrial Production	Index of industrial production	SYB027	34	Southern Asia	1	4	Afghanistan	AFG	1	66.02688198	33.83160199	IND_MISC_MANUFACTURING	Miscellaneous manufacturing industries	Index	0	2005=100																						
9	Price and production indices	Indices des prix et de la production	industindx	23	Index of Industrial Production	Index of industrial production	SYB027	34	Southern Asia	1	4	Afghanistan	AFG	1	66.02688198	33.83160199	IND_MINING_MANUFACTURING	Mining and manufacturing	Index	0	2005=100																						
9	Price and production indices	Indices des prix et de la production	industindx	23	Index of Industrial Production	Index of industrial production	SYB027	39	Southern Europe	1	8	Albania	ALB	1	20.06660928	41.13897007	IND_CHEM_PET_RUB_PLA	Chemicals, petroleum, rubber and plastic products	Index	0	2005=100				[2007-2014]: United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015.	[2007-2014]: 								69.9	73.3	122.5	77.4	119.1	94.5	69.2	44.5	44.5	2014
9	Price and production indices	Indices des prix et de la production	industindx	23	Index of Industrial Production	Index of industrial production	SYB027	39	Southern Europe	1	8	Albania	ALB	1	20.06660928	41.13897007	IND_ELEC_GAS_STEAM	Electricity, gas, steam	Index	0	2005=100				[2005-2014]: United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015.	[2005-2014]: 						100.0	99.3	56.6	84.1	66.4	83.4	41.0	57.3	112.4	99.7	99.7	2014
9	Price and production indices	Indices des prix et de la production	industindx	23	Index of Industrial Production	Index of industrial production	SYB027	39	Southern Europe	1	8	Albania	ALB	1	20.06660928	41.13897007	IND_FOOD_BEV_TOB	Food, beverages and tobacco	Index	0	2005=100				[2005-2014]: United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015.	[2005-2014]: 						100.0	122.2	124.8	149.9	149.3	158.9	161.6	185.3	169.9	169.8	169.8	2014
9	Price and production indices	Indices des prix et de la production	industindx	23	Index of Industrial Production	Index of industrial production	SYB027	39	Southern Europe	1	8	Albania	ALB	1	20.06660928	41.13897007	IND_MANUFACTURING	Manufacturing	Index	0	2005=100				[2005-2014]: United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015.	[2005-2014]: 						100.0	105.9	113.3	134.2	153.9	186.6	204.1	199.5	198.5	212.9	212.9	2014
