topicId	topicNameEN	topicNameFR	tableCode	tableId	tableName	seriesDesc	seriesCode	parentCode	parentName	countryProfile	refAreaCode	refAreaDesc	ISO3	UN_Member	X	Y	educationLevCode	educationLevDesc	units	multiplier	baseYear	multiplierDesc	footnotesEN	footnotesFR	sourceEN	sourceFR	value_2000	value_2001	value_2002	value_2003	value_2004	value_2005	value_2006	value_2007	value_2008	value_2009	value_2010	value_2011	value_2012	value_2013	value_2014	value_2015	value_2016	value_2017	value_latest_year	latest_year
3	Education	Éducation	expendedu	109	Public expenditure on education	Public expenditure in education as percent of government expenditure	SYB111	34	Southern Asia	1	144	Sri Lanka	LKA	1	80.70489654	7.614693343	ISCED11_1	Primary education	Percent	0					[2009-2016]: United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018.	[2009-2016]: Organisation des Nations Unies pour l’éducation, la science et la culture (UNESCO), Montréal, base de données statistiques de l’Institut de statistique (ISU) de l’UNESCO, dernier accès mai 2018.										28.3016	25.0467	24.213	23.8962	22.9916	28.6699	28.305	34.8967		34.8967	2016
3	Education	Éducation	expendedu	109	Public expenditure on education	Public expenditure in education as percent of government expenditure	SYB111	34	Southern Asia	1	144	Sri Lanka	LKA	1	80.70489654	7.614693343	AGG_2_3	Secondary education (lower and upper secondary education)	Percent	0					[2009-2016]: United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018.	[2009-2016]: Organisation des Nations Unies pour l’éducation, la science et la culture (UNESCO), Montréal, base de données statistiques de l’Institut de statistique (ISU) de l’UNESCO, dernier accès mai 2018.										48.1893	53.2243	51.4525	50.7794	49.086	47.1065	47.111	50.4102		50.4102	2016
3	Education	Éducation	expendedu	109	Public expenditure on education	Public expenditure in education as percent of government expenditure	SYB111	34	Southern Asia	1	144	Sri Lanka	LKA	1	80.70489654	7.614693343	AGG_5T8	Tertiary education	Percent	0					[2009-2016]: United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018.	[2009-2016]: Organisation des Nations Unies pour l’éducation, la science et la culture (UNESCO), Montréal, base de données statistiques de l’Institut de statistique (ISU) de l’UNESCO, dernier accès mai 2018.										18.1949	16.4282	17.7596	18.729	21.1248	20.1661	19.3828	12.1236		12.1236	2016
3	Education	Éducation	expendedu	109	Public expenditure on education	Public expenditure in education as percent of government expenditure	SYB111	34	Southern Asia	1	144	Sri Lanka	LKA	1	80.70489654	7.614693343	_T	Total or no breakdown by education level	Percent	0					[2009-2016]: United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018.	[2009-2016]: Organisation des Nations Unies pour l’éducation, la science et la culture (UNESCO), Montréal, base de données statistiques de l’Institut de statistique (ISU) de l’UNESCO, dernier accès mai 2018.										8.2708	8.6057	9.1102	8.394	9.42	10.824	10.9503	17.7288		17.7288	2016
3	Education	Éducation	expendedu	109	Public expenditure on education	Public expenditure in education as percent of government expenditure	SYB111	34	Southern Asia	1	144	Sri Lanka	LKA	1	80.70489654	7.614693343	ISCED11_02	Pre-primary education	Percent	0																										
3	Education	Éducation	expendedu	109	Public expenditure on education	Public expenditure in education as percent of government expenditure	SYB111	17	Middle Africa	1	148	Chad	TCD	1	18.66618401	15.36279341	ISCED11_1	Primary education	Percent	0					[2004-2005,2009-2012]: United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018.	[2004-2005,2009-2012]: Organisation des Nations Unies pour l’éducation, la science et la culture (UNESCO), Montréal, base de données statistiques de l’Institut de statistique (ISU) de l’UNESCO, dernier accès mai 2018.					45.5576	45.7849				59.2413	51.6193	40.6668	46.7001						46.7001	2012
3	Education	Éducation	expendedu	109	Public expenditure on education	Public expenditure in education as percent of government expenditure	SYB111	17	Middle Africa	1	148	Chad	TCD	1	18.66618401	15.36279341	AGG_2_3	Secondary education (lower and upper secondary education)	Percent	0					[2004-2005,2009-2013]: United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018.	[2004-2005,2009-2013]: Organisation des Nations Unies pour l’éducation, la science et la culture (UNESCO), Montréal, base de données statistiques de l’Institut de statistique (ISU) de l’UNESCO, dernier accès mai 2018.					36.8557	35.4848				28.334	27.4058	34.9489	20.7276	24.7124					24.7124	2013
3	Education	Éducation	expendedu	109	Public expenditure on education	Public expenditure in education as percent of government expenditure	SYB111	17	Middle Africa	1	148	Chad	TCD	1	18.66618401	15.36279341	AGG_5T8	Tertiary education	Percent	0					[2004-2005,2009-2013]: United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018.	[2004-2005,2009-2013]: Organisation des Nations Unies pour l’éducation, la science et la culture (UNESCO), Montréal, base de données statistiques de l’Institut de statistique (ISU) de l’UNESCO, dernier accès mai 2018.					17.5867	18.7303				12.3766	19.7587	16.284	30.2585	31.7008					31.7008	2013
3	Education	Éducation	expendedu	109	Public expenditure on education	Public expenditure in education as percent of government expenditure	SYB111	17	Middle Africa	1	148	Chad	TCD	1	18.66618401	15.36279341	_T	Total or no breakdown by education level	Percent	0					[2000-2001,2004-2005,2009-2013]: United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018.	[2000-2001,2004-2005,2009-2013]: Organisation des Nations Unies pour l’éducation, la science et la culture (UNESCO), Montréal, base de données statistiques de l’Institut de statistique (ISU) de l’UNESCO, dernier accès mai 2018.	12.8445	13.7869			11.0319	14.6728				9.5416	8.1193	10.0833	9.2124	12.461500000000001					12.461500000000001	2013
3	Education	Éducation	expendedu	109	Public expenditure on education	Public expenditure in education as percent of government expenditure	SYB111	17	Middle Africa	1	148	Chad	TCD	1	18.66618401	15.36279341	ISCED11_02	Pre-primary education	Percent	0					[2009-2011]: United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018.	[2009-2011]: Organisation des Nations Unies pour l’éducation, la science et la culture (UNESCO), Montréal, base de données statistiques de l’Institut de statistique (ISU) de l’UNESCO, dernier accès mai 2018.										0.048100000000000004	0.3705	0.3206							0.3206	2011
3	Education	Éducation	expendedu	109	Public expenditure on education	Public expenditure in education as percent of government expenditure	SYB111	5	South America	1	152	Chile	CHL	1	-71.23029019	-35.2652885	ISCED11_1	Primary education	Percent	0					[2000,2002-2011,2013-2015]: United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018.	[2000,2002-2011,2013-2015]: Organisation des Nations Unies pour l’éducation, la science et la culture (UNESCO), Montréal, base de données statistiques de l’Institut de statistique (ISU) de l’UNESCO, dernier accès mai 2018.	43.0182		42.0422	39.7919	37.7765	37.4076	35.8918	35.4525	36.4039	36.3868	31.7354	32.7514		29.2063	24.7998	25.6148			25.6148	2015
3	Education	Éducation	expendedu	109	Public expenditure on education	Public expenditure in education as percent of government expenditure	SYB111	5	South America	1	152	Chile	CHL	1	-71.23029019	-35.2652885	AGG_2_3	Secondary education (lower and upper secondary education)	Percent	0					[2000,2002-2011,2013-2015]: United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018.	[2000,2002-2011,2013-2015]: Organisation des Nations Unies pour l’éducation, la science et la culture (UNESCO), Montréal, base de données statistiques de l’Institut de statistique (ISU) de l’UNESCO, dernier accès mai 2018.	34.2699		35.3019	38.3833	38.0087	38.9965	38.604	38.3621	37.8688	35.2324	32.5325	32.4695		29.6517	27.9754	29.3654			29.3654	2015
3	Education	Éducation	expendedu	109	Public expenditure on education	Public expenditure in education as percent of government expenditure	SYB111	5	South America	1	152	Chile	CHL	1	-71.23029019	-35.2652885	AGG_5T8	Tertiary education	Percent	0					[2000,2002-2011,2013-2015]: United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018.	[2000,2002-2011,2013-2015]: Organisation des Nations Unies pour l’éducation, la science et la culture (UNESCO), Montréal, base de données statistiques de l’Institut de statistique (ISU) de l’UNESCO, dernier accès mai 2018.	14.5346		14.0274	13.1512	15.1174	13.9658	14.8116	15.3108	14.5145	15.6017	22.33	21.7924		25.6146	24.6963	25.6819			25.6819	2015
3	Education	Éducation	expendedu	109	Public expenditure on education	Public expenditure in education as percent of government expenditure	SYB111	5	South America	1	152	Chile	CHL	1	-71.23029019	-35.2652885	_T	Total or no breakdown by education level	Percent	0					[2000,2002-2011,2013-2015]: United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018.	[2000,2002-2011,2013-2015]: Organisation des Nations Unies pour l’éducation, la science et la culture (UNESCO), Montréal, base de données statistiques de l’Institut de statistique (ISU) de l’UNESCO, dernier accès mai 2018.	16.4015		17.4073	17.6047	16.9749	16.1585	16.1969	16.7252	17.3708	16.9942	17.8136	17.729		19.610500000000002	19.891	19.5735			19.5735	2015
3	Education	Éducation	expendedu	109	Public expenditure on education	Public expenditure in education as percent of government expenditure	SYB111	5	South America	1	152	Chile	CHL	1	-71.23029019	-35.2652885	ISCED11_02	Pre-primary education	Percent	0					[2000,2002-2011,2014-2015]: United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018.	[2000,2002-2011,2014-2015]: Organisation des Nations Unies pour l’éducation, la science et la culture (UNESCO), Montréal, base de données statistiques de l’Institut de statistique (ISU) de l’UNESCO, dernier accès mai 2018.	8.1773		8.6286	8.6737	9.0974	9.6302	10.6927	10.874600000000001	11.2128	12.7792	13.4022	12.9868			17.7352	13.1824			13.1824	2015
3	Education	Éducation	expendedu	109	Public expenditure on education	Public expenditure in education as percent of government expenditure	SYB111	30	Eastern Asia	1	156	China	CHN	1	104.1403375	32.30955217	ISCED11_1	Primary education	Percent	0																										
3	Education	Éducation	expendedu	109	Public expenditure on education	Public expenditure in education as percent of government expenditure	SYB111	30	Eastern Asia	1	156	China	CHN	1	104.1403375	32.30955217	AGG_2_3	Secondary education (lower and upper secondary education)	Percent	0																										
3	Education	Éducation	expendedu	109	Public expenditure on education	Public expenditure in education as percent of government expenditure	SYB111	30	Eastern Asia	1	156	China	CHN	1	104.1403375	32.30955217	AGG_5T8	Tertiary education	Percent	0																										
3	Education	Éducation	expendedu	109	Public expenditure on education	Public expenditure in education as percent of government expenditure	SYB111	30	Eastern Asia	1	156	China	CHN	1	104.1403375	32.30955217	_T	Total or no breakdown by education level	Percent	0																										
3	Education	Éducation	expendedu	109	Public expenditure on education	Public expenditure in education as percent of government expenditure	SYB111	30	Eastern Asia	1	156	China	CHN	1	104.1403375	32.30955217	ISCED11_02	Pre-primary education	Percent	0																										
3	Education	Éducation	expendedu	109	Public expenditure on education	Public expenditure in education as percent of government expenditure	SYB111	5	South America	1	170	Colombia	COL	1	-73.07446751	3.888209046	ISCED11_1	Primary education	Percent	0			[2004]: Estimate.	[2004]: Données estimatives.	[2000-2001,2004-2005,2007-2017]: United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018.	[2000-2001,2004-2005,2007-2017]: Organisation des Nations Unies pour l’éducation, la science et la culture (UNESCO), Montréal, base de données statistiques de l’Institut de statistique (ISU) de l’UNESCO, dernier accès mai 2018.	44.5569	44.572			48.3245	47.437		36.6279	37.3025	38.4072	35.9216	35.5768	34.9638	34.4199	35.6	36.7237	35.9806	35.9806	35.9806	2017
3	Education	Éducation	expendedu	109	Public expenditure on education	Public expenditure in education as percent of government expenditure	SYB111	5	South America	1	170	Colombia	COL	1	-73.07446751	3.888209046	AGG_2_3	Secondary education (lower and upper secondary education)	Percent	0			[2000-2001,2004]: Estimate.	[2000-2001,2004]: Données estimatives.	[2000-2001,2004-2005,2007-2017]: United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018.	[2000-2001,2004-2005,2007-2017]: Organisation des Nations Unies pour l’éducation, la science et la culture (UNESCO), Montréal, base de données statistiques de l’Institut de statistique (ISU) de l’UNESCO, dernier accès mai 2018.	33.0706	33.0276			35.6969	36.1277		25.9524	40.2258	35.0143	34.8202	36.2584	35.7024	35.1148	37.496	35.4061	34.6896	34.6896	34.6896	2017
3	Education	Éducation	expendedu	109	Public expenditure on education	Public expenditure in education as percent of government expenditure	SYB111	5	South America	1	170	Colombia	COL	1	-73.07446751	3.888209046	AGG_5T8	Tertiary education	Percent	0					[2000-2001,2004-2005,2008-2017]: United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018.	[2000-2001,2004-2005,2008-2017]: Organisation des Nations Unies pour l’éducation, la science et la culture (UNESCO), Montréal, base de données statistiques de l’Institut de statistique (ISU) de l’UNESCO, dernier accès mai 2018.	19.8778	19.8747			13.3083	13.814			22.0459	19.5937	22.1054	20.6053	21.9727	17.7264	20.7552	21.3816	22.9766	22.9766	22.9766	2017
3	Education	Éducation	expendedu	109	Public expenditure on education	Public expenditure in education as percent of government expenditure	SYB111	5	South America	1	170	Colombia	COL	1	-73.07446751	3.888209046	_T	Total or no breakdown by education level	Percent	0			[2003]: Estimate.	[2003]: Données estimatives.	[2000-2016]: United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018.	[2000-2016]: Organisation des Nations Unies pour l’éducation, la science et la culture (UNESCO), Montréal, base de données statistiques de l’Institut de statistique (ISU) de l’UNESCO, dernier accès mai 2018.	13.2868	13.4677	15.2996	15.5373	15.4398	15.5356	13.7688	14.4815	14.6773	16.0812	16.4186	15.5291	15.5128	16.9136	15.8452	15.1073	15.9602		15.9602	2016
3	Education	Éducation	expendedu	109	Public expenditure on education	Public expenditure in education as percent of government expenditure	SYB111	5	South America	1	170	Colombia	COL	1	-73.07446751	3.888209046	ISCED11_02	Pre-primary education	Percent	0			[2004]: Estimate.	[2004]: Données estimatives.	[2000-2001,2004-2005,2009-2017]: United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018.	[2000-2001,2004-2005,2009-2017]: Organisation des Nations Unies pour l’éducation, la science et la culture (UNESCO), Montréal, base de données statistiques de l’Institut de statistique (ISU) de l’UNESCO, dernier accès mai 2018.	2.4471	2.4546			2.6703	2.6213				5.6957	5.8423	6.0627	5.9565	5.7856000000000005	5.6531	5.8875	5.7683	5.7683	5.7683	2017
3	Education	Éducation	expendedu	109	Public expenditure on education	Public expenditure in education as percent of government expenditure	SYB111	14	Eastern Africa	1	174	Comoros	COM	1	43.34234565	-11.66121732	ISCED11_1	Primary education	Percent	0			[2002]: Estimate.	[2002]: Données estimatives.	[2002,2008,2011-2015]: United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018.	[2002,2008,2011-2015]: Organisation des Nations Unies pour l’éducation, la science et la culture (UNESCO), Montréal, base de données statistiques de l’Institut de statistique (ISU) de l’UNESCO, dernier accès mai 2018.			45.2147						61.7259			56.1332	56.6082	55.1396	56.353	54.6121			54.6121	2015
3	Education	Éducation	expendedu	109	Public expenditure on education	Public expenditure in education as percent of government expenditure	SYB111	14	Eastern Africa	1	174	Comoros	COM	1	43.34234565	-11.66121732	AGG_2_3	Secondary education (lower and upper secondary education)	Percent	0			[2002]: Estimate.	[2002]: Données estimatives.	[2002,2008,2011-2015]: United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018.	[2002,2008,2011-2015]: Organisation des Nations Unies pour l’éducation, la science et la culture (UNESCO), Montréal, base de données statistiques de l’Institut de statistique (ISU) de l’UNESCO, dernier accès mai 2018.			40.1204						23.6638			27.598300000000002	27.831	27.9568	28.58	27.6931			27.6931	2015
3	Education	Éducation	expendedu	109	Public expenditure on education	Public expenditure in education as percent of government expenditure	SYB111	14	Eastern Africa	1	174	Comoros	COM	1	43.34234565	-11.66121732	AGG_5T8	Tertiary education	Percent	0			[2002]: Estimate.	[2002]: Données estimatives.	[2002,2008,2011-2015]: United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018.	[2002,2008,2011-2015]: Organisation des Nations Unies pour l’éducation, la science et la culture (UNESCO), Montréal, base de données statistiques de l’Institut de statistique (ISU) de l’UNESCO, dernier accès mai 2018.			7.6689						14.608			8.9731	8.204	9.742	7.7407	10.4117			10.4117	2015
3	Education	Éducation	expendedu	109	Public expenditure on education	Public expenditure in education as percent of government expenditure	SYB111	14	Eastern Africa	1	174	Comoros	COM	1	43.34234565	-11.66121732	_T	Total or no breakdown by education level	Percent	0					[2002,2008,2011-2015]: United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018.	[2002,2008,2011-2015]: Organisation des Nations Unies pour l’éducation, la science et la culture (UNESCO), Montréal, base de données statistiques de l’Institut de statistique (ISU) de l’UNESCO, dernier accès mai 2018.			15.7897						29.2331			21.4149	18.4915	16.0707	18.91	15.3417			15.3417	2015
3	Education	Éducation	expendedu	109	Public expenditure on education	Public expenditure in education as percent of government expenditure	SYB111	14	Eastern Africa	1	174	Comoros	COM	1	43.34234565	-11.66121732	ISCED11_02	Pre-primary education	Percent	0			[2002]: Estimate.	[2002]: Données estimatives.	[2002,2011-2015]: United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018.	[2002,2011-2015]: Organisation des Nations Unies pour l’éducation, la science et la culture (UNESCO), Montréal, base de données statistiques de l’Institut de statistique (ISU) de l’UNESCO, dernier accès mai 2018.			0.4419									7.2954	7.3568	7.154	7.3263	7.0736			7.0736	2015
3	Education	Éducation	expendedu	109	Public expenditure on education	Public expenditure in education as percent of government expenditure	SYB111	14	Eastern Africa	1	175	Mayotte	MYT	0	45.14015057	-12.82217691	ISCED11_1	Primary education	Percent	0																										
3	Education	Éducation	expendedu	109	Public expenditure on education	Public expenditure in education as percent of government expenditure	SYB111	14	Eastern Africa	1	175	Mayotte	MYT	0	45.14015057	-12.82217691	AGG_2_3	Secondary education (lower and upper secondary education)	Percent	0																										
3	Education	Éducation	expendedu	109	Public expenditure on education	Public expenditure in education as percent of government expenditure	SYB111	14	Eastern Africa	1	175	Mayotte	MYT	0	45.14015057	-12.82217691	AGG_5T8	Tertiary education	Percent	0																										
3	Education	Éducation	expendedu	109	Public expenditure on education	Public expenditure in education as percent of government expenditure	SYB111	14	Eastern Africa	1	175	Mayotte	MYT	0	45.14015057	-12.82217691	_T	Total or no breakdown by education level	Percent	0																										
3	Education	Éducation	expendedu	109	Public expenditure on education	Public expenditure in education as percent of government expenditure	SYB111	14	Eastern Africa	1	175	Mayotte	MYT	0	45.14015057	-12.82217691	ISCED11_02	Pre-primary education	Percent	0																										
3	Education	Éducation	expendedu	109	Public expenditure on education	Public expenditure in education as percent of government expenditure	SYB111	17	Middle Africa	1	178	Congo	COG	1	15.22052612	-0.840544119	ISCED11_1	Primary education	Percent	0			[2002,2005]: Estimate.	[2002,2005]: Données estimatives.	[2002,2005,2010]: United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018.	[2002,2005,2010]: Organisation des Nations Unies pour l’éducation, la science et la culture (UNESCO), Montréal, base de données statistiques de l’Institut de statistique (ISU) de l’UNESCO, dernier accès mai 2018.			35.3599			27.2544					30.9983								30.9983	2010
3	Education	Éducation	expendedu	109	Public expenditure on education	Public expenditure in education as percent of government expenditure	SYB111	17	Middle Africa	1	178	Congo	COG	1	15.22052612	-0.840544119	AGG_2_3	Secondary education (lower and upper secondary education)	Percent	0			[2002,2005]: Estimate.	[2002,2005]: Données estimatives.	[2002,2005,2010]: United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018.	[2002,2005,2010]: Organisation des Nations Unies pour l’éducation, la science et la culture (UNESCO), Montréal, base de données statistiques de l’Institut de statistique (ISU) de l’UNESCO, dernier accès mai 2018.			30.1689			41.1903					53.3317								53.3317	2010
3	Education	Éducation	expendedu	109	Public expenditure on education	Public expenditure in education as percent of government expenditure	SYB111	17	Middle Africa	1	178	Congo	COG	1	15.22052612	-0.840544119	AGG_5T8	Tertiary education	Percent	0			[2002,2005]: Estimate.	[2002,2005]: Données estimatives.	[2002,2005,2010]: United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018.	[2002,2005,2010]: Organisation des Nations Unies pour l’éducation, la science et la culture (UNESCO), Montréal, base de données statistiques de l’Institut de statistique (ISU) de l’UNESCO, dernier accès mai 2018.			25.4665			25.9124					10.8726								10.8726	2010
3	Education	Éducation	expendedu	109	Public expenditure on education	Public expenditure in education as percent of government expenditure	SYB111	17	Middle Africa	1	178	Congo	COG	1	15.22052612	-0.840544119	_T	Total or no breakdown by education level	Percent	0			[2002]: Estimate.	[2002]: Données estimatives.	[2002-2005,2010]: United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018.	[2002-2005,2010]: Organisation des Nations Unies pour l’éducation, la science et la culture (UNESCO), Montréal, base de données statistiques de l’Institut de statistique (ISU) de l’UNESCO, dernier accès mai 2018.			11.5928	9.52	8.5618	7.5978					29.0184								29.0184	2010
3	Education	Éducation	expendedu	109	Public expenditure on education	Public expenditure in education as percent of government expenditure	SYB111	17	Middle Africa	1	178	Congo	COG	1	15.22052612	-0.840544119	ISCED11_02	Pre-primary education	Percent	0			[2002,2005]: Estimate.	[2002,2005]: Données estimatives.	[2002,2005,2010]: United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018.	[2002,2005,2010]: Organisation des Nations Unies pour l’éducation, la science et la culture (UNESCO), Montréal, base de données statistiques de l’Institut de statistique (ISU) de l’UNESCO, dernier accès mai 2018.			0.763			2.9182					4.5645								4.5645	2010
3	Education	Éducation	expendedu	109	Public expenditure on education	Public expenditure in education as percent of government expenditure	SYB111	17	Middle Africa	1	180	Democratic Republic of the Congo	COD	1	23.65496507	-2.877154732	ISCED11_1	Primary education	Percent	0					[2010,2013]: United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018.	[2010,2013]: Organisation des Nations Unies pour l’éducation, la science et la culture (UNESCO), Montréal, base de données statistiques de l’Institut de statistique (ISU) de l’UNESCO, dernier accès mai 2018.											33.3362			61.5936					61.5936	2013
3	Education	Éducation	expendedu	109	Public expenditure on education	Public expenditure in education as percent of government expenditure	SYB111	17	Middle Africa	1	180	Democratic Republic of the Congo	COD	1	23.65496507	-2.877154732	AGG_2_3	Secondary education (lower and upper secondary education)	Percent	0					[2010,2013]: United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018.	[2010,2013]: Organisation des Nations Unies pour l’éducation, la science et la culture (UNESCO), Montréal, base de données statistiques de l’Institut de statistique (ISU) de l’UNESCO, dernier accès mai 2018.											33.7344			14.36					14.36	2013
3	Education	Éducation	expendedu	109	Public expenditure on education	Public expenditure in education as percent of government expenditure	SYB111	17	Middle Africa	1	180	Democratic Republic of the Congo	COD	1	23.65496507	-2.877154732	AGG_5T8	Tertiary education	Percent	0					[2010,2013,2015]: United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018.	[2010,2013,2015]: Organisation des Nations Unies pour l’éducation, la science et la culture (UNESCO), Montréal, base de données statistiques de l’Institut de statistique (ISU) de l’UNESCO, dernier accès mai 2018.											23.9978			21.9535		23.8056			23.8056	2015
3	Education	Éducation	expendedu	109	Public expenditure on education	Public expenditure in education as percent of government expenditure	SYB111	17	Middle Africa	1	180	Democratic Republic of the Congo	COD	1	23.65496507	-2.877154732	_T	Total or no breakdown by education level	Percent	0					[2010,2013,2015]: United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018.	[2010,2013,2015]: Organisation des Nations Unies pour l’éducation, la science et la culture (UNESCO), Montréal, base de données statistiques de l’Institut de statistique (ISU) de l’UNESCO, dernier accès mai 2018.											9.5767			17.8233		12.4962			12.4962	2015
3	Education	Éducation	expendedu	109	Public expenditure on education	Public expenditure in education as percent of government expenditure	SYB111	17	Middle Africa	1	180	Democratic Republic of the Congo	COD	1	23.65496507	-2.877154732	ISCED11_02	Pre-primary education	Percent	0					[2010,2013]: United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018.	[2010,2013]: Organisation des Nations Unies pour l’éducation, la science et la culture (UNESCO), Montréal, base de données statistiques de l’Institut de statistique (ISU) de l’UNESCO, dernier accès mai 2018.											0.6406000000000001			1.0287					1.0287	2013
3	Education	Éducation	expendedu	109	Public expenditure on education	Public expenditure in education as percent of government expenditure	SYB111	61	Polynesia	1	184	Cook Islands	COK	0	-159.7711391	-21.22696458	ISCED11_1	Primary education	Percent	0					[2000,2012-2013]: United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018.	[2000,2012-2013]: Organisation des Nations Unies pour l’éducation, la science et la culture (UNESCO), Montréal, base de données statistiques de l’Institut de statistique (ISU) de l’UNESCO, dernier accès mai 2018.	50.6172												34.4966	40.3611					40.3611	2013
3	Education	Éducation	expendedu	109	Public expenditure on education	Public expenditure in education as percent of government expenditure	SYB111	61	Polynesia	1	184	Cook Islands	COK	0	-159.7711391	-21.22696458	AGG_2_3	Secondary education (lower and upper secondary education)	Percent	0					[2000,2012-2013]: United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018.	[2000,2012-2013]: Organisation des Nations Unies pour l’éducation, la science et la culture (UNESCO), Montréal, base de données statistiques de l’Institut de statistique (ISU) de l’UNESCO, dernier accès mai 2018.	36.4775												45.4773	40.6087					40.6087	2013
3	Education	Éducation	expendedu	109	Public expenditure on education	Public expenditure in education as percent of government expenditure	SYB111	61	Polynesia	1	184	Cook Islands	COK	0	-159.7711391	-21.22696458	AGG_5T8	Tertiary education	Percent	0					[2012-2016]: United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018.	[2012-2016]: Organisation des Nations Unies pour l’éducation, la science et la culture (UNESCO), Montréal, base de données statistiques de l’Institut de statistique (ISU) de l’UNESCO, dernier accès mai 2018.													9.5724	7.6382	9.1717	8.9226	11.5484		11.5484	2016
