topicId	topicNameEN	topicNameFR	tableCode	tableId	tableName	seriesDesc	seriesCode	parentCode	parentName	countryProfile	refAreaCode	refAreaDesc	ISO3	UN_Member	X	Y	units	multiplier	baseYear	multiplierDesc	footnotesEN	footnotesFR	sourceEN	sourceFR	value_1985	value_1995	value_2005	value_2006	value_2007	value_2008	value_2009	value_2010	value_2011	value_2012	value_2013	value_2014	value_2015	value_2016	value_2017	value_latest_year	latest_year
6	National accounts	Comptes nationaux	gdp	19	Gross domestic product and gross domestic product per capita	GDP in constant prices	SYB023	155	Western Europe	1	40	Austria	AUT	1	14.14172472	47.58704857	US dollars	6.0	2010	Millions			United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.	Organisation des Nations Unies, Division de statistique, New York, base de données des statistiques des comptes nationaux : Analyse des principaux agrégats, denier accès février 2018.	224100.8349	290414.1262	367272.6495	379958.3975	394121.0245	399876.8672	384823.1807	391892.7465	403346.9785	406091.5303	406195.1003	408881.1655	413554.5959	421989.352	432753.7972	432753.7972	2017
6	National accounts	Comptes nationaux	gdp	19	Gross domestic product and gross domestic product per capita	GDP in constant prices	SYB023	29	Caribbean	1	44	Bahamas	BHS	1	-78.05111663	24.69546597	US dollars	6.0	2010	Millions			United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.	Organisation des Nations Unies, Division de statistique, New York, base de données des statistiques des comptes nationaux : Analyse des principaux agrégats, denier accès février 2018.	6550.5224	7343.5284	10214.3144	10471.3938	10622.8743	10376.0084	9942.7696	10095.769	10157.6488	10471.174	10411.8336	10282.3853	9966.5943	9983.0757	10162.7711	10162.7711	2017
6	National accounts	Comptes nationaux	gdp	19	Gross domestic product and gross domestic product per capita	GDP in constant prices	SYB023	145	Western Asia	1	48	Bahrain	BHR	1	50.5490754	26.04407747	US dollars	6.0	2010	Millions			United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.	Organisation des Nations Unies, Division de statistique, New York, base de données des statistiques des comptes nationaux : Analyse des principaux agrégats, denier accès février 2018.	7939.9668	12141.8992	19620.4684	20889.3328	22621.8928	24033.9166	24644.5	25713.2827	26223.2874	27200.9674	28674.4002	29921.8165	30780.9049	31843.2509	33039.3893	33039.3893	2017
6	National accounts	Comptes nationaux	gdp	19	Gross domestic product and gross domestic product per capita	GDP in constant prices	SYB023	34	Southern Asia	1	50	Bangladesh	BGD	1	89.17660788	22.86961622	US dollars	6.0	2010	Millions			United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.	Organisation des Nations Unies, Division de statistique, New York, base de données des statistiques des comptes nationaux : Analyse des principaux agrégats, denier accès février 2018.	33761.8307	50805.8016	85319.9732	90976.1198	97397.7528	103255.03	108464.3761	114507.7977	121910.0225	129860.3256	137669.6199	146013.8837	155581.638	166648.9215	178787.9357	178787.9357	2017
6	National accounts	Comptes nationaux	gdp	19	Gross domestic product and gross domestic product per capita	GDP in constant prices	SYB023	145	Western Asia	1	51	Armenia	ARM	1	44.93839317	40.29499741	US dollars	6.0	2010	Millions			[1995,2005-2017]: United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.	[1995,2005-2017]: Organisation des Nations Unies, Division de statistique, New York, base de données des statistiques des comptes nationaux : Analyse des principaux agrégats, denier accès février 2018.		3519.5416	8172.2173	9250.785	10522.6944	11253.7771	9661.3701	9875.3778	10334.6587	11075.163	11435.9636	11852.4768	12235.9681	12256.9947	13174.9481	13174.9481	2017
6	National accounts	Comptes nationaux	gdp	19	Gross domestic product and gross domestic product per capita	GDP in constant prices	SYB023	29	Caribbean	1	52	Barbados	BRB	1	-59.5346489	13.13648273	US dollars	6.0	2010	Millions			United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.	Organisation des Nations Unies, Division de statistique, New York, base de données des statistiques des comptes nationaux : Analyse des principaux agrégats, denier accès février 2018.	3196.5288	3422.47	4208.6258	4448.5175	4528.5908	4533.1194	4351.7946	4364.85	4395.4039	4408.5902	4408.5902	4408.5902	4448.2675	4521.3601	4561.2455	4561.2455	2017
6	National accounts	Comptes nationaux	gdp	19	Gross domestic product and gross domestic product per capita	GDP in constant prices	SYB023	155	Western Europe	1	56	Belgium	BEL	1	4.660976456	50.64104975	US dollars	6.0	2010	Millions			United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.	Organisation des Nations Unies, Division de statistique, New York, base de données des statistiques des comptes nationaux : Analyse des principaux agrégats, denier accès février 2018.	283437.8324	357103.1078	450521.432	461812.1308	477739.9223	481481.3817	470632.7801	483548.0312	492243.7056	493399.3889	494389.4531	500592.4438	509186.0208	516766.1693	525514.4135	525514.4135	2017
6	National accounts	Comptes nationaux	gdp	19	Gross domestic product and gross domestic product per capita	GDP in constant prices	SYB023	21	Northern America	1	60	Bermuda	BMU	0	-64.78155012	32.27881922	US dollars	6.0	2010	Millions			United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.	Organisation des Nations Unies, Division de statistique, New York, base de données des statistiques des comptes nationaux : Analyse des principaux agrégats, denier accès février 2018.	3725.7789	4273.1253	5840.1774	6109.1847	6312.01	6383.9119	6004.2885	5852.9733	5583.4052	5352.6248	5241.0744	5220.8191	5243.6319	5237.8604	5369.3959	5369.3959	2017
6	National accounts	Comptes nationaux	gdp	19	Gross domestic product and gross domestic product per capita	GDP in constant prices	SYB023	34	Southern Asia	1	64	Bhutan	BTN	1	90.45098484	27.39598568	US dollars	6.0	2010	Millions			United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.	Organisation des Nations Unies, Division de statistique, New York, base de données des statistiques des comptes nationaux : Analyse des principaux agrégats, denier accès février 2018.	213.7116	490.7834	1007.9257	1076.9842	1270.2589	1330.4337	1418.9912	1585.4643	1710.5842	1797.3295	1835.8333	1941.3104	2069.3872	2234.7458	2368.8659	2368.8659	2017
6	National accounts	Comptes nationaux	gdp	19	Gross domestic product and gross domestic product per capita	GDP in constant prices	SYB023	5	South America	1	68	Bolivia (Plurinational State of)	BOL	1	-64.66224284	-16.71273412	US dollars	6.0	2010	Millions			United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.	Organisation des Nations Unies, Division de statistique, New York, base de données des statistiques des comptes nationaux : Analyse des principaux agrégats, denier accès février 2018.	8324.6812	11383.1839	15696.6972	16449.6866	17200.5052	18258.0794	18871.0479	19649.7862	20672.3664	21731.262	23208.1211	24475.4167	25664.2335	26758.5361	27881.1119	27881.1119	2017
6	National accounts	Comptes nationaux	gdp	19	Gross domestic product and gross domestic product per capita	GDP in constant prices	SYB023	39	Southern Europe	1	70	Bosnia and Herzegovina	BIH	1	17.78584332	44.16845548	US dollars	6.0	2010	Millions			[1995,2005-2017]: United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.	[1995,2005-2017]: Organisation des Nations Unies, Division de statistique, New York, base de données des statistiques des comptes nationaux : Analyse des principaux agrégats, denier accès février 2018.		4249.0884	14921.8673	15729.848	16650.6551	17554.6774	17028.5164	17176.3208	17340.4776	17197.2644	17601.5441	17803.9111	18351.1751	18928.149	19501.9337	19501.9337	2017
6	National accounts	Comptes nationaux	gdp	19	Gross domestic product and gross domestic product per capita	GDP in constant prices	SYB023	18	Southern Africa	1	72	Botswana	BWA	1	23.81380223	-22.18810073	US dollars	6.0	2010	Millions			United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.	Organisation des Nations Unies, Division de statistique, New York, base de données des statistiques des comptes nationaux : Analyse des principaux agrégats, denier accès février 2018.	2856.1903	6649.1224	10230.928	11086.635	12004.2611	12753.9753	11777.9964	12786.6123	13559.9977	14164.252	15770.9511	16425.3426	16146.4451	16843.2428	17240.7568	17240.7568	2017
6	National accounts	Comptes nationaux	gdp	19	Gross domestic product and gross domestic product per capita	GDP in constant prices	SYB023	5	South America	1	76	Brazil	BRA	1	-53.08432878	-10.77668561	US dollars	6.0	2010	Millions			United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.	Organisation des Nations Unies, Division de statistique, New York, base de données des statistiques des comptes nationaux : Analyse des principaux agrégats, denier accès février 2018.	1102865.8653	1400989.9368	1774772.9362	1845089.2396	1957083.769	2056781.4413	2054193.7633	2208838.1086	2296626.6802	2340748.9204	2411084.2746	2423235.0722	2331897.1482	2251150.179	2273333.9362	2273333.9362	2017
6	National accounts	Comptes nationaux	gdp	19	Gross domestic product and gross domestic product per capita	GDP in constant prices	SYB023	13	Central America	1	84	Belize	BLZ	1	-88.70199554	17.19965901	US dollars	6.0	2010	Millions			United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.	Organisation des Nations Unies, Division de statistique, New York, base de données des statistiques des comptes nationaux : Analyse des principaux agrégats, denier accès février 2018.	358.2495	708.3528	1234.741	1292.7394	1308.3886	1342.5967	1352.1699	1397.115	1427.666	1480.7005	1491.3	1551.6273	1610.5118	1602.6644	1610.3812	1610.3812	2017
6	National accounts	Comptes nationaux	gdp	19	Gross domestic product and gross domestic product per capita	GDP in constant prices	SYB023	54	Melanesia	1	90	Solomon Islands	SLB	1	160.1584117	-9.622391719	US dollars	6.0	2010	Millions			United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.	Organisation des Nations Unies, Division de statistique, New York, base de données des statistiques des comptes nationaux : Analyse des principaux agrégats, denier accès février 2018.	302.7003	510.1688	516.1489	536.7922	625.7196	648.9012	650.4142	719.6229	765.7341	785.9403	809.6587	827.8768	848.9234	878.2674	909.3083	909.3083	2017
6	National accounts	Comptes nationaux	gdp	19	Gross domestic product and gross domestic product per capita	GDP in constant prices	SYB023	29	Caribbean	1	92	British Virgin Islands	VGB	0	-64.63294223	18.42256578	US dollars	6.0	2010	Millions			United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.	Organisation des Nations Unies, Division de statistique, New York, base de données des statistiques des comptes nationaux : Analyse des principaux agrégats, denier accès février 2018.	100.4698	563.2135	920.9595	909.7875	901.2426	893.3473	877.103	876.152	870.1414	830.6298	875.471	886.5757	888.9368	891.9705	896.8472	896.8472	2017
6	National accounts	Comptes nationaux	gdp	19	Gross domestic product and gross domestic product per capita	GDP in constant prices	SYB023	35	South-eastern Asia	1	96	Brunei Darussalam	BRN	1	114.6288563	4.49736984	US dollars	6.0	2010	Millions			United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.	Organisation des Nations Unies, Division de statistique, New York, base de données des statistiques des comptes nationaux : Analyse des principaux agrégats, denier accès février 2018.	10494.0684	11205.0449	13264.1935	13847.4584	13868.5262	13600.0882	13359.8824	13707.1163	14220.3664	14350.2176	14045.3066	13693.0661	13639.3368	13301.3653	13478.1073	13478.1073	2017
6	National accounts	Comptes nationaux	gdp	19	Gross domestic product and gross domestic product per capita	GDP in constant prices	SYB023	151	Eastern Europe	1	100	Bulgaria	BGR	1	25.23763153	42.75731323	US dollars	6.0	2010	Millions			United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.	Organisation des Nations Unies, Division de statistique, New York, base de données des statistiques des comptes nationaux : Analyse des principaux agrégats, denier accès février 2018.	37423.6357	35335.6789	42593.0384	45521.0365	48864.2935	51806.8443	49948.9754	50610.3437	51579.4841	51595.4582	51850.2843	52803.0608	54635.9735	56786.8304	58951.1536	58951.1536	2017
6	National accounts	Comptes nationaux	gdp	19	Gross domestic product and gross domestic product per capita	GDP in constant prices	SYB023	35	South-eastern Asia	1	104	Myanmar	MMR	1	96.51752295	21.19332882	US dollars	6.0	2010	Millions			United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.	Organisation des Nations Unies, Division de statistique, New York, base de données des statistiques des comptes nationaux : Analyse des principaux agrégats, denier accès février 2018.	7495.786	8935.3936	24374.9741	27562.1922	30867.2957	34032.8305	37623.2966	41444.9231	43762.3086	46971.2545	50929.0529	54998.7505	58844.7253	62311.8529	66574.9514	66574.9514	2017
6	National accounts	Comptes nationaux	gdp	19	Gross domestic product and gross domestic product per capita	GDP in constant prices	SYB023	14	Eastern Africa	1	108	Burundi	BDI	1	29.89080992	-3.366387428	US dollars	6.0	2010	Millions			United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.	Organisation des Nations Unies, Division de statistique, New York, base de données des statistiques des comptes nationaux : Analyse des principaux agrégats, denier accès février 2018.	1461.2783	1563.0839	1629.1937	1717.4062	1776.0778	1863.1125	1933.6736	2032.1376	2114.1446	2207.6627	2315.8137	2413.901	2404.0725	2472.3234	2472.3601	2472.3601	2017
6	National accounts	Comptes nationaux	gdp	19	Gross domestic product and gross domestic product per capita	GDP in constant prices	SYB023	151	Eastern Europe	1	112	Belarus	BLR	1	28.04940161	53.54193075	US dollars	6.0	2010	Millions			[1995,2005-2017]: United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.	[1995,2005-2017]: Organisation des Nations Unies, Division de statistique, New York, base de données des statistiques des comptes nationaux : Analyse des principaux agrégats, denier accès février 2018.		20655.2014	40278.0621	44305.0376	48105.6702	53033.7262	53115.4619	57231.9059	60405.537	61461.1427	62045.576	63129.4972	60711.9062	59216.192	60666.8169	60666.8169	2017
6	National accounts	Comptes nationaux	gdp	19	Gross domestic product and gross domestic product per capita	GDP in constant prices	SYB023	35	South-eastern Asia	1	116	Cambodia	KHM	1	104.922836	12.71163737	US dollars	6.0	2010	Millions			United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.	Organisation des Nations Unies, Division de statistique, New York, base de données des statistiques des comptes nationaux : Analyse des principaux agrégats, denier accès février 2018.	1823.9423	3687.6208	8138.3415	9014.9222	9935.5797	10600.4292	10609.6365	11242.2788	12037.066	12911.1323	13876.8649	14858.165	15903.6105	16998.189	18189.2546	18189.2546	2017
6	National accounts	Comptes nationaux	gdp	19	Gross domestic product and gross domestic product per capita	GDP in constant prices	SYB023	17	Middle Africa	1	120	Cameroon	CMR	1	12.7419827	5.692387031	US dollars	6.0	2010	Millions			United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.	Organisation des Nations Unies, Division de statistique, New York, base de données des statistiques des comptes nationaux : Analyse des principaux agrégats, denier accès février 2018.	19199.4033	14337.5084	22022.4669	22783.9308	23900.8451	24734.698	25278.5309	26143.7528	27223.129	28460.0257	29998.003	31763.3031	33558.3855	35118.2342	36364.6706	36364.6706	2017
6	National accounts	Comptes nationaux	gdp	19	Gross domestic product and gross domestic product per capita	GDP in constant prices	SYB023	21	Northern America	1	124	Canada	CAN	1	-101.6575058	57.72360191	US dollars	6.0	2010	Millions			United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.	Organisation des Nations Unies, Division de statistique, New York, base de données des statistiques des comptes nationaux : Analyse des principaux agrégats, denier accès février 2018.	890993.3813	1102813.5072	1524529.7269	1564524.4321	1596796.6237	1612770.354	1565200.2789	1613463.4521	1664145.8726	1693193.0776	1735099.6378	1784649.5583	1802511.8033	1828001.1722	1883706.7784	1883706.7784	2017
6	National accounts	Comptes nationaux	gdp	19	Gross domestic product and gross domestic product per capita	GDP in constant prices	SYB023	11	Western Africa	1	132	Cabo Verde	CPV	1	-23.63544151	15.07791834	US dollars	6.0	2010	Millions			United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.	Organisation des Nations Unies, Division de statistique, New York, base de données des statistiques des comptes nationaux : Analyse des principaux agrégats, denier accès février 2018.	429.817	670.565	1301.7356	1433.7546	1557.7624	1661.3579	1640.2516	1664.3106	1730.3652	1749.0864	1763.128	1773.9032	1791.7653	1876.082	1951.374	1951.374	2017
6	National accounts	Comptes nationaux	gdp	19	Gross domestic product and gross domestic product per capita	GDP in constant prices	SYB023	29	Caribbean	1	136	Cayman Islands	CYM	0	-81.16740559	19.32266656	US dollars	6.0	2010	Millions			United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.	Organisation des Nations Unies, Division de statistique, New York, base de données des statistiques des comptes nationaux : Analyse des principaux agrégats, denier accès février 2018.	994.9029	1992.7647	3365.6384	3520.4837	3631.8275	3618.8485	3358.2726	3267.0751	3305.2669	3345.9149	3388.7204	3478.6756	3577.2293	3703.7087	3789.1343	3789.1343	2017
6	National accounts	Comptes nationaux	gdp	19	Gross domestic product and gross domestic product per capita	GDP in constant prices	SYB023	17	Middle Africa	1	140	Central African Republic	CAF	1	20.93559492	7.003720791	US dollars	6.0	2010	Millions			United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.	Organisation des Nations Unies, Division de statistique, New York, base de données des statistiques des comptes nationaux : Analyse des principaux agrégats, denier accès février 2018.	1425.5218	1590.7298	1723.3046	1805.2298	1878.003	1927.0744	1963.8184	2033.8139	2075.311	2135.4647	1351.7491	1365.8078	1431.3666	1496.2251	1560.9932	1560.9932	2017
6	National accounts	Comptes nationaux	gdp	19	Gross domestic product and gross domestic product per capita	GDP in constant prices	SYB023	34	Southern Asia	1	144	Sri Lanka	LKA	1	80.70489654	7.614693343	US dollars	6.0	2010	Millions			United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.	Organisation des Nations Unies, Division de statistique, New York, base de données des statistiques des comptes nationaux : Analyse des principaux agrégats, denier accès février 2018.	17379.9633	26744.3423	41633.3414	44825.9075	47872.6465	50721.1111	52516.0909	56725.7548	61493.406	67116.7193	69395.817	72838.3394	76485.851	79903.874	82547.737	82547.737	2017
6	National accounts	Comptes nationaux	gdp	19	Gross domestic product and gross domestic product per capita	GDP in constant prices	SYB023	17	Middle Africa	1	148	Chad	TCD	1	18.66618401	15.36279341	US dollars	6.0	2010	Millions			United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.	Organisation des Nations Unies, Division de statistique, New York, base de données des statistiques des comptes nationaux : Analyse des principaux agrégats, denier accès février 2018.	2352.5249	3269.2442	7449.1879	7328.8467	8629.8817	8742.0948	9538.7987	10969.6185	11803.3096	12794.7876	12206.2273	12621.2391	13100.8461	12747.1233	12346.4483	12346.4483	2017
6	National accounts	Comptes nationaux	gdp	19	Gross domestic product and gross domestic product per capita	GDP in constant prices	SYB023	5	South America	1	152	Chile	CHL	1	-71.23029019	-35.2652885	US dollars	6.0	2010	Millions			United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.	Organisation des Nations Unies, Division de statistique, New York, base de données des statistiques des comptes nationaux : Analyse des principaux agrégats, denier accès février 2018.	56647.1926	118979.1478	181652.3489	193127.6481	202601.1859	209752.0567	206471.0323	218537.5655	231892.2187	244225.7032	254104.6434	258594.0112	264555.2681	267904.1876	271895.7081	271895.7081	2017
6	National accounts	Comptes nationaux	gdp	19	Gross domestic product and gross domestic product per capita	GDP in constant prices	SYB023	30	Eastern Asia	1	156	China	CHN	1	104.1403375	32.30955217	US dollars	6.0	2010	Millions	For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China.	Pour la présentation des statistiques, les données pour la Chine ne comprennent pas la région administrative spéciale de Hong Kong (RAS de Hong Kong), la région administrative spéciale de Macao (RAS de Macao) et la province chinoise de Taïwan.	United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.	Organisation des Nations Unies, Division de statistique, New York, base de données des statistiques des comptes nationaux : Analyse des principaux agrégats, denier accès février 2018.	566341.4807	1479035.6681	3569998.354	4024137.3768	4596808.2702	5040430.8627	5514167.6477	6100648.2645	6682600.0279	7207633.8168	7766830.2067	8333413.3047	8908434.5832	9507063.2728	10158897.1473	10158897.1473	2017
6	National accounts	Comptes nationaux	gdp	19	Gross domestic product and gross domestic product per capita	GDP in constant prices	SYB023	5	South America	1	170	Colombia	COL	1	-73.07446751	3.888209046	US dollars	6.0	2010	Millions			United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.	Organisation des Nations Unies, Division de statistique, New York, base de données des statistiques des comptes nationaux : Analyse des principaux agrégats, denier accès février 2018.	118422.4286	183903.5658	229936.8481	245336.9036	262266.6898	271568.7776	276053.8697	287018.1792	305931.2752	318302.964	333817.2592	348483.8822	359119.668	366456.6973	372935.9148	372935.9148	2017
