topicId	topicNameEN	topicNameFR	tableCode	tableId	tableName	seriesDesc	seriesCode	parentCode	parentName	countryProfile	refAreaCode	refAreaDesc	ISO3	UN_Member	X	Y	units	multiplier	baseYear	multiplierDesc	footnotesEN	footnotesFR	sourceEN	sourceFR	value_2005	value_2010	value_2015	value_2016	value_2017	value_2018	value_latest_year	latest_year
2	Population and migration	Population et migration	intlmigref	78	International migrants and refugees	Other population of concern to UNHCR	SYB075	34	Southern Asia	1	4	Afghanistan	AFG	1	66.02688198	33.83160199	Number	0			[2005,2010]: Data as at the end of December. [2017]: The number of IDPs in Afghanistan is decreased due to the revision of methodology.	[2005,2010]: Données à la fin de décembre. [2017]: Le nombre de personnes déplacées en Afghanistan est diminué en raison de la révision de la méthodologie.	United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed March 2019.	Haut-Commissariat des Nations Unies pour les réfugiés (HCR), Genève, base de données statistique du HCR, dernier accès mars 2019.	159551.0	1193523.0	1195604.0	1458057.0	2101881.0	2458314.0	2458314.0	2018
2	Population and migration	Population et migration	intlmigref	78	International migrants and refugees	Other population of concern to UNHCR	SYB075	39	Southern Europe	1	8	Albania	ALB	1	20.06660928	41.13897007	Number	0			[2005]: Data as at the end of December. [2017]: The statelessness figure refers to a census from 2011 and has been adjusted to reflect the number of persons with undetermined nationality who had their nationality confirmed in 2011-mid 2017. [2018]: The statelessness figure refers to a survey conducted in late 2017.	[2005]: Données à la fin de décembre. [2017]: Le chiffre d'apatridie fait référence à un recensement de 2011 et a été ajusté pour refléter le nombre de personnes de nationalité indéterminée dont la nationalité a été confirmée en 2011-mi-2017. [2018]: Le chiffre relatif à l'apatridie fait référence à une enquête menée fin 2017.	[2005,2015-2018]: United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed March 2019.	[2005,2015-2018]: Haut-Commissariat des Nations Unies pour les réfugiés (HCR), Genève, base de données statistique du HCR, dernier accès mars 2019.	1.0		7443.0	7439.0	4860.0	3707.0	3707.0	2018
2	Population and migration	Population et migration	intlmigref	78	International migrants and refugees	Other population of concern to UNHCR	SYB075	15	Northern Africa	1	12	Algeria	DZA	1	2.678164227	28.15940032	Number	0														
2	Population and migration	Population et migration	intlmigref	78	International migrants and refugees	Other population of concern to UNHCR	SYB075	61	Polynesia	1	16	American Samoa	ASM	0	-170.7187269	-14.30587306	Number	0														
2	Population and migration	Population et migration	intlmigref	78	International migrants and refugees	Other population of concern to UNHCR	SYB075	39	Southern Europe	1	20	Andorra	AND	1	1.576257417	42.54548611	Number	0														
2	Population and migration	Population et migration	intlmigref	78	International migrants and refugees	Other population of concern to UNHCR	SYB075	17	Middle Africa	1	24	Angola	AGO	1	17.57817062	-12.33724746	Number	0			[2005]: Data as at the end of December.	[2005]: Données à la fin de décembre.	[2005,2015]: United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed March 2019.	[2005,2015]: Haut-Commissariat des Nations Unies pour les réfugiés (HCR), Genève, base de données statistique du HCR, dernier accès mars 2019.	45.0		2887.0				2887.0	2015
2	Population and migration	Population et migration	intlmigref	78	International migrants and refugees	Other population of concern to UNHCR	SYB075	29	Caribbean	1	28	Antigua and Barbuda	ATG	1	-61.7999755	17.07761471	Number	0														
2	Population and migration	Population et migration	intlmigref	78	International migrants and refugees	Other population of concern to UNHCR	SYB075	145	Western Asia	1	31	Azerbaijan	AZE	1	50.01064725	40.39229544	Number	0			[2005,2010]: Data as at the end of December.	[2005,2010]: Données à la fin de décembre.	United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed March 2019.	Haut-Commissariat des Nations Unies pour les réfugiés (HCR), Genève, base de données statistique du HCR, dernier accès mars 2019.	581194.0	594969.0	626477.0	621805.0	616714.0	616370.0	616370.0	2018
2	Population and migration	Population et migration	intlmigref	78	International migrants and refugees	Other population of concern to UNHCR	SYB075	5	South America	1	32	Argentina	ARG	1	-65.14563274	-35.19446255	Number	0			[2005]: Data as at the end of December.	[2005]: Données à la fin de décembre.	[2005,2017-2018]: United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed March 2019.	[2005,2017-2018]: Haut-Commissariat des Nations Unies pour les réfugiés (HCR), Genève, base de données statistique du HCR, dernier accès mars 2019.	2.0				396.0	82465.0	82465.0	2018
2	Population and migration	Population et migration	intlmigref	78	International migrants and refugees	Other population of concern to UNHCR	SYB075	53	Oceania	1	36	Australia	AUS	1	134.3499412	-25.57717202	Number	0			[2005,2010]: Data as at the end of December.	[2005,2010]: Données à la fin de décembre.	[2005,2010,2018]: United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed March 2019.	[2005,2010,2018]: Haut-Commissariat des Nations Unies pour les réfugiés (HCR), Genève, base de données statistique du HCR, dernier accès mars 2019.	8.0	15.0				46.0	46.0	2018
2	Population and migration	Population et migration	intlmigref	78	International migrants and refugees	Other population of concern to UNHCR	SYB075	155	Western Europe	1	40	Austria	AUT	1	14.14172472	47.58704857	Number	0			[2005,2010]: Data as at the end of December. [2015]: Data relates to the end of 2014.	[2005,2010]: Données à la fin de décembre. [2015]: Le nombre se rapporte à fin 2014.	United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed March 2019.	Haut-Commissariat des Nations Unies pour les réfugiés (HCR), Genève, base de données statistique du HCR, dernier accès mars 2019.	830.0	470.0	570.0	929.0	980.0	523.0	523.0	2018
2	Population and migration	Population et migration	intlmigref	78	International migrants and refugees	Other population of concern to UNHCR	SYB075	29	Caribbean	1	44	Bahamas	BHS	1	-78.05111663	24.69546597	Number	0					[2015-2016]: United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed March 2019.	[2015-2016]: Haut-Commissariat des Nations Unies pour les réfugiés (HCR), Genève, base de données statistique du HCR, dernier accès mars 2019.			30.0	97.0			97.0	2016
2	Population and migration	Population et migration	intlmigref	78	International migrants and refugees	Other population of concern to UNHCR	SYB075	145	Western Asia	1	48	Bahrain	BHR	1	50.5490754	26.04407747	Number	0														
2	Population and migration	Population et migration	intlmigref	78	International migrants and refugees	Other population of concern to UNHCR	SYB075	34	Southern Asia	1	50	Bangladesh	BGD	1	89.17660788	22.86961622	Number	0			[2005]: Data as at the end of December.	[2005]: Données à la fin de décembre.	[2005,2017]: United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed March 2019.	[2005,2017]: Haut-Commissariat des Nations Unies pour les réfugiés (HCR), Genève, base de données statistique du HCR, dernier accès mars 2019.	250094.0				2.0		2.0	2017
2	Population and migration	Population et migration	intlmigref	78	International migrants and refugees	Other population of concern to UNHCR	SYB075	145	Western Asia	1	51	Armenia	ARM	1	44.93839317	40.29499741	Number	0			[2010]: Data as at the end of December.	[2010]: Données à la fin de décembre.	[2010,2015-2018]: United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed March 2019.	[2010,2015-2018]: Haut-Commissariat des Nations Unies pour les réfugiés (HCR), Genève, base de données statistique du HCR, dernier accès mars 2019.		82525.0	238.0	421.0	613.0	791.0	791.0	2018
2	Population and migration	Population et migration	intlmigref	78	International migrants and refugees	Other population of concern to UNHCR	SYB075	29	Caribbean	1	52	Barbados	BRB	1	-59.5346489	13.13648273	Number	0														
2	Population and migration	Population et migration	intlmigref	78	International migrants and refugees	Other population of concern to UNHCR	SYB075	155	Western Europe	1	56	Belgium	BEL	1	4.660976456	50.64104975	Number	0			[2005,2010,2016]: Data as at the end of December.	[2005,2010,2016]: Données à la fin de décembre.	[2005,2010,2015-2016,2018]: United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed March 2019.	[2005,2010,2015-2016,2018]: Haut-Commissariat des Nations Unies pour les réfugiés (HCR), Genève, base de données statistique du HCR, dernier accès mars 2019.	398.0	696.0	5267.0	2630.0		8984.0	8984.0	2018
