topicId	topicNameEN	topicNameFR	tableCode	tableId	tableName	seriesDesc	seriesCode	parentCode	parentName	countryProfile	refAreaCode	refAreaDesc	ISO3	UN_Member	X	Y	units	multiplier	baseYear	multiplierDesc	footnotesEN	footnotesFR	sourceEN	sourceFR	value_2005	value_2010	value_2015	value_2016	value_2017	value_2018	value_latest_year	latest_year
2	Population and migration	Population et migration	intlmigref	78	International migrants and refugees	Other population of concern to UNHCR	SYB075	21	Northern America	1	60	Bermuda	BMU	0	-64.78155012	32.27881922	Number	0														
2	Population and migration	Population et migration	intlmigref	78	International migrants and refugees	Other population of concern to UNHCR	SYB075	34	Southern Asia	1	64	Bhutan	BTN	1	90.45098484	27.39598568	Number	0														
2	Population and migration	Population et migration	intlmigref	78	International migrants and refugees	Other population of concern to UNHCR	SYB075	5	South America	1	68	Bolivia (Plurinational State of)	BOL	1	-64.66224284	-16.71273412	Number	0			[2005,2010]: Data as at the end of December.	[2005,2010]: Données à la fin de décembre.	[2005,2010]: United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed March 2019.	[2005,2010]: Haut-Commissariat des Nations Unies pour les réfugiés (HCR), Genève, base de données statistique du HCR, dernier accès mars 2019.	2.0	3.0					3.0	2010
2	Population and migration	Population et migration	intlmigref	78	International migrants and refugees	Other population of concern to UNHCR	SYB075	39	Southern Europe	1	70	Bosnia and Herzegovina	BIH	1	17.78584332	44.16845548	Number	0			[2005,2010]: Data as at the end of December.	[2005,2010]: Données à la fin de décembre.	United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed March 2019.	Haut-Commissariat des Nations Unies pour les réfugiés (HCR), Genève, base de données statistique du HCR, dernier accès mars 2019.	188735.0	171790.0	137035.0	150824.0	151064.0	147124.0	147124.0	2018
2	Population and migration	Population et migration	intlmigref	78	International migrants and refugees	Other population of concern to UNHCR	SYB075	18	Southern Africa	1	72	Botswana	BWA	1	23.81380223	-22.18810073	Number	0			[2005,2010]: Data as at the end of December.	[2005,2010]: Données à la fin de décembre.	[2005,2010,2016-2018]: United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed March 2019.	[2005,2010,2016-2018]: Haut-Commissariat des Nations Unies pour les réfugiés (HCR), Genève, base de données statistique du HCR, dernier accès mars 2019.	592.0	111.0		504.0	635.0	271.0	271.0	2018
2	Population and migration	Population et migration	intlmigref	78	International migrants and refugees	Other population of concern to UNHCR	SYB075	5	South America	1	76	Brazil	BRA	1	-53.08432878	-10.77668561	Number	0			[2005,2010]: Data as at the end of December.	[2005,2010]: Données à la fin de décembre.	United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed March 2019.	Haut-Commissariat des Nations Unies pour les réfugiés (HCR), Genève, base de données statistique du HCR, dernier accès mars 2019.	4093.0	8.0	40338.0	6268.0	43875.0	19910.0	19910.0	2018
2	Population and migration	Population et migration	intlmigref	78	International migrants and refugees	Other population of concern to UNHCR	SYB075	13	Central America	1	84	Belize	BLZ	1	-88.70199554	17.19965901	Number	0			[2010]: Data as at the end of December.	[2010]: Données à la fin de décembre.	[2010,2016-2018]: United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed March 2019.	[2010,2016-2018]: Haut-Commissariat des Nations Unies pour les réfugiés (HCR), Genève, base de données statistique du HCR, dernier accès mars 2019.		2.0		200.0	2442.0	2774.0	2774.0	2018
2	Population and migration	Population et migration	intlmigref	78	International migrants and refugees	Other population of concern to UNHCR	SYB075	54	Melanesia	1	90	Solomon Islands	SLB	1	160.1584117	-9.622391719	Number	0														
2	Population and migration	Population et migration	intlmigref	78	International migrants and refugees	Other population of concern to UNHCR	SYB075	29	Caribbean	1	92	British Virgin Islands	VGB	0	-64.63294223	18.42256578	Number	0														
2	Population and migration	Population et migration	intlmigref	78	International migrants and refugees	Other population of concern to UNHCR	SYB075	35	South-eastern Asia	1	96	Brunei Darussalam	BRN	1	114.6288563	4.49736984	Number	0			[2010]: Data as at the end of December.	[2010]: Données à la fin de décembre.	[2010,2015-2018]: United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed March 2019.	[2010,2015-2018]: Haut-Commissariat des Nations Unies pour les réfugiés (HCR), Genève, base de données statistique du HCR, dernier accès mars 2019.		20992.0	20524.0	20524.0	20524.0	20524.0	20524.0	2018
2	Population and migration	Population et migration	intlmigref	78	International migrants and refugees	Other population of concern to UNHCR	SYB075	151	Eastern Europe	1	100	Bulgaria	BGR	1	25.23763153	42.75731323	Number	0					[2015-2018]: United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed March 2019.	[2015-2018]: Haut-Commissariat des Nations Unies pour les réfugiés (HCR), Genève, base de données statistique du HCR, dernier accès mars 2019.			67.0	67.0	67.0	88.0	88.0	2018
2	Population and migration	Population et migration	intlmigref	78	International migrants and refugees	Other population of concern to UNHCR	SYB075	35	South-eastern Asia	1	104	Myanmar	MMR	1	96.51752295	21.19332882	Number	0			[2005,2010]: Data as at the end of December. [2015-2016]: Stateless persons population refers to persons without citizeship in Rakhine State only. [2017]: This figure is an estimate of persons without any citizenship in Rakhine state derived from the 2014 census. It does not include an estimated 118,000 stateless IDPs, persons in an IDP-like situation who are also of concern under the statelessness mandate because they are already included within the figures on IDPs. [2018]: The figure of stateless persons in Rakhine State (470,000) is based on an estimation exercise carried out by UNHCR and MIAG partners early 2018. It does not include an estimated 128,030 stateless IDPs who are also of concern under the statelessness mandate because they are already included within the IDP figures. Outside of Rakhine state, the figure of those with undetermined nationality (25,939) is based on government data released on 27 December 2016 indicating the number of persons who hold an Identity Card for National Verification, and whose citizenship has not yet been confirmed.	[2005,2010]: Données à la fin de décembre. [2015-2016]: Les apatrides s’entendent des personnes dépourvues de nationalité, dans l’État de Rakhine uniquement. [2017]: Ce chiffre est une estimation des personnes sans citoyenneté dans l'État de Rakhine dérivées du recensement de 2014. Il n'inclut pas environ 118 000 personnes déplacées apatrides, des personnes dans une situation de type PDI qui sont également préoccupantes dans le cadre du mandat sur l'apatridie parce qu'elles sont déjà incluses dans les chiffres sur les PDI. [2018]: Le chiffre des apatrides dans l'État de Rakhine (470 000) est basé sur un exercice d'estimation réalisé par le HCR et ses partenaires début 2018. Il n'inclut pas environ 128 030 personnes déplacées à l'intérieur apatrides qui sont également concernées par le mandat relatif à l'apatridie car elles sont déjà incluses dans les chiffres de PDI. En dehors de l'État de Rakhine, le nombre de personnes de nationalité indéterminée (25 939) est basé sur les données gouvernementales publiées le 27 décembre 2016 indiquant le nombre de personnes possédant une carte d'identité pour la vérification nationale et dont la citoyenneté n'a pas encore été confirmée.	United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed March 2019.	Haut-Commissariat des Nations Unies pour les réfugiés (HCR), Genève, base de données statistique du HCR, dernier accès mars 2019.	236495.0	859403.0	1466501.0	1392096.0	1277777.0	862896.0	862896.0	2018
2	Population and migration	Population et migration	intlmigref	78	International migrants and refugees	Other population of concern to UNHCR	SYB075	14	Eastern Africa	1	108	Burundi	BDI	1	29.89080992	-3.366387428	Number	0			[2005,2010]: Data as at the end of December. [2017]: Refugee returnees in Burundi are cumulative as of June 2017. These include both registered and unregistered refugees.	[2005,2010]: Données à la fin de décembre. [2017]: Les réfugiés rapatriés au Burundi sont cumulatifs en juin 2017. Sont inclus les réfugiés enregistrés ou non enregistrés.	United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed March 2019.	Haut-Commissariat des Nations Unies pour les réfugiés (HCR), Genève, base de données statistique du HCR, dernier accès mars 2019.	12988.0	159338.0	80851.0	46799.0	123643.0	80357.0	80357.0	2018
2	Population and migration	Population et migration	intlmigref	78	International migrants and refugees	Other population of concern to UNHCR	SYB075	151	Eastern Europe	1	112	Belarus	BLR	1	28.04940161	53.54193075	Number	0			[2005,2010]: Data as at the end of December.	[2005,2010]: Données à la fin de décembre.	United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed March 2019.	Haut-Commissariat des Nations Unies pour les réfugiés (HCR), Genève, base de données statistique du HCR, dernier accès mars 2019.	12421.0	7734.0	6302.0	5635.0	5915.0	5781.0	5781.0	2018
2	Population and migration	Population et migration	intlmigref	78	International migrants and refugees	Other population of concern to UNHCR	SYB075	35	South-eastern Asia	1	116	Cambodia	KHM	1	104.922836	12.71163737	Number	0			[2005]: Data as at the end of December.	[2005]: Données à la fin de décembre.	[2005,2015,2017]: United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed March 2019.	[2005,2015,2017]: Haut-Commissariat des Nations Unies pour les réfugiés (HCR), Genève, base de données statistique du HCR, dernier accès mars 2019.	207.0		131.0		10.0		10.0	2017
2	Population and migration	Population et migration	intlmigref	78	International migrants and refugees	Other population of concern to UNHCR	SYB075	17	Middle Africa	1	120	Cameroon	CMR	1	12.7419827	5.692387031	Number	0			[2005,2010]: Data as at the end of December.	[2005,2010]: Données à la fin de décembre.	United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed March 2019.	Haut-Commissariat des Nations Unies pour les réfugiés (HCR), Genève, base de données statistique du HCR, dernier accès mars 2019.	7444.0	66.0	81693.0	199007.0	226260.0	223221.0	223221.0	2018
2	Population and migration	Population et migration	intlmigref	78	International migrants and refugees	Other population of concern to UNHCR	SYB075	21	Northern America	1	124	Canada	CAN	1	-101.6575058	57.72360191	Number	0			[2005,2010]: Data as at the end of December.	[2005,2010]: Données à la fin de décembre.	[2005,2010,2018]: United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed March 2019.	[2005,2010,2018]: Haut-Commissariat des Nations Unies pour les réfugiés (HCR), Genève, base de données statistique du HCR, dernier accès mars 2019.	12.0	7.0				3790.0	3790.0	2018
2	Population and migration	Population et migration	intlmigref	78	International migrants and refugees	Other population of concern to UNHCR	SYB075	11	Western Africa	1	132	Cabo Verde	CPV	1	-23.63544151	15.07791834	Number	0			[2005]: Data as at the end of December.	[2005]: Données à la fin de décembre.	[2005,2015-2018]: United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed March 2019.	[2005,2015-2018]: Haut-Commissariat des Nations Unies pour les réfugiés (HCR), Genève, base de données statistique du HCR, dernier accès mars 2019.	1.0		115.0	115.0	115.0	115.0	115.0	2018
2	Population and migration	Population et migration	intlmigref	78	International migrants and refugees	Other population of concern to UNHCR	SYB075	29	Caribbean	1	136	Cayman Islands	CYM	0	-81.16740559	19.32266656	Number	0					[2015]: United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed March 2019.	[2015]: Haut-Commissariat des Nations Unies pour les réfugiés (HCR), Genève, base de données statistique du HCR, dernier accès mars 2019.			100.0				100.0	2015
2	Population and migration	Population et migration	intlmigref	78	International migrants and refugees	Other population of concern to UNHCR	SYB075	17	Middle Africa	1	140	Central African Republic	CAF	1	20.93559492	7.003720791	Number	0			[2005,2010]: Data as at the end of December.	[2005,2010]: Données à la fin de décembre.	United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed March 2019.	Haut-Commissariat des Nations Unies pour les réfugiés (HCR), Genève, base de données statistique du HCR, dernier accès mars 2019.	2167.0	192531.0	508904.0	458590.0	637685.0	772833.0	772833.0	2018
2	Population and migration	Population et migration	intlmigref	78	International migrants and refugees	Other population of concern to UNHCR	SYB075	34	Southern Asia	1	144	Sri Lanka	LKA	1	80.70489654	7.614693343	Number	0			[2005,2010]: Data as at the end of December. [2015-2016]: The statistics of the remaining IDPs, while provided by the Government authorities at the district level, are being reviewed by the central authorities. Once this review has been concluded, the statistics will be changed accordingly.	[2005,2010]: Données à la fin de décembre. [2015-2016]: Les statistiques relatives au reste des déplacés ont été fournies par les autorités locales au niveau des districts, mais examinées par les autorités centrales, et seront ajustées en fonction des résultats de l’examen.	United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed March 2019.	Haut-Commissariat des Nations Unies pour les réfugiés (HCR), Genève, base de données statistique du HCR, dernier accès mars 2019.	351884.0	434903.0	50499.0	42853.0	40445.0	40550.0	40550.0	2018
2	Population and migration	Population et migration	intlmigref	78	International migrants and refugees	Other population of concern to UNHCR	SYB075	17	Middle Africa	1	148	Chad	TCD	1	18.66618401	15.36279341	Number	0			[2010]: Data as at the end of December.	[2010]: Données à la fin de décembre.	[2010,2015-2018]: United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed March 2019.	[2010,2015-2018]: Haut-Commissariat des Nations Unies pour les réfugiés (HCR), Genève, base de données statistique du HCR, dernier accès mars 2019.		185000.0	50000.0	124001.0	161060.0	172054.0	172054.0	2018
2	Population and migration	Population et migration	intlmigref	78	International migrants and refugees	Other population of concern to UNHCR	SYB075	5	South America	1	152	Chile	CHL	1	-71.23029019	-35.2652885	Number	0					[2018]: United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed March 2019.	[2018]: Haut-Commissariat des Nations Unies pour les réfugiés (HCR), Genève, base de données statistique du HCR, dernier accès mars 2019.						86687.0	86687.0	2018
2	Population and migration	Population et migration	intlmigref	78	International migrants and refugees	Other population of concern to UNHCR	SYB075	30	Eastern Asia	1	156	China	CHN	1	104.1403375	32.30955217	Number	0			[2005]: Data as at the end of December. [2005]: For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China.	[2005]: Données à la fin de décembre. [2005]: Pour la présentation des statistiques, les données pour la Chine ne comprennent pas la région administrative spéciale de Hong Kong (RAS de Hong Kong), la région administrative spéciale de Macao (RAS de Macao) et la province chinoise de Taïwan.	[2005]: United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed March 2019.	[2005]: Haut-Commissariat des Nations Unies pour les réfugiés (HCR), Genève, base de données statistique du HCR, dernier accès mars 2019.	1.0						1.0	2005
2	Population and migration	Population et migration	intlmigref	78	International migrants and refugees	Other population of concern to UNHCR	SYB075	5	South America	1	170	Colombia	COL	1	-73.07446751	3.888209046	Number	0			[2005,2010]: Data as at the end of December.	[2005,2010]: Données à la fin de décembre.	United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed March 2019.	Haut-Commissariat des Nations Unies pour les réfugiés (HCR), Genève, base de données statistique du HCR, dernier accès mars 2019.	2000009.0	3672065.0	6520304.0	7126459.0	7524010.0	7869597.0	7869597.0	2018
2	Population and migration	Population et migration	intlmigref	78	International migrants and refugees	Other population of concern to UNHCR	SYB075	14	Eastern Africa	1	174	Comoros	COM	1	43.34234565	-11.66121732	Number	0														
2	Population and migration	Population et migration	intlmigref	78	International migrants and refugees	Other population of concern to UNHCR	SYB075	14	Eastern Africa	1	175	Mayotte	MYT	0	45.14015057	-12.82217691	Number	0														
2	Population and migration	Population et migration	intlmigref	78	International migrants and refugees	Other population of concern to UNHCR	SYB075	17	Middle Africa	1	178	Congo	COG	1	15.22052612	-0.840544119	Number	0			[2005,2010]: Data as at the end of December.	[2005,2010]: Données à la fin de décembre.	United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed March 2019.	Haut-Commissariat des Nations Unies pour les réfugiés (HCR), Genève, base de données statistique du HCR, dernier accès mars 2019.	8079.0	59.0	1070.0	3049.0	84398.0	172492.0	172492.0	2018
2	Population and migration	Population et migration	intlmigref	78	International migrants and refugees	Other population of concern to UNHCR	SYB075	17	Middle Africa	1	180	Democratic Republic of the Congo	COD	1	23.65496507	-2.877154732	Number	0			[2005,2010]: Data as at the end of December.	[2005,2010]: Données à la fin de décembre.	United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed March 2019.	Haut-Commissariat des Nations Unies pour les réfugiés (HCR), Genève, base de données statistique du HCR, dernier accès mars 2019.	47435.0	2196591.0	1839611.0	1779575.0	3998573.0	4699151.0	4699151.0	2018
2	Population and migration	Population et migration	intlmigref	78	International migrants and refugees	Other population of concern to UNHCR	SYB075	61	Polynesia	1	184	Cook Islands	COK	0	-159.7711391	-21.22696458	Number	0														
2	Population and migration	Population et migration	intlmigref	78	International migrants and refugees	Other population of concern to UNHCR	SYB075	13	Central America	1	188	Costa Rica	CRI	1	-84.19712782	9.970998683	Number	0			[2010]: Data as at the end of December.	[2010]: Données à la fin de décembre.	[2010,2015-2018]: United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed March 2019.	[2010,2015-2018]: Haut-Commissariat des Nations Unies pour les réfugiés (HCR), Genève, base de données statistique du HCR, dernier accès mars 2019.		40.0	2613.0	1756.0	216.0	627.0	627.0	2018
2	Population and migration	Population et migration	intlmigref	78	International migrants and refugees	Other population of concern to UNHCR	SYB075	39	Southern Europe	1	191	Croatia	HRV	1	17.95874553	45.45172212	Number	0			[2005,2010]: Data as at the end of December.	[2005,2010]: Données à la fin de décembre.	United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed March 2019.	Haut-Commissariat des Nations Unies pour les réfugiés (HCR), Genève, base de données statistique du HCR, dernier accès mars 2019.	7932.0	24463.0	16684.0	14752.0	12489.0	8392.0	8392.0	2018
2	Population and migration	Population et migration	intlmigref	78	International migrants and refugees	Other population of concern to UNHCR	SYB075	29	Caribbean	1	192	Cuba	CUB	1	-79.54460144	22.10030366	Number	0			[2010]: Data as at the end of December.	[2010]: Données à la fin de décembre.	[2010,2018]: United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed March 2019.	[2010,2018]: Haut-Commissariat des Nations Unies pour les réfugiés (HCR), Genève, base de données statistique du HCR, dernier accès mars 2019.		1.0				1.0	1.0	2018
2	Population and migration	Population et migration	intlmigref	78	International migrants and refugees	Other population of concern to UNHCR	SYB075	145	Western Asia	1	196	Cyprus	CYP	1	33.22285964	35.05659437	Number	0			[2005]: Data as at the end of December.	[2005]: Données à la fin de décembre.	[2005,2015-2018]: United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed March 2019.	[2005,2015-2018]: Haut-Commissariat des Nations Unies pour les réfugiés (HCR), Genève, base de données statistique du HCR, dernier accès mars 2019.	1.0		6000.0	6000.0	6000.0	6000.0	6000.0	2018
2	Population and migration	Population et migration	intlmigref	78	International migrants and refugees	Other population of concern to UNHCR	SYB075	151	Eastern Europe	1	203	Czechia	CZE	1	15.33151382	49.73913871	Number	0			[2010]: Data as at the end of December.	[2010]: Données à la fin de décembre.	[2010,2015-2018]: United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed March 2019.	[2010,2015-2018]: Haut-Commissariat des Nations Unies pour les réfugiés (HCR), Genève, base de données statistique du HCR, dernier accès mars 2019.		1.0	1502.0	1502.0	1502.0	1502.0	1502.0	2018
2	Population and migration	Population et migration	intlmigref	78	International migrants and refugees	Other population of concern to UNHCR	SYB075	11	Western Africa	1	204	Benin	BEN	1	2.339933594	9.65401646	Number	0			[2005,2010]: Data as at the end of December.	[2005,2010]: Données à la fin de décembre.	[2005,2010]: United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed March 2019.	[2005,2010]: Haut-Commissariat des Nations Unies pour les réfugiés (HCR), Genève, base de données statistique du HCR, dernier accès mars 2019.	77.0	47.0					47.0	2010
