topicId	topicNameEN	topicNameFR	tableCode	tableId	tableName	seriesDesc	seriesCode	parentCode	parentName	countryProfile	refAreaCode	refAreaDesc	ISO3	UN_Member	X	Y	units	multiplier	baseYear	multiplierDesc	footnotesEN	footnotesFR	sourceEN	sourceFR	value_1980	value_1981	value_1982	value_1983	value_1984	value_1985	value_1986	value_1987	value_1988	value_1989	value_1990	value_1991	value_1992	value_1993	value_1994	value_1995	value_1996	value_1997	value_1998	value_1999	value_2000	value_2001	value_2002	value_2003	value_2004	value_2005	value_latest_year	latest_year
16	International tourism and transport	Tourisme et transport internationaux	maritimetransport	60	International maritime transport	International maritime transport: Vessels entered	SYB036	34	Southern Asia	1	4	Afghanistan	AFG	1	66.02688198	33.83160199	Net registered tons	3.0																																		
16	International tourism and transport	Tourisme et transport internationaux	maritimetransport	60	International maritime transport	International maritime transport: Vessels entered	SYB036	39	Southern Europe	1	8	Albania	ALB	1	20.06660928	41.13897007	Net registered tons	3.0		Thousands			[1993-2003]: United Nations Statistics Division, New York, transport statistics database.	[1993-2003]: 														288.0	576.0	1002.0	1218.0	1053.0	1419.0	1115.0	2212.0	2558.0	2673.0	2876.0			2876.0	2003
16	International tourism and transport	Tourisme et transport internationaux	maritimetransport	60	International maritime transport	International maritime transport: Vessels entered	SYB036	15	Northern Africa	1	12	Algeria	DZA	1	2.678164227	28.15940032	Net registered tons	3.0		Thousands	Gross registered tons.	Tonneaux de jauge brute.	United Nations Statistics Division, New York, transport statistics database.		38729.0	38398.0	45233.0	51529.0	53154.0	82994.0	81408.0	79255.0	82099.0	84097.0	86861.0	86254.0	85577.0	84744.0	86500.0	88502.0	93913.0	103201.0	106256.0	113681.0	117918.0	118994.0	130950.0	140059.0	114105.0	151003.0	151003.0	2005
16	International tourism and transport	Tourisme et transport internationaux	maritimetransport	60	International maritime transport	International maritime transport: Vessels entered	SYB036	61	Polynesia	1	16	American Samoa	ASM	0	-170.7187269	-14.30587306	Net registered tons	3.0		Thousands	[1980-1985,1991-2005]: Data refer to fiscal years ending 30 September.	[1980-1985,1991-2005]: Les données se réfèrent aux exercices budgétaires finissant le 30 septembre.	[1980-1985,1991-2005]: United Nations Statistics Division, New York, transport statistics database.	[1980-1985,1991-2005]: 	213.0	836.0	925.0	913.0	944.0	851.0						848.0	618.0	440.0	581.0	526.0	452.0	725.0	589.0	884.0	791.0	892.0	1000.0	1000.0	953.0	890.0	890.0	2005
16	International tourism and transport	Tourisme et transport internationaux	maritimetransport	60	International maritime transport	International maritime transport: Vessels entered	SYB036	39	Southern Europe	1	20	Andorra	AND	1	1.576257417	42.54548611	Net registered tons	3.0																																		
16	International tourism and transport	Tourisme et transport internationaux	maritimetransport	60	International maritime transport	International maritime transport: Vessels entered	SYB036	17	Middle Africa	1	24	Angola	AGO	1	17.57817062	-12.33724746	Net registered tons	3.0																																		
16	International tourism and transport	Tourisme et transport internationaux	maritimetransport	60	International maritime transport	International maritime transport: Vessels entered	SYB036	29	Caribbean	1	28	Antigua and Barbuda	ATG	1	-61.7999755	17.07761471	Net registered tons	3.0		Thousands			[1996-1997]: United Nations Statistics Division, New York, transport statistics database.	[1996-1997]: 																	57386.0	94907.0									94907.0	1997
16	International tourism and transport	Tourisme et transport internationaux	maritimetransport	60	International maritime transport	International maritime transport: Vessels entered	SYB036	145	Western Asia	1	31	Azerbaijan	AZE	1	50.01064725	40.39229544	Net registered tons	3.0		Thousands			[2005]: United Nations Statistics Division, New York, transport statistics database.	[2005]: 																										1626.8	1626.8	2005
16	International tourism and transport	Tourisme et transport internationaux	maritimetransport	60	International maritime transport	International maritime transport: Vessels entered	SYB036	5	South America	1	32	Argentina	ARG	1	-65.14563274	-35.19446255	Net registered tons	3.0																																		
16	International tourism and transport	Tourisme et transport internationaux	maritimetransport	60	International maritime transport	International maritime transport: Vessels entered	SYB036	53	Oceania	1	36	Australia	AUS	1	134.3499412	-25.57717202	Net registered tons	3.0		Thousands	[1997-2004]: Data refer to fiscal years ending 30 June. [1997-2004]: Including vessels in ballast.	[1997-2004]: Les données se réfèrent aux exercices budgétaires finissant le 30 juin. [1997-2004]: Y compris les navires sur lest.	[1997-2004]: United Nations Statistics Division, New York, transport statistics database.	[1997-2004]: 																		125809.0	158849.0	177127.0	186434.0	180107.0	163358.0	175655.0	203673.0		203673.0	2004
