topicId	topicNameEN	topicNameFR	tableCode	tableId	tableName	seriesDesc	seriesCode	parentCode	parentName	countryProfile	refAreaCode	refAreaDesc	ISO3	UN_Member	X	Y	units	multiplier	baseYear	multiplierDesc	footnotesEN	footnotesFR	sourceEN	sourceFR	value_2005	value_2010	value_2015	value_2016	value_latest_year	latest_year
13	Environment	Environnement	land	64	Land	Arable land as percent of total land area	SYB045	34	Southern Asia	1	4	Afghanistan	AFG	1	66.02688198	33.83160199	Percent	0			Estimate.	Données estimatives.	Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.	Organisation des Nations Unies pour l’alimentation et l’agriculture (FAO), Rome, base de données FAOSTAT, dernier accès octobre 2018.	11.9551	11.9367	11.8938	11.8387	11.8387	2016
13	Environment	Environnement	land	64	Land	Arable land as percent of total land area	SYB045	39	Southern Europe	1	8	Albania	ALB	1	20.06660928	41.13897007	Percent	0					Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.	Organisation des Nations Unies pour l’alimentation et l’agriculture (FAO), Rome, base de données FAOSTAT, dernier accès octobre 2018.	19.635	22.8467	22.4489	22.6387	22.6387	2016
13	Environment	Environnement	land	64	Land	Arable land as percent of total land area	SYB045	15	Northern Africa	1	12	Algeria	DZA	1	2.678164227	28.15940032	Percent	0					Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.	Organisation des Nations Unies pour l’alimentation et l’agriculture (FAO), Rome, base de données FAOSTAT, dernier accès octobre 2018.	3.1536	3.1498	3.133	3.1087	3.1087	2016
13	Environment	Environnement	land	64	Land	Arable land as percent of total land area	SYB045	61	Polynesia	1	16	American Samoa	ASM	0	-170.7187269	-14.30587306	Percent	0			Estimate.	Données estimatives.	Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.	Organisation des Nations Unies pour l’alimentation et l’agriculture (FAO), Rome, base de données FAOSTAT, dernier accès octobre 2018.	16.5	15.0	15.0	15.0	15.0	2016
13	Environment	Environnement	land	64	Land	Arable land as percent of total land area	SYB045	39	Southern Europe	1	20	Andorra	AND	1	1.576257417	42.54548611	Percent	0					Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.	Organisation des Nations Unies pour l’alimentation et l’agriculture (FAO), Rome, base de données FAOSTAT, dernier accès octobre 2018.	1.7021000000000002	1.6383	1.7234	1.6596000000000002	1.6596000000000002	2016
13	Environment	Environnement	land	64	Land	Arable land as percent of total land area	SYB045	17	Middle Africa	1	24	Angola	AGO	1	17.57817062	-12.33724746	Percent	0			Estimate.	Données estimatives.	Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.	Organisation des Nations Unies pour l’alimentation et l’agriculture (FAO), Rome, base de données FAOSTAT, dernier accès octobre 2018.	2.6470000000000002	3.2887	3.9304	3.9304	3.9304	2016
13	Environment	Environnement	land	64	Land	Arable land as percent of total land area	SYB045	29	Caribbean	1	28	Antigua and Barbuda	ATG	1	-61.7999755	17.07761471	Percent	0			Estimate.	Données estimatives.	Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.	Organisation des Nations Unies pour l’alimentation et l’agriculture (FAO), Rome, base de données FAOSTAT, dernier accès octobre 2018.	9.0909	9.0909	9.0909	9.0909	9.0909	2016
13	Environment	Environnement	land	64	Land	Arable land as percent of total land area	SYB045	145	Western Asia	1	31	Azerbaijan	AZE	1	50.01064725	40.39229544	Percent	0					Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.	Organisation des Nations Unies pour l’alimentation et l’agriculture (FAO), Rome, base de données FAOSTAT, dernier accès octobre 2018.	22.2986	22.7945	23.441	24.1805	24.1805	2016
13	Environment	Environnement	land	64	Land	Arable land as percent of total land area	SYB045	5	South America	1	32	Argentina	ARG	1	-65.14563274	-35.19446255	Percent	0			Estimate.	Données estimatives.	Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.	Organisation des Nations Unies pour l’alimentation et l’agriculture (FAO), Rome, base de données FAOSTAT, dernier accès octobre 2018.	12.0209	13.8784	14.3239	14.3239	14.3239	2016
13	Environment	Environnement	land	64	Land	Arable land as percent of total land area	SYB045	53	Oceania	1	36	Australia	AUS	1	134.3499412	-25.57717202	Percent	0			Estimate.	Données estimatives.	Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.	Organisation des Nations Unies pour l’alimentation et l’agriculture (FAO), Rome, base de données FAOSTAT, dernier accès octobre 2018.	6.4306	5.541	6.0042	5.9865	5.9865	2016
