topicId	topicNameEN	topicNameFR	tableCode	tableId	tableName	seriesDesc	seriesCode	parentCode	parentName	countryProfile	refAreaCode	refAreaDesc	ISO3	UN_Member	X	Y	units	multiplier	baseYear	multiplierDesc	footnotesEN	footnotesFR	sourceEN	sourceFR	value_1985	value_1986	value_1987	value_1988	value_1989	value_1990	value_1991	value_1992	value_1993	value_1994	value_1995	value_1996	value_1997	value_1998	value_1999	value_2000	value_2001	value_2002	value_2003	value_2004	value_2005	value_2006	value_2007	value_2008	value_2009	value_2010	value_2011	value_2012	value_2013	value_2014	value_2015	value_2016	value_2017	value_2018	value_latest_year	latest_year
7	Finance	Finances	bop	74	Balance of payments summary	Balance of Payments: Capital account	SYB065	155	Western Europe	1	40	Austria	AUT	1	14.14172472	47.58704857	US dollars	6.0		Millions			[2005-2018]: International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019.	[2005-2018]: Fonds monétaire international (FMI), Washington, D.C., base de données des statistiques Balance des Paiements (BDP), dernier accès juin 2019.																					-83.5344	-1139.4979	41.9116	-244.064	-151.7449	268.4154	-457.9375	-578.0493	-650.6969	-456.3915	-1988.2495	-410.8955	-289.6003	-354.7227	-354.7227	2018
7	Finance	Finances	bop	74	Balance of payments summary	Balance of Payments: Capital account	SYB065	29	Caribbean	1	44	Bahamas	BHS	1	-78.05111663	24.69546597	US dollars	6.0																																										
7	Finance	Finances	bop	74	Balance of payments summary	Balance of Payments: Capital account	SYB065	145	Western Asia	1	48	Bahrain	BHR	1	50.5490754	26.04407747	US dollars	6.0		Millions			[1990-2017]: International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019.	[1990-2017]: Fonds monétaire international (FMI), Washington, D.C., base de données des statistiques Balance des Paiements (BDP), dernier accès juin 2019.						457.4468	101.0638	101.0638	202.1277	319.149	156.9149	50.0	125.0	100.0	100.0	50.0	100.0	101.5957	50.0	50.0	50.0	75.0	50.0	50.0	50.0	50.0	76.0638	100.0	105.8511	100.0	252.9255	873.9362	603.7234		603.7234	2017
7	Finance	Finances	bop	74	Balance of payments summary	Balance of Payments: Capital account	SYB065	34	Southern Asia	1	50	Bangladesh	BGD	1	89.17660788	22.86961622	US dollars	6.0		Millions			[1996-2018]: International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019.	[1996-2018]: Fonds monétaire international (FMI), Washington, D.C., base de données des statistiques Balance des Paiements (BDP), dernier accès juin 2019.												371.2366	366.8335	238.3628	364.1433	248.6903	235.3974	363.6542	386.7192	142.0977	261.7244	152.5419	715.4101	490.4574	474.9385	603.3865	512.4095	500.2599	725.4593	496.6034	442.2036	427.3769	292.9556	291.3056	291.3056	2018
7	Finance	Finances	bop	74	Balance of payments summary	Balance of Payments: Capital account	SYB065	145	Western Asia	1	51	Armenia	ARM	1	44.93839317	40.29499741	US dollars	6.0		Millions			[1993-2018]: International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019.	[1993-2018]: Fonds monétaire international (FMI), Washington, D.C., base de données des statistiques Balance des Paiements (BDP), dernier accès juin 2019.									5.1	5.74	8.05	13.4	10.88	9.74	16.85	13.0	20.787	63.0383	96.9233	64.317	84.0005	92.8143	124.8327	171.4368	87.8817	98.8612	94.5996	108.4155	84.3816	70.4269	65.2753	34.870400000000004	46.3083	67.5531	67.5531	2018
7	Finance	Finances	bop	74	Balance of payments summary	Balance of Payments: Capital account	SYB065	29	Caribbean	1	52	Barbados	BRB	1	-59.5346489	13.13648273	US dollars	6.0		Millions			[1994,1996,2011-2013]: International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019.	[1994,1996,2011-2013]: Fonds monétaire international (FMI), Washington, D.C., base de données des statistiques Balance des Paiements (BDP), dernier accès juin 2019.										20.35		0.2															-8.9165	-6.7676	-7.0						-7.0	2013
7	Finance	Finances	bop	74	Balance of payments summary	Balance of Payments: Capital account	SYB065	155	Western Europe	1	56	Belgium	BEL	1	4.660976456	50.64104975	US dollars	6.0		Millions			[2002-2018]: International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019.	[2002-2018]: Fonds monétaire international (FMI), Washington, D.C., base de données des statistiques Balance des Paiements (BDP), dernier accès juin 2019.																		-510.3265	-1004.0103	-528.7983	-921.57	-491.366	-1882.0841	-2738.1017	-910.092	-1141.972	-571.9644	3019.1201	-537.0823	-1198.5246	55.2844	440.8353	440.8142	-85.3531	-85.3531	2018
7	Finance	Finances	bop	74	Balance of payments summary	Balance of Payments: Capital account	SYB065	21	Northern America	1	60	Bermuda	BMU	0	-64.78155012	32.27881922	US dollars	6.0																																										
7	Finance	Finances	bop	74	Balance of payments summary	Balance of Payments: Capital account	SYB065	34	Southern Asia	1	64	Bhutan	BTN	1	90.45098484	27.39598568	US dollars	6.0		Millions			[2006-2018]: International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019.	[2006-2018]: Fonds monétaire international (FMI), Washington, D.C., base de données des statistiques Balance des Paiements (BDP), dernier accès juin 2019.																						39.1488	73.1357	83.2884	67.9892	149.6455	167.5285	94.662	262.6246	276.3085	226.2704	191.7071	186.4128	165.5113	165.5113	2018
7	Finance	Finances	bop	74	Balance of payments summary	Balance of Payments: Capital account	SYB065	5	South America	1	68	Bolivia (Plurinational State of)	BOL	1	-64.66224284	-16.71273412	US dollars	6.0		Millions			[1987-1990,1997-1998,2003-2004,2006-2007,2009,2014-2018]: International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019.	[1987-1990,1997-1998,2003-2004,2006-2007,2009,2014-2018]: Fonds monétaire international (FMI), Washington, D.C., base de données des statistiques Balance des Paiements (BDP), dernier accès juin 2019.			4.0	47.7	0.5	6.6							25.3	9.9					7.0	8.0		1804.3	1171.0		99.8					5.2979	4.7371	30.907	15.2097	11.313	11.313	2018
7	Finance	Finances	bop	74	Balance of payments summary	Balance of Payments: Capital account	SYB065	39	Southern Europe	1	70	Bosnia and Herzegovina	BIH	1	17.78584332	44.16845548	US dollars	6.0		Millions			[1998-2018]: International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019.	[1998-2018]: Fonds monétaire international (FMI), Washington, D.C., base de données des statistiques Balance des Paiements (BDP), dernier accès juin 2019.														431.4759	594.6698	520.0654	374.7704	382.3271	454.7129	281.9575	276.4373	286.204	291.8749	288.8057	249.2431	263.6633	253.7247	219.0172	228.9069	298.3587	204.3343	168.3402	174.4915	187.1637	187.1637	2018
7	Finance	Finances	bop	74	Balance of payments summary	Balance of Payments: Capital account	SYB065	18	Southern Africa	1	72	Botswana	BWA	1	23.81380223	-22.18810073	US dollars	6.0		Millions			[1985-1987,1989-2003,2009]: International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019.	[1985-1987,1989-2003,2009]: Fonds monétaire international (FMI), Washington, D.C., base de données des statistiques Balance des Paiements (BDP), dernier accès juin 2019.	0.0	0.0	0.0		0.0	61.3287	33.9837	46.5938	76.3905	13.1488	11.5432	11.2027	22.1844	37.0526	26.0575	43.7455	0.0	0.0	0.0						0.0										0.0	2009
7	Finance	Finances	bop	74	Balance of payments summary	Balance of Payments: Capital account	SYB065	5	South America	1	76	Brazil	BRA	1	-53.08432878	-10.77668561	US dollars	6.0		Millions			[1996-1998,2000-2018]: International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019.	[1996-1998,2000-2018]: Fonds monétaire international (FMI), Washington, D.C., base de données des statistiques Balance des Paiements (BDP), dernier accès juin 2019.												39.0	86.0	54.0		0.402	2.332	19.257	0.791	-361.966	51.69	64.966	12.229	-13.412	55.554	242.0535	255.7948	207.9143	322.2537	231.4786	461.1579	273.7703	379.3698	439.598	439.598	2018
7	Finance	Finances	bop	74	Balance of payments summary	Balance of Payments: Capital account	SYB065	13	Central America	1	84	Belize	BLZ	1	-88.70199554	17.19965901	US dollars	6.0		Millions			[1996-2018]: International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019.	[1996-2018]: Fonds monétaire international (FMI), Washington, D.C., base de données des statistiques Balance des Paiements (BDP), dernier accès juin 2019.												-0.615	-0.905	0.2	2.7255000000000003	0.306	13.7537	15.955	5.8457	9.2796	2.5897	8.5652	3.446	8.7265	17.1144	5.3262	25.8043	22.4896	37.7016	34.2302	8.592600000000001	32.976	16.088	24.0123	24.0123	2018
7	Finance	Finances	bop	74	Balance of payments summary	Balance of Payments: Capital account	SYB065	54	Melanesia	1	90	Solomon Islands	SLB	1	160.1584117	-9.622391719	US dollars	6.0		Millions			[1993-2018]: International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019.	[1993-2018]: Fonds monétaire international (FMI), Washington, D.C., base de données des statistiques Balance des Paiements (BDP), dernier accès juin 2019.									0.9411	2.856	1.4974	0.5047	0.2959	6.915	9.1564	7.9781	4.487	7.2434	12.5299	1.6174	27.7297	19.53	25.5946	14.502	26.839	50.3046	71.2085	98.2025	86.6823	70.6286	55.2079	53.3054	59.6357	60.0313	60.0313	2018
7	Finance	Finances	bop	74	Balance of payments summary	Balance of Payments: Capital account	SYB065	29	Caribbean	1	92	British Virgin Islands	VGB	0	-64.63294223	18.42256578	US dollars	6.0																																										
7	Finance	Finances	bop	74	Balance of payments summary	Balance of Payments: Capital account	SYB065	35	South-eastern Asia	1	96	Brunei Darussalam	BRN	1	114.6288563	4.49736984	US dollars	6.0		Millions			[2001-2009]: International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019.	[2001-2009]: Fonds monétaire international (FMI), Washington, D.C., base de données des statistiques Balance des Paiements (BDP), dernier accès juin 2019.																	-0.7762	-0.8237	-1.0318	-11.3035	-8.1723	-7.0505	-7.4347	-7.9105	-10.9441										-10.9441	2009
7	Finance	Finances	bop	74	Balance of payments summary	Balance of Payments: Capital account	SYB065	151	Eastern Europe	1	100	Bulgaria	BGR	1	25.23763153	42.75731323	US dollars	6.0		Millions			[1994,1996,1999-2018]: International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019.	[1994,1996,1999-2018]: Fonds monétaire international (FMI), Washington, D.C., base de données des statistiques Balance des Paiements (BDP), dernier accès juin 2019.										763.3		65.9			-2.3989000000000003	24.9493	-0.1247	-0.0761	-0.2495	204.0264	289.6898	228.4984	-852.5901	419.6436	654.7631	397.73	684.7	698.93	624.02	1251.09	1557.11	1187.77	604.59	696.36	696.36	2018
7	Finance	Finances	bop	74	Balance of payments summary	Balance of Payments: Capital account	SYB065	35	South-eastern Asia	1	104	Myanmar	MMR	1	96.51752295	21.19332882	US dollars	6.0		Millions			[1989-1990,2012-2013,2016-2017]: International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019.	[1989-1990,2012-2013,2016-2017]: Fonds monétaire international (FMI), Washington, D.C., base de données des statistiques Balance des Paiements (BDP), dernier accès juin 2019.					84.037	232.8691																						-3.4847	6466.633			0.2518	1.251		1.251	2017
7	Finance	Finances	bop	74	Balance of payments summary	Balance of Payments: Capital account	SYB065	14	Eastern Africa	1	108	Burundi	BDI	1	29.89080992	-3.366387428	US dollars	6.0		Millions			[2001,2004-2017]: International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019.	[2001,2004-2017]: Fonds monétaire international (FMI), Washington, D.C., base de données des statistiques Balance des Paiements (BDP), dernier accès juin 2019.																	17.4406			18.5655	31.7979	62.0245	128.0169	140.6704	1025.3332	77.9181	96.4703	153.6782	103.8725	81.823	55.5612	70.4587	78.9184		78.9184	2017
7	Finance	Finances	bop	74	Balance of payments summary	Balance of Payments: Capital account	SYB065	151	Eastern Europe	1	112	Belarus	BLR	1	28.04940161	53.54193075	US dollars	6.0		Millions			[1994-1996,2006-2008,2011-2018]: International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019.	[1994-1996,2006-2008,2011-2018]: Fonds monétaire international (FMI), Washington, D.C., base de données des statistiques Balance des Paiements (BDP), dernier accès juin 2019.										23.8	7.3	904.9										0.1	0.1	0.5			4.1	3.7	10.3	7.7	4.6	6.5	1.5	20.4	20.4	2018
7	Finance	Finances	bop	74	Balance of payments summary	Balance of Payments: Capital account	SYB065	35	South-eastern Asia	1	116	Cambodia	KHM	1	104.922836	12.71163737	US dollars	6.0		Millions			[1992-2018]: International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019.	[1992-2018]: Fonds monétaire international (FMI), Washington, D.C., base de données des statistiques Balance des Paiements (BDP), dernier accès juin 2019.								126.3	178.5	73.2	91.9	75.8	65.2	42.0	54.6154	61.8961	83.1369	54.8135	109.403	111.2636	102.13	234.385	160.601	159.0792	174.8866	433.6362	367.3994	295.9437	314.9513	268.135	265.1264	283.3096	278.5188	293.1425	293.1425	2018
7	Finance	Finances	bop	74	Balance of payments summary	Balance of Payments: Capital account	SYB065	17	Middle Africa	1	120	Cameroon	CMR	1	12.7419827	5.692387031	US dollars	6.0		Millions			[1986,1988-2017]: International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019.	[1986,1988-2017]: Fonds monétaire international (FMI), Washington, D.C., base de données des statistiques Balance des Paiements (BDP), dernier accès juin 2019.		7.2768		6.3791	4.9842	2.7914	7.9048	17.0009	6.3215	14.1209	20.3747	24.4354	42.8325	-0.9233	-0.0585	9.402	52.1361	55.0275	111.7515	42.3332	203.6919	1585.532	197.1678	146.883	183.5356	146.9864	130.4353	117.077	97.4051	95.2787	21.8108	98.7379	120.42		120.42	2017
7	Finance	Finances	bop	74	Balance of payments summary	Balance of Payments: Capital account	SYB065	21	Northern America	1	124	Canada	CAN	1	-101.6575058	57.72360191	US dollars	6.0		Millions			International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019.	Fonds monétaire international (FMI), Washington, D.C., base de données des statistiques Balance des Paiements (BDP), dernier accès juin 2019.	-1.3658000000000001	-5.8191	-26.533	-142.4587	-182.9164	-569.9521	-114.1957	-103.8216	-261.0776	-42.7801	-433.4554	-119.8735	-99.3949	-130.2616	-108.4294	-115.0588	-103.3374	-107.8827	-251.9679	-149.6073	-190.7979	-206.7356	-268.5862	-246.8972	-733.648	-121.3293	4665.9944	-273.0164	-103.073	361.1423	-85.5545	-67.8478	-58.3309	-59.9157	-59.9157	2018
7	Finance	Finances	bop	74	Balance of payments summary	Balance of Payments: Capital account	SYB065	11	Western Africa	1	132	Cabo Verde	CPV	1	-23.63544151	15.07791834	US dollars	6.0		Millions			[1987-2018]: International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019.	[1987-2018]: Fonds monétaire international (FMI), Washington, D.C., base de données des statistiques Balance des Paiements (BDP), dernier accès juin 2019.			1.6560000000000001	2.0814	1.9236	1.6236000000000002	7.7848	9.1666	19.0165	20.0673	20.8807	12.8313	6.3002	19.012	8.9082	11.0811	24.3677	8.64	25.1271	23.5833	20.719	17.4651	27.016	26.7126	44.2569	38.2479	10.978	13.0236	6.4036	8.0707	19.0124	12.6664	16.0841	15.4393	15.4393	2018
7	Finance	Finances	bop	74	Balance of payments summary	Balance of Payments: Capital account	SYB065	29	Caribbean	1	136	Cayman Islands	CYM	0	-81.16740559	19.32266656	US dollars	6.0																																										
7	Finance	Finances	bop	74	Balance of payments summary	Balance of Payments: Capital account	SYB065	17	Middle Africa	1	140	Central African Republic	CAF	1	20.93559492	7.003720791	US dollars	6.0																																										
7	Finance	Finances	bop	74	Balance of payments summary	Balance of Payments: Capital account	SYB065	34	Southern Asia	1	144	Sri Lanka	LKA	1	80.70489654	7.614693343	US dollars	6.0		Millions			[1995-2017]: International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019.	[1995-2017]: Fonds monétaire international (FMI), Washington, D.C., base de données des statistiques Balance des Paiements (BDP), dernier accès juin 2019.											116.2048	91.2593	82.6221	74.4997	77.1469	43.4857	40.05	57.9	66.26	55.03	242.0	281.1	259.05	279.7	221.2	150.45	144.36	130.3429	70.885	58.2548	46.2985	25.27	10.9306		10.9306	2017
7	Finance	Finances	bop	74	Balance of payments summary	Balance of Payments: Capital account	SYB065	17	Middle Africa	1	148	Chad	TCD	1	18.66618401	15.36279341	US dollars	6.0		Millions			[1991]: International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019.	[1991]: Fonds monétaire international (FMI), Washington, D.C., base de données des statistiques Balance des Paiements (BDP), dernier accès juin 2019.							5.6007																												5.6007	1991
7	Finance	Finances	bop	74	Balance of payments summary	Balance of Payments: Capital account	SYB065	5	South America	1	152	Chile	CHL	1	-71.23029019	-35.2652885	US dollars	6.0		Millions			[2002,2004-2018]: International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019.	[2002,2004-2018]: Fonds monétaire international (FMI), Washington, D.C., base de données des statistiques Balance des Paiements (BDP), dernier accès juin 2019.																		83.0		5.1	41.2429	13.301	15.7091	3.0562	14.5055	6240.4724	11.9025	11.7318	11.4	10.2355	674.7248	7.3049	67.3464	41.7897	41.7897	2018
7	Finance	Finances	bop	74	Balance of payments summary	Balance of Payments: Capital account	SYB065	30	Eastern Asia	1	156	China	CHN	1	104.1403375	32.30955217	US dollars	6.0		Millions	[2003-2018]: For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China.	[2003-2018]: Pour la présentation des statistiques, les données pour la Chine ne comprennent pas la région administrative spéciale de Hong Kong (RAS de Hong Kong), la région administrative spéciale de Macao (RAS de Macao) et la province chinoise de Taïwan.	[2003-2018]: International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019.	[2003-2018]: Fonds monétaire international (FMI), Washington, D.C., base de données des statistiques Balance des Paiements (BDP), dernier accès juin 2019.																			-48.0825	-69.3453	4101.7925	4020.1147	3099.0749	3051.4477	3939.3004	4630.4515	5446.288	4272.277	3052.0119	-32.748	316.0936	-344.4074	-91.4961	-568.6077	-568.6077	2018
7	Finance	Finances	bop	74	Balance of payments summary	Balance of Payments: Capital account	SYB065	5	South America	1	170	Colombia	COL	1	-73.07446751	3.888209046	US dollars	6.0																																										
7	Finance	Finances	bop	74	Balance of payments summary	Balance of Payments: Capital account	SYB065	14	Eastern Africa	1	174	Comoros	COM	1	43.34234565	-11.66121732	US dollars	6.0		Millions			[2003-2012]: International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019.	[2003-2012]: Fonds monétaire international (FMI), Washington, D.C., base de données des statistiques Balance des Paiements (BDP), dernier accès juin 2019.																			7.2195	9.6816	14.8331	18.4615	64.1101	49.6555	46.6807	71.1924	59.26	50.2915							50.2915	2012
7	Finance	Finances	bop	74	Balance of payments summary	Balance of Payments: Capital account	SYB065	14	Eastern Africa	1	175	Mayotte	MYT	0	45.14015057	-12.82217691	US dollars	6.0																																										
7	Finance	Finances	bop	74	Balance of payments summary	Balance of Payments: Capital account	SYB065	17	Middle Africa	1	178	Congo	COG	1	15.22052612	-0.840544119	US dollars	6.0		Millions			[1995-2016]: International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019.	[1995-2016]: Fonds monétaire international (FMI), Washington, D.C., base de données des statistiques Balance des Paiements (BDP), dernier accès juin 2019.											45.0828	202.0673	101.8076	42.7171	24.14	17.4135	19.1777	14.412	16.9666	201.0279	11.1855	9.5622	31.4397	38.749	25.5598	2667.493	68.7504	19.5876	35.1895	7.2813	69.9975	58.0852			58.0852	2016
7	Finance	Finances	bop	74	Balance of payments summary	Balance of Payments: Capital account	SYB065	17	Middle Africa	1	180	Democratic Republic of the Congo	COD	1	23.65496507	-2.877154732	US dollars	6.0		Millions			[2005-2018]: International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019.	[2005-2018]: Fonds monétaire international (FMI), Washington, D.C., base de données des statistiques Balance des Paiements (BDP), dernier accès juin 2019.																					-92.8	81.73	-1.6	110.1	143.98	10083.81	932.6428	486.3806	192.734	320.5423	252.1696	-46.3354	465.2982	244.9854	244.9854	2018
7	Finance	Finances	bop	74	Balance of payments summary	Balance of Payments: Capital account	SYB065	61	Polynesia	1	184	Cook Islands	COK	0	-159.7711391	-21.22696458	US dollars	6.0																																										
