topicId	topicNameEN	topicNameFR	tableCode	tableId	tableName	seriesDesc	seriesCode	parentCode	parentName	countryProfile	refAreaCode	refAreaDesc	ISO3	UN_Member	X	Y	units	multiplier	baseYear	multiplierDesc	footnotesEN	footnotesFR	sourceEN	sourceFR	value_1985	value_1995	value_2005	value_2006	value_2007	value_2008	value_2009	value_2010	value_2011	value_2012	value_2013	value_2014	value_2015	value_2016	value_2017	value_latest_year	latest_year
6	National accounts	Comptes nationaux	gdp	19	Gross domestic product and gross domestic product per capita	GDP real rates of growth	SYB026	34	Southern Asia	1	4	Afghanistan	AFG	1	66.02688198	33.83160199	Percent	0					United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2019.	Organisation des Nations Unies, Division de statistique, New York, base de données des statistiques des comptes nationaux : Analyse des principaux agrégats, denier accès février 2019.	0.2667	49.9346	9.9015	9.161200000000001	27.2414	-6.6327	17.225	3.2361	8.6809	10.9298	6.4759	3.0643	-1.7911000000000001	3.5591	2.5	2.5	2017
6	National accounts	Comptes nationaux	gdp	19	Gross domestic product and gross domestic product per capita	GDP real rates of growth	SYB026	39	Southern Europe	1	8	Albania	ALB	1	20.06660928	41.13897007	Percent	0					United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2019.	Organisation des Nations Unies, Division de statistique, New York, base de données des statistiques des comptes nationaux : Analyse des principaux agrégats, denier accès février 2019.	1.7806000000000002	13.3223	5.5265	5.9026	5.9832	7.5001	3.3543	3.7069	2.5454	1.4172	1.002	1.7745000000000002	2.2188	3.3522	3.8414	3.8414	2017
6	National accounts	Comptes nationaux	gdp	19	Gross domestic product and gross domestic product per capita	GDP real rates of growth	SYB026	15	Northern Africa	1	12	Algeria	DZA	1	2.678164227	28.15940032	Percent	0					United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2019.	Organisation des Nations Unies, Division de statistique, New York, base de données des statistiques des comptes nationaux : Analyse des principaux agrégats, denier accès février 2019.	3.7	3.8	5.9	1.7000000000000002	3.4	2.4	1.6	3.6	2.9	3.4	2.8	3.8	3.7	3.2	1.4	1.4	2017
6	National accounts	Comptes nationaux	gdp	19	Gross domestic product and gross domestic product per capita	GDP real rates of growth	SYB026	61	Polynesia	1	16	American Samoa	ASM	0	-170.7187269	-14.30587306	Percent	0																							
6	National accounts	Comptes nationaux	gdp	19	Gross domestic product and gross domestic product per capita	GDP real rates of growth	SYB026	39	Southern Europe	1	20	Andorra	AND	1	1.576257417	42.54548611	Percent	0					United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2019.	Organisation des Nations Unies, Division de statistique, New York, base de données des statistiques des comptes nationaux : Analyse des principaux agrégats, denier accès février 2019.	2.3214	2.7575000000000003	7.397	4.5364	0.04	-8.59	-3.6907	-5.3588000000000005	-4.6465	-1.6152000000000002	0.3516	2.2777	0.8422000000000001	1.8891	1.7240000000000002	1.7240000000000002	2017
6	National accounts	Comptes nationaux	gdp	19	Gross domestic product and gross domestic product per capita	GDP real rates of growth	SYB026	17	Middle Africa	1	24	Angola	AGO	1	17.57817062	-12.33724746	Percent	0					United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2019.	Organisation des Nations Unies, Division de statistique, New York, base de données des statistiques des comptes nationaux : Analyse des principaux agrégats, denier accès février 2019.	3.5	15.0	15.0292	11.648	14.0093	11.1644	0.8586	4.8592	3.472	8.5421	4.9546	4.8225999999999996	0.9436	-2.5801	-2.5	-2.5	2017
6	National accounts	Comptes nationaux	gdp	19	Gross domestic product and gross domestic product per capita	GDP real rates of growth	SYB026	29	Caribbean	1	28	Antigua and Barbuda	ATG	1	-61.7999755	17.07761471	Percent	0					United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2019.	Organisation des Nations Unies, Division de statistique, New York, base de données des statistiques des comptes nationaux : Analyse des principaux agrégats, denier accès février 2019.	7.748	-4.3595	6.4124	12.7285	9.2594	-0.030100000000000002	-12.1075	-7.2	-2.0791	3.5066	-0.1039	4.6581	4.0257	5.5897	3.0326	3.0326	2017
6	National accounts	Comptes nationaux	gdp	19	Gross domestic product and gross domestic product per capita	GDP real rates of growth	SYB026	145	Western Asia	1	31	Azerbaijan	AZE	1	50.01064725	40.39229544	Percent	0					[1995,2005-2017]: United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2019.	[1995,2005-2017]: Organisation des Nations Unies, Division de statistique, New York, base de données des statistiques des comptes nationaux : Analyse des principaux agrégats, denier accès février 2019.		-11.8162	27.9595	34.4684	25.4632	10.5914	9.3695	4.7888	-1.573	2.2029	5.8434	2.7976	1.0495	-3.0639	0.10690000000000001	0.10690000000000001	2017
6	National accounts	Comptes nationaux	gdp	19	Gross domestic product and gross domestic product per capita	GDP real rates of growth	SYB026	5	South America	1	32	Argentina	ARG	1	-65.14563274	-35.19446255	Percent	0					United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2019.	Organisation des Nations Unies, Division de statistique, New York, base de données des statistiques des comptes nationaux : Analyse des principaux agrégats, denier accès février 2019.	-6.9561	-2.8453	8.8517	8.0472	9.0077	4.0572	-5.9185	10.1254	6.004	-1.0264	2.4053	-2.5126	2.7312000000000003	-1.8225	2.8639	2.8639	2017
6	National accounts	Comptes nationaux	gdp	19	Gross domestic product and gross domestic product per capita	GDP real rates of growth	SYB026	53	Oceania	1	36	Australia	AUS	1	134.3499412	-25.57717202	Percent	0					United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2019.	Organisation des Nations Unies, Division de statistique, New York, base de données des statistiques des comptes nationaux : Analyse des principaux agrégats, denier accès février 2019.	3.9326	3.9449	2.8342	3.7773	3.6578	1.9227	2.0529	2.4511	3.8919	2.6395	2.5583	2.3511	2.8273	1.9576	2.9477	2.9477	2017
