topicId	topicNameEN	topicNameFR	tableCode	tableId	tableName	seriesDesc	seriesCode	parentCode	parentName	countryProfile	refAreaCode	refAreaDesc	ISO3	UN_Member	X	Y	units	multiplier	baseYear	multiplierDesc	footnotesEN	footnotesFR	sourceEN	sourceFR	value_1980	value_1981	value_1982	value_1983	value_1984	value_1985	value_1986	value_1987	value_1988	value_1989	value_1990	value_1991	value_1992	value_1993	value_1994	value_1995	value_1996	value_1997	value_1998	value_1999	value_2000	value_2001	value_2002	value_2003	value_2004	value_2005	value_2006	value_2007	value_2008	value_2009	value_2010	value_2011	value_2012	value_2013	value_2014	value_2015	value_2016	value_2017	value_latest_year	latest_year
14	Science and technology	Science et technologie	patents	67	Patents	Grants of patents	SYB059	29	Caribbean	1	214	Dominican Republic	DOM	1	-70.49847576	18.89832088	Number	0					[1980,1982-1983,1986,2012-2017]: World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed February 2018.	[1980,1982-1983,1986,2012-2017]: Organisation mondiale de la propriété intellectuelle (OMPI), Genève, la base de données statistiques de l’OMPI, dernier accès fèvrier 2018.	113.0		116.0	139.0			125.0																										89.0	44.0	62.0	24.0	21.0	42.0	42.0	2017
14	Science and technology	Science et technologie	patents	67	Patents	Grants of patents	SYB059	5	South America	1	218	Ecuador	ECU	1	-78.37005241	-1.447785891	Number	0					[1980-1984,1986-1989,1991,1993-1997,1999-2010,2013-2017]: World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed February 2018.	[1980-1984,1986-1989,1991,1993-1997,1999-2010,2013-2017]: Organisation mondiale de la propriété intellectuelle (OMPI), Genève, la base de données statistiques de l’OMPI, dernier accès fèvrier 2018.	77.0	34.0	70.0	86.0	92.0		154.0	46.0	84.0	70.0		102.0		45.0	32.0	90.0	159.0	212.0		142.0	42.0	31.0	21.0	41.0	24.0	38.0	40.0	33.0	64.0	64.0	28.0			13.0	20.0	14.0	10.0	17.0	17.0	2017
14	Science and technology	Science et technologie	patents	67	Patents	Grants of patents	SYB059	13	Central America	1	222	El Salvador	SLV	1	-88.86862995	13.73603564	Number	0					[1980-1985,1989-1995,2012-2017]: World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed February 2018.	[1980-1985,1989-1995,2012-2017]: Organisation mondiale de la propriété intellectuelle (OMPI), Genève, la base de données statistiques de l’OMPI, dernier accès fèvrier 2018.	55.0	70.0	65.0	34.0	77.0	70.0				6.0	12.0	6.0	24.0	61.0	78.0	61.0																	33.0	48.0	77.0	35.0	40.0	24.0	24.0	2017
14	Science and technology	Science et technologie	patents	67	Patents	Grants of patents	SYB059	17	Middle Africa	1	226	Equatorial Guinea	GNQ	1	10.46535826	1.565792376	Number	0																																														
14	Science and technology	Science et technologie	patents	67	Patents	Grants of patents	SYB059	14	Eastern Africa	1	231	Ethiopia	ETH	1	39.63505296	8.631223181	Number	0					[1998-2007]: World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed February 2018.	[1998-2007]: Organisation mondiale de la propriété intellectuelle (OMPI), Genève, la base de données statistiques de l’OMPI, dernier accès fèvrier 2018.																			4.0	7.0	4.0	16.0	14.0	2.0	1.0	9.0	6.0	13.0											13.0	2007
14	Science and technology	Science et technologie	patents	67	Patents	Grants of patents	SYB059	14	Eastern Africa	1	232	Eritrea	ERI	1	38.11074289	16.12894644	Number	0																																														
14	Science and technology	Science et technologie	patents	67	Patents	Grants of patents	SYB059	154	Northern Europe	1	233	Estonia	EST	1	25.84093481	58.68487172	Number	0					[1996-2017]: World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed February 2018.	[1996-2017]: Organisation mondiale de la propriété intellectuelle (OMPI), Genève, la base de données statistiques de l’OMPI, dernier accès fèvrier 2018.																	3.0	108.0	82.0	103.0	84.0	257.0	349.0	261.0	198.0	163.0	189.0	185.0	172.0	132.0	120.0	129.0	116.0	78.0	38.0	24.0	27.0	15.0	15.0	2017
14	Science and technology	Science et technologie	patents	67	Patents	Grants of patents	SYB059	154	Northern Europe	1	234	Faroe Islands	FRO	0	-7.122044325	62.21228119	Number	0																																														
14	Science and technology	Science et technologie	patents	67	Patents	Grants of patents	SYB059	5	South America	1	238	Falkland Islands (Malvinas)	FLK	0	-58.75246778	-51.74562601	Number	0																																														
14	Science and technology	Science et technologie	patents	67	Patents	Grants of patents	SYB059	54	Melanesia	1	242	Fiji	FJI	1	177.9660884	-17.83301566	Number	0					[1980-1982,1985-1986]: World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed February 2018.	[1980-1982,1985-1986]: Organisation mondiale de la propriété intellectuelle (OMPI), Genève, la base de données statistiques de l’OMPI, dernier accès fèvrier 2018.	9.0	5.0	8.0			15.0	12.0																																12.0	1986
14	Science and technology	Science et technologie	patents	67	Patents	Grants of patents	SYB059	154	Northern Europe	1	246	Finland	FIN	1	23.308447	61.91586738	Number	0					World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed February 2018.	Organisation mondiale de la propriété intellectuelle (OMPI), Genève, la base de données statistiques de l’OMPI, dernier accès fèvrier 2018.	1906.0	2050.0	2057.0	2224.0	2204.0	2160.0	2175.0	2672.0	2690.0	2512.0	2467.0	2683.0	2695.0	2721.0	2563.0	2347.0	2302.0	2298.0	2064.0	1786.0	1939.0	2047.0	2055.0	2414.0	2075.0	1757.0	1059.0	921.0	997.0	1055.0	923.0	841.0	836.0	711.0	787.0	931.0	815.0	704.0	704.0	2017
14	Science and technology	Science et technologie	patents	67	Patents	Grants of patents	SYB059	155	Western Europe	1	250	France	FRA	1	2.457288129	46.62660861	Number	0					World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed February 2018.	Organisation mondiale de la propriété intellectuelle (OMPI), Genève, la base de données statistiques de l’OMPI, dernier accès fèvrier 2018.	28060.0	21477.0	23944.0	25043.0	23666.0	24195.0	19082.0	15156.0	14323.0	12572.0	12948.0	11542.0	10705.0	10955.0	16872.0	17918.0	12903.0	14345.0	12799.0	12124.0	11274.0	11347.0	9998.0	11587.0	11836.0	11473.0	13788.0	12112.0	10811.0	10529.0	9899.0	10213.0	12913.0	11405.0	11889.0	12699.0	12374.0	11865.0	11865.0	2017
14	Science and technology	Science et technologie	patents	67	Patents	Grants of patents	SYB059	5	South America	1	254	French Guiana	GUF	0	-53.23619089	3.922673437	Number	0																																														
14	Science and technology	Science et technologie	patents	67	Patents	Grants of patents	SYB059	61	Polynesia	1	258	French Polynesia	PYF	0	-149.4052367	-17.67709294	Number	0																																														
14	Science and technology	Science et technologie	patents	67	Patents	Grants of patents	SYB059	14	Eastern Africa	1	262	Djibouti	DJI	1	42.18274707	11.56004161	Number	0																																														
14	Science and technology	Science et technologie	patents	67	Patents	Grants of patents	SYB059	17	Middle Africa	1	266	Gabon	GAB	1	11.78727747	-0.60687619	Number	0																																														
14	Science and technology	Science et technologie	patents	67	Patents	Grants of patents	SYB059	145	Western Asia	1	268	Georgia	GEO	1	43.3713615	42.04813028	Number	0					[1993-2017]: World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed February 2018.	[1993-2017]: Organisation mondiale de la propriété intellectuelle (OMPI), Genève, la base de données statistiques de l’OMPI, dernier accès fèvrier 2018.														19.0	173.0	133.0	468.0	472.0	678.0	484.0	451.0	268.0	255.0	282.0	269.0	320.0	287.0	249.0	319.0	293.0	258.0	237.0	346.0	286.0	209.0	206.0	177.0	206.0	206.0	2017
14	Science and technology	Science et technologie	patents	67	Patents	Grants of patents	SYB059	11	Western Africa	1	270	Gambia	GMB	1	-15.39944785	13.45295927	Number	0					[1980-1982,1998-2007,2015-2017]: World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed February 2018.	[1980-1982,1998-2007,2015-2017]: Organisation mondiale de la propriété intellectuelle (OMPI), Genève, la base de données statistiques de l’OMPI, dernier accès fèvrier 2018.	15.0	15.0	15.0																10.0	8.0	1.0	3.0	8.0	7.0	3.0	2.0	7.0	7.0								2.0	2.0	4.0	4.0	2017
14	Science and technology	Science et technologie	patents	67	Patents	Grants of patents	SYB059	145	Western Asia	1	275	State of Palestine	PSE	0	35.25694122	31.94347933	Number	0																																														
14	Science and technology	Science et technologie	patents	67	Patents	Grants of patents	SYB059	155	Western Europe	1	276	Germany	DEU	1	10.3806066	51.08862743	Number	0					World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed February 2018.	Organisation mondiale de la propriété intellectuelle (OMPI), Genève, la base de données statistiques de l’OMPI, dernier accès fèvrier 2018.	20188.0	13429.0	16306.0	5792.0	9538.0	19500.0	21714.0	23691.0	20141.0	20669.0	19073.0	17537.0	17096.0	16425.0	16915.0	16000.0	16393.0	16333.0	15836.0	15008.0	14707.0	14351.0	14860.0	17434.0	16661.0	17063.0	21034.0	17739.0	17308.0	14435.0	13678.0	11719.0	11332.0	13858.0	15030.0	14795.0	15652.0	15653.0	15653.0	2017
14	Science and technology	Science et technologie	patents	67	Patents	Grants of patents	SYB059	11	Western Africa	1	288	Ghana	GHA	1	-1.205623522	7.964825185	Number	0					[1980-1983,1986-1987,1989-1992,2016-2017]: World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed February 2018.	[1980-1983,1986-1987,1989-1992,2016-2017]: Organisation mondiale de la propriété intellectuelle (OMPI), Genève, la base de données statistiques de l’OMPI, dernier accès fèvrier 2018.	17.0	19.0	18.0	14.0			15.0	16.0		12.0	20.0	12.0	11.0																								25.0	5.0	5.0	2017
14	Science and technology	Science et technologie	patents	67	Patents	Grants of patents	SYB059	39	Southern Europe	1	292	Gibraltar	GIB	0	-5.347561686	36.13895036	Number	0																																														
14	Science and technology	Science et technologie	patents	67	Patents	Grants of patents	SYB059	57	Micronesia	1	296	Kiribati	KIR	1	-157.5643005	1.768837732	Number	0					[1985,1999]: World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed February 2018.	[1985,1999]: Organisation mondiale de la propriété intellectuelle (OMPI), Genève, la base de données statistiques de l’OMPI, dernier accès fèvrier 2018.						1.0														2.0																			2.0	1999
14	Science and technology	Science et technologie	patents	67	Patents	Grants of patents	SYB059	39	Southern Europe	1	300	Greece	GRC	1	22.58307827	39.47301873	Number	0					World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed February 2018.	Organisation mondiale de la propriété intellectuelle (OMPI), Genève, la base de données statistiques de l’OMPI, dernier accès fèvrier 2018.	2053.0	2513.0	2237.0	2181.0	8919.0	3294.0	3312.0	2122.0	372.0	39.0	133.0	347.0	523.0	425.0	278.0	350.0	396.0	338.0	198.0	248.0	210.0	246.0	354.0	306.0	354.0	320.0	303.0	368.0	444.0	442.0	479.0	364.0	291.0	282.0	316.0	262.0	271.0	261.0	261.0	2017
14	Science and technology	Science et technologie	patents	67	Patents	Grants of patents	SYB059	21	Northern America	1	304	Greenland	GRL	0	-41.39371316	74.75625681	Number	0																																														
14	Science and technology	Science et technologie	patents	67	Patents	Grants of patents	SYB059	29	Caribbean	1	308	Grenada	GRD	1	-61.68248568	12.11238395	Number	0					[1980-1982,2015-2016]: World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed February 2018.	[1980-1982,2015-2016]: Organisation mondiale de la propriété intellectuelle (OMPI), Genève, la base de données statistiques de l’OMPI, dernier accès fèvrier 2018.	2.0	10.0	10.0																																	9.0	14.0		14.0	2016
14	Science and technology	Science et technologie	patents	67	Patents	Grants of patents	SYB059	29	Caribbean	1	312	Guadeloupe	GLP	0	-61.64762115	16.14416917	Number	0																																														
14	Science and technology	Science et technologie	patents	67	Patents	Grants of patents	SYB059	57	Micronesia	1	316	Guam	GUM	0	144.7029305	13.35485404	Number	0																																														
14	Science and technology	Science et technologie	patents	67	Patents	Grants of patents	SYB059	13	Central America	1	320	Guatemala	GTM	1	-91.2312746	15.00273719	Number	0					[1982,1984-2005,2007-2017]: World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed February 2018.	[1982,1984-2005,2007-2017]: Organisation mondiale de la propriété intellectuelle (OMPI), Genève, la base de données statistiques de l’OMPI, dernier accès fèvrier 2018.			67.0		66.0	166.0	53.0	120.0	89.0	10.0	108.0	143.0	71.0	29.0	60.0	22.0	19.0	20.0	31.0	68.0	96.0	22.0	147.0	75.0	124.0	104.0		110.0	96.0	191.0	104.0	39.0	86.0	65.0	105.0	51.0	52.0	50.0	50.0	2017
14	Science and technology	Science et technologie	patents	67	Patents	Grants of patents	SYB059	11	Western Africa	1	324	Guinea	GIN	1	-11.28173419	11.00210343	Number	0																																														
14	Science and technology	Science et technologie	patents	67	Patents	Grants of patents	SYB059	5	South America	1	328	Guyana	GUY	1	-58.97322037	4.788012784	Number	0					[1983-1987,1990,2014,2016-2017]: World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed February 2018.	[1983-1987,1990,2014,2016-2017]: Organisation mondiale de la propriété intellectuelle (OMPI), Genève, la base de données statistiques de l’OMPI, dernier accès fèvrier 2018.				13.0	7.0	22.0	12.0	3.0			3.0																								1.0		57.0	23.0	23.0	2017
14	Science and technology	Science et technologie	patents	67	Patents	Grants of patents	SYB059	29	Caribbean	1	332	Haiti	HTI	1	-72.33640958	18.40426539	Number	0					[1980-1988,1991,1995-1996,1999,2001-2011]: World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed February 2018.	[1980-1988,1991,1995-1996,1999,2001-2011]: Organisation mondiale de la propriété intellectuelle (OMPI), Genève, la base de données statistiques de l’OMPI, dernier accès fèvrier 2018.	14.0	14.0	26.0	16.0	9.0	9.0	6.0	16.0	12.0			8.0				3.0	15.0			7.0		19.0	15.0	10.0	13.0	11.0	30.0	37.0	24.0	24.0	10.0	35.0							35.0	2011
14	Science and technology	Science et technologie	patents	67	Patents	Grants of patents	SYB059	39	Southern Europe	1	336	Holy See	VAT	0	12.45315803	41.90343751	Number	0																																														
14	Science and technology	Science et technologie	patents	67	Patents	Grants of patents	SYB059	13	Central America	1	340	Honduras	HND	1	-86.59974381	14.82243161	Number	0					[1980,1982-1985,1987-1988,1990,1992,1996,1999-2017]: World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed February 2018.	[1980,1982-1985,1987-1988,1990,1992,1996,1999-2017]: Organisation mondiale de la propriété intellectuelle (OMPI), Genève, la base de données statistiques de l’OMPI, dernier accès fèvrier 2018.	69.0		60.0	36.0	13.0	19.0		60.0	32.0		19.0		24.0				55.0			77.0	63.0	238.0	47.0	173.0	16.0	85.0	11.0	30.0	31.0	46.0	81.0	151.0	136.0	132.0	94.0	69.0	53.0	54.0	54.0	2017
14	Science and technology	Science et technologie	patents	67	Patents	Grants of patents	SYB059	30	Eastern Asia	1	344	China, Hong Kong Special Administrative Region	HKG	0	114.0266445	22.41749934	Number	0					[1983-2017]: World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed February 2018.	[1983-2017]: Organisation mondiale de la propriété intellectuelle (OMPI), Genève, la base de données statistiques de l’OMPI, dernier accès fèvrier 2018.				740.0	1010.0	1030.0	1010.0	1020.0	1070.0	1030.0	1095.0	1079.0	1069.0	1438.0	1500.0	1960.0	2205.0	1487.0	2453.0	2502.0	2737.0	1146.0	2023.0	3075.0	4242.0	6518.0	5146.0	4839.0	4001.0	5650.0	5353.0	5050.0	5035.0	6564.0	5932.0	5963.0	5698.0	6671.0	6671.0	2017
14	Science and technology	Science et technologie	patents	67	Patents	Grants of patents	SYB059	151	Eastern Europe	1	348	Hungary	HUN	1	19.41221519	47.1651448	Number	0					World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed February 2018.	Organisation mondiale de la propriété intellectuelle (OMPI), Genève, la base de données statistiques de l’OMPI, dernier accès fèvrier 2018.	1778.0	1604.0	2129.0	2433.0	2866.0	2095.0	3624.0	2946.0	2696.0	2365.0	2591.0	2305.0	2112.0	1409.0	1144.0	1910.0	1030.0	1189.0	1257.0	1881.0	1605.0	1445.0	1278.0	1421.0	977.0	1126.0	1089.0	637.0	551.0	415.0	65.0	445.0	477.0	1351.0	376.0	365.0	271.0	155.0	155.0	2017
14	Science and technology	Science et technologie	patents	67	Patents	Grants of patents	SYB059	154	Northern Europe	1	352	Iceland	ISL	1	-19.02116966	64.79134763	Number	0					World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed February 2018.	Organisation mondiale de la propriété intellectuelle (OMPI), Genève, la base de données statistiques de l’OMPI, dernier accès fèvrier 2018.	27.0	29.0	25.0	37.0	37.0	21.0	46.0	44.0	24.0	80.0	37.0	30.0	48.0	6.0	37.0	11.0	58.0	41.0	35.0	27.0	16.0	42.0	42.0	80.0	69.0	101.0	112.0	138.0	163.0	79.0	139.0	67.0	47.0	43.0	54.0	17.0	22.0	36.0	36.0	2017
14	Science and technology	Science et technologie	patents	67	Patents	Grants of patents	SYB059	34	Southern Asia	1	356	India	IND	1	79.3608464	22.34642074	Number	0					[1980-1982,1984-2017]: World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed February 2018.	[1980-1982,1984-2017]: Organisation mondiale de la propriété intellectuelle (OMPI), Genève, la base de données statistiques de l’OMPI, dernier accès fèvrier 2018.	1501.0	1289.0	1269.0		1491.0	1814.0	1994.0	2027.0	3454.0	1986.0	1611.0	1572.0	1469.0	1551.0	1735.0	1613.0	1020.0	1707.0	1773.0	2160.0	1263.0	1549.0	1540.0	1526.0	2317.0	4320.0	7539.0	15261.0	16061.0	6168.0	7138.0	5168.0	4328.0	3377.0	6153.0	6022.0	8248.0	12387.0	12387.0	2017
14	Science and technology	Science et technologie	patents	67	Patents	Grants of patents	SYB059	35	South-eastern Asia	1	360	Indonesia	IDN	1	113.9174	-0.994582204	Number	0					[1994,1996,2008,2015-2017]: World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed February 2018.	[1994,1996,2008,2015-2017]: Organisation mondiale de la propriété intellectuelle (OMPI), Genève, la base de données statistiques de l’OMPI, dernier accès fèvrier 2018.															67.0		631.0												1811.0							1911.0	3005.0	2309.0	2309.0	2017
14	Science and technology	Science et technologie	patents	67	Patents	Grants of patents	SYB059	34	Southern Asia	1	364	Iran (Islamic Republic of)	IRN	1	54.19766348	32.74370885	Number	0					[1980-1985,1987-2017]: World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed February 2018.	[1980-1985,1987-2017]: Organisation mondiale de la propriété intellectuelle (OMPI), Genève, la base de données statistiques de l’OMPI, dernier accès fèvrier 2018.	401.0	270.0	238.0	263.0	163.0	339.0		106.0	76.0	179.0	299.0	286.0	205.0	149.0	253.0	166.0	224.0	256.0	64.0	152.0	241.0	881.0	642.0	943.0	1454.0	2890.0	4513.0	7292.0	10588.0	6749.0	5372.0	5144.0	5681.0	3476.0	3060.0	2936.0	3268.0	4151.0	4151.0	2017
14	Science and technology	Science et technologie	patents	67	Patents	Grants of patents	SYB059	145	Western Asia	1	368	Iraq	IRQ	1	43.76606267	33.05013795	Number	0					[1980-1989,1992-1996,2015,2017]: World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed February 2018.	[1980-1989,1992-1996,2015,2017]: Organisation mondiale de la propriété intellectuelle (OMPI), Genève, la base de données statistiques de l’OMPI, dernier accès fèvrier 2018.	38.0	58.0	113.0	155.0	94.0	103.0	54.0	123.0	132.0	101.0			66.0	63.0	33.0	32.0	46.0																			312.0		388.0	388.0	2017
14	Science and technology	Science et technologie	patents	67	Patents	Grants of patents	SYB059	154	Northern Europe	1	372	Ireland	IRL	1	-7.121425272	53.25274054	Number	0					[1980-1999,2001-2017]: World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed February 2018.	[1980-1999,2001-2017]: Organisation mondiale de la propriété intellectuelle (OMPI), Genève, la base de données statistiques de l’OMPI, dernier accès fèvrier 2018.	1431.0	1340.0	1083.0	1020.0	1152.0	1042.0	1433.0	1036.0	737.0	925.0	852.0	860.0	764.0	1574.0	3103.0	3525.0	1705.0	1405.0	594.0	320.0		551.0	518.0	581.0	496.0	349.0	357.0	314.0	318.0	328.0	243.0	250.0	190.0	214.0	148.0	126.0	164.0	87.0	87.0	2017
14	Science and technology	Science et technologie	patents	67	Patents	Grants of patents	SYB059	145	Western Asia	1	376	Israel	ISR	1	34.62277992	31.06164552	Number	0					[1980-2016]: World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed February 2018.	[1980-2016]: Organisation mondiale de la propriété intellectuelle (OMPI), Genève, la base de données statistiques de l’OMPI, dernier accès fèvrier 2018.	1724.0	1535.0	1792.0	1390.0	1746.0	1636.0	1825.0	1687.0	1667.0	1656.0	1641.0	2346.0	2681.0	2198.0	2300.0	2029.0	2133.0	2152.0	2021.0	2024.0	2033.0	1833.0	1384.0	1814.0	2360.0	2269.0	2584.0	2489.0	1855.0	2015.0	2293.0	5104.0	3386.0	3697.0	3984.0	4492.0	4938.0		4938.0	2016
14	Science and technology	Science et technologie	patents	67	Patents	Grants of patents	SYB059	39	Southern Europe	1	380	Italy	ITA	1	12.57022427	42.79917282	Number	0					[1980-1984,1986-2017]: World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed February 2018.	[1980-1984,1986-2017]: Organisation mondiale de la propriété intellectuelle (OMPI), Genève, la base de données statistiques de l’OMPI, dernier accès fèvrier 2018.	8000.0	6500.0	5702.0	1049.0	1900.0		24670.0	30034.0	2646.0	12271.0	12380.0	5436.0	4366.0	5184.0	6489.0	9164.0	9523.0	13580.0	11161.0	7068.0	5285.0	4871.0	6209.0	6523.0	4763.0	5534.0	5560.0	6508.0	7318.0	18277.0	16106.0	6380.0	5625.0	8114.0	7795.0	7153.0	6429.0	4855.0	4855.0	2017
14	Science and technology	Science et technologie	patents	67	Patents	Grants of patents	SYB059	11	Western Africa	1	384	Côte d’Ivoire	CIV	1	-5.552690016	7.62211586	Number	0																																														
14	Science and technology	Science et technologie	patents	67	Patents	Grants of patents	SYB059	29	Caribbean	1	388	Jamaica	JAM	1	-77.31068409	18.15616857	Number	0					[1983-1984,1987,1990-1997,1999-2003,2006,2011-2017]: World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed February 2018.	[1983-1984,1987,1990-1997,1999-2003,2006,2011-2017]: Organisation mondiale de la propriété intellectuelle (OMPI), Genève, la base de données statistiques de l’OMPI, dernier accès fèvrier 2018.				22.0	25.0			18.0			21.0	11.0	3.0	4.0	6.0	4.0	23.0	21.0		17.0	20.0	69.0	69.0	72.0			43.0					48.0	20.0	42.0	28.0	74.0	5.0	2.0	2.0	2017
14	Science and technology	Science et technologie	patents	67	Patents	Grants of patents	SYB059	30	Eastern Asia	1	392	Japan	JPN	1	139.2716103	36.6554539	Number	0					World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed February 2018.	Organisation mondiale de la propriété intellectuelle (OMPI), Genève, la base de données statistiques de l’OMPI, dernier accès fèvrier 2018.	46106.0	50904.0	50601.0	54701.0	61800.0	50100.0	59900.0	62400.0	55300.0	63301.0	59401.0	36100.0	92100.0	88400.0	82400.0	109100.0	215100.0	147686.0	141448.0	150059.0	125880.0	121742.0	119192.0	122522.0	124192.0	122944.0	141399.0	164954.0	176950.0	193349.0	222693.0	238323.0	274791.0	277079.0	227142.0	189358.0	203087.0	199577.0	199577.0	2017
14	Science and technology	Science et technologie	patents	67	Patents	Grants of patents	SYB059	143	Central Asia	1	398	Kazakhstan	KAZ	1	66.65359159	48.01963494	Number	0					[1994-2001,2003,2008-2011,2013-2017]: World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed February 2018.	[1994-2001,2003,2008-2011,2013-2017]: Organisation mondiale de la propriété intellectuelle (OMPI), Genève, la base de données statistiques de l’OMPI, dernier accès fèvrier 2018.															1351.0	1281.0	1161.0	1525.0	1162.0	1553.0	1417.0	1280.0		1366.0					171.0	1687.0	1868.0	1887.0		1500.0	1504.0	1504.0	1011.0	869.0	869.0	2017
14	Science and technology	Science et technologie	patents	67	Patents	Grants of patents	SYB059	145	Western Asia	1	400	Jordan	JOR	1	37.13024774	30.65365973	Number	0					[1982,1996-1997,2000,2002-2017]: World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed February 2018.	[1982,1996-1997,2000,2002-2017]: Organisation mondiale de la propriété intellectuelle (OMPI), Genève, la base de données statistiques de l’OMPI, dernier accès fèvrier 2018.			128.0														32.0	44.0			71.0		29.0	47.0	60.0	55.0	60.0	63.0	21.0	51.0	64.0	40.0	48.0	48.0	115.0	83.0	121.0	119.0	119.0	2017
14	Science and technology	Science et technologie	patents	67	Patents	Grants of patents	SYB059	14	Eastern Africa	1	404	Kenya	KEN	1	37.86096816	0.534797278	Number	0					[1980-1989,1996-1999,2002-2017]: World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed February 2018.	[1980-1989,1996-1999,2002-2017]: Organisation mondiale de la propriété intellectuelle (OMPI), Genève, la base de données statistiques de l’OMPI, dernier accès fèvrier 2018.	97.0	75.0	76.0	100.0	122.0	98.0	107.0	108.0	56.0	65.0							13.0	35.0	20.0	17.0			7.0	20.0	15.0	48.0	29.0	17.0	42.0	87.0	54.0	59.0	76.0	71.0	53.0	24.0	26.0	43.0	43.0	2017
14	Science and technology	Science et technologie	patents	67	Patents	Grants of patents	SYB059	30	Eastern Asia	1	408	Democratic People's Republic of Korea	PRK	1	127.1803633	40.1462645	Number	0					[1986-1992,2005-2007,2009-2012]: World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed February 2018.	[1986-1992,2005-2007,2009-2012]: Organisation mondiale de la propriété intellectuelle (OMPI), Genève, la base de données statistiques de l’OMPI, dernier accès fèvrier 2018.							12.0	29.0	44.0	14.0	17.0	37.0	27.0													3583.0	4150.0	4301.0		6147.0	6290.0	6242.0	6550.0						6550.0	2012
14	Science and technology	Science et technologie	patents	67	Patents	Grants of patents	SYB059	30	Eastern Asia	1	410	Republic of Korea	KOR	1	127.8610254	36.45201023	Number	0					World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed February 2018.	Organisation mondiale de la propriété intellectuelle (OMPI), Genève, la base de données statistiques de l’OMPI, dernier accès fèvrier 2018.	1632.0	1808.0	2609.0	2433.0	2365.0	2268.0	1894.0	2330.0	2174.0	3972.0	7762.0	8691.0	10502.0	11446.0	11683.0	12512.0	16516.0	24579.0	52890.0	67051.0	34956.0	34675.0	45046.0	44178.0	49068.0	73512.0	120790.0	123705.0	83523.0	56732.0	68843.0	94720.0	113467.0	127330.0	129786.0	101873.0	108875.0	120662.0	120662.0	2017
14	Science and technology	Science et technologie	patents	67	Patents	Grants of patents	SYB059	145	Western Asia	1	414	Kuwait	KWT	1	47.49305029	29.53949468	Number	0																																														
14	Science and technology	Science et technologie	patents	67	Patents	Grants of patents	SYB059	143	Central Asia	1	417	Kyrgyzstan	KGZ	1	74.52324839	41.46204516	Number	0					[1994-2003,2007-2010,2012-2017]: World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed February 2018.	[1994-2003,2007-2010,2012-2017]: Organisation mondiale de la propriété intellectuelle (OMPI), Genève, la base de données statistiques de l’OMPI, dernier accès fèvrier 2018.															83.0	133.0	125.0	133.0	91.0	93.0	104.0	60.0	65.0	103.0				84.0	123.0	87.0	109.0		103.0	88.0	100.0	111.0	120.0	78.0	78.0	2017
14	Science and technology	Science et technologie	patents	67	Patents	Grants of patents	SYB059	35	South-eastern Asia	1	418	Lao People's Democratic Republic	LAO	1	101.9901968	20.27482773	Number	0																																														
