topicId	topicNameEN	topicNameFR	tableCode	tableId	tableName	seriesDesc	seriesCode	parentCode	parentName	countryProfile	refAreaCode	refAreaDesc	ISO3	UN_Member	X	Y	units	multiplier	baseYear	multiplierDesc	footnotesEN	footnotesFR	sourceEN	sourceFR	value_2000	value_2001	value_2002	value_2003	value_2004	value_2005	value_2006	value_2007	value_2008	value_2009	value_2010	value_2011	value_2012	value_2013	value_2014	value_2015	value_2016	value_2017	value_2018	value_2019	value_2020	value_latest_year	latest_year
2	Population and migration	Population et migration	pop	89	Population, density and surface area	Population density	SYB088	29	Caribbean	1	136	Cayman Islands	CYM	0	-81.16740559	19.32266656		0			[2017-2018]: Projected estimate (medium fertility variant).	[2017-2018]: Projection approximative (variante moyenne fécondité).	United Nations Population Division, New York, World Population Prospects: The 2019 Revision, last accessed June 2019.	Organisation des Nations Unies, Division de la population, New York, « World Population Prospects: The 2019 Revision », denier accès juin 2019.	173.6958	180.4833	186.4083	191.7833	197.0792	202.5917	208.4625	214.5125	220.525	226.1625	231.2792	235.7458	239.6792	243.2125	246.55	249.8458	253.1875	256.4958	259.7833	270.6167	266.2083	266.2083	2020
2	Population and migration	Population et migration	pop	89	Population, density and surface area	Population density	SYB088	17	Middle Africa	1	140	Central African Republic	CAF	1	20.93559492	7.003720791		0			[2020]: Projected estimate (medium fertility variant).	[2020]: Projection approximative (variante moyenne fécondité).	[2005,2010,2015,2017-2020]: United Nations Population Division, New York, World Population Prospects: The 2019 Revision, last accessed June 2019.	[2005,2010,2015,2017-2020]: Organisation des Nations Unies, Division de la population, New York, « World Population Prospects: The 2019 Revision », denier accès juin 2019.						6.4824					7.0416					7.2124		7.3775	7.4904	7.6169	7.7527	7.7527	2020
2	Population and migration	Population et migration	pop	89	Population, density and surface area	Population density	SYB088	34	Southern Asia	1	144	Sri Lanka	LKA	1	80.70489654	7.614693343		0			[2020]: Projected estimate (medium fertility variant).	[2020]: Projection approximative (variante moyenne fécondité).	[2005,2010,2015,2017-2020]: United Nations Population Division, New York, World Population Prospects: The 2019 Revision, last accessed June 2019.	[2005,2010,2015,2017-2020]: Organisation des Nations Unies, Division de la population, New York, « World Population Prospects: The 2019 Revision », denier accès juin 2019.						311.6726					323.1022					333.4082		336.9165	338.5228	340.0372	341.4647	341.4647	2020
2	Population and migration	Population et migration	pop	89	Population, density and surface area	Population density	SYB088	17	Middle Africa	1	148	Chad	TCD	1	18.66618401	15.36279341		0			[2020]: Projected estimate (medium fertility variant).	[2020]: Projection approximative (variante moyenne fécondité).	[2005,2010,2015,2017-2020]: United Nations Population Division, New York, World Population Prospects: The 2019 Revision, last accessed June 2019.	[2005,2010,2015,2017-2020]: Organisation des Nations Unies, Division de la population, New York, « World Population Prospects: The 2019 Revision », denier accès juin 2019.						8.0183					9.4918					11.2063		11.9256	12.2917	12.6643	13.0447	13.0447	2020
2	Population and migration	Population et migration	pop	89	Population, density and surface area	Population density	SYB088	5	South America	1	152	Chile	CHL	1	-71.23029019	-35.2652885		0			[2020]: Projected estimate (medium fertility variant).	[2020]: Projection approximative (variante moyenne fécondité).	[2005,2010,2015,2017-2020]: United Nations Population Division, New York, World Population Prospects: The 2019 Revision, last accessed June 2019.	[2005,2010,2015,2017-2020]: Organisation des Nations Unies, Division de la population, New York, « World Population Prospects: The 2019 Revision », denier accès juin 2019.						21.7647					22.948					24.1676		24.8415	25.1894	25.4892	25.71	25.71	2020
2	Population and migration	Population et migration	pop	89	Population, density and surface area	Population density	SYB088	30	Eastern Asia	1	156	China	CHN	1	104.1403375	32.30955217		0			[2005,2010,2015,2017-2020]: For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China. [2020]: Projected estimate (medium fertility variant).	[2005,2010,2015,2017-2020]: Pour la présentation des statistiques, les données pour la Chine ne comprennent pas la région administrative spéciale de Hong Kong (RAS de Hong Kong), la région administrative spéciale de Macao (RAS de Macao) et la province chinoise de Taïwan. [2020]: Projection approximative (variante moyenne fécondité).	[2005,2010,2015,2017-2020]: United Nations Population Division, New York, World Population Prospects: The 2019 Revision, last accessed June 2019.	[2005,2010,2015,2017-2020]: Organisation des Nations Unies, Division de la population, New York, « World Population Prospects: The 2019 Revision », denier accès juin 2019.						141.7497					145.801					149.8526		151.3624	152.0681	152.7217	153.3118	153.3118	2020
2	Population and migration	Population et migration	pop	89	Population, density and surface area	Population density	SYB088	5	South America	1	170	Colombia	COL	1	-73.07446751	3.888209046		0			[2020]: Projected estimate (medium fertility variant).	[2020]: Projection approximative (variante moyenne fécondité).	[2005,2010,2015,2017-2020]: United Nations Population Division, New York, World Population Prospects: The 2019 Revision, last accessed June 2019.	[2005,2010,2015,2017-2020]: Organisation des Nations Unies, Division de la population, New York, « World Population Prospects: The 2019 Revision », denier accès juin 2019.						38.4387					40.7595					42.8307		44.0828	44.7598	45.3713	45.8611	45.8611	2020
2	Population and migration	Population et migration	pop	89	Population, density and surface area	Population density	SYB088	14	Eastern Africa	1	174	Comoros	COM	1	43.34234565	-11.66121732		0			[2020]: Projected estimate (medium fertility variant).	[2020]: Projection approximative (variante moyenne fécondité).	[2005,2010,2015,2017-2020]: United Nations Population Division, New York, World Population Prospects: The 2019 Revision, last accessed June 2019.	[2005,2010,2015,2017-2020]: Organisation des Nations Unies, Division de la population, New York, « World Population Prospects: The 2019 Revision », denier accès juin 2019.						328.655					370.6029					417.7453		437.3412	447.2445	457.2198	467.2762	467.2762	2020
2	Population and migration	Population et migration	pop	89	Population, density and surface area	Population density	SYB088	14	Eastern Africa	1	175	Mayotte	MYT	0	45.14015057	-12.82217691		0			[2020]: Projected estimate (medium fertility variant).	[2020]: Projection approximative (variante moyenne fécondité).	[2005,2010,2015,2017-2020]: United Nations Population Division, New York, World Population Prospects: The 2019 Revision, last accessed June 2019.	[2005,2010,2015,2017-2020]: Organisation des Nations Unies, Division de la population, New York, « World Population Prospects: The 2019 Revision », denier accès juin 2019.						474.928					556.5813					640.0533		674.552	692.0827	709.7333	727.5067	727.5067	2020
2	Population and migration	Population et migration	pop	89	Population, density and surface area	Population density	SYB088	17	Middle Africa	1	178	Congo	COG	1	15.22052612	-0.840544119		0			[2020]: Projected estimate (medium fertility variant).	[2020]: Projection approximative (variante moyenne fécondité).	[2005,2010,2015,2017-2020]: United Nations Population Division, New York, World Population Prospects: The 2019 Revision, last accessed June 2019.	[2005,2010,2015,2017-2020]: Organisation des Nations Unies, Division de la population, New York, « World Population Prospects: The 2019 Revision », denier accès juin 2019.						10.6084					12.5146					14.2199		14.9654	15.3568	15.7555	16.1584	16.1584	2020
2	Population and migration	Population et migration	pop	89	Population, density and surface area	Population density	SYB088	17	Middle Africa	1	180	Democratic Republic of the Congo	COD	1	23.65496507	-2.877154732		0			[2020]: Projected estimate (medium fertility variant).	[2020]: Projection approximative (variante moyenne fécondité).	[2005,2010,2015,2017-2020]: United Nations Population Division, New York, World Population Prospects: The 2019 Revision, last accessed June 2019.	[2005,2010,2015,2017-2020]: Organisation des Nations Unies, Division de la population, New York, « World Population Prospects: The 2019 Revision », denier accès juin 2019.						24.1662					28.4792					33.6316		35.9051	37.0826	38.2835	39.5057	39.5057	2020
2	Population and migration	Population et migration	pop	89	Population, density and surface area	Population density	SYB088	61	Polynesia	1	184	Cook Islands	COK	0	-159.7711391	-21.22696458		0			[2016-2018]: Projected estimate (medium fertility variant).	[2016-2018]: Projection approximative (variante moyenne fécondité).	United Nations Population Division, New York, World Population Prospects: The 2019 Revision, last accessed June 2019.	Organisation des Nations Unies, Division de la population, New York, « World Population Prospects: The 2019 Revision », denier accès juin 2019.	75.5083	76.3417	77.925	79.7833	81.3417	82.125	82.0667	81.2958	80.05	78.6167	77.2708	76.0708	74.9833	74.0292	73.2833	72.7042	72.4125	72.4167	72.5458	73.1167	72.9792	72.9792	2020
2	Population and migration	Population et migration	pop	89	Population, density and surface area	Population density	SYB088	13	Central America	1	188	Costa Rica	CRI	1	-84.19712782	9.970998683		0			[2020]: Projected estimate (medium fertility variant).	[2020]: Projection approximative (variante moyenne fécondité).	[2005,2010,2015,2017-2020]: United Nations Population Division, New York, World Population Prospects: The 2019 Revision, last accessed June 2019.	[2005,2010,2015,2017-2020]: Organisation des Nations Unies, Division de la population, New York, « World Population Prospects: The 2019 Revision », denier accès juin 2019.						83.9307					89.647					94.9433		96.9439	97.9131	98.8555	99.7673	99.7673	2020
2	Population and migration	Population et migration	pop	89	Population, density and surface area	Population density	SYB088	39	Southern Europe	1	191	Croatia	HRV	1	17.95874553	45.45172212		0			[2020]: Projected estimate (medium fertility variant).	[2020]: Projection approximative (variante moyenne fécondité).	[2005,2010,2015,2017-2020]: United Nations Population Division, New York, World Population Prospects: The 2019 Revision, last accessed June 2019.	[2005,2010,2015,2017-2020]: Organisation des Nations Unies, Division de la population, New York, « World Population Prospects: The 2019 Revision », denier accès juin 2019.						78.2355					77.3439					75.6411		74.7473	74.2746	73.8081	73.3607	73.3607	2020
2	Population and migration	Population et migration	pop	89	Population, density and surface area	Population density	SYB088	29	Caribbean	1	192	Cuba	CUB	1	-79.54460144	22.10030366		0			[2020]: Projected estimate (medium fertility variant).	[2020]: Projection approximative (variante moyenne fécondité).	[2005,2010,2015,2017-2020]: United Nations Population Division, New York, World Population Prospects: The 2019 Revision, last accessed June 2019.	[2005,2010,2015,2017-2020]: Organisation des Nations Unies, Division de la population, New York, « World Population Prospects: The 2019 Revision », denier accès juin 2019.						105.8022					105.4663					106.3959		106.5319	106.5214	106.4777	106.4132	106.4132	2020
2	Population and migration	Population et migration	pop	89	Population, density and surface area	Population density	SYB088	145	Western Asia	1	196	Cyprus	CYP	1	33.22285964	35.05659437		0			[2005,2010,2015,2017-2020]: Refers to the whole country. [2020]: Projected estimate (medium fertility variant).	[2005,2010,2015,2017-2020]: Ensemble du pays. [2020]: Projection approximative (variante moyenne fécondité).	[2005,2010,2015,2017-2020]: United Nations Population Division, New York, World Population Prospects: The 2019 Revision, last accessed June 2019.	[2005,2010,2015,2017-2020]: Organisation des Nations Unies, Division de la population, New York, « World Population Prospects: The 2019 Revision », denier accès juin 2019.						111.2188					120.4126					125.6477		127.6708	128.7083	129.7159	130.6666	130.6666	2020
2	Population and migration	Population et migration	pop	89	Population, density and surface area	Population density	SYB088	151	Eastern Europe	1	203	Czechia	CZE	1	15.33151382	49.73913871		0			[2020]: Projected estimate (medium fertility variant).	[2020]: Projection approximative (variante moyenne fécondité).	[2005,2010,2015,2017-2020]: United Nations Population Division, New York, World Population Prospects: The 2019 Revision, last accessed June 2019.	[2005,2010,2015,2017-2020]: Organisation des Nations Unies, Division de la population, New York, « World Population Prospects: The 2019 Revision », denier accès juin 2019.						132.809					136.4127					137.2527		137.7658	138.0849	138.3896	138.6455	138.6455	2020
2	Population and migration	Population et migration	pop	89	Population, density and surface area	Population density	SYB088	11	Western Africa	1	204	Benin	BEN	1	2.339933594	9.65401646		0			[2020]: Projected estimate (medium fertility variant).	[2020]: Projection approximative (variante moyenne fécondité).	[2005,2010,2015,2017-2020]: United Nations Population Division, New York, World Population Prospects: The 2019 Revision, last accessed June 2019.	[2005,2010,2015,2017-2020]: Organisation des Nations Unies, Division de la population, New York, « World Population Prospects: The 2019 Revision », denier accès juin 2019.						70.7895					81.5826					93.7917		99.106	101.8539	104.6572	107.5133	107.5133	2020
2	Population and migration	Population et migration	pop	89	Population, density and surface area	Population density	SYB088	154	Northern Europe	1	208	Denmark	DNK	1	9.326571283	56.03829721		0			[2020]: Projected estimate (medium fertility variant).	[2020]: Projection approximative (variante moyenne fécondité).	[2005,2010,2015,2017-2020]: United Nations Population Division, New York, World Population Prospects: The 2019 Revision, last accessed June 2019.	[2005,2010,2015,2017-2020]: Organisation des Nations Unies, Division de la population, New York, « World Population Prospects: The 2019 Revision », denier accès juin 2019.						127.7799					130.9178					134.0725		135.0996	135.5674	136.0329	136.5119	136.5119	2020
2	Population and migration	Population et migration	pop	89	Population, density and surface area	Population density	SYB088	29	Caribbean	1	212	Dominica	DMA	1	-61.3493756	15.43391378		0			[2017-2018]: Projected estimate (medium fertility variant).	[2017-2018]: Projection approximative (variante moyenne fécondité).	United Nations Population Division, New York, World Population Prospects: The 2019 Revision, last accessed June 2019.	Organisation des Nations Unies, Division de la population, New York, « World Population Prospects: The 2019 Revision », denier accès juin 2019.	92.9013	92.8933	93.0987	93.4573	93.8387	94.1693	94.4093	94.6	94.7653	94.972	95.2533	95.624	96.0587	96.5333	97.0373	97.5493	98.0573	98.5667	99.0773	95.744	100.0693	100.0693	2020
2	Population and migration	Population et migration	pop	89	Population, density and surface area	Population density	SYB088	29	Caribbean	1	214	Dominican Republic	DOM	1	-70.49847576	18.89832088		0			[2020]: Projected estimate (medium fertility variant).	[2020]: Projection approximative (variante moyenne fécondité).	[2005,2010,2015,2017-2020]: United Nations Population Division, New York, World Population Prospects: The 2019 Revision, last accessed June 2019.	[2005,2010,2015,2017-2020]: Organisation des Nations Unies, Division de la population, New York, « World Population Prospects: The 2019 Revision », denier accès juin 2019.						188.271					200.6441					212.7831		217.5725	219.9326	222.2466	224.5014	224.5014	2020
2	Population and migration	Population et migration	pop	89	Population, density and surface area	Population density	SYB088	5	South America	1	218	Ecuador	ECU	1	-78.37005241	-1.447785891		0			[2020]: Projected estimate (medium fertility variant).	[2020]: Projection approximative (variante moyenne fécondité).	[2005,2010,2015,2017-2020]: United Nations Population Division, New York, World Population Prospects: The 2019 Revision, last accessed June 2019.	[2005,2010,2015,2017-2020]: Organisation des Nations Unies, Division de la population, New York, « World Population Prospects: The 2019 Revision », denier accès juin 2019.						55.6686					60.441					65.2763		67.5848	68.7887	69.9535	71.0382	71.0382	2020
2	Population and migration	Population et migration	pop	89	Population, density and surface area	Population density	SYB088	13	Central America	1	222	El Salvador	SLV	1	-88.86862995	13.73603564		0			[2020]: Projected estimate (medium fertility variant).	[2020]: Projection approximative (variante moyenne fécondité).	[2005,2010,2015,2017-2020]: United Nations Population Division, New York, World Population Prospects: The 2019 Revision, last accessed June 2019.	[2005,2010,2015,2017-2020]: Organisation des Nations Unies, Division de la population, New York, « World Population Prospects: The 2019 Revision », denier accès juin 2019.						292.0909					298.4496					305.2666		308.3072	309.8816	311.4649	313.0408	313.0408	2020
2	Population and migration	Population et migration	pop	89	Population, density and surface area	Population density	SYB088	17	Middle Africa	1	226	Equatorial Guinea	GNQ	1	10.46535826	1.565792376		0			[2020]: Projected estimate (medium fertility variant).	[2020]: Projection approximative (variante moyenne fécondité).	[2005,2010,2015,2017-2020]: United Nations Population Division, New York, World Population Prospects: The 2019 Revision, last accessed June 2019.	[2005,2010,2015,2017-2020]: Organisation des Nations Unies, Division de la population, New York, « World Population Prospects: The 2019 Revision », denier accès juin 2019.						26.7214					33.6413					41.6602		44.9912	46.6658	48.3417	50.0173	50.0173	2020
2	Population and migration	Population et migration	pop	89	Population, density and surface area	Population density	SYB088	14	Eastern Africa	1	231	Ethiopia	ETH	1	39.63505296	8.631223181		0			[2020]: Projected estimate (medium fertility variant).	[2020]: Projection approximative (variante moyenne fécondité).	[2005,2010,2015,2017-2020]: United Nations Population Division, New York, World Population Prospects: The 2019 Revision, last accessed June 2019.	[2005,2010,2015,2017-2020]: Organisation des Nations Unies, Division de la population, New York, « World Population Prospects: The 2019 Revision », denier accès juin 2019.						76.3463					87.64					100.8355		106.3999	109.2244	112.0787	114.9636	114.9636	2020
2	Population and migration	Population et migration	pop	89	Population, density and surface area	Population density	SYB088	14	Eastern Africa	1	232	Eritrea	ERI	1	38.11074289	16.12894644		0			[2020]: Projected estimate (medium fertility variant).	[2020]: Projection approximative (variante moyenne fécondité).	[2005,2010,2015,2017-2020]: United Nations Population Division, New York, World Population Prospects: The 2019 Revision, last accessed June 2019.	[2005,2010,2015,2017-2020]: Organisation des Nations Unies, Division de la population, New York, « World Population Prospects: The 2019 Revision », denier accès juin 2019.						27.9867					31.3904					33.0972		33.791	34.186	34.6249	35.1131	35.1131	2020
2	Population and migration	Population et migration	pop	89	Population, density and surface area	Population density	SYB088	154	Northern Europe	1	233	Estonia	EST	1	25.84093481	58.68487172		0			[2020]: Projected estimate (medium fertility variant).	[2020]: Projection approximative (variante moyenne fécondité).	[2005,2010,2015,2017-2020]: United Nations Population Division, New York, World Population Prospects: The 2019 Revision, last accessed June 2019.	[2005,2010,2015,2017-2020]: Organisation des Nations Unies, Division de la population, New York, « World Population Prospects: The 2019 Revision », denier accès juin 2019.						31.9804					31.4249					31.0291		31.125	31.2083	31.2727	31.2936	31.2936	2020
2	Population and migration	Population et migration	pop	89	Population, density and surface area	Population density	SYB088	154	Northern Europe	1	234	Faroe Islands	FRO	0	-7.122044325	62.21228119		0			[2017-2018]: Projected estimate (medium fertility variant).	[2017-2018]: Projection approximative (variante moyenne fécondité).	United Nations Population Division, New York, World Population Prospects: The 2019 Revision, last accessed June 2019.	Organisation des Nations Unies, Division de la population, New York, « World Population Prospects: The 2019 Revision », denier accès juin 2019.	33.8524	34.0444	34.2185	34.3653	34.4864	34.5881	34.6583	34.7049	34.7314	34.7543	34.7779	34.8195	34.861	34.9191	34.9871	35.0752	35.1841	35.308	35.4506	34.8696	35.7421	35.7421	2020
2	Population and migration	Population et migration	pop	89	Population, density and surface area	Population density	SYB088	5	South America	1	238	Falkland Islands (Malvinas)	FLK	0	-58.75246778	-51.74562601		0			A dispute exists between the Governments of Argentina and the United Kingdom of Great Britain and Northern Ireland concerning sovereignty over the Falkland Islands (Malvinas). [2017-2018]: Projected estimate (medium fertility variant).	La souveraineté sur les îles Falkland (Malvinas) fait l'objet d'un différend entre le Gouvernement argentin et le Gouvernement du Royaume-Uni de Grande-Bretagne et d'Irlande du Nord. [2017-2018]: Projection approximative (variante moyenne fécondité).	United Nations Population Division, New York, World Population Prospects: The 2019 Revision, last accessed June 2019.	Organisation des Nations Unies, Division de la population, New York, « World Population Prospects: The 2019 Revision », denier accès juin 2019.	0.2368	0.2403	0.2422	0.24250000000000002	0.2427	0.24150000000000002	0.24000000000000002	0.2389	0.2371	0.2356	0.2343	0.23470000000000002	0.2348	0.2358	0.23720000000000002	0.2381	0.2391	0.2391	0.2401	0.2775	0.2403	0.2403	2020
2	Population and migration	Population et migration	pop	89	Population, density and surface area	Population density	SYB088	54	Melanesia	1	242	Fiji	FJI	1	177.9660884	-17.83301566		0			[2020]: Projected estimate (medium fertility variant).	[2020]: Projection approximative (variante moyenne fécondité).	[2005,2010,2015,2017-2020]: United Nations Population Division, New York, World Population Prospects: The 2019 Revision, last accessed June 2019.	[2005,2010,2015,2017-2020]: Organisation des Nations Unies, Division de la population, New York, « World Population Prospects: The 2019 Revision », denier accès juin 2019.						44.9701					47.0617					47.5439		48.0273	48.357	48.7112	49.0665	49.0665	2020
2	Population and migration	Population et migration	pop	89	Population, density and surface area	Population density	SYB088	154	Northern Europe	1	246	Finland	FIN	1	23.308447	61.91586738		0			[2005,2010,2015,2017-2020]: Including Åland Islands. [2020]: Projected estimate (medium fertility variant).	[2005,2010,2015,2017-2020]: Y compris les Îles d'Åland. [2020]: Projection approximative (variante moyenne fécondité).	[2005,2010,2015,2017-2020]: United Nations Population Division, New York, World Population Prospects: The 2019 Revision, last accessed June 2019.	[2005,2010,2015,2017-2020]: Organisation des Nations Unies, Division de la population, New York, « World Population Prospects: The 2019 Revision », denier accès juin 2019.						17.3054					17.657					18.0365		18.1361	18.1729	18.2045	18.2326	18.2326	2020
2	Population and migration	Population et migration	pop	89	Population, density and surface area	Population density	SYB088	155	Western Europe	1	250	France	FRA	1	2.457288129	46.62660861		0			[2020]: Projected estimate (medium fertility variant).	[2020]: Projection approximative (variante moyenne fécondité).	[2005,2010,2015,2017-2020]: United Nations Population Division, New York, World Population Prospects: The 2019 Revision, last accessed June 2019.	[2005,2010,2015,2017-2020]: Organisation des Nations Unies, Division de la population, New York, « World Population Prospects: The 2019 Revision », denier accès juin 2019.						111.6233					114.8365					117.7105		118.4215	118.6918	118.946	119.2086	119.2086	2020
2	Population and migration	Population et migration	pop	89	Population, density and surface area	Population density	SYB088	5	South America	1	254	French Guiana	GUF	0	-53.23619089	3.922673437		0			[2020]: Projected estimate (medium fertility variant).	[2020]: Projection approximative (variante moyenne fécondité).	[2005,2010,2015,2017-2020]: United Nations Population Division, New York, World Population Prospects: The 2019 Revision, last accessed June 2019.	[2005,2010,2015,2017-2020]: Organisation des Nations Unies, Division de la population, New York, « World Population Prospects: The 2019 Revision », denier accès juin 2019.						2.4692					2.8346					3.1752		3.3478	3.4421	3.5381	3.6336	3.6336	2020
2	Population and migration	Population et migration	pop	89	Population, density and surface area	Population density	SYB088	61	Polynesia	1	258	French Polynesia	PYF	0	-149.4052367	-17.67709294		0			[2020]: Projected estimate (medium fertility variant).	[2020]: Projection approximative (variante moyenne fécondité).	[2005,2010,2015,2017-2020]: United Nations Population Division, New York, World Population Prospects: The 2019 Revision, last accessed June 2019.	[2005,2010,2015,2017-2020]: Organisation des Nations Unies, Division de la population, New York, « World Population Prospects: The 2019 Revision », denier accès juin 2019.						70.7049					72.8019					74.624		75.4377	75.8686	76.3079	76.7508	76.7508	2020
2	Population and migration	Population et migration	pop	89	Population, density and surface area	Population density	SYB088	14	Eastern Africa	1	262	Djibouti	DJI	1	42.18274707	11.56004161		0			[2020]: Projected estimate (medium fertility variant).	[2020]: Projection approximative (variante moyenne fécondité).	[2005,2010,2015,2017-2020]: United Nations Population Division, New York, World Population Prospects: The 2019 Revision, last accessed June 2019.	[2005,2010,2015,2017-2020]: Organisation des Nations Unies, Division de la population, New York, « World Population Prospects: The 2019 Revision », denier accès juin 2019.						33.7901					36.2467					39.4302		40.729	41.3686	42.0	42.623	42.623	2020
2	Population and migration	Population et migration	pop	89	Population, density and surface area	Population density	SYB088	17	Middle Africa	1	266	Gabon	GAB	1	11.78727747	-0.60687619		0			[2020]: Projected estimate (medium fertility variant).	[2020]: Projection approximative (variante moyenne fécondité).	[2005,2010,2015,2017-2020]: United Nations Population Division, New York, World Population Prospects: The 2019 Revision, last accessed June 2019.	[2005,2010,2015,2017-2020]: Organisation des Nations Unies, Division de la population, New York, « World Population Prospects: The 2019 Revision », denier accès juin 2019.						5.3966					6.3032					7.5588		8.0134	8.2248	8.4316	8.6379	8.6379	2020
2	Population and migration	Population et migration	pop	89	Population, density and surface area	Population density	SYB088	145	Western Asia	1	268	Georgia	GEO	1	43.3713615	42.04813028		0			[2005,2010,2015,2017-2020]: Including Abkhazia and South Ossetia. [2020]: Projected estimate (medium fertility variant).	[2005,2010,2015,2017-2020]: Y compris l'Abkhazie et l’Ossétie du Sud. [2020]: Projection approximative (variante moyenne fécondité).	[2005,2010,2015,2017-2020]: United Nations Population Division, New York, World Population Prospects: The 2019 Revision, last accessed June 2019.	[2005,2010,2015,2017-2020]: Organisation des Nations Unies, Division de la population, New York, « World Population Prospects: The 2019 Revision », denier accès juin 2019.						60.5867					58.9883					57.9102		57.6877	57.6046	57.5157	57.4063	57.4063	2020
2	Population and migration	Population et migration	pop	89	Population, density and surface area	Population density	SYB088	11	Western Africa	1	270	Gambia	GMB	1	-15.39944785	13.45295927		0			[2020]: Projected estimate (medium fertility variant).	[2020]: Projection approximative (variante moyenne fécondité).	[2005,2010,2015,2017-2020]: United Nations Population Division, New York, World Population Prospects: The 2019 Revision, last accessed June 2019.	[2005,2010,2015,2017-2020]: Organisation des Nations Unies, Division de la population, New York, « World Population Prospects: The 2019 Revision », denier accès juin 2019.						152.5436					177.1933					206.1126		218.7637	225.3057	231.9868	238.8012	238.8012	2020
2	Population and migration	Population et migration	pop	89	Population, density and surface area	Population density	SYB088	145	Western Asia	1	275	State of Palestine	PSE	0	35.25694122	31.94347933		0			[2005,2010,2015,2017-2020]: Including East Jerusalem. [2020]: Projected estimate (medium fertility variant).	[2005,2010,2015,2017-2020]: Y compris Jérusalem-Est. [2020]: Projection approximative (variante moyenne fécondité).	[2005,2010,2015,2017-2020]: United Nations Population Division, New York, World Population Prospects: The 2019 Revision, last accessed June 2019.	[2005,2010,2015,2017-2020]: Organisation des Nations Unies, Division de la population, New York, « World Population Prospects: The 2019 Revision », denier accès juin 2019.						594.3457					673.6929					752.3532		788.5759	807.8038	827.4784	847.411	847.411	2020
2	Population and migration	Population et migration	pop	89	Population, density and surface area	Population density	SYB088	155	Western Europe	1	276	Germany	DEU	1	10.3806066	51.08862743		0			[2020]: Projected estimate (medium fertility variant).	[2020]: Projection approximative (variante moyenne fécondité).	[2005,2010,2015,2017-2020]: United Nations Population Division, New York, World Population Prospects: The 2019 Revision, last accessed June 2019.	[2005,2010,2015,2017-2020]: Organisation des Nations Unies, Division de la population, New York, « World Population Prospects: The 2019 Revision », denier accès juin 2019.						234.1139					231.8883					234.6437		237.1426	238.4795	239.6059	240.3716	240.3716	2020
2	Population and migration	Population et migration	pop	89	Population, density and surface area	Population density	SYB088	11	Western Africa	1	288	Ghana	GHA	1	-1.205623522	7.964825185		0			[2020]: Projected estimate (medium fertility variant).	[2020]: Projection approximative (variante moyenne fécondité).	[2005,2010,2015,2017-2020]: United Nations Population Division, New York, World Population Prospects: The 2019 Revision, last accessed June 2019.	[2005,2010,2015,2017-2020]: Organisation des Nations Unies, Division de la population, New York, « World Population Prospects: The 2019 Revision », denier accès juin 2019.						95.8717					108.9023					122.3926		127.9839	130.8214	133.6814	136.5603	136.5603	2020
2	Population and migration	Population et migration	pop	89	Population, density and surface area	Population density	SYB088	39	Southern Europe	1	292	Gibraltar	GIB	0	-5.347561686	36.13895036		0			[2017-2018]: Projected estimate (medium fertility variant).	[2017-2018]: Projection approximative (variante moyenne fécondité).	United Nations Population Division, New York, World Population Prospects: The 2019 Revision, last accessed June 2019.	Organisation des Nations Unies, Division de la population, New York, « World Population Prospects: The 2019 Revision », denier accès juin 2019.	3118.0	3137.4	3154.4	3172.0	3189.6	3208.5	3229.6	3251.0	3273.2	3295.6	3318.9	3340.5	3362.3	3383.1	3403.8	3422.8	3440.8	3457.1	3473.3	3370.1	3500.0	3500.0	2020
2	Population and migration	Population et migration	pop	89	Population, density and surface area	Population density	SYB088	57	Micronesia	1	296	Kiribati	KIR	1	-157.5643005	1.768837732		0			[2020]: Projected estimate (medium fertility variant).	[2020]: Projection approximative (variante moyenne fécondité).	[2005,2010,2015,2017-2020]: United Nations Population Division, New York, World Population Prospects: The 2019 Revision, last accessed June 2019.	[2005,2010,2015,2017-2020]: Organisation des Nations Unies, Division de la population, New York, « World Population Prospects: The 2019 Revision », denier accès juin 2019.						113.9815					127.0704					136.9506		140.9358	143.021	145.1926	147.4679	147.4679	2020
2	Population and migration	Population et migration	pop	89	Population, density and surface area	Population density	SYB088	39	Southern Europe	1	300	Greece	GRC	1	22.58307827	39.47301873		0			[2020]: Projected estimate (medium fertility variant).	[2020]: Projection approximative (variante moyenne fécondité).	[2005,2010,2015,2017-2020]: United Nations Population Division, New York, World Population Prospects: The 2019 Revision, last accessed June 2019.	[2005,2010,2015,2017-2020]: Organisation des Nations Unies, Division de la population, New York, « World Population Prospects: The 2019 Revision », denier accès juin 2019.						87.0814					84.4658					82.6978		81.9973	81.6311	81.2526	80.8616	80.8616	2020
