topicId	topicNameEN	topicNameFR	tableCode	tableId	tableName	seriesDesc	seriesCode	parentCode	parentName	countryProfile	refAreaCode	refAreaDesc	ISO3	UN_Member	X	Y	units	multiplier	baseYear	multiplierDesc	footnotesEN	footnotesFR	sourceEN	sourceFR	value_2003	value_2004	value_2005	value_2006	value_2007	value_2008	value_2009	value_2010	value_2011	value_2012	value_2013	value_2014	value_2015	value_2016	value_latest_year	latest_year
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	National kidnapping rate	SYB100	34	Southern Asia	1	4	Afghanistan	AFG	1	66.02688198	33.83160199	Incidents per 100,000 population	0																						
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	National kidnapping rate	SYB100	39	Southern Europe	1	8	Albania	ALB	1	20.06660928	41.13897007	Incidents per 100,000 population	0					[2006-2016]: United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019.	[2006-2016]: Office des Nations Unies contre la drogue et le crime (ONUDC), Vienne, base de données statistiques de l’ONUDC, dernier accès mars 2019.				0.42560000000000003	0.4299	0.33430000000000004	0.1688	0.30610000000000004	0.0683	0.0685	0.1713	0.0685	0.2737	0.13670000000000002	0.13670000000000002	2016
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	National kidnapping rate	SYB100	15	Northern Africa	1	12	Algeria	DZA	1	2.678164227	28.15940032	Incidents per 100,000 population	0					[2003-2015]: United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019.	[2003-2015]: Office des Nations Unies contre la drogue et le crime (ONUDC), Vienne, base de données statistiques de l’ONUDC, dernier accès mars 2019.	0.6789000000000001	0.45380000000000004	0.3034	0.8941	0.7026	0.5881000000000001	0.5837	0.49010000000000004	0.45630000000000004	0.2822	0.5817	0.859	1.2967		1.2967	2015
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	National kidnapping rate	SYB100	61	Polynesia	1	16	American Samoa	ASM	0	-170.7187269	-14.30587306	Incidents per 100,000 population	0																						
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	National kidnapping rate	SYB100	39	Southern Europe	1	20	Andorra	AND	1	1.576257417	42.54548611	Incidents per 100,000 population	0					[2014]: United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019.	[2014]: Office des Nations Unies contre la drogue et le crime (ONUDC), Vienne, base de données statistiques de l’ONUDC, dernier accès mars 2019.												1.2623			1.2623	2014
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	National kidnapping rate	SYB100	17	Middle Africa	1	24	Angola	AGO	1	17.57817062	-12.33724746	Incidents per 100,000 population	0																						
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	National kidnapping rate	SYB100	29	Caribbean	1	28	Antigua and Barbuda	ATG	1	-61.7999755	17.07761471	Incidents per 100,000 population	0																						
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	National kidnapping rate	SYB100	145	Western Asia	1	31	Azerbaijan	AZE	1	50.01064725	40.39229544	Incidents per 100,000 population	0					[2003-2014,2016]: United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019.	[2003-2014,2016]: Office des Nations Unies contre la drogue et le crime (ONUDC), Vienne, base de données statistiques de l’ONUDC, dernier accès mars 2019.	0.33490000000000003	0.2722	0.3396	0.24330000000000002	0.21780000000000002	0.2267	0.1008	0.0332	0.0	0.0108	0.0959	0.042100000000000005		0.0618	0.0618	2016
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	National kidnapping rate	SYB100	5	South America	1	32	Argentina	ARG	1	-65.14563274	-35.19446255	Incidents per 100,000 population	0																						
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	National kidnapping rate	SYB100	53	Oceania	1	36	Australia	AUS	1	134.3499412	-25.57717202	Incidents per 100,000 population	0					[2010-2016]: United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019.	[2010-2016]: Office des Nations Unies contre la drogue et le crime (ONUDC), Vienne, base de données statistiques de l’ONUDC, dernier accès mars 2019.								2.7622	3.0071	2.7956000000000003	2.5658000000000003	2.343	2.2353	2.2306	2.2306	2016
