topicId	topicNameEN	topicNameFR	tableCode	tableId	tableName	seriesDesc	seriesCode	parentCode	parentName	countryProfile	refAreaCode	refAreaDesc	ISO3	UN_Member	X	Y	units	multiplier	baseYear	multiplierDesc	footnotesEN	footnotesFR	sourceEN	sourceFR	value_2003	value_2004	value_2005	value_2006	value_2007	value_2008	value_2009	value_2010	value_2011	value_2012	value_2013	value_2014	value_2015	value_2016	value_latest_year	latest_year
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	National kidnapping rate	SYB100	155	Western Europe	1	40	Austria	AUT	1	14.14172472	47.58704857	Incidents per 100,000 population	0					[2004-2016]: United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019.	[2004-2016]: Office des Nations Unies contre la drogue et le crime (ONUDC), Vienne, base de données statistiques de l’ONUDC, dernier accès mars 2019.		0.036500000000000005	0.0606	0.0483	0.060200000000000004	0.13190000000000002	0.0597	0.10700000000000001	0.0591	0.1291	0.0466	0.011600000000000001	0.0346	0.023	0.023	2016
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	National kidnapping rate	SYB100	29	Caribbean	1	44	Bahamas	BHS	1	-78.05111663	24.69546597	Incidents per 100,000 population	0					[2005-2012]: United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019.	[2005-2012]: Office des Nations Unies contre la drogue et le crime (ONUDC), Vienne, base de données statistiques de l’ONUDC, dernier accès mars 2019.			7.2893	8.0398	9.0556	10.038	7.6087	4.9885	7.0928	7.5261					7.5261	2012
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	National kidnapping rate	SYB100	145	Western Asia	1	48	Bahrain	BHR	1	50.5490754	26.04407747	Incidents per 100,000 population	0					[2003-2007]: United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019.	[2003-2007]: Office des Nations Unies contre la drogue et le crime (ONUDC), Vienne, base de données statistiques de l’ONUDC, dernier accès mars 2019.	0.6421	2.1691	1.3496000000000001	2.1911	0.0										0.0	2007
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	National kidnapping rate	SYB100	34	Southern Asia	1	50	Bangladesh	BGD	1	89.17660788	22.86961622	Incidents per 100,000 population	0					[2005-2006]: United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019.	[2005-2006]: Office des Nations Unies contre la drogue et le crime (ONUDC), Vienne, base de données statistiques de l’ONUDC, dernier accès mars 2019.			0.9085000000000001	0.7698											0.7698	2006
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	National kidnapping rate	SYB100	145	Western Asia	1	51	Armenia	ARM	1	44.93839317	40.29499741	Incidents per 100,000 population	0					[2004-2016]: United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019.	[2004-2016]: Office des Nations Unies contre la drogue et le crime (ONUDC), Vienne, base de données statistiques de l’ONUDC, dernier accès mars 2019.		0.7665000000000001	0.7379	0.8788	0.8864000000000001	0.9284	1.177	1.3554	1.1824	1.3186	1.6934	1.514	1.9884	1.7458	1.7458	2016
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	National kidnapping rate	SYB100	29	Caribbean	1	52	Barbados	BRB	1	-59.5346489	13.13648273	Incidents per 100,000 population	0					[2004-2016]: United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019.	[2004-2016]: Office des Nations Unies contre la drogue et le crime (ONUDC), Vienne, base de données statistiques de l’ONUDC, dernier accès mars 2019.		4.3941	8.3939	5.0902	6.1561	4.3271	6.4639	4.2923	4.6329	3.1962	2.8318000000000003	1.0586	4.9258	3.8613	3.8613	2016
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	National kidnapping rate	SYB100	155	Western Europe	1	56	Belgium	BEL	1	4.660976456	50.64104975	Incidents per 100,000 population	0					[2003-2015]: United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019.	[2003-2015]: Office des Nations Unies contre la drogue et le crime (ONUDC), Vienne, base de données statistiques de l’ONUDC, dernier accès mars 2019.	9.6266	10.1716	8.7135	8.6162	8.9551	9.3978	9.9445	10.2571	10.8417	10.6915	10.4291	10.2147	10.1259		10.1259	2015
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	National kidnapping rate	SYB100	21	Northern America	1	60	Bermuda	BMU	0	-64.78155012	32.27881922	Incidents per 100,000 population	0					[2003-2004,2009-2015]: United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019.	[2003-2004,2009-2015]: Office des Nations Unies contre la drogue et le crime (ONUDC), Vienne, base de données statistiques de l’ONUDC, dernier accès mars 2019.	4.6246	3.0738					3.1103	1.5636	4.7184	6.3312	6.3724	1.603	1.6128		1.6128	2015
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	National kidnapping rate	SYB100	34	Southern Asia	1	64	Bhutan	BTN	1	90.45098484	27.39598568	Incidents per 100,000 population	0					[2009-2014]: United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019.	[2009-2014]: Office des Nations Unies contre la drogue et le crime (ONUDC), Vienne, base de données statistiques de l’ONUDC, dernier accès mars 2019.							0.27990000000000004	0.1374	0.0	0.2656	0.1307	0.7727			0.7727	2014
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	National kidnapping rate	SYB100	5	South America	1	68	Bolivia (Plurinational State of)	BOL	1	-64.66224284	-16.71273412	Incidents per 100,000 population	0					[2005-2016]: United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019.	[2005-2016]: Office des Nations Unies contre la drogue et le crime (ONUDC), Vienne, base de données statistiques de l’ONUDC, dernier accès mars 2019.			1.0849	1.5404	1.6947	1.3021	1.1374	0.9175000000000001	1.0319	1.0157	1.1154	0.9562	0.2984	0.4408	0.4408	2016
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	National kidnapping rate	SYB100	39	Southern Europe	1	70	Bosnia and Herzegovina	BIH	1	17.78584332	44.16845548	Incidents per 100,000 population	0					[2005-2016]: United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019.	[2005-2016]: Office des Nations Unies contre la drogue et le crime (ONUDC), Vienne, base de données statistiques de l’ONUDC, dernier accès mars 2019.			0.18510000000000001	0.2381	0.1325	0.2126	0.16010000000000002	0.0269	0.027100000000000003	0.0548	0.13870000000000002	0.08410000000000001	0.0	0.028300000000000002	0.028300000000000002	2016
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	National kidnapping rate	SYB100	18	Southern Africa	1	72	Botswana	BWA	1	23.81380223	-22.18810073	Incidents per 100,000 population	0					[2009-2011,2014]: United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019.	[2009-2011,2014]: Office des Nations Unies contre la drogue et le crime (ONUDC), Vienne, base de données statistiques de l’ONUDC, dernier accès mars 2019.							0.1515	0.1489	0.2437			0.0922			0.0922	2014
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	National kidnapping rate	SYB100	5	South America	1	76	Brazil	BRA	1	-53.08432878	-10.77668561	Incidents per 100,000 population	0					[2006-2013]: United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019.	[2006-2013]: Office des Nations Unies contre la drogue et le crime (ONUDC), Vienne, base de données statistiques de l’ONUDC, dernier accès mars 2019.				0.2778	0.2701	0.15030000000000002	0.2832	0.2038	0.16060000000000002	0.2064	0.1956				0.1956	2013
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	National kidnapping rate	SYB100	13	Central America	1	84	Belize	BLZ	1	-88.70199554	17.19965901	Incidents per 100,000 population	0					[2005-2006,2009,2011-2012,2014-2015]: United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019.	[2005-2006,2009,2011-2012,2014-2015]: Office des Nations Unies contre la drogue et le crime (ONUDC), Vienne, base de données statistiques de l’ONUDC, dernier accès mars 2019.			3.1771	2.7515			0.6371		0.9113	1.188		1.1374	6.6799		6.6799	2015
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	National kidnapping rate	SYB100	54	Melanesia	1	90	Solomon Islands	SLB	1	160.1584117	-9.622391719	Incidents per 100,000 population	0																						
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	National kidnapping rate	SYB100	29	Caribbean	1	92	British Virgin Islands	VGB	0	-64.63294223	18.42256578	Incidents per 100,000 population	0																						
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	National kidnapping rate	SYB100	35	South-eastern Asia	1	96	Brunei Darussalam	BRN	1	114.6288563	4.49736984	Incidents per 100,000 population	0					[2003-2004]: United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019.	[2003-2004]: Office des Nations Unies contre la drogue et le crime (ONUDC), Vienne, base de données statistiques de l’ONUDC, dernier accès mars 2019.	0.28300000000000003	0.2781													0.2781	2004
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	National kidnapping rate	SYB100	151	Eastern Europe	1	100	Bulgaria	BGR	1	25.23763153	42.75731323	Incidents per 100,000 population	0					United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019.	Office des Nations Unies contre la drogue et le crime (ONUDC), Vienne, base de données statistiques de l’ONUDC, dernier accès mars 2019.	2.6782	2.4796	2.4727	1.6394000000000002	1.8237	1.691	1.9045	1.5936	1.0467	1.0259	1.1973	1.3154	1.031	0.9818	0.9818	2016
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	National kidnapping rate	SYB100	35	South-eastern Asia	1	104	Myanmar	MMR	1	96.51752295	21.19332882	Incidents per 100,000 population	0					[2011-2016]: United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019.	[2011-2016]: Office des Nations Unies contre la drogue et le crime (ONUDC), Vienne, base de données statistiques de l’ONUDC, dernier accès mars 2019.									0.0771	0.0726	0.0039000000000000003	0.0039000000000000003	0.0	0.0057	0.0057	2016
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	National kidnapping rate	SYB100	14	Eastern Africa	1	108	Burundi	BDI	1	29.89080992	-3.366387428	Incidents per 100,000 population	0					[2008-2014]: United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019.	[2008-2014]: Office des Nations Unies contre la drogue et le crime (ONUDC), Vienne, base de données statistiques de l’ONUDC, dernier accès mars 2019.						0.2922	0.3652	0.2738	0.5418000000000001	0.5258	0.6042000000000001	0.7986000000000001			0.7986000000000001	2014
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	National kidnapping rate	SYB100	151	Eastern Europe	1	112	Belarus	BLR	1	28.04940161	53.54193075	Incidents per 100,000 population	0					[2003-2014]: United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019.	[2003-2014]: Office des Nations Unies contre la drogue et le crime (ONUDC), Vienne, base de données statistiques de l’ONUDC, dernier accès mars 2019.	0.308	0.3514	0.37420000000000003	0.24020000000000002	0.3251	0.1998	0.16870000000000002	0.2006	0.1267	0.06330000000000001	0.1371	0.32680000000000003			0.32680000000000003	2014
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	National kidnapping rate	SYB100	35	South-eastern Asia	1	116	Cambodia	KHM	1	104.922836	12.71163737	Incidents per 100,000 population	0																						
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	National kidnapping rate	SYB100	17	Middle Africa	1	120	Cameroon	CMR	1	12.7419827	5.692387031	Incidents per 100,000 population	0					[2010-2015]: United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019.	[2010-2015]: Office des Nations Unies contre la drogue et le crime (ONUDC), Vienne, base de données statistiques de l’ONUDC, dernier accès mars 2019.								2.3034	1.8421	2.5234	4.0636	3.3948	4.3136		4.3136	2015
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	National kidnapping rate	SYB100	21	Northern America	1	124	Canada	CAN	1	-101.6575058	57.72360191	Incidents per 100,000 population	0					United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019.	Office des Nations Unies contre la drogue et le crime (ONUDC), Vienne, base de données statistiques de l’ONUDC, dernier accès mars 2019.	10.1114	10.8202	12.0664	13.7477	14.1127	14.1657	14.1788	12.5876	10.9443	10.421	9.1645	9.2403	9.9945	10.3031	10.3031	2016
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	National kidnapping rate	SYB100	11	Western Africa	1	132	Cabo Verde	CPV	1	-23.63544151	15.07791834	Incidents per 100,000 population	0					[2010-2015]: United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019.	[2010-2015]: Office des Nations Unies contre la drogue et le crime (ONUDC), Vienne, base de données statistiques de l’ONUDC, dernier accès mars 2019.								1.1943	1.3778000000000001	4.2803	5.3835	0.5699000000000001	0.9382		0.9382	2015
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	National kidnapping rate	SYB100	29	Caribbean	1	136	Cayman Islands	CYM	0	-81.16740559	19.32266656	Incidents per 100,000 population	0																						
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	National kidnapping rate	SYB100	17	Middle Africa	1	140	Central African Republic	CAF	1	20.93559492	7.003720791	Incidents per 100,000 population	0																						
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	National kidnapping rate	SYB100	34	Southern Asia	1	144	Sri Lanka	LKA	1	80.70489654	7.614693343	Incidents per 100,000 population	0					[2003-2004,2008-2016]: United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019.	[2003-2004,2008-2016]: Office des Nations Unies contre la drogue et le crime (ONUDC), Vienne, base de données statistiques de l’ONUDC, dernier accès mars 2019.	4.3143	4.4806				2.6371	1.7833	1.0001	0.886	1.0869	0.9500000000000001	1.5662	1.1876	1.4287	1.4287	2016
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	National kidnapping rate	SYB100	17	Middle Africa	1	148	Chad	TCD	1	18.66618401	15.36279341	Incidents per 100,000 population	0																						
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	National kidnapping rate	SYB100	5	South America	1	152	Chile	CHL	1	-71.23029019	-35.2652885	Incidents per 100,000 population	0					United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019.	Office des Nations Unies contre la drogue et le crime (ONUDC), Vienne, base de données statistiques de l’ONUDC, dernier accès mars 2019.	1.019	0.7137	0.9352	1.5135	1.5402	1.5965	1.4617	1.5241	1.9062999999999999	1.4674	1.569	1.6635	1.5707	1.8878	1.8878	2016
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	National kidnapping rate	SYB100	30	Eastern Asia	1	156	China	CHN	1	104.1403375	32.30955217	Incidents per 100,000 population	0																						
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	National kidnapping rate	SYB100	5	South America	1	170	Colombia	COL	1	-73.07446751	3.888209046	Incidents per 100,000 population	0					[2004-2016]: United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019.	[2004-2016]: Office des Nations Unies contre la drogue et le crime (ONUDC), Vienne, base de données statistiques de l’ONUDC, dernier accès mars 2019.		3.3751	1.8482	1.5672000000000001	1.1741	0.9732000000000001	0.46900000000000003	0.6141	0.6572	0.6506000000000001	0.6316	0.6026	0.44160000000000005	0.4257	0.4257	2016
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	National kidnapping rate	SYB100	14	Eastern Africa	1	174	Comoros	COM	1	43.34234565	-11.66121732	Incidents per 100,000 population	0																						
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	National kidnapping rate	SYB100	14	Eastern Africa	1	175	Mayotte	MYT	0	45.14015057	-12.82217691	Incidents per 100,000 population	0																						
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	National kidnapping rate	SYB100	17	Middle Africa	1	178	Congo	COG	1	15.22052612	-0.840544119	Incidents per 100,000 population	0																						
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	National kidnapping rate	SYB100	17	Middle Africa	1	180	Democratic Republic of the Congo	COD	1	23.65496507	-2.877154732	Incidents per 100,000 population	0																						
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	National kidnapping rate	SYB100	61	Polynesia	1	184	Cook Islands	COK	0	-159.7711391	-21.22696458	Incidents per 100,000 population	0																						
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	National kidnapping rate	SYB100	13	Central America	1	188	Costa Rica	CRI	1	-84.19712782	9.970998683	Incidents per 100,000 population	0					[2003-2014]: United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019.	[2003-2014]: Office des Nations Unies contre la drogue et le crime (ONUDC), Vienne, base de données statistiques de l’ONUDC, dernier accès mars 2019.	0.1212	0.19110000000000002	0.259	0.1393	0.1831	0.1806	0.1114	0.24200000000000002	0.26080000000000003	0.10740000000000001	0.085	0.08410000000000001			0.08410000000000001	2014
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	National kidnapping rate	SYB100	39	Southern Europe	1	191	Croatia	HRV	1	17.95874553	45.45172212	Incidents per 100,000 population	0					[2004-2016]: United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019.	[2004-2016]: Office des Nations Unies contre la drogue et le crime (ONUDC), Vienne, base de données statistiques de l’ONUDC, dernier accès mars 2019.		0.31930000000000003	0.45680000000000004	0.1602	0.3209	0.36760000000000004	0.27640000000000003	0.3004	0.1391	0.1396	0.0234	0.0235	0.0	0.023700000000000002	0.023700000000000002	2016
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	National kidnapping rate	SYB100	29	Caribbean	1	192	Cuba	CUB	1	-79.54460144	22.10030366	Incidents per 100,000 population	0																						
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	National kidnapping rate	SYB100	145	Western Asia	1	196	Cyprus	CYP	1	33.22285964	35.05659437	Incidents per 100,000 population	0					United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019.	Office des Nations Unies contre la drogue et le crime (ONUDC), Vienne, base de données statistiques de l’ONUDC, dernier accès mars 2019.	2.013	1.4845000000000002	1.5569000000000002	1.4347	0.9401	1.1095	2.3678	2.4267	2.2225	2.643	1.661	1.8224	2.0672	2.5635	2.5635	2016
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	National kidnapping rate	SYB100	151	Eastern Europe	1	203	Czechia	CZE	1	15.33151382	49.73913871	Incidents per 100,000 population	0					United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019.	Office des Nations Unies contre la drogue et le crime (ONUDC), Vienne, base de données statistiques de l’ONUDC, dernier accès mars 2019.	0.13670000000000002	0.14650000000000002	0.1267	0.1554	0.1448	0.0767	0.0668	0.0949	0.0757	0.0756	0.1038	0.11320000000000001	0.037700000000000004	0.1037	0.1037	2016
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	National kidnapping rate	SYB100	11	Western Africa	1	204	Benin	BEN	1	2.339933594	9.65401646	Incidents per 100,000 population	0																						
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	National kidnapping rate	SYB100	154	Northern Europe	1	208	Denmark	DNK	1	9.326571283	56.03829721	Incidents per 100,000 population	0																						
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	National kidnapping rate	SYB100	29	Caribbean	1	212	Dominica	DMA	1	-61.3493756	15.43391378	Incidents per 100,000 population	0																						
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	National kidnapping rate	SYB100	29	Caribbean	1	214	Dominican Republic	DOM	1	-70.49847576	18.89832088	Incidents per 100,000 population	0					[2005-2006,2012-2016]: United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019.	[2005-2006,2012-2016]: Office des Nations Unies contre la drogue et le crime (ONUDC), Vienne, base de données statistiques de l’ONUDC, dernier accès mars 2019.			0.2165	0.1494						0.18710000000000002	0.2918	0.3075	0.2185	0.1973	0.1973	2016
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	National kidnapping rate	SYB100	5	South America	1	218	Ecuador	ECU	1	-78.37005241	-1.447785891	Incidents per 100,000 population	0					[2003-2006,2009-2016]: United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019.	[2003-2006,2009-2016]: Office des Nations Unies contre la drogue et le crime (ONUDC), Vienne, base de données statistiques de l’ONUDC, dernier accès mars 2019.	1.9338000000000002	1.5026000000000002	0.26940000000000003	0.3365			0.19060000000000002	0.21430000000000002	0.21080000000000002	0.24000000000000002	0.21710000000000002	0.1824	7.1604	5.8843	5.8843	2016
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	National kidnapping rate	SYB100	13	Central America	1	222	El Salvador	SLV	1	-88.86862995	13.73603564	Incidents per 100,000 population	0					[2005-2015]: United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019.	[2005-2015]: Office des Nations Unies contre la drogue et le crime (ONUDC), Vienne, base de données statistiques de l’ONUDC, dernier accès mars 2019.			0.0663	0.1321	0.3452	0.1637	0.35850000000000004	0.47040000000000004	0.2422	0.225	0.224	0.2706	0.301		0.301	2015
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	National kidnapping rate	SYB100	17	Middle Africa	1	226	Equatorial Guinea	GNQ	1	10.46535826	1.565792376	Incidents per 100,000 population	0																						
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	National kidnapping rate	SYB100	14	Eastern Africa	1	231	Ethiopia	ETH	1	39.63505296	8.631223181	Incidents per 100,000 population	0																						
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	National kidnapping rate	SYB100	14	Eastern Africa	1	232	Eritrea	ERI	1	38.11074289	16.12894644	Incidents per 100,000 population	0																						
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	National kidnapping rate	SYB100	154	Northern Europe	1	233	Estonia	EST	1	25.84093481	58.68487172	Incidents per 100,000 population	0					[2003-2015]: United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019.	[2003-2015]: Office des Nations Unies contre la drogue et le crime (ONUDC), Vienne, base de données statistiques de l’ONUDC, dernier accès mars 2019.	0.1457	0.0733	0.14750000000000002	0.0741	0.14880000000000002	0.14930000000000002	0.0	0.0	0.2258	0.0	0.0757	0.0	0.0		0.0	2015
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	National kidnapping rate	SYB100	154	Northern Europe	1	234	Faroe Islands	FRO	0	-7.122044325	62.21228119	Incidents per 100,000 population	0																						
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	National kidnapping rate	SYB100	5	South America	1	238	Falkland Islands (Malvinas)	FLK	0	-58.75246778	-51.74562601	Incidents per 100,000 population	0																						
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	National kidnapping rate	SYB100	54	Melanesia	1	242	Fiji	FJI	1	177.9660884	-17.83301566	Incidents per 100,000 population	0																						
