topicId	topicNameEN	topicNameFR	tableCode	tableId	tableName	seriesDesc	seriesCode	parentCode	parentName	countryProfile	refAreaCode	refAreaDesc	ISO3	UN_Member	X	Y	ODACode	ODADesc	units	multiplier	baseYear	multiplierDesc	footnotesEN	footnotesFR	sourceEN	sourceFR	value_1975	value_1976	value_1977	value_1978	value_1979	value_1980	value_1981	value_1982	value_1983	value_1984	value_1985	value_1986	value_1987	value_1988	value_1989	value_1990	value_1991	value_1992	value_1993	value_1994	value_1995	value_1996	value_1997	value_1998	value_1999	value_2000	value_2001	value_2002	value_2003	value_2004	value_2005	value_2006	value_2007	value_2008	value_2009	value_2010	value_2011	value_2012	value_2013	value_2014	value_2015	value_2016	value_2017	value_latest_year	latest_year
19	Development assistance	Aide au développement	odabimulti	77	Net disbursements of official development assistance to recipients	Net disbursements of official development assistance received as percent of GNI	SYB071	17	Middle Africa	1	148	Chad	TCD	1	18.66618401	15.36279341	_T	Total	Percent of GNI	0					Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019.	Organisation de coopération et de développement économiques (OCDE), Paris, base de données du Comité d’aide au développement (CAD) de l’OCDE, dernier accès juin 2019.	7.65	6.97	8.67	11.0	8.46	3.37	6.82	7.71	10.57	12.22	17.42	15.14	17.5	17.75	17.6	18.05	13.99	12.56	15.7	18.11	16.31	18.52	14.92	10.0	12.26	9.6	11.18	11.89	11.06	8.93	6.87	4.68	4.95	5.08	6.3	4.76	3.86	3.94	3.72	2.94	5.69	6.77	6.58	6.58	2017
19	Development assistance	Aide au développement	odabimulti	77	Net disbursements of official development assistance to recipients	Net disbursements of official development assistance received as percent of GNI	SYB071	5	South America	1	152	Chile	CHL	1	-71.23029019	-35.2652885	_T	Total	Percent of GNI	0					Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019.	Organisation de coopération et de développement économiques (OCDE), Paris, base de données du Comité d’aide au développement (CAD) de l’OCDE, dernier accès juin 2019.	1.54	0.1	0.08	0.02	-0.14	-0.030000000000000002	0.0	0.0	0.05	0.07	0.32	0.02	0.14	0.22	0.25	0.35000000000000003	0.35000000000000003	0.31	0.38	0.29000000000000004	0.23	0.26	0.16	0.14	0.1	0.07	0.08	-0.01	0.11	0.060000000000000005	0.15	0.07	0.07	0.060000000000000005	0.05	0.09000000000000001	0.07	0.05	0.030000000000000002	0.1	0.02	0.07	0.030000000000000002	0.030000000000000002	2017
19	Development assistance	Aide au développement	odabimulti	77	Net disbursements of official development assistance to recipients	Net disbursements of official development assistance received as percent of GNI	SYB071	30	Eastern Asia	1	156	China	CHN	1	104.1403375	32.30955217	_T	Total	Percent of GNI	0			[1979-2017]: For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China.	[1979-2017]: Pour la présentation des statistiques, les données pour la Chine ne comprennent pas la région administrative spéciale de Hong Kong (RAS de Hong Kong), la région administrative spéciale de Macao (RAS de Macao) et la province chinoise de Taïwan.	[1979-2017]: Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019.	[1979-2017]: Organisation de coopération et de développement économiques (OCDE), Paris, base de données du Comité d’aide au développement (CAD) de l’OCDE, dernier accès juin 2019.					0.01	0.030000000000000002	0.24000000000000002	0.26	0.29000000000000004	0.31	0.3	0.36000000000000004	0.51	0.61	0.5900000000000001	0.56	0.5	0.7000000000000001	0.7200000000000001	0.56	0.48000000000000004	0.31	0.22	0.24000000000000002	0.22	0.15	0.11	0.1	0.08	0.09000000000000001	0.08	0.05	0.04	0.030000000000000002	0.02	0.01	-0.01	0.0	-0.01	-0.01	0.0	-0.01	-0.01	-0.01	2017
19	Development assistance	Aide au développement	odabimulti	77	Net disbursements of official development assistance to recipients	Net disbursements of official development assistance received as percent of GNI	SYB071	5	South America	1	170	Colombia	COL	1	-73.07446751	3.888209046	_T	Total	Percent of GNI	0					Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019.	Organisation de coopération et de développement économiques (OCDE), Paris, base de données du Comité d’aide au développement (CAD) de l’OCDE, dernier accès juin 2019.	0.55	0.45	0.21000000000000002	0.25	0.14	0.13	0.15	0.16	0.12000000000000001	0.14	0.16	0.15	0.24000000000000002	0.21000000000000002	0.2	0.27	0.33	0.51	0.2	0.12000000000000001	0.2	0.21000000000000002	0.18000000000000002	0.19	0.38	0.21000000000000002	0.42000000000000004	0.48000000000000004	0.89	0.47000000000000003	0.46	0.64	0.37	0.42000000000000004	0.47000000000000003	0.24000000000000002	0.32	0.22	0.23	0.34	0.47000000000000003	0.4	0.28	0.28	2017
19	Development assistance	Aide au développement	odabimulti	77	Net disbursements of official development assistance to recipients	Net disbursements of official development assistance received as percent of GNI	SYB071	14	Eastern Africa	1	174	Comoros	COM	1	43.34234565	-11.66121732	_T	Total	Percent of GNI	0					Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019.	Organisation de coopération et de développement économiques (OCDE), Paris, base de données du Comité d’aide au développement (CAD) de l’OCDE, dernier accès juin 2019.	35.93	48.58	21.59	18.41	21.28	34.88	40.32	35.25	33.9	39.89	41.71	28.53	27.73	24.98	22.04	18.02	25.73	17.73	18.35	20.81	17.85	16.97	14.25	18.89	9.91	9.46	12.52	11.21	7.79	7.07	6.11	7.9	9.71	8.07	9.71	13.19	9.45	17.86	13.12	11.55	11.54	8.64	10.2	10.2	2017
19	Development assistance	Aide au développement	odabimulti	77	Net disbursements of official development assistance to recipients	Net disbursements of official development assistance received as percent of GNI	SYB071	14	Eastern Africa	1	175	Mayotte	MYT	0	45.14015057	-12.82217691	_T	Total	Percent of GNI	0																																																			
19	Development assistance	Aide au développement	odabimulti	77	Net disbursements of official development assistance to recipients	Net disbursements of official development assistance received as percent of GNI	SYB071	17	Middle Africa	1	178	Congo	COG	1	15.22052612	-0.840544119	_T	Total	Percent of GNI	0					Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019.	Organisation de coopération et de développement économiques (OCDE), Paris, base de données du Comité d’aide au développement (CAD) de l’OCDE, dernier accès juin 2019.	7.58	10.13	6.61	9.74	8.15	5.9	4.28	4.55	5.58	4.67	3.41	5.7	5.89	4.54	4.47	9.34	5.85	4.5	8.04	24.02	10.33	29.64	16.18	4.39	8.54	1.4100000000000001	3.75	2.63	2.69	3.66	35.36	5.06	2.01	5.55	4.07	14.57	2.44	1.33	1.37	0.91	1.05	1.19	1.36	1.36	2017
19	Development assistance	Aide au développement	odabimulti	77	Net disbursements of official development assistance to recipients	Net disbursements of official development assistance received as percent of GNI	SYB071	17	Middle Africa	1	180	Democratic Republic of the Congo	COD	1	23.65496507	-2.877154732	_T	Total	Percent of GNI	0					Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019.	Organisation de coopération et de développement économiques (OCDE), Paris, base de données du Comité d’aide au développement (CAD) de l’OCDE, dernier accès juin 2019.	2.5300000000000002	2.03	2.15	2.06	2.7800000000000002	3.06	3.22	2.62	2.9	3.93	4.48	5.28	9.6	6.8	8.72	10.44	6.17	3.59	1.77	4.77	3.99	3.08	2.7800000000000002	2.18	3.16	0.9500000000000001	3.49	13.95	62.19	19.21	16.43	15.72	8.37	9.57	13.23	16.87	22.52	10.27	8.65	7.3	7.4	6.14	6.28	6.28	2017
19	Development assistance	Aide au développement	odabimulti	77	Net disbursements of official development assistance to recipients	Net disbursements of official development assistance received as percent of GNI	SYB071	61	Polynesia	1	184	Cook Islands	COK	0	-159.7711391	-21.22696458	_T	Total	Percent of GNI	0																																																			
19	Development assistance	Aide au développement	odabimulti	77	Net disbursements of official development assistance to recipients	Net disbursements of official development assistance received as percent of GNI	SYB071	13	Central America	1	188	Costa Rica	CRI	1	-84.19712782	9.970998683	_T	Total	Percent of GNI	0					Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019.	Organisation de coopération et de développement économiques (OCDE), Paris, base de données du Comité d’aide au développement (CAD) de l’OCDE, dernier accès juin 2019.	1.06	0.5800000000000001	0.56	1.04	0.78	0.53	1.32	2.89	6.16	4.65	5.58	3.49	4.05	3.18	3.48	3.11	2.63	1.9100000000000001	1.26	0.86	0.41000000000000003	0.0	0.030000000000000002	0.23	0.030000000000000002	0.18000000000000002	0.09000000000000001	0.08	0.24000000000000002	0.14	0.17	0.15	0.25	0.26	0.38	0.28	0.09000000000000001	0.060000000000000005	0.07	0.11	0.21000000000000002	0.19	0.18000000000000002	0.18000000000000002	2017
19	Development assistance	Aide au développement	odabimulti	77	Net disbursements of official development assistance to recipients	Net disbursements of official development assistance received as percent of GNI	SYB071	39	Southern Europe	1	191	Croatia	HRV	1	17.95874553	45.45172212	_T	Total	Percent of GNI	0					[1995-2010]: Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019.	[1995-2010]: Organisation de coopération et de développement économiques (OCDE), Paris, base de données du Comité d’aide au développement (CAD) de l’OCDE, dernier accès juin 2019.																					0.24000000000000002	0.56	0.17	0.16	0.21000000000000002	0.31	0.49000000000000005	0.49000000000000005	0.36000000000000004	0.29000000000000004	0.28	0.4	0.28	0.35000000000000003	0.28	0.23								0.23	2010
19	Development assistance	Aide au développement	odabimulti	77	Net disbursements of official development assistance to recipients	Net disbursements of official development assistance received as percent of GNI	SYB071	29	Caribbean	1	192	Cuba	CUB	1	-79.54460144	22.10030366	_T	Total	Percent of GNI	0					[1975-2013]: Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019.	[1975-2013]: Organisation de coopération et de développement économiques (OCDE), Paris, base de données du Comité d’aide au développement (CAD) de l’OCDE, dernier accès juin 2019.	0.15	0.34	0.32	0.27	0.25	0.23	0.14	0.17	0.17	0.15	0.19	0.18000000000000002	0.2	0.23	0.21000000000000002	0.19	0.16	0.11	0.2	0.17	0.21000000000000002	0.23	0.26	0.32	0.21000000000000002	0.15	0.18000000000000002	0.19	0.22	0.27	0.22	0.16	0.17	0.21000000000000002	0.19	0.21000000000000002	0.13	0.12000000000000001	0.13					0.13	2013
19	Development assistance	Aide au développement	odabimulti	77	Net disbursements of official development assistance to recipients	Net disbursements of official development assistance received as percent of GNI	SYB071	145	Western Asia	1	196	Cyprus	CYP	1	33.22285964	35.05659437	_T	Total	Percent of GNI	0					[1975-1996]: Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019.	[1975-1996]: Organisation de coopération et de développement économiques (OCDE), Paris, base de données du Comité d’aide au développement (CAD) de l’OCDE, dernier accès juin 2019.	6.31	9.68	12.67	4.85	2.29	2.41	2.07	1.4100000000000001	0.86	0.74	1.51	1.13	1.1	1.02	0.88	0.68	0.68	0.37	0.51	0.5900000000000001	0.22	0.23																						0.23	1996
19	Development assistance	Aide au développement	odabimulti	77	Net disbursements of official development assistance to recipients	Net disbursements of official development assistance received as percent of GNI	SYB071	151	Eastern Europe	1	203	Czechia	CZE	1	15.33151382	49.73913871	_T	Total	Percent of GNI	0																																																			
19	Development assistance	Aide au développement	odabimulti	77	Net disbursements of official development assistance to recipients	Net disbursements of official development assistance received as percent of GNI	SYB071	11	Western Africa	1	204	Benin	BEN	1	2.339933594	9.65401646	_T	Total	Percent of GNI	0					Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019.	Organisation de coopération et de développement économiques (OCDE), Paris, base de données du Comité d’aide au développement (CAD) de l’OCDE, dernier accès juin 2019.	8.0	7.27	6.51	6.49	7.13	6.29	6.31	6.31	7.85	7.34	9.17	10.28	8.72	9.9	18.3	13.89	13.58	16.46	12.88	16.4	13.2	12.45	9.88	8.4	7.94	9.57	10.52	7.32	7.8100000000000005	8.74	7.29	7.83	8.03	8.94	9.59	9.96	8.62	6.28	7.27	6.21	5.21	5.75	7.3	7.3	2017
19	Development assistance	Aide au développement	odabimulti	77	Net disbursements of official development assistance to recipients	Net disbursements of official development assistance received as percent of GNI	SYB071	154	Northern Europe	1	208	Denmark	DNK	1	9.326571283	56.03829721	_T	Total	Percent of GNI	0																																																			
19	Development assistance	Aide au développement	odabimulti	77	Net disbursements of official development assistance to recipients	Net disbursements of official development assistance received as percent of GNI	SYB071	29	Caribbean	1	212	Dominica	DMA	1	-61.3493756	15.43391378	_T	Total	Percent of GNI	0					[1977-2017]: Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019.	[1977-2017]: Organisation de coopération et de développement économiques (OCDE), Paris, base de données du Comité d’aide au développement (CAD) de l’OCDE, dernier accès juin 2019.			13.75	15.8	20.57	29.85	22.03	23.28	12.4	18.43	17.84	10.66	13.02	12.86	16.34	12.2	10.19	6.9	4.59	9.6	11.85	19.78	6.36	7.96	4.1	5.15	6.19	9.55	3.4	8.62	6.19	5.24	4.84	4.86	7.57	6.71	4.99	5.39	4.17	3.21	2.26	1.52	3.52	3.52	2017
19	Development assistance	Aide au développement	odabimulti	77	Net disbursements of official development assistance to recipients	Net disbursements of official development assistance received as percent of GNI	SYB071	29	Caribbean	1	214	Dominican Republic	DOM	1	-70.49847576	18.89832088	_T	Total	Percent of GNI	0					Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019.	Organisation de coopération et de développement économiques (OCDE), Paris, base de données du Comité d’aide au développement (CAD) de l’OCDE, dernier accès juin 2019.	0.56	0.62	0.33	0.42000000000000004	0.8300000000000001	1.1	0.93	1.28	0.74	1.48	3.54	1.2	2.07	2.17	2.06	1.35	0.8300000000000001	0.74	0.030000000000000002	0.42000000000000004	0.6900000000000001	0.48000000000000004	0.34	0.53	0.9	0.27	0.49000000000000005	0.63	0.43	0.52	0.3	0.22	0.34	0.38	0.3	0.37	0.44	0.45	0.25	0.27	0.43	0.26	0.16	0.16	2017
19	Development assistance	Aide au développement	odabimulti	77	Net disbursements of official development assistance to recipients	Net disbursements of official development assistance received as percent of GNI	SYB071	5	South America	1	218	Ecuador	ECU	1	-78.37005241	-1.447785891	_T	Total	Percent of GNI	0					Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019.	Organisation de coopération et de développement économiques (OCDE), Paris, base de données du Comité d’aide au développement (CAD) de l’OCDE, dernier accès juin 2019.	0.51	0.51	0.3	0.27	0.42000000000000004	0.19	0.16	0.21000000000000002	0.29000000000000004	0.43	0.49000000000000005	0.67	1.49	1.25	1.1	1.03	1.25	1.29	1.03	0.88	0.8	0.9900000000000001	0.5800000000000001	0.68	0.8400000000000001	0.92	0.74	0.86	0.66	0.53	0.65	0.48000000000000004	0.47000000000000003	0.41000000000000003	0.37	0.25	0.23	0.17	0.16	0.17	0.33	0.25	0.2	0.2	2017
19	Development assistance	Aide au développement	odabimulti	77	Net disbursements of official development assistance to recipients	Net disbursements of official development assistance received as percent of GNI	SYB071	13	Central America	1	222	El Salvador	SLV	1	-88.86862995	13.73603564	_T	Total	Percent of GNI	0					Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019.	Organisation de coopération et de développement économiques (OCDE), Paris, base de données du Comité d’aide au développement (CAD) de l’OCDE, dernier accès juin 2019.	0.92	0.74	0.89	1.09	1.09	2.41	3.54	5.7	7.41	6.74	8.83	9.0	10.99	9.76	8.96	7.03	5.27	6.2	5.0	3.42	2.97	2.69	2.42	1.58	1.63	1.49	1.87	1.78	1.45	1.55	1.32	0.9800000000000001	0.55	1.16	1.45	1.45	1.32	0.9600000000000001	0.7200000000000001	0.41000000000000003	0.36000000000000004	0.5	0.65	0.65	2017
19	Development assistance	Aide au développement	odabimulti	77	Net disbursements of official development assistance to recipients	Net disbursements of official development assistance received as percent of GNI	SYB071	17	Middle Africa	1	226	Equatorial Guinea	GNQ	1	10.46535826	1.565792376	_T	Total	Percent of GNI	0					[1975-1977,1980-2017]: Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019.	[1975-1977,1980-2017]: Organisation de coopération et de développement économiques (OCDE), Paris, base de données du Comité d’aide au développement (CAD) de l’OCDE, dernier accès juin 2019.	2.08	0.4	0.81			18.84	34.1	39.89	27.12	31.85	29.5	28.73	60.49	50.97	69.41	50.19	51.39	41.21	35.34	32.31	28.31	16.48	6.17	7.64	3.89	3.15	2.25	2.45	2.27	1.9700000000000002	0.91	0.33	0.3	0.22	0.32	0.89	0.18000000000000002	0.1	0.030000000000000002	0.0	0.08	0.08	0.07	0.07	2017
19	Development assistance	Aide au développement	odabimulti	77	Net disbursements of official development assistance to recipients	Net disbursements of official development assistance received as percent of GNI	SYB071	14	Eastern Africa	1	231	Ethiopia	ETH	1	39.63505296	8.631223181	_T	Total	Percent of GNI	0					[1981-2017]: Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019.	[1981-2017]: Organisation de coopération et de développement économiques (OCDE), Paris, base de données du Comité d’aide au développement (CAD) de l’OCDE, dernier accès juin 2019.							3.35	2.59	3.95	4.45	7.6	6.43	5.95	8.9	6.39	8.33	8.15	11.15	12.38	15.53	11.53	9.6	6.82	8.52	8.41	8.41	13.49	16.99	18.94	18.18	15.6	13.35	13.22	12.24	11.8	11.58	10.96	7.51	8.17	6.46	5.04	5.6	5.15	5.15	2017
19	Development assistance	Aide au développement	odabimulti	77	Net disbursements of official development assistance to recipients	Net disbursements of official development assistance received as percent of GNI	SYB071	14	Eastern Africa	1	232	Eritrea	ERI	1	38.11074289	16.12894644	_T	Total	Percent of GNI	0					[1992-2011]: Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019.	[1992-2011]: Organisation de coopération et de développement économiques (OCDE), Paris, base de données du Comité d’aide au développement (CAD) de l’OCDE, dernier accès juin 2019.																		0.21000000000000002	14.47	28.98	25.3	22.96	18.08	22.51	21.56	25.18	37.96	31.35	36.81	24.09	32.12	10.5	12.09	10.63	7.75	7.74	5.16							5.16	2011
19	Development assistance	Aide au développement	odabimulti	77	Net disbursements of official development assistance to recipients	Net disbursements of official development assistance received as percent of GNI	SYB071	154	Northern Europe	1	233	Estonia	EST	1	25.84093481	58.68487172	_T	Total	Percent of GNI	0																																																			
19	Development assistance	Aide au développement	odabimulti	77	Net disbursements of official development assistance to recipients	Net disbursements of official development assistance received as percent of GNI	SYB071	154	Northern Europe	1	234	Faroe Islands	FRO	0	-7.122044325	62.21228119	_T	Total	Percent of GNI	0																																																			
19	Development assistance	Aide au développement	odabimulti	77	Net disbursements of official development assistance to recipients	Net disbursements of official development assistance received as percent of GNI	SYB071	5	South America	1	238	Falkland Islands (Malvinas)	FLK	0	-58.75246778	-51.74562601	_T	Total	Percent of GNI	0																																																			
19	Development assistance	Aide au développement	odabimulti	77	Net disbursements of official development assistance to recipients	Net disbursements of official development assistance received as percent of GNI	SYB071	54	Melanesia	1	242	Fiji	FJI	1	177.9660884	-17.83301566	_T	Total	Percent of GNI	0					Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019.	Organisation de coopération et de développement économiques (OCDE), Paris, base de données du Comité d’aide au développement (CAD) de l’OCDE, dernier accès juin 2019.	2.9	3.39	3.24	3.19	3.05	3.03	3.2800000000000002	3.02	2.89	2.66	2.77	3.25	3.04	4.78	3.48	3.8200000000000003	3.33	4.23	3.79	2.25	2.22	2.23	2.16	2.3	1.88	1.71	1.59	1.84	2.21	2.4	2.17	1.87	1.53	1.31	2.32	2.49	2.06	2.76	2.22	2.22	2.45	2.61	3.03	3.03	2017
19	Development assistance	Aide au développement	odabimulti	77	Net disbursements of official development assistance to recipients	Net disbursements of official development assistance received as percent of GNI	SYB071	154	Northern Europe	1	246	Finland	FIN	1	23.308447	61.91586738	_T	Total	Percent of GNI	0																																																			
19	Development assistance	Aide au développement	odabimulti	77	Net disbursements of official development assistance to recipients	Net disbursements of official development assistance received as percent of GNI	SYB071	155	Western Europe	1	250	France	FRA	1	2.457288129	46.62660861	_T	Total	Percent of GNI	0																																																			
19	Development assistance	Aide au développement	odabimulti	77	Net disbursements of official development assistance to recipients	Net disbursements of official development assistance received as percent of GNI	SYB071	5	South America	1	254	French Guiana	GUF	0	-53.23619089	3.922673437	_T	Total	Percent of GNI	0																																																			
19	Development assistance	Aide au développement	odabimulti	77	Net disbursements of official development assistance to recipients	Net disbursements of official development assistance received as percent of GNI	SYB071	61	Polynesia	1	258	French Polynesia	PYF	0	-149.4052367	-17.67709294	_T	Total	Percent of GNI	0					[1975-1999]: Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019.	[1975-1999]: Organisation de coopération et de développement économiques (OCDE), Paris, base de données du Comité d’aide au développement (CAD) de l’OCDE, dernier accès juin 2019.	10.4	10.61	10.5	9.01	11.85	11.71	11.46	13.47	13.31	12.48	11.41	10.76	11.58	12.32	10.95	8.16	9.53	9.19	9.03	10.45	11.32	10.22	10.3	9.81	9.26																			9.26	1999
19	Development assistance	Aide au développement	odabimulti	77	Net disbursements of official development assistance to recipients	Net disbursements of official development assistance received as percent of GNI	SYB071	14	Eastern Africa	1	262	Djibouti	DJI	1	42.18274707	11.56004161	_T	Total	Percent of GNI	0					[2013-2017]: Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019.	[2013-2017]: Organisation de coopération et de développement économiques (OCDE), Paris, base de données du Comité d’aide au développement (CAD) de l’OCDE, dernier accès juin 2019.																																							11.05	11.25	10.24	10.53	7.33	7.33	2017
19	Development assistance	Aide au développement	odabimulti	77	Net disbursements of official development assistance to recipients	Net disbursements of official development assistance received as percent of GNI	SYB071	17	Middle Africa	1	266	Gabon	GAB	1	11.78727747	-0.60687619	_T	Total	Percent of GNI	0					Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019.	Organisation de coopération et de développement économiques (OCDE), Paris, base de données du Comité d’aide au développement (CAD) de l’OCDE, dernier accès juin 2019.	3.01	1.2	1.02	2.01	1.37	1.44	1.22	1.87	2.05	2.26	1.96	2.49	2.71	2.97	3.34	2.46	2.94	1.4100000000000001	2.69	4.9	3.35	2.5700000000000003	0.8400000000000001	1.13	1.17	0.28	0.2	1.48	-0.19	0.61	0.5800000000000001	0.35000000000000003	0.5	0.48000000000000004	0.73	0.8500000000000001	0.44	0.45	0.55	0.65	0.75	0.32	0.78	0.78	2017
19	Development assistance	Aide au développement	odabimulti	77	Net disbursements of official development assistance to recipients	Net disbursements of official development assistance received as percent of GNI	SYB071	145	Western Asia	1	268	Georgia	GEO	1	43.3713615	42.04813028	_T	Total	Percent of GNI	0					[1991-2017]: Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019.	[1991-2017]: Organisation de coopération et de développement économiques (OCDE), Paris, base de données du Comité d’aide au développement (CAD) de l’OCDE, dernier accès juin 2019.																	0.0	0.56	3.94	7.18	8.12	10.23	6.65	5.48	8.38	5.42	9.04	9.31	5.71	6.04	4.53	4.52	3.74	6.48	7.46	5.22	3.89	4.2	4.08	3.45	3.3	3.39	3.11	3.11	2017
19	Development assistance	Aide au développement	odabimulti	77	Net disbursements of official development assistance to recipients	Net disbursements of official development assistance received as percent of GNI	SYB071	11	Western Africa	1	270	Gambia	GMB	1	-15.39944785	13.45295927	_T	Total	Percent of GNI	0					Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019.	Organisation de coopération et de développement économiques (OCDE), Paris, base de données du Comité d’aide au développement (CAD) de l’OCDE, dernier accès juin 2019.	6.99	9.6	15.18	19.99	16.82	22.21	31.34	21.96	20.19	29.07	19.14	47.38	41.32	30.6	36.95	33.31	14.86	15.64	11.54	9.46	5.89	4.33	4.99	4.84	4.37	6.59	8.04	11.83	13.64	10.99	10.09	11.94	12.57	10.07	14.34	13.13	15.67	15.78	12.8	12.39	12.25	9.81	27.32	27.32	2017
19	Development assistance	Aide au développement	odabimulti	77	Net disbursements of official development assistance to recipients	Net disbursements of official development assistance received as percent of GNI	SYB071	145	Western Asia	1	275	State of Palestine	PSE	0	35.25694122	31.94347933	_T	Total	Percent of GNI	0					[1994-2017]: Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019.	[1994-2017]: Organisation de coopération et de développement économiques (OCDE), Paris, base de données du Comité d’aide au développement (CAD) de l’OCDE, dernier accès juin 2019.																				14.72	13.81	14.41	14.32	12.8	11.55	14.2	23.08	25.74	24.73	25.47	19.61	25.51	28.34	33.63	36.25	26.41	21.71	16.53	19.08	17.52	13.01	15.68	12.8	12.8	2017
19	Development assistance	Aide au développement	odabimulti	77	Net disbursements of official development assistance to recipients	Net disbursements of official development assistance received as percent of GNI	SYB071	155	Western Europe	1	276	Germany	DEU	1	10.3806066	51.08862743	_T	Total	Percent of GNI	0																																																			
19	Development assistance	Aide au développement	odabimulti	77	Net disbursements of official development assistance to recipients	Net disbursements of official development assistance received as percent of GNI	SYB071	11	Western Africa	1	288	Ghana	GHA	1	-1.205623522	7.964825185	_T	Total	Percent of GNI	0					Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019.	Organisation de coopération et de développement économiques (OCDE), Paris, base de données du Comité d’aide au développement (CAD) de l’OCDE, dernier accès juin 2019.	4.46	2.24	2.84	3.07	4.2	4.31	3.42	3.45	2.7	4.88	4.39	6.41	8.29	11.36	13.94	9.69	13.57	9.74	10.71	10.27	10.26	9.59	7.31	9.6	8.08	12.42	12.38	11.42	13.19	16.34	10.87	6.09	4.72	4.62	6.12	5.36	4.71	4.52	2.86	3.01	4.82	3.15	2.76	2.76	2017
19	Development assistance	Aide au développement	odabimulti	77	Net disbursements of official development assistance to recipients	Net disbursements of official development assistance received as percent of GNI	SYB071	39	Southern Europe	1	292	Gibraltar	GIB	0	-5.347561686	36.13895036	_T	Total	Percent of GNI	0																																																			
19	Development assistance	Aide au développement	odabimulti	77	Net disbursements of official development assistance to recipients	Net disbursements of official development assistance received as percent of GNI	SYB071	57	Micronesia	1	296	Kiribati	KIR	1	-157.5643005	1.768837732	_T	Total	Percent of GNI	0					[1978-2017]: Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019.	[1978-2017]: Organisation de coopération et de développement économiques (OCDE), Paris, base de données du Comité d’aide au développement (CAD) de l’OCDE, dernier accès juin 2019.				20.38	18.49	50.16	39.23	33.56	36.49	30.47	38.13	42.61	47.24	34.54	37.62	40.17	25.16	33.1	20.86	16.98	15.97	13.86	14.04	15.28	18.73	15.53	10.16	17.35	11.93	9.39	16.55	16.05	15.2	13.49	13.97	10.66	26.56	24.05	22.11	23.94	18.51	18.78	22.23	22.23	2017
19	Development assistance	Aide au développement	odabimulti	77	Net disbursements of official development assistance to recipients	Net disbursements of official development assistance received as percent of GNI	SYB071	39	Southern Europe	1	300	Greece	GRC	1	22.58307827	39.47301873	_T	Total	Percent of GNI	0																																																			
19	Development assistance	Aide au développement	odabimulti	77	Net disbursements of official development assistance to recipients	Net disbursements of official development assistance received as percent of GNI	SYB071	21	Northern America	1	304	Greenland	GRL	0	-41.39371316	74.75625681	_T	Total	Percent of GNI	0																																																			
