topicId	topicNameEN	topicNameFR	tableCode	tableId	tableName	seriesDesc	seriesCode	parentCode	parentName	countryProfile	refAreaCode	refAreaDesc	ISO3	UN_Member	X	Y	units	multiplier	baseYear	multiplierDesc	footnotesEN	footnotesFR	sourceEN	sourceFR	value_1980	value_1981	value_1982	value_1983	value_1984	value_1985	value_1986	value_1987	value_1988	value_1989	value_1990	value_1991	value_1992	value_1993	value_1994	value_1995	value_1996	value_1997	value_1998	value_1999	value_2000	value_2001	value_2002	value_2003	value_2004	value_2005	value_latest_year	latest_year
16	International tourism and transport	Tourisme et transport internationaux	railways	57	Railways: traffic	Railway traffic - passenger-distance	SYB032	34	Southern Asia	1	4	Afghanistan	AFG	1	66.02688198	33.83160199	Passenger-kilometers	6.0																																		
16	International tourism and transport	Tourisme et transport internationaux	railways	57	Railways: traffic	Railway traffic - passenger-distance	SYB032	39	Southern Europe	1	8	Albania	ALB	1	20.06660928	41.13897007	Passenger-kilometers	6.0		Millions			[1980-2003]: United Nations Statistics Division, New York, transport statistics database.	[1980-2003]: 	369.0	369.0	449.0	533.0	581.0	564.0	619.0	662.0	703.0	753.0	779.0	317.0	191.0	223.0	215.0	197.0	168.0	95.0	116.0	121.0	183.0	138.0	123.0	105.0			105.0	2003
16	International tourism and transport	Tourisme et transport internationaux	railways	57	Railways: traffic	Railway traffic - passenger-distance	SYB032	15	Northern Africa	1	12	Algeria	DZA	1	2.678164227	28.15940032	Passenger-kilometers	6.0		Millions			[1980-2001]: United Nations Statistics Division, New York, transport statistics database.	[1980-2001]: 	2070.0	2156.0	1774.0	1804.0	1835.0	2011.0	2035.0	1972.0	2439.0	2724.0	2991.0	3192.0	2904.0	3009.0	2234.0	1574.0	1826.0	1360.0	1163.0	1069.0	1142.0	981.0					981.0	2001
16	International tourism and transport	Tourisme et transport internationaux	railways	57	Railways: traffic	Railway traffic - passenger-distance	SYB032	61	Polynesia	1	16	American Samoa	ASM	0	-170.7187269	-14.30587306	Passenger-kilometers	6.0																																		
16	International tourism and transport	Tourisme et transport internationaux	railways	57	Railways: traffic	Railway traffic - passenger-distance	SYB032	39	Southern Europe	1	20	Andorra	AND	1	1.576257417	42.54548611	Passenger-kilometers	6.0																																		
16	International tourism and transport	Tourisme et transport internationaux	railways	57	Railways: traffic	Railway traffic - passenger-distance	SYB032	17	Middle Africa	1	24	Angola	AGO	1	17.57817062	-12.33724746	Passenger-kilometers	6.0		Millions			[1980-1986]: United Nations Statistics Division, New York, transport statistics database.	[1980-1986]: 	387.0	376.0	361.0	320.0	300.0	331.0	326.0																				326.0	1986
16	International tourism and transport	Tourisme et transport internationaux	railways	57	Railways: traffic	Railway traffic - passenger-distance	SYB032	29	Caribbean	1	28	Antigua and Barbuda	ATG	1	-61.7999755	17.07761471	Passenger-kilometers	6.0																																		
16	International tourism and transport	Tourisme et transport internationaux	railways	57	Railways: traffic	Railway traffic - passenger-distance	SYB032	145	Western Asia	1	31	Azerbaijan	AZE	1	50.01064725	40.39229544	Passenger-kilometers	6.0		Millions			United Nations Statistics Division, New York, transport statistics database.		2207.0	2228.0	2257.0	2173.0	2102.0	2054.0	2196.0	2215.0	2148.0	2022.0	1827.0	1975.0	1629.0	1330.0	1081.0	791.0	558.0	489.0	533.0	422.0	493.0	537.0	584.0	654.0	789.0	878.0	878.0	2005
16	International tourism and transport	Tourisme et transport internationaux	railways	57	Railways: traffic	Railway traffic - passenger-distance	SYB032	5	South America	1	32	Argentina	ARG	1	-65.14563274	-35.19446255	Passenger-kilometers	6.0		Millions	[1980-2002]: Including urban transport only.	[1980-2002]: Les chemins de fer urbains seulement.	[1980-2002]: United Nations Statistics Division, New York, transport statistics database.	[1980-2002]: 	12706.0	8882.0	6749.0	4171.0	4905.0	7017.0	8524.0	9324.0	9652.0	9102.0	10512.0	8882.0	6749.0	4171.0	4905.0	7017.0	8524.0	9324.0	9652.0	9102.0	8939.0	7975.0	6586.0				6586.0	2002
16	International tourism and transport	Tourisme et transport internationaux	railways	57	Railways: traffic	Railway traffic - passenger-distance	SYB032	53	Oceania	1	36	Australia	AUS	1	134.3499412	-25.57717202	Passenger-kilometers	6.0																																		
16	International tourism and transport	Tourisme et transport internationaux	railways	57	Railways: traffic	Railway traffic - passenger-distance	SYB032	155	Western Europe	1	40	Austria	AUT	1	14.14172472	47.58704857	Passenger-kilometers	6.0		Millions			United Nations Statistics Division, New York, transport statistics database.		7380.0	7043.0	7217.0	7150.0	7004.0	7290.0	7332.0	7363.0	7783.0	8445.0	8463.0	8990.0	9501.0	9342.0	9629.0	9625.0	9689.0	8140.0	7971.0	7997.0	8206.0	8240.0	8300.0	8249.0	8704.0	9061.0	9061.0	2005
16	International tourism and transport	Tourisme et transport internationaux	railways	57	Railways: traffic	Railway traffic - passenger-distance	SYB032	29	Caribbean	1	44	Bahamas	BHS	1	-78.05111663	24.69546597	Passenger-kilometers	6.0																																		
16	International tourism and transport	Tourisme et transport internationaux	railways	57	Railways: traffic	Railway traffic - passenger-distance	SYB032	145	Western Asia	1	48	Bahrain	BHR	1	50.5490754	26.04407747	Passenger-kilometers	6.0																																		
16	International tourism and transport	Tourisme et transport internationaux	railways	57	Railways: traffic	Railway traffic - passenger-distance	SYB032	34	Southern Asia	1	50	Bangladesh	BGD	1	89.17660788	22.86961622	Passenger-kilometers	6.0		Millions	[1980-1998]: Data refer to fiscal years beginning 1 July.	[1980-1998]: Les données se réfèrent aux exercices budgétaires commençant le 1er juillet.	[1980-1998]: United Nations Statistics Division, New York, transport statistics database.	[1980-1998]: 	5119.0	5197.0	5366.0	6427.0	6284.0	6031.0	6005.0	6027.0	5052.0	4338.0	5070.0	4587.0	5348.0	5112.0	4570.0	4037.0	3333.0	3754.0	3855.0								3855.0	1998
16	International tourism and transport	Tourisme et transport internationaux	railways	57	Railways: traffic	Railway traffic - passenger-distance	SYB032	145	Western Asia	1	51	Armenia	ARM	1	44.93839317	40.29499741	Passenger-kilometers	6.0		Millions			[1980,1982-2005]: United Nations Statistics Division, New York, transport statistics database.	[1980,1982-2005]: 	549.0		492.0	506.0	485.0	490.0	486.0	493.0	417.0	381.0	316.0	320.0	446.0	435.0	353.0	166.0	84.0	84.0	52.0	46.0	47.0	48.0	48.0	41.0	30.0	27.0	27.0	2005
16	International tourism and transport	Tourisme et transport internationaux	railways	57	Railways: traffic	Railway traffic - passenger-distance	SYB032	29	Caribbean	1	52	Barbados	BRB	1	-59.5346489	13.13648273	Passenger-kilometers	6.0																																		
16	International tourism and transport	Tourisme et transport internationaux	railways	57	Railways: traffic	Railway traffic - passenger-distance	SYB032	155	Western Europe	1	56	Belgium	BEL	1	4.660976456	50.64104975	Passenger-kilometers	6.0		Millions			United Nations Statistics Division, New York, transport statistics database.		6963.0	7078.0	6879.0	6631.0	6444.0	6572.0	6069.0	6270.0	6348.0	6400.0	6539.0	6771.0	6798.0	6694.0	6638.0	6757.0	6788.0	6984.0	7097.0	7354.0	7755.0	8036.0	8260.0	8265.0	8676.0	9150.0	9150.0	2005
16	International tourism and transport	Tourisme et transport internationaux	railways	57	Railways: traffic	Railway traffic - passenger-distance	SYB032	21	Northern America	1	60	Bermuda	BMU	0	-64.78155012	32.27881922	Passenger-kilometers	6.0																																		
16	International tourism and transport	Tourisme et transport internationaux	railways	57	Railways: traffic	Railway traffic - passenger-distance	SYB032	34	Southern Asia	1	64	Bhutan	BTN	1	90.45098484	27.39598568	Passenger-kilometers	6.0																																		
16	International tourism and transport	Tourisme et transport internationaux	railways	57	Railways: traffic	Railway traffic - passenger-distance	SYB032	5	South America	1	68	Bolivia (Plurinational State of)	BOL	1	-64.66224284	-16.71273412	Passenger-kilometers	6.0		Millions			[1980-2004]: United Nations Statistics Division, New York, transport statistics database.	[1980-2004]: 	529.0	482.0	555.0	771.0	684.0	748.0	657.0	500.0	369.0	386.0	388.0	350.0	334.0	279.0	277.0	240.0	197.0	225.0	270.0	271.0	259.0	267.0	280.0	283.0	286.0		286.0	2004
16	International tourism and transport	Tourisme et transport internationaux	railways	57	Railways: traffic	Railway traffic - passenger-distance	SYB032	39	Southern Europe	1	70	Bosnia and Herzegovina	BIH	1	17.78584332	44.16845548	Passenger-kilometers	6.0																																		
