topicId	topicNameEN	topicNameFR	tableCode	tableId	tableName	seriesDesc	seriesCode	parentCode	parentName	countryProfile	refAreaCode	refAreaDesc	ISO3	UN_Member	X	Y	units	multiplier	baseYear	multiplierDesc	footnotesEN	footnotesFR	sourceEN	sourceFR	value_1995	value_2005	value_2010	value_2014	value_2015	value_2016	value_2017	value_2018	value_latest_year	latest_year
15	International merchandise trade	Commerce international des marchandises	impexpdollars	68	Total imports, exports and balance of trade	Exports FOB	SYB063	34	Southern Asia	1	4	Afghanistan	AFG	1	66.02688198	33.83160199	US dollars	6.0		Millions	[2017-2018]: Estimate.	[2017-2018]: Données estimatives.	"[2010,2014-2018]: United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019.
"	[2010,2014-2018]: Organisation des Nations Unies, Division de statistique, New York, Comtrade base de données de l'ONU, dernier accès mai 2019.			388.4836	570.534	571.405	596.4553	700.0461	821.6283	821.6283	2018
15	International merchandise trade	Commerce international des marchandises	impexpdollars	68	Total imports, exports and balance of trade	Exports FOB	SYB063	39	Southern Europe	1	8	Albania	ALB	1	20.06660928	41.13897007	US dollars	6.0		Millions	[1995,2018]: Estimate.	[1995,2018]: Données estimatives.	"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019.
"	Organisation des Nations Unies, Division de statistique, New York, Comtrade base de données de l'ONU, dernier accès mai 2019.	201.903	658.2332	1549.9557	2430.7236	1929.657	1962.1174	2301.341	2875.6635	2875.6635	2018
15	International merchandise trade	Commerce international des marchandises	impexpdollars	68	Total imports, exports and balance of trade	Exports FOB	SYB063	15	Northern Africa	1	12	Algeria	DZA	1	2.678164227	28.15940032	US dollars	6.0		Millions	[2018]: Estimate.	[2018]: Données estimatives.	"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019.
"	Organisation des Nations Unies, Division de statistique, New York, Comtrade base de données de l'ONU, dernier accès mai 2019.	9356.6804	46001.7355	57050.9736	60387.6893	34795.9515	29992.1015	35191.1174	41347.0031	41347.0031	2018
15	International merchandise trade	Commerce international des marchandises	impexpdollars	68	Total imports, exports and balance of trade	Exports FOB	SYB063	61	Polynesia	1	16	American Samoa	ASM	0	-170.7187269	-14.30587306	US dollars	6.0																
15	International merchandise trade	Commerce international des marchandises	impexpdollars	68	Total imports, exports and balance of trade	Exports FOB	SYB063	39	Southern Europe	1	20	Andorra	AND	1	1.576257417	42.54548611	US dollars	6.0		Millions	[2015-2018]: Estimate.	[2015-2018]: Données estimatives.	"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019.
"	Organisation des Nations Unies, Division de statistique, New York, Comtrade base de données de l'ONU, dernier accès mai 2019.	47.8031	142.7375	92.319	94.7809	86.5208	100.4447	120.0902	129.2992	129.2992	2018
15	International merchandise trade	Commerce international des marchandises	impexpdollars	68	Total imports, exports and balance of trade	Exports FOB	SYB063	17	Middle Africa	1	24	Angola	AGO	1	17.57817062	-12.33724746	US dollars	6.0		Millions	Imports FOB. [1995,2005,2014,2016-2018]: Estimate.	Importations FAB. [1995,2005,2014,2016-2018]: Données estimatives.	"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019.
"	Organisation des Nations Unies, Division de statistique, New York, Comtrade base de données de l'ONU, dernier accès mai 2019.	3592.2344	23835.3223	52612.1148	58672.3692	33047.7789	29198.0386	32265.2265	38953.2852	38953.2852	2018
15	International merchandise trade	Commerce international des marchandises	impexpdollars	68	Total imports, exports and balance of trade	Exports FOB	SYB063	29	Caribbean	1	28	Antigua and Barbuda	ATG	1	-61.7999755	17.07761471	US dollars	6.0		Millions	[1995,2018]: Estimate.	[1995,2018]: Données estimatives.	"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019.
"	Organisation des Nations Unies, Division de statistique, New York, Comtrade base de données de l'ONU, dernier accès mai 2019.	53.1324	120.6361	34.8283	23.0825	26.0455	61.0433	62.3906	45.7098	45.7098	2018
15	International merchandise trade	Commerce international des marchandises	impexpdollars	68	Total imports, exports and balance of trade	Exports FOB	SYB063	145	Western Asia	1	31	Azerbaijan	AZE	1	50.01064725	40.39229544	US dollars	6.0		Millions	[1995,2018]: Estimate.	[1995,2018]: Données estimatives.	"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019.
"	Organisation des Nations Unies, Division de statistique, New York, Comtrade base de données de l'ONU, dernier accès mai 2019.	636.6142	4347.1512	21278.42	21751.7372	11326.8411	9066.5063	13797.6656	20554.5418	20554.5418	2018
15	International merchandise trade	Commerce international des marchandises	impexpdollars	68	Total imports, exports and balance of trade	Exports FOB	SYB063	5	South America	1	32	Argentina	ARG	1	-65.14563274	-35.19446255	US dollars	6.0		Millions	[2018]: Estimate.	[2018]: Données estimatives.	"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019.
"	Organisation des Nations Unies, Division de statistique, New York, Comtrade base de données de l'ONU, dernier accès mai 2019.	20962.5748	40106.3861	68174.4468	68407.3819	56787.9824	57733.3505	58384.195	66318.5897	66318.5897	2018
15	International merchandise trade	Commerce international des marchandises	impexpdollars	68	Total imports, exports and balance of trade	Exports FOB	SYB063	53	Oceania	1	36	Australia	AUS	1	134.3499412	-25.57717202	US dollars	6.0		Millions	[1995,2018]: Estimate. [2014]: Imports FOB.	[1995,2018]: Données estimatives. [2014]: Importations FAB.	"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019.
"	Organisation des Nations Unies, Division de statistique, New York, Comtrade base de données de l'ONU, dernier accès mai 2019.	52628.4613	106011.0507	212108.7263	240444.6839	187792.1514	189629.9746	230163.2072	255726.813	255726.813	2018
15	International merchandise trade	Commerce international des marchandises	impexpdollars	68	Total imports, exports and balance of trade	Exports FOB	SYB063	155	Western Europe	1	40	Austria	AUT	1	14.14172472	47.58704857	US dollars	6.0		Millions	[1995,2018]: Estimate.	[1995,2018]: Données estimatives.	"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019.
"	Organisation des Nations Unies, Division de statistique, New York, Comtrade base de données de l'ONU, dernier accès mai 2019.	53459.7871	117721.7122	144882.0021	169714.9894	145277.3072	144700.6902	159970.5308	181665.5317	181665.5317	2018
15	International merchandise trade	Commerce international des marchandises	impexpdollars	68	Total imports, exports and balance of trade	Exports FOB	SYB063	29	Caribbean	1	44	Bahamas	BHS	1	-78.05111663	24.69546597	US dollars	6.0		Millions	Trade statistics exclude certain oil and chemical products. [1995,2016-2018]: Estimate.	Les statistiques commerciales font exclusion de certains produits pétroliers et chimiques. [1995,2016-2018]: Données estimatives.	"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019.
"	Organisation des Nations Unies, Division de statistique, New York, Comtrade base de données de l'ONU, dernier accès mai 2019.	175.92	270.8491	620.1433	689.1945	442.7814	402.7153	469.3035	481.554	481.554	2018
15	International merchandise trade	Commerce international des marchandises	impexpdollars	68	Total imports, exports and balance of trade	Exports FOB	SYB063	145	Western Asia	1	48	Bahrain	BHR	1	50.5490754	26.04407747	US dollars	6.0		Millions	[2017-2018]: Estimate.	[2017-2018]: Données estimatives.	"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019.
"	Organisation des Nations Unies, Division de statistique, New York, Comtrade base de données de l'ONU, dernier accès mai 2019.	3474.9407	10238.5778	16059.2134	23745.9585	16684.3531	12892.3546	15505.6915	18492.8283	18492.8283	2018
15	International merchandise trade	Commerce international des marchandises	impexpdollars	68	Total imports, exports and balance of trade	Exports FOB	SYB063	34	Southern Asia	1	50	Bangladesh	BGD	1	89.17660788	22.86961622	US dollars	6.0		Millions	[2014,2016-2018]: Estimate.	[2014,2016-2018]: Données estimatives.	"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019.
"	Organisation des Nations Unies, Division de statistique, New York, Comtrade base de données de l'ONU, dernier accès mai 2019.	3407.2412	9331.5833	19230.9826	23069.7916	31734.1624	32013.1235	31366.7383	32777.2462	32777.2462	2018
15	International merchandise trade	Commerce international des marchandises	impexpdollars	68	Total imports, exports and balance of trade	Exports FOB	SYB063	145	Western Asia	1	51	Armenia	ARM	1	44.93839317	40.29499741	US dollars	6.0		Millions	[1995]: Estimate.	[1995]: Données estimatives.	"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019.
"	Organisation des Nations Unies, Division de statistique, New York, Comtrade base de données de l'ONU, dernier accès mai 2019.	270.9	936.9774	1011.4248	1490.1902	1482.6674	1807.7895	2144.963	2381.7071	2381.7071	2018
15	International merchandise trade	Commerce international des marchandises	impexpdollars	68	Total imports, exports and balance of trade	Exports FOB	SYB063	29	Caribbean	1	52	Barbados	BRB	1	-59.5346489	13.13648273	US dollars	6.0		Millions			"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019.
"	Organisation des Nations Unies, Division de statistique, New York, Comtrade base de données de l'ONU, dernier accès mai 2019.	237.5349	361.2422	313.6849	480.7539	482.7523	516.8264	485.388	457.7096	457.7096	2018
15	International merchandise trade	Commerce international des marchandises	impexpdollars	68	Total imports, exports and balance of trade	Exports FOB	SYB063	155	Western Europe	1	56	Belgium	BEL	1	4.660976456	50.64104975	US dollars	6.0		Millions	[2014]: Data refer to Belgium and Luxembourg. [2018]: Estimate.	[2014]: Les données se rapportent à Belgique et Luxembourg. [2018]: Données estimatives.	"[2005,2010,2014-2018]: United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019.
"	[2005,2010,2014-2018]: Organisation des Nations Unies, Division de statistique, New York, Comtrade base de données de l'ONU, dernier accès mai 2019.		335691.7781	407595.9143	472201.2743	397739.1567	398033.2654	429980.1675	468528.9602	468528.9602	2018
15	International merchandise trade	Commerce international des marchandises	impexpdollars	68	Total imports, exports and balance of trade	Exports FOB	SYB063	21	Northern America	1	60	Bermuda	BMU	0	-64.78155012	32.27881922	US dollars	6.0		Millions	[2005,2010]: Estimate.	[2005,2010]: Données estimatives.	"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019.
"	Organisation des Nations Unies, Division de statistique, New York, Comtrade base de données de l'ONU, dernier accès mai 2019.	62.9292	48.871	14.68	11.9685	8.6224	8.3174	11.7422	22.9124	22.9124	2018
