topicId	topicNameEN	topicNameFR	tableCode	tableId	tableName	seriesDesc	seriesCode	parentCode	parentName	countryProfile	refAreaCode	refAreaDesc	ISO3	UN_Member	X	Y	units	multiplier	baseYear	multiplierDesc	footnotesEN	footnotesFR	sourceEN	sourceFR	value_1980	value_1981	value_1982	value_1983	value_1984	value_1985	value_1986	value_1987	value_1988	value_1989	value_1990	value_1991	value_1992	value_1993	value_1994	value_1995	value_1996	value_1997	value_1998	value_1999	value_2000	value_2001	value_2002	value_2003	value_2004	value_2005	value_latest_year	latest_year
16	International tourism and transport	Tourisme et transport internationaux	motorvehiclesinuse	58	Motor vehicles in use	Motor vehicles in use: Passenger cars	SYB034	155	Western Europe	1	40	Austria	AUT	1	14.14172472	47.58704857	Number of vehicles	3.0		Thousands	Including vehicles operated by police or other governmental security organizations.	Y compris les véhicules de la police ou d'autres services gouvernementaux d'ordre public.	United Nations Statistics Division, New York, transport statistics database.		2247.0	2312.9	2361.1	2414.5	2468.5	2530.8	2609.4	2684.8	2784.8	2902.9	2991.3	3100.0	3244.9	3367.6	3479.6	3593.6	3690.7	3782.5	3887.2	4009.6	4097.1	4182.0	3987.1	4054.3	4109.0	4157.0	4157.0	2005
16	International tourism and transport	Tourisme et transport internationaux	motorvehiclesinuse	58	Motor vehicles in use	Motor vehicles in use: Passenger cars	SYB034	29	Caribbean	1	44	Bahamas	BHS	1	-78.05111663	24.69546597	Number of vehicles	3.0		Thousands			[1980-1987,1994-1995]: United Nations Statistics Division, New York, transport statistics database.	[1980-1987,1994-1995]: 	47.5	50.0	58.0	52.6	48.1	54.1	54.5	59.3							54.4	67.1											67.1	1995
16	International tourism and transport	Tourisme et transport internationaux	motorvehiclesinuse	58	Motor vehicles in use	Motor vehicles in use: Passenger cars	SYB034	145	Western Asia	1	48	Bahrain	BHR	1	50.5490754	26.04407747	Number of vehicles	3.0		Thousands			[1980-2001]: United Nations Statistics Division, New York, transport statistics database.	[1980-2001]: 	47.0	51.1	61.4	68.1	75.1	81.6	85.3	87.4	94.9	99.4	103.2	105.7	113.8	122.9	130.7	135.4	140.0	147.9	160.2	169.6	175.7	187.0					187.0	2001
16	International tourism and transport	Tourisme et transport internationaux	motorvehiclesinuse	58	Motor vehicles in use	Motor vehicles in use: Passenger cars	SYB034	34	Southern Asia	1	50	Bangladesh	BGD	1	89.17660788	22.86961622	Number of vehicles	3.0		Thousands			[1980-1998]: United Nations Statistics Division, New York, transport statistics database.	[1980-1998]: 	11.8	12.4	12.9	26.7	28.1	29.4	30.9	32.4	34.2	37.8	42.1	44.2	45.6	46.6	48.1	51.1	55.8	61.2	65.0								65.0	1998
16	International tourism and transport	Tourisme et transport internationaux	motorvehiclesinuse	58	Motor vehicles in use	Motor vehicles in use: Passenger cars	SYB034	145	Western Asia	1	51	Armenia	ARM	1	44.93839317	40.29499741	Number of vehicles	3.0																																		
16	International tourism and transport	Tourisme et transport internationaux	motorvehiclesinuse	58	Motor vehicles in use	Motor vehicles in use: Passenger cars	SYB034	29	Caribbean	1	52	Barbados	BRB	1	-59.5346489	13.13648273	Number of vehicles	3.0		Thousands	[1985-1999]: Including buses and coaches.	[1985-1999]: Y compris autobus et autocars.	[1985-1999]: United Nations Statistics Division, New York, transport statistics database.	[1985-1999]: 						33.2	35.3	37.5	37.9	42.2	42.4	42.9	41.3	46.4	43.5	47.2	49.8	53.6	57.5	62.1							62.1	1999
16	International tourism and transport	Tourisme et transport internationaux	motorvehiclesinuse	58	Motor vehicles in use	Motor vehicles in use: Passenger cars	SYB034	155	Western Europe	1	56	Belgium	BEL	1	4.660976456	50.64104975	Number of vehicles	3.0		Thousands			United Nations Statistics Division, New York, transport statistics database.		3315.0	3162.6	3188.7	3221.4	3258.4	3300.5	3336.2	3453.1	3567.4	3688.1	3814.6	3934.0	3991.6	4079.5	4208.1	4270.3	4336.1	4412.1	4488.5	4580.0	4675.1	4736.6	4784.1	4821.0	4874.0	4919.0	4919.0	2005
16	International tourism and transport	Tourisme et transport internationaux	motorvehiclesinuse	58	Motor vehicles in use	Motor vehicles in use: Passenger cars	SYB034	21	Northern America	1	60	Bermuda	BMU	0	-64.78155012	32.27881922	Number of vehicles	3.0		Thousands	[2004-2005]: Including private cars.	[2004-2005]: Y compris les voitures particulières.	United Nations Statistics Division, New York, transport statistics database.		13.6	14.4	15.1	15.8	16.7	17.2	17.2	17.6	18.3	18.9	19.1	19.5	19.7	20.1	20.7	21.1	21.2	21.6	22.0	22.6	20.0	20.3	20.8	21.0	22.0	22.0	22.0	2005
16	International tourism and transport	Tourisme et transport internationaux	motorvehiclesinuse	58	Motor vehicles in use	Motor vehicles in use: Passenger cars	SYB034	34	Southern Asia	1	64	Bhutan	BTN	1	90.45098484	27.39598568	Number of vehicles	3.0																																		
16	International tourism and transport	Tourisme et transport internationaux	motorvehiclesinuse	58	Motor vehicles in use	Motor vehicles in use: Passenger cars	SYB034	5	South America	1	68	Bolivia (Plurinational State of)	BOL	1	-64.66224284	-16.71273412	Number of vehicles	3.0		Thousands			[1980-2004]: United Nations Statistics Division, New York, transport statistics database.	[1980-2004]: 	13.9	18.5	21.3	24.2	27.3	42.7	66.0	82.7	94.5	106.8	119.1	131.2	146.6	164.7	183.7	201.9	220.3	234.1	178.3	166.0	234.0	244.0	249.0	264.0	294.0		294.0	2004
16	International tourism and transport	Tourisme et transport internationaux	motorvehiclesinuse	58	Motor vehicles in use	Motor vehicles in use: Passenger cars	SYB034	39	Southern Europe	1	70	Bosnia and Herzegovina	BIH	1	17.78584332	44.16845548	Number of vehicles	3.0																																		
16	International tourism and transport	Tourisme et transport internationaux	motorvehiclesinuse	58	Motor vehicles in use	Motor vehicles in use: Passenger cars	SYB034	18	Southern Africa	1	72	Botswana	BWA	1	23.81380223	-22.18810073	Number of vehicles	3.0		Thousands			United Nations Statistics Division, New York, transport statistics database.		7.8	8.9	10.1	11.0	12.8	14.7	17.0	17.5	18.2	19.5	22.0	20.8	23.4	26.3	27.1	30.5	26.7	28.2	37.0	44.5	48.0	54.0	60.0	65.0	74.0	83.0	83.0	2005
16	International tourism and transport	Tourisme et transport internationaux	motorvehiclesinuse	58	Motor vehicles in use	Motor vehicles in use: Passenger cars	SYB034	5	South America	1	76	Brazil	BRA	1	-53.08432878	-10.77668561	Number of vehicles	3.0		Thousands			[1980-1988]: United Nations Statistics Division, New York, transport statistics database.	[1980-1988]: 	7971.2	8251.1	8543.2	9007.9	9198.4	9527.3	9885.2	10035.5	10274.4																		10274.4	1988
16	International tourism and transport	Tourisme et transport internationaux	motorvehiclesinuse	58	Motor vehicles in use	Motor vehicles in use: Passenger cars	SYB034	13	Central America	1	84	Belize	BLZ	1	-88.70199554	17.19965901	Number of vehicles	3.0		Thousands	[1995-2002]: Excluding government vehicles. [1995-2002]: Number of licensed vehicles.	[1995-2002]: Nombre de véhicules automobiles immatriculés. [1995-2002]: Non compris les véhicules des administrations publiques.	[1995-2002]: United Nations Statistics Division, New York, transport statistics database.	[1995-2002]: 																16.1	17.0	19.1	19.3	24.2	26.1	28.8	32.6				32.6	2002
16	International tourism and transport	Tourisme et transport internationaux	motorvehiclesinuse	58	Motor vehicles in use	Motor vehicles in use: Passenger cars	SYB034	54	Melanesia	1	90	Solomon Islands	SLB	1	160.1584117	-9.622391719	Number of vehicles	3.0																																		
16	International tourism and transport	Tourisme et transport internationaux	motorvehiclesinuse	58	Motor vehicles in use	Motor vehicles in use: Passenger cars	SYB034	29	Caribbean	1	92	British Virgin Islands	VGB	0	-64.63294223	18.42256578	Number of vehicles	3.0		Thousands	[1980-1995]: Prior to 2003, data relates only to the one under management of the Ministry. From 2003, data relates to the whole country.	[1980-1995]: 	[1980-2004]: United Nations Statistics Division, New York, transport statistics database.	[1980-2004]: 	2.5	2.7	2.8	2.9	3.3	3.6	4.0	4.3	4.8	5.5	6.2	6.5	6.9	6.7	7.0	5.0	5.551	5.78	5.93	6.04	6.14	7.12	7.44	8.07	9.11		9.11	2004
16	International tourism and transport	Tourisme et transport internationaux	motorvehiclesinuse	58	Motor vehicles in use	Motor vehicles in use: Passenger cars	SYB034	35	South-eastern Asia	1	96	Brunei Darussalam	BRN	1	114.6288563	4.49736984	Number of vehicles	3.0		Thousands			United Nations Statistics Division, New York, transport statistics database.		43.6	48.7	53.9	62.5	70.6	78.6	83.4	87.8	92.1	98.8	106.6	114.1	122.0	130.0	135.9	141.7	150.0	163.0	170.6	176.3	182.7	189.1	200.1	211.8	225.19	240.04	240.04	2005
16	International tourism and transport	Tourisme et transport internationaux	motorvehiclesinuse	58	Motor vehicles in use	Motor vehicles in use: Passenger cars	SYB034	151	Eastern Europe	1	100	Bulgaria	BGR	1	25.23763153	42.75731323	Number of vehicles	3.0		Thousands			United Nations Statistics Division, New York, transport statistics database.		815.5	868.3	921.5	969.6	1014.8	1064.0	1117.7	1173.6	1220.8	1270.0	1317.4	1359.0	1411.3	1505.5	1587.9	1647.6	1707.0	1730.5	1809.4	1908.4	1992.8	2085.7	2174.1	2309.3	2438.0	2538.0	2538.0	2005
16	International tourism and transport	Tourisme et transport internationaux	motorvehiclesinuse	58	Motor vehicles in use	Motor vehicles in use: Passenger cars	SYB034	35	South-eastern Asia	1	104	Myanmar	MMR	1	96.51752295	21.19332882	Number of vehicles	3.0		Thousands	[1980-2004]: Including vehicles operated by police or other governmental security organizations.	[1980-2004]: Y compris les véhicules de la police ou d'autres services gouvernementaux d'ordre public.	[1980-2004]: United Nations Statistics Division, New York, transport statistics database.	[1980-2004]: 	43.3	45.4	47.8	50.6	54.8	59.8	60.9	60.4	64.9	71.3	78.1	88.6	100.2	115.9	125.4	145.4	171.3	177.9	177.6	171.1	173.9	175.4	178.0	183.0	188.0		188.0	2004
16	International tourism and transport	Tourisme et transport internationaux	motorvehiclesinuse	58	Motor vehicles in use	Motor vehicles in use: Passenger cars	SYB034	14	Eastern Africa	1	108	Burundi	BDI	1	29.89080992	-3.366387428	Number of vehicles	3.0		Thousands			[1980-1994]: United Nations Statistics Division, New York, transport statistics database.	[1980-1994]: 	5.6	6.5	7.2	7.9	8.5	9.2	11.1	12.2	13.0	13.9	15.0	16.4	17.5	18.5	17.5												17.5	1994
16	International tourism and transport	Tourisme et transport internationaux	motorvehiclesinuse	58	Motor vehicles in use	Motor vehicles in use: Passenger cars	SYB034	151	Eastern Europe	1	112	Belarus	BLR	1	28.04940161	53.54193075	Number of vehicles	3.0		Thousands			United Nations Statistics Division, New York, transport statistics database.		265.8	293.8	322.3	347.1	375.2	408.3	447.6	482.5	520.8	558.3	604.5	660.0	722.8	773.6	875.6	939.6	1035.8	1132.8	1279.2	1351.1	1421.9	1467.6	1552.4	1656.2	1708.0	1771.0	1771.0	2005
16	International tourism and transport	Tourisme et transport internationaux	motorvehiclesinuse	58	Motor vehicles in use	Motor vehicles in use: Passenger cars	SYB034	35	South-eastern Asia	1	116	Cambodia	KHM	1	104.922836	12.71163737	Number of vehicles	3.0		Thousands			[1987,1990-2000]: United Nations Statistics Division, New York, transport statistics database.	[1987,1990-2000]: 								3.9			5.3	5.6	10.8	6.8	7.4	8.0	6.3	8.4	8.0	8.5	8.3						8.3	2000
16	International tourism and transport	Tourisme et transport internationaux	motorvehiclesinuse	58	Motor vehicles in use	Motor vehicles in use: Passenger cars	SYB034	17	Middle Africa	1	120	Cameroon	CMR	1	12.7419827	5.692387031	Number of vehicles	3.0		Thousands			[1980-2003]: United Nations Statistics Division, New York, transport statistics database.	[1980-2003]: 	50.5	55.4	60.4	66.9	72.4	77.1	80.8	78.3	73.7	68.7	105.9	104.6	98.1	92.8	88.3	94.7	100.9	102.2	105.8	110.7	115.9	134.5	151.9	173.12			173.12	2003
16	International tourism and transport	Tourisme et transport internationaux	motorvehiclesinuse	58	Motor vehicles in use	Motor vehicles in use: Passenger cars	SYB034	21	Northern America	1	124	Canada	CAN	1	-101.6575058	57.72360191	Number of vehicles	3.0		Thousands	Including vehicles operated by police or other governmental security organizations.	Y compris les véhicules de la police ou d'autres services gouvernementaux d'ordre public.	United Nations Statistics Division, New York, transport statistics database.		10255.5	10199.4	10530.4	10731.5	10780.7	11118.1	11477.0	11772.5	12086.0	12811.3	12622.0	12577.6	12781.1	12927.0	13123.0	13182.9	13251.1	13486.9	13887.3	16538.0	16861.0	17054.8	17543.6	17756.0	17920.0	18124.0	18124.0	2005
16	International tourism and transport	Tourisme et transport internationaux	motorvehiclesinuse	58	Motor vehicles in use	Motor vehicles in use: Passenger cars	SYB034	11	Western Africa	1	132	Cabo Verde	CPV	1	-23.63544151	15.07791834	Number of vehicles	3.0		Thousands			[1980-1987,1990-1999]: United Nations Statistics Division, New York, transport statistics database.	[1980-1987,1990-1999]: 	1.0	1.0	1.0	2.0	2.0	2.0	2.0	2.0			4.0	4.4	5.5	6.5	7.7	8.0	9.3	10.3	11.4	13.5							13.5	1999
16	International tourism and transport	Tourisme et transport internationaux	motorvehiclesinuse	58	Motor vehicles in use	Motor vehicles in use: Passenger cars	SYB034	29	Caribbean	1	136	Cayman Islands	CYM	0	-81.16740559	19.32266656	Number of vehicles	3.0		Thousands			[1981-2002,2004-2005]: United Nations Statistics Division, New York, transport statistics database.	[1981-2002,2004-2005]: 		1.3	1.3	1.4	1.3	7.9	8.0	9.8	9.1	9.7	10.7	10.8	11.3	11.6	12.3	13.5	14.9	16.0	15.8	17.9	19.8	20.3	22.6		19.6	23.7	23.7	2005
16	International tourism and transport	Tourisme et transport internationaux	motorvehiclesinuse	58	Motor vehicles in use	Motor vehicles in use: Passenger cars	SYB034	17	Middle Africa	1	140	Central African Republic	CAF	1	20.93559492	7.003720791	Number of vehicles	3.0		Thousands			[2002-2005]: United Nations Statistics Division, New York, transport statistics database.	[2002-2005]: 																							0.756	0.6980000000000001	0.772	0.8150000000000001	0.8150000000000001	2005
16	International tourism and transport	Tourisme et transport internationaux	motorvehiclesinuse	58	Motor vehicles in use	Motor vehicles in use: Passenger cars	SYB034	34	Southern Asia	1	144	Sri Lanka	LKA	1	80.70489654	7.614693343	Number of vehicles	3.0		Thousands	[1980-2004]: Including vehicles operated by police or other governmental security organizations. [2000-2001]: Including three-wheelers.	[1980-2004]: Y compris les véhicules de la police ou d'autres services gouvernementaux d'ordre public. [2000-2001]: Y compris véhicules à trois roues.	[1980-2004]: United Nations Statistics Division, New York, transport statistics database.	[1980-2004]: 	120.9	126.3	131.7	136.9	141.7	148.6	155.2	147.8	155.2	163.8	173.5	180.1	189.5	197.3	210.1	228.9	246.5	261.6	284.3	309.5	335.0	353.7	386.6	443.9	507.0		507.0	2004
16	International tourism and transport	Tourisme et transport internationaux	motorvehiclesinuse	58	Motor vehicles in use	Motor vehicles in use: Passenger cars	SYB034	17	Middle Africa	1	148	Chad	TCD	1	18.66618401	15.36279341	Number of vehicles	3.0		Thousands			[1980-1987]: United Nations Statistics Division, New York, transport statistics database.	[1980-1987]: 	10.0	10.0	10.0	10.0	10.0	11.0	11.0	11.0																			11.0	1987
16	International tourism and transport	Tourisme et transport internationaux	motorvehiclesinuse	58	Motor vehicles in use	Motor vehicles in use: Passenger cars	SYB034	5	South America	1	152	Chile	CHL	1	-71.23029019	-35.2652885	Number of vehicles	3.0		Thousands			United Nations Statistics Division, New York, transport statistics database.		448.5	573.8	605.6	618.7	630.4	624.9	590.7	618.5	669.1	661.3	710.4	765.5	826.8	896.5	914.3	1026.0	1121.2	1175.8	1236.9	1323.8	1320.5	1351.9	1373.1	1402.8	1489.0	1595.0	1595.0	2005
16	International tourism and transport	Tourisme et transport internationaux	motorvehiclesinuse	58	Motor vehicles in use	Motor vehicles in use: Passenger cars	SYB034	30	Eastern Asia	1	156	China	CHN	1	104.1403375	32.30955217	Number of vehicles	3.0		Thousands	For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR) and Macao Special Administrative Region (Macao SAR). Including vehicles seating more than nine persons.	Pour la présentation des statistiques, les données pour la Chine ne comprennent pas la Région Administrative Spéciale de Hong Kong (RAS de Hong Kong ) et la Région Administrative Spéciale de Macao (RAS de Macao). Y compris véhicules dont le nombre de places assises est supérieur à neuf.	United Nations Statistics Division, New York, transport statistics database.		350.8	405.7	441.8	477.8	562.8	794.5	966.1	1114.6	1303.8	1464.3	1621.9	1852.4	2261.6	2859.8	3497.4	4179.0	4880.2	5805.6	6548.3	7402.3	8537.3	9939.6	12023.7	14788.1	17359.1	21324.6	21324.6	2005
16	International tourism and transport	Tourisme et transport internationaux	motorvehiclesinuse	58	Motor vehicles in use	Motor vehicles in use: Passenger cars	SYB034	5	South America	1	170	Colombia	COL	1	-73.07446751	3.888209046	Number of vehicles	3.0																																		
16	International tourism and transport	Tourisme et transport internationaux	motorvehiclesinuse	58	Motor vehicles in use	Motor vehicles in use: Passenger cars	SYB034	14	Eastern Africa	1	174	Comoros	COM	1	43.34234565	-11.66121732	Number of vehicles	3.0		Thousands			[1980-1987]: United Nations Statistics Division, New York, transport statistics database.	[1980-1987]: 	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0																			1.0	1987
16	International tourism and transport	Tourisme et transport internationaux	motorvehiclesinuse	58	Motor vehicles in use	Motor vehicles in use: Passenger cars	SYB034	14	Eastern Africa	1	175	Mayotte	MYT	0	45.14015057	-12.82217691	Number of vehicles	3.0																																		
16	International tourism and transport	Tourisme et transport internationaux	motorvehiclesinuse	58	Motor vehicles in use	Motor vehicles in use: Passenger cars	SYB034	17	Middle Africa	1	178	Congo	COG	1	15.22052612	-0.840544119	Number of vehicles	3.0																																		
16	International tourism and transport	Tourisme et transport internationaux	motorvehiclesinuse	58	Motor vehicles in use	Motor vehicles in use: Passenger cars	SYB034	17	Middle Africa	1	180	Democratic Republic of the Congo	COD	1	23.65496507	-2.877154732	Number of vehicles	3.0		Thousands			[1980-1990]: United Nations Statistics Division, New York, transport statistics database.	[1980-1990]: 	75.4	91.0	92.0	92.0	92.0	92.0	92.0	92.0	130.7	137.9	145.1																145.1	1990
16	International tourism and transport	Tourisme et transport internationaux	motorvehiclesinuse	58	Motor vehicles in use	Motor vehicles in use: Passenger cars	SYB034	61	Polynesia	1	184	Cook Islands	COK	0	-159.7711391	-21.22696458	Number of vehicles	3.0																																		
16	International tourism and transport	Tourisme et transport internationaux	motorvehiclesinuse	58	Motor vehicles in use	Motor vehicles in use: Passenger cars	SYB034	13	Central America	1	188	Costa Rica	CRI	1	-84.19712782	9.970998683	Number of vehicles	3.0		Thousands	[1980-1986]: Including farm tractors. [1987-1996]: Including vehicles operated by police or other governmental security organizations.	[1980-1986]: Y compris tracteurs agricoles. [1987-1996]: Y compris les véhicules de la police ou d'autres services gouvernementaux d'ordre public.	United Nations Statistics Division, New York, transport statistics database.		88.1	89.1	91.4	101.3	106.2	111.5	119.1	127.2	135.0	143.9	168.8	180.8	204.2	220.1	238.5	254.8	272.9	294.1	316.8	326.5	342.0	354.4	367.8	581.0	621.0	669.0	669.0	2005
16	International tourism and transport	Tourisme et transport internationaux	motorvehiclesinuse	58	Motor vehicles in use	Motor vehicles in use: Passenger cars	SYB034	39	Southern Europe	1	191	Croatia	HRV	1	17.95874553	45.45172212	Number of vehicles	3.0		Thousands			United Nations Statistics Division, New York, transport statistics database.		584.2	633.8	679.2	652.7	679.3	652.7	693.2	716.3	756.1	796.2	795.4	735.7	669.8	646.2	698.4	710.9	835.7	932.3	1000.0	1063.5	1124.8	1195.5	1244.3	1293.4	1338.0	1385.0	1385.0	2005
16	International tourism and transport	Tourisme et transport internationaux	motorvehiclesinuse	58	Motor vehicles in use	Motor vehicles in use: Passenger cars	SYB034	29	Caribbean	1	192	Cuba	CUB	1	-79.54460144	22.10030366	Number of vehicles	3.0		Thousands			[1980-1988]: United Nations Statistics Division, New York, transport statistics database.	[1980-1988]: 	159.4	171.4	182.2	190.4	200.1	206.3	217.2	229.5	241.3																		241.3	1988
16	International tourism and transport	Tourisme et transport internationaux	motorvehiclesinuse	58	Motor vehicles in use	Motor vehicles in use: Passenger cars	SYB034	145	Western Asia	1	196	Cyprus	CYP	1	33.22285964	35.05659437	Number of vehicles	3.0		Thousands			United Nations Statistics Division, New York, transport statistics database.		92.2	96.1	104.7	110.9	118.4	126.0	132.0	142.9	153.1	165.8	178.6	190.1	198.2	203.6	210.4	219.7	226.8	235.0	249.2	257.0	267.6	280.1	287.6	302.5	336.0	355.0	355.0	2005
16	International tourism and transport	Tourisme et transport internationaux	motorvehiclesinuse	58	Motor vehicles in use	Motor vehicles in use: Passenger cars	SYB034	151	Eastern Europe	1	203	Czechia	CZE	1	15.33151382	49.73913871	Number of vehicles	3.0		Thousands	Data revision. [1994-2000]: Including vans.	Données révisées. [1994-2000]: Y compris fourgons.	United Nations Statistics Division, New York, transport statistics database.		1738.0	1806.1	1846.7	1889.7	1968.8	2023.0	2078.6	2136.2	2203.2	2285.1	2366.7	2435.6	2522.4	2693.9	2967.3	3113.5	3192.5	3391.5	3493.0	3439.7	3438.9	3529.8	3647.1	3706.0	3815.5	3958.7	3958.7	2005
16	International tourism and transport	Tourisme et transport internationaux	motorvehiclesinuse	58	Motor vehicles in use	Motor vehicles in use: Passenger cars	SYB034	11	Western Africa	1	204	Benin	BEN	1	2.339933594	9.65401646	Number of vehicles	3.0		Thousands			[1980-1985,1987]: United Nations Statistics Division, New York, transport statistics database.	[1980-1985,1987]: 	21.0	21.1	23.0	24.0	25.0	25.0		26.0																			26.0	1987
16	International tourism and transport	Tourisme et transport internationaux	motorvehiclesinuse	58	Motor vehicles in use	Motor vehicles in use: Passenger cars	SYB034	154	Northern Europe	1	208	Denmark	DNK	1	9.326571283	56.03829721	Number of vehicles	3.0		Thousands	Excluding the Faroe Islands. Including vehicles operated by police or other governmental security organizations.	Non compris les Îles Féroé. Y compris les véhicules de la police ou d'autres services gouvernementaux d'ordre public.	United Nations Statistics Division, New York, transport statistics database.		1390.0	1367.0	1358.0	1390.0	1440.0	1501.0	1558.0	1587.0	1596.0	1598.0	1590.0	1594.0	1604.0	1618.0	1611.0	1679.0	1739.0	1783.0	1817.0	1844.0	1854.0	1873.0	1888.0	1895.0	1916.0	1965.0	1965.0	2005
