topicId	topicNameEN	topicNameFR	tableCode	tableId	tableName	seriesDesc	seriesCode	parentCode	parentName	countryProfile	refAreaCode	refAreaDesc	ISO3	UN_Member	X	Y	units	multiplier	baseYear	multiplierDesc	footnotesEN	footnotesFR	sourceEN	sourceFR	value_1985	value_1986	value_1987	value_1988	value_1989	value_1990	value_1991	value_1992	value_1993	value_1994	value_1995	value_1996	value_1997	value_1998	value_1999	value_2000	value_2001	value_2002	value_2003	value_2004	value_2005	value_2006	value_2007	value_2008	value_2009	value_2010	value_2011	value_2012	value_2013	value_2014	value_2015	value_2016	value_2017	value_2018	value_latest_year	latest_year
7	Finance	Finances	bop	74	Balance of payments summary	Balance of Payments: Current account	SYB066	21	Northern America	1	60	Bermuda	BMU	0	-64.78155012	32.27881922	US dollars	6.0		Millions			[2006-2017]: International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019.	[2006-2017]: Fonds monétaire international (FMI), Washington, D.C., base de données des statistiques Balance des Paiements (BDP), dernier accès juin 2019.																						1252.39	1216.0665	906.7451	581.3612	695.9591	867.5968	926.988	840.6497	817.5777	942.8962	845.9864	940.2001		940.2001	2017
7	Finance	Finances	bop	74	Balance of payments summary	Balance of Payments: Current account	SYB066	34	Southern Asia	1	64	Bhutan	BTN	1	90.45098484	27.39598568	US dollars	6.0		Millions			[2006-2018]: International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019.	[2006-2018]: Fonds monétaire international (FMI), Washington, D.C., base de données des statistiques Balance des Paiements (BDP), dernier accès juin 2019.																						-37.9022	84.9379	-112.4874	-65.9407	-323.0971	-526.2147	-377.0368	-472.1919	-490.282	-548.3261	-622.6903	-540.4198	-497.6296	-497.6296	2018
7	Finance	Finances	bop	74	Balance of payments summary	Balance of Payments: Current account	SYB066	5	South America	1	68	Bolivia (Plurinational State of)	BOL	1	-64.66224284	-16.71273412	US dollars	6.0		Millions			International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019.	Fonds monétaire international (FMI), Washington, D.C., base de données des statistiques Balance des Paiements (BDP), dernier accès juin 2019.	-285.3	-388.663	-432.236	-304.396	-270.1	-198.9	-262.6	-533.9	-505.5	-90.2	-302.5	-379.69	-553.5	-666.1	-488.0	-446.3499	-274.0115	-351.9329	75.5949	337.4995	622.4392	1317.4723	1591.2461	1992.6991	813.54	873.7457	537.2049	1970.0391	1053.9824	570.4093	-1936.2094	-1907.2443	-1870.9161	-1989.5982	-1989.5982	2018
7	Finance	Finances	bop	74	Balance of payments summary	Balance of Payments: Current account	SYB066	39	Southern Europe	1	70	Bosnia and Herzegovina	BIH	1	17.78584332	44.16845548	US dollars	6.0		Millions			[1998-2018]: International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019.	[1998-2018]: Fonds monétaire international (FMI), Washington, D.C., base de données des statistiques Balance des Paiements (BDP), dernier accès juin 2019.														-345.1108	-501.3272	-395.6901	-742.8351	-1190.6563	-1631.0465	-1639.3274	-1844.3982	-998.1041	-1450.1331	-2643.8349	-1135.2555	-1030.6586	-1767.3241	-1485.9697	-968.1936	-1364.2262	-857.2643	-786.7644	-851.0187	-828.7618	-828.7618	2018
7	Finance	Finances	bop	74	Balance of payments summary	Balance of Payments: Current account	SYB066	18	Southern Africa	1	72	Botswana	BWA	1	23.81380223	-22.18810073	US dollars	6.0		Millions			International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019.	Fonds monétaire international (FMI), Washington, D.C., base de données des statistiques Balance des Paiements (BDP), dernier accès juin 2019.	81.9419	108.6665	628.4915	193.9202	491.8889	-19.2962	302.9349	197.7035	426.9368	221.6308	299.653	494.9548	721.4319	169.7052	583.4532	545.1475	595.2094	263.3542	716.7893	316.8063	1597.5085	1950.576	1654.317	149.5297	-648.1828	-804.287	-110.5904	-901.0394	665.5897	1734.1376	317.7575	1212.8796	929.0458	345.2703	345.2703	2018
7	Finance	Finances	bop	74	Balance of payments summary	Balance of Payments: Current account	SYB066	5	South America	1	76	Brazil	BRA	1	-53.08432878	-10.77668561	US dollars	6.0		Millions			International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019.	Fonds monétaire international (FMI), Washington, D.C., base de données des statistiques Balance des Paiements (BDP), dernier accès juin 2019.	-280.0	-5311.0	-1452.0	4156.0	1002.0	-3823.0	-1450.0	6089.0	20.0	-1153.0	-18136.0	-23248.0	-30491.0	-33829.0	-25400.0	-24224.5297	-23214.529	-7636.6294	4177.2885	11737.597	13984.6555	13621.4762	1550.7851	-28192.0237	-24305.6123	-79014.1976	-76287.8932	-83800.0541	-79792.1541	-101431.1034	-54472.2412	-24009.1134	-7234.9675	-14509.2887	-14509.2887	2018
7	Finance	Finances	bop	74	Balance of payments summary	Balance of Payments: Current account	SYB066	13	Central America	1	84	Belize	BLZ	1	-88.70199554	17.19965901	US dollars	6.0		Millions			International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019.	Fonds monétaire international (FMI), Washington, D.C., base de données des statistiques Balance des Paiements (BDP), dernier accès juin 2019.	9.05	11.95	9.4	-2.6	-19.05	15.35	-25.8	-28.6	-48.5	-40.057	-17.2465	-6.645	-31.93	-59.8475	-72.7921	-161.5716	-190.3653	-165.3239	-184.2865	-154.9238	-151.2212	-25.384	-52.09	-144.8772	-82.8387	-45.7367	-19.948900000000002	-33.1131	-72.5862	-135.8614	-174.7355	-163.4563	-130.8825	-154.9398	-154.9398	2018
7	Finance	Finances	bop	74	Balance of payments summary	Balance of Payments: Current account	SYB066	54	Melanesia	1	90	Solomon Islands	SLB	1	160.1584117	-9.622391719	US dollars	6.0		Millions			International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019.	Fonds monétaire international (FMI), Washington, D.C., base de données des statistiques Balance des Paiements (BDP), dernier accès juin 2019.	-27.8234	-2.3543	-4.283	-27.8509	-33.2281	-27.7604	-35.8412	1.2978	-7.6543	-3.4332000000000003	8.3385	14.5807	-37.9075	8.1194	21.4752	-40.9713	-64.8386	-67.5758	-39.9202	-18.9217	-90.202	-42.178	-80.1709	-79.5956	-59.5879	-144.1556	-18.7722	26.3905	-38.5465	-49.5651	-36.0729	-48.8035	-46.4239	-50.5708	-50.5708	2018
7	Finance	Finances	bop	74	Balance of payments summary	Balance of Payments: Current account	SYB066	29	Caribbean	1	92	British Virgin Islands	VGB	0	-64.63294223	18.42256578	US dollars	6.0																																										
7	Finance	Finances	bop	74	Balance of payments summary	Balance of Payments: Current account	SYB066	35	South-eastern Asia	1	96	Brunei Darussalam	BRN	1	114.6288563	4.49736984	US dollars	6.0		Millions			[2001-2018]: International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019.	[2001-2018]: Fonds monétaire international (FMI), Washington, D.C., base de données des statistiques Balance des Paiements (BDP), dernier accès juin 2019.																	1951.3169	1755.7032	2484.0831	2882.1819	4032.6306	5229.4084	4828.3772	6938.9015	3977.3836	5016.2037	6430.0782	5683.7353	3778.2369	5250.594	2156.6498	1469.9396	1984.4374	1067.9512	1067.9512	2018
7	Finance	Finances	bop	74	Balance of payments summary	Balance of Payments: Current account	SYB066	151	Eastern Europe	1	100	Bulgaria	BGR	1	25.23763153	42.75731323	US dollars	6.0		Millions			International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019.	Fonds monétaire international (FMI), Washington, D.C., base de données des statistiques Balance des Paiements (BDP), dernier accès juin 2019.	-136.0	-951.0	-720.0	-402.0	-769.0	-1710.0	-76.9	-359.9	-1098.8	-31.8	-25.8	15.7	426.9	-61.9125	-652.1319	-703.6857	-804.6483	-319.039	-1022.1551	-1671.1243	-3346.9988	-5863.2316	-11437.0064	-11875.3349	-4256.3285	-964.62	272.49	-528.62	678.64	747.23	-19.07	1412.72	1847.29	2958.85	2958.85	2018
7	Finance	Finances	bop	74	Balance of payments summary	Balance of Payments: Current account	SYB066	35	South-eastern Asia	1	104	Myanmar	MMR	1	96.51752295	21.19332882	US dollars	6.0		Millions			[1985-2017]: International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019.	[1985-2017]: Fonds monétaire international (FMI), Washington, D.C., base de données des statistiques Balance des Paiements (BDP), dernier accès juin 2019.	-205.4738	-294.0319	-179.9635	-175.91	-67.9961	-431.3121	-267.4231	-114.4052	-227.8177	-129.8904	-258.4586	-279.8395	-412.0312	-494.2172	-281.8877	-210.1213	-151.9923	95.5813	-19.0916	110.26	581.8225	793.8853	1380.7409	1247.0286	986.0096	1574.1567	-1561.1223	-1259.6468	-388.5829	-2129.1353	-2837.6764	-1776.0535	-4503.6673		-4503.6673	2017
7	Finance	Finances	bop	74	Balance of payments summary	Balance of Payments: Current account	SYB066	14	Eastern Africa	1	108	Burundi	BDI	1	29.89080992	-3.366387428	US dollars	6.0		Millions			[1985-2017]: International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019.	[1985-2017]: Fonds monétaire international (FMI), Washington, D.C., base de données des statistiques Balance des Paiements (BDP), dernier accès juin 2019.	-41.2873	-36.165	-95.2301	-70.0595	-11.4895	-69.4442	-33.2754	-59.6085	-28.116	-16.8842	10.4461	-40.0103	6.1297	-48.6355	-21.1057	-50.1625	-36.7132	-3.285	-23.9029	-32.3686	-5.6982	-133.5394	-111.307	-259.3562	-161.1806	-300.982	-283.5833	-261.1572	-258.4293	-395.0772	-373.2438	-339.6953	-360.0061		-360.0061	2017
7	Finance	Finances	bop	74	Balance of payments summary	Balance of Payments: Current account	SYB066	151	Eastern Europe	1	112	Belarus	BLR	1	28.04940161	53.54193075	US dollars	6.0		Millions			[1993-2018]: International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019.	[1993-2018]: Fonds monétaire international (FMI), Washington, D.C., base de données des statistiques Balance des Paiements (BDP), dernier accès juin 2019.									-435.0	-443.8	-458.3	-515.9	-859.2	-1016.5	-193.7	-459.1	-528.8	-325.7	-456.1	-1191.9	458.6	-1387.9	-3012.5	-4958.7	-6132.6	-8280.1	-5052.5	-1862.2	-7567.3	-5227.7	-1831.0	-1611.9	-945.2	-265.6	-265.6	2018
7	Finance	Finances	bop	74	Balance of payments summary	Balance of Payments: Current account	SYB066	35	South-eastern Asia	1	116	Cambodia	KHM	1	104.922836	12.71163737	US dollars	6.0		Millions			[1992-2018]: International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019.	[1992-2018]: Fonds monétaire international (FMI), Washington, D.C., base de données des statistiques Balance des Paiements (BDP), dernier accès juin 2019.								-93.0	-103.922	-156.6	-185.7	-184.9	-209.9	-173.5787	-187.5581	-136.0927	-87.8779	-107.3068	-233.438	-182.9131	-306.9935	-233.8686	-423.3299	-819.9754	-741.4149	-980.9777	-1018.3166	-1200.0131	-1274.2973	-1413.7305	-1567.4011	-1687.4639	-1743.1125	-2772.9412	-2772.9412	2018
7	Finance	Finances	bop	74	Balance of payments summary	Balance of Payments: Current account	SYB066	17	Middle Africa	1	120	Cameroon	CMR	1	12.7419827	5.692387031	US dollars	6.0		Millions			[1985-2017]: International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019.	[1985-2017]: Fonds monétaire international (FMI), Washington, D.C., base de données des statistiques Balance des Paiements (BDP), dernier accès juin 2019.	-561.5197	-451.826	-892.7366	-426.4588	-289.8984	-551.1914	-335.6883	-365.7839	-512.2499	-56.0694	89.853	-286.6635	-582.196	-150.7808	-509.3652	-217.858	-347.3536	-437.2464	-596.5451	-415.4359	-495.3645	193.3466	285.6968	-449.7401	-1118.6742	-856.3046	-748.2165	-955.9884	-1127.7668	-1400.11	-1173.2193	-1037.2396	-949.309		-949.309	2017
7	Finance	Finances	bop	74	Balance of payments summary	Balance of Payments: Current account	SYB066	21	Northern America	1	124	Canada	CAN	1	-101.6575058	57.72360191	US dollars	6.0		Millions			International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019.	Fonds monétaire international (FMI), Washington, D.C., base de données des statistiques Balance des Paiements (BDP), dernier accès juin 2019.	-5838.9179	-11351.3884	-13711.7135	-15285.0751	-22216.0343	-20259.4359	-22874.7636	-21718.9924	-22353.0096	-13907.0103	-5061.142	2428.0672	-8985.4831	-8999.7129	845.3511	18494.4244	15757.8245	12512.9122	10432.9423	23235.548	21933.0975	17990.237	11050.8098	3177.9449	-40775.264	-58162.6704	-49746.9888	-65686.0659	-59424.9417	-43234.2043	-55438.1866	-49054.4206	-46380.8118	-45323.3438	-45323.3438	2018
7	Finance	Finances	bop	74	Balance of payments summary	Balance of Payments: Current account	SYB066	11	Western Africa	1	132	Cabo Verde	CPV	1	-23.63544151	15.07791834	US dollars	6.0		Millions			International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019.	Fonds monétaire international (FMI), Washington, D.C., base de données des statistiques Balance des Paiements (BDP), dernier accès juin 2019.	-8.9369	1.7281	-2.572	-0.49000000000000005	-12.8344	-3.8346	-6.9632000000000005	-12.1469	-23.9299	-45.7293	-61.6245	-35.0414	-29.7217	-58.5121	-74.7629	-60.148	-55.743	-71.4495	-90.4795	-130.0798	-40.6597	-82.7299	-198.1629	-205.2568	-244.9267	-222.7692	-304.5377	-243.5591	-107.359	-168.9606	-50.5933	-64.1352	-138.0795	-104.4812	-104.4812	2018
7	Finance	Finances	bop	74	Balance of payments summary	Balance of Payments: Current account	SYB066	29	Caribbean	1	136	Cayman Islands	CYM	0	-81.16740559	19.32266656	US dollars	6.0																																										
7	Finance	Finances	bop	74	Balance of payments summary	Balance of Payments: Current account	SYB066	17	Middle Africa	1	140	Central African Republic	CAF	1	20.93559492	7.003720791	US dollars	6.0		Millions			[1985-1994]: International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019.	[1985-1994]: Fonds monétaire international (FMI), Washington, D.C., base de données des statistiques Balance des Paiements (BDP), dernier accès juin 2019.	-48.6158	-86.5177	-73.4275	-34.6084	-33.4256	-89.132	-61.7709	-83.0551	-12.9502	-24.6756																									-24.6756	1994
7	Finance	Finances	bop	74	Balance of payments summary	Balance of Payments: Current account	SYB066	34	Southern Asia	1	144	Sri Lanka	LKA	1	80.70489654	7.614693343	US dollars	6.0		Millions			[1985-2017]: International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019.	[1985-2017]: Fonds monétaire international (FMI), Washington, D.C., base de données des statistiques Balance des Paiements (BDP), dernier accès juin 2019.	-418.4503	-417.0741	-326.0549	-394.4688	-413.7079	-298.3007	-594.775	-450.6629	-382.2237	-757.4118	-769.9392	-682.6569	-394.679	-227.6602	-561.3484	-1043.5875	-215.49	-236.35	-70.72	-647.57	-650.1269	-1498.011	-1400.9	-3885.4	-214.7	-1075.03	-4615.42	-4009.1499	-2540.5752	-1987.6842	-1882.7741	-1742.3997	-2309.3754		-2309.3754	2017
