topicId	topicNameEN	topicNameFR	tableCode	tableId	tableName	seriesDesc	seriesCode	parentCode	parentName	countryProfile	refAreaCode	refAreaDesc	ISO3	UN_Member	X	Y	units	multiplier	baseYear	multiplierDesc	footnotesEN	footnotesFR	sourceEN	sourceFR	value_2000	value_2001	value_2002	value_2003	value_2004	value_2005	value_2006	value_2007	value_2008	value_2009	value_2010	value_2011	value_2012	value_2013	value_2014	value_2015	value_2016	value_latest_year	latest_year
14	Science and technology	Science et technologie	rdexpend	6	Gross domestic expenditure on research and development (R&D)	Gross domestic expenditure on R & D: Business enterprises	SYB005	34	Southern Asia	1	4	Afghanistan	AFG	1	66.02688198	33.83160199	Percent	0																									
14	Science and technology	Science et technologie	rdexpend	6	Gross domestic expenditure on research and development (R&D)	Gross domestic expenditure on R & D: Business enterprises	SYB005	39	Southern Europe	1	8	Albania	ALB	1	20.06660928	41.13897007	Percent	0			[2007-2008]: Partial data.	[2007-2008]: Données partielles.	[2007-2008]: United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018.	"[2007-2008]: Organisation des Nations Unies pour l’éducation, la science et la culture (UNESCO), Montréal, base de données statistiques de l’Institut de statistique (ISU) de l’UNESCO, dernier accès septembre 2018.
"								1.5493999999999999	3.2603									3.2603	2008
14	Science and technology	Science et technologie	rdexpend	6	Gross domestic expenditure on research and development (R&D)	Gross domestic expenditure on R & D: Business enterprises	SYB005	15	Northern Africa	1	12	Algeria	DZA	1	2.678164227	28.15940032	Percent	0																									
14	Science and technology	Science et technologie	rdexpend	6	Gross domestic expenditure on research and development (R&D)	Gross domestic expenditure on R & D: Business enterprises	SYB005	61	Polynesia	1	16	American Samoa	ASM	0	-170.7187269	-14.30587306	Percent	0																									
14	Science and technology	Science et technologie	rdexpend	6	Gross domestic expenditure on research and development (R&D)	Gross domestic expenditure on R & D: Business enterprises	SYB005	39	Southern Europe	1	20	Andorra	AND	1	1.576257417	42.54548611	Percent	0																									
14	Science and technology	Science et technologie	rdexpend	6	Gross domestic expenditure on research and development (R&D)	Gross domestic expenditure on R & D: Business enterprises	SYB005	17	Middle Africa	1	24	Angola	AGO	1	17.57817062	-12.33724746	Percent	0																									
14	Science and technology	Science et technologie	rdexpend	6	Gross domestic expenditure on research and development (R&D)	Gross domestic expenditure on R & D: Business enterprises	SYB005	29	Caribbean	1	28	Antigua and Barbuda	ATG	1	-61.7999755	17.07761471	Percent	0																									
14	Science and technology	Science et technologie	rdexpend	6	Gross domestic expenditure on research and development (R&D)	Gross domestic expenditure on R & D: Business enterprises	SYB005	145	Western Asia	1	31	Azerbaijan	AZE	1	50.01064725	40.39229544	Percent	0			[2010,2013]: Break in the time series.	[2010,2013]: Discontinuité dans la série.	[2001-2016]: United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018.	"[2001-2016]: Organisation des Nations Unies pour l’éducation, la science et la culture (UNESCO), Montréal, base de données statistiques de l’Institut de statistique (ISU) de l’UNESCO, dernier accès septembre 2018.
"		25.8482	21.2921	24.7421	22.9577	18.732	18.2837	20.7685	25.1598	24.7631	9.6083	9.452	9.6334	30.4918	30.5331	32.1754	29.9118	29.9118	2016
14	Science and technology	Science et technologie	rdexpend	6	Gross domestic expenditure on research and development (R&D)	Gross domestic expenditure on R & D: Business enterprises	SYB005	5	South America	1	32	Argentina	ARG	1	-65.14563274	-35.19446255	Percent	0			[2015]: Break in the time series.	[2015]: Discontinuité dans la série.	[2000-2008,2015]: United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018.	"[2000-2008,2015]: Organisation des Nations Unies pour l’éducation, la science et la culture (UNESCO), Montréal, base de données statistiques de l’Institut de statistique (ISU) de l’UNESCO, dernier accès septembre 2018.
"	23.2842	20.7731	22.5275	26.1153	30.7189	31.0159	29.3799	29.2753	26.522100000000002							17.2197		17.2197	2015
14	Science and technology	Science et technologie	rdexpend	6	Gross domestic expenditure on research and development (R&D)	Gross domestic expenditure on R & D: Business enterprises	SYB005	53	Oceania	1	36	Australia	AUS	1	134.3499412	-25.57717202	Percent	0			[2002]: The sum of the breakdown does not add to the total.	[2002]: La somme de toutes les valeurs diffère du total.	[2000,2002,2004,2006,2008]: United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018.	"[2000,2002,2004,2006,2008]: Organisation des Nations Unies pour l’éducation, la science et la culture (UNESCO), Montréal, base de données statistiques de l’Institut de statistique (ISU) de l’UNESCO, dernier accès septembre 2018.
"	47.9366		51.8802		54.6088		58.069		61.9076									61.9076	2008
14	Science and technology	Science et technologie	rdexpend	6	Gross domestic expenditure on research and development (R&D)	Gross domestic expenditure on R & D: Business enterprises	SYB005	155	Western Europe	1	40	Austria	AUT	1	14.14172472	47.58704857	Percent	0			[2000-2001,2003,2005,2008,2010,2012,2014]: Estimate. [2016]: Break in the time series. [2016]: Provisional data.	[2000-2001,2003,2005,2008,2010,2012,2014]: Données estimatives. [2016]: Discontinuité dans la série. [2016]: Estimation partielle.	United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018.	"Organisation des Nations Unies pour l’éducation, la science et la culture (UNESCO), Montréal, base de données statistiques de l’Institut de statistique (ISU) de l’UNESCO, dernier accès septembre 2018.
"	41.8108	41.7672	44.6304	45.1202	47.1574	45.6225	48.3811	48.6967	46.1121	47.0606	45.1172	46.1666	45.6869	48.7474	47.9466	49.7395	53.3893	53.3893	2016
14	Science and technology	Science et technologie	rdexpend	6	Gross domestic expenditure on research and development (R&D)	Gross domestic expenditure on R & D: Business enterprises	SYB005	29	Caribbean	1	44	Bahamas	BHS	1	-78.05111663	24.69546597	Percent	0																									
14	Science and technology	Science et technologie	rdexpend	6	Gross domestic expenditure on research and development (R&D)	Gross domestic expenditure on R & D: Business enterprises	SYB005	145	Western Asia	1	48	Bahrain	BHR	1	50.5490754	26.04407747	Percent	0					[2014]: United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018.	"[2014]: Organisation des Nations Unies pour l’éducation, la science et la culture (UNESCO), Montréal, base de données statistiques de l’Institut de statistique (ISU) de l’UNESCO, dernier accès septembre 2018.
"															21.7692			21.7692	2014
14	Science and technology	Science et technologie	rdexpend	6	Gross domestic expenditure on research and development (R&D)	Gross domestic expenditure on R & D: Business enterprises	SYB005	34	Southern Asia	1	50	Bangladesh	BGD	1	89.17660788	22.86961622	Percent	0																									
