topicId	topicNameEN	topicNameFR	tableCode	tableId	tableName	seriesDesc	seriesCode	parentCode	parentName	countryProfile	refAreaCode	refAreaDesc	ISO3	UN_Member	X	Y	units	multiplier	baseYear	multiplierDesc	footnotesEN	footnotesFR	sourceEN	sourceFR	value_1995	value_2005	value_2010	value_2014	value_2015	value_2016	value_2017	value_2018	value_latest_year	latest_year
15	International merchandise trade	Commerce international des marchandises	impexpdollars	68	Total imports, exports and balance of trade	Imports CIF	SYB064	34	Southern Asia	1	4	Afghanistan	AFG	1	66.02688198	33.83160199	US dollars	6.0		Millions	[2017-2018]: Estimate.	[2017-2018]: Données estimatives.	"[2010,2014-2018]: United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019.
"	[2010,2014-2018]: Organisation des Nations Unies, Division de statistique, New York, Comtrade base de données de l'ONU, dernier accès mai 2019.			5154.2499	7697.1782	7722.865	6534.1404	7384.1929	8344.8322	8344.8322	2018
15	International merchandise trade	Commerce international des marchandises	impexpdollars	68	Total imports, exports and balance of trade	Imports CIF	SYB064	39	Southern Europe	1	8	Albania	ALB	1	20.06660928	41.13897007	US dollars	6.0		Millions	[1995,2018]: Estimate.	[1995,2018]: Données estimatives.	"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019.
"	Organisation des Nations Unies, Division de statistique, New York, Comtrade base de données de l'ONU, dernier accès mai 2019.	713.0005	2614.347	4602.775	5229.9723	4320.2193	4669.2899	5293.9019	5941.8303	5941.8303	2018
15	International merchandise trade	Commerce international des marchandises	impexpdollars	68	Total imports, exports and balance of trade	Imports CIF	SYB064	15	Northern Africa	1	12	Algeria	DZA	1	2.678164227	28.15940032	US dollars	6.0		Millions	[2018]: Estimate.	[2018]: Données estimatives.	"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019.
"	Organisation des Nations Unies, Division de statistique, New York, Comtrade base de données de l'ONU, dernier accès mai 2019.	10782.4326	20356.8797	40999.8911	58618.0802	51803.0711	47090.6836	46053.016	49213.6605	49213.6605	2018
15	International merchandise trade	Commerce international des marchandises	impexpdollars	68	Total imports, exports and balance of trade	Imports CIF	SYB064	61	Polynesia	1	16	American Samoa	ASM	0	-170.7187269	-14.30587306	US dollars	6.0																
15	International merchandise trade	Commerce international des marchandises	impexpdollars	68	Total imports, exports and balance of trade	Imports CIF	SYB064	39	Southern Europe	1	20	Andorra	AND	1	1.576257417	42.54548611	US dollars	6.0		Millions	[2005,2015-2018]: Estimate.	[2005,2015-2018]: Données estimatives.	"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019.
"	Organisation des Nations Unies, Division de statistique, New York, Comtrade base de données de l'ONU, dernier accès mai 2019.	1025.4806	1795.8041	1540.5064	1556.0485	1295.3101	1355.1581	1480.2269	1623.4672	1623.4672	2018
15	International merchandise trade	Commerce international des marchandises	impexpdollars	68	Total imports, exports and balance of trade	Imports CIF	SYB064	17	Middle Africa	1	24	Angola	AGO	1	17.57817062	-12.33724746	US dollars	6.0		Millions	Imports FOB. [1995,2005,2014,2016-2018]: Estimate.	Importations FAB. [1995,2005,2014,2016-2018]: Données estimatives.	"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019.
"	Organisation des Nations Unies, Division de statistique, New York, Comtrade base de données de l'ONU, dernier accès mai 2019.	1466.4127	8321.1793	18143.2689	28753.4994	16757.7901	12310.4337	13540.4748	18018.7709	18018.7709	2018
15	International merchandise trade	Commerce international des marchandises	impexpdollars	68	Total imports, exports and balance of trade	Imports CIF	SYB064	29	Caribbean	1	28	Antigua and Barbuda	ATG	1	-61.7999755	17.07761471	US dollars	6.0		Millions	[1995,2018]: Estimate.	[1995,2018]: Données estimatives.	"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019.
"	Organisation des Nations Unies, Division de statistique, New York, Comtrade base de données de l'ONU, dernier accès mai 2019.	343.8893	525.206	501.2307	551.7513	465.1271	490.5253	629.8192	828.7182	828.7182	2018
15	International merchandise trade	Commerce international des marchandises	impexpdollars	68	Total imports, exports and balance of trade	Imports CIF	SYB064	145	Western Asia	1	31	Azerbaijan	AZE	1	50.01064725	40.39229544	US dollars	6.0		Millions	[1995,2018]: Estimate.	[1995,2018]: Données estimatives.	"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019.
"	Organisation des Nations Unies, Division de statistique, New York, Comtrade base de données de l'ONU, dernier accès mai 2019.	666.1555	4211.2074	6596.7968	9178.5882	9211.1258	8515.8071	8766.5052	11318.3948	11318.3948	2018
15	International merchandise trade	Commerce international des marchandises	impexpdollars	68	Total imports, exports and balance of trade	Imports CIF	SYB064	5	South America	1	32	Argentina	ARG	1	-65.14563274	-35.19446255	US dollars	6.0		Millions	[2018]: Estimate.	[2018]: Données estimatives.	"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019.
"	Organisation des Nations Unies, Division de statistique, New York, Comtrade base de données de l'ONU, dernier accès mai 2019.	20121.64	28688.6377	56792.3782	65229.692	59756.5143	55609.5175	66899.2996	66305.7697	66305.7697	2018
15	International merchandise trade	Commerce international des marchandises	impexpdollars	68	Total imports, exports and balance of trade	Imports CIF	SYB064	53	Oceania	1	36	Australia	AUS	1	134.3499412	-25.57717202	US dollars	6.0		Millions	[1995,2018]: Estimate. [2014]: Imports FOB.	[1995,2018]: Données estimatives. [2014]: Importations FAB.	"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019.
"	Organisation des Nations Unies, Division de statistique, New York, Comtrade base de données de l'ONU, dernier accès mai 2019.	57380.8328	125221.2453	201703.3337	227544.2313	200113.78	189406.0279	228441.7369	234678.088	234678.088	2018
15	International merchandise trade	Commerce international des marchandises	impexpdollars	68	Total imports, exports and balance of trade	Imports CIF	SYB064	155	Western Europe	1	40	Austria	AUT	1	14.14172472	47.58704857	US dollars	6.0		Millions	[1995,2018]: Estimate.	[1995,2018]: Données estimatives.	"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019.
"	Organisation des Nations Unies, Division de statistique, New York, Comtrade base de données de l'ONU, dernier accès mai 2019.	66331.0215	119950.092	150592.6641	172447.474	147935.1238	149987.3861	166475.081	188616.1724	188616.1724	2018
15	International merchandise trade	Commerce international des marchandises	impexpdollars	68	Total imports, exports and balance of trade	Imports CIF	SYB064	29	Caribbean	1	44	Bahamas	BHS	1	-78.05111663	24.69546597	US dollars	6.0		Millions	Trade statistics exclude certain oil and chemical products. [1995,2016-2018]: Estimate.	Les statistiques commerciales font exclusion de certains produits pétroliers et chimiques. [1995,2016-2018]: Données estimatives.	"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019.
"	Organisation des Nations Unies, Division de statistique, New York, Comtrade base de données de l'ONU, dernier accès mai 2019.	1243.1	2566.6769	2861.9481	3790.3657	3161.3143	2930.9782	3427.8213	3743.1019	3743.1019	2018
15	International merchandise trade	Commerce international des marchandises	impexpdollars	68	Total imports, exports and balance of trade	Imports CIF	SYB064	145	Western Asia	1	48	Bahrain	BHR	1	50.5490754	26.04407747	US dollars	6.0		Millions	[2017-2018]: Estimate.	[2017-2018]: Données estimatives.	"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019.
"	Organisation des Nations Unies, Division de statistique, New York, Comtrade base de données de l'ONU, dernier accès mai 2019.	3679.4391	9339.254	16001.6471	20073.6731	16377.621	14748.5399	17448.7249	19019.2623	19019.2623	2018
15	International merchandise trade	Commerce international des marchandises	impexpdollars	68	Total imports, exports and balance of trade	Imports CIF	SYB064	34	Southern Asia	1	50	Bangladesh	BGD	1	89.17660788	22.86961622	US dollars	6.0		Millions	[2014,2016-2018]: Estimate.	[2014,2016-2018]: Données estimatives.	"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019.
"	Organisation des Nations Unies, Division de statistique, New York, Comtrade base de données de l'ONU, dernier accès mai 2019.	5438.4079	12630.5263	30503.8356	41064.8442	48058.71	50209.7515	47742.5293	56215.5132	56215.5132	2018
15	International merchandise trade	Commerce international des marchandises	impexpdollars	68	Total imports, exports and balance of trade	Imports CIF	SYB064	145	Western Asia	1	51	Armenia	ARM	1	44.93839317	40.29499741	US dollars	6.0		Millions	[1995]: Estimate.	[1995]: Données estimatives.	"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019.
"	Organisation des Nations Unies, Division de statistique, New York, Comtrade base de données de l'ONU, dernier accès mai 2019.	673.9	1691.5421	3781.7674	4159.5175	3256.9648	3218.4577	3893.4549	4795.9177	4795.9177	2018
15	International merchandise trade	Commerce international des marchandises	impexpdollars	68	Total imports, exports and balance of trade	Imports CIF	SYB064	29	Caribbean	1	52	Barbados	BRB	1	-59.5346489	13.13648273	US dollars	6.0		Millions			"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019.
"	Organisation des Nations Unies, Division de statistique, New York, Comtrade base de données de l'ONU, dernier accès mai 2019.	766.0277	1671.8656	1196.2334	1740.4729	1617.8546	1621.2712	1599.5975	1593.5684	1593.5684	2018
15	International merchandise trade	Commerce international des marchandises	impexpdollars	68	Total imports, exports and balance of trade	Imports CIF	SYB064	155	Western Europe	1	56	Belgium	BEL	1	4.660976456	50.64104975	US dollars	6.0		Millions	[2014]: Data refer to Belgium and Luxembourg. [2018]: Estimate.	[2014]: Les données se rapportent à Belgique et Luxembourg. [2018]: Données estimatives.	"[2005,2010,2014-2018]: United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019.
"	[2005,2010,2014-2018]: Organisation des Nations Unies, Division de statistique, New York, Comtrade base de données de l'ONU, dernier accès mai 2019.		319085.4613	391255.8973	452772.5408	371025.0467	372712.7125	406412.2811	450888.3313	450888.3313	2018
15	International merchandise trade	Commerce international des marchandises	impexpdollars	68	Total imports, exports and balance of trade	Imports CIF	SYB064	21	Northern America	1	60	Bermuda	BMU	0	-64.78155012	32.27881922	US dollars	6.0		Millions			"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019.
"	Organisation des Nations Unies, Division de statistique, New York, Comtrade base de données de l'ONU, dernier accès mai 2019.	633.3075	987.5142	969.6291	961.0754	928.901	971.4294	1078.2138	1070.009	1070.009	2018
15	International merchandise trade	Commerce international des marchandises	impexpdollars	68	Total imports, exports and balance of trade	Imports CIF	SYB064	34	Southern Asia	1	64	Bhutan	BTN	1	90.45098484	27.39598568	US dollars	6.0		Millions	[1995,2014-2018]: Estimate.	[1995,2014-2018]: Données estimatives.	"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019.
"	Organisation des Nations Unies, Division de statistique, New York, Comtrade base de données de l'ONU, dernier accès mai 2019.	112.6996	387.0108	853.8037	934.364	1061.8487	1003.1251	1030.0906	1052.3894	1052.3894	2018
15	International merchandise trade	Commerce international des marchandises	impexpdollars	68	Total imports, exports and balance of trade	Imports CIF	SYB064	5	South America	1	68	Bolivia (Plurinational State of)	BOL	1	-64.66224284	-16.71273412	US dollars	6.0		Millions			"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019.
"	Organisation des Nations Unies, Division de statistique, New York, Comtrade base de données de l'ONU, dernier accès mai 2019.	1396.2486	2343.2925	5603.8736	10492.1006	9766.4425	8426.9329	9302.3859	9994.4136	9994.4136	2018
15	International merchandise trade	Commerce international des marchandises	impexpdollars	68	Total imports, exports and balance of trade	Imports CIF	SYB064	39	Southern Europe	1	70	Bosnia and Herzegovina	BIH	1	17.78584332	44.16845548	US dollars	6.0		Millions	[1995,2018]: Estimate.	[1995,2018]: Données estimatives.	"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019.
"	Organisation des Nations Unies, Division de statistique, New York, Comtrade base de données de l'ONU, dernier accès mai 2019.	1068.2855	7053.7705	9222.9976	10990.4014	8993.9662	9141.8804	10444.4656	11529.0092	11529.0092	2018
15	International merchandise trade	Commerce international des marchandises	impexpdollars	68	Total imports, exports and balance of trade	Imports CIF	SYB064	18	Southern Africa	1	72	Botswana	BWA	1	23.81380223	-22.18810073	US dollars	6.0		Millions	[2018]: Estimate.	[2018]: Données estimatives.	"[2005,2010,2014-2018]: United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019.
"	[2005,2010,2014-2018]: Organisation des Nations Unies, Division de statistique, New York, Comtrade base de données de l'ONU, dernier accès mai 2019.		3162.3372	5656.8064	7830.4513	7626.1683	6102.7216	5284.2306	6039.6831	6039.6831	2018
15	International merchandise trade	Commerce international des marchandises	impexpdollars	68	Total imports, exports and balance of trade	Imports CIF	SYB064	5	South America	1	76	Brazil	BRA	1	-53.08432878	-10.77668561	US dollars	6.0		Millions	[2018]: Estimate.	[2018]: Données estimatives.	"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019.
"	Organisation des Nations Unies, Division de statistique, New York, Comtrade base de données de l'ONU, dernier accès mai 2019.	53734.2839	73600.3755	181768.4241	229154.4609	171446.2117	137552.0025	150749.4524	185357.2827	185357.2827	2018
15	International merchandise trade	Commerce international des marchandises	impexpdollars	68	Total imports, exports and balance of trade	Imports CIF	SYB064	13	Central America	1	84	Belize	BLZ	1	-88.70199554	17.19965901	US dollars	6.0		Millions	[2018]: Estimate.	[2018]: Données estimatives.	"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019.
"	Organisation des Nations Unies, Division de statistique, New York, Comtrade base de données de l'ONU, dernier accès mai 2019.	258.5093	438.5844	699.9513	962.1121	995.5607	952.4938	913.1305	958.3695	958.3695	2018
15	International merchandise trade	Commerce international des marchandises	impexpdollars	68	Total imports, exports and balance of trade	Imports CIF	SYB064	54	Melanesia	1	90	Solomon Islands	SLB	1	160.1584117	-9.622391719	US dollars	6.0		Millions	[1995,2018]: Estimate.	[1995,2018]: Données estimatives.	"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019.
"	Organisation des Nations Unies, Division de statistique, New York, Comtrade base de données de l'ONU, dernier accès mai 2019.	154.3732	138.8377	327.8767	499.6194	465.8302	453.8536	571.77	494.6408	494.6408	2018
15	International merchandise trade	Commerce international des marchandises	impexpdollars	68	Total imports, exports and balance of trade	Imports CIF	SYB064	29	Caribbean	1	92	British Virgin Islands	VGB	0	-64.63294223	18.42256578	US dollars	6.0		Millions	Estimate.	Données estimatives.	"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019.
"	Organisation des Nations Unies, Division de statistique, New York, Comtrade base de données de l'ONU, dernier accès mai 2019.	121.719	226.7383	312.9911	403.301	429.6764	456.5003	485.7481	341.2651	341.2651	2018
15	International merchandise trade	Commerce international des marchandises	impexpdollars	68	Total imports, exports and balance of trade	Imports CIF	SYB064	35	South-eastern Asia	1	96	Brunei Darussalam	BRN	1	114.6288563	4.49736984	US dollars	6.0		Millions	[2005,2018]: Estimate.	[2005,2018]: Données estimatives.	"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019.
"	Organisation des Nations Unies, Division de statistique, New York, Comtrade base de données de l'ONU, dernier accès mai 2019.	2078.0761	1447.2617	2538.7877	3598.7397	3229.0773	2678.5058	3084.5339	3232.7016	3232.7016	2018
15	International merchandise trade	Commerce international des marchandises	impexpdollars	68	Total imports, exports and balance of trade	Imports CIF	SYB064	151	Eastern Europe	1	100	Bulgaria	BGR	1	25.23763153	42.75731323	US dollars	6.0		Millions	[2018]: Estimate.	[2018]: Données estimatives.	"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019.
"	Organisation des Nations Unies, Division de statistique, New York, Comtrade base de données de l'ONU, dernier accès mai 2019.	5469.4711	18162.4527	25359.8862	34740.0425	29265.1162	28958.1399	34263.5901	37970.1216	37970.1216	2018
