topicId	topicNameEN	topicNameFR	tableCode	tableId	tableName	seriesDesc	seriesCode	parentCode	parentName	countryProfile	refAreaCode	refAreaDesc	ISO3	UN_Member	X	Y	units	multiplier	baseYear	multiplierDesc	footnotesEN	footnotesFR	sourceEN	sourceFR	value_2003	value_2004	value_2005	value_2006	value_2007	value_2008	value_2009	value_2010	value_2011	value_2012	value_2013	value_2014	value_2015	value_latest_year	latest_year
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	Total national sexual violence rate	SYB104	14	Eastern Africa	1	262	Djibouti	DJI	1	42.18274707	11.56004161	Incidents per 100,000 population	0																					
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	Total national sexual violence rate	SYB104	17	Middle Africa	1	266	Gabon	GAB	1	11.78727747	-0.60687619	Incidents per 100,000 population	0																					
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	Total national sexual violence rate	SYB104	145	Western Asia	1	268	Georgia	GEO	1	43.3713615	42.04813028	Incidents per 100,000 population	0					[2004-2010,2014]: United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019.	[2004-2010,2014]: Office des Nations Unies contre la drogue et le crime (ONUDC), Vienne, base de données statistiques de l’ONUDC, dernier accès mars 2019.		2.17	3.66	5.17	4.9	4.65	3.79	3.88				3.25		3.25	2014
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	Total national sexual violence rate	SYB104	11	Western Africa	1	270	Gambia	GMB	1	-15.39944785	13.45295927	Incidents per 100,000 population	0																					
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	Total national sexual violence rate	SYB104	145	Western Asia	1	275	State of Palestine	PSE	0	35.25694122	31.94347933	Incidents per 100,000 population	0					[2008-2013]: United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019.	[2008-2013]: Office des Nations Unies contre la drogue et le crime (ONUDC), Vienne, base de données statistiques de l’ONUDC, dernier accès mars 2019.						0.67	3.71	4.35	4.16	2.79	3.01			3.01	2013
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	Total national sexual violence rate	SYB104	155	Western Europe	1	276	Germany	DEU	1	10.3806066	51.08862743	Incidents per 100,000 population	0					United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019.	Office des Nations Unies contre la drogue et le crime (ONUDC), Vienne, base de données statistiques de l’ONUDC, dernier accès mars 2019.	66.98	70.39	67.94	64.44	69.61	70.39	60.96	45.46	45.2	45.08	43.85	43.35	42.47	42.47	2015
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	Total national sexual violence rate	SYB104	11	Western Africa	1	288	Ghana	GHA	1	-1.205623522	7.964825185	Incidents per 100,000 population	0																					
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	Total national sexual violence rate	SYB104	39	Southern Europe	1	292	Gibraltar	GIB	0	-5.347561686	36.13895036	Incidents per 100,000 population	0																					
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	Total national sexual violence rate	SYB104	57	Micronesia	1	296	Kiribati	KIR	1	-157.5643005	1.768837732	Incidents per 100,000 population	0																					
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	Total national sexual violence rate	SYB104	39	Southern Europe	1	300	Greece	GRC	1	22.58307827	39.47301873	Incidents per 100,000 population	0					United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019.	Office des Nations Unies contre la drogue et le crime (ONUDC), Vienne, base de données statistiques de l’ONUDC, dernier accès mars 2019.	8.15	5.67	5.72	6.26	4.99	6.11	8.27	4.57	3.9	4.37	4.23	4.24	5.06	5.06	2015
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	Total national sexual violence rate	SYB104	21	Northern America	1	304	Greenland	GRL	0	-41.39371316	74.75625681	Incidents per 100,000 population	0																					
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	Total national sexual violence rate	SYB104	29	Caribbean	1	308	Grenada	GRD	1	-61.68248568	12.11238395	Incidents per 100,000 population	0					[2005-2015]: United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019.	[2005-2015]: Office des Nations Unies contre la drogue et le crime (ONUDC), Vienne, base de données statistiques de l’ONUDC, dernier accès mars 2019.			146.67	94.91	147.7	162.6	152.45	106.04	119.92	200.05	139.75	76.16	196.58	196.58	2015
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	Total national sexual violence rate	SYB104	29	Caribbean	1	312	Guadeloupe	GLP	0	-61.64762115	16.14416917	Incidents per 100,000 population	0																					
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	Total national sexual violence rate	SYB104	57	Micronesia	1	316	Guam	GUM	0	144.7029305	13.35485404	Incidents per 100,000 population	0																					
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	Total national sexual violence rate	SYB104	13	Central America	1	320	Guatemala	GTM	1	-91.2312746	15.00273719	Incidents per 100,000 population	0					[2004-2012]: United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019.	[2004-2012]: Office des Nations Unies contre la drogue et le crime (ONUDC), Vienne, base de données statistiques de l’ONUDC, dernier accès mars 2019.		2.8200000000000003	2.38	2.14	2.3	2.73	2.7800000000000002	3.37	3.7800000000000002	4.26				4.26	2012
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	Total national sexual violence rate	SYB104	11	Western Africa	1	324	Guinea	GIN	1	-11.28173419	11.00210343	Incidents per 100,000 population	0					[2007]: United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019.	[2007]: Office des Nations Unies contre la drogue et le crime (ONUDC), Vienne, base de données statistiques de l’ONUDC, dernier accès mars 2019.					0.33									0.33	2007
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	Total national sexual violence rate	SYB104	5	South America	1	328	Guyana	GUY	1	-58.97322037	4.788012784	Incidents per 100,000 population	0					[2005-2013,2015]: United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019.	[2005-2013,2015]: Office des Nations Unies contre la drogue et le crime (ONUDC), Vienne, base de données statistiques de l’ONUDC, dernier accès mars 2019.			32.19	30.79	18.51	17.91	13.99	19.51	39.29	36.92	40.34		49.54	49.54	2015
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	Total national sexual violence rate	SYB104	29	Caribbean	1	332	Haiti	HTI	1	-72.33640958	18.40426539	Incidents per 100,000 population	0																					
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	Total national sexual violence rate	SYB104	39	Southern Europe	1	336	Holy See	VAT	0	12.45315803	41.90343751	Incidents per 100,000 population	0																					
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	Total national sexual violence rate	SYB104	13	Central America	1	340	Honduras	HND	1	-86.59974381	14.82243161	Incidents per 100,000 population	0					[2011-2013,2015]: United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019.	[2011-2013,2015]: Office des Nations Unies contre la drogue et le crime (ONUDC), Vienne, base de données statistiques de l’ONUDC, dernier accès mars 2019.									46.97	34.24	33.2		18.38	18.38	2015
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	Total national sexual violence rate	SYB104	30	Eastern Asia	1	344	China, Hong Kong Special Administrative Region	HKG	0	114.0266445	22.41749934	Incidents per 100,000 population	0					[2004-2013]: United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019.	[2004-2013]: Office des Nations Unies contre la drogue et le crime (ONUDC), Vienne, base de données statistiques de l’ONUDC, dernier accès mars 2019.		20.35	21.34	22.23	26.47	26.86	25.8	26.25	25.64	26.23	24.86			24.86	2013
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	Total national sexual violence rate	SYB104	151	Eastern Europe	1	348	Hungary	HUN	1	19.41221519	47.1651448	Incidents per 100,000 population	0			[2003-2014]: Break in the time series.	[2003-2014]: Discontinuité dans la série.	[2003-2014]: United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019.	[2003-2014]: Office des Nations Unies contre la drogue et le crime (ONUDC), Vienne, base de données statistiques de l’ONUDC, dernier accès mars 2019.	5.52	7.63	8.5	6.48	6.39	25.14	14.57	12.9	8.1	13.61	60.19	7.82		7.82	2014
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	Total national sexual violence rate	SYB104	154	Northern Europe	1	352	Iceland	ISL	1	-19.02116966	64.79134763	Incidents per 100,000 population	0					[2005-2008,2010-2015]: United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019.	[2005-2008,2010-2015]: Office des Nations Unies contre la drogue et le crime (ONUDC), Vienne, base de données statistiques de l’ONUDC, dernier accès mars 2019.			97.05	93.39	114.27	118.7		68.23	88.78	84.41	138.91	97.76	108.67	108.67	2015
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	Total national sexual violence rate	SYB104	34	Southern Asia	1	356	India	IND	1	79.3608464	22.34642074	Incidents per 100,000 population	0					[2004-2013]: United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019.	[2004-2013]: Office des Nations Unies contre la drogue et le crime (ONUDC), Vienne, base de données statistiques de l’ONUDC, dernier accès mars 2019.		5.58	5.46	5.67	5.97	6.19	5.86	5.91	6.07	6.29	9.15			9.15	2013
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	Total national sexual violence rate	SYB104	35	South-eastern Asia	1	360	Indonesia	IDN	1	113.9174	-0.994582204	Incidents per 100,000 population	0					[2012-2015]: United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019.	[2012-2015]: Office des Nations Unies contre la drogue et le crime (ONUDC), Vienne, base de données statistiques de l’ONUDC, dernier accès mars 2019.										2.06	1.9300000000000002	2.16	1.96	1.96	2015
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	Total national sexual violence rate	SYB104	34	Southern Asia	1	364	Iran (Islamic Republic of)	IRN	1	54.19766348	32.74370885	Incidents per 100,000 population	0																					
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	Total national sexual violence rate	SYB104	145	Western Asia	1	368	Iraq	IRQ	1	43.76606267	33.05013795	Incidents per 100,000 population	0																					
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	Total national sexual violence rate	SYB104	154	Northern Europe	1	372	Ireland	IRL	1	-7.121425272	53.25274054	Incidents per 100,000 population	0					[2004-2015]: United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019.	[2004-2015]: Office des Nations Unies contre la drogue et le crime (ONUDC), Vienne, base de données statistiques de l’ONUDC, dernier accès mars 2019.		42.53	42.84	32.95	31.13	31.38	32.47	51.24	43.29	45.33	43.03	43.91	50.19	50.19	2015
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	Total national sexual violence rate	SYB104	145	Western Asia	1	376	Israel	ISR	1	34.62277992	31.06164552	Incidents per 100,000 population	0					[2004-2005,2007-2008,2010-2011]: United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019.	[2004-2005,2007-2008,2010-2011]: Office des Nations Unies contre la drogue et le crime (ONUDC), Vienne, base de données statistiques de l’ONUDC, dernier accès mars 2019.		75.5	69.63		66.9	63.39		66.79	60.45					60.45	2011
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	Total national sexual violence rate	SYB104	39	Southern Europe	1	380	Italy	ITA	1	12.57022427	42.79917282	Incidents per 100,000 population	0					United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019.	Office des Nations Unies contre la drogue et le crime (ONUDC), Vienne, base de données statistiques de l’ONUDC, dernier accès mars 2019.	4.73	6.4	6.85	7.66	8.28	8.25	8.35	8.08	7.74	7.85	7.51	7.12	6.69	6.69	2015
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	Total national sexual violence rate	SYB104	11	Western Africa	1	384	Côte d’Ivoire	CIV	1	-5.552690016	7.62211586	Incidents per 100,000 population	0					[2007-2008]: United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019.	[2007-2008]: Office des Nations Unies contre la drogue et le crime (ONUDC), Vienne, base de données statistiques de l’ONUDC, dernier accès mars 2019.					4.55	3.72								3.72	2008
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	Total national sexual violence rate	SYB104	29	Caribbean	1	388	Jamaica	JAM	1	-77.31068409	18.15616857	Incidents per 100,000 population	0					[2005-2015]: United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019.	[2005-2015]: Office des Nations Unies contre la drogue et le crime (ONUDC), Vienne, base de données statistiques de l’ONUDC, dernier accès mars 2019.			40.78	42.43	45.26	54.17	47.85	54.21	72.99	106.26	95.77	81.59	79.15	79.15	2015
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	Total national sexual violence rate	SYB104	30	Eastern Asia	1	392	Japan	JPN	1	139.2716103	36.6554539	Incidents per 100,000 population	0					[2003-2014]: United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019.	[2003-2014]: Office des Nations Unies contre la drogue et le crime (ONUDC), Vienne, base de données statistiques de l’ONUDC, dernier accès mars 2019.	9.88	8.96	8.53	8.08	7.41	6.86	6.39	6.57	6.38	6.76	7.14	6.82		6.82	2014
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	Total national sexual violence rate	SYB104	143	Central Asia	1	398	Kazakhstan	KAZ	1	66.65359159	48.01963494	Incidents per 100,000 population	0					[2006-2015]: United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019.	[2006-2015]: Office des Nations Unies contre la drogue et le crime (ONUDC), Vienne, base de données statistiques de l’ONUDC, dernier accès mars 2019.				2.61	2.42	2.16	2.2	2.16	2.26	2.51	3.01	2.52	2.65	2.65	2015
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	Total national sexual violence rate	SYB104	145	Western Asia	1	400	Jordan	JOR	1	37.13024774	30.65365973	Incidents per 100,000 population	0																					
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	Total national sexual violence rate	SYB104	14	Eastern Africa	1	404	Kenya	KEN	1	37.86096816	0.534797278	Incidents per 100,000 population	0					[2004-2015]: United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019.	[2004-2015]: Office des Nations Unies contre la drogue et le crime (ONUDC), Vienne, base de données statistiques de l’ONUDC, dernier accès mars 2019.		8.36	7.33	8.17	8.19	7.11	10.36	11.94	11.35	11.3	10.94	11.56	13.39	13.39	2015
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	Total national sexual violence rate	SYB104	30	Eastern Asia	1	408	Democratic People's Republic of Korea	PRK	1	127.1803633	40.1462645	Incidents per 100,000 population	0																					
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	Total national sexual violence rate	SYB104	30	Eastern Asia	1	410	Republic of Korea	KOR	1	127.8610254	36.45201023	Incidents per 100,000 population	0					[2006-2014]: United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019.	[2006-2014]: Office des Nations Unies contre la drogue et le crime (ONUDC), Vienne, base de données statistiques de l’ONUDC, dernier accès mars 2019.				28.5	27.87	30.96	32.14	37.12	39.49	39.55	44.76	42.05		42.05	2014
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	Total national sexual violence rate	SYB104	145	Western Asia	1	414	Kuwait	KWT	1	47.49305029	29.53949468	Incidents per 100,000 population	0					[2004-2009]: United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019.	[2004-2009]: Office des Nations Unies contre la drogue et le crime (ONUDC), Vienne, base de données statistiques de l’ONUDC, dernier accès mars 2019.		18.14	16.43	17.66	16.58	15.56	17.67							17.67	2009
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	Total national sexual violence rate	SYB104	143	Central Asia	1	417	Kyrgyzstan	KGZ	1	74.52324839	41.46204516	Incidents per 100,000 population	0			[2003-2009,2011-2015]: Break in the time series.	[2003-2009,2011-2015]: Discontinuité dans la série.	[2003-2009,2011-2015]: United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019.	[2003-2009,2011-2015]: Office des Nations Unies contre la drogue et le crime (ONUDC), Vienne, base de données statistiques de l’ONUDC, dernier accès mars 2019.	0.3	0.33	0.31	0.35000000000000003	0.27	0.25	0.63		1.03	1.38	1.29	1.33	1.25	1.25	2015
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	Total national sexual violence rate	SYB104	35	South-eastern Asia	1	418	Lao People's Democratic Republic	LAO	1	101.9901968	20.27482773	Incidents per 100,000 population	0																					
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	Total national sexual violence rate	SYB104	145	Western Asia	1	422	Lebanon	LBN	1	35.89391711	33.92152458	Incidents per 100,000 population	0					[2008-2015]: United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019.	[2008-2015]: Office des Nations Unies contre la drogue et le crime (ONUDC), Vienne, base de données statistiques de l’ONUDC, dernier accès mars 2019.						2.46	4.73	4.84	4.07	4.41	3.76	3.6	3.49	3.49	2015
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	Total national sexual violence rate	SYB104	18	Southern Africa	1	426	Lesotho	LSO	1	28.25362195	-29.58041814	Incidents per 100,000 population	0																					
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	Total national sexual violence rate	SYB104	154	Northern Europe	1	428	Latvia	LVA	1	26.42461876	56.64196636	Incidents per 100,000 population	0			Break in the time series.	Discontinuité dans la série.	United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019.	Office des Nations Unies contre la drogue et le crime (ONUDC), Vienne, base de données statistiques de l’ONUDC, dernier accès mars 2019.	13.34	28.71	32.37	14.92	21.18	19.4	14.88	11.05	9.59	16.0	22.47	27.8	23.65	23.65	2015
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	Total national sexual violence rate	SYB104	11	Western Africa	1	430	Liberia	LBR	1	-9.311879038	6.448381009	Incidents per 100,000 population	0																					
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	Total national sexual violence rate	SYB104	15	Northern Africa	1	434	Libya	LBY	1	18.0295985	27.04042819	Incidents per 100,000 population	0																					
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	Total national sexual violence rate	SYB104	155	Western Europe	1	438	Liechtenstein	LIE	1	9.552985019	47.14167005	Incidents per 100,000 population	0					United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019.	Office des Nations Unies contre la drogue et le crime (ONUDC), Vienne, base de données statistiques de l’ONUDC, dernier accès mars 2019.	49.58	20.25	51.65	34.15	50.8	30.79	8.33	16.54	13.68	32.62	16.2	21.46	23.98	23.98	2015
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	Total national sexual violence rate	SYB104	154	Northern Europe	1	440	Lithuania	LTU	1	23.90517807	55.33680309	Incidents per 100,000 population	0					United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019.	Office des Nations Unies contre la drogue et le crime (ONUDC), Vienne, base de données statistiques de l’ONUDC, dernier accès mars 2019.	12.18	13.15	16.69	15.76	12.41	12.67	12.51	16.46	17.23	14.62	11.88	13.75	12.96	12.96	2015
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	Total national sexual violence rate	SYB104	155	Western Europe	1	442	Luxembourg	LUX	1	6.092656563	49.77679538	Incidents per 100,000 population	0			[2006-2014]: Break in the time series.	[2006-2014]: Discontinuité dans la série.	[2006-2014]: United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019.	[2006-2014]: Office des Nations Unies contre la drogue et le crime (ONUDC), Vienne, base de données statistiques de l’ONUDC, dernier accès mars 2019.				44.03	124.71	72.77	41.91	41.54	41.73	52.21	49.18	51.39		51.39	2014
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	Total national sexual violence rate	SYB104	30	Eastern Asia	1	446	China, Macao Special Administrative Region	MAC	0	113.5665388	22.1237259	Incidents per 100,000 population	0			[2008-2015]: Break in the time series.	[2008-2015]: Discontinuité dans la série.	[2008-2015]: United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019.	[2008-2015]: Office des Nations Unies contre la drogue et le crime (ONUDC), Vienne, base de données statistiques de l’ONUDC, dernier accès mars 2019.						8.48	8.82	8.42	8.78	8.79	9.33	9.52	9.7	9.7	2015
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	Total national sexual violence rate	SYB104	14	Eastern Africa	1	450	Madagascar	MDG	1	46.6982339	-19.38514785	Incidents per 100,000 population	0					[2010-2015]: United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019.	[2010-2015]: Office des Nations Unies contre la drogue et le crime (ONUDC), Vienne, base de données statistiques de l’ONUDC, dernier accès mars 2019.								3.3	3.2800000000000002	2.67	1.83	3.79	4.6	4.6	2015
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	Total national sexual violence rate	SYB104	14	Eastern Africa	1	454	Malawi	MWI	1	33.4884625	-13.40819859	Incidents per 100,000 population	0																					
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	Total national sexual violence rate	SYB104	35	South-eastern Asia	1	458	Malaysia	MYS	1	116.8346314	5.452415309	Incidents per 100,000 population	0																					
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	Total national sexual violence rate	SYB104	34	Southern Asia	1	462	Maldives	MDV	1	73.09672546	-0.614385021	Incidents per 100,000 population	0					[2007-2013]: United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019.	[2007-2013]: Office des Nations Unies contre la drogue et le crime (ONUDC), Vienne, base de données statistiques de l’ONUDC, dernier accès mars 2019.					108.39	146.09	172.63	157.26	189.59	167.34	163.2			163.2	2013
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	Total national sexual violence rate	SYB104	11	Western Africa	1	466	Mali	MLI	1	-3.522016039	17.35311254	Incidents per 100,000 population	0																					
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	Total national sexual violence rate	SYB104	39	Southern Europe	1	470	Malta	MLT	1	14.44617519	35.89194275	Incidents per 100,000 population	0			[2007-2015]: Break in the time series.	[2007-2015]: Discontinuité dans la série.	[2007-2015]: United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019.	[2007-2015]: Office des Nations Unies contre la drogue et le crime (ONUDC), Vienne, base de données statistiques de l’ONUDC, dernier accès mars 2019.					17.37	19.69	20.03	22.08	16.66	19.73	22.56	18.43	24.84	24.84	2015
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	Total national sexual violence rate	SYB104	29	Caribbean	1	474	Martinique	MTQ	0	-60.91544135	14.56086108	Incidents per 100,000 population	0																					
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	Total national sexual violence rate	SYB104	11	Western Africa	1	478	Mauritania	MRT	1	-10.33187259	20.26089546	Incidents per 100,000 population	0																					
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	Total national sexual violence rate	SYB104	14	Eastern Africa	1	480	Mauritius	MUS	1	57.568022	-20.28581998	Incidents per 100,000 population	0					[2003-2011]: United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019.	[2003-2011]: Office des Nations Unies contre la drogue et le crime (ONUDC), Vienne, base de données statistiques de l’ONUDC, dernier accès mars 2019.	24.64	24.43	25.7	34.21	31.14	33.36	35.56	34.62	37.19					37.19	2011
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	Total national sexual violence rate	SYB104	13	Central America	1	484	Mexico	MEX	1	-102.5148166	23.93378032	Incidents per 100,000 population	0			[2004-2015]: Break in the time series.	[2004-2015]: Discontinuité dans la série.	[2004-2015]: United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019.	[2004-2015]: Office des Nations Unies contre la drogue et le crime (ONUDC), Vienne, base de données statistiques de l’ONUDC, dernier accès mars 2019.		26.62	26.08	27.75	29.26	28.58	28.95	28.76	28.27	29.81	31.59	32.16	31.78	31.78	2015
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	Total national sexual violence rate	SYB104	155	Western Europe	1	492	Monaco	MCO	1	7.424214814	43.73532918	Incidents per 100,000 population	0																					
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	Total national sexual violence rate	SYB104	30	Eastern Asia	1	496	Mongolia	MNG	1	103.0728057	46.83892054	Incidents per 100,000 population	0					[2005-2015]: United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019.	[2005-2015]: Office des Nations Unies contre la drogue et le crime (ONUDC), Vienne, base de données statistiques de l’ONUDC, dernier accès mars 2019.			13.38	12.62	14.12	14.18	13.0	13.34	14.06	11.82	14.16	12.13	12.13	12.13	2015
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	Total national sexual violence rate	SYB104	151	Eastern Europe	1	498	Republic of Moldova	MDA	1	28.4650624	47.20236795	Incidents per 100,000 population	0					[2004-2014]: United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019.	[2004-2014]: Office des Nations Unies contre la drogue et le crime (ONUDC), Vienne, base de données statistiques de l’ONUDC, dernier accès mars 2019.		11.3	9.45	9.39	10.25	11.53	9.81	13.64	11.31	15.14	14.92	15.91		15.91	2014
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	Total national sexual violence rate	SYB104	39	Southern Europe	1	499	Montenegro	MNE	1	19.25214024	42.78717043	Incidents per 100,000 population	0					United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019.	Office des Nations Unies contre la drogue et le crime (ONUDC), Vienne, base de données statistiques de l’ONUDC, dernier accès mars 2019.	5.21	6.83	5.68	6.96	4.85	5.65	6.76	5.79	4.01	3.85	4.0	4.96	4.15	4.15	2015
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	Total national sexual violence rate	SYB104	29	Caribbean	1	500	Montserrat	MSR	0	-62.19261223	16.73558313	Incidents per 100,000 population	0																					
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	Total national sexual violence rate	SYB104	15	Northern Africa	1	504	Morocco	MAR	1	-6.281942841	31.8440131	Incidents per 100,000 population	0					[2003-2009,2012-2013]: United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019.	[2003-2009,2012-2013]: Office des Nations Unies contre la drogue et le crime (ONUDC), Vienne, base de données statistiques de l’ONUDC, dernier accès mars 2019.	2.77	1.9700000000000002	3.06	7.31	8.16	8.16	10.25			8.89	12.93			12.93	2013
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	Total national sexual violence rate	SYB104	14	Eastern Africa	1	508	Mozambique	MOZ	1	38.18479941	-14.27963886	Incidents per 100,000 population	0					[2004-2009]: United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019.	[2004-2009]: Office des Nations Unies contre la drogue et le crime (ONUDC), Vienne, base de données statistiques de l’ONUDC, dernier accès mars 2019.		4.06	3.73	2.94	2.81	2.7800000000000002	2.59							2.59	2009
