topicId	topicNameEN	topicNameFR	tableCode	tableId	tableName	seriesDesc	seriesCode	parentCode	parentName	countryProfile	refAreaCode	refAreaDesc	ISO3	UN_Member	X	Y	units	multiplier	baseYear	multiplierDesc	footnotesEN	footnotesFR	sourceEN	sourceFR	value_2005	value_2010	value_2015	value_2016	value_latest_year	latest_year
13	Environment	Environnement	land	64	Land	Arable land area	SYB046	34	Southern Asia	1	4	Afghanistan	AFG	1	66.02688198	33.83160199	Hectares	3.0		Thousands			Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.	Organisation des Nations Unies pour l’alimentation et l’agriculture (FAO), Rome, base de données FAOSTAT, dernier accès octobre 2018.	7805.0	7793.0	7765.0	7729.0	7729.0	2016
13	Environment	Environnement	land	64	Land	Arable land area	SYB046	39	Southern Europe	1	8	Albania	ALB	1	20.06660928	41.13897007	Hectares	3.0		Thousands			Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.	Organisation des Nations Unies pour l’alimentation et l’agriculture (FAO), Rome, base de données FAOSTAT, dernier accès octobre 2018.	538.0	626.0	615.1	620.3	620.3	2016
13	Environment	Environnement	land	64	Land	Arable land area	SYB046	15	Northern Africa	1	12	Algeria	DZA	1	2.678164227	28.15940032	Hectares	3.0		Thousands			Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.	Organisation des Nations Unies pour l’alimentation et l’agriculture (FAO), Rome, base de données FAOSTAT, dernier accès octobre 2018.	7511.0	7502.0	7462.1	7404.2	7404.2	2016
13	Environment	Environnement	land	64	Land	Arable land area	SYB046	61	Polynesia	1	16	American Samoa	ASM	0	-170.7187269	-14.30587306	Hectares	3.0		Thousands	Estimate.	Données estimatives.	Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.	Organisation des Nations Unies pour l’alimentation et l’agriculture (FAO), Rome, base de données FAOSTAT, dernier accès octobre 2018.	3.3	3.0	3.0	3.0	3.0	2016
13	Environment	Environnement	land	64	Land	Arable land area	SYB046	39	Southern Europe	1	20	Andorra	AND	1	1.576257417	42.54548611	Hectares	3.0		Thousands			Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.	Organisation des Nations Unies pour l’alimentation et l’agriculture (FAO), Rome, base de données FAOSTAT, dernier accès octobre 2018.	0.8	0.77	0.81	0.78	0.78	2016
13	Environment	Environnement	land	64	Land	Arable land area	SYB046	17	Middle Africa	1	24	Angola	AGO	1	17.57817062	-12.33724746	Hectares	3.0		Thousands	Estimate.	Données estimatives.	Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.	Organisation des Nations Unies pour l’alimentation et l’agriculture (FAO), Rome, base de données FAOSTAT, dernier accès octobre 2018.	3300.0	4100.0	4900.0	4900.0	4900.0	2016
13	Environment	Environnement	land	64	Land	Arable land area	SYB046	29	Caribbean	1	28	Antigua and Barbuda	ATG	1	-61.7999755	17.07761471	Hectares	3.0		Thousands	Estimate.	Données estimatives.	Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.	Organisation des Nations Unies pour l’alimentation et l’agriculture (FAO), Rome, base de données FAOSTAT, dernier accès octobre 2018.	4.0	4.0	4.0	4.0	4.0	2016
13	Environment	Environnement	land	64	Land	Arable land area	SYB046	145	Western Asia	1	31	Azerbaijan	AZE	1	50.01064725	40.39229544	Hectares	3.0		Thousands			Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.	Organisation des Nations Unies pour l’alimentation et l’agriculture (FAO), Rome, base de données FAOSTAT, dernier accès octobre 2018.	1843.2	1884.1	1937.7	1999.0	1999.0	2016
13	Environment	Environnement	land	64	Land	Arable land area	SYB046	5	South America	1	32	Argentina	ARG	1	-65.14563274	-35.19446255	Hectares	3.0		Thousands	Estimate.	Données estimatives.	Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.	Organisation des Nations Unies pour l’alimentation et l’agriculture (FAO), Rome, base de données FAOSTAT, dernier accès octobre 2018.	32897.5	37981.0	39200.0	39200.0	39200.0	2016
13	Environment	Environnement	land	64	Land	Arable land area	SYB046	53	Oceania	1	36	Australia	AUS	1	134.3499412	-25.57717202	Hectares	3.0		Thousands	Estimate.	Données estimatives.	Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.	Organisation des Nations Unies pour l’alimentation et l’agriculture (FAO), Rome, base de données FAOSTAT, dernier accès octobre 2018.	49402.0	42568.0	46126.0	46048.0	46048.0	2016
