topicId	topicNameEN	topicNameFR	tableCode	tableId	tableName	seriesDesc	seriesCode	parentCode	parentName	countryProfile	refAreaCode	refAreaDesc	ISO3	UN_Member	X	Y	units	multiplier	baseYear	multiplierDesc	footnotesEN	footnotesFR	sourceEN	sourceFR	value_1995	value_1996	value_1997	value_1998	value_1999	value_2000	value_2001	value_2002	value_2003	value_2004	value_2005	value_2006	value_2007	value_2008	value_2009	value_2010	value_2011	value_2012	value_2013	value_2014	value_2015	value_2016	value_2017	value_latest_year	latest_year
16	International tourism and transport	Tourisme et transport internationaux	tourarrivexpend	116	Tourist/visitor arrivals and tourism expenditure	Tourist/visitor arrivals	SYB115	155	Western Europe	1	40	Austria	AUT	1	14.14172472	47.58704857	Number	3.0		Thousands	Only paid accommodation; excluding stays at friends and relatives and second homes.	Seulement logement payé; sont exclus les séjours chez des amis et membres de la famille et des résidences secondaires.	World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.	Organisation mondiale du tourisme (OMT), Madrid, base de données statistiques de l’OMT, dernier accés janvier 2019.	17173.0	17090.0	16647.0	17352.0	17467.0	17982.0	18180.0	18611.0	19078.0	19374.0	19952.0	20269.0	20773.0	21935.0	21355.0	22004.0	23012.0	24151.0	24813.0	25291.0	26728.0	28121.0	29460.0	29460.0	2017
16	International tourism and transport	Tourisme et transport internationaux	tourarrivexpend	116	Tourist/visitor arrivals and tourism expenditure	Tourist/visitor arrivals	SYB115	29	Caribbean	1	44	Bahamas	BHS	1	-78.05111663	24.69546597	Number	3.0		Thousands			World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.	Organisation mondiale du tourisme (OMT), Madrid, base de données statistiques de l’OMT, dernier accés janvier 2019.	1598.0	1633.0	1618.0	1528.0	1577.0	1544.0	1538.0	1513.0	1510.0	1561.0	1608.0	1601.0	1528.0	1463.0	1327.0	1370.0	1346.0	1422.0	1366.0	1427.0	1484.0	1499.0	1439.0	1439.0	2017
16	International tourism and transport	Tourisme et transport internationaux	tourarrivexpend	116	Tourist/visitor arrivals and tourism expenditure	Tourist/visitor arrivals	SYB115	145	Western Asia	1	48	Bahrain	BHR	1	50.5490754	26.04407747	Number	3.0		Thousands	Excluding nationals residing abroad. [2015-2017]: Break in the time series.	[2015-2017]: Discontinuité dans la série. À l'exclusion des nationaux résidant à l'étranger.	World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.	Organisation mondiale du tourisme (OMT), Madrid, base de données statistiques de l’OMT, dernier accés janvier 2019.	2311.0	1988.0	2600.0	2898.0	3280.0	3869.0	4388.0	4831.0	4844.0	5667.0	6313.0	7289.0	7833.0	8631.0	8861.0	11952.0	6732.0	8062.0	9163.0	10452.0	9670.0	10158.0	11370.0	11370.0	2017
16	International tourism and transport	Tourisme et transport internationaux	tourarrivexpend	116	Tourist/visitor arrivals and tourism expenditure	Tourist/visitor arrivals	SYB115	34	Southern Asia	1	50	Bangladesh	BGD	1	89.17660788	22.86961622	Number	3.0		Thousands			[1995-2014]: World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.	[1995-2014]: Organisation mondiale du tourisme (OMT), Madrid, base de données statistiques de l’OMT, dernier accés janvier 2019.	156.0	166.0	182.0	172.0	173.0	199.0	207.0	207.0	245.0	271.0	208.0	200.0	289.0	467.0	267.0	303.0	155.0	125.0	148.0	125.0				125.0	2014
16	International tourism and transport	Tourisme et transport internationaux	tourarrivexpend	116	Tourist/visitor arrivals and tourism expenditure	Tourist/visitor arrivals	SYB115	145	Western Asia	1	51	Armenia	ARM	1	44.93839317	40.29499741	Number	3.0		Thousands			World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.	Organisation mondiale du tourisme (OMT), Madrid, base de données statistiques de l’OMT, dernier accés janvier 2019.	12.0	13.0	23.0	32.0	41.0	45.0	123.0	162.0	206.0	263.0	319.0	382.0	511.0	558.0	575.0	684.0	758.0	963.0	1084.0	1204.0	1192.0	1260.0	1495.0	1495.0	2017
16	International tourism and transport	Tourisme et transport internationaux	tourarrivexpend	116	Tourist/visitor arrivals and tourism expenditure	Tourist/visitor arrivals	SYB115	29	Caribbean	1	52	Barbados	BRB	1	-59.5346489	13.13648273	Number	3.0		Thousands			World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.	Organisation mondiale du tourisme (OMT), Madrid, base de données statistiques de l’OMT, dernier accés janvier 2019.	442.0	447.0	472.0	512.0	515.0	545.0	507.0	498.0	531.0	552.0	548.0	563.0	575.0	568.0	519.0	532.0	568.0	536.0	509.0	521.0	592.0	632.0	664.0	664.0	2017
16	International tourism and transport	Tourisme et transport internationaux	tourarrivexpend	116	Tourist/visitor arrivals and tourism expenditure	Tourist/visitor arrivals	SYB115	155	Western Europe	1	56	Belgium	BEL	1	4.660976456	50.64104975	Number	3.0		Thousands	[2015-2017]: Break in the time series.	[2015-2017]: Discontinuité dans la série.	World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.	Organisation mondiale du tourisme (OMT), Madrid, base de données statistiques de l’OMT, dernier accés janvier 2019.	5560.0	5829.0	6037.0	6179.0	6369.0	6457.0	6452.0	6720.0	6690.0	6710.0	6747.0	6995.0	7045.0	7165.0	6815.0	7186.0	7494.0	7560.0	7684.0	7887.0	8355.0	7481.0	8385.0	8385.0	2017
16	International tourism and transport	Tourisme et transport internationaux	tourarrivexpend	116	Tourist/visitor arrivals and tourism expenditure	Tourist/visitor arrivals	SYB115	21	Northern America	1	60	Bermuda	BMU	0	-64.78155012	32.27881922	Number	3.0		Thousands	Arrivals by air. Excluding nationals residing abroad.	Arrivées par voie aérienne. À l'exclusion des nationaux résidant à l'étranger.	World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.	Organisation mondiale du tourisme (OMT), Madrid, base de données statistiques de l’OMT, dernier accés janvier 2019.	387.0	390.0	380.0	370.0	355.0	332.0	278.0	284.0	257.0	272.0	270.0	299.0	306.0	264.0	236.0	232.0	236.0	232.0	236.0	224.0	220.0	244.0	270.0	270.0	2017
16	International tourism and transport	Tourisme et transport internationaux	tourarrivexpend	116	Tourist/visitor arrivals and tourism expenditure	Tourist/visitor arrivals	SYB115	34	Southern Asia	1	64	Bhutan	BTN	1	90.45098484	27.39598568	Number	3.0		Thousands	[2010]: Break in the time series. [2010]: Including regional high end tourists.	[2010]: Discontinuité dans la série. [2010]: Y compris les touristes régionaux haut de gamme.	World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.	Organisation mondiale du tourisme (OMT), Madrid, base de données statistiques de l’OMT, dernier accés janvier 2019.	4.8	5.2	5.4	6.2	7.2	7.6	6.4	5.6	6.3	9.2	13.6	17.3	21.0	28.0	23.0	41.0	66.0	105.0	116.0	133.0	155.0	210.0	255.0	255.0	2017
16	International tourism and transport	Tourisme et transport internationaux	tourarrivexpend	116	Tourist/visitor arrivals and tourism expenditure	Tourist/visitor arrivals	SYB115	5	South America	1	68	Bolivia (Plurinational State of)	BOL	1	-64.66224284	-16.71273412	Number	3.0		Thousands			World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.	Organisation mondiale du tourisme (OMT), Madrid, base de données statistiques de l’OMT, dernier accés janvier 2019.	284.0	313.0	355.0	387.0	342.0	319.0	316.0	334.0	427.0	480.0	524.0	521.0	573.0	594.0	599.0	679.0	711.0	798.0	798.0	871.0	882.0	959.0	1134.0	1134.0	2017
16	International tourism and transport	Tourisme et transport internationaux	tourarrivexpend	116	Tourist/visitor arrivals and tourism expenditure	Tourist/visitor arrivals	SYB115	39	Southern Europe	1	70	Bosnia and Herzegovina	BIH	1	17.78584332	44.16845548	Number	3.0		Thousands			[1997-2017]: World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.	[1997-2017]: Organisation mondiale du tourisme (OMT), Madrid, base de données statistiques de l’OMT, dernier accés janvier 2019.			115.0	148.0	147.0	171.0	139.0	160.0	165.0	190.0	217.0	256.0	306.0	322.0	311.0	365.0	392.0	439.0	529.0	536.0	678.0	778.0	923.0	923.0	2017
16	International tourism and transport	Tourisme et transport internationaux	tourarrivexpend	116	Tourist/visitor arrivals and tourism expenditure	Tourist/visitor arrivals	SYB115	18	Southern Africa	1	72	Botswana	BWA	1	23.81380223	-22.18810073	Number	3.0		Thousands			[1995-2010,2012-2016]: World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.	[1995-2010,2012-2016]: Organisation mondiale du tourisme (OMT), Madrid, base de données statistiques de l’OMT, dernier accés janvier 2019.	521.0	512.0	607.0	750.0	843.0	1104.0	1193.0	1274.0	1406.0	1523.0	1474.0	1426.0	1736.0	2101.0	1721.0	1973.0		1614.0	1544.0	1966.0	1528.0	1574.0		1574.0	2016
16	International tourism and transport	Tourisme et transport internationaux	tourarrivexpend	116	Tourist/visitor arrivals and tourism expenditure	Tourist/visitor arrivals	SYB115	5	South America	1	76	Brazil	BRA	1	-53.08432878	-10.77668561	Number	3.0		Thousands	Including nationals residing abroad.	Y compris les nationaux du pays résidant à l'étranger.	World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.	Organisation mondiale du tourisme (OMT), Madrid, base de données statistiques de l’OMT, dernier accés janvier 2019.	1991.0	2666.0	2850.0	4818.0	5107.0	5313.0	4773.0	3785.0	4133.0	4794.0	5358.0	5017.0	5026.0	5050.0	4802.0	5161.0	5433.0	5677.0	5813.0	6430.0	6306.0	6547.0	6589.0	6589.0	2017
16	International tourism and transport	Tourisme et transport internationaux	tourarrivexpend	116	Tourist/visitor arrivals and tourism expenditure	Tourist/visitor arrivals	SYB115	13	Central America	1	84	Belize	BLZ	1	-88.70199554	17.19965901	Number	3.0		Thousands			World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.	Organisation mondiale du tourisme (OMT), Madrid, base de données statistiques de l’OMT, dernier accés janvier 2019.	131.0	133.0	146.0	176.0	181.0	196.0	196.0	200.0	221.0	231.0	237.0	247.0	251.0	245.0	232.0	242.0	250.0	277.0	294.0	321.0	341.0	386.0	427.0	427.0	2017
16	International tourism and transport	Tourisme et transport internationaux	tourarrivexpend	116	Tourist/visitor arrivals and tourism expenditure	Tourist/visitor arrivals	SYB115	54	Melanesia	1	90	Solomon Islands	SLB	1	160.1584117	-9.622391719	Number	3.0		Thousands	[2005]: Without first quarter.	[2005]: Sans premier trimestre.	[1995-1998,2000,2003-2017]: World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.	[1995-1998,2000,2003-2017]: Organisation mondiale du tourisme (OMT), Madrid, base de données statistiques de l’OMT, dernier accés janvier 2019.	11.8	10.3	13.8	15.8		5.2			6.6	5.6	9.4	11.5	13.7	16.3	18.3	20.5	22.9	23.9	24.4	20.1	21.6	23.2	25.7	25.7	2017
16	International tourism and transport	Tourisme et transport internationaux	tourarrivexpend	116	Tourist/visitor arrivals and tourism expenditure	Tourist/visitor arrivals	SYB115	29	Caribbean	1	92	British Virgin Islands	VGB	0	-64.63294223	18.42256578	Number	3.0		Thousands			World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.	Organisation mondiale du tourisme (OMT), Madrid, base de données statistiques de l’OMT, dernier accés janvier 2019.	219.0	244.0	244.0	279.0	284.0	272.0	296.0	282.0	278.0	304.0	337.0	356.0	358.0	346.0	309.0	330.0	338.0	351.0	366.0	386.0	393.0	408.0	335.0	335.0	2017
16	International tourism and transport	Tourisme et transport internationaux	tourarrivexpend	116	Tourist/visitor arrivals and tourism expenditure	Tourist/visitor arrivals	SYB115	35	South-eastern Asia	1	96	Brunei Darussalam	BRN	1	114.6288563	4.49736984	Number	3.0		Thousands	[2004-2017]: Arrivals by air.	[2004-2017]: Arrivées par voie aérienne.	[2004-2017]: World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.	[2004-2017]: Organisation mondiale du tourisme (OMT), Madrid, base de données statistiques de l’OMT, dernier accés janvier 2019.										119.0	126.0	158.0	179.0	226.0	157.0	214.0	242.0	209.0	225.0	201.0	218.0	219.0	259.0	259.0	2017
16	International tourism and transport	Tourisme et transport internationaux	tourarrivexpend	116	Tourist/visitor arrivals and tourism expenditure	Tourist/visitor arrivals	SYB115	151	Eastern Europe	1	100	Bulgaria	BGR	1	25.23763153	42.75731323	Number	3.0		Thousands			World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.	Organisation mondiale du tourisme (OMT), Madrid, base de données statistiques de l’OMT, dernier accés janvier 2019.	3466.0	2795.0	2980.0	2667.0	2472.0	2785.0	3186.0	3433.0	4048.0	4630.0	4837.0	5158.0	5151.0	5780.0	5739.0	6047.0	6328.0	6541.0	6898.0	7311.0	7099.0	8252.0	8883.0	8883.0	2017
16	International tourism and transport	Tourisme et transport internationaux	tourarrivexpend	116	Tourist/visitor arrivals and tourism expenditure	Tourist/visitor arrivals	SYB115	35	South-eastern Asia	1	104	Myanmar	MMR	1	96.51752295	21.19332882	Number	3.0		Thousands	[2016]: Break in the time series.	[2016]: Discontinuité dans la série.	World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.	Organisation mondiale du tourisme (OMT), Madrid, base de données statistiques de l’OMT, dernier accés janvier 2019.	194.0	490.0	491.0	478.0	435.0	416.0	475.0	487.0	597.0	657.0	660.0	630.0	716.0	731.0	763.0	792.0	816.0	1059.0	2044.0	3081.0	4681.0	2907.0	3443.0	3443.0	2017
16	International tourism and transport	Tourisme et transport internationaux	tourarrivexpend	116	Tourist/visitor arrivals and tourism expenditure	Tourist/visitor arrivals	SYB115	14	Eastern Africa	1	108	Burundi	BDI	1	29.89080992	-3.366387428	Number	3.0		Thousands	Including nationals residing abroad. [2010-2017]: Break in the time series.	Y compris les nationaux du pays résidant à l'étranger. [2010-2017]: Discontinuité dans la série.	World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.	Organisation mondiale du tourisme (OMT), Madrid, base de données statistiques de l’OMT, dernier accés janvier 2019.	34.0	27.0	11.0	15.0	26.0	29.0	36.0	74.0	74.0	133.0	148.0	214.0	192.0	202.0	212.0	142.0	144.0	147.0	234.0	235.0	131.0	187.0	299.0	299.0	2017
16	International tourism and transport	Tourisme et transport internationaux	tourarrivexpend	116	Tourist/visitor arrivals and tourism expenditure	Tourist/visitor arrivals	SYB115	151	Eastern Europe	1	112	Belarus	BLR	1	28.04940161	53.54193075	Number	3.0		Thousands	[1995-2015]: Excludes the Belarusian-Russian border segment. [2015]: Break in the time series. [2016-2017]: Includes estimation of the Belarusian-Russian border segment.	[1995-2015]: Exclut le segment de la frontière biélorusse-russe. [2015]: Discontinuité dans la série. [2016-2017]: Comprend l'estimation du segment frontalier biélorusse-russe.	World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.	Organisation mondiale du tourisme (OMT), Madrid, base de données statistiques de l’OMT, dernier accés janvier 2019.	160.6	234.0	253.5	355.0	74.9	60.0	61.0	63.0	64.0	67.0	91.0	89.0	105.0	90.5	95.0	119.3	116.0	6129.9	6241.8	5374.9	4385.6	10935.4	11060.2	11060.2	2017
16	International tourism and transport	Tourisme et transport internationaux	tourarrivexpend	116	Tourist/visitor arrivals and tourism expenditure	Tourist/visitor arrivals	SYB115	35	South-eastern Asia	1	116	Cambodia	KHM	1	104.922836	12.71163737	Number	3.0		Thousands	[1995-1997]: Arrivals by air. [1998-2017]: Arrivals by all means of transport.	[1995-1997]: Arrivées par voie aérienne. [1998-2017]: Arrivées par tous moyens de transport confondus.	World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.	Organisation mondiale du tourisme (OMT), Madrid, base de données statistiques de l’OMT, dernier accés janvier 2019.	220.0	260.0	219.0	287.0	368.0	466.0	605.0	787.0	701.0	1055.0	1422.0	1700.0	2015.0	2125.0	2162.0	2508.0	2882.0	3584.0	4210.0	4503.0	4775.0	5012.0	5602.0	5602.0	2017
16	International tourism and transport	Tourisme et transport internationaux	tourarrivexpend	116	Tourist/visitor arrivals and tourism expenditure	Tourist/visitor arrivals	SYB115	17	Middle Africa	1	120	Cameroon	CMR	1	12.7419827	5.692387031	Number	3.0		Thousands			[2006-2016]: World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.	[2006-2016]: Organisation mondiale du tourisme (OMT), Madrid, base de données statistiques de l’OMT, dernier accés janvier 2019.												451.0	477.0	487.0	498.0	573.0	604.0	817.0	783.0	822.0	897.0	994.0		994.0	2016
16	International tourism and transport	Tourisme et transport internationaux	tourarrivexpend	116	Tourist/visitor arrivals and tourism expenditure	Tourist/visitor arrivals	SYB115	21	Northern America	1	124	Canada	CAN	1	-101.6575058	57.72360191	Number	3.0		Thousands			World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.	Organisation mondiale du tourisme (OMT), Madrid, base de données statistiques de l’OMT, dernier accés janvier 2019.	16932.0	17286.0	17669.0	18870.0	19411.0	19627.0	19679.0	20057.0	17534.0	19145.0	18771.0	18265.0	17935.0	17142.0	15737.0	16219.0	16014.0	16344.0	16059.0	16537.0	17971.0	19971.0	20798.0	20798.0	2017
16	International tourism and transport	Tourisme et transport internationaux	tourarrivexpend	116	Tourist/visitor arrivals and tourism expenditure	Tourist/visitor arrivals	SYB115	11	Western Africa	1	132	Cabo Verde	CPV	1	-23.63544151	15.07791834	Number	3.0		Thousands	[1995-1999]: Arrivals by air. [2000-2017]: Non-resident tourists staying in hotels and similar establishments.	[1995-1999]: Arrivées par voie aérienne. [2000-2017]: Non résidents touristes dans les hôtels et établissements assimilés.	World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.	Organisation mondiale du tourisme (OMT), Madrid, base de données statistiques de l’OMT, dernier accés janvier 2019.	28.0	37.0	45.0	52.0	67.0	115.0	134.0	126.0	150.0	157.0	198.0	242.0	267.0	285.0	287.0	336.0	428.0	482.0	503.0	494.0	520.0	598.0	668.0	668.0	2017
16	International tourism and transport	Tourisme et transport internationaux	tourarrivexpend	116	Tourist/visitor arrivals and tourism expenditure	Tourist/visitor arrivals	SYB115	29	Caribbean	1	136	Cayman Islands	CYM	0	-81.16740559	19.32266656	Number	3.0		Thousands	Arrivals by air.	Arrivées par voie aérienne.	World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.	Organisation mondiale du tourisme (OMT), Madrid, base de données statistiques de l’OMT, dernier accés janvier 2019.	361.0	373.0	381.0	404.0	395.0	354.0	334.0	303.0	294.0	260.0	168.0	267.0	292.0	303.0	272.0	288.0	309.0	322.0	345.0	383.0	385.0	385.0	418.0	418.0	2017
16	International tourism and transport	Tourisme et transport internationaux	tourarrivexpend	116	Tourist/visitor arrivals and tourism expenditure	Tourist/visitor arrivals	SYB115	17	Middle Africa	1	140	Central African Republic	CAF	1	20.93559492	7.003720791	Number	3.0		Thousands	[1995-2015]: Arrivals by air at Bangui only.	[1995-2015]: Arrivées par voie aérienne à Bangui uniquement.	[1995-2015]: World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.	[1995-2015]: Organisation mondiale du tourisme (OMT), Madrid, base de données statistiques de l’OMT, dernier accés janvier 2019.	26.0	21.0	17.0	7.5	10.0	11.2	9.9	2.9	5.7	8.2	12.0	13.8	17.1	30.6	52.4	53.8	65.4	70.8	83.5	95.7	120.5			120.5	2015
16	International tourism and transport	Tourisme et transport internationaux	tourarrivexpend	116	Tourist/visitor arrivals and tourism expenditure	Tourist/visitor arrivals	SYB115	34	Southern Asia	1	144	Sri Lanka	LKA	1	80.70489654	7.614693343	Number	3.0		Thousands	Excluding nationals residing abroad.	À l'exclusion des nationaux résidant à l'étranger.	World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.	Organisation mondiale du tourisme (OMT), Madrid, base de données statistiques de l’OMT, dernier accés janvier 2019.	403.0	302.0	366.0	381.0	436.0	400.0	337.0	393.0	501.0	566.0	549.0	560.0	494.0	438.0	448.0	654.0	856.0	1006.0	1275.0	1527.0	1798.0	2051.0	2116.4	2116.4	2017
