topicId	topicNameEN	topicNameFR	tableCode	tableId	tableName	seriesDesc	seriesCode	parentCode	parentName	countryProfile	refAreaCode	refAreaDesc	ISO3	UN_Member	X	Y	units	multiplier	baseYear	multiplierDesc	footnotesEN	footnotesFR	sourceEN	sourceFR	value_2005	value_2010	value_2015	value_2016	value_2017	value_latest_year	latest_year
2	Population and migration	Population et migration	intlmigref	78	International migrants and refugees	Total population of concern to UNHCR	SYB076	34	Southern Asia	1	4	Afghanistan	AFG	1	66.02688198	33.83160199	Number	0			[2005,2010]: Data as at the end of December.	[2005,2010]: Données à la fin de décembre.	United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed February 2018.	Haut-Commissariat des Nations Unies pour les réfugiés (HCR), Genève, base de données statistique du HCR, dernier accès février 2018.	159597.0	1199987.0	1421419.0	1513074.0	2189205.0	2189205.0	2017
2	Population and migration	Population et migration	intlmigref	78	International migrants and refugees	Total population of concern to UNHCR	SYB076	39	Southern Europe	1	8	Albania	ALB	1	20.06660928	41.13897007	Number	0			[2005,2010]: Data as at the end of December.	[2005,2010]: Données à la fin de décembre.	United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed February 2018.	Haut-Commissariat des Nations Unies pour les réfugiés (HCR), Genève, base de données statistique du HCR, dernier accès février 2018.	92.0	99.0	8098.0	8826.0	7716.0	7716.0	2017
2	Population and migration	Population et migration	intlmigref	78	International migrants and refugees	Total population of concern to UNHCR	SYB076	15	Northern Africa	1	12	Algeria	DZA	1	2.678164227	28.15940032	Number	0			[2005,2010]: Data as at the end of December.	[2005,2010]: Données à la fin de décembre.	United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed February 2018.	Haut-Commissariat des Nations Unies pour les réfugiés (HCR), Genève, base de données statistique du HCR, dernier accès février 2018.	94407.0	94448.0	100036.0	99827.0	100234.0	100234.0	2017
2	Population and migration	Population et migration	intlmigref	78	International migrants and refugees	Total population of concern to UNHCR	SYB076	61	Polynesia	1	16	American Samoa	ASM	0	-170.7187269	-14.30587306	Number	0													
2	Population and migration	Population et migration	intlmigref	78	International migrants and refugees	Total population of concern to UNHCR	SYB076	39	Southern Europe	1	20	Andorra	AND	1	1.576257417	42.54548611	Number	0													
2	Population and migration	Population et migration	intlmigref	78	International migrants and refugees	Total population of concern to UNHCR	SYB076	17	Middle Africa	1	24	Angola	AGO	1	17.57817062	-12.33724746	Number	0			[2005,2010,2015]: Data as at the end of December.	[2005,2010,2015]: Données à la fin de décembre.	[2005,2010,2015,2017]: United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed February 2018.	[2005,2010,2015,2017]: Haut-Commissariat des Nations Unies pour les réfugiés (HCR), Genève, base de données statistique du HCR, dernier accès février 2018.	14914.0	19396.0	45698.0		78424.0	78424.0	2017
2	Population and migration	Population et migration	intlmigref	78	International migrants and refugees	Total population of concern to UNHCR	SYB076	29	Caribbean	1	28	Antigua and Barbuda	ATG	1	-61.7999755	17.07761471	Number	0					[2015-2017]: United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed February 2018.	[2015-2017]: Haut-Commissariat des Nations Unies pour les réfugiés (HCR), Genève, base de données statistique du HCR, dernier accès février 2018.			10.0	15.0	1.0	1.0	2017
2	Population and migration	Population et migration	intlmigref	78	International migrants and refugees	Total population of concern to UNHCR	SYB076	145	Western Asia	1	31	Azerbaijan	AZE	1	50.01064725	40.39229544	Number	0			[2005,2010]: Data as at the end of December.	[2005,2010]: Données à la fin de décembre.	United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed February 2018.	Haut-Commissariat des Nations Unies pour les réfugiés (HCR), Genève, base de données statistique du HCR, dernier accès février 2018.	584313.0	596877.0	628096.0	623315.0	618268.0	618268.0	2017
2	Population and migration	Population et migration	intlmigref	78	International migrants and refugees	Total population of concern to UNHCR	SYB076	5	South America	1	32	Argentina	ARG	1	-65.14563274	-35.19446255	Number	0			[2005,2010]: Data as at the end of December.	[2005,2010]: Données à la fin de décembre.	United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed February 2018.	Haut-Commissariat des Nations Unies pour les réfugiés (HCR), Genève, base de données statistique du HCR, dernier accès février 2018.	3901.0	4223.0	4420.0	4986.0	7728.0	7728.0	2017
2	Population and migration	Population et migration	intlmigref	78	International migrants and refugees	Total population of concern to UNHCR	SYB076	53	Oceania	1	36	Australia	AUS	1	134.3499412	-25.57717202	Number	0			[2005,2010]: Data as at the end of December.	[2005,2010]: Données à la fin de décembre.	United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed February 2018.	Haut-Commissariat des Nations Unies pour les réfugiés (HCR), Genève, base de données statistique du HCR, dernier accès février 2018.	66794.0	25580.0	58419.0	58153.0	82401.0	82401.0	2017
