topicId	topicNameEN	topicNameFR	tableCode	tableId	tableName	seriesDesc	seriesCode	parentCode	parentName	countryProfile	refAreaCode	refAreaDesc	ISO3	UN_Member	X	Y	units	multiplier	baseYear	multiplierDesc	footnotesEN	footnotesFR	sourceEN	sourceFR	value_2001	value_2005	value_2010	value_2015	value_2018	value_2019	value_latest_year	latest_year
2	Population and migration	Population et migration	popurbrur	83	Population and rates of growth in urban areas and capital cities	Capital city population	SYB080	151	Eastern Europe	1	100	Bulgaria	BGR	1	25.23763153	42.75731323	Number	3.0		Thousands			[2005,2010,2015,2018-2019]: United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.	[2005,2010,2015,2018-2019]: Organisation des Nations Unies (ONU), Division de la population, New York, « Perspectives de l’urbanisation mondiale : révision de 2018 », denier accès mai 2018.		1168.854	1215.983	1255.741	1272.418	1276.937	1276.937	2019
2	Population and migration	Population et migration	popurbrur	83	Population and rates of growth in urban areas and capital cities	Capital city population	SYB080	35	South-eastern Asia	1	104	Myanmar	MMR	1	96.51752295	21.19332882	Number	3.0		Thousands			[2005,2010,2015,2018-2019]: United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.	[2005,2010,2015,2018-2019]: Organisation des Nations Unies (ONU), Division de la population, New York, « Perspectives de l’urbanisation mondiale : révision de 2018 », denier accès mai 2018.		147.597	233.532	375.928	500.218	546.487	546.487	2019
2	Population and migration	Population et migration	popurbrur	83	Population and rates of growth in urban areas and capital cities	Capital city population	SYB080	14	Eastern Africa	1	108	Burundi	BDI	1	29.89080992	-3.366387428	Number	3.0		Thousands			[2005,2010,2015,2018-2019]: United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.	[2005,2010,2015,2018-2019]: Organisation des Nations Unies (ONU), Division de la population, New York, « Perspectives de l’urbanisation mondiale : révision de 2018 », denier accès mai 2018.		412.026	556.326	750.911	898.968	954.424	954.424	2019
2	Population and migration	Population et migration	popurbrur	83	Population and rates of growth in urban areas and capital cities	Capital city population	SYB080	151	Eastern Europe	1	112	Belarus	BLR	1	28.04940161	53.54193075	Number	3.0		Thousands	[2005,2010,2015,2018-2019]: Including communities under the authority of the Town Council.	[2005,2010,2015,2018-2019]: Y compris les communautés sous l'autorité du conseil municipal.	[2005,2010,2015,2018-2019]: United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.	[2005,2010,2015,2018-2019]: Organisation des Nations Unies (ONU), Division de la population, New York, « Perspectives de l’urbanisation mondiale : révision de 2018 », denier accès mai 2018.		1774.585	1849.991	1945.223	2004.672	2016.677	2016.677	2019
2	Population and migration	Population et migration	popurbrur	83	Population and rates of growth in urban areas and capital cities	Capital city population	SYB080	35	South-eastern Asia	1	116	Cambodia	KHM	1	104.922836	12.71163737	Number	3.0		Thousands	[2005,2010,2015,2018-2019]: Refers to the municipality of Phnom Penh including suburban areas.	[2005,2010,2015,2018-2019]: Fait référence à la municipalité de Phnom Penh, y compris les banlieues.	[2005,2010,2015,2018-2019]: United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.	[2005,2010,2015,2018-2019]: Organisation des Nations Unies (ONU), Division de la population, New York, « Perspectives de l’urbanisation mondiale : révision de 2018 », denier accès mai 2018.		1316.798	1522.747	1778.611	1952.329	2014.015	2014.015	2019
2	Population and migration	Population et migration	popurbrur	83	Population and rates of growth in urban areas and capital cities	Capital city population	SYB080	17	Middle Africa	1	120	Cameroon	CMR	1	12.7419827	5.692387031	Number	3.0		Thousands			[2005,2010,2015,2018-2019]: United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.	[2005,2010,2015,2018-2019]: Organisation des Nations Unies (ONU), Division de la population, New York, « Perspectives de l’urbanisation mondiale : révision de 2018 », denier accès mai 2018.		1781.264	2348.656	3096.782	3655.656	3822.425	3822.425	2019
2	Population and migration	Population et migration	popurbrur	83	Population and rates of growth in urban areas and capital cities	Capital city population	SYB080	21	Northern America	1	124	Canada	CAN	1	-101.6575058	57.72360191	Number	3.0		Thousands	[2005,2010,2015,2019]: Refers to the Census Metropolitan Area. [2018]: Refers to Ottawa-Gatineau, the Census Metropolitan Area.	[2005,2010,2015,2019]: Fait référence à la région métropolitaine de recensement. [2018]: Fait référence à l'Ottawa-Gatineau, la région métropolitaine de recensement.	[2005,2010,2015,2018-2019]: United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.	[2005,2010,2015,2018-2019]: Organisation des Nations Unies (ONU), Division de la population, New York, « Perspectives de l’urbanisation mondiale : révision de 2018 », denier accès mai 2018.		1121.84	1218.013	1308.329	1363.159	1378.151	1378.151	2019
2	Population and migration	Population et migration	popurbrur	83	Population and rates of growth in urban areas and capital cities	Capital city population	SYB080	11	Western Africa	1	132	Cabo Verde	CPV	1	-23.63544151	15.07791834	Number	3.0		Thousands			[2018]: United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.	[2018]: Organisation des Nations Unies (ONU), Division de la population, New York, « Perspectives de l’urbanisation mondiale : révision de 2018 », denier accès mai 2018.					167.504		167.504	2018
2	Population and migration	Population et migration	popurbrur	83	Population and rates of growth in urban areas and capital cities	Capital city population	SYB080	29	Caribbean	1	136	Cayman Islands	CYM	0	-81.16740559	19.32266656	Number	3.0		Thousands			[2018]: United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.	[2018]: Organisation des Nations Unies (ONU), Division de la population, New York, « Perspectives de l’urbanisation mondiale : révision de 2018 », denier accès mai 2018.					34.875		34.875	2018
2	Population and migration	Population et migration	popurbrur	83	Population and rates of growth in urban areas and capital cities	Capital city population	SYB080	17	Middle Africa	1	140	Central African Republic	CAF	1	20.93559492	7.003720791	Number	3.0		Thousands			[2005,2010,2015,2018-2019]: United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.	[2005,2010,2015,2018-2019]: Organisation des Nations Unies (ONU), Division de la population, New York, « Perspectives de l’urbanisation mondiale : révision de 2018 », denier accès mai 2018.		643.975	716.845	797.96	850.946	869.599	869.599	2019
2	Population and migration	Population et migration	popurbrur	83	Population and rates of growth in urban areas and capital cities	Capital city population	SYB080	34	Southern Asia	1	144	Sri Lanka	LKA	1	80.70489654	7.614693343	Number	3.0		Thousands			[2005,2010,2015,2018-2019]: United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.	[2005,2010,2015,2018-2019]: Organisation des Nations Unies (ONU), Division de la population, New York, « Perspectives de l’urbanisation mondiale : révision de 2018 », denier accès mai 2018.		613.88	574.323	581.107	599.821	606.158	606.158	2019
2	Population and migration	Population et migration	popurbrur	83	Population and rates of growth in urban areas and capital cities	Capital city population	SYB080	17	Middle Africa	1	148	Chad	TCD	1	18.66618401	15.36279341	Number	3.0		Thousands			[2005,2010,2015,2018-2019]: United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.	[2005,2010,2015,2018-2019]: Organisation des Nations Unies (ONU), Division de la population, New York, « Perspectives de l’urbanisation mondiale : révision de 2018 », denier accès mai 2018.		826.62	990.552	1186.761	1322.679	1371.524	1371.524	2019
2	Population and migration	Population et migration	popurbrur	83	Population and rates of growth in urban areas and capital cities	Capital city population	SYB080	5	South America	1	152	Chile	CHL	1	-71.23029019	-35.2652885	Number	3.0		Thousands	[2005,2010,2015,2018-2019]: Refers to the urban population of Santiago Metropolitan Area Region.	[2005,2010,2015,2018-2019]: Les données se réfèrent à la population urbaine de la région métropolitaine de Santiago.	[2005,2010,2015,2018-2019]: United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.	[2005,2010,2015,2018-2019]: Organisation des Nations Unies (ONU), Division de la population, New York, « Perspectives de l’urbanisation mondiale : révision de 2018 », denier accès mai 2018.		6025.373	6269.33	6523.164	6680.371	6723.516	6723.516	2019
2	Population and migration	Population et migration	popurbrur	83	Population and rates of growth in urban areas and capital cities	Capital city population	SYB080	30	Eastern Asia	1	156	China	CHN	1	104.1403375	32.30955217	Number	3.0		Thousands	[2005,2010,2015,2018-2019]: Refers to all city districts (excluding Yanqing District) meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.	[2005,2010,2015,2018-2019]: Les données réfèrent à tous les districts de la ville (à l'exclusion du district de Yanqing) répondant à des critères tels que les agglomérations contiguës, le fait d'être une Comité de résidents.	[2005,2010,2015,2018-2019]: United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.	[2005,2010,2015,2018-2019]: Organisation des Nations Unies (ONU), Division de la population, New York, « Perspectives de l’urbanisation mondiale : révision de 2018 », denier accès mai 2018.		12991.292	16441.252	18421.198	19617.963	20035.455	20035.455	2019
2	Population and migration	Population et migration	popurbrur	83	Population and rates of growth in urban areas and capital cities	Capital city population	SYB080	5	South America	1	170	Colombia	COL	1	-73.07446751	3.888209046	Number	3.0		Thousands	[2005,2010,2015,2018-2019]: Refers to the nuclei of Santa Fe de Bogotá, Soacha, Chia and Funza.	[2005,2010,2015,2018-2019]: Fait référence au principaux foyers de Santa Fe de Bogotá, Soacha, Chia et Funza.	[2005,2010,2015,2018-2019]: United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.	[2005,2010,2015,2018-2019]: Organisation des Nations Unies (ONU), Division de la population, New York, « Perspectives de l’urbanisation mondiale : révision de 2018 », denier accès mai 2018.		7299.095	8417.705	9707.746	10574.409	10779.376	10779.376	2019
2	Population and migration	Population et migration	popurbrur	83	Population and rates of growth in urban areas and capital cities	Capital city population	SYB080	14	Eastern Africa	1	174	Comoros	COM	1	43.34234565	-11.66121732	Number	3.0		Thousands			[2018]: United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.	[2018]: Organisation des Nations Unies (ONU), Division de la population, New York, « Perspectives de l’urbanisation mondiale : révision de 2018 », denier accès mai 2018.					62.351		62.351	2018
2	Population and migration	Population et migration	popurbrur	83	Population and rates of growth in urban areas and capital cities	Capital city population	SYB080	14	Eastern Africa	1	175	Mayotte	MYT	0	45.14015057	-12.82217691	Number	3.0		Thousands			[2018]: United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.	[2018]: Organisation des Nations Unies (ONU), Division de la population, New York, « Perspectives de l’urbanisation mondiale : révision de 2018 », denier accès mai 2018.					6.18		6.18	2018
2	Population and migration	Population et migration	popurbrur	83	Population and rates of growth in urban areas and capital cities	Capital city population	SYB080	17	Middle Africa	1	178	Congo	COG	1	15.22052612	-0.840544119	Number	3.0		Thousands			[2005,2010,2015,2018-2019]: United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.	[2005,2010,2015,2018-2019]: Organisation des Nations Unies (ONU), Division de la population, New York, « Perspectives de l’urbanisation mondiale : révision de 2018 », denier accès mai 2018.		1268.906	1576.12	1957.714	2229.693	2308.076	2308.076	2019
2	Population and migration	Population et migration	popurbrur	83	Population and rates of growth in urban areas and capital cities	Capital city population	SYB080	17	Middle Africa	1	180	Democratic Republic of the Congo	COD	1	23.65496507	-2.877154732	Number	3.0		Thousands			[2005,2010,2015,2018-2019]: United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.	[2005,2010,2015,2018-2019]: Organisation des Nations Unies (ONU), Division de la population, New York, « Perspectives de l’urbanisation mondiale : révision de 2018 », denier accès mai 2018.		7589.069	9381.673	11597.706	13171.256	13743.278	13743.278	2019
2	Population and migration	Population et migration	popurbrur	83	Population and rates of growth in urban areas and capital cities	Capital city population	SYB080	61	Polynesia	1	184	Cook Islands	COK	0	-159.7711391	-21.22696458	Number	3.0		Thousands	[2018]: Refers to the island of Rarotonga.	[2018]: Fait référence à l'île de Rarotonga.	[2018]: United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.	[2018]: Organisation des Nations Unies (ONU), Division de la population, New York, « Perspectives de l’urbanisation mondiale : révision de 2018 », denier accès mai 2018.					13.067		13.067	2018
