topicId	topicNameEN	topicNameFR	tableCode	tableId	tableName	seriesDesc	seriesCode	parentCode	parentName	countryProfile	refAreaCode	refAreaDesc	ISO3	UN_Member	X	Y	units	multiplier	baseYear	multiplierDesc	footnotesEN	footnotesFR	sourceEN	sourceFR	value_2001	value_2005	value_2010	value_2015	value_2018	value_2019	value_latest_year	latest_year
2	Population and migration	Population et migration	popurbrur	83	Population and rates of growth in urban areas and capital cities	Capital city population	SYB080	34	Southern Asia	1	4	Afghanistan	AFG	1	66.02688198	33.83160199	Number	3.0		Thousands			[2005,2010,2015,2018-2019]: United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.	[2005,2010,2015,2018-2019]: Organisation des Nations Unies (ONU), Division de la population, New York, « Perspectives de l’urbanisation mondiale : révision de 2018 », denier accès mai 2018.		2905.178	3289.005	3723.543	4011.77	4114.03	4114.03	2019
2	Population and migration	Population et migration	popurbrur	83	Population and rates of growth in urban areas and capital cities	Capital city population	SYB080	39	Southern Europe	1	8	Albania	ALB	1	20.06660928	41.13897007	Number	3.0		Thousands			[2005,2010,2015,2018-2019]: United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.	[2005,2010,2015,2018-2019]: Organisation des Nations Unies (ONU), Division de la population, New York, « Perspectives de l’urbanisation mondiale : révision de 2018 », denier accès mai 2018.		371.803	408.697	449.298	475.577	484.624	484.624	2019
2	Population and migration	Population et migration	popurbrur	83	Population and rates of growth in urban areas and capital cities	Capital city population	SYB080	15	Northern Africa	1	12	Algeria	DZA	1	2.678164227	28.15940032	Number	3.0		Thousands	[2005,2010,2015,2018-2019]: Refers to the Governorate of Grand Algiers.	[2005,2010,2015,2018-2019]: Fait référence au Gouvernorat du Grand Alger.	[2005,2010,2015,2018-2019]: United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.	[2005,2010,2015,2018-2019]: Organisation des Nations Unies (ONU), Division de la population, New York, « Perspectives de l’urbanisation mondiale : révision de 2018 », denier accès mai 2018.		2281.632	2432.023	2592.33	2693.542	2729.325	2729.325	2019
2	Population and migration	Population et migration	popurbrur	83	Population and rates of growth in urban areas and capital cities	Capital city population	SYB080	61	Polynesia	1	16	American Samoa	ASM	0	-170.7187269	-14.30587306	Number	3.0		Thousands			[2018]: United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.	[2018]: Organisation des Nations Unies (ONU), Division de la population, New York, « Perspectives de l’urbanisation mondiale : révision de 2018 », denier accès mai 2018.					48.526		48.526	2018
2	Population and migration	Population et migration	popurbrur	83	Population and rates of growth in urban areas and capital cities	Capital city population	SYB080	39	Southern Europe	1	20	Andorra	AND	1	1.576257417	42.54548611	Number	3.0		Thousands			[2018]: United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.	[2018]: Organisation des Nations Unies (ONU), Division de la population, New York, « Perspectives de l’urbanisation mondiale : révision de 2018 », denier accès mai 2018.					22.614		22.614	2018
2	Population and migration	Population et migration	popurbrur	83	Population and rates of growth in urban areas and capital cities	Capital city population	SYB080	17	Middle Africa	1	24	Angola	AGO	1	17.57817062	-12.33724746	Number	3.0		Thousands	[2005,2010,2015,2018-2019]: Refers to the urban population of the province of Luanda.	[2005,2010,2015,2018-2019]: Fait référence à la population urbaine de la province de Luanda.	[2005,2010,2015,2018-2019]: United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.	[2005,2010,2015,2018-2019]: Organisation des Nations Unies (ONU), Division de la population, New York, « Perspectives de l’urbanisation mondiale : révision de 2018 », denier accès mai 2018.		3872.05	5300.466	7023.206	7774.2	8044.735	8044.735	2019
2	Population and migration	Population et migration	popurbrur	83	Population and rates of growth in urban areas and capital cities	Capital city population	SYB080	29	Caribbean	1	28	Antigua and Barbuda	ATG	1	-61.7999755	17.07761471	Number	3.0		Thousands			[2018]: United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.	[2018]: Organisation des Nations Unies (ONU), Division de la population, New York, « Perspectives de l’urbanisation mondiale : révision de 2018 », denier accès mai 2018.					20.764		20.764	2018
2	Population and migration	Population et migration	popurbrur	83	Population and rates of growth in urban areas and capital cities	Capital city population	SYB080	145	Western Asia	1	31	Azerbaijan	AZE	1	50.01064725	40.39229544	Number	3.0		Thousands	[2005,2010,2015,2018-2019]: Including communities under the authority of the Town Council.	[2005,2010,2015,2018-2019]: Y compris les communautés sous l'autorité du conseil municipal.	[2005,2010,2015,2018-2019]: United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.	[2005,2010,2015,2018-2019]: Organisation des Nations Unies (ONU), Division de la population, New York, « Perspectives de l’urbanisation mondiale : révision de 2018 », denier accès mai 2018.		1867.301	2061.843	2206.32	2285.729	2313.138	2313.138	2019
2	Population and migration	Population et migration	popurbrur	83	Population and rates of growth in urban areas and capital cities	Capital city population	SYB080	5	South America	1	32	Argentina	ARG	1	-65.14563274	-35.19446255	Number	3.0		Thousands	[2005,2010,2015,2018-2019]: Refers to Gran Buenos Aires.	[2005,2010,2015,2018-2019]: Fait référence au Gran Buenos Aires.	[2005,2010,2015,2018-2019]: United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.	[2005,2010,2015,2018-2019]: Organisation des Nations Unies (ONU), Division de la population, New York, « Perspectives de l’urbanisation mondiale : révision de 2018 », denier accès mai 2018.		13329.54	14245.871	14705.533	14966.53	15057.273	15057.273	2019
2	Population and migration	Population et migration	popurbrur	83	Population and rates of growth in urban areas and capital cities	Capital city population	SYB080	53	Oceania	1	36	Australia	AUS	1	134.3499412	-25.57717202	Number	3.0		Thousands	[2005,2010,2015,2018-2019]: Refers to Significant Urban Areas as of 2001.	[2005,2010,2015,2018-2019]: Désigne les zones urbaines importantes en 2001.	[2005,2010,2015,2018-2019]: United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.	[2005,2010,2015,2018-2019]: Organisation des Nations Unies (ONU), Division de la population, New York, « Perspectives de l’urbanisation mondiale : révision de 2018 », denier accès mai 2018.		366.339	397.692	428.843	447.692	452.497	452.497	2019
2	Population and migration	Population et migration	popurbrur	83	Population and rates of growth in urban areas and capital cities	Capital city population	SYB080	155	Western Europe	1	40	Austria	AUT	1	14.14172472	47.58704857	Number	3.0		Thousands			[2005,2010,2015,2018-2019]: United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.	[2005,2010,2015,2018-2019]: Organisation des Nations Unies (ONU), Division de la population, New York, « Perspectives de l’urbanisation mondiale : révision de 2018 », denier accès mai 2018.		1640.995	1730.649	1834.982	1900.547	1915.338	1915.338	2019
2	Population and migration	Population et migration	popurbrur	83	Population and rates of growth in urban areas and capital cities	Capital city population	SYB080	29	Caribbean	1	44	Bahamas	BHS	1	-78.05111663	24.69546597	Number	3.0		Thousands			[2018]: United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.	[2018]: Organisation des Nations Unies (ONU), Division de la population, New York, « Perspectives de l’urbanisation mondiale : révision de 2018 », denier accès mai 2018.					279.668		279.668	2018
2	Population and migration	Population et migration	popurbrur	83	Population and rates of growth in urban areas and capital cities	Capital city population	SYB080	145	Western Asia	1	48	Bahrain	BHR	1	50.5490754	26.04407747	Number	3.0		Thousands	[2005,2010,2015,2018-2019]: Refers to the urban area of the municipality of Al-Manamah.	[2005,2010,2015,2018-2019]: Fait référence à la zone urbaine de la municipalité d'Al-Manama.	[2005,2010,2015,2018-2019]: United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.	[2005,2010,2015,2018-2019]: Organisation des Nations Unies (ONU), Division de la population, New York, « Perspectives de l’urbanisation mondiale : révision de 2018 », denier accès mai 2018.		198.37	292.172	440.935	564.631	600.433	600.433	2019
2	Population and migration	Population et migration	popurbrur	83	Population and rates of growth in urban areas and capital cities	Capital city population	SYB080	34	Southern Asia	1	50	Bangladesh	BGD	1	89.17660788	22.86961622	Number	3.0		Thousands	[2005,2010,2015,2018-2019]: Mega city.	[2005,2010,2015,2018-2019]: Mégapole.	[2005,2010,2015,2018-2019]: United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.	[2005,2010,2015,2018-2019]: Organisation des Nations Unies (ONU), Division de la population, New York, « Perspectives de l’urbanisation mondiale : révision de 2018 », denier accès mai 2018.		12330.879	14730.537	17597.177	19578.421	20283.552	20283.552	2019
2	Population and migration	Population et migration	popurbrur	83	Population and rates of growth in urban areas and capital cities	Capital city population	SYB080	145	Western Asia	1	51	Armenia	ARM	1	44.93839317	40.29499741	Number	3.0		Thousands			[2005,2010,2015,2018-2019]: United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.	[2005,2010,2015,2018-2019]: Organisation des Nations Unies (ONU), Division de la population, New York, « Perspectives de l’urbanisation mondiale : révision de 2018 », denier accès mai 2018.		1087.153	1065.597	1071.265	1080.324	1083.323	1083.323	2019
2	Population and migration	Population et migration	popurbrur	83	Population and rates of growth in urban areas and capital cities	Capital city population	SYB080	29	Caribbean	1	52	Barbados	BRB	1	-59.5346489	13.13648273	Number	3.0		Thousands			[2018]: United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.	[2018]: Organisation des Nations Unies (ONU), Division de la population, New York, « Perspectives de l’urbanisation mondiale : révision de 2018 », denier accès mai 2018.					89.201		89.201	2018
2	Population and migration	Population et migration	popurbrur	83	Population and rates of growth in urban areas and capital cities	Capital city population	SYB080	155	Western Europe	1	56	Belgium	BEL	1	4.660976456	50.64104975	Number	3.0		Thousands	"[2005,2010,2015,2018-2019]: Refers to the population of Brussels-Capital Region and ""communes"" of the agglomeration and suburbs."	[2005,2010,2015,2018-2019]: Concernent la population de Bruxelles-Capitale et les « communes » de l'agglomération et des banlieues.	[2005,2010,2015,2018-2019]: United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.	[2005,2010,2015,2018-2019]: Organisation des Nations Unies (ONU), Division de la population, New York, « Perspectives de l’urbanisation mondiale : révision de 2018 », denier accès mai 2018.		1853.147	1926.348	2002.441	2049.51	2065.284	2065.284	2019
2	Population and migration	Population et migration	popurbrur	83	Population and rates of growth in urban areas and capital cities	Capital city population	SYB080	21	Northern America	1	60	Bermuda	BMU	0	-64.78155012	32.27881922	Number	3.0		Thousands			[2018]: United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.	[2018]: Organisation des Nations Unies (ONU), Division de la population, New York, « Perspectives de l’urbanisation mondiale : révision de 2018 », denier accès mai 2018.					10.073		10.073	2018
2	Population and migration	Population et migration	popurbrur	83	Population and rates of growth in urban areas and capital cities	Capital city population	SYB080	34	Southern Asia	1	64	Bhutan	BTN	1	90.45098484	27.39598568	Number	3.0		Thousands			[2018]: United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.	[2018]: Organisation des Nations Unies (ONU), Division de la population, New York, « Perspectives de l’urbanisation mondiale : révision de 2018 », denier accès mai 2018.					203.297		203.297	2018
2	Population and migration	Population et migration	popurbrur	83	Population and rates of growth in urban areas and capital cities	Capital city population	SYB080	5	South America	1	68	Bolivia (Plurinational State of)	BOL	1	-64.66224284	-16.71273412	Number	3.0		Thousands			[2018]: United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.	[2018]: Organisation des Nations Unies (ONU), Division de la population, New York, « Perspectives de l’urbanisation mondiale : révision de 2018 », denier accès mai 2018.					277.91		277.91	2018
2	Population and migration	Population et migration	popurbrur	83	Population and rates of growth in urban areas and capital cities	Capital city population	SYB080	39	Southern Europe	1	70	Bosnia and Herzegovina	BIH	1	17.78584332	44.16845548	Number	3.0		Thousands	[2005,2010,2015,2018-2019]: Refers to the municipalities of Stari Grad Sarajevo, Centar Sarajevo, Novo Sarajevo, Novi Grad Sarajevo and Ilidza.	[2005,2010,2015,2018-2019]: Désigne les municipalités de Stari Grad Sarajevo, de Centar Sarajevo, de Novo Sarajevo, de Novi Grad Sarajevo et d'Ilidza.	[2005,2010,2015,2018-2019]: United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.	[2005,2010,2015,2018-2019]: Organisation des Nations Unies (ONU), Division de la population, New York, « Perspectives de l’urbanisation mondiale : révision de 2018 », denier accès mai 2018.		341.694	342.033	342.373	342.577	342.743	342.743	2019
2	Population and migration	Population et migration	popurbrur	83	Population and rates of growth in urban areas and capital cities	Capital city population	SYB080	18	Southern Africa	1	72	Botswana	BWA	1	23.81380223	-22.18810073	Number	3.0		Thousands			[2018]: United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.	[2018]: Organisation des Nations Unies (ONU), Division de la population, New York, « Perspectives de l’urbanisation mondiale : révision de 2018 », denier accès mai 2018.					269.338		269.338	2018
2	Population and migration	Population et migration	popurbrur	83	Population and rates of growth in urban areas and capital cities	Capital city population	SYB080	5	South America	1	76	Brazil	BRA	1	-53.08432878	-10.77668561	Number	3.0		Thousands	"[2005,2010,2015,2018-2019]: Refers to the ""Região Integrada de Desenvolvimento do Distrito Federal e Entorno""."	[2005,2010,2015,2018-2019]: Fait reference a la région de développement intégré du District fédéral et les régions avoisinantes.	[2005,2010,2015,2018-2019]: United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.	[2005,2010,2015,2018-2019]: Organisation des Nations Unies (ONU), Division de la population, New York, « Perspectives de l’urbanisation mondiale : révision de 2018 », denier accès mai 2018.		3301.396	3710.36	4168.289	4469.585	4558.991	4558.991	2019
2	Population and migration	Population et migration	popurbrur	83	Population and rates of growth in urban areas and capital cities	Capital city population	SYB080	13	Central America	1	84	Belize	BLZ	1	-88.70199554	17.19965901	Number	3.0		Thousands			[2018]: United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.	[2018]: Organisation des Nations Unies (ONU), Division de la population, New York, « Perspectives de l’urbanisation mondiale : révision de 2018 », denier accès mai 2018.					22.964		22.964	2018
2	Population and migration	Population et migration	popurbrur	83	Population and rates of growth in urban areas and capital cities	Capital city population	SYB080	54	Melanesia	1	90	Solomon Islands	SLB	1	160.1584117	-9.622391719	Number	3.0		Thousands			[2018]: United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.	[2018]: Organisation des Nations Unies (ONU), Division de la population, New York, « Perspectives de l’urbanisation mondiale : révision de 2018 », denier accès mai 2018.					81.801		81.801	2018
2	Population and migration	Population et migration	popurbrur	83	Population and rates of growth in urban areas and capital cities	Capital city population	SYB080	29	Caribbean	1	92	British Virgin Islands	VGB	0	-64.63294223	18.42256578	Number	3.0		Thousands			[2018]: United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.	[2018]: Organisation des Nations Unies (ONU), Division de la population, New York, « Perspectives de l’urbanisation mondiale : révision de 2018 », denier accès mai 2018.					15.137		15.137	2018
2	Population and migration	Population et migration	popurbrur	83	Population and rates of growth in urban areas and capital cities	Capital city population	SYB080	35	South-eastern Asia	1	96	Brunei Darussalam	BRN	1	114.6288563	4.49736984	Number	3.0		Thousands			[2018]: United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.	[2018]: Organisation des Nations Unies (ONU), Division de la population, New York, « Perspectives de l’urbanisation mondiale : révision de 2018 », denier accès mai 2018.					40.781		40.781	2018
