topicId	topicNameEN	topicNameFR	tableCode	tableId	tableName	seriesDesc	seriesCode	parentCode	parentName	countryProfile	refAreaCode	refAreaDesc	ISO3	UN_Member	X	Y	units	multiplier	baseYear	multiplierDesc	footnotesEN	footnotesFR	sourceEN	sourceFR	value_1985	value_1986	value_1987	value_1988	value_1989	value_1990	value_1991	value_1992	value_1993	value_1994	value_1995	value_1996	value_1997	value_1998	value_1999	value_2000	value_2001	value_2002	value_2003	value_2004	value_2005	value_2006	value_2007	value_2008	value_2009	value_2010	value_2011	value_2012	value_2013	value_2014	value_2015	value_2016	value_2017	value_2018	value_latest_year	latest_year
7	Finance	Finances	bop	74	Balance of payments summary	Balance of Payments: Financial account	SYB067	155	Western Europe	1	40	Austria	AUT	1	14.14172472	47.58704857	US dollars	6.0		Millions			[2005-2018]: International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019.	[2005-2018]: Fonds monétaire international (FMI), Washington, D.C., base de données des statistiques Balance des Paiements (BDP), dernier accès juin 2019.																					167.5281	14634.7316	16849.9129	15006.0811	12698.426	4758.0777	6087.4412	6652.8258	14427.802	3690.2117	4495.0679	11751.5424	10231.5808	9206.743	9206.743	2018
7	Finance	Finances	bop	74	Balance of payments summary	Balance of Payments: Financial account	SYB067	29	Caribbean	1	44	Bahamas	BHS	1	-78.05111663	24.69546597	US dollars	6.0		Millions			[1985-2017]: International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019.	[1985-2017]: Fonds monétaire international (FMI), Washington, D.C., base de données des statistiques Balance des Paiements (BDP), dernier accès juin 2019.	30.155	-57.0176	-44.9865	-73.8785	-113.9806	-55.0655	-160.3832	-23.5951	9.2606	-57.7035	-107.4869	-188.7053	-355.4869	-698.4946	-550.9046	-490.9401	-295.5095	-344.9275	-425.3834	-175.189	-910.2952	-1359.6913	-1076.8997	-1114.2313	-867.9281	-1097.1556	-966.9042	-1388.6588	-1049.5065	-1465.1866	-347.2829	58.0468	-1643.3821		-1643.3821	2017
7	Finance	Finances	bop	74	Balance of payments summary	Balance of Payments: Financial account	SYB067	145	Western Asia	1	48	Bahrain	BHR	1	50.5490754	26.04407747	US dollars	6.0		Millions			[1985-2017]: International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019.	[1985-2017]: Fonds monétaire international (FMI), Washington, D.C., base de données des statistiques Balance des Paiements (BDP), dernier accès juin 2019.	833.5061	-75.9849	-287.091	306.9064	76.1728	-360.6051	-588.889	-487.4446	-706.415	-1224.4024	1895.5758	503.797	87.6306	-39.1226	-204.6463	229.8779	540.6114	1268.8872	-449.3868	548.7718	1674.129	2273.3479	2966.923	2276.5873	359.9516	927.1836	3394.9027	-2724.6442	-2513.9886	-2395.2396	-1117.7289	1693.2171	76.5081		76.5081	2017
7	Finance	Finances	bop	74	Balance of payments summary	Balance of Payments: Financial account	SYB067	34	Southern Asia	1	50	Bangladesh	BGD	1	89.17660788	22.86961622	US dollars	6.0		Millions			International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019.	Fonds monétaire international (FMI), Washington, D.C., base de données des statistiques Balance des Paiements (BDP), dernier accès juin 2019.	-522.9834	-616.4342	-360.8896	-266.2147	-1142.6795	-473.6126	-33.8315	96.8223	428.6972	-57.4813	-690.5428	-506.7185	5.0701	404.4492	257.7553	225.2109	-405.9858	753.596	599.4995	-161.6101	-479.7752	-457.1266	77.3423	-2112.7442	1794.0869	-1744.8089	-2182.1924	844.8181	952.0949	157.9691	2271.7125	135.3703	-6186.1258	-8692.8485	-8692.8485	2018
7	Finance	Finances	bop	74	Balance of payments summary	Balance of Payments: Financial account	SYB067	145	Western Asia	1	51	Armenia	ARM	1	44.93839317	40.29499741	US dollars	6.0		Millions			[1993-2018]: International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019.	[1993-2018]: Fonds monétaire international (FMI), Washington, D.C., base de données des statistiques Balance des Paiements (BDP), dernier accès juin 2019.									-46.6679	-93.8	-197.9543	-261.2784	-297.5638	-389.1694	-314.5284	-216.0394	-136.699	-85.5345	-71.9265	-202.2873	-203.375	-188.2548	-524.1097	-1528.7914	-1439.2817	-1317.9548	-1000.9819	-759.0913	-1028.9349	-849.2217	-357.222	-428.6473	-541.5927	-686.9732	-686.9732	2018
7	Finance	Finances	bop	74	Balance of payments summary	Balance of Payments: Financial account	SYB067	29	Caribbean	1	52	Barbados	BRB	1	-59.5346489	13.13648273	US dollars	6.0		Millions			[1985-2013]: International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019.	[1985-2013]: Fonds monétaire international (FMI), Washington, D.C., base de données des statistiques Balance des Paiements (BDP), dernier accès juin 2019.	22.5798	-59.0054	-89.1249	2.7414	-19.981	-86.1719	-78.2401	108.9841	19.9149	64.5092	69.0663	106.8391	-49.757	-63.5024	-106.8502	-133.8296	-91.5215	-166.3891	26.5351	-386.9036	-395.2062	-223.2845	-200.5255	-482.8501	-288.5646	-283.9017	-286.6709	-451.3384	-202.567						-202.567	2013
7	Finance	Finances	bop	74	Balance of payments summary	Balance of Payments: Financial account	SYB067	155	Western Europe	1	56	Belgium	BEL	1	4.660976456	50.64104975	US dollars	6.0		Millions			[2002-2018]: International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019.	[2002-2018]: Fonds monétaire international (FMI), Washington, D.C., base de données des statistiques Balance des Paiements (BDP), dernier accès juin 2019.																		6447.9612	10793.0113	9936.7448	9221.3924	7670.1928	7480.7888	-9652.4269	-17590.56	6567.22	-9334.1738	2319.2989	-142.4731	-4329.7428	-2301.168	-1570.2377	-4536.5886	-6331.848	-6331.848	2018
7	Finance	Finances	bop	74	Balance of payments summary	Balance of Payments: Financial account	SYB067	21	Northern America	1	60	Bermuda	BMU	0	-64.78155012	32.27881922	US dollars	6.0		Millions			[2006-2017]: International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019.	[2006-2017]: Fonds monétaire international (FMI), Washington, D.C., base de données des statistiques Balance des Paiements (BDP), dernier accès juin 2019.																						-1596.28	-920.9513	469.4194	-312.3619	713.9919	237.4032	828.2426	935.057	957.935	759.578	830.5614	823.7261		823.7261	2017
7	Finance	Finances	bop	74	Balance of payments summary	Balance of Payments: Financial account	SYB067	34	Southern Asia	1	64	Bhutan	BTN	1	90.45098484	27.39598568	US dollars	6.0		Millions			[2006-2018]: International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019.	[2006-2018]: Fonds monétaire international (FMI), Washington, D.C., base de données des statistiques Balance des Paiements (BDP), dernier accès juin 2019.																						24.9274	57.3363	-5.6607	51.7356	-105.164	-402.5655	-455.2341	-147.9988	-164.5822	-347.5007	-461.7449	-263.4914	-186.1994	-186.1994	2018
7	Finance	Finances	bop	74	Balance of payments summary	Balance of Payments: Financial account	SYB067	5	South America	1	68	Bolivia (Plurinational State of)	BOL	1	-64.66224284	-16.71273412	US dollars	6.0		Millions			International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019.	Fonds monétaire international (FMI), Washington, D.C., base de données des statistiques Balance des Paiements (BDP), dernier accès juin 2019.	-91.8871	-247.6894	-248.0952	-208.7558	-295.8052	-202.8652	-208.8545	-499.0066	-380.8666	-404.8422	-412.8166	-408.4449	-788.9218	-1056.8676	-841.1786	-501.1702	-476.5756	-991.5648	-90.9251	-279.8887	256.6466	3027.3811	2659.676	2003.9161	470.5035	64.2286	637.922	1175.4317	-898.1169	767.5113	-2822.2187	-2253.8876	-2603.365	-2943.295	-2943.295	2018
7	Finance	Finances	bop	74	Balance of payments summary	Balance of Payments: Financial account	SYB067	39	Southern Europe	1	70	Bosnia and Herzegovina	BIH	1	17.78584332	44.16845548	US dollars	6.0		Millions			[1998-2018]: International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019.	[1998-2018]: Fonds monétaire international (FMI), Washington, D.C., base de données des statistiques Balance des Paiements (BDP), dernier accès juin 2019.														266.2759	348.9494	-22.1497	-243.6021	-680.2611	-842.224	-929.7334	-1336.4738	-538.7516	-1245.5615	-2475.2404	-786.9259	-646.6325	-1448.436	-1191.3278	-616.7028	-977.0048	-676.34	-532.3855	-570.8278	-517.464	-517.464	2018
7	Finance	Finances	bop	74	Balance of payments summary	Balance of Payments: Financial account	SYB067	18	Southern Africa	1	72	Botswana	BWA	1	23.81380223	-22.18810073	US dollars	6.0		Millions			International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019.	Fonds monétaire international (FMI), Washington, D.C., base de données des statistiques Balance des Paiements (BDP), dernier accès juin 2019.	131.1726	201.3635	651.2743	407.612	463.5051	224.6313	250.7579	129.5726	437.3142	94.1066	240.4349	468.3081	629.5207	246.5851	625.1298	581.3791	1567.6544	-1845.6965	-1074.4656	319.8744	2794.8903	2401.6933	1749.2153	738.0213	-1768.7332	-870.7287	46.92	-1398.3985	1020.4018	1315.0111	461.9784	489.8233	665.6854	-375.5588	-375.5588	2018
7	Finance	Finances	bop	74	Balance of payments summary	Balance of Payments: Financial account	SYB067	5	South America	1	76	Brazil	BRA	1	-53.08432878	-10.77668561	US dollars	6.0		Millions			International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019.	Fonds monétaire international (FMI), Washington, D.C., base de données des statistiques Balance des Paiements (BDP), dernier accès juin 2019.	-803.3613	-5237.6273	-2252.088	3332.3292	205.5279	-4084.4191	-555.7121	4750.0073	-713.7833	-1421.792	-16337.3011	-24745.5806	-33169.2234	-36364.737	-24821.3689	-21394.8911	-23748.7623	-7357.4887	3742.8348	9932.1094	14422.6805	15457.9619	-845.4925	-25327.2284	-22585.1831	-69970.1566	-80513.5491	-83040.3598	-78623.7615	-96586.3022	-51176.8608	-10268.4795	-447.4129	-7732.4368	-7732.4368	2018
7	Finance	Finances	bop	74	Balance of payments summary	Balance of Payments: Financial account	SYB067	13	Central America	1	84	Belize	BLZ	1	-88.70199554	17.19965901	US dollars	6.0		Millions			International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019.	Fonds monétaire international (FMI), Washington, D.C., base de données des statistiques Balance des Paiements (BDP), dernier accès juin 2019.	-7.0784	11.098	9.2152	-5.5323	-9.987	-9.6506	-38.6307	-22.3151	-47.0042	-7.2374	5.1289	9.5616	-26.2409	-37.1542	-68.5476	-153.1596	-167.1071	-157.4543	-212.6732	-148.8425	-155.8028	-24.7534	-87.3014	-147.294	-105.0024	-22.0563	-0.6994	-11.9186	-19.0305	-79.1125	-148.433	-107.0204	-119.0025	-126.0909	-126.0909	2018
7	Finance	Finances	bop	74	Balance of payments summary	Balance of Payments: Financial account	SYB067	54	Melanesia	1	90	Solomon Islands	SLB	1	160.1584117	-9.622391719	US dollars	6.0		Millions			International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019.	Fonds monétaire international (FMI), Washington, D.C., base de données des statistiques Balance des Paiements (BDP), dernier accès juin 2019.	-29.1819	-11.3438	-1.8169	-39.1013	-38.6089	-36.5229	-27.7438	-5.3017	-9.9625	-3.5296000000000003	7.5394	19.3522	-36.6218	0.3533	29.0526	-28.2451	-11.6975	-4.7661999999999995	7.6850000000000005	-23.8351	-9.0644	-55.7553	-40.078	-62.2749	-24.5706	-115.7675	55.0017	88.7873	49.252	9.3742	20.092	-34.2671	9.6928	62.1844	62.1844	2018
7	Finance	Finances	bop	74	Balance of payments summary	Balance of Payments: Financial account	SYB067	29	Caribbean	1	92	British Virgin Islands	VGB	0	-64.63294223	18.42256578	US dollars	6.0																																										
7	Finance	Finances	bop	74	Balance of payments summary	Balance of Payments: Financial account	SYB067	35	South-eastern Asia	1	96	Brunei Darussalam	BRN	1	114.6288563	4.49736984	US dollars	6.0		Millions			[2001-2018]: International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019.	[2001-2018]: Fonds monétaire international (FMI), Washington, D.C., base de données des statistiques Balance des Paiements (BDP), dernier accès juin 2019.																	-254.494	-573.8066	645.0717	1680.4843	18.7975	-573.4686	-1024.865	-1301.6883	-1453.61	4918.0247	4653.088	3463.8541	2876.5184	4308.7793	4507.8863	6562.5265	1170.6755	202.2713	202.2713	2018
7	Finance	Finances	bop	74	Balance of payments summary	Balance of Payments: Financial account	SYB067	151	Eastern Europe	1	100	Bulgaria	BGR	1	25.23763153	42.75731323	US dollars	6.0		Millions			International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019.	Fonds monétaire international (FMI), Washington, D.C., base de données des statistiques Balance des Paiements (BDP), dernier accès juin 2019.	463.0	-1297.0	-977.0	-888.0	-394.0	-1640.0	154.6203	-345.2109	-1080.6926	803.0654	117.9761	-23.6708	683.3489	-361.123	-624.6771	-644.2556	-289.4117	-1035.0238	-1911.4138	-1096.3372	-4276.6749	-6620.4418	-15334.7479	-15684.255	-2483.5523	861.4174	1965.8855	1207.9949	1156.6986	587.4264	3376.3314	4577.5581	1363.4125	2374.1684	2374.1684	2018
7	Finance	Finances	bop	74	Balance of payments summary	Balance of Payments: Financial account	SYB067	35	South-eastern Asia	1	104	Myanmar	MMR	1	96.51752295	21.19332882	US dollars	6.0		Millions			[1985-2017]: International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019.	[1985-2017]: Fonds monétaire international (FMI), Washington, D.C., base de données des statistiques Balance des Paiements (BDP), dernier accès juin 2019.	-163.7696	-224.6936	-165.2569	-59.1984	68.6816	-177.075	-321.3343	-96.6565	-237.8214	-140.2377	-274.6476	-291.5526	-438.0377	-475.4187	-294.185	-233.5654	-166.2082	76.6625	-97.2047	-30.8683	-22.4134	168.1719	1045.0279	-114.8533	-338.6155	-558.7897	-1698.5057	4601.1555	3564.5275	-627.4291	-3975.2217	-3852.8982	-4783.7771		-4783.7771	2017
7	Finance	Finances	bop	74	Balance of payments summary	Balance of Payments: Financial account	SYB067	14	Eastern Africa	1	108	Burundi	BDI	1	29.89080992	-3.366387428	US dollars	6.0		Millions			[1985-2017]: International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019.	[1985-2017]: Fonds monétaire international (FMI), Washington, D.C., base de données des statistiques Balance des Paiements (BDP), dernier accès juin 2019.	-50.1994	-56.4425	-133.7303	-77.133	-26.4319	-81.2445	-37.8388	-73.1629	-36.4849	4.0135	15.5859	-49.4796	-22.5224	-67.7619	-40.5612	-84.473	-50.3433	-1.6425	-38.7905	-33.921	-58.1786	-67.6729	-7.4398	-61.3831	754.2622	-226.0486	-182.5792	-95.3729	-148.6626	-380.0667	-329.1796	-248.8173	-226.0837		-226.0837	2017
7	Finance	Finances	bop	74	Balance of payments summary	Balance of Payments: Financial account	SYB067	151	Eastern Europe	1	112	Belarus	BLR	1	28.04940161	53.54193075	US dollars	6.0		Millions			[1993-2018]: International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019.	[1993-2018]: Fonds monétaire international (FMI), Washington, D.C., base de données des statistiques Balance des Paiements (BDP), dernier accès juin 2019.									-431.6172	-461.5983	-282.4392	312.0414	-673.049	-674.1342	-379.6062	-14.8363	-345.5023	-569.8659	-370.4534	-873.7111	585.1839	-1674.2913	-2482.9984	-5151.4205	-5717.8898	-7578.4569	-4014.1309	-961.5397	-8496.2113	-5669.5669	-1322.2741	-746.3157	-366.4955	-75.07	-75.07	2018
7	Finance	Finances	bop	74	Balance of payments summary	Balance of Payments: Financial account	SYB067	35	South-eastern Asia	1	116	Cambodia	KHM	1	104.922836	12.71163737	US dollars	6.0		Millions			[1992-2018]: International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019.	[1992-2018]: Fonds monétaire international (FMI), Washington, D.C., base de données des statistiques Balance des Paiements (BDP), dernier accès juin 2019.								-0.7421	75.6416	-17.7644	-82.2972	-187.1172	-185.9198	-206.5918	-147.6492	-91.6342	-16.7838	-97.4695	-207.2587	-160.606	-238.3677	-10.3777	-209.5613	-631.7646	-375.2653	-632.1189	-668.0023	-934.4484	-1010.1776	-1121.9232	-1286.5459	-1344.3734	-1472.7386	-2434.6752	-2434.6752	2018
7	Finance	Finances	bop	74	Balance of payments summary	Balance of Payments: Financial account	SYB067	17	Middle Africa	1	120	Cameroon	CMR	1	12.7419827	5.692387031	US dollars	6.0		Millions			[1985-2017]: International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019.	[1985-2017]: Fonds monétaire international (FMI), Washington, D.C., base de données des statistiques Balance des Paiements (BDP), dernier accès juin 2019.	-452.5807	-473.5574	-1296.6772	-200.9946	-445.6099	-633.7673	-366.8546	-931.379	-524.6298	75.0713	-16.4836	-93.1322	-368.0666	-288.9497	-373.512	-120.952	-453.7127	-553.535	-400.1631	-319.0752	-319.0381	1948.8471	662.7992	-98.1848	-774.8967	-520.5306	-711.1136	-995.9729	-1173.3952	-1387.0954	-1125.4349	-922.4899	-1120.8499		-1120.8499	2017
7	Finance	Finances	bop	74	Balance of payments summary	Balance of Payments: Financial account	SYB067	21	Northern America	1	124	Canada	CAN	1	-101.6575058	57.72360191	US dollars	6.0		Millions			International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019.	Fonds monétaire international (FMI), Washington, D.C., base de données des statistiques Balance des Paiements (BDP), dernier accès juin 2019.	-9987.1837	-12542.2381	-15813.5391	-14675.9114	-23613.3757	-22215.2209	-22778.8919	-18675.1269	-27578.7483	-13459.0963	-1620.9428	6614.7563	-10733.4346	-5580.8425	6050.4982	14067.3589	10893.9165	9306.2383	11745.726	24837.7768	20409.9571	19957.1823	13371.5233	-1302.0199	-42109.0319	-58302.4914	-49477.3451	-62742.7946	-56857.6426	-42339.301	-56781.7791	-49606.9259	-40549.9593	-36632.5559	-36632.5559	2018
7	Finance	Finances	bop	74	Balance of payments summary	Balance of Payments: Financial account	SYB067	11	Western Africa	1	132	Cabo Verde	CPV	1	-23.63544151	15.07791834	US dollars	6.0		Millions			International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019.	Fonds monétaire international (FMI), Washington, D.C., base de données des statistiques Balance des Paiements (BDP), dernier accès juin 2019.	-3.9986	-9.8427	-6.6952	-1.9287	2.4877000000000002	12.4059	-33.1158	5.7296	-2.5291	-17.3569	-76.3837	-23.5478	-43.8217	-26.2208	-74.6996	-61.4032	-55.2725	-70.5576	-77.8065	-96.7805	-18.2341	-75.2128	-171.2749	-286.2971	-232.5333	-269.6013	-326.771	-257.0552	-103.1697	-180.1505	-80.5967	-55.4349	-124.5125	-132.671	-132.671	2018
7	Finance	Finances	bop	74	Balance of payments summary	Balance of Payments: Financial account	SYB067	29	Caribbean	1	136	Cayman Islands	CYM	0	-81.16740559	19.32266656	US dollars	6.0																																										
7	Finance	Finances	bop	74	Balance of payments summary	Balance of Payments: Financial account	SYB067	17	Middle Africa	1	140	Central African Republic	CAF	1	20.93559492	7.003720791	US dollars	6.0		Millions			[1985-1994]: International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019.	[1985-1994]: Fonds monétaire international (FMI), Washington, D.C., base de données des statistiques Balance des Paiements (BDP), dernier accès juin 2019.	-56.3942	-79.5237	-75.0311	-22.8842	-32.0634	-87.7554	-63.6674	-56.8229	-6.6397	-39.6726																									-39.6726	1994
7	Finance	Finances	bop	74	Balance of payments summary	Balance of Payments: Financial account	SYB067	34	Southern Asia	1	144	Sri Lanka	LKA	1	80.70489654	7.614693343	US dollars	6.0		Millions			[1985-2017]: International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019.	[1985-2017]: Fonds monétaire international (FMI), Washington, D.C., base de données des statistiques Balance des Paiements (BDP), dernier accès juin 2019.	-461.4769	-451.4413	-448.5181	-357.1359	-528.7332	-413.3565	-369.1806	-277.3408	-254.2115	-651.0865	-491.359	-443.2241	-159.5817	-121.4725	-508.6116	-808.0261	-150.5496	-35.1498	-110.5424	-772.6461	-472.9617	-1303.5008	-1291.61	-2871.2791	-121.0843	-1777.533	-4739.4624	-4266.7557	-3062.1489	-1536.2438	-2312.4802	-2182.139	-2184.1784		-2184.1784	2017
