topicId	topicNameEN	topicNameFR	tableCode	tableId	tableName	seriesDesc	seriesCode	parentCode	parentName	countryProfile	refAreaCode	refAreaDesc	ISO3	UN_Member	X	Y	sexCode	sexDesc	units	multiplier	baseYear	multiplierDesc	footnotesEN	footnotesFR	sourceEN	sourceFR	value_1950	value_1970	value_1990	value_1995	value_2000	value_2001	value_2002	value_2003	value_2004	value_2005	value_2006	value_2007	value_2008	value_2009	value_2010	value_2011	value_2012	value_2013	value_2014	value_2015	value_2016	value_2017	value_2018	value_2019	value_2020	value_latest_year	latest_year
2	Population and migration	Population et migration	pop	89	Population, density and surface area	Population mid-year estimates	SYB089	5	South America	1	152	Chile	CHL	1	-71.23029019	-35.2652885	M	Male	Number	6.0		Millions	[2020]: Projected estimate (medium fertility variant).	[2020]: Projection approximative (variante moyenne fécondité).	[2005,2010,2015,2017-2020]: United Nations Population Division, New York, World Population Prospects: The 2019 Revision, last accessed June 2019.	[2005,2010,2015,2017-2020]: Organisation des Nations Unies, Division de la population, New York, « World Population Prospects: The 2019 Revision », denier accès juin 2019.										7.9629					8.397					8.8448		9.0973	9.2284	9.3418	9.4257	9.4257	2020
2	Population and migration	Population et migration	pop	89	Population, density and surface area	Population mid-year estimates	SYB089	30	Eastern Asia	1	156	China	CHN	1	104.1403375	32.30955217	_T	Both sexes or no breakdown by sex	Number	6.0		Millions	[2005,2010,2015,2017-2020]: For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China. [2020]: Projected estimate (medium fertility variant).	[2005,2010,2015,2017-2020]: Pour la présentation des statistiques, les données pour la Chine ne comprennent pas la région administrative spéciale de Hong Kong (RAS de Hong Kong), la région administrative spéciale de Macao (RAS de Macao) et la province chinoise de Taïwan. [2020]: Projection approximative (variante moyenne fécondité).	[2005,2010,2015,2017-2020]: United Nations Population Division, New York, World Population Prospects: The 2019 Revision, last accessed June 2019.	[2005,2010,2015,2017-2020]: Organisation des Nations Unies, Division de la population, New York, « World Population Prospects: The 2019 Revision », denier accès juin 2019.										1330.7764					1368.8106					1406.8479		1421.0218	1427.6478	1433.7837	1439.3238	1439.3238	2020
2	Population and migration	Population et migration	pop	89	Population, density and surface area	Population mid-year estimates	SYB089	30	Eastern Asia	1	156	China	CHN	1	104.1403375	32.30955217	F	Female	Number	6.0		Millions	[2005,2010,2015,2017-2020]: For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China.	[2005,2010,2015,2017-2020]: Pour la présentation des statistiques, les données pour la Chine ne comprennent pas la région administrative spéciale de Hong Kong (RAS de Hong Kong), la région administrative spéciale de Macao (RAS de Macao) et la province chinoise de Taïwan.	[2005,2010,2015,2017-2020]: United Nations Population Division, New York, World Population Prospects: The 2019 Revision, last accessed June 2019.	[2005,2010,2015,2017-2020]: Organisation des Nations Unies, Division de la population, New York, « World Population Prospects: The 2019 Revision », denier accès juin 2019.										647.2905					665.3966					684.3399		691.5594	694.97	698.1594	701.0764	701.0764	2020
2	Population and migration	Population et migration	pop	89	Population, density and surface area	Population mid-year estimates	SYB089	30	Eastern Asia	1	156	China	CHN	1	104.1403375	32.30955217	M	Male	Number	6.0		Millions	[2005,2010,2015,2017-2020]: For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China. [2020]: Projected estimate (medium fertility variant).	[2005,2010,2015,2017-2020]: Pour la présentation des statistiques, les données pour la Chine ne comprennent pas la région administrative spéciale de Hong Kong (RAS de Hong Kong), la région administrative spéciale de Macao (RAS de Macao) et la province chinoise de Taïwan. [2020]: Projection approximative (variante moyenne fécondité).	[2005,2010,2015,2017-2020]: United Nations Population Division, New York, World Population Prospects: The 2019 Revision, last accessed June 2019.	[2005,2010,2015,2017-2020]: Organisation des Nations Unies, Division de la population, New York, « World Population Prospects: The 2019 Revision », denier accès juin 2019.										683.4859					703.414					722.508		729.4624	732.6778	735.6243	738.2473	738.2473	2020
2	Population and migration	Population et migration	pop	89	Population, density and surface area	Population mid-year estimates	SYB089	5	South America	1	170	Colombia	COL	1	-73.07446751	3.888209046	_T	Both sexes or no breakdown by sex	Number	6.0		Millions	[2020]: Projected estimate (medium fertility variant).	[2020]: Projection approximative (variante moyenne fécondité).	[2005,2010,2015,2017-2020]: United Nations Population Division, New York, World Population Prospects: The 2019 Revision, last accessed June 2019.	[2005,2010,2015,2017-2020]: Organisation des Nations Unies, Division de la population, New York, « World Population Prospects: The 2019 Revision », denier accès juin 2019.										42.6477					45.2227					47.5207		48.9098	49.661	50.3394	50.8829	50.8829	2020
2	Population and migration	Population et migration	pop	89	Population, density and surface area	Population mid-year estimates	SYB089	5	South America	1	170	Colombia	COL	1	-73.07446751	3.888209046	F	Female	Number	6.0		Millions	[2020]: Projected estimate (medium fertility variant).	[2020]: Projection approximative (variante moyenne fécondité).	[2005,2010,2015,2017-2020]: United Nations Population Division, New York, World Population Prospects: The 2019 Revision, last accessed June 2019.	[2005,2010,2015,2017-2020]: Organisation des Nations Unies, Division de la population, New York, « World Population Prospects: The 2019 Revision », denier accès juin 2019.										21.7466					23.063					24.2319		24.9198	25.2903	25.6263	25.8983	25.8983	2020
2	Population and migration	Population et migration	pop	89	Population, density and surface area	Population mid-year estimates	SYB089	5	South America	1	170	Colombia	COL	1	-73.07446751	3.888209046	M	Male	Number	6.0		Millions	[2020]: Projected estimate (medium fertility variant).	[2020]: Projection approximative (variante moyenne fécondité).	[2005,2010,2015,2017-2020]: United Nations Population Division, New York, World Population Prospects: The 2019 Revision, last accessed June 2019.	[2005,2010,2015,2017-2020]: Organisation des Nations Unies, Division de la population, New York, « World Population Prospects: The 2019 Revision », denier accès juin 2019.										20.9011					22.1597					23.2888		23.9901	24.3708	24.7132	24.9846	24.9846	2020
2	Population and migration	Population et migration	pop	89	Population, density and surface area	Population mid-year estimates	SYB089	14	Eastern Africa	1	174	Comoros	COM	1	43.34234565	-11.66121732	_T	Both sexes or no breakdown by sex	Number	6.0		Millions	[2020]: Projected estimate (medium fertility variant).	[2020]: Projection approximative (variante moyenne fécondité).	[2005,2010,2015,2017-2020]: United Nations Population Division, New York, World Population Prospects: The 2019 Revision, last accessed June 2019.	[2005,2010,2015,2017-2020]: Organisation des Nations Unies, Division de la population, New York, « World Population Prospects: The 2019 Revision », denier accès juin 2019.										0.6116					0.6897					0.7774000000000001		0.8139000000000001	0.8323	0.8509	0.8696	0.8696	2020
2	Population and migration	Population et migration	pop	89	Population, density and surface area	Population mid-year estimates	SYB089	14	Eastern Africa	1	174	Comoros	COM	1	43.34234565	-11.66121732	F	Female	Number	6.0		Millions	[2020]: Projected estimate (medium fertility variant).	[2020]: Projection approximative (variante moyenne fécondité).	[2005,2010,2015,2017-2020]: United Nations Population Division, New York, World Population Prospects: The 2019 Revision, last accessed June 2019.	[2005,2010,2015,2017-2020]: Organisation des Nations Unies, Division de la population, New York, « World Population Prospects: The 2019 Revision », denier accès juin 2019.										0.30360000000000004					0.3421					0.38530000000000003		0.40340000000000004	0.41250000000000003	0.4217	0.4309	0.4309	2020
2	Population and migration	Population et migration	pop	89	Population, density and surface area	Population mid-year estimates	SYB089	14	Eastern Africa	1	174	Comoros	COM	1	43.34234565	-11.66121732	M	Male	Number	6.0		Millions	[2020]: Projected estimate (medium fertility variant).	[2020]: Projection approximative (variante moyenne fécondité).	[2005,2010,2015,2017-2020]: United Nations Population Division, New York, World Population Prospects: The 2019 Revision, last accessed June 2019.	[2005,2010,2015,2017-2020]: Organisation des Nations Unies, Division de la population, New York, « World Population Prospects: The 2019 Revision », denier accès juin 2019.										0.308					0.3476					0.3921		0.41050000000000003	0.4198	0.4292	0.43870000000000003	0.43870000000000003	2020
2	Population and migration	Population et migration	pop	89	Population, density and surface area	Population mid-year estimates	SYB089	14	Eastern Africa	1	175	Mayotte	MYT	0	45.14015057	-12.82217691	_T	Both sexes or no breakdown by sex	Number	6.0		Millions	[2020]: Projected estimate (medium fertility variant).	[2020]: Projection approximative (variante moyenne fécondité).	[2005,2010,2015,2017-2020]: United Nations Population Division, New York, World Population Prospects: The 2019 Revision, last accessed June 2019.	[2005,2010,2015,2017-2020]: Organisation des Nations Unies, Division de la population, New York, « World Population Prospects: The 2019 Revision », denier accès juin 2019.										0.1781					0.2087					0.24000000000000002		0.253	0.2595	0.2662	0.2728	0.2728	2020
2	Population and migration	Population et migration	pop	89	Population, density and surface area	Population mid-year estimates	SYB089	14	Eastern Africa	1	175	Mayotte	MYT	0	45.14015057	-12.82217691	F	Female	Number	6.0		Millions	[2020]: Projected estimate (medium fertility variant).	[2020]: Projection approximative (variante moyenne fécondité).	[2005,2010,2015,2017-2020]: United Nations Population Division, New York, World Population Prospects: The 2019 Revision, last accessed June 2019.	[2005,2010,2015,2017-2020]: Organisation des Nations Unies, Division de la population, New York, « World Population Prospects: The 2019 Revision », denier accès juin 2019.										0.0903					0.1067					0.1221		0.12860000000000002	0.13190000000000002	0.1353	0.13870000000000002	0.13870000000000002	2020
2	Population and migration	Population et migration	pop	89	Population, density and surface area	Population mid-year estimates	SYB089	14	Eastern Africa	1	175	Mayotte	MYT	0	45.14015057	-12.82217691	M	Male	Number	6.0		Millions	[2020]: Projected estimate (medium fertility variant).	[2020]: Projection approximative (variante moyenne fécondité).	[2005,2010,2015,2017-2020]: United Nations Population Division, New York, World Population Prospects: The 2019 Revision, last accessed June 2019.	[2005,2010,2015,2017-2020]: Organisation des Nations Unies, Division de la population, New York, « World Population Prospects: The 2019 Revision », denier accès juin 2019.										0.0878					0.10200000000000001					0.1179		0.12430000000000001	0.12760000000000002	0.13090000000000002	0.1342	0.1342	2020
2	Population and migration	Population et migration	pop	89	Population, density and surface area	Population mid-year estimates	SYB089	17	Middle Africa	1	178	Congo	COG	1	15.22052612	-0.840544119	_T	Both sexes or no breakdown by sex	Number	6.0		Millions	[2020]: Projected estimate (medium fertility variant).	[2020]: Projection approximative (variante moyenne fécondité).	[2005,2010,2015,2017-2020]: United Nations Population Division, New York, World Population Prospects: The 2019 Revision, last accessed June 2019.	[2005,2010,2015,2017-2020]: Organisation des Nations Unies, Division de la population, New York, « World Population Prospects: The 2019 Revision », denier accès juin 2019.										3.6228					4.2737					4.8561		5.1107	5.2444	5.3805	5.5181000000000004	5.5181000000000004	2020
2	Population and migration	Population et migration	pop	89	Population, density and surface area	Population mid-year estimates	SYB089	17	Middle Africa	1	178	Congo	COG	1	15.22052612	-0.840544119	F	Female	Number	6.0		Millions	[2020]: Projected estimate (medium fertility variant).	[2020]: Projection approximative (variante moyenne fécondité).	[2005,2010,2015,2017-2020]: United Nations Population Division, New York, World Population Prospects: The 2019 Revision, last accessed June 2019.	[2005,2010,2015,2017-2020]: Organisation des Nations Unies, Division de la population, New York, « World Population Prospects: The 2019 Revision », denier accès juin 2019.										1.8272					2.1473					2.4335		2.5594	2.6256	2.6931000000000003	2.7614	2.7614	2020
2	Population and migration	Population et migration	pop	89	Population, density and surface area	Population mid-year estimates	SYB089	17	Middle Africa	1	178	Congo	COG	1	15.22052612	-0.840544119	M	Male	Number	6.0		Millions	[2020]: Projected estimate (medium fertility variant).	[2020]: Projection approximative (variante moyenne fécondité).	[2005,2010,2015,2017-2020]: United Nations Population Division, New York, World Population Prospects: The 2019 Revision, last accessed June 2019.	[2005,2010,2015,2017-2020]: Organisation des Nations Unies, Division de la population, New York, « World Population Prospects: The 2019 Revision », denier accès juin 2019.										1.7956					2.1264					2.4226		2.5513	2.6187	2.6874000000000002	2.7567	2.7567	2020
2	Population and migration	Population et migration	pop	89	Population, density and surface area	Population mid-year estimates	SYB089	17	Middle Africa	1	180	Democratic Republic of the Congo	COD	1	23.65496507	-2.877154732	_T	Both sexes or no breakdown by sex	Number	6.0		Millions	[2020]: Projected estimate (medium fertility variant).	[2020]: Projection approximative (variante moyenne fécondité).	[2005,2010,2015,2017-2020]: United Nations Population Division, New York, World Population Prospects: The 2019 Revision, last accessed June 2019.	[2005,2010,2015,2017-2020]: Organisation des Nations Unies, Division de la population, New York, « World Population Prospects: The 2019 Revision », denier accès juin 2019.										54.7859					64.5639					76.2445		81.3988	84.0681	86.7906	89.5614	89.5614	2020
2	Population and migration	Population et migration	pop	89	Population, density and surface area	Population mid-year estimates	SYB089	17	Middle Africa	1	180	Democratic Republic of the Congo	COD	1	23.65496507	-2.877154732	F	Female	Number	6.0		Millions	[2020]: Projected estimate (medium fertility variant).	[2020]: Projection approximative (variante moyenne fécondité).	[2005,2010,2015,2017-2020]: United Nations Population Division, New York, World Population Prospects: The 2019 Revision, last accessed June 2019.	[2005,2010,2015,2017-2020]: Organisation des Nations Unies, Division de la population, New York, « World Population Prospects: The 2019 Revision », denier accès juin 2019.										27.5641					32.4222					38.2246		40.7879	42.1162	43.4715	44.8512	44.8512	2020
2	Population and migration	Population et migration	pop	89	Population, density and surface area	Population mid-year estimates	SYB089	17	Middle Africa	1	180	Democratic Republic of the Congo	COD	1	23.65496507	-2.877154732	M	Male	Number	6.0		Millions	[2020]: Projected estimate (medium fertility variant).	[2020]: Projection approximative (variante moyenne fécondité).	[2005,2010,2015,2017-2020]: United Nations Population Division, New York, World Population Prospects: The 2019 Revision, last accessed June 2019.	[2005,2010,2015,2017-2020]: Organisation des Nations Unies, Division de la population, New York, « World Population Prospects: The 2019 Revision », denier accès juin 2019.										27.2218					32.1416					38.02		40.6109	41.9519	43.3191	44.7102	44.7102	2020
2	Population and migration	Population et migration	pop	89	Population, density and surface area	Population mid-year estimates	SYB089	61	Polynesia	1	184	Cook Islands	COK	0	-159.7711391	-21.22696458	_T	Both sexes or no breakdown by sex	Number	6.0		Millions	[2016-2018]: Projected estimate (medium fertility variant).	[2016-2018]: Projection approximative (variante moyenne fécondité).	United Nations Population Division, New York, World Population Prospects: The 2019 Revision, last accessed June 2019.	Organisation des Nations Unies, Division de la population, New York, « World Population Prospects: The 2019 Revision », denier accès juin 2019.	0.0151	0.021400000000000002	0.0184	0.019	0.0181	0.0183	0.0187	0.019100000000000002	0.0195	0.019700000000000002	0.019700000000000002	0.0195	0.019200000000000002	0.0189	0.018500000000000003	0.0183	0.018000000000000002	0.0178	0.0176	0.017400000000000002	0.017400000000000002	0.017400000000000002	0.017400000000000002	0.0175	0.0175	0.0175	2020
2	Population and migration	Population et migration	pop	89	Population, density and surface area	Population mid-year estimates	SYB089	61	Polynesia	1	184	Cook Islands	COK	0	-159.7711391	-21.22696458	F	Female	Number	6.0		Millions																															
2	Population and migration	Population et migration	pop	89	Population, density and surface area	Population mid-year estimates	SYB089	61	Polynesia	1	184	Cook Islands	COK	0	-159.7711391	-21.22696458	M	Male	Number	6.0		Millions																															
2	Population and migration	Population et migration	pop	89	Population, density and surface area	Population mid-year estimates	SYB089	13	Central America	1	188	Costa Rica	CRI	1	-84.19712782	9.970998683	_T	Both sexes or no breakdown by sex	Number	6.0		Millions	[2020]: Projected estimate (medium fertility variant).	[2020]: Projection approximative (variante moyenne fécondité).	[2005,2010,2015,2017-2020]: United Nations Population Division, New York, World Population Prospects: The 2019 Revision, last accessed June 2019.	[2005,2010,2015,2017-2020]: Organisation des Nations Unies, Division de la population, New York, « World Population Prospects: The 2019 Revision », denier accès juin 2019.										4.2855					4.5774					4.8478		4.95	4.9994	5.0476	5.0941	5.0941	2020
2	Population and migration	Population et migration	pop	89	Population, density and surface area	Population mid-year estimates	SYB089	13	Central America	1	188	Costa Rica	CRI	1	-84.19712782	9.970998683	F	Female	Number	6.0		Millions	[2020]: Projected estimate (medium fertility variant).	[2020]: Projection approximative (variante moyenne fécondité).	[2005,2010,2015,2017-2020]: United Nations Population Division, New York, World Population Prospects: The 2019 Revision, last accessed June 2019.	[2005,2010,2015,2017-2020]: Organisation des Nations Unies, Division de la population, New York, « World Population Prospects: The 2019 Revision », denier accès juin 2019.										2.1369					2.2846					2.4223		2.4747	2.5002	2.525	2.549	2.549	2020
2	Population and migration	Population et migration	pop	89	Population, density and surface area	Population mid-year estimates	SYB089	13	Central America	1	188	Costa Rica	CRI	1	-84.19712782	9.970998683	M	Male	Number	6.0		Millions	[2020]: Projected estimate (medium fertility variant).	[2020]: Projection approximative (variante moyenne fécondité).	[2005,2010,2015,2017-2020]: United Nations Population Division, New York, World Population Prospects: The 2019 Revision, last accessed June 2019.	[2005,2010,2015,2017-2020]: Organisation des Nations Unies, Division de la population, New York, « World Population Prospects: The 2019 Revision », denier accès juin 2019.										2.1486					2.2928					2.4255		2.4752	2.4992	2.5225	2.5451	2.5451	2020
2	Population and migration	Population et migration	pop	89	Population, density and surface area	Population mid-year estimates	SYB089	39	Southern Europe	1	191	Croatia	HRV	1	17.95874553	45.45172212	_T	Both sexes or no breakdown by sex	Number	6.0		Millions	[2020]: Projected estimate (medium fertility variant).	[2020]: Projection approximative (variante moyenne fécondité).	[2005,2010,2015,2017-2020]: United Nations Population Division, New York, World Population Prospects: The 2019 Revision, last accessed June 2019.	[2005,2010,2015,2017-2020]: Organisation des Nations Unies, Division de la population, New York, « World Population Prospects: The 2019 Revision », denier accès juin 2019.										4.3781					4.3282					4.2329		4.1829	4.1564	4.1303	4.1053	4.1053	2020
2	Population and migration	Population et migration	pop	89	Population, density and surface area	Population mid-year estimates	SYB089	39	Southern Europe	1	191	Croatia	HRV	1	17.95874553	45.45172212	F	Female	Number	6.0		Millions	[2020]: Projected estimate (medium fertility variant).	[2020]: Projection approximative (variante moyenne fécondité).	[2005,2010,2015,2017-2020]: United Nations Population Division, New York, World Population Prospects: The 2019 Revision, last accessed June 2019.	[2005,2010,2015,2017-2020]: Organisation des Nations Unies, Division de la population, New York, « World Population Prospects: The 2019 Revision », denier accès juin 2019.										2.2698					2.2436					2.1975		2.1702	2.1552	2.1403	2.126	2.126	2020
2	Population and migration	Population et migration	pop	89	Population, density and surface area	Population mid-year estimates	SYB089	39	Southern Europe	1	191	Croatia	HRV	1	17.95874553	45.45172212	M	Male	Number	6.0		Millions	[2020]: Projected estimate (medium fertility variant).	[2020]: Projection approximative (variante moyenne fécondité).	[2005,2010,2015,2017-2020]: United Nations Population Division, New York, World Population Prospects: The 2019 Revision, last accessed June 2019.	[2005,2010,2015,2017-2020]: Organisation des Nations Unies, Division de la population, New York, « World Population Prospects: The 2019 Revision », denier accès juin 2019.										2.1083					2.0846					2.0354		2.0127	2.0012	1.9900000000000002	1.9793	1.9793	2020
2	Population and migration	Population et migration	pop	89	Population, density and surface area	Population mid-year estimates	SYB089	29	Caribbean	1	192	Cuba	CUB	1	-79.54460144	22.10030366	_T	Both sexes or no breakdown by sex	Number	6.0		Millions	[2020]: Projected estimate (medium fertility variant).	[2020]: Projection approximative (variante moyenne fécondité).	[2005,2010,2015,2017-2020]: United Nations Population Division, New York, World Population Prospects: The 2019 Revision, last accessed June 2019.	[2005,2010,2015,2017-2020]: Organisation des Nations Unies, Division de la population, New York, « World Population Prospects: The 2019 Revision », denier accès juin 2019.										11.2616					11.2258					11.3248		11.3393	11.3381	11.3335	11.3266	11.3266	2020
2	Population and migration	Population et migration	pop	89	Population, density and surface area	Population mid-year estimates	SYB089	29	Caribbean	1	192	Cuba	CUB	1	-79.54460144	22.10030366	F	Female	Number	6.0		Millions	[2020]: Projected estimate (medium fertility variant).	[2020]: Projection approximative (variante moyenne fécondité).	[2005,2010,2015,2017-2020]: United Nations Population Division, New York, World Population Prospects: The 2019 Revision, last accessed June 2019.	[2005,2010,2015,2017-2020]: Organisation des Nations Unies, Division de la population, New York, « World Population Prospects: The 2019 Revision », denier accès juin 2019.										5.6484					5.6422					5.697		5.7063	5.7068	5.7056000000000004	5.7031	5.7031	2020
2	Population and migration	Population et migration	pop	89	Population, density and surface area	Population mid-year estimates	SYB089	29	Caribbean	1	192	Cuba	CUB	1	-79.54460144	22.10030366	M	Male	Number	6.0		Millions	[2020]: Projected estimate (medium fertility variant).	[2020]: Projection approximative (variante moyenne fécondité).	[2005,2010,2015,2017-2020]: United Nations Population Division, New York, World Population Prospects: The 2019 Revision, last accessed June 2019.	[2005,2010,2015,2017-2020]: Organisation des Nations Unies, Division de la population, New York, « World Population Prospects: The 2019 Revision », denier accès juin 2019.										5.6132					5.5836					5.6278		5.633	5.6313	5.6279	5.6235	5.6235	2020
2	Population and migration	Population et migration	pop	89	Population, density and surface area	Population mid-year estimates	SYB089	145	Western Asia	1	196	Cyprus	CYP	1	33.22285964	35.05659437	_T	Both sexes or no breakdown by sex	Number	6.0		Millions	[2005,2010,2015,2017-2020]: Refers to the whole country. [2020]: Projected estimate (medium fertility variant).	[2005,2010,2015,2017-2020]: Ensemble du pays. [2020]: Projection approximative (variante moyenne fécondité).	[2005,2010,2015,2017-2020]: United Nations Population Division, New York, World Population Prospects: The 2019 Revision, last accessed June 2019.	[2005,2010,2015,2017-2020]: Organisation des Nations Unies, Division de la population, New York, « World Population Prospects: The 2019 Revision », denier accès juin 2019.										1.0277					1.1126					1.161		1.1797	1.1893	1.1985999999999999	1.2074	1.2074	2020
2	Population and migration	Population et migration	pop	89	Population, density and surface area	Population mid-year estimates	SYB089	145	Western Asia	1	196	Cyprus	CYP	1	33.22285964	35.05659437	F	Female	Number	6.0		Millions	[2005,2010,2015,2017-2020]: Refers to the whole country.	[2005,2010,2015,2017-2020]: Ensemble du pays.	[2005,2010,2015,2017-2020]: United Nations Population Division, New York, World Population Prospects: The 2019 Revision, last accessed June 2019.	[2005,2010,2015,2017-2020]: Organisation des Nations Unies, Division de la population, New York, « World Population Prospects: The 2019 Revision », denier accès juin 2019.										0.5072					0.557					0.5796		0.5891000000000001	0.5943	0.5993	0.6038	0.6038	2020
2	Population and migration	Population et migration	pop	89	Population, density and surface area	Population mid-year estimates	SYB089	145	Western Asia	1	196	Cyprus	CYP	1	33.22285964	35.05659437	M	Male	Number	6.0		Millions	[2005,2010,2015,2017-2020]: Refers to the whole country. [2020]: Projected estimate (medium fertility variant).	[2005,2010,2015,2017-2020]: Ensemble du pays. [2020]: Projection approximative (variante moyenne fécondité).	[2005,2010,2015,2017-2020]: United Nations Population Division, New York, World Population Prospects: The 2019 Revision, last accessed June 2019.	[2005,2010,2015,2017-2020]: Organisation des Nations Unies, Division de la population, New York, « World Population Prospects: The 2019 Revision », denier accès juin 2019.										0.5205000000000001					0.5556					0.5814		0.5906	0.595	0.5993	0.6035	0.6035	2020
2	Population and migration	Population et migration	pop	89	Population, density and surface area	Population mid-year estimates	SYB089	151	Eastern Europe	1	203	Czechia	CZE	1	15.33151382	49.73913871	_T	Both sexes or no breakdown by sex	Number	6.0		Millions	[2020]: Projected estimate (medium fertility variant).	[2020]: Projection approximative (variante moyenne fécondité).	[2005,2010,2015,2017-2020]: United Nations Population Division, New York, World Population Prospects: The 2019 Revision, last accessed June 2019.	[2005,2010,2015,2017-2020]: Organisation des Nations Unies, Division de la population, New York, « World Population Prospects: The 2019 Revision », denier accès juin 2019.										10.2582					10.5365					10.6014		10.641	10.6657	10.6892	10.709	10.709	2020
2	Population and migration	Population et migration	pop	89	Population, density and surface area	Population mid-year estimates	SYB089	151	Eastern Europe	1	203	Czechia	CZE	1	15.33151382	49.73913871	F	Female	Number	6.0		Millions	[2020]: Projected estimate (medium fertility variant).	[2020]: Projection approximative (variante moyenne fécondité).	[2005,2010,2015,2017-2020]: United Nations Population Division, New York, World Population Prospects: The 2019 Revision, last accessed June 2019.	[2005,2010,2015,2017-2020]: Organisation des Nations Unies, Division de la population, New York, « World Population Prospects: The 2019 Revision », denier accès juin 2019.										5.2616					5.365					5.3924		5.409	5.4191	5.4286	5.4365	5.4365	2020
2	Population and migration	Population et migration	pop	89	Population, density and surface area	Population mid-year estimates	SYB089	151	Eastern Europe	1	203	Czechia	CZE	1	15.33151382	49.73913871	M	Male	Number	6.0		Millions	[2020]: Projected estimate (medium fertility variant).	[2020]: Projection approximative (variante moyenne fécondité).	[2005,2010,2015,2017-2020]: United Nations Population Division, New York, World Population Prospects: The 2019 Revision, last accessed June 2019.	[2005,2010,2015,2017-2020]: Organisation des Nations Unies, Division de la population, New York, « World Population Prospects: The 2019 Revision », denier accès juin 2019.										4.9966					5.1715					5.209		5.232	5.2466	5.2606	5.2725	5.2725	2020
2	Population and migration	Population et migration	pop	89	Population, density and surface area	Population mid-year estimates	SYB089	11	Western Africa	1	204	Benin	BEN	1	2.339933594	9.65401646	_T	Both sexes or no breakdown by sex	Number	6.0		Millions	[2020]: Projected estimate (medium fertility variant).	[2020]: Projection approximative (variante moyenne fécondité).	[2005,2010,2015,2017-2020]: United Nations Population Division, New York, World Population Prospects: The 2019 Revision, last accessed June 2019.	[2005,2010,2015,2017-2020]: Organisation des Nations Unies, Division de la population, New York, « World Population Prospects: The 2019 Revision », denier accès juin 2019.										7.9822					9.1993					10.576		11.1752	11.485	11.8012	12.1232	12.1232	2020
2	Population and migration	Population et migration	pop	89	Population, density and surface area	Population mid-year estimates	SYB089	11	Western Africa	1	204	Benin	BEN	1	2.339933594	9.65401646	F	Female	Number	6.0		Millions	[2020]: Projected estimate (medium fertility variant).	[2020]: Projection approximative (variante moyenne fécondité).	[2005,2010,2015,2017-2020]: United Nations Population Division, New York, World Population Prospects: The 2019 Revision, last accessed June 2019.	[2005,2010,2015,2017-2020]: Organisation des Nations Unies, Division de la population, New York, « World Population Prospects: The 2019 Revision », denier accès juin 2019.										4.0268					4.6304					5.3058		5.6009	5.7538	5.9099	6.069	6.069	2020
2	Population and migration	Population et migration	pop	89	Population, density and surface area	Population mid-year estimates	SYB089	11	Western Africa	1	204	Benin	BEN	1	2.339933594	9.65401646	M	Male	Number	6.0		Millions	[2020]: Projected estimate (medium fertility variant).	[2020]: Projection approximative (variante moyenne fécondité).	[2005,2010,2015,2017-2020]: United Nations Population Division, New York, World Population Prospects: The 2019 Revision, last accessed June 2019.	[2005,2010,2015,2017-2020]: Organisation des Nations Unies, Division de la population, New York, « World Population Prospects: The 2019 Revision », denier accès juin 2019.										3.9554					4.5687999999999995					5.2701		5.5743	5.7312	5.8913	6.0542	6.0542	2020
2	Population and migration	Population et migration	pop	89	Population, density and surface area	Population mid-year estimates	SYB089	154	Northern Europe	1	208	Denmark	DNK	1	9.326571283	56.03829721	_T	Both sexes or no breakdown by sex	Number	6.0		Millions	[2020]: Projected estimate (medium fertility variant).	[2020]: Projection approximative (variante moyenne fécondité).	[2005,2010,2015,2017-2020]: United Nations Population Division, New York, World Population Prospects: The 2019 Revision, last accessed June 2019.	[2005,2010,2015,2017-2020]: Organisation des Nations Unies, Division de la population, New York, « World Population Prospects: The 2019 Revision », denier accès juin 2019.										5.4217					5.5548					5.6887		5.7323	5.7521	5.7719000000000005	5.7922	5.7922	2020
2	Population and migration	Population et migration	pop	89	Population, density and surface area	Population mid-year estimates	SYB089	154	Northern Europe	1	208	Denmark	DNK	1	9.326571283	56.03829721	F	Female	Number	6.0		Millions	[2020]: Projected estimate (medium fertility variant).	[2020]: Projection approximative (variante moyenne fécondité).	[2005,2010,2015,2017-2020]: United Nations Population Division, New York, World Population Prospects: The 2019 Revision, last accessed June 2019.	[2005,2010,2015,2017-2020]: Organisation des Nations Unies, Division de la population, New York, « World Population Prospects: The 2019 Revision », denier accès juin 2019.										2.7364					2.7986					2.8599		2.8815	2.8918	2.9022	2.9128	2.9128	2020
