topicId	topicNameEN	topicNameFR	tableCode	tableId	tableName	seriesDesc	seriesCode	parentCode	parentName	countryProfile	refAreaCode	refAreaDesc	ISO3	UN_Member	X	Y	units	multiplier	baseYear	multiplierDesc	footnotesEN	footnotesFR	sourceEN	sourceFR	value_2005	value_2010	value_2015	value_latest_year	latest_year
2	Population and migration	Population et migration	popurbrur	83	Population and rates of growth in urban areas and capital cities	Capital city population as percent of total population	SYB078	34	Southern Asia	1	4	Afghanistan	AFG	1	66.02688198	33.83160199	Percent of total population	0					United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.	Organisation des Nations Unies (ONU), Division de la population, New York, « Perspectives de l’urbanisation mondiale : révision de 2018 », denier accès mai 2018.	11.588000000000001	11.419	11.037	11.037	2015
2	Population and migration	Population et migration	popurbrur	83	Population and rates of growth in urban areas and capital cities	Capital city population as percent of total population	SYB078	39	Southern Europe	1	8	Albania	ALB	1	20.06660928	41.13897007	Percent of total population	0					United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.	Organisation des Nations Unies (ONU), Division de la population, New York, « Perspectives de l’urbanisation mondiale : révision de 2018 », denier accès mai 2018.	12.075	13.899000000000001	15.369	15.369	2015
2	Population and migration	Population et migration	popurbrur	83	Population and rates of growth in urban areas and capital cities	Capital city population as percent of total population	SYB078	15	Northern Africa	1	12	Algeria	DZA	1	2.678164227	28.15940032	Percent of total population	0			Refers to the Governorate of Grand Algiers.	Fait référence au Gouvernorat du Grand Alger.	United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.	Organisation des Nations Unies (ONU), Division de la population, New York, « Perspectives de l’urbanisation mondiale : révision de 2018 », denier accès mai 2018.	6.854	6.734	6.502	6.502	2015
2	Population and migration	Population et migration	popurbrur	83	Population and rates of growth in urban areas and capital cities	Capital city population as percent of total population	SYB078	61	Polynesia	1	16	American Samoa	ASM	0	-170.7187269	-14.30587306	Percent of total population	0											
2	Population and migration	Population et migration	popurbrur	83	Population and rates of growth in urban areas and capital cities	Capital city population as percent of total population	SYB078	39	Southern Europe	1	20	Andorra	AND	1	1.576257417	42.54548611	Percent of total population	0											
2	Population and migration	Population et migration	popurbrur	83	Population and rates of growth in urban areas and capital cities	Capital city population as percent of total population	SYB078	17	Middle Africa	1	24	Angola	AGO	1	17.57817062	-12.33724746	Percent of total population	0			Refers to the urban population of the province of Luanda.	Fait référence à la population urbaine de la province de Luanda.	United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.	Organisation des Nations Unies (ONU), Division de la population, New York, « Perspectives de l’urbanisation mondiale : révision de 2018 », denier accès mai 2018.	19.803	22.681	25.21	25.21	2015
2	Population and migration	Population et migration	popurbrur	83	Population and rates of growth in urban areas and capital cities	Capital city population as percent of total population	SYB078	29	Caribbean	1	28	Antigua and Barbuda	ATG	1	-61.7999755	17.07761471	Percent of total population	0											
2	Population and migration	Population et migration	popurbrur	83	Population and rates of growth in urban areas and capital cities	Capital city population as percent of total population	SYB078	145	Western Asia	1	31	Azerbaijan	AZE	1	50.01064725	40.39229544	Percent of total population	0			Including communities under the authority of the Town Council.	Y compris les communautés sous l'autorité du conseil municipal.	United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.	Organisation des Nations Unies (ONU), Division de la population, New York, « Perspectives de l’urbanisation mondiale : révision de 2018 », denier accès mai 2018.	21.869	22.827	22.941	22.941	2015
2	Population and migration	Population et migration	popurbrur	83	Population and rates of growth in urban areas and capital cities	Capital city population as percent of total population	SYB078	5	South America	1	32	Argentina	ARG	1	-65.14563274	-35.19446255	Percent of total population	0			Refers to Gran Buenos Aires.	Fait référence au Gran Buenos Aires.	United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.	Organisation des Nations Unies (ONU), Division de la population, New York, « Perspectives de l’urbanisation mondiale : révision de 2018 », denier accès mai 2018.	34.051	34.557	33.87	33.87	2015
2	Population and migration	Population et migration	popurbrur	83	Population and rates of growth in urban areas and capital cities	Capital city population as percent of total population	SYB078	53	Oceania	1	36	Australia	AUS	1	134.3499412	-25.57717202	Percent of total population	0			Refers to Significant Urban Areas as of 2001.	Désigne les zones urbaines importantes en 2001.	United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.	Organisation des Nations Unies (ONU), Division de la population, New York, « Perspectives de l’urbanisation mondiale : révision de 2018 », denier accès mai 2018.	1.81	1.798	1.802	1.802	2015
2	Population and migration	Population et migration	popurbrur	83	Population and rates of growth in urban areas and capital cities	Capital city population as percent of total population	SYB078	155	Western Europe	1	40	Austria	AUT	1	14.14172472	47.58704857	Percent of total population	0					United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.	Organisation des Nations Unies (ONU), Division de la population, New York, « Perspectives de l’urbanisation mondiale : révision de 2018 », denier accès mai 2018.	19.882	20.579	21.144	21.144	2015
2	Population and migration	Population et migration	popurbrur	83	Population and rates of growth in urban areas and capital cities	Capital city population as percent of total population	SYB078	29	Caribbean	1	44	Bahamas	BHS	1	-78.05111663	24.69546597	Percent of total population	0											
2	Population and migration	Population et migration	popurbrur	83	Population and rates of growth in urban areas and capital cities	Capital city population as percent of total population	SYB078	145	Western Asia	1	48	Bahrain	BHR	1	50.5490754	26.04407747	Percent of total population	0			Refers to the urban area of the municipality of Al-Manamah.	Fait référence à la zone urbaine de la municipalité d'Al-Manama.	United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.	Organisation des Nations Unies (ONU), Division de la population, New York, « Perspectives de l’urbanisation mondiale : révision de 2018 », denier accès mai 2018.	22.31	23.546	32.142	32.142	2015
