topicId	topicNameEN	topicNameFR	tableCode	tableId	tableName	seriesDesc	seriesCode	parentCode	parentName	countryProfile	refAreaCode	refAreaDesc	ISO3	UN_Member	X	Y	educationLevCode	educationLevDesc	units	multiplier	baseYear	multiplierDesc	footnotesEN	footnotesFR	sourceEN	sourceFR	value_2000	value_2001	value_2002	value_2003	value_2004	value_2005	value_2006	value_2007	value_2008	value_2009	value_2010	value_2011	value_2012	value_2013	value_2014	value_2015	value_2016	value_2017	value_latest_year	latest_year
3	Education	Éducation	expendedu	109	Public expenditure on education	Public expenditure in education as percent of GDP	SYB112	34	Southern Asia	1	50	Bangladesh	BGD	1	89.17660788	22.86961622	_T	Total or no breakdown by education level	Percent	0			[2013,2016]: Estimate.	[2013,2016]: Données estimatives.	[2000-2004,2006-2009,2011-2013,2016]: United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018.	[2000-2004,2006-2009,2011-2013,2016]: Organisation des Nations Unies pour l’éducation, la science et la culture (UNESCO), Montréal, base de données statistiques de l’Institut de statistique (ISU) de l’UNESCO, dernier accès mai 2018.	2.1251	2.1719	2.0172	2.0694	1.9401000000000002		2.1313	2.2022	2.0546	1.9394		2.1327	2.1755	1.9662000000000002			2.5003		2.5003	2016
3	Education	Éducation	expendedu	109	Public expenditure on education	Public expenditure in education as percent of GDP	SYB112	145	Western Asia	1	51	Armenia	ARM	1	44.93839317	40.29499741	_T	Total or no breakdown by education level	Percent	0					[2000-2016]: United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018.	[2000-2016]: Organisation des Nations Unies pour l’éducation, la science et la culture (UNESCO), Montréal, base de données statistiques de l’Institut de statistique (ISU) de l’UNESCO, dernier accès mai 2018.	2.7727	2.4694000000000003	2.135	2.145	2.4867	2.712	2.7157999999999998	3.0189	3.1727	3.8407999999999998	3.249	3.1439	2.7725	2.6502	2.2472	2.8059000000000003	2.7513		2.7513	2016
3	Education	Éducation	expendedu	109	Public expenditure on education	Public expenditure in education as percent of GDP	SYB112	29	Caribbean	1	52	Barbados	BRB	1	-59.5346489	13.13648273	_T	Total or no breakdown by education level	Percent	0					[2000-2005,2007-2010,2012-2014,2016]: United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018.	[2000-2005,2007-2010,2012-2014,2016]: Organisation des Nations Unies pour l’éducation, la science et la culture (UNESCO), Montréal, base de données statistiques de l’Institut de statistique (ISU) de l’UNESCO, dernier accès mai 2018.	4.6215	5.9351	5.7634	6.1214	5.9041	5.557		5.1846	5.0861	5.3135	6.0973		5.2589	5.0977	6.2294		5.0927		5.0927	2016
3	Education	Éducation	expendedu	109	Public expenditure on education	Public expenditure in education as percent of GDP	SYB112	155	Western Europe	1	56	Belgium	BEL	1	4.660976456	50.64104975	_T	Total or no breakdown by education level	Percent	0					[2001-2011,2013-2014]: United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018.	[2001-2011,2013-2014]: Organisation des Nations Unies pour l’éducation, la science et la culture (UNESCO), Montréal, base de données statistiques de l’Institut de statistique (ISU) de l’UNESCO, dernier accès mai 2018.		5.8433	5.9474	5.8848	5.807	5.769	5.8404	5.849	6.2914	6.4154	6.408	6.3787		6.6397	6.5969				6.5969	2014
3	Education	Éducation	expendedu	109	Public expenditure on education	Public expenditure in education as percent of GDP	SYB112	21	Northern America	1	60	Bermuda	BMU	0	-64.78155012	32.27881922	_T	Total or no breakdown by education level	Percent	0					[2003-2005,2009-2010,2014-2015,2017]: United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018.	[2003-2005,2009-2010,2014-2015,2017]: Organisation des Nations Unies pour l’éducation, la science et la culture (UNESCO), Montréal, base de données statistiques de l’Institut de statistique (ISU) de l’UNESCO, dernier accès mai 2018.				1.6663000000000001	1.7759	1.9888				2.6152	2.6442				1.7829000000000002	1.6897		1.492	1.492	2017
3	Education	Éducation	expendedu	109	Public expenditure on education	Public expenditure in education as percent of GDP	SYB112	34	Southern Asia	1	64	Bhutan	BTN	1	90.45098484	27.39598568	_T	Total or no breakdown by education level	Percent	0					[2000-2001,2004-2005,2008-2011,2013-2015]: United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018.	[2000-2001,2004-2005,2008-2011,2013-2015]: Organisation des Nations Unies pour l’éducation, la science et la culture (UNESCO), Montréal, base de données statistiques de l’Institut de statistique (ISU) de l’UNESCO, dernier accès mai 2018.	5.5138	5.7178			6.418	7.0781			4.7975	4.6267	4.0245	4.6526		5.5897	5.9033	7.3897			7.3897	2015
3	Education	Éducation	expendedu	109	Public expenditure on education	Public expenditure in education as percent of GDP	SYB112	5	South America	1	68	Bolivia (Plurinational State of)	BOL	1	-64.66224284	-16.71273412	_T	Total or no breakdown by education level	Percent	0					[2000-2003,2006,2008-2014]: United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018.	[2000-2003,2006,2008-2014]: Organisation des Nations Unies pour l’éducation, la science et la culture (UNESCO), Montréal, base de données statistiques de l’Institut de statistique (ISU) de l’UNESCO, dernier accès mai 2018.	5.4734	5.8995	6.2303	6.379			6.3136		7.0397	8.0812	7.6001	6.8885000000000005	6.4252	6.2579	7.2854				7.2854	2014
3	Education	Éducation	expendedu	109	Public expenditure on education	Public expenditure in education as percent of GDP	SYB112	39	Southern Europe	1	70	Bosnia and Herzegovina	BIH	1	17.78584332	44.16845548	_T	Total or no breakdown by education level	Percent	0																										
3	Education	Éducation	expendedu	109	Public expenditure on education	Public expenditure in education as percent of GDP	SYB112	18	Southern Africa	1	72	Botswana	BWA	1	23.81380223	-22.18810073	_T	Total or no breakdown by education level	Percent	0					[2005,2007,2009]: United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018.	[2005,2007,2009]: Organisation des Nations Unies pour l’éducation, la science et la culture (UNESCO), Montréal, base de données statistiques de l’Institut de statistique (ISU) de l’UNESCO, dernier accès mai 2018.						10.6786		8.8515		9.6329									9.6329	2009
3	Education	Éducation	expendedu	109	Public expenditure on education	Public expenditure in education as percent of GDP	SYB112	5	South America	1	76	Brazil	BRA	1	-53.08432878	-10.77668561	_T	Total or no breakdown by education level	Percent	0					[2000-2002,2004-2014]: United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018.	[2000-2002,2004-2014]: Organisation des Nations Unies pour l’éducation, la science et la culture (UNESCO), Montréal, base de données statistiques de l’Institut de statistique (ISU) de l’UNESCO, dernier accès mai 2018.	3.9489	3.8447	3.7504		3.9745	4.4791	4.8706	4.9743	5.2688	5.4636	5.6488	5.7374	5.8551	5.8389	5.9485				5.9485	2014
3	Education	Éducation	expendedu	109	Public expenditure on education	Public expenditure in education as percent of GDP	SYB112	13	Central America	1	84	Belize	BLZ	1	-88.70199554	17.19965901	_T	Total or no breakdown by education level	Percent	0					[2000-2001,2003-2004,2008-2010,2013-2015,2017]: United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018.	[2000-2001,2003-2004,2008-2010,2013-2015,2017]: Organisation des Nations Unies pour l’éducation, la science et la culture (UNESCO), Montréal, base de données statistiques de l’Institut de statistique (ISU) de l’UNESCO, dernier accès mai 2018.	5.0284	5.7969		5.2068	5.2993				5.6878	6.1001	6.621			6.2183	6.4741	6.7125		7.4092	7.4092	2017
3	Education	Éducation	expendedu	109	Public expenditure on education	Public expenditure in education as percent of GDP	SYB112	54	Melanesia	1	90	Solomon Islands	SLB	1	160.1584117	-9.622391719	_T	Total or no breakdown by education level	Percent	0					[2007-2010]: United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018.	[2007-2010]: Organisation des Nations Unies pour l’éducation, la science et la culture (UNESCO), Montréal, base de données statistiques de l’Institut de statistique (ISU) de l’UNESCO, dernier accès mai 2018.								9.88	8.8	8.9733	10.0011								10.0011	2010
3	Education	Éducation	expendedu	109	Public expenditure on education	Public expenditure in education as percent of GDP	SYB112	29	Caribbean	1	92	British Virgin Islands	VGB	0	-64.63294223	18.42256578	_T	Total or no breakdown by education level	Percent	0					[2007,2009-2010,2015]: United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018.	[2007,2009-2010,2015]: Organisation des Nations Unies pour l’éducation, la science et la culture (UNESCO), Montréal, base de données statistiques de l’Institut de statistique (ISU) de l’UNESCO, dernier accès mai 2018.								3.6728		4.0507	4.4478					6.3173			6.3173	2015
3	Education	Éducation	expendedu	109	Public expenditure on education	Public expenditure in education as percent of GDP	SYB112	35	South-eastern Asia	1	96	Brunei Darussalam	BRN	1	114.6288563	4.49736984	_T	Total or no breakdown by education level	Percent	0					[2000,2010-2012,2014,2016]: United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018.	[2000,2010-2012,2014,2016]: Organisation des Nations Unies pour l’éducation, la science et la culture (UNESCO), Montréal, base de données statistiques de l’Institut de statistique (ISU) de l’UNESCO, dernier accès mai 2018.	3.7059										2.0466	3.3221	2.8896		3.3532		4.4254		4.4254	2016
3	Education	Éducation	expendedu	109	Public expenditure on education	Public expenditure in education as percent of GDP	SYB112	151	Eastern Europe	1	100	Bulgaria	BGR	1	25.23763153	42.75731323	_T	Total or no breakdown by education level	Percent	0					[2001-2013]: United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018.	[2001-2013]: Organisation des Nations Unies pour l’éducation, la science et la culture (UNESCO), Montréal, base de données statistiques de l’Institut de statistique (ISU) de l’UNESCO, dernier accès mai 2018.		3.3958	3.3949	4.0118	2.3256	4.1154	3.912	3.653	4.2244	4.2858	3.8635	3.563	3.502	4.062					4.062	2013
3	Education	Éducation	expendedu	109	Public expenditure on education	Public expenditure in education as percent of GDP	SYB112	35	South-eastern Asia	1	104	Myanmar	MMR	1	96.51752295	21.19332882	_T	Total or no breakdown by education level	Percent	0					[2011,2017]: United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018.	[2011,2017]: Organisation des Nations Unies pour l’éducation, la science et la culture (UNESCO), Montréal, base de données statistiques de l’Institut de statistique (ISU) de l’UNESCO, dernier accès mai 2018.												0.7874						2.1657	2.1657	2017
3	Education	Éducation	expendedu	109	Public expenditure on education	Public expenditure in education as percent of GDP	SYB112	14	Eastern Africa	1	108	Burundi	BDI	1	29.89080992	-3.366387428	_T	Total or no breakdown by education level	Percent	0					[2000-2002,2004-2005,2008-2013]: United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018.	[2000-2002,2004-2005,2008-2013]: Organisation des Nations Unies pour l’éducation, la science et la culture (UNESCO), Montréal, base de données statistiques de l’Institut de statistique (ISU) de l’UNESCO, dernier accès mai 2018.	2.6455	2.9039	3.0049		3.745	3.6317			5.1936	6.3198	6.7929	5.9978	5.8209	5.4148					5.4148	2013
3	Education	Éducation	expendedu	109	Public expenditure on education	Public expenditure in education as percent of GDP	SYB112	151	Eastern Europe	1	112	Belarus	BLR	1	28.04940161	53.54193075	_T	Total or no breakdown by education level	Percent	0					[2000,2004-2007,2009-2016]: United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018.	[2000,2004-2007,2009-2016]: Organisation des Nations Unies pour l’éducation, la science et la culture (UNESCO), Montréal, base de données statistiques de l’Institut de statistique (ISU) de l’UNESCO, dernier accès mai 2018.	6.1966				5.7123	5.871	6.077	5.1521		4.5167	5.22	4.6848	4.9596	5.0094	4.8183	4.7875	4.9795		4.9795	2016
3	Education	Éducation	expendedu	109	Public expenditure on education	Public expenditure in education as percent of GDP	SYB112	35	South-eastern Asia	1	116	Cambodia	KHM	1	104.922836	12.71163737	_T	Total or no breakdown by education level	Percent	0					[2000-2002,2004,2007,2009-2014]: United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018.	[2000-2002,2004,2007,2009-2014]: Organisation des Nations Unies pour l’éducation, la science et la culture (UNESCO), Montréal, base de données statistiques de l’Institut de statistique (ISU) de l’UNESCO, dernier accès mai 2018.	1.6668	1.7222	1.7112		1.7198			1.5993		1.6657000000000002	1.5338	1.5107	1.5627	2.0211	1.9008				1.9008	2014
3	Education	Éducation	expendedu	109	Public expenditure on education	Public expenditure in education as percent of GDP	SYB112	17	Middle Africa	1	120	Cameroon	CMR	1	12.7419827	5.692387031	_T	Total or no breakdown by education level	Percent	0					[2000-2001,2003-2013]: United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018.	[2000-2001,2003-2013]: Organisation des Nations Unies pour l’éducation, la science et la culture (UNESCO), Montréal, base de données statistiques de l’Institut de statistique (ISU) de l’UNESCO, dernier accès mai 2018.	1.7799	2.4242		3.0914	3.0136	2.8872	2.7415000000000003	3.0752	2.6112	3.1094	2.9937	2.7668	2.6972	2.768					2.768	2013
3	Education	Éducation	expendedu	109	Public expenditure on education	Public expenditure in education as percent of GDP	SYB112	21	Northern America	1	124	Canada	CAN	1	-101.6575058	57.72360191	_T	Total or no breakdown by education level	Percent	0					[2000-2002,2005,2007-2011]: United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018.	[2000-2002,2005,2007-2011]: Organisation des Nations Unies pour l’éducation, la science et la culture (UNESCO), Montréal, base de données statistiques de l’Institut de statistique (ISU) de l’UNESCO, dernier accès mai 2018.	5.442	4.9696	5.0107			4.7822		4.7804	4.6383	4.8526	5.3699	5.2744							5.2744	2011
3	Education	Éducation	expendedu	109	Public expenditure on education	Public expenditure in education as percent of GDP	SYB112	11	Western Africa	1	132	Cabo Verde	CPV	1	-23.63544151	15.07791834	_T	Total or no breakdown by education level	Percent	0					[2002,2004,2006-2011,2013-2016]: United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018.	[2002,2004,2006-2011,2013-2016]: Organisation des Nations Unies pour l’éducation, la science et la culture (UNESCO), Montréal, base de données statistiques de l’Institut de statistique (ISU) de l’UNESCO, dernier accès mai 2018.			7.8768		7.4766		6.5296	5.4076	5.518	5.309	5.5673	5.0436		5.0014	4.9639	5.3401	5.4377		5.4377	2016
3	Education	Éducation	expendedu	109	Public expenditure on education	Public expenditure in education as percent of GDP	SYB112	29	Caribbean	1	136	Cayman Islands	CYM	0	-81.16740559	19.32266656	_T	Total or no breakdown by education level	Percent	0																										
3	Education	Éducation	expendedu	109	Public expenditure on education	Public expenditure in education as percent of GDP	SYB112	17	Middle Africa	1	140	Central African Republic	CAF	1	20.93559492	7.003720791	_T	Total or no breakdown by education level	Percent	0					[2000,2002-2011]: United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018.	[2000,2002-2011]: Organisation des Nations Unies pour l’éducation, la science et la culture (UNESCO), Montréal, base de données statistiques de l’Institut de statistique (ISU) de l’UNESCO, dernier accès mai 2018.	1.6127		1.5196	1.5398	1.6245	1.6364	1.4151	1.3129	1.29	1.3036	1.2046000000000001	1.2191							1.2191	2011
3	Education	Éducation	expendedu	109	Public expenditure on education	Public expenditure in education as percent of GDP	SYB112	34	Southern Asia	1	144	Sri Lanka	LKA	1	80.70489654	7.614693343	_T	Total or no breakdown by education level	Percent	0					[2009-2016]: United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018.	[2009-2016]: Organisation des Nations Unies pour l’éducation, la science et la culture (UNESCO), Montréal, base de données statistiques de l’Institut de statistique (ISU) de l’UNESCO, dernier accès mai 2018.										2.0559	1.7177	1.8086	1.4962	1.6211	1.9329	2.2285	3.495		3.495	2016
3	Education	Éducation	expendedu	109	Public expenditure on education	Public expenditure in education as percent of GDP	SYB112	17	Middle Africa	1	148	Chad	TCD	1	18.66618401	15.36279341	_T	Total or no breakdown by education level	Percent	0					[2000-2001,2004-2005,2009-2013]: United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018.	[2000-2001,2004-2005,2009-2013]: Organisation des Nations Unies pour l’éducation, la science et la culture (UNESCO), Montréal, base de données statistiques de l’Institut de statistique (ISU) de l’UNESCO, dernier accès mai 2018.	2.6467	2.4261			1.593	1.6948				2.3117	1.9819	2.2579000000000002	2.2062	2.8507					2.8507	2013
3	Education	Éducation	expendedu	109	Public expenditure on education	Public expenditure in education as percent of GDP	SYB112	5	South America	1	152	Chile	CHL	1	-71.23029019	-35.2652885	_T	Total or no breakdown by education level	Percent	0					[2000,2002-2011,2013-2015]: United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018.	[2000,2002-2011,2013-2015]: Organisation des Nations Unies pour l’éducation, la science et la culture (UNESCO), Montréal, base de données statistiques de l’Institut de statistique (ISU) de l’UNESCO, dernier accès mai 2018.	3.7758000000000003		4.0812	3.9635	3.5384	3.2628	3.0215	3.2138	3.7923999999999998	4.2307	4.1621	4.0452		4.5294	4.7228	4.9035			4.9035	2015
3	Education	Éducation	expendedu	109	Public expenditure on education	Public expenditure in education as percent of GDP	SYB112	30	Eastern Asia	1	156	China	CHN	1	104.1403375	32.30955217	_T	Total or no breakdown by education level	Percent	0																										
3	Education	Éducation	expendedu	109	Public expenditure on education	Public expenditure in education as percent of GDP	SYB112	5	South America	1	170	Colombia	COL	1	-73.07446751	3.888209046	_T	Total or no breakdown by education level	Percent	0			[2003]: Estimate.	[2003]: Données estimatives.	[2000-2016]: United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018.	[2000-2016]: Organisation des Nations Unies pour l’éducation, la science et la culture (UNESCO), Montréal, base de données statistiques de l’Institut de statistique (ISU) de l’UNESCO, dernier accès mai 2018.	3.5112	3.7087	4.2681000000000004	4.3251	4.0794	3.995	3.8933	4.0587	3.9098	4.7474	4.8262	4.4598	4.3853	4.9032	4.6652000000000005	4.5005	4.483		4.483	2016
