topicId	topicNameEN	topicNameFR	tableCode	tableId	tableName	seriesDesc	seriesCode	parentCode	parentName	countryProfile	refAreaCode	refAreaDesc	ISO3	UN_Member	X	Y	units	multiplier	baseYear	multiplierDesc	footnotesEN	footnotesFR	sourceEN	sourceFR	value_2005	value_2010	value_2015	value_2016	value_latest_year	latest_year
13	Environment	Environnement	land	64	Land	Forest cover as percent of total land area	SYB047	34	Southern Asia	1	4	Afghanistan	AFG	1	66.02688198	33.83160199	Percent	0			Estimate.	Données estimatives.	Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.	Organisation des Nations Unies pour l’alimentation et l’agriculture (FAO), Rome, base de données FAOSTAT, dernier accès octobre 2018.	2.0678	2.0678	2.0678	2.0678	2.0678	2016
13	Environment	Environnement	land	64	Land	Forest cover as percent of total land area	SYB047	39	Southern Europe	1	8	Albania	ALB	1	20.06660928	41.13897007	Percent	0			[2016]: Estimate.	[2016]: Données estimatives.	Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.	Organisation des Nations Unies pour l’alimentation et l’agriculture (FAO), Rome, base de données FAOSTAT, dernier accès octobre 2018.	28.5547	28.3321	28.1569	28.1219	28.1219	2016
13	Environment	Environnement	land	64	Land	Forest cover as percent of total land area	SYB047	15	Northern Africa	1	12	Algeria	DZA	1	2.678164227	28.15940032	Percent	0			[2016]: Estimate.	[2016]: Données estimatives.	Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.	Organisation des Nations Unies pour l’alimentation et l’agriculture (FAO), Rome, base de données FAOSTAT, dernier accès octobre 2018.	0.6449	0.8053	0.8212	0.8244	0.8244	2016
13	Environment	Environnement	land	64	Land	Forest cover as percent of total land area	SYB047	61	Polynesia	1	16	American Samoa	ASM	0	-170.7187269	-14.30587306	Percent	0			[2016]: Estimate.	[2016]: Données estimatives.	Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.	Organisation des Nations Unies pour l’alimentation et l’agriculture (FAO), Rome, base de données FAOSTAT, dernier accès octobre 2018.	89.4	88.55	87.7	87.5	87.5	2016
13	Environment	Environnement	land	64	Land	Forest cover as percent of total land area	SYB047	39	Southern Europe	1	20	Andorra	AND	1	1.576257417	42.54548611	Percent	0			[2016]: Estimate.	[2016]: Données estimatives.	Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.	Organisation des Nations Unies pour l’alimentation et l’agriculture (FAO), Rome, base de données FAOSTAT, dernier accès octobre 2018.	34.0426	34.0426	34.0426	34.0426	34.0426	2016
13	Environment	Environnement	land	64	Land	Forest cover as percent of total land area	SYB047	17	Middle Africa	1	24	Angola	AGO	1	17.57817062	-12.33724746	Percent	0			[2016]: Estimate.	[2016]: Données estimatives.	Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.	Organisation des Nations Unies pour l’alimentation et l’agriculture (FAO), Rome, base de données FAOSTAT, dernier accès octobre 2018.	47.4084	46.9078	46.4073	46.3072	46.3072	2016
13	Environment	Environnement	land	64	Land	Forest cover as percent of total land area	SYB047	29	Caribbean	1	28	Antigua and Barbuda	ATG	1	-61.7999755	17.07761471	Percent	0			[2016]: Estimate.	[2016]: Données estimatives.	Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.	Organisation des Nations Unies pour l’alimentation et l’agriculture (FAO), Rome, base de données FAOSTAT, dernier accès octobre 2018.	22.2727	22.2727	22.2727	22.2727	22.2727	2016
13	Environment	Environnement	land	64	Land	Forest cover as percent of total land area	SYB047	145	Western Asia	1	31	Azerbaijan	AZE	1	50.01064725	40.39229544	Percent	0			[2016]: Estimate.	[2016]: Données estimatives.	Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.	Organisation des Nations Unies pour l’alimentation et l’agriculture (FAO), Rome, base de données FAOSTAT, dernier accès octobre 2018.	10.6121	12.1988	13.7837	14.0997	14.0997	2016
13	Environment	Environnement	land	64	Land	Forest cover as percent of total land area	SYB047	5	South America	1	32	Argentina	ARG	1	-65.14563274	-35.19446255	Percent	0			Estimate.	Données estimatives.	Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.	Organisation des Nations Unies pour l’alimentation et l’agriculture (FAO), Rome, base de données FAOSTAT, dernier accès octobre 2018.	11.0301	10.4491	9.9069	9.7984	9.7984	2016
13	Environment	Environnement	land	64	Land	Forest cover as percent of total land area	SYB047	53	Oceania	1	36	Australia	AUS	1	134.3499412	-25.57717202	Percent	0			[2016]: Estimate.	[2016]: Données estimatives.	Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.	Organisation des Nations Unies pour l’alimentation et l’agriculture (FAO), Rome, base de données FAOSTAT, dernier accès octobre 2018.	16.6149	16.0383	16.2388	16.2583	16.2583	2016
13	Environment	Environnement	land	64	Land	Forest cover as percent of total land area	SYB047	155	Western Europe	1	40	Austria	AUT	1	14.14172472	47.58704857	Percent	0			[2005,2015-2016]: Estimate.	[2005,2015-2016]: Données estimatives.	Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.	Organisation des Nations Unies pour l’alimentation et l’agriculture (FAO), Rome, base de données FAOSTAT, dernier accès octobre 2018.	46.6336	46.7476	46.8839	46.9057	46.9057	2016
13	Environment	Environnement	land	64	Land	Forest cover as percent of total land area	SYB047	29	Caribbean	1	44	Bahamas	BHS	1	-78.05111663	24.69546597	Percent	0			Estimate.	Données estimatives.	Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.	Organisation des Nations Unies pour l’alimentation et l’agriculture (FAO), Rome, base de données FAOSTAT, dernier accès octobre 2018.	51.4486	51.4486	51.4486	51.4486	51.4486	2016
13	Environment	Environnement	land	64	Land	Forest cover as percent of total land area	SYB047	145	Western Asia	1	48	Bahrain	BHR	1	50.5490754	26.04407747	Percent	0			[2016]: Estimate.	[2016]: Données estimatives.	Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.	Organisation des Nations Unies pour l’alimentation et l’agriculture (FAO), Rome, base de données FAOSTAT, dernier accès octobre 2018.	0.6081	0.6955	0.7712	0.7841	0.7841	2016
13	Environment	Environnement	land	64	Land	Forest cover as percent of total land area	SYB047	34	Southern Asia	1	50	Bangladesh	BGD	1	89.17660788	22.86961622	Percent	0			[2010,2015-2016]: Estimate.	[2010,2015-2016]: Données estimatives.	Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.	Organisation des Nations Unies pour l’alimentation et l’agriculture (FAO), Rome, base de données FAOSTAT, dernier accès octobre 2018.	11.1777	11.0778	10.978	10.958	10.958	2016
13	Environment	Environnement	land	64	Land	Forest cover as percent of total land area	SYB047	145	Western Asia	1	51	Armenia	ARM	1	44.93839317	40.29499741	Percent	0			[2015-2016]: Estimate.	[2015-2016]: Données estimatives.	Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.	Organisation des Nations Unies pour l’alimentation et l’agriculture (FAO), Rome, base de données FAOSTAT, dernier accès octobre 2018.	11.6614	11.6263	11.6614	11.6684	11.6684	2016
13	Environment	Environnement	land	64	Land	Forest cover as percent of total land area	SYB047	29	Caribbean	1	52	Barbados	BRB	1	-59.5346489	13.13648273	Percent	0			[2016]: Estimate.	[2016]: Données estimatives.	Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.	Organisation des Nations Unies pour l’alimentation et l’agriculture (FAO), Rome, base de données FAOSTAT, dernier accès octobre 2018.	14.6512	14.6512	14.6512	14.6512	14.6512	2016
13	Environment	Environnement	land	64	Land	Forest cover as percent of total land area	SYB047	155	Western Europe	1	56	Belgium	BEL	1	4.660976456	50.64104975	Percent	0			[2015-2016]: Estimate.	[2015-2016]: Données estimatives.	Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.	Organisation des Nations Unies pour l’alimentation et l’agriculture (FAO), Rome, base de données FAOSTAT, dernier accès octobre 2018.	22.2655	22.4967	22.5694	22.5839	22.5839	2016
13	Environment	Environnement	land	64	Land	Forest cover as percent of total land area	SYB047	21	Northern America	1	60	Bermuda	BMU	0	-64.78155012	32.27881922	Percent	0			[2016]: Estimate.	[2016]: Données estimatives.	Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.	Organisation des Nations Unies pour l’alimentation et l’agriculture (FAO), Rome, base de données FAOSTAT, dernier accès octobre 2018.	18.5185	18.5185	18.5185	18.5185	18.5185	2016
13	Environment	Environnement	land	64	Land	Forest cover as percent of total land area	SYB047	34	Southern Asia	1	64	Bhutan	BTN	1	90.45098484	27.39598568	Percent	0			[2016]: Estimate.	[2016]: Données estimatives.	Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.	Organisation des Nations Unies pour l’alimentation et l’agriculture (FAO), Rome, base de données FAOSTAT, dernier accès octobre 2018.	69.671	70.9733	72.2756	72.4845	72.4845	2016
13	Environment	Environnement	land	64	Land	Forest cover as percent of total land area	SYB047	5	South America	1	68	Bolivia (Plurinational State of)	BOL	1	-64.66224284	-16.71273412	Percent	0			[2010,2015-2016]: Estimate.	[2010,2015-2016]: Données estimatives.	Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.	Organisation des Nations Unies pour l’alimentation et l’agriculture (FAO), Rome, base de données FAOSTAT, dernier accès octobre 2018.	54.2177	51.8868	50.5529	50.2862	50.2862	2016
13	Environment	Environnement	land	64	Land	Forest cover as percent of total land area	SYB047	39	Southern Europe	1	70	Bosnia and Herzegovina	BIH	1	17.78584332	44.16845548	Percent	0			[2016]: Estimate.	[2016]: Données estimatives.	Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.	Organisation des Nations Unies pour l’alimentation et l’agriculture (FAO), Rome, base de données FAOSTAT, dernier accès octobre 2018.	42.6758	42.6758	42.6758	42.6758	42.6758	2016
13	Environment	Environnement	land	64	Land	Forest cover as percent of total land area	SYB047	18	Southern Africa	1	72	Botswana	BWA	1	23.81380223	-22.18810073	Percent	0			Estimate.	Données estimatives.	Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.	Organisation des Nations Unies pour l’alimentation et l’agriculture (FAO), Rome, base de données FAOSTAT, dernier accès octobre 2018.	21.0735	20.0289	19.1273	18.9469	18.9469	2016
13	Environment	Environnement	land	64	Land	Forest cover as percent of total land area	SYB047	5	South America	1	76	Brazil	BRA	1	-53.08432878	-10.77668561	Percent	0			Estimate.	Données estimatives.	Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.	Organisation des Nations Unies pour l’alimentation et l’agriculture (FAO), Rome, base de données FAOSTAT, dernier accès octobre 2018.	60.6276	59.6374	59.0488	58.9311	58.9311	2016
13	Environment	Environnement	land	64	Land	Forest cover as percent of total land area	SYB047	13	Central America	1	84	Belize	BLZ	1	-88.70199554	17.19965901	Percent	0			[2010,2015-2016]: Estimate.	[2010,2015-2016]: Données estimatives.	Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.	Organisation des Nations Unies pour l’alimentation et l’agriculture (FAO), Rome, base de données FAOSTAT, dernier accès octobre 2018.	62.1013	60.9991	59.8992	59.6791	59.6791	2016
13	Environment	Environnement	land	64	Land	Forest cover as percent of total land area	SYB047	54	Melanesia	1	90	Solomon Islands	SLB	1	160.1584117	-9.622391719	Percent	0			Estimate.	Données estimatives.	Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.	Organisation des Nations Unies pour l’alimentation et l’agriculture (FAO), Rome, base de données FAOSTAT, dernier accès octobre 2018.	80.0643	79.064	78.0636	77.8635	77.8635	2016
13	Environment	Environnement	land	64	Land	Forest cover as percent of total land area	SYB047	29	Caribbean	1	92	British Virgin Islands	VGB	0	-64.63294223	18.42256578	Percent	0			[2016]: Estimate.	[2016]: Données estimatives.	Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.	Organisation des Nations Unies pour l’alimentation et l’agriculture (FAO), Rome, base de données FAOSTAT, dernier accès octobre 2018.	24.4	24.2667	24.1333	24.1333	24.1333	2016
13	Environment	Environnement	land	64	Land	Forest cover as percent of total land area	SYB047	35	South-eastern Asia	1	96	Brunei Darussalam	BRN	1	114.6288563	4.49736984	Percent	0			[2010,2015-2016]: Estimate.	[2010,2015-2016]: Données estimatives.	Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.	Organisation des Nations Unies pour l’alimentation et l’agriculture (FAO), Rome, base de données FAOSTAT, dernier accès octobre 2018.	73.814	72.1063	72.1063	72.1063	72.1063	2016
