topicId	topicNameEN	topicNameFR	tableCode	tableId	tableName	seriesDesc	seriesCode	parentCode	parentName	countryProfile	refAreaCode	refAreaDesc	ISO3	UN_Member	X	Y	units	multiplier	baseYear	multiplierDesc	footnotesEN	footnotesFR	sourceEN	sourceFR	value_2000	value_2005	value_2006	value_2007	value_2008	value_2009	value_2010	value_2011	value_2012	value_2013	value_2014	value_2015	value_latest_year	latest_year
5	Communication	Communications	cellular	107	Cellular mobile telephone subscriptions	Cellular mobile telephone subscriptions per 100 inhabitants	SYB107	17	Middle Africa	1	178	Congo	COG	1	15.22052612	-0.840544119	Subscriptions per 100 inhabitants	0			[2007-2008,2014-2015]: Estimate.	[2007-2008,2014-2015]: Données estimatives.	International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2019.	Union internationale des télécommunications (UIT), Genève, la base de données de l’UIT, dernier accès janvier 2019.	2.24	15.76	25.16	34.26	46.61	73.8	90.44	91.94	98.76	104.77	108.15	111.66	111.66	2015
5	Communication	Communications	cellular	107	Cellular mobile telephone subscriptions	Cellular mobile telephone subscriptions per 100 inhabitants	SYB107	17	Middle Africa	1	180	Democratic Republic of the Congo	COD	1	23.65496507	-2.877154732	Subscriptions per 100 inhabitants	0			[2000,2005-2008]: Includes inactive subscriptions. [2009]: Break in the time series. [2009]: Data refers to active subscriptions only.	[2000,2005-2008]: Y compris les abonnés inactifs. [2009]: Discontinuité dans la série. [2009]: Les données concernent les abonnements actifs.	International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2019.	Union internationale des télécommunications (UIT), Genève, la base de données de l’UIT, dernier accès janvier 2019.	0.030000000000000002	5.08	7.94	11.53	16.9	15.64	19.01	24.47	30.58	41.82	53.49	52.99	52.99	2015
5	Communication	Communications	cellular	107	Cellular mobile telephone subscriptions	Cellular mobile telephone subscriptions per 100 inhabitants	SYB107	61	Polynesia	1	184	Cook Islands	COK	0	-159.7711391	-21.22696458	Subscriptions per 100 inhabitants	0																				
5	Communication	Communications	cellular	107	Cellular mobile telephone subscriptions	Cellular mobile telephone subscriptions per 100 inhabitants	SYB107	13	Central America	1	188	Costa Rica	CRI	1	-84.19712782	9.970998683	Subscriptions per 100 inhabitants	0			[2014-2015]: Provisional data.	[2014-2015]: Estimation partielle.	International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2019.	Union internationale des télécommunications (UIT), Genève, la base de données de l’UIT, dernier accès janvier 2019.	5.39	25.49	32.87	33.79	41.62	42.39	66.99	87.66	111.92	145.97	142.18	150.66	150.66	2015
5	Communication	Communications	cellular	107	Cellular mobile telephone subscriptions	Cellular mobile telephone subscriptions per 100 inhabitants	SYB107	39	Southern Europe	1	191	Croatia	HRV	1	17.95874553	45.45172212	Subscriptions per 100 inhabitants	0			[2008,2010,2012]: Including data-only subscriptions. [2008,2013]: Break in the time series. [2008-2010]: Estimate. [2008]: Data refers to subscriptions active in the last 3 months (or 90 days). [2009,2011]: Including data-only subscriptions from two operators. [2013]: Excluding data-only subscriptions.	[2008,2010,2012]: Y compris les abonnements aux services d'accès aux données. [2008,2013]: Discontinuité dans la série. [2008-2010]: Données estimatives. [2008]: Les données portent sur les abonnements actifs au cours des trois derniers mois (90 jours). [2009,2011]: Y compris les abonnements aux services d’accès aux données de deux opérateurs. [2013]: À l’exclusion des abonnements aux services d’accès aux données.	International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2019.	Union internationale des télécommunications (UIT), Genève, la base de données de l’UIT, dernier accès janvier 2019.	23.08	83.16	100.38	115.23	104.46	107.47	113.61	118.3	115.41	110.05	104.43	103.77	103.77	2015
5	Communication	Communications	cellular	107	Cellular mobile telephone subscriptions	Cellular mobile telephone subscriptions per 100 inhabitants	SYB107	29	Caribbean	1	192	Cuba	CUB	1	-79.54460144	22.10030366	Subscriptions per 100 inhabitants	0					International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2019.	Union internationale des télécommunications (UIT), Genève, la base de données de l’UIT, dernier accès janvier 2019.	0.060000000000000005	1.2	1.35	1.75	2.94	5.5	8.89	11.66	14.92	17.71	22.48	29.65	29.65	2015
5	Communication	Communications	cellular	107	Cellular mobile telephone subscriptions	Cellular mobile telephone subscriptions per 100 inhabitants	SYB107	145	Western Asia	1	196	Cyprus	CYP	1	33.22285964	35.05659437	Subscriptions per 100 inhabitants	0					International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2019.	Union internationale des télécommunications (UIT), Genève, la base de données de l’UIT, dernier accès janvier 2019.	23.15	75.78	82.78	92.97	94.4	89.64	93.69	97.71	98.4	96.36	96.34	95.4	95.4	2015
5	Communication	Communications	cellular	107	Cellular mobile telephone subscriptions	Cellular mobile telephone subscriptions per 100 inhabitants	SYB107	151	Eastern Europe	1	203	Czechia	CZE	1	15.33151382	49.73913871	Subscriptions per 100 inhabitants	0			[2009]: Break in the time series. [2009]: Data refers to subscriptions active in the last 3 months (or 90 days). [2015]: Estimate.	[2009]: Discontinuité dans la série. [2009]: Les données portent sur les abonnements actifs au cours des trois derniers mois (90 jours). [2015]: Données estimatives.	International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2019.	Union internationale des télécommunications (UIT), Genève, la base de données de l’UIT, dernier accès janvier 2019.	42.4	115.1	120.74	127.96	132.35	124.57	122.56	124.09	126.85	128.19	129.54	129.21	129.21	2015
5	Communication	Communications	cellular	107	Cellular mobile telephone subscriptions	Cellular mobile telephone subscriptions per 100 inhabitants	SYB107	11	Western Africa	1	204	Benin	BEN	1	2.339933594	9.65401646	Subscriptions per 100 inhabitants	0			[2014]: Break in the time series. [2014]: Includes only active pre-paid subscriptions.	[2014]: Discontinuité dans la série. [2014]: Ne comprend que les abonnements actifs et prépayés .	International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2019.	Union internationale des télécommunications (UIT), Genève, la base de données de l’UIT, dernier accès janvier 2019.	0.8	7.29	12.5	23.56	40.4	54.47	74.4	79.4	83.65	93.26	81.71	85.64	85.64	2015
5	Communication	Communications	cellular	107	Cellular mobile telephone subscriptions	Cellular mobile telephone subscriptions per 100 inhabitants	SYB107	154	Northern Europe	1	208	Denmark	DNK	1	9.326571283	56.03829721	Subscriptions per 100 inhabitants	0			[2007]: Including data-only subscriptions. [2008-2009]: Including telemetry. [2010]: Break in the time series. [2010]: Excluding telemetry subscriptions.	[2007]: Y compris les abonnements aux services d'accès aux données. [2008-2009]: Y compris la télémétrie. [2010]: Discontinuité dans la série. [2010]: À l’exclusion des abonnements aux services de télémétrie.	International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2019.	Union internationale des télécommunications (UIT), Genève, la base de données de l’UIT, dernier accès janvier 2019.	63.01	100.58	107.12	115.37	119.3	123.7	115.67	128.66	130.28	125.13	126.95	128.34	128.34	2015
5	Communication	Communications	cellular	107	Cellular mobile telephone subscriptions	Cellular mobile telephone subscriptions per 100 inhabitants	SYB107	29	Caribbean	1	212	Dominica	DMA	1	-61.3493756	15.43391378	Subscriptions per 100 inhabitants	0			[2000,2010]: Estimate.	[2000,2010]: Données estimatives.	International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2019.	Union internationale des télécommunications (UIT), Genève, la base de données de l’UIT, dernier accès janvier 2019.	1.7200000000000002	73.71	101.15	125.72	128.38	138.74	148.34	152.55	152.47	129.96	102.14	106.29	106.29	2015
5	Communication	Communications	cellular	107	Cellular mobile telephone subscriptions	Cellular mobile telephone subscriptions per 100 inhabitants	SYB107	29	Caribbean	1	214	Dominican Republic	DOM	1	-70.49847576	18.89832088	Subscriptions per 100 inhabitants	0			[2014]: Decrease due to operator updating their records to exclude inactive subscriptions.	[2014]: Baisse due à l'exclusion des comptes inactifs par l'un des principaux opérateurs.	International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2019.	Union internationale des télécommunications (UIT), Genève, la base de données de l’UIT, dernier accès janvier 2019.	8.14	38.78	48.59	57.34	73.95	87.31	88.78	86.43	86.94	88.43	78.86	82.59	82.59	2015
5	Communication	Communications	cellular	107	Cellular mobile telephone subscriptions	Cellular mobile telephone subscriptions per 100 inhabitants	SYB107	5	South America	1	218	Ecuador	ECU	1	-78.37005241	-1.447785891	Subscriptions per 100 inhabitants	0			[2015]: Decrease due to operator updating their records to exclude inactive subscriptions.	[2015]: Baisse due à l'exclusion des comptes inactifs par l'un des principaux opérateurs.	International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2019.	Union internationale des télécommunications (UIT), Genève, la base de données de l’UIT, dernier accès janvier 2019.	3.85	45.34	60.51	69.66	80.51	89.74	98.53	100.57	106.23	105.64	103.9	79.43	79.43	2015
5	Communication	Communications	cellular	107	Cellular mobile telephone subscriptions	Cellular mobile telephone subscriptions per 100 inhabitants	SYB107	13	Central America	1	222	El Salvador	SLV	1	-88.86862995	13.73603564	Subscriptions per 100 inhabitants	0			[2010,2012]: Estimate. [2010]: Data as at the end of June. [2013]: Including data-only subscriptions.	[2010,2012]: Données estimatives. [2010]: Données à la fin de juin. [2013]: Y compris les abonnements aux services d'accès aux données.	International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2019.	Union internationale des télécommunications (UIT), Genève, la base de données de l’UIT, dernier accès janvier 2019.	12.48	39.72	63.18	100.24	112.99	122.36	123.84	132.93	137.34	141.82	144.01	145.26	145.26	2015
5	Communication	Communications	cellular	107	Cellular mobile telephone subscriptions	Cellular mobile telephone subscriptions per 100 inhabitants	SYB107	17	Middle Africa	1	226	Equatorial Guinea	GNQ	1	10.46535826	1.565792376	Subscriptions per 100 inhabitants	0			[2000,2006-2009]: Estimate.	[2000,2006-2009]: Données estimatives.	International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2019.	Union internationale des télécommunications (UIT), Genève, la base de données de l’UIT, dernier accès janvier 2019.	0.9600000000000001	16.05	19.31	23.45	27.35	29.55	57.36	66.88	68.05	67.47	66.39	66.72	66.72	2015
5	Communication	Communications	cellular	107	Cellular mobile telephone subscriptions	Cellular mobile telephone subscriptions per 100 inhabitants	SYB107	14	Eastern Africa	1	231	Ethiopia	ETH	1	39.63505296	8.631223181	Subscriptions per 100 inhabitants	0			[2015]: There is an ongoing Telecom Expansion Project (TEP), which resulted in about 12 Million new subscriber than the previous year.	[2015]: Le Plan d'amélioration technologique (TEP) a donné lieu à environ 12 millions de nouveaux abonnés par rapport à l'année précédente.	International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2019.	Union internationale des télécommunications (UIT), Genève, la base de données de l’UIT, dernier accès janvier 2019.	0.030000000000000002	0.54	1.11	1.5	2.37	4.78	7.87	15.8	22.37	27.25	31.59	42.76	42.76	2015
5	Communication	Communications	cellular	107	Cellular mobile telephone subscriptions	Cellular mobile telephone subscriptions per 100 inhabitants	SYB107	14	Eastern Africa	1	232	Eritrea	ERI	1	38.11074289	16.12894644	Subscriptions per 100 inhabitants	0			[2014-2015]: Estimate.	[2014-2015]: Données estimatives.	International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2019.	Union internationale des télécommunications (UIT), Genève, la base de données de l’UIT, dernier accès janvier 2019.	0.0	0.8300000000000001	1.23	1.62	2.02	2.54	3.23	4.08	4.98	5.6	6.39	7.05	7.05	2015
5	Communication	Communications	cellular	107	Cellular mobile telephone subscriptions	Cellular mobile telephone subscriptions per 100 inhabitants	SYB107	154	Northern Europe	1	233	Estonia	EST	1	25.84093481	58.68487172	Subscriptions per 100 inhabitants	0			[2010-2012,2014-2015]: Excluding prepaid cards that are used to provide Travel SIM/WorldMobile service.	[2010-2012,2014-2015]: À l’exclusion des cartes SIM prépayées utilisées pour fournir des services de voyage World Mobile.	International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2019.	Union internationale des télécommunications (UIT), Genève, la base de données de l’UIT, dernier accès janvier 2019.	40.77	109.07	125.76	128.08	124.21	120.54	127.28	143.93	160.41	159.66	160.69	148.69	148.69	2015
5	Communication	Communications	cellular	107	Cellular mobile telephone subscriptions	Cellular mobile telephone subscriptions per 100 inhabitants	SYB107	154	Northern Europe	1	234	Faroe Islands	FRO	0	-7.122044325	62.21228119	Subscriptions per 100 inhabitants	0			[2013,2015]: Estimate.	[2013,2015]: Données estimatives.	International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2019.	Union internationale des télécommunications (UIT), Genève, la base de données de l’UIT, dernier accès janvier 2019.	36.5	85.51	101.12	105.28	110.6	114.91	119.9	118.01	118.62	120.68	124.12	127.28	127.28	2015
5	Communication	Communications	cellular	107	Cellular mobile telephone subscriptions	Cellular mobile telephone subscriptions per 100 inhabitants	SYB107	5	South America	1	238	Falkland Islands (Malvinas)	FLK	0	-58.75246778	-51.74562601	Subscriptions per 100 inhabitants	0			[2005]: GSM mobile was only launched on 12 December 2005. [2015]: Estimate.	[2005]: Les services GSM n’ont été lancés que le 12 décembre 2005. [2015]: Données estimatives.	International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2019.	Union internationale des télécommunications (UIT), Genève, la base de données de l’UIT, dernier accès janvier 2019.	0.0	25.9	76.74	100.0	99.97	108.32	107.86	108.56	113.87	118.5	136.7	163.51	163.51	2015
5	Communication	Communications	cellular	107	Cellular mobile telephone subscriptions	Cellular mobile telephone subscriptions per 100 inhabitants	SYB107	54	Melanesia	1	242	Fiji	FJI	1	177.9660884	-17.83301566	Subscriptions per 100 inhabitants	0			[2000,2005]: Year ending 31 March of the following year. [2006-2008]: Data refer to March of following year. [2010]: Data as at the end of June. [2014]: Reduction in multiple sim usage per subscriber (of different network operators).	[2000,2005]: Année finissant le 31 Mars de l'année suivante. [2006-2008]: Les données se réfèrent à mars de l'année suivante. [2010]: Données à la fin de juin. [2014]: Baisse du nombre d’utilisations de cartes SIM multiples par abonné (de différents opérateurs réseau).	International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2019.	Union internationale des télécommunications (UIT), Genève, la base de données de l’UIT, dernier accès janvier 2019.	6.78	24.92	34.38	63.45	71.1	75.08	81.1	83.76	98.18	105.6	98.78	108.2	108.2	2015
5	Communication	Communications	cellular	107	Cellular mobile telephone subscriptions	Cellular mobile telephone subscriptions per 100 inhabitants	SYB107	154	Northern Europe	1	246	Finland	FIN	1	23.308447	61.91586738	Subscriptions per 100 inhabitants	0			[2008-2012]: Including data-only subscriptions. [2013-2015]: Excluding data-only subscriptions. [2013]: Break in the time series.	[2008-2012]: Y compris les abonnements aux services d'accès aux données. [2013-2015]: À l’exclusion des abonnements aux services d’accès aux données. [2013]: Discontinuité dans la série.	International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2019.	Union internationale des télécommunications (UIT), Genève, la base de données de l’UIT, dernier accès janvier 2019.	72.03	100.45	107.63	114.88	128.42	144.09	156.31	165.89	172.32	136.58	139.66	135.5	135.5	2015
5	Communication	Communications	cellular	107	Cellular mobile telephone subscriptions	Cellular mobile telephone subscriptions per 100 inhabitants	SYB107	155	Western Europe	1	250	France	FRA	1	2.457288129	46.62660861	Subscriptions per 100 inhabitants	0					International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2019.	Union internationale des télécommunications (UIT), Genève, la base de données de l’UIT, dernier accès janvier 2019.	49.06	78.26	83.53	88.98	92.68	92.1	91.39	94.08	97.38	98.5	101.21	102.61	102.61	2015
5	Communication	Communications	cellular	107	Cellular mobile telephone subscriptions	Cellular mobile telephone subscriptions per 100 inhabitants	SYB107	5	South America	1	254	French Guiana	GUF	0	-53.23619089	3.922673437	Subscriptions per 100 inhabitants	0																				
5	Communication	Communications	cellular	107	Cellular mobile telephone subscriptions	Cellular mobile telephone subscriptions per 100 inhabitants	SYB107	61	Polynesia	1	258	French Polynesia	PYF	0	-149.4052367	-17.67709294	Subscriptions per 100 inhabitants	0					International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2019.	Union internationale des télécommunications (UIT), Genève, la base de données de l’UIT, dernier accès janvier 2019.	16.82	47.08	58.98	67.16	71.19	78.47	80.54	82.26	83.12	87.92	91.17	94.9	94.9	2015
5	Communication	Communications	cellular	107	Cellular mobile telephone subscriptions	Cellular mobile telephone subscriptions per 100 inhabitants	SYB107	14	Eastern Africa	1	262	Djibouti	DJI	1	42.18274707	11.56004161	Subscriptions per 100 inhabitants	0			[2015]: Estimate.	[2015]: Données estimatives.	International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2019.	Union internationale des télécommunications (UIT), Genève, la base de données de l’UIT, dernier accès janvier 2019.	0.030000000000000002	5.67	5.69	8.71	13.93	15.67	19.86	22.8	24.72	27.97	32.39	34.68	34.68	2015
5	Communication	Communications	cellular	107	Cellular mobile telephone subscriptions	Cellular mobile telephone subscriptions per 100 inhabitants	SYB107	17	Middle Africa	1	266	Gabon	GAB	1	11.78727747	-0.60687619	Subscriptions per 100 inhabitants	0			[2000,2005-2008]: Includes inactive subscriptions. [2008-2009,2012-2013]: Estimate.	[2000,2005-2008]: Y compris les abonnés inactifs. [2008-2009,2012-2013]: Données estimatives.	International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2019.	Union internationale des télécommunications (UIT), Genève, la base de données de l’UIT, dernier accès janvier 2019.	9.79	53.4	63.56	80.77	87.67	95.45	103.46	148.69	156.67	164.22	171.38	168.92	168.92	2015
5	Communication	Communications	cellular	107	Cellular mobile telephone subscriptions	Cellular mobile telephone subscriptions per 100 inhabitants	SYB107	145	Western Asia	1	268	Georgia	GEO	1	43.3713615	42.04813028	Subscriptions per 100 inhabitants	0			[2009]: Estimate. [2010]: Break in the time series. [2010]: Data refers to subscriptions active in the last month (or 30 days).	[2009]: Données estimatives. [2010]: Discontinuité dans la série. [2010]: Les données portent sur les abonnements actifs dans le dernier mois (ou 30 jours).	International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2019.	Union internationale des télécommunications (UIT), Genève, la base de données de l’UIT, dernier accès janvier 2019.	4.11	26.24	38.32	58.74	62.44	64.46	90.65	101.28	107.81	115.03	124.94	128.95	128.95	2015
5	Communication	Communications	cellular	107	Cellular mobile telephone subscriptions	Cellular mobile telephone subscriptions per 100 inhabitants	SYB107	11	Western Africa	1	270	Gambia	GMB	1	-15.39944785	13.45295927	Subscriptions per 100 inhabitants	0			[2000]: Estimate.	[2000]: Données estimatives.	International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2019.	Union internationale des télécommunications (UIT), Genève, la base de données de l’UIT, dernier accès janvier 2019.	0.46	17.23	27.28	52.33	73.9	80.63	87.96	80.76	85.2	99.98	119.63	131.26	131.26	2015
5	Communication	Communications	cellular	107	Cellular mobile telephone subscriptions	Cellular mobile telephone subscriptions per 100 inhabitants	SYB107	145	Western Asia	1	275	State of Palestine	PSE	0	35.25694122	31.94347933	Subscriptions per 100 inhabitants	0					International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2019.	Union internationale des télécommunications (UIT), Genève, la base de données de l’UIT, dernier accès janvier 2019.	0.22	15.94	22.58	27.42	34.43	45.99	64.88	70.12	74.3	73.74	72.08	77.62	77.62	2015
5	Communication	Communications	cellular	107	Cellular mobile telephone subscriptions	Cellular mobile telephone subscriptions per 100 inhabitants	SYB107	155	Western Europe	1	276	Germany	DEU	1	10.3806066	51.08862743	Subscriptions per 100 inhabitants	0			[2000,2005,2008-2009]: Includes inactive subscriptions. [2006]: Including data-only subscriptions. [2007-2015]: Excluding data-only subscriptions. [2010,2012-2015]: Data refers to active subscriptions only. [2010]: Break in the time series.	[2000,2005,2008-2009]: Y compris les abonnés inactifs. [2006]: Y compris les abonnements aux services d'accès aux données. [2007-2015]: À l’exclusion des abonnements aux services d’accès aux données. [2010,2012-2015]: Les données concernent les abonnements actifs. [2010]: Discontinuité dans la série.	International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2019.	Union internationale des télécommunications (UIT), Genève, la base de données de l’UIT, dernier accès janvier 2019.	57.72	94.55	102.28	115.14	126.56	126.23	106.48	109.66	111.59	120.92	120.42	116.71	116.71	2015
5	Communication	Communications	cellular	107	Cellular mobile telephone subscriptions	Cellular mobile telephone subscriptions per 100 inhabitants	SYB107	11	Western Africa	1	288	Ghana	GHA	1	-1.205623522	7.964825185	Subscriptions per 100 inhabitants	0					International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2019.	Union internationale des télécommunications (UIT), Genève, la base de données de l’UIT, dernier accès janvier 2019.	0.6900000000000001	13.44	23.73	33.76	50.07	63.77	71.87	85.27	100.99	108.19	114.82	129.74	129.74	2015
5	Communication	Communications	cellular	107	Cellular mobile telephone subscriptions	Cellular mobile telephone subscriptions per 100 inhabitants	SYB107	39	Southern Europe	1	292	Gibraltar	GIB	0	-5.347561686	36.13895036	Subscriptions per 100 inhabitants	0			[2005-2008,2010]: Estimate.	[2005-2008,2010]: Données estimatives.	[2000,2005-2012,2014]: International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2019.	[2000,2005-2012,2014]: Union internationale des télécommunications (UIT), Genève, la base de données de l’UIT, dernier accès janvier 2019.	20.32	68.78	75.23	81.9	88.75	97.72	102.55	111.07	118.67		129.54		129.54	2014
5	Communication	Communications	cellular	107	Cellular mobile telephone subscriptions	Cellular mobile telephone subscriptions per 100 inhabitants	SYB107	57	Micronesia	1	296	Kiribati	KIR	1	-157.5643005	1.768837732	Subscriptions per 100 inhabitants	0			[2006-2008,2012-2014]: Estimate. [2006]: Based on Pacific Economic Survey 2008.	[2006-2008,2012-2014]: Données estimatives. [2006]: Basé sur l'Enquête économique sur le Pacifique de 2008.	International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2019.	Union internationale des télécommunications (UIT), Genève, la base de données de l’UIT, dernier accès janvier 2019.	0.36000000000000004	0.7200000000000001	0.76	0.8	1.05	10.29	10.84	13.89	17.86	19.54	28.86	38.84	38.84	2015
5	Communication	Communications	cellular	107	Cellular mobile telephone subscriptions	Cellular mobile telephone subscriptions per 100 inhabitants	SYB107	39	Southern Europe	1	300	Greece	GRC	1	22.58307827	39.47301873	Subscriptions per 100 inhabitants	0			[2015]: Four companies compete on the local market. The latest company entered the market at the 4 quarter of 2014. Data on the new entrant concern the 9th month of 2015.	[2015]: Quatre entreprises se font concurrence sur le marché local. La dernière entreprise est rentrée sur le marché durant le quatrième trimestre 2014, mais les données sur ce nouveau concurrent se référent au neuvième mois de 2015.	International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2019.	Union internationale des télécommunications (UIT), Genève, la base de données de l’UIT, dernier accès janvier 2019.	54.0	92.92	99.34	111.1	124.51	119.8	110.65	109.08	120.1	116.82	110.26	113.98	113.98	2015
5	Communication	Communications	cellular	107	Cellular mobile telephone subscriptions	Cellular mobile telephone subscriptions per 100 inhabitants	SYB107	21	Northern America	1	304	Greenland	GRL	0	-41.39371316	74.75625681	Subscriptions per 100 inhabitants	0			[2013-2015]: Estimate.	[2013-2015]: Données estimatives.	International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2019.	Union internationale des télécommunications (UIT), Genève, la base de données de l’UIT, dernier accès janvier 2019.	26.91	81.61	94.69	116.87	98.48	94.52	101.42	103.74	104.7	105.99	106.36	106.5	106.5	2015
5	Communication	Communications	cellular	107	Cellular mobile telephone subscriptions	Cellular mobile telephone subscriptions per 100 inhabitants	SYB107	29	Caribbean	1	308	Grenada	GRD	1	-61.68248568	12.11238395	Subscriptions per 100 inhabitants	0			[2006-2008]: Data refers to one operator.	[2006-2008]: Les données portent sur un opérateur précis.	International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2019.	Union internationale des télécommunications (UIT), Genève, la base de données de l’UIT, dernier accès janvier 2019.	4.23	45.51	44.73	49.6	57.75	109.71	116.5	115.02	123.16	125.59	110.2	112.25	112.25	2015
5	Communication	Communications	cellular	107	Cellular mobile telephone subscriptions	Cellular mobile telephone subscriptions per 100 inhabitants	SYB107	29	Caribbean	1	312	Guadeloupe	GLP	0	-61.64762115	16.14416917	Subscriptions per 100 inhabitants	0																				
5	Communication	Communications	cellular	107	Cellular mobile telephone subscriptions	Cellular mobile telephone subscriptions per 100 inhabitants	SYB107	57	Micronesia	1	316	Guam	GUM	0	144.7029305	13.35485404	Subscriptions per 100 inhabitants	0					[2000]: International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2019.	[2000]: Union internationale des télécommunications (UIT), Genève, la base de données de l’UIT, dernier accès janvier 2019.	17.51												17.51	2000
5	Communication	Communications	cellular	107	Cellular mobile telephone subscriptions	Cellular mobile telephone subscriptions per 100 inhabitants	SYB107	13	Central America	1	320	Guatemala	GTM	1	-91.2312746	15.00273719	Subscriptions per 100 inhabitants	0			[2014]: New tax on numbering resources, which has prompted operators to return several numbers, either inactive ones or with low consumption.	[2014]: Nouvelle taxe sur les ressources de numérotation, qui a incité les opérateurs à rendre plusieurs numéros inactifs ou sous-utilisés.	International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2019.	Union internationale des télécommunications (UIT), Genève, la base de données de l’UIT, dernier accès janvier 2019.	7.65	35.57	55.24	89.33	109.53	123.72	125.98	132.45	137.82	140.39	106.63	111.48	111.48	2015
5	Communication	Communications	cellular	107	Cellular mobile telephone subscriptions	Cellular mobile telephone subscriptions per 100 inhabitants	SYB107	11	Western Africa	1	324	Guinea	GIN	1	-11.28173419	11.00210343	Subscriptions per 100 inhabitants	0			[2008,2014]: Estimate.	[2008,2014]: Données estimatives.	[2000,2005,2007-2015]: International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2019.	[2000,2005,2007-2015]: Union internationale des télécommunications (UIT), Genève, la base de données de l’UIT, dernier accès janvier 2019.	0.48000000000000004	1.9700000000000002		19.91	26.66	32.94	36.78	43.55	48.77	63.32	72.1	87.17	87.17	2015
5	Communication	Communications	cellular	107	Cellular mobile telephone subscriptions	Cellular mobile telephone subscriptions per 100 inhabitants	SYB107	5	South America	1	328	Guyana	GUY	1	-58.97322037	4.788012784	Subscriptions per 100 inhabitants	0			[2006]: Estimate. [2011]: Decrease due to operator updating their records to exclude inactive subscriptions and active blocking of international bypass SIMs.	[2006]: Données estimatives. [2011]: baisse due à la fermeture des comptes inactifs et le filtrage actif des cartes internationales SIMS débloquées.	International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2019.	Union internationale des télécommunications (UIT), Genève, la base de données de l’UIT, dernier accès janvier 2019.	5.35	36.98	52.26	69.93	57.72	62.55	71.29	66.86	68.78	69.41	70.54	67.19	67.19	2015
5	Communication	Communications	cellular	107	Cellular mobile telephone subscriptions	Cellular mobile telephone subscriptions per 100 inhabitants	SYB107	29	Caribbean	1	332	Haiti	HTI	1	-72.33640958	18.40426539	Subscriptions per 100 inhabitants	0			[2005,2008-2009,2011,2013]: Estimate.	[2005,2008-2009,2011,2013]: Données estimatives.	International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2019.	Union internationale des télécommunications (UIT), Genève, la base de données de l’UIT, dernier accès janvier 2019.	0.64	5.4	12.78	26.28	33.2	37.36	40.42	41.86	59.91	69.4	64.71	69.9	69.9	2015
5	Communication	Communications	cellular	107	Cellular mobile telephone subscriptions	Cellular mobile telephone subscriptions per 100 inhabitants	SYB107	39	Southern Europe	1	336	Holy See	VAT	0	12.45315803	41.90343751	Subscriptions per 100 inhabitants	0																				
