parentRegionId,parentRegion_DescEN,parentRegion_DescFR,refAreaType,refAreaCode,isM49,ISO3CD_Code,refAreaDesc,bookNameEng,bookNameFre,capitalCity_Code,capitalCity_DescEN,capitalCity_DescFR,nationalCurrency_Code,nationalCurrency_DescEN,nationalCurrency_DescFR,activeStatus,classType,publicStatus,exportPartner1_Code,exportPartner1_DescEN,exportPartner1_DescFR,importPartner1_Code,importPartner1_DescEN,importPartner1_DescFR,exportPartner2_Code,exportPartner2_DescEN,exportPartner2_DescFR,importPartner2_Code,importPartner2_DescEN,importPartner2_DescFR,exportPartner3_Code,exportPartner3_DescEN,exportPartner3_DescFR,importParnter3_Code,importParnter3_DescEN,importParnter3_DescFR,tradeSystem_Code,tradeSystem_DescEN,tradeSystem_DescFR,tourismArrivalsSeriesType_Code,tourismArrivalsSeriesType_DescEN,tourismArrivalsSeriesType_DescFR
29,Caribbean,Caraïbes,Area,668,N,,"Bonaire, Sint Eustatius and Saba (Sint Eustatius)",Sint Eustatius,Saint-Eustache,,,,USD,US Dollar (USD),dollar des É.-U. (USD),Y,3,N,,,,,,,,,,,,,,,,,,,,,,TF,Arrivals of non-resident tourists at national borders.,Arrivées de touristes non résidents aux frontières nationales.
29,Caribbean,Caraïbes,Area,669,N,,"Bonaire, Sint Eustatius and Saba (Bonaire)",Bonaire,Bonaire,,,,USD,US Dollar (USD),dollar des É.-U. (USD),Y,3,N,,,,,,,,,,,,,,,,,,,,,,TF,Arrivals of non-resident tourists at national borders.,Arrivées de touristes non résidents aux frontières nationales.
29,Caribbean,Caraïbes,Area,670,Y,VCT,Saint Vincent and the Grenadines,Saint Vincent & Grenadines,Saint-Vincent-Grenadines,22410,Kingstown,Kingstown,XCD,E. Caribbean Dollar (XCD),dollar des Caraïb. (XCD),Y,2,Y,52,Barbados,Barbade,840,United States,États-Unis,662,Saint Lucia,Sainte-Lucie,780,Trinidad and Tobago,Trinité-et-Tobago,212,Dominica,Dominique,826,United Kingdom,Royaume-Uni,S,The special trade system. See the technical notes for an explanation of the trade systems.,Le système du commerce spécial. Voir les Notes techniques pour une explication des Systèmes de commerce.,TF,Arrivals of non-resident tourists at national borders.,Arrivées de touristes non résidents aux frontières nationales.
39,Southern Europe,Europe méridionale,Area,674,Y,SMR,San Marino,San Marino,Saint-Marin,22411,San Marino,Saint-Marin,EUR,Euro (EUR),euro (EUR),Y,2,Y,,,,,,,,,,,,,,,,,,,,,,THS,Arrivals of non-resident tourists in hotels and similar establishments.,Arrivées de touristes non résidents dans les hôtels et établissements similaires.
17,Middle Africa,Afrique centrale,Area,678,Y,STP,Sao Tome and Principe,Sao Tome and Principe,Sao Tomé-et-Principe,22412,Sao Tome,Sao Tomé,STN,Dobra (STN),dobra (STN),Y,2,Y,528,Netherlands,Pays-Bas,620,Portugal,Portugal,724,Spain,Espagne,24,Angola,Angola,250,France,France,156,China,Chine,S,The special trade system. See the technical notes for an explanation of the trade systems.,Le système du commerce spécial. Voir les Notes techniques pour une explication des Systèmes de commerce.,TF,Arrivals of non-resident tourists at national borders.,Arrivées de touristes non résidents aux frontières nationales.
154,Northern Europe,Europe septentrionale,Area,680,Y,,Sark,Sark,Sercq,,,,GBP,Pound Sterling (GBP),livre sterling (GBP),Y,2,Y,,,,,,,,,,,,,,,,,,,,,,,,
145,Western Asia,Asie occidentale,Area,682,Y,SAU,Saudi Arabia,Saudi Arabia,Arabie saoudite,22432,Riyadh,Riyad,SAR,Saudi Riyal (SAR),rial saoudien (SAR),Y,2,Y,899,Areas nes,Zones nsa,156,China,Chine,784,United Arab Emirates,Émirats arabes unis,840,United States,États-Unis,156,China,Chine,276,Germany,Allemagne,S,The special trade system. See the technical notes for an explanation of the trade systems.,Le système du commerce spécial. Voir les Notes techniques pour une explication des Systèmes de commerce.,TF,Arrivals of non-resident tourists at national borders.,Arrivées de touristes non résidents aux frontières nationales.
,,,Area,684,Y,,Saudi Arabia (Neutral Zone),,,,,,SAR,Saudi Riyal (SAR),rial saoudien (SAR),N,3,N,,,,,,,,,,,,,,,,,,,,,,,,
,,,Area,685,N,,Denmark-Norway-Sweden,Scandinavia,Scandinavie,,,,,,,Y,-1,N,,,,,,,,,,,,,,,,,,,,,,,,
11,Western Africa,Afrique occidentale,Area,686,Y,SEN,Senegal,Senegal,Sénégal,22439,Dakar,Dakar,XOF,"CFA Franc, BCEAO (XOF)","franc CFA, BCEAO (XOF)",Y,2,Y,466,Mali,Mali,250,France,France,756,Switzerland,Suisse,156,China,Chine,837,Bunkers,Com. de soute,566,Nigeria,Nigéria,G,The general trade system. See the technical notes for an explanation of the trade systems.,Le système du commerce général. Voir les Notes techniques pour une explication des Systèmes de commerce.,TF,Arrivals of non-resident tourists at national borders.,Arrivées de touristes non résidents aux frontières nationales.
39,Southern Europe,Europe méridionale,Area,688,Y,SRB,Serbia,Serbia,Serbie,23241,Belgrade,Belgrade,RSD,Serbian Dinar (RSD),dinar de Serbie (RSD),Y,2,Y,380,Italy,Italie,276,Germany,Allemagne,276,Germany,Allemagne,380,Italy,Italie,70,Bosnia Herzegovina,Bosnie-Herzégovine,156,China,Chine,S,The special trade system. See the technical notes for an explanation of the trade systems.,Le système du commerce spécial. Voir les Notes techniques pour une explication des Systèmes de commerce.,TCE,Arrivals of non-resident tourists in all types of tourism accommodation establishments.,Arrivées de touristes non résidents dans tous les types d'établissements d'hébergement touristique.
,,,Agency,689,Y,,Bank for International Settlements (BIS),BIS,BSI,,,,,,,N,1,N,,,,,,,,,,,,,,,,,,,,,,,,
14,Eastern Africa,Afrique orientale,Area,690,Y,SYC,Seychelles,Seychelles,Seychelles,22444,Victoria,Victoria,SCR,Seychelles Rupee (SCR),roupie seychelloise (SCR),Y,2,Y,784,United Arab Emirates,Émirats arabes unis,784,United Arab Emirates,Émirats arabes unis,250,France,France,724,Spain,Espagne,826,United Kingdom,Royaume-Uni,250,France,France,G,The general trade system. See the technical notes for an explanation of the trade systems.,Le système du commerce général. Voir les Notes techniques pour une explication des Systèmes de commerce.,TF,Arrivals of non-resident tourists at national borders.,Arrivées de touristes non résidents aux frontières nationales.
,,,Group,692,Y,,Economic and Monetary Community of Central Africa (EMCCA),EMCCA§,CEMAC§,,,,,,,Y,2,Y,,,,,,,,,,,,,,,,,,,,,,,,
,,,Group,693,Y,,West African Economic Community (WAEC),West African Economic Com,Communauté économique de,,,,,,,N,2,N,,,,,,,,,,,,,,,,,,,,,,,,
11,Western Africa,Afrique occidentale,Area,694,Y,SLE,Sierra Leone,Sierra Leone,Sierra Leone,22445,Freetown,Freetown,SLL,Leone (SLL),leone (SLL),Y,2,Y,528,Netherlands,Pays-Bas,156,China,Chine,156,China,Chine,356,India,Inde,384,Côte d'Ivoire,Côte d'Ivoire,792,Turkey,Turquie,S,The special trade system. See the technical notes for an explanation of the trade systems.,Le système du commerce spécial. Voir les Notes techniques pour une explication des Systèmes de commerce.,TF,Arrivals of non-resident tourists at national borders.,Arrivées de touristes non résidents aux frontières nationales.
,,,Group,695,Y,,Mano River Union (MRU),Mano River Union (MARIUN),Union du fleuve Mano (UFM,,,,,,,N,2,N,,,,,,,,,,,,,,,,,,,,,,,,
,,,Group,697,Y,,European Free Trade Association (EFTA) not elsewhere specified,EFTA n.e.s,"AELE, n.s.a",,,,,,,N,3,Y,,,,,,,,,,,,,,,,,,,,,,,,
33,Southern Asia [former],Asie méridionale [anc.],Area,698,Y,SKM,Sikkim [former],Sikkim [former],Sikkim [anc.],,,,INR,Indian Rupee (INR),roupie indienne (INR),N,2,Y,,,,,,,,,,,,,,,,,,,,,,,,
34,Southern Asia,Asie méridionale,Area,699,N,,India (exc. Sikkim) [former],[use code 356 and footnote],[use code 356 and footnote],,,,,,,N,-1,N,,,,,,,,,,,,,,,,,,,,,,,,
35,South-eastern Asia,Asie du Sud-Est,Area,702,Y,SGP,Singapore,Singapore,Singapour,22447,Singapore,Singapour,SGD,Singapore Dollar (SGD),dollar singapourien (SGD),Y,2,Y,156,China,Chine,156,China,Chine,344,"China, Hong Kong SAR","Chine, RAS Hong Kong",458,Malaysia,Malaisie,458,Malaysia,Malaisie,840,United States,États-Unis,G,The general trade system. See the technical notes for an explanation of the trade systems.,Le système du commerce général. Voir les Notes techniques pour une explication des Systèmes de commerce.,TF,Arrivals of non-resident tourists at national borders.,Arrivées de touristes non résidents aux frontières nationales.
151,Eastern Europe,Europe orientale,Area,703,Y,SVK,Slovakia,Slovakia,Slovaquie,22448,Bratislava,Bratislava,EUR,Euro (EUR),euro (EUR),Y,2,Y,276,Germany,Allemagne,276,Germany,Allemagne,203,Czechia,Tchéquie,203,Czechia,Tchéquie,616,Poland,Pologne,568,Europe nes,Europe nsa,S,The special trade system. See the technical notes for an explanation of the trade systems.,Le système du commerce spécial. Voir les Notes techniques pour une explication des Systèmes de commerce.,TCE,Arrivals of non-resident tourists at national borders.,Arrivées de touristes non résidents aux frontières nationales.
35,South-eastern Asia,Asie du Sud-Est,Area,704,Y,VNM,Viet Nam,Viet Nam,Viet Nam,22457,Hanoi,Hanoï,VND,Dong (VND),dong (VND),Y,2,Y,840,United States,États-Unis,156,China,Chine,156,China,Chine,410,Rep. of Korea,République de Corée,392,Japan,Japon,392,Japan,Japon,G,The general trade system. See the technical notes for an explanation of the trade systems.,Le système du commerce général. Voir les Notes techniques pour une explication des Systèmes de commerce.,VF,Arrivals of non-resident visitors at national borders.,Arrivées de visiteurs non résidents aux frontières nationales.
39,Southern Europe,Europe méridionale,Area,705,Y,SVN,Slovenia,Slovenia,Slovénie,22474,Ljubljana,Ljubljana,EUR,Euro (EUR),euro (EUR),Y,2,Y,276,Germany,Allemagne,276,Germany,Allemagne,380,Italy,Italie,380,Italy,Italie,191,Croatia,Croatie,40,Austria,Autriche,S,The special trade system. See the technical notes for an explanation of the trade systems.,Le système du commerce spécial. Voir les Notes techniques pour une explication des Systèmes de commerce.,TCE,Arrivals of non-resident tourists in all types of tourism accommodation establishments.,Arrivées de touristes non résidents dans tous les types d'établissements d'hébergement touristique.
14,Eastern Africa,Afrique orientale,Area,706,Y,SOM,Somalia,Somalia,Somalie,22477,Mogadishu,Mogadiscio,SOS,Somali Shilling (SOS),shilling somalien (SOS),Y,2,Y,682,Saudi Arabia,Arabie saoudite,156,China,Chine,512,Oman,Oman,356,India,Inde,784,United Arab Emirates,Émirats arabes unis,512,Oman,Oman,G,The general trade system. See the technical notes for an explanation of the trade systems.,Le système du commerce général. Voir les Notes techniques pour une explication des Systèmes de comme,,,
,,,Area,707,Y,,"Somaliland Protectorate, British [former]","Somaliland Protectorate, British [former]",Somalie protecto [anc.],,,,SOS,Somali Shilling (SOS),shilling somalien (SOS),N,3,N,,,,,,,,,,,,,,,,,,,,,,,,
,,,Area,708,Y,,Italian Trusteeship Territory of Somalia [former],Italian Trust Terr.of Somalia [former],Somalie italienne [anc.],,,,SOS,Somali Shilling (SOS),shilling somalien (SOS),N,3,N,,,,,,,,,,,,,,,,,,,,,,,,
,,,Region,709,Y,,South-eastern Asia not elsewhere specified,South-eastern Asia n.e.s,Asie sud-orientale n.s.a,,,,,,,N,3,N,,,,,,,,,,,,,,,,,,,,,,,,
18,Southern Africa,Afrique australe,Area,710,Y,ZAF,South Africa,South Africa,Afrique du Sud,22501,Pretoria,Pretoria,ZAR,Rand (ZAR),rand (ZAR),Y,2,Y,156,China,Chine,156,China,Chine,840,United States,États-Unis,276,Germany,Allemagne,276,Germany,Allemagne,840,United States,États-Unis,G,The general trade system. See the technical notes for an explanation of the trade systems.,Le système du commerce général. Voir les Notes techniques pour une explication des Systèmes de commerce.,TF,Arrivals of non-resident tourists at national borders.,Arrivées de touristes non résidents aux frontières nationales.
,,,Group,711,Y,,Southern African Customs Union (SACU),Southern African Customs Union (SACU),Union douanière d'Afrique australe,,,,ZAR,Rand (ZAR),rand (ZAR),Y,2,Y,,,,,,,,,,,,,,,,,,,,,,,,
,,,Area,712,Y,,South Africa-Namibia,[use code 710 and footnote],[use code 710 and footnote],,,,,,,N,-1,N,,,,,,,,,,,,,,,,,,,,,,,,
,,,Region,713,Y,,Southern Africa not elsewhere specified,Southern Africa n.e.s,Afrique australe n.s.a,,,,,,,N,3,N,,,,,,,,,,,,,,,,,,,,,,,,
,,,Region,714,Y,,Southern Asia not elsewhere specified,Southern Asia n.e.s,Asie méridionale n.s.a,,,,,,,N,3,N,,,,,,,,,,,,,,,,,,,,,,,,
,,,Region,715,Y,,Southern Europe not elsewhere specified,Southern Europe n.e.s,Europe méridionale n.s.a,,,,,,,N,3,N,,,,,,,,,,,,,,,,,,,,,,,,
14,Eastern Africa,Afrique orientale,Area,716,Y,ZWE,Zimbabwe,Zimbabwe,Zimbabwe,22513,Harare,Harare,ZWL,Zimbabwe Dollar (ZWL),dollar du Zimbabwe (ZWL),Y,2,Y,710,South Africa,Afrique du Sud,710,South Africa,Afrique du Sud,784,United Arab Emirates,Émirats arabes unis,702,Singapore,Singapour,899,Areas nes,Zones nsa,156,China,Chine,G,The general trade system. See the technical notes for an explanation of the trade systems.,Le système du commerce général. Voir les Notes techniques pour une explication des Systèmes de commerce.,VF,Arrivals of non-resident visitors at national borders.,Arrivées de visiteurs non résidents aux frontières nationales.
,,,Area,717,Y,,Rhodesia-Nyasaland [former],Rhodesia-Nyasaland [former],Rhodésie-Nyassaland [anc.],,,,,,,N,-1,N,,,,,,,,,,,,,,,,,,,,,,,,
,,,Group,718,Y,,"Australia, New Zealand and South Africa","Australia,N Zealand & SAfrica","Australie, Nouvelle-Zélan",,,,,,,N,1,N,,,,,,,,,,,,,,,,,,,,,,,,
,,,Group,719,Y,,"Israel, Japan and South Africa","Israel, Japan and South A","Israël, Japon et Afrique",,,,,,,N,1,N,,,,,,,,,,,,,,,,,,,,,,,,
37,Western Asia [former],Asie occidentale [anc.],Area,720,Y,YMD,Democratic Yemen [former],Dem. Yemen [former],Yémen dém. [anc.],,,,YDD,Yemeni Dinar (YDD),rial yéménite (YDD),N,2,Y,,,,,,,,,,,,,,,,,,,,,,,,
,,,Group,722,Y,,Small island developing States (SIDS),SIDS,PEID,,,,,,,N,2,Y,,,,,,,,,,,,,,,,,,,,,,,,
39,Southern Europe,Europe méridionale,Area,724,Y,ESP,Spain,Spain,Espagne,22549,Madrid,Madrid,EUR,Euro (EUR),euro (EUR),Y,2,Y,250,France,France,276,Germany,Allemagne,276,Germany,Allemagne,250,France,France,380,Italy,Italie,156,China,Chine,S,The special trade system. See the technical notes for an explanation of the trade systems.,Le système du commerce spécial. Voir les Notes techniques pour une explication des Systèmes de commerce.,TF,Arrivals of non-resident tourists at national borders.,Arrivées de touristes non résidents aux frontières nationales.
,,,Area,725,Y,,Spain (Canary Islands),Canary Islands,Iles Canaries,,,,EUR,Euro (EUR),euro (EUR),N,3,N,,,,,,,,,,,,,,,,,,,,,,,,
,,,Area,727,Y,,Ceuta and Melilla (Spanish North Africa),Ceuta and Melilla,Ceuta-et-Melilla,,,,,,,N,3,Y,,,,,,,,,,,,,,,,,,,,,,,,
14,Eastern Africa,Afrique orientale,Area,728,Y,SSD,South Sudan,South Sudan,Soudan du sud,22577,Juba,Djouba,SSP,S. Sudanese Pound (SSP),livre s.-soudanaise (SSP),Y,2,Y,156,China,Chine,800,Uganda,Ouganda,356,India,Inde,404,Kenya,Kenya,586,Pakistan,Pakistan,156,China,Chine,G,The general trade system. See the technical notes for an explanation of the trade systems.,Le système du commerce général. Voir les Notes techniques pour une explication des Systèmes de commerce.,,,
15,Northern Africa,Afrique septentrionale,Area,729,Y,SDN,Sudan,Sudan,Soudan,22579,Khartoum,Khartoum,SDG,Sudanese Pound (SDG),livre soudanaise (SDG),Y,2,Y,784,United Arab Emirates,Émirats arabes unis,156,China,Chine,156,China,Chine,784,United Arab Emirates,Émirats arabes unis,682,Saudi Arabia,Arabie saoudite,682,Saudi Arabia,Arabie saoudite,G,The general trade system. See the technical notes for an explanation of the trade systems.,Le système du commerce général. Voir les Notes techniques pour une explication des Systèmes de commerce.,TF,Arrivals of non-resident tourists at national borders.,Arrivées de touristes non résidents aux frontières nationales.
,,,Agency,730,Y,,Economic and Social Commission for Asia and the Pacific (ESCAP),Economic and Social Commi,Commission Economique et,,,,,,,N,1,N,,,,,,,,,,,,,,,,,,,,,,,,
,,,Agency,731,Y,,Economic and Social Commission for Western Asia (ESCWA),Economic and Social Commi,Commission Economique et,,,,,,,N,1,N,,,,,,,,,,,,,,,,,,,,,,,,
15,Northern Africa,Afrique septentrionale,Area,732,Y,ESH,Western Sahara,Western Sahara,Sahara occidental,22571,El Aaiún,El Aaiún,MAD,Moroccan Dirham (MAD),dirham marocain (MAD),Y,2,Y,,,,,,,,,,,,,,,,,,,,,,,,
,,,Agency,733,Y,,Economic Commission for Africa (ECA),Economic Commission for A,Commission Economique pou,,,,,,,N,1,N,,,,,,,,,,,,,,,,,,,,,,,,
,,,Agency,734,Y,,Economic Commission for Europe (ECE),Economic Commission for E,Commission Economique pou,,,,,,,N,1,N,,,,,,,,,,,,,,,,,,,,,,,,
,,,Agency,735,Y,,Economic Commission for Latin America and the Caribbean (ECLAC),Economic Commission for L,Commission Economique pou,,,,,,,N,1,N,,,,,,,,,,,,,,,,,,,,,,,,
15,Northern Africa,Afrique septentrionale,Area,736,Y,XSDN,Sudan [former],Sudan [former],Soudan [anc.],,,,SDG,Sudanese pound (SDG),livre soudanaise (SDG),N,2,Y,,,,,,,,,,,,,,,,,,,G,The general trade system. See the technical notes for an explanation of the trade systems.,Le système du commerce général. Voir les Notes techniques pour une explication des Systèmes de commerce.,TF,Arrivals of non-resident tourists at national borders.,Arrivées de touristes non résidents aux frontières nationales.
,,,Group,738,N,,Sub-Saharan Africa (inc. Sudan), [use code 202 and footnote], [use code 202 and footnote],,,,,,,Y,1,N,,,,,,,,,,,,,,,,,,,,,,,,
5,South America,Amérique du Sud,Area,740,Y,SUR,Suriname,Suriname,Suriname,22587,Paramaribo,Paramaribo,SRD,Surinam Dollar (SRD),dollar surinamais (SRD),Y,2,Y,756,Switzerland,Suisse,840,United States,États-Unis,344,"China, Hong Kong SAR","Chine, RAS Hong Kong",528,Netherlands,Pays-Bas,56,Belgium,Belgique,780,Trinidad and Tobago,Trinité-et-Tobago,G,The general trade system. See the technical notes for an explanation of the trade systems.,Le système du commerce général. Voir les Notes techniques pour une explication des Systèmes de commerce.,TF,Arrivals of non-resident tourists at national borders.,Arrivées de touristes non résidents aux frontières nationales.
,,,Region,741,Y,,Latin America and the Caribbean not elsewhere specified,Latin America and the Caribbean n.e.s,Amérique latine et Caraïbes n.s.a,,,,,,,N,1.5,N,,,,,,,,,,,,,,,,,,,,,,,,
,,,Region,742,N,,Eastern and South-eastern Asia and Oceania,East Asia and Oceania,Asie orientale et Océanie,,,,,,,Y,-1,N,,,,,,,,,,,,,,,,,,,,,,,,
,,,Group,743,N,,Southern Asia (exc. Iran (Islamic Republic of)),[use code 34 and footnote],[use code 34 and footnote],,,,,,,Y,1,N,,,,,,,,,,,,,,,,,,,,,,,,
154,Northern Europe,Europe septentrionale,Area,744,Y,SJM,Svalbard and Jan Mayen Islands,Svalbard and Jan Mayen Is.,Îles Svalbard-et-Jan Mayen,,,,NOK,Norwegian Krone (NOK),couronne norvégienne (NOK),Y,2,Y,,,,,,,,,,,,,,,,,,,,,,,,
,,,Group,745,N,,Europe and Central Asia,Europe and Central Asia,Europe et Asie centrale,,,,,,,Y,1,N,,,,,,,,,,,,,,,,,,,,,,,,
,,,Group,746,N,,Northern Africa (exc. Sudan),[use code 15 and footnote],[use code 15 and footnote],,,,,,,Y,1,N,,,,,,,,,,,,,,,,,,,,,,,,
,,,Region,747,N,,Northern Africa and Western Asia,Northern Africa and Western Asia,Afrique septentrionale et Asie occidentale,,,,,,,Y,-1,N,,,,,,,,,,,,,,,,,,,,,,,,
18,Southern Africa,Afrique australe,Area,748,Y,SWZ,Eswatini,Eswatini,Eswatini,22588,Mbabane,Mbabane,SZL,Lilangeni (SZL),lilangeni (SZL),Y,2,Y,710,South Africa,Afrique du Sud,710,South Africa,Afrique du Sud,404,Kenya,Kenya,156,China,Chine,566,Nigeria,Nigéria,356,India,Inde,G,The general trade system. See the technical notes for an explanation of the trade systems.,Le système du commerce général. Voir les Notes techniques pour une explication des Systèmes de commerce.,TF,Arrivals of non-resident tourists at national borders.,Arrivées de touristes non résidents aux frontières nationales.
,,,Group,749,Y,,South Asian Association for Regional Cooperation (SAARC),,,,,,,,,N,2,N,,,,,,,,,,,,,,,,,,,,,,,,
,,,Group,750,Y,,South Pacific Commission (SPC),South Pacific Commission,Commission du Pacifique-S,,,,,,,N,2,N,,,,,,,,,,,,,,,,,,,,,,,,
,,,Group,751,Y,,South Pacific Bureau for Economic Cooperation (SPEC),South Pacific Bureau for,Bureau de la coopération,,,,,,,N,2,N,,,,,,,,,,,,,,,,,,,,,,,,
154,Northern Europe,Europe septentrionale,Area,752,Y,SWE,Sweden,Sweden,Suède,22597,Stockholm,Stockholm,SEK,Swedish Krona (SEK),couronne suédoise (SEK),Y,2,Y,276,Germany,Allemagne,276,Germany,Allemagne,578,Norway,Norvège,528,Netherlands,Pays-Bas,246,Finland,Finlande,578,Norway,Norvège,G,The general trade system. See the technical notes for an explanation of the trade systems.,Le système du commerce général. Voir les Notes techniques pour une explication des Systèmes de commerce.,TF,Arrivals of non-resident tourists at national borders.,Arrivées de touristes non résidents aux frontières nationales.
,,,Region,753,N,,Eastern and South-Eastern Asia,Eastern and South-Eastern Asia,Asie orientale et du Sud-Est,,,,,,,Y,-1,N,,,,,,,,,,,,,,,,,,,,,,,,
155,Western Europe,Europe occidentale,Area,756,Y,CHE,Switzerland,Switzerland,Suisse,22601,Bern,Berne,CHF,Swiss Franc (CHF),franc suisse (CHF),Y,2,Y,276,Germany,Allemagne,276,Germany,Allemagne,840,United States,États-Unis,826,United Kingdom,Royaume-Uni,156,China,Chine,380,Italy,Italie,S,The special trade system. See the technical notes for an explanation of the trade systems.,Le système du commerce spécial. Voir les Notes techniques pour une explication des Systèmes de commerce.,THS,Arrivals of non-resident tourists in hotels and similar establishments.,Arrivées de touristes non résidents dans les hôtels et établissements similaires.
155,Western Europe,Europe occidentale,Area,757,Y,,Switzerland-Liechtenstein,[use code 756 and footnote],[use code 756 and footnote],,,,,,,N,-1,Y,,,,,,,,,,,,,,,,,,,,,,,,
145,Western Asia,Asie occidentale,Area,760,Y,SYR,Syrian Arab Republic,Syrian Arab Republic,République arabe syrienne,22610,Damascus,Damas,SYP,Syrian Pound (SYP),livre syrienne (SYP),Y,2,Y,422,Lebanon,Liban,792,Turkey,Turquie,818,Egypt,Égypte,156,China,Chine,682,Saudi Arabia,Arabie saoudite,818,Egypt,Égypte,S,The special trade system. See the technical notes for an explanation of the trade systems.,Le système du commerce spécial. Voir les Notes techniques pour une explication des Systèmes de commerce.,TCE,Arrivals of non-resident tourists in all types of tourism accommodation establishments.,Arrivées de touristes non résidents dans tous les types d'établissements d'hébergement touristique.
143,Central Asia,Asie centrale,Area,762,Y,TJK,Tajikistan,Tajikistan,Tadjikistan,22615,Dushanbe,Douchanbé,TJS,Somoni (TJS),somoni (TJS),Y,2,Y,398,Kazakhstan,Kazakhstan,156,China,Chine,756,Switzerland,Suisse,643,Russian Federation,Fédération de Russie,792,Turkey,Turquie,398,Kazakhstan,Kazakhstan,G,The general trade system. See the technical notes for an explanation of the trade systems.,Le système du commerce général. Voir les Notes techniques pour une explication des Systèmes de commerce.,VF,Arrivals of non-resident visitors at national borders.,Arrivées de visiteurs non résidents aux frontières nationales.
35,South-eastern Asia,Asie du Sud-Est,Area,764,Y,THA,Thailand,Thailand,Thaïlande,22617,Bangkok,Bangkok,THB,Baht (THB),baht (THB),Y,2,Y,840,United States,États-Unis,156,China,Chine,156,China,Chine,392,Japan,Japon,392,Japan,Japon,840,United States,États-Unis,S,The special trade system. See the technical notes for an explanation of the trade systems.,Le système du commerce spécial. Voir les Notes techniques pour une explication des Systèmes de commerce.,TF,Arrivals of non-resident tourists at national borders.,Arrivées de touristes non résidents aux frontières nationales.
11,Western Africa,Afrique occidentale,Area,768,Y,TGO,Togo,Togo,Togo,22628,Lomé,Lomé,XOF,"CFA Franc, BCEAO (XOF)","franc CFA, BCEAO (XOF)",Y,2,Y,854,Burkina Faso,Burkina Faso,156,China,Chine,204,Benin,Bénin,250,France,France,288,Ghana,Ghana,392,Japan,Japon,S,The special trade system. See the technical notes for an explanation of the trade systems.,Le système du commerce spécial. Voir les Notes techniques pour une explication des Systèmes de commerce.,THS,Arrivals of non-resident tourists in hotels and similar establishments.,Arrivées de touristes non résidents dans les hôtels et établissements similaires.
61,Polynesia,Polynésie,Area,772,Y,TKL,Tokelau,Tokelau,Tokélaou,22629,Tokelau,Tokélaou,NZD,New Zealand Dollar (NZD),dollar néo-zélandais (NZD),Y,2,Y,250,France,France,566,Nigeria,Nigéria,702,Singapore,Singapour,276,Germany,Allemagne,840,United States,États-Unis,882,Samoa,Samoa,G,The general trade system. See the technical notes for an explanation of the trade systems.,Le système du commerce général. Voir les Notes techniques pour une explication des Systèmes de commerce.,,,
61,Polynesia,Polynésie,Area,776,Y,TON,Tonga,Tonga,Tonga,22630,Nuku'alofa,Nuku'alofa,TOP,Pa'anga (TOP),pa'anga (TOP),Y,2,Y,840,United States,États-Unis,554,New Zealand,Nouvelle-Zélande,410,Rep. of Korea,République de Corée,242,Fiji,Fidji,392,Japan,Japon,156,China,Chine,G,The general trade system. See the technical notes for an explanation of the trade systems.,Le système du commerce général. Voir les Notes techniques pour une explication des Systèmes de commerce.,TF,Arrivals of non-resident tourists at national borders.,Arrivées de touristes non résidents aux frontières nationales.
,,,Group,778,Y,,Transition countries,Transition countries,Pays en transition,,,,,,,N,1,Y,,,,,,,,,,,,,,,,,,,,,,,,
29,Caribbean,Caraïbes,Area,780,Y,TTO,Trinidad and Tobago,Trinidad and Tobago,Trinité-et-Tobago,22631,Port of Spain,Port of Spain,TTD,TT Dollar (TTD),dollar de la T-et-T (TTD),Y,2,Y,840,United States,États-Unis,840,United States,États-Unis,328,Guyana,Guyana,643,Russian Federation,Fédération de Russie,152,Chile,Chili,156,China,Chine,S,The special trade system. See the technical notes for an explanation of the trade systems.,Le système du commerce spécial. Voir les Notes techniques pour une explication des Systèmes de commerce.,TF,Arrivals of non-resident tourists at national borders.,Arrivées de touristes non résidents aux frontières nationales.
,,,Area,783,Y,,Egypt (Suez Canal),Suez Canal,Canal de Suez,,,,GBP,Pound Sterling (GBP),livre sterling (GBP),N,3,N,,,,,,,,,,,,,,,,,,,,,,,,
145,Western Asia,Asie occidentale,Area,784,Y,ARE,United Arab Emirates,United Arab Emirates,Émirats arabes unis,22632,Abu Dhabi,Abou Dhabi,AED,UAE Dirham (AED),dirham des É.A.U. (AED),Y,2,Y,899,Areas nes,Zones nsa,899,Areas nes,Zones nsa,490,Asia nes,Asie nsa,156,China,Chine,356,India,Inde,840,United States,États-Unis,G,The general trade system. See the technical notes for an explanation of the trade systems.,Le système du commerce général. Voir les Notes techniques pour une explication des Systèmes de commerce.,THS,Arrivals of non-resident tourists in hotels and similar establishments.,Arrivées de touristes non résidents dans les hôtels et établissements similaires.
,,,Area,785,Y,,United Arab Emirates (Abu Dhabi),Abu Dhabi,,,,,AED,UAE Dirham (AED),dirham des É.A.U. (AED),N,3,N,,,,,,,,,,,,,,,,,,,,,,,,
,,,Area,786,Y,,United Arab Emirates (Dubai),Dubai,Doubaï,,,,AED,UAE Dirham (AED),dirham des É.A.U. (AED),N,3,N,,,,,,,,,,,,,,,,,,,,,,,,
,,,Area,787,Y,,United Arab Emirates (Sharjah),Sharjah,Chardjah,,,,AED,UAE Dirham (AED),dirham des É.A.U. (AED),N,3,N,,,,,,,,,,,,,,,,,,,,,,,,
