topicId	topicNameEN	topicNameFR	tableCode	tableId	tableName	seriesDesc	seriesCode	parentCode	parentName	countryProfile	refAreaCode	refAreaDesc	ISO3	UN_Member	X	Y	units	multiplier	baseYear	multiplierDesc	footnotesEN	footnotesFR	sourceEN	sourceFR	value_2012	value_2013	value_2014	value_2015	value_2016	value_latest_year	latest_year
16	International tourism and transport	Tourisme et transport internationaux	civilaviation	61	Civil aviation: scheduled airline traffic	Civil aviation: scheduled international airline traffic - passengers carried	SYB039	34	Southern Asia	1	4	Afghanistan	AFG	1	66.02688198	33.83160199	Number of passengers	3.0		Thousands			International Civil Aviation Organization (ICAO), Montreal, ICAO Air Transport Reporting Forms A and A-S plus ICAO estimates, last accessed April 2017.	Organisation de l’aviation civile internationale (OACI), Montréal, Formulaires A et A-S du transport aérien de l'OACI et estimations de l'OACI, dernier accès avril 2017.	1166.0	978.744	718.188	0.672	0.5397000000000001	0.5397000000000001	2016
16	International tourism and transport	Tourisme et transport internationaux	civilaviation	61	Civil aviation: scheduled airline traffic	Civil aviation: scheduled international airline traffic - passengers carried	SYB039	39	Southern Europe	1	8	Albania	ALB	1	20.06660928	41.13897007	Number of passengers	3.0		Thousands			[2013-2016]: International Civil Aviation Organization (ICAO), Montreal, ICAO Air Transport Reporting Forms A and A-S plus ICAO estimates, last accessed April 2017.	[2013-2016]: Organisation de l’aviation civile internationale (OACI), Montréal, Formulaires A et A-S du transport aérien de l'OACI et estimations de l'OACI, dernier accès avril 2017.		865.848	151.632	0.0	0.026600000000000002	0.026600000000000002	2016
16	International tourism and transport	Tourisme et transport internationaux	civilaviation	61	Civil aviation: scheduled airline traffic	Civil aviation: scheduled international airline traffic - passengers carried	SYB039	15	Northern Africa	1	12	Algeria	DZA	1	2.678164227	28.15940032	Number of passengers	3.0		Thousands			International Civil Aviation Organization (ICAO), Montreal, ICAO Air Transport Reporting Forms A and A-S plus ICAO estimates, last accessed April 2017.	Organisation de l’aviation civile internationale (OACI), Montréal, Formulaires A et A-S du transport aérien de l'OACI et estimations de l'OACI, dernier accès avril 2017.	2651.0	2948.7664	3446.4754	3.5769	3.9857	3.9857	2016
16	International tourism and transport	Tourisme et transport internationaux	civilaviation	61	Civil aviation: scheduled airline traffic	Civil aviation: scheduled international airline traffic - passengers carried	SYB039	61	Polynesia	1	16	American Samoa	ASM	0	-170.7187269	-14.30587306	Number of passengers	3.0													
16	International tourism and transport	Tourisme et transport internationaux	civilaviation	61	Civil aviation: scheduled airline traffic	Civil aviation: scheduled international airline traffic - passengers carried	SYB039	39	Southern Europe	1	20	Andorra	AND	1	1.576257417	42.54548611	Number of passengers	3.0													
16	International tourism and transport	Tourisme et transport internationaux	civilaviation	61	Civil aviation: scheduled airline traffic	Civil aviation: scheduled international airline traffic - passengers carried	SYB039	17	Middle Africa	1	24	Angola	AGO	1	17.57817062	-12.33724746	Number of passengers	3.0		Thousands			International Civil Aviation Organization (ICAO), Montreal, ICAO Air Transport Reporting Forms A and A-S plus ICAO estimates, last accessed April 2017.	Organisation de l’aviation civile internationale (OACI), Montréal, Formulaires A et A-S du transport aérien de l'OACI et estimations de l'OACI, dernier accès avril 2017.	558.0	652.86	696.924	0.6356	0.6241	0.6241	2016
16	International tourism and transport	Tourisme et transport internationaux	civilaviation	61	Civil aviation: scheduled airline traffic	Civil aviation: scheduled international airline traffic - passengers carried	SYB039	29	Caribbean	1	28	Antigua and Barbuda	ATG	1	-61.7999755	17.07761471	Number of passengers	3.0		Thousands			[2013-2016]: International Civil Aviation Organization (ICAO), Montreal, ICAO Air Transport Reporting Forms A and A-S plus ICAO estimates, last accessed April 2017.	[2013-2016]: Organisation de l’aviation civile internationale (OACI), Montréal, Formulaires A et A-S du transport aérien de l'OACI et estimations de l'OACI, dernier accès avril 2017.		1218.0	1216.152	1.0398	1.0429	1.0429	2016
16	International tourism and transport	Tourisme et transport internationaux	civilaviation	61	Civil aviation: scheduled airline traffic	Civil aviation: scheduled international airline traffic - passengers carried	SYB039	145	Western Asia	1	31	Azerbaijan	AZE	1	50.01064725	40.39229544	Number of passengers	3.0		Thousands			International Civil Aviation Organization (ICAO), Montreal, ICAO Air Transport Reporting Forms A and A-S plus ICAO estimates, last accessed April 2017.	Organisation de l’aviation civile internationale (OACI), Montréal, Formulaires A et A-S du transport aérien de l'OACI et estimations de l'OACI, dernier accès avril 2017.	1075.0	1148.346	1221.306	1.2715	1.4146	1.4146	2016
16	International tourism and transport	Tourisme et transport internationaux	civilaviation	61	Civil aviation: scheduled airline traffic	Civil aviation: scheduled international airline traffic - passengers carried	SYB039	5	South America	1	32	Argentina	ARG	1	-65.14563274	-35.19446255	Number of passengers	3.0		Thousands			International Civil Aviation Organization (ICAO), Montreal, ICAO Air Transport Reporting Forms A and A-S plus ICAO estimates, last accessed April 2017.	Organisation de l’aviation civile internationale (OACI), Montréal, Formulaires A et A-S du transport aérien de l'OACI et estimations de l'OACI, dernier accès avril 2017.	2536.0	3296.0154	3266.1803	3.4919000000000002	3.7614	3.7614	2016
16	International tourism and transport	Tourisme et transport internationaux	civilaviation	61	Civil aviation: scheduled airline traffic	Civil aviation: scheduled international airline traffic - passengers carried	SYB039	53	Oceania	1	36	Australia	AUS	1	134.3499412	-25.57717202	Number of passengers	3.0		Thousands			International Civil Aviation Organization (ICAO), Montreal, ICAO Air Transport Reporting Forms A and A-S plus ICAO estimates, last accessed April 2017.	Organisation de l’aviation civile internationale (OACI), Montréal, Formulaires A et A-S du transport aérien de l'OACI et estimations de l'OACI, dernier accès avril 2017.	13301.0	13305.417	13038.981	13.9149	15.1164	15.1164	2016
