topicId	topicNameEN	topicNameFR	tableCode	tableId	tableName	seriesDesc	seriesCode	parentCode	parentName	countryProfile	refAreaCode	refAreaDesc	ISO3	UN_Member	X	Y	ODACode	ODADesc	units	multiplier	baseYear	multiplierDesc	footnotesEN	footnotesFR	sourceEN	sourceFR	value_1975	value_1976	value_1977	value_1978	value_1979	value_1980	value_1981	value_1982	value_1983	value_1984	value_1985	value_1986	value_1987	value_1988	value_1989	value_1990	value_1991	value_1992	value_1993	value_1994	value_1995	value_1996	value_1997	value_1998	value_1999	value_2000	value_2001	value_2002	value_2003	value_2004	value_2005	value_2006	value_2007	value_2008	value_2009	value_2010	value_2011	value_2012	value_2013	value_2014	value_2015	value_2016	value_2017	value_latest_year	latest_year
19	Development assistance	Aide au développement	odabimulti	77	Net disbursements of official development assistance to recipients	Net disbursements of official development assistance received	SYB070	61	Polynesia	1	16	American Samoa	ASM	0	-170.7187269	-14.30587306	MULTILATERAL	Multilateral	US dollars	6.0																																																			
19	Development assistance	Aide au développement	odabimulti	77	Net disbursements of official development assistance to recipients	Net disbursements of official development assistance received	SYB070	61	Polynesia	1	16	American Samoa	ASM	0	-170.7187269	-14.30587306	_T	Total	US dollars	6.0																																																			
19	Development assistance	Aide au développement	odabimulti	77	Net disbursements of official development assistance to recipients	Net disbursements of official development assistance received	SYB070	39	Southern Europe	1	20	Andorra	AND	1	1.576257417	42.54548611	BILATERAL	Bilateral	US dollars	6.0																																																			
19	Development assistance	Aide au développement	odabimulti	77	Net disbursements of official development assistance to recipients	Net disbursements of official development assistance received	SYB070	39	Southern Europe	1	20	Andorra	AND	1	1.576257417	42.54548611	MULTILATERAL	Multilateral	US dollars	6.0																																																			
19	Development assistance	Aide au développement	odabimulti	77	Net disbursements of official development assistance to recipients	Net disbursements of official development assistance received	SYB070	39	Southern Europe	1	20	Andorra	AND	1	1.576257417	42.54548611	_T	Total	US dollars	6.0																																																			
19	Development assistance	Aide au développement	odabimulti	77	Net disbursements of official development assistance to recipients	Net disbursements of official development assistance received	SYB070	17	Middle Africa	1	24	Angola	AGO	1	17.57817062	-12.33724746	BILATERAL	Bilateral	US dollars	6.0		Millions			Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019.	Organisation de coopération et de développement économiques (OCDE), Paris, base de données du Comité d’aide au développement (CAD) de l’OCDE, dernier accès juin 2019.	4.15	12.82	32.96	34.29	32.98	37.67	38.76	38.53	51.46	64.13	71.62	108.58	104.61	103.23	112.21	184.06	209.64	247.22	212.15	311.25	303.65	343.36	269.27	267.64	264.94	115.07	149.77	271.26	344.46	973.75	216.53	48.7	97.1	211.78	139.82	145.89	115.83	147.8	151.64	100.32	276.34	62.24	75.75	75.75	2017
19	Development assistance	Aide au développement	odabimulti	77	Net disbursements of official development assistance to recipients	Net disbursements of official development assistance received	SYB070	17	Middle Africa	1	24	Angola	AGO	1	17.57817062	-12.33724746	MULTILATERAL	Multilateral	US dollars	6.0		Millions			Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019.	Organisation de coopération et de développement économiques (OCDE), Paris, base de données du Comité d’aide au développement (CAD) de l’OCDE, dernier accès juin 2019.	0.61	4.66	14.54	12.58	14.08	14.77	21.46	20.54	22.42	29.28	18.87	21.67	29.82	53.8	54.85	81.71	67.44	96.37	77.24	135.82	112.77	115.95	85.39	67.63	122.6	187.14	132.96	142.77	149.04	170.82	198.15	114.82	162.88	157.26	99.12	89.28	77.11	95.81	133.9	135.07	103.72	144.29	147.47	147.47	2017
19	Development assistance	Aide au développement	odabimulti	77	Net disbursements of official development assistance to recipients	Net disbursements of official development assistance received	SYB070	17	Middle Africa	1	24	Angola	AGO	1	17.57817062	-12.33724746	_T	Total	US dollars	6.0		Millions			Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019.	Organisation de coopération et de développement économiques (OCDE), Paris, base de données du Comité d’aide au développement (CAD) de l’OCDE, dernier accès juin 2019.	4.76	17.48	47.5	46.87	47.06	52.44	60.22	59.07	73.88	93.41	90.49	130.25	134.43	157.03	167.06	265.77	277.08	343.59	289.39	447.07	416.42	459.31	354.66	335.27	387.54	302.21	282.73	414.03	493.5	1144.57	414.68	163.52	259.98	369.04	238.94	235.17	192.94	243.61	285.54	235.39	380.06	206.53	223.22	223.22	2017
19	Development assistance	Aide au développement	odabimulti	77	Net disbursements of official development assistance to recipients	Net disbursements of official development assistance received	SYB070	29	Caribbean	1	28	Antigua and Barbuda	ATG	1	-61.7999755	17.07761471	BILATERAL	Bilateral	US dollars	6.0		Millions			Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019.	Organisation de coopération et de développement économiques (OCDE), Paris, base de données du Comité d’aide au développement (CAD) de l’OCDE, dernier accès juin 2019.	1.54	2.5300000000000002	4.41	2.77	2.91	2.24	6.32	2.8200000000000003	2.18	1.6099999999999999	2.42	4.71	4.95	5.92	3.58	3.64	6.45	4.03	2.59	3.14	1.87	-17.36	3.79	9.18	9.09	8.33	5.54	10.05	1.67	0.62	7.11	1.45	-0.53	-0.44	1.88	5.96	10.23	-0.5	0.01	1.05	0.8300000000000001	-1.8900000000000001	-20.89	-20.89	2017
19	Development assistance	Aide au développement	odabimulti	77	Net disbursements of official development assistance to recipients	Net disbursements of official development assistance received	SYB070	29	Caribbean	1	28	Antigua and Barbuda	ATG	1	-61.7999755	17.07761471	MULTILATERAL	Multilateral	US dollars	6.0		Millions			Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019.	Organisation de coopération et de développement économiques (OCDE), Paris, base de données du Comité d’aide au développement (CAD) de l’OCDE, dernier accès juin 2019.	0.52	0.5800000000000001	0.9700000000000001	0.8300000000000001	0.37	3.26	2.72	2.13	1.19	0.75	0.53	0.34	0.61	2.5300000000000002	0.76	0.9700000000000001	0.78	0.64	0.41000000000000003	1.02	0.4	21.23	0.56	0.8	1.75	1.55	3.04	3.46	3.96	1.28	0.9500000000000001	1.83	5.52	6.51	2.38	13.7	5.19	2.59	1.58	1.5	0.66	1.9500000000000002	30.79	30.79	2017
19	Development assistance	Aide au développement	odabimulti	77	Net disbursements of official development assistance to recipients	Net disbursements of official development assistance received	SYB070	29	Caribbean	1	28	Antigua and Barbuda	ATG	1	-61.7999755	17.07761471	_T	Total	US dollars	6.0		Millions			Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019.	Organisation de coopération et de développement économiques (OCDE), Paris, base de données du Comité d’aide au développement (CAD) de l’OCDE, dernier accès juin 2019.	2.06	3.11	5.38	3.6	3.2800000000000002	5.5	9.04	4.95	3.37	2.36	2.95	5.05	5.5600000000000005	8.45	4.34	4.61	7.23	4.67	3.0	4.16	2.27	3.87	4.35	9.98	10.84	9.88	8.58	13.51	5.63	1.9	8.06	3.2800000000000002	4.99	6.07	4.26	19.66	15.42	2.09	1.59	2.55	1.49	0.060000000000000005	9.9	9.9	2017
19	Development assistance	Aide au développement	odabimulti	77	Net disbursements of official development assistance to recipients	Net disbursements of official development assistance received	SYB070	145	Western Asia	1	31	Azerbaijan	AZE	1	50.01064725	40.39229544	BILATERAL	Bilateral	US dollars	6.0		Millions																																																	
19	Development assistance	Aide au développement	odabimulti	77	Net disbursements of official development assistance to recipients	Net disbursements of official development assistance received	SYB070	145	Western Asia	1	31	Azerbaijan	AZE	1	50.01064725	40.39229544	MULTILATERAL	Multilateral	US dollars	6.0		Millions			[1990-2017]: Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019.	[1990-2017]: Organisation de coopération et de développement économiques (OCDE), Paris, base de données du Comité d’aide au développement (CAD) de l’OCDE, dernier accès juin 2019.																0.0	0.0	1.87	7.14	47.98	52.62	32.63	50.4	26.14	71.53	62.05	55.72	72.05	90.25	64.71	91.42	64.82	74.3	87.6	67.63	79.98	106.76	62.82	112.19	83.37	46.74	43.74	75.32	75.32	2017
19	Development assistance	Aide au développement	odabimulti	77	Net disbursements of official development assistance to recipients	Net disbursements of official development assistance received	SYB070	145	Western Asia	1	31	Azerbaijan	AZE	1	50.01064725	40.39229544	_T	Total	US dollars	6.0		Millions			[1991-2017]: Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019.	[1991-2017]: Organisation de coopération et de développement économiques (OCDE), Paris, base de données du Comité d’aide au développement (CAD) de l’OCDE, dernier accès juin 2019.																	0.3	7.43	23.87	149.04	119.54	96.36	184.06	120.36	171.0	140.61	230.91	350.81	302.03	175.83	210.4	203.85	213.31	225.1	217.58	156.48	287.77	286.79	-70.83	216.74	69.62	77.51	115.51	115.51	2017
19	Development assistance	Aide au développement	odabimulti	77	Net disbursements of official development assistance to recipients	Net disbursements of official development assistance received	SYB070	5	South America	1	32	Argentina	ARG	1	-65.14563274	-35.19446255	BILATERAL	Bilateral	US dollars	6.0		Millions			Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019.	Organisation de coopération et de développement économiques (OCDE), Paris, base de données du Comité d’aide au développement (CAD) de l’OCDE, dernier accès juin 2019.	-11.34	-23.77	-15.1	-7.57	12.43	70.55	26.95	10.74	21.12	21.55	30.39	51.73	57.04	114.23	174.73	162.0	271.9	259.17	236.55	153.32	131.32	93.13	35.35	57.47	18.9	45.37	30.62	85.34	88.22	65.77	62.01	67.03	41.36	71.39	55.02	100.46	45.28	75.59	-2.42	11.96	-44.88	-200.39	-37.81	-37.81	2017
19	Development assistance	Aide au développement	odabimulti	77	Net disbursements of official development assistance to recipients	Net disbursements of official development assistance received	SYB070	5	South America	1	32	Argentina	ARG	1	-65.14563274	-35.19446255	MULTILATERAL	Multilateral	US dollars	6.0		Millions			Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019.	Organisation de coopération et de développement économiques (OCDE), Paris, base de données du Comité d’aide au développement (CAD) de l’OCDE, dernier accès juin 2019.	23.34	37.86	31.49	24.33	15.84	-26.87	9.88	18.75	13.3	11.19	8.69	21.94	26.35	28.25	26.88	9.63	5.87	7.5600000000000005	9.4	7.6	16.86	29.31	63.91	16.49	63.48	29.19	127.02	13.65	29.5	31.57	31.86	47.18	48.87	53.63	61.01	29.85	51.77	102.17	37.15	36.83	26.01	203.01	32.88	32.88	2017
19	Development assistance	Aide au développement	odabimulti	77	Net disbursements of official development assistance to recipients	Net disbursements of official development assistance received	SYB070	5	South America	1	32	Argentina	ARG	1	-65.14563274	-35.19446255	_T	Total	US dollars	6.0		Millions			Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019.	Organisation de coopération et de développement économiques (OCDE), Paris, base de données du Comité d’aide au développement (CAD) de l’OCDE, dernier accès juin 2019.	12.0	14.09	16.39	16.76	28.27	43.68	36.83	29.49	34.42	32.74	39.08	73.67	83.39	142.48	201.61	171.63	277.77	266.73	245.95	160.92	148.18	122.44	99.26	73.96	82.38	74.56	157.64	98.99	117.72	97.34	93.87	114.21	90.23	125.02	116.03	130.31	97.05	177.76	34.73	48.79	-18.87	2.62	-4.93	-4.93	2017
19	Development assistance	Aide au développement	odabimulti	77	Net disbursements of official development assistance to recipients	Net disbursements of official development assistance received	SYB070	53	Oceania	1	36	Australia	AUS	1	134.3499412	-25.57717202	BILATERAL	Bilateral	US dollars	6.0																																																			
19	Development assistance	Aide au développement	odabimulti	77	Net disbursements of official development assistance to recipients	Net disbursements of official development assistance received	SYB070	53	Oceania	1	36	Australia	AUS	1	134.3499412	-25.57717202	MULTILATERAL	Multilateral	US dollars	6.0																																																			
19	Development assistance	Aide au développement	odabimulti	77	Net disbursements of official development assistance to recipients	Net disbursements of official development assistance received	SYB070	53	Oceania	1	36	Australia	AUS	1	134.3499412	-25.57717202	_T	Total	US dollars	6.0																																																			
19	Development assistance	Aide au développement	odabimulti	77	Net disbursements of official development assistance to recipients	Net disbursements of official development assistance received	SYB070	155	Western Europe	1	40	Austria	AUT	1	14.14172472	47.58704857	BILATERAL	Bilateral	US dollars	6.0																																																			
19	Development assistance	Aide au développement	odabimulti	77	Net disbursements of official development assistance to recipients	Net disbursements of official development assistance received	SYB070	155	Western Europe	1	40	Austria	AUT	1	14.14172472	47.58704857	MULTILATERAL	Multilateral	US dollars	6.0																																																			
19	Development assistance	Aide au développement	odabimulti	77	Net disbursements of official development assistance to recipients	Net disbursements of official development assistance received	SYB070	155	Western Europe	1	40	Austria	AUT	1	14.14172472	47.58704857	_T	Total	US dollars	6.0																																																			
19	Development assistance	Aide au développement	odabimulti	77	Net disbursements of official development assistance to recipients	Net disbursements of official development assistance received	SYB070	29	Caribbean	1	44	Bahamas	BHS	1	-78.05111663	24.69546597	BILATERAL	Bilateral	US dollars	6.0		Millions			[1975-1995]: Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019.	[1975-1995]: Organisation de coopération et de développement économiques (OCDE), Paris, base de données du Comité d’aide au développement (CAD) de l’OCDE, dernier accès juin 2019.	0.01	-0.08	-0.42000000000000004	-0.3	-0.14	-1.28	-0.15	-0.6	0.15	7.83	0.04	-0.01	0.26	0.5	1.4100000000000001	1.87	1.62	2.07	0.41000000000000003	0.07	2.81																							2.81	1995
19	Development assistance	Aide au développement	odabimulti	77	Net disbursements of official development assistance to recipients	Net disbursements of official development assistance received	SYB070	29	Caribbean	1	44	Bahamas	BHS	1	-78.05111663	24.69546597	MULTILATERAL	Multilateral	US dollars	6.0		Millions			[1975-1995,2014]: Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019.	[1975-1995,2014]: Organisation de coopération et de développement économiques (OCDE), Paris, base de données du Comité d’aide au développement (CAD) de l’OCDE, dernier accès juin 2019.	0.65	0.67	0.89	1.08	1.03	2.7	1.54	1.92	0.74	2.21	0.66	1.65	0.38	0.92	2.51	1.28	1.1400000000000001	0.76	0.75	0.93	1.58																			0.0				0.0	2014
19	Development assistance	Aide au développement	odabimulti	77	Net disbursements of official development assistance to recipients	Net disbursements of official development assistance received	SYB070	29	Caribbean	1	44	Bahamas	BHS	1	-78.05111663	24.69546597	_T	Total	US dollars	6.0		Millions			[1975-1995]: Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019.	[1975-1995]: Organisation de coopération et de développement économiques (OCDE), Paris, base de données du Comité d’aide au développement (CAD) de l’OCDE, dernier accès juin 2019.	0.66	0.5900000000000001	0.47000000000000003	0.78	0.89	1.42	1.3900000000000001	1.32	0.89	10.04	0.7000000000000001	1.6400000000000001	0.64	1.42	3.92	3.15	2.76	2.83	1.16	1.0	4.39																							4.39	1995
19	Development assistance	Aide au développement	odabimulti	77	Net disbursements of official development assistance to recipients	Net disbursements of official development assistance received	SYB070	145	Western Asia	1	48	Bahrain	BHR	1	50.5490754	26.04407747	BILATERAL	Bilateral	US dollars	6.0		Millions			[1975-2004]: Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019.	[1975-2004]: Organisation de coopération et de développement économiques (OCDE), Paris, base de données du Comité d’aide au développement (CAD) de l’OCDE, dernier accès juin 2019.	24.65	162.15	46.53	79.33	128.77	188.78	192.84	151.81	253.35	209.81	73.21	98.79	8.02	-3.44	-2.08	137.09	94.6	79.88	108.64	95.36	99.64	130.72	150.15	199.35	60.38	60.5	68.89	60.9	130.82	57.92														57.92	2004
19	Development assistance	Aide au développement	odabimulti	77	Net disbursements of official development assistance to recipients	Net disbursements of official development assistance received	SYB070	145	Western Asia	1	48	Bahrain	BHR	1	50.5490754	26.04407747	MULTILATERAL	Multilateral	US dollars	6.0		Millions			[1975-2004,2014]: Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019.	[1975-2004,2014]: Organisation de coopération et de développement économiques (OCDE), Paris, base de données du Comité d’aide au développement (CAD) de l’OCDE, dernier accès juin 2019.	1.21	1.01	1.43	4.63	6.52	17.75	4.32	4.19	1.98	1.4100000000000001	0.8500000000000001	0.7200000000000001	0.8200000000000001	0.8300000000000001	0.32	0.41000000000000003	0.1	0.23	2.79	0.43	0.23	1.6	0.13	0.37	1.5	-0.07	1.92	0.68	0.9500000000000001	0.3										0.0				0.0	2014
19	Development assistance	Aide au développement	odabimulti	77	Net disbursements of official development assistance to recipients	Net disbursements of official development assistance received	SYB070	145	Western Asia	1	48	Bahrain	BHR	1	50.5490754	26.04407747	_T	Total	US dollars	6.0		Millions			[1975-2004]: Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019.	[1975-2004]: Organisation de coopération et de développement économiques (OCDE), Paris, base de données du Comité d’aide au développement (CAD) de l’OCDE, dernier accès juin 2019.	25.86	163.16	47.96	83.96	135.29	206.53	197.16	156.0	255.33	211.22	74.06	99.51	8.84	-2.61	-1.76	137.5	94.7	80.11	111.43	95.79	99.87	132.32	150.28	199.72	61.88	60.43	70.81	61.58	131.77	58.22														58.22	2004
19	Development assistance	Aide au développement	odabimulti	77	Net disbursements of official development assistance to recipients	Net disbursements of official development assistance received	SYB070	34	Southern Asia	1	50	Bangladesh	BGD	1	89.17660788	22.86961622	BILATERAL	Bilateral	US dollars	6.0		Millions			Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019.	Organisation de coopération et de développement économiques (OCDE), Paris, base de données du Comité d’aide au développement (CAD) de l’OCDE, dernier accès juin 2019.	760.41	232.02	508.86	446.87	539.94	500.09	576.03	741.91	424.76	547.79	475.04	573.98	964.21	1385.3	851.83	1017.14	1210.62	728.25	654.72	751.85	658.43	594.76	436.21	550.44	400.28	306.77	363.53	371.74	700.68	598.76	520.94	537.21	496.66	459.64	478.92	505.11	588.16	1102.48	1402.24	1345.55	1606.22	1372.35	2574.89	2574.89	2017
19	Development assistance	Aide au développement	odabimulti	77	Net disbursements of official development assistance to recipients	Net disbursements of official development assistance received	SYB070	34	Southern Asia	1	50	Bangladesh	BGD	1	89.17660788	22.86961622	MULTILATERAL	Multilateral	US dollars	6.0		Millions			Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019.	Organisation de coopération et de développement économiques (OCDE), Paris, base de données du Comité d’aide au développement (CAD) de l’OCDE, dernier accès juin 2019.	294.77	259.79	263.56	511.85	582.24	729.22	478.26	562.16	568.5	561.25	507.71	714.01	654.79	7.31	630.83	771.76	401.6	770.4	510.65	632.9	374.68	370.12	426.94	429.11	605.15	669.57	554.92	435.66	601.11	822.54	730.68	490.61	811.86	1306.19	603.84	822.22	849.36	1051.57	1231.35	1077.09	963.91	1132.7	1183.11	1183.11	2017
