topicId	topicNameEN	topicNameFR	tableCode	tableId	tableName	seriesDesc	seriesCode	parentCode	parentName	countryProfile	refAreaCode	refAreaDesc	ISO3	UN_Member	X	Y	units	multiplier	baseYear	multiplierDesc	footnotesEN	footnotesFR	sourceEN	sourceFR	value_1980	value_1981	value_1982	value_1983	value_1984	value_1985	value_1986	value_1987	value_1988	value_1989	value_1990	value_1991	value_1992	value_1993	value_1994	value_1995	value_1996	value_1997	value_1998	value_1999	value_2000	value_2001	value_2002	value_2003	value_2004	value_2005	value_latest_year	latest_year
16	International tourism and transport	Tourisme et transport internationaux	maritimetransport	60	International maritime transport	International maritime transport: Vessels cleared	SYB035	34	Southern Asia	1	4	Afghanistan	AFG	1	66.02688198	33.83160199	Net registered tons	3.0																																		
16	International tourism and transport	Tourisme et transport internationaux	maritimetransport	60	International maritime transport	International maritime transport: Vessels cleared	SYB035	39	Southern Europe	1	8	Albania	ALB	1	20.06660928	41.13897007	Net registered tons	3.0		Thousands			[1993-2003]: United Nations Statistics Division, New York, transport statistics database.	[1993-2003]: 														121.0	198.0	309.0	213.0	123.0	61.0	29.0	72.0	69.0	64.0	208.0			208.0	2003
16	International tourism and transport	Tourisme et transport internationaux	maritimetransport	60	International maritime transport	International maritime transport: Vessels cleared	SYB035	15	Northern Africa	1	12	Algeria	DZA	1	2.678164227	28.15940032	Net registered tons	3.0		Thousands	Gross registered tons.	Tonneaux de jauge brute.	United Nations Statistics Division, New York, transport statistics database.		38688.0	38202.0	45080.0	51837.0	53133.0	83008.0	81403.0	79192.0	81976.0	83941.0	86693.0	86213.0	85730.0	84659.0	86767.0	88865.0	93676.0	103187.0	106036.0	113627.0	117937.0	119074.0	130706.0	139954.0	113364.0	150798.0	150798.0	2005
16	International tourism and transport	Tourisme et transport internationaux	maritimetransport	60	International maritime transport	International maritime transport: Vessels cleared	SYB035	61	Polynesia	1	16	American Samoa	ASM	0	-170.7187269	-14.30587306	Net registered tons	3.0		Thousands	[1980-1985,1991-2005]: Data refer to fiscal years ending 30 September.	[1980-1985,1991-2005]: Les données se réfèrent aux exercices budgétaires finissant le 30 septembre.	[1980-1985,1991-2005]: United Nations Statistics Division, New York, transport statistics database.	[1980-1985,1991-2005]: 	213.0	836.0	925.0	913.0	944.0	851.0						848.0	618.0	440.0	581.0	526.0	452.0	725.0	589.0	884.0	799.0	855.0	874.0	997.0	971.0	908.0	908.0	2005
16	International tourism and transport	Tourisme et transport internationaux	maritimetransport	60	International maritime transport	International maritime transport: Vessels cleared	SYB035	39	Southern Europe	1	20	Andorra	AND	1	1.576257417	42.54548611	Net registered tons	3.0																																		
16	International tourism and transport	Tourisme et transport internationaux	maritimetransport	60	International maritime transport	International maritime transport: Vessels cleared	SYB035	17	Middle Africa	1	24	Angola	AGO	1	17.57817062	-12.33724746	Net registered tons	3.0																																		
16	International tourism and transport	Tourisme et transport internationaux	maritimetransport	60	International maritime transport	International maritime transport: Vessels cleared	SYB035	29	Caribbean	1	28	Antigua and Barbuda	ATG	1	-61.7999755	17.07761471	Net registered tons	3.0		Thousands			[1996-1997]: United Nations Statistics Division, New York, transport statistics database.	[1996-1997]: 																	544328.0	667126.0									667126.0	1997
16	International tourism and transport	Tourisme et transport internationaux	maritimetransport	60	International maritime transport	International maritime transport: Vessels cleared	SYB035	145	Western Asia	1	31	Azerbaijan	AZE	1	50.01064725	40.39229544	Net registered tons	3.0		Thousands			[2005]: United Nations Statistics Division, New York, transport statistics database.	[2005]: 																										1578.4	1578.4	2005
16	International tourism and transport	Tourisme et transport internationaux	maritimetransport	60	International maritime transport	International maritime transport: Vessels cleared	SYB035	5	South America	1	32	Argentina	ARG	1	-65.14563274	-35.19446255	Net registered tons	3.0																																		
16	International tourism and transport	Tourisme et transport internationaux	maritimetransport	60	International maritime transport	International maritime transport: Vessels cleared	SYB035	53	Oceania	1	36	Australia	AUS	1	134.3499412	-25.57717202	Net registered tons	3.0		Thousands	[1997-2004]: Data refer to fiscal years ending 30 June. [1997-2004]: Including vessels in ballast.	[1997-2004]: Les données se réfèrent aux exercices budgétaires finissant le 30 juin. [1997-2004]: Y compris les navires sur lest.	[1997-2004]: United Nations Statistics Division, New York, transport statistics database.	[1997-2004]: 																		125667.0	158828.0	177199.0	185920.0	179319.0	163334.0	175129.0	204215.0		204215.0	2004
16	International tourism and transport	Tourisme et transport internationaux	maritimetransport	60	International maritime transport	International maritime transport: Vessels cleared	SYB035	155	Western Europe	1	40	Austria	AUT	1	14.14172472	47.58704857	Net registered tons	3.0																																		
16	International tourism and transport	Tourisme et transport internationaux	maritimetransport	60	International maritime transport	International maritime transport: Vessels cleared	SYB035	29	Caribbean	1	44	Bahamas	BHS	1	-78.05111663	24.69546597	Net registered tons	3.0																																		
16	International tourism and transport	Tourisme et transport internationaux	maritimetransport	60	International maritime transport	International maritime transport: Vessels cleared	SYB035	145	Western Asia	1	48	Bahrain	BHR	1	50.5490754	26.04407747	Net registered tons	3.0																																		
16	International tourism and transport	Tourisme et transport internationaux	maritimetransport	60	International maritime transport	International maritime transport: Vessels cleared	SYB035	34	Southern Asia	1	50	Bangladesh	BGD	1	89.17660788	22.86961622	Net registered tons	3.0		Thousands	[1980-1999]: Data refer to fiscal years beginning 1 July.	[1980-1999]: Les données se réfèrent aux exercices budgétaires commençant le 1er juillet.	[1980-1999]: United Nations Statistics Division, New York, transport statistics database.	[1980-1999]: 	4817.0	4978.0	5299.0	5433.0	4437.0	4795.0	3833.0	3254.0	3323.0	3796.0	3208.0	2816.0	2943.0	3103.0	2556.0	3094.0	3136.0	2866.0	2556.0	2949.0							2949.0	1999
16	International tourism and transport	Tourisme et transport internationaux	maritimetransport	60	International maritime transport	International maritime transport: Vessels cleared	SYB035	145	Western Asia	1	51	Armenia	ARM	1	44.93839317	40.29499741	Net registered tons	3.0																																		
16	International tourism and transport	Tourisme et transport internationaux	maritimetransport	60	International maritime transport	International maritime transport: Vessels cleared	SYB035	29	Caribbean	1	52	Barbados	BRB	1	-59.5346489	13.13648273	Net registered tons	3.0																																		
16	International tourism and transport	Tourisme et transport internationaux	maritimetransport	60	International maritime transport	International maritime transport: Vessels cleared	SYB035	155	Western Europe	1	56	Belgium	BEL	1	4.660976456	50.64104975	Net registered tons	3.0		Thousands			United Nations Statistics Division, New York, transport statistics database.		67585.0	68386.0	69491.0	68173.0	74965.0	77086.0	72235.0	75037.0	76919.0	155017.0	162236.0	165185.0	189286.0	190795.0	201448.0	210144.0	297610.0	333694.0	360987.0	375519.0	404159.0	422703.0	439861.0	414680.0	444956.0	431998.0	431998.0	2005
