topicId	topicNameEN	topicNameFR	tableCode	tableId	tableName	seriesDesc	seriesCode	parentCode	parentName	countryProfile	refAreaCode	refAreaDesc	ISO3	UN_Member	X	Y	units	multiplier	baseYear	multiplierDesc	footnotesEN	footnotesFR	sourceEN	sourceFR	value_2000	value_2001	value_2002	value_2003	value_2004	value_2005	value_2006	value_2007	value_2008	value_2009	value_2010	value_2011	value_2012	value_2013	value_2014	value_2015	value_2016	value_2017	value_2018	value_latest_year	latest_year
3	Education	Éducation	expendedu	109	Public expenditure on education	Public expenditure in education as percent of total expenditure in public institutions: Current expenditure other than staff compensation	SYB110	155	Western Europe	1	40	Austria	AUT	1	14.14172472	47.58704857	Percent	0					[2000-2015]: United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019.	[2000-2015]: Organisation des Nations Unies pour l’éducation, la science et la culture (UNESCO), Montréal, base de données statistiques de l’Institut de statistique (ISU) de l’UNESCO, dernier accès mars 2019.	22.8095	26.0078	25.0084	24.151	23.5784	23.1892	23.8336	24.3955	24.6485	24.2564	24.8899	26.267	27.5907	27.4623	26.1519	26.2292				26.2292	2015
3	Education	Éducation	expendedu	109	Public expenditure on education	Public expenditure in education as percent of total expenditure in public institutions: Current expenditure other than staff compensation	SYB110	29	Caribbean	1	44	Bahamas	BHS	1	-78.05111663	24.69546597	Percent	0																											
3	Education	Éducation	expendedu	109	Public expenditure on education	Public expenditure in education as percent of total expenditure in public institutions: Current expenditure other than staff compensation	SYB110	145	Western Asia	1	48	Bahrain	BHR	1	50.5490754	26.04407747	Percent	0					[2012]: United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019.	[2012]: Organisation des Nations Unies pour l’éducation, la science et la culture (UNESCO), Montréal, base de données statistiques de l’Institut de statistique (ISU) de l’UNESCO, dernier accès mars 2019.													13.8305							13.8305	2012
3	Education	Éducation	expendedu	109	Public expenditure on education	Public expenditure in education as percent of total expenditure in public institutions: Current expenditure other than staff compensation	SYB110	34	Southern Asia	1	50	Bangladesh	BGD	1	89.17660788	22.86961622	Percent	0					[2008-2009,2011-2012,2016]: United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019.	[2008-2009,2011-2012,2016]: Organisation des Nations Unies pour l’éducation, la science et la culture (UNESCO), Montréal, base de données statistiques de l’Institut de statistique (ISU) de l’UNESCO, dernier accès mars 2019.									17.5198	21.2008		4.7451	4.2789				12.8574			12.8574	2016
3	Education	Éducation	expendedu	109	Public expenditure on education	Public expenditure in education as percent of total expenditure in public institutions: Current expenditure other than staff compensation	SYB110	145	Western Asia	1	51	Armenia	ARM	1	44.93839317	40.29499741	Percent	0					[2012-2016]: United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019.	[2012-2016]: Organisation des Nations Unies pour l’éducation, la science et la culture (UNESCO), Montréal, base de données statistiques de l’Institut de statistique (ISU) de l’UNESCO, dernier accès mars 2019.													8.3223	10.1485	8.4561	11.618	8.2352			8.2352	2016
3	Education	Éducation	expendedu	109	Public expenditure on education	Public expenditure in education as percent of total expenditure in public institutions: Current expenditure other than staff compensation	SYB110	29	Caribbean	1	52	Barbados	BRB	1	-59.5346489	13.13648273	Percent	0					[2000-2005,2007-2010,2014,2016-2017]: United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019.	[2000-2005,2007-2010,2014,2016-2017]: Organisation des Nations Unies pour l’éducation, la science et la culture (UNESCO), Montréal, base de données statistiques de l’Institut de statistique (ISU) de l’UNESCO, dernier accès mars 2019.	9.0955	11.4762	20.7061	19.6384	18.5242	16.1543		12.924	14.4964	13.5532	10.449300000000001				47.7696		50.4527	38.4916		38.4916	2017
3	Education	Éducation	expendedu	109	Public expenditure on education	Public expenditure in education as percent of total expenditure in public institutions: Current expenditure other than staff compensation	SYB110	155	Western Europe	1	56	Belgium	BEL	1	4.660976456	50.64104975	Percent	0					[2005,2008-2011,2013-2015]: United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019.	[2005,2008-2011,2013-2015]: Organisation des Nations Unies pour l’éducation, la science et la culture (UNESCO), Montréal, base de données statistiques de l’Institut de statistique (ISU) de l’UNESCO, dernier accès mars 2019.						11.7209			13.5619	12.1709	11.9394	11.898		13.0291	13.7218	13.9184				13.9184	2015
3	Education	Éducation	expendedu	109	Public expenditure on education	Public expenditure in education as percent of total expenditure in public institutions: Current expenditure other than staff compensation	SYB110	21	Northern America	1	60	Bermuda	BMU	0	-64.78155012	32.27881922	Percent	0					[2015]: United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019.	[2015]: Organisation des Nations Unies pour l’éducation, la science et la culture (UNESCO), Montréal, base de données statistiques de l’Institut de statistique (ISU) de l’UNESCO, dernier accès mars 2019.																18.617				18.617	2015
3	Education	Éducation	expendedu	109	Public expenditure on education	Public expenditure in education as percent of total expenditure in public institutions: Current expenditure other than staff compensation	SYB110	34	Southern Asia	1	64	Bhutan	BTN	1	90.45098484	27.39598568	Percent	0					[2015]: United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019.	[2015]: Organisation des Nations Unies pour l’éducation, la science et la culture (UNESCO), Montréal, base de données statistiques de l’Institut de statistique (ISU) de l’UNESCO, dernier accès mars 2019.																50.088				50.088	2015
3	Education	Éducation	expendedu	109	Public expenditure on education	Public expenditure in education as percent of total expenditure in public institutions: Current expenditure other than staff compensation	SYB110	5	South America	1	68	Bolivia (Plurinational State of)	BOL	1	-64.66224284	-16.71273412	Percent	0					[2008-2009,2011-2012,2014]: United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019.	[2008-2009,2011-2012,2014]: Organisation des Nations Unies pour l’éducation, la science et la culture (UNESCO), Montréal, base de données statistiques de l’Institut de statistique (ISU) de l’UNESCO, dernier accès mars 2019.									49.703	31.8259		7.2197	20.4004		19.8863					19.8863	2014
3	Education	Éducation	expendedu	109	Public expenditure on education	Public expenditure in education as percent of total expenditure in public institutions: Current expenditure other than staff compensation	SYB110	39	Southern Europe	1	70	Bosnia and Herzegovina	BIH	1	17.78584332	44.16845548	Percent	0																											
3	Education	Éducation	expendedu	109	Public expenditure on education	Public expenditure in education as percent of total expenditure in public institutions: Current expenditure other than staff compensation	SYB110	18	Southern Africa	1	72	Botswana	BWA	1	23.81380223	-22.18810073	Percent	0																											
3	Education	Éducation	expendedu	109	Public expenditure on education	Public expenditure in education as percent of total expenditure in public institutions: Current expenditure other than staff compensation	SYB110	5	South America	1	76	Brazil	BRA	1	-53.08432878	-10.77668561	Percent	0					[2000-2002,2004-2015]: United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019.	[2000-2002,2004-2015]: Organisation des Nations Unies pour l’éducation, la science et la culture (UNESCO), Montréal, base de données statistiques de l’Institut de statistique (ISU) de l’UNESCO, dernier accès mars 2019.	19.0467	18.1486	17.9137		26.8798	23.6011	24.2834	24.2953	24.4263	22.8976	24.2804	20.7186	23.697	24.046	24.0646	21.3354				21.3354	2015
3	Education	Éducation	expendedu	109	Public expenditure on education	Public expenditure in education as percent of total expenditure in public institutions: Current expenditure other than staff compensation	SYB110	13	Central America	1	84	Belize	BLZ	1	-88.70199554	17.19965901	Percent	0			[2003]: Estimate.	[2003]: Données estimatives.	[2001,2003]: United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019.	[2001,2003]: Organisation des Nations Unies pour l’éducation, la science et la culture (UNESCO), Montréal, base de données statistiques de l’Institut de statistique (ISU) de l’UNESCO, dernier accès mars 2019.		18.2028		18.3463																18.3463	2003
3	Education	Éducation	expendedu	109	Public expenditure on education	Public expenditure in education as percent of total expenditure in public institutions: Current expenditure other than staff compensation	SYB110	54	Melanesia	1	90	Solomon Islands	SLB	1	160.1584117	-9.622391719	Percent	0																											
3	Education	Éducation	expendedu	109	Public expenditure on education	Public expenditure in education as percent of total expenditure in public institutions: Current expenditure other than staff compensation	SYB110	29	Caribbean	1	92	British Virgin Islands	VGB	0	-64.63294223	18.42256578	Percent	0			[2004]: Estimate.	[2004]: Données estimatives.	[2001,2004-2005,2007]: United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019.	[2001,2004-2005,2007]: Organisation des Nations Unies pour l’éducation, la science et la culture (UNESCO), Montréal, base de données statistiques de l’Institut de statistique (ISU) de l’UNESCO, dernier accès mars 2019.		4.3763			2.345	0.6568		15.1171												15.1171	2007
3	Education	Éducation	expendedu	109	Public expenditure on education	Public expenditure in education as percent of total expenditure in public institutions: Current expenditure other than staff compensation	SYB110	35	South-eastern Asia	1	96	Brunei Darussalam	BRN	1	114.6288563	4.49736984	Percent	0					[2016]: United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019.	[2016]: Organisation des Nations Unies pour l’éducation, la science et la culture (UNESCO), Montréal, base de données statistiques de l’Institut de statistique (ISU) de l’UNESCO, dernier accès mars 2019.																	30.5715			30.5715	2016
3	Education	Éducation	expendedu	109	Public expenditure on education	Public expenditure in education as percent of total expenditure in public institutions: Current expenditure other than staff compensation	SYB110	151	Eastern Europe	1	100	Bulgaria	BGR	1	25.23763153	42.75731323	Percent	0					[2001-2003,2005-2013]: United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019.	[2001-2003,2005-2013]: Organisation des Nations Unies pour l’éducation, la science et la culture (UNESCO), Montréal, base de données statistiques de l’Institut de statistique (ISU) de l’UNESCO, dernier accès mars 2019.		30.2991	26.6016	28.0913		26.694	31.8407	23.5377	25.4573	32.2643	28.3753	24.5425	22.6886	20.9372						20.9372	2013
3	Education	Éducation	expendedu	109	Public expenditure on education	Public expenditure in education as percent of total expenditure in public institutions: Current expenditure other than staff compensation	SYB110	35	South-eastern Asia	1	104	Myanmar	MMR	1	96.51752295	21.19332882	Percent	0					[2011,2017]: United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019.	[2011,2017]: Organisation des Nations Unies pour l’éducation, la science et la culture (UNESCO), Montréal, base de données statistiques de l’Institut de statistique (ISU) de l’UNESCO, dernier accès mars 2019.												9.3475						22.4423		22.4423	2017
3	Education	Éducation	expendedu	109	Public expenditure on education	Public expenditure in education as percent of total expenditure in public institutions: Current expenditure other than staff compensation	SYB110	14	Eastern Africa	1	108	Burundi	BDI	1	29.89080992	-3.366387428	Percent	0					[2001-2002,2004,2008-2012]: United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019.	[2001-2002,2004,2008-2012]: Organisation des Nations Unies pour l’éducation, la science et la culture (UNESCO), Montréal, base de données statistiques de l’Institut de statistique (ISU) de l’UNESCO, dernier accès mars 2019.		17.9027	17.7365		15.659				27.7046	22.5666	23.6736	23.6752	20.5046							20.5046	2012
3	Education	Éducation	expendedu	109	Public expenditure on education	Public expenditure in education as percent of total expenditure in public institutions: Current expenditure other than staff compensation	SYB110	151	Eastern Europe	1	112	Belarus	BLR	1	28.04940161	53.54193075	Percent	0					[2004-2007,2009-2017]: United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019.	[2004-2007,2009-2017]: Organisation des Nations Unies pour l’éducation, la science et la culture (UNESCO), Montréal, base de données statistiques de l’Institut de statistique (ISU) de l’UNESCO, dernier accès mars 2019.					32.2762	30.0787	27.9825	29.2864		28.369	26.5025	26.7761	24.7948	26.9006	25.6546	26.3524	28.553	27.353		27.353	2017
3	Education	Éducation	expendedu	109	Public expenditure on education	Public expenditure in education as percent of total expenditure in public institutions: Current expenditure other than staff compensation	SYB110	35	South-eastern Asia	1	116	Cambodia	KHM	1	104.922836	12.71163737	Percent	0					[2012]: United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019.	[2012]: Organisation des Nations Unies pour l’éducation, la science et la culture (UNESCO), Montréal, base de données statistiques de l’Institut de statistique (ISU) de l’UNESCO, dernier accès mars 2019.													57.3374							57.3374	2012
3	Education	Éducation	expendedu	109	Public expenditure on education	Public expenditure in education as percent of total expenditure in public institutions: Current expenditure other than staff compensation	SYB110	17	Middle Africa	1	120	Cameroon	CMR	1	12.7419827	5.692387031	Percent	0					[2008-2010,2013]: United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019.	[2008-2010,2013]: Organisation des Nations Unies pour l’éducation, la science et la culture (UNESCO), Montréal, base de données statistiques de l’Institut de statistique (ISU) de l’UNESCO, dernier accès mars 2019.									5.2171	6.0298	6.4745			10.6581						10.6581	2013
3	Education	Éducation	expendedu	109	Public expenditure on education	Public expenditure in education as percent of total expenditure in public institutions: Current expenditure other than staff compensation	SYB110	21	Northern America	1	124	Canada	CAN	1	-101.6575058	57.72360191	Percent	0					[2000-2002,2005-2011,2013]: United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019.	[2000-2002,2005-2011,2013]: Organisation des Nations Unies pour l’éducation, la science et la culture (UNESCO), Montréal, base de données statistiques de l’Institut de statistique (ISU) de l’UNESCO, dernier accès mars 2019.	25.9469	24.1543	26.3388			25.3942	26.5491	25.6676	25.3198	25.437	24.4521	24.0955		23.4165						23.4165	2013
3	Education	Éducation	expendedu	109	Public expenditure on education	Public expenditure in education as percent of total expenditure in public institutions: Current expenditure other than staff compensation	SYB110	11	Western Africa	1	132	Cabo Verde	CPV	1	-23.63544151	15.07791834	Percent	0			[2005]: Estimate.	[2005]: Données estimatives.	[2004-2005,2010,2015-2016]: United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019.	[2004-2005,2010,2015-2016]: Organisation des Nations Unies pour l’éducation, la science et la culture (UNESCO), Montréal, base de données statistiques de l’Institut de statistique (ISU) de l’UNESCO, dernier accès mars 2019.					3.3407	2.1387					15.5965					14.33	12.2391			12.2391	2016
3	Education	Éducation	expendedu	109	Public expenditure on education	Public expenditure in education as percent of total expenditure in public institutions: Current expenditure other than staff compensation	SYB110	29	Caribbean	1	136	Cayman Islands	CYM	0	-81.16740559	19.32266656	Percent	0					[2006]: United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019.	[2006]: Organisation des Nations Unies pour l’éducation, la science et la culture (UNESCO), Montréal, base de données statistiques de l’Institut de statistique (ISU) de l’UNESCO, dernier accès mars 2019.							2.4065													2.4065	2006
3	Education	Éducation	expendedu	109	Public expenditure on education	Public expenditure in education as percent of total expenditure in public institutions: Current expenditure other than staff compensation	SYB110	17	Middle Africa	1	140	Central African Republic	CAF	1	20.93559492	7.003720791	Percent	0					[2007-2008]: United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019.	[2007-2008]: Organisation des Nations Unies pour l’éducation, la science et la culture (UNESCO), Montréal, base de données statistiques de l’Institut de statistique (ISU) de l’UNESCO, dernier accès mars 2019.								8.6794	13.5384											13.5384	2008
3	Education	Éducation	expendedu	109	Public expenditure on education	Public expenditure in education as percent of total expenditure in public institutions: Current expenditure other than staff compensation	SYB110	34	Southern Asia	1	144	Sri Lanka	LKA	1	80.70489654	7.614693343	Percent	0					[2009-2015,2017]: United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019.	[2009-2015,2017]: Organisation des Nations Unies pour l’éducation, la science et la culture (UNESCO), Montréal, base de données statistiques de l’Institut de statistique (ISU) de l’UNESCO, dernier accès mars 2019.										15.7573	9.8949	9.6815	9.8479	8.5401	19.1646	18.3344		26.6429		26.6429	2017
3	Education	Éducation	expendedu	109	Public expenditure on education	Public expenditure in education as percent of total expenditure in public institutions: Current expenditure other than staff compensation	SYB110	17	Middle Africa	1	148	Chad	TCD	1	18.66618401	15.36279341	Percent	0					[2012]: United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019.	[2012]: Organisation des Nations Unies pour l’éducation, la science et la culture (UNESCO), Montréal, base de données statistiques de l’Institut de statistique (ISU) de l’UNESCO, dernier accès mars 2019.													2.6336							2.6336	2012
3	Education	Éducation	expendedu	109	Public expenditure on education	Public expenditure in education as percent of total expenditure in public institutions: Current expenditure other than staff compensation	SYB110	5	South America	1	152	Chile	CHL	1	-71.23029019	-35.2652885	Percent	0					[2002-2009]: United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019.	[2002-2009]: Organisation des Nations Unies pour l’éducation, la science et la culture (UNESCO), Montréal, base de données statistiques de l’Institut de statistique (ISU) de l’UNESCO, dernier accès mars 2019.			33.8012	29.9592	23.597	17.5113	17.5926	17.8939	17.3417	18.0951										18.0951	2009
3	Education	Éducation	expendedu	109	Public expenditure on education	Public expenditure in education as percent of total expenditure in public institutions: Current expenditure other than staff compensation	SYB110	30	Eastern Asia	1	156	China	CHN	1	104.1403375	32.30955217	Percent	0																											
3	Education	Éducation	expendedu	109	Public expenditure on education	Public expenditure in education as percent of total expenditure in public institutions: Current expenditure other than staff compensation	SYB110	5	South America	1	170	Colombia	COL	1	-73.07446751	3.888209046	Percent	0					[2004,2007-2008,2010-2017]: United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019.	[2004,2007-2008,2010-2017]: Organisation des Nations Unies pour l’éducation, la science et la culture (UNESCO), Montréal, base de données statistiques de l’Institut de statistique (ISU) de l’UNESCO, dernier accès mars 2019.					23.3469			24.6081	27.9282		6.7809	6.8133	6.7131	6.2358	5.5327	5.7745	5.3865	5.21		5.21	2017
3	Education	Éducation	expendedu	109	Public expenditure on education	Public expenditure in education as percent of total expenditure in public institutions: Current expenditure other than staff compensation	SYB110	14	Eastern Africa	1	174	Comoros	COM	1	43.34234565	-11.66121732	Percent	0					[2013-2015]: United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019.	[2013-2015]: Organisation des Nations Unies pour l’éducation, la science et la culture (UNESCO), Montréal, base de données statistiques de l’Institut de statistique (ISU) de l’UNESCO, dernier accès mars 2019.														4.1599	4.9511	4.8344000000000005				4.8344000000000005	2015
3	Education	Éducation	expendedu	109	Public expenditure on education	Public expenditure in education as percent of total expenditure in public institutions: Current expenditure other than staff compensation	SYB110	14	Eastern Africa	1	175	Mayotte	MYT	0	45.14015057	-12.82217691	Percent	0																											
3	Education	Éducation	expendedu	109	Public expenditure on education	Public expenditure in education as percent of total expenditure in public institutions: Current expenditure other than staff compensation	SYB110	17	Middle Africa	1	178	Congo	COG	1	15.22052612	-0.840544119	Percent	0																											
3	Education	Éducation	expendedu	109	Public expenditure on education	Public expenditure in education as percent of total expenditure in public institutions: Current expenditure other than staff compensation	SYB110	17	Middle Africa	1	180	Democratic Republic of the Congo	COD	1	23.65496507	-2.877154732	Percent	0					[2010,2013]: United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019.	[2010,2013]: Organisation des Nations Unies pour l’éducation, la science et la culture (UNESCO), Montréal, base de données statistiques de l’Institut de statistique (ISU) de l’UNESCO, dernier accès mars 2019.											2.5618			1.7382						1.7382	2013
3	Education	Éducation	expendedu	109	Public expenditure on education	Public expenditure in education as percent of total expenditure in public institutions: Current expenditure other than staff compensation	SYB110	61	Polynesia	1	184	Cook Islands	COK	0	-159.7711391	-21.22696458	Percent	0					[2014-2016]: United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019.	[2014-2016]: Organisation des Nations Unies pour l’éducation, la science et la culture (UNESCO), Montréal, base de données statistiques de l’Institut de statistique (ISU) de l’UNESCO, dernier accès mars 2019.															15.6962	16.3464	34.0481			34.0481	2016
3	Education	Éducation	expendedu	109	Public expenditure on education	Public expenditure in education as percent of total expenditure in public institutions: Current expenditure other than staff compensation	SYB110	13	Central America	1	188	Costa Rica	CRI	1	-84.19712782	9.970998683	Percent	0					[2016-2017]: United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019.	[2016-2017]: Organisation des Nations Unies pour l’éducation, la science et la culture (UNESCO), Montréal, base de données statistiques de l’Institut de statistique (ISU) de l’UNESCO, dernier accès mars 2019.																	14.795	39.6629		39.6629	2017
