goal	target	indicator	seriesCode	seriesDesc	release	geoAreaCode	geoAreaName	parentCode	parentName	type	ISO3	UN_Member	X	Y	basePeriod	unitsCode	unitsDesc	unitmultiplierCode	unitmultiplierDesc	reportingTypeCode	reportingTypeDesc	valueDetails	footnotes	sources	timeDetails	nature	value_2000	value_2001	value_2002	value_2003	value_2004	value_2005	value_2006	value_2007	value_2008	value_2009	value_2010	value_2011	value_2012	value_2013	value_2014	value_2015	value_2016	value_latest_year	latest_year
9	9.4	9.4.1	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	2019.Q3.G.01	512	Oman	145	Western Asia	Country	OMN	1	57.87743482	21.98805614		TONNES_M	Millions of tonnes			G	Global			IEA (2018), CO2 Emissions from Fuel Combustion. https://www.iea.org/statistics		E: Estimated data	20.419	23.016	24.673	25.286	25.111	25.182	33.67	37.09	35.616	38.514	42.368	48.765	54.341	56.491	59.643	63.636	63.138	63.138	2016
9	9.4	9.4.1	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	2019.Q3.G.01	516	Namibia	018	Southern Africa	Country	NAM	1	17.21907885	-22.13817068		TONNES_M	Millions of tonnes			G	Global			IEA (2018), CO2 Emissions from Fuel Combustion. https://www.iea.org/statistics		E: Estimated data	1.903	2.433	2.117	2.242	2.338	2.493	2.498	2.581	2.912	2.973	3.062	3.117	3.226	3.424	3.579	3.808	4.058	4.058	2016
9	9.4	9.4.1	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	2019.Q3.G.01	520	Nauru	057	Micronesia	Country	NRU	1	166.92313	-0.528742623																															
9	9.4	9.4.1	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	2019.Q3.G.01	524	Nepal	034	Southern Asia	Country	NPL	1	83.94678863	28.25866332		TONNES_M	Millions of tonnes			G	Global			IEA (2018), CO2 Emissions from Fuel Combustion. https://www.iea.org/statistics		E: Estimated data	3.1	3.35	2.671	2.905	2.697	3.074	2.501	2.578	2.882	3.427	4.122	4.405	4.972	4.945	5.949	5.694	8.5	8.5	2016
9	9.4	9.4.1	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	2019.Q3.G.01	528	Netherlands	155	Western Europe	Country	NLD	1	5.331480568	51.86728884		TONNES_M	Millions of tonnes			G	Global			IEA (2018), CO2 Emissions from Fuel Combustion. https://www.iea.org/statistics		E: Estimated data	161.617	166.59	166.904	169.919	171.659	167.168	162.865	163.648	164.457	159.675	170.119	158.191	156.199	155.871	148.643	156.121	157.073	157.073	2016
9	9.4	9.4.1	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	2019.Q3.G.01	530	Netherlands Antilles	029	Caribbean	Country	ANT	0	-68.30676179	12.22720635																															
9	9.4	9.4.1	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	2019.Q3.G.01	531	Curaçao	029	Caribbean	Country	CUW	0	-68.95033464	12.15058042		TONNES_M	Millions of tonnes			G	Global			IEA (2018), CO2 Emissions from Fuel Combustion. https://www.iea.org/statistics		E: Estimated data	5.621	5.658	5.412	5.425	5.666	5.975	5.877	6.386	6.324	5.925	4.375	5.494	4.459	4.295	4.611	4.676	4.148	4.148	2016
9	9.4	9.4.1	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	2019.Q3.G.01	533	Aruba	029	Caribbean	Country	ABW	0	-69.97050586	12.50878756																															
9	9.4	9.4.1	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	2019.Q3.G.01	534	Sint Maarten (Dutch part)	029	Caribbean	Country	SXM	0	-63.06198692	18.03926508																															
9	9.4	9.4.1	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	2019.Q3.G.01	540	New Caledonia	054	Melanesia	Country	NCL	0	165.5067368	-21.41742531																															
9	9.4	9.4.1	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	2019.Q3.G.01	548	Vanuatu	054	Melanesia	Country	VUT	1	167.0679779	-15.34445547																															
9	9.4	9.4.1	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	2019.Q3.G.01	554	New Zealand	053	Australia and New Zealand	Country	NZL	1	170.4755673	-43.98721568		TONNES_M	Millions of tonnes			G	Global			IEA (2018), CO2 Emissions from Fuel Combustion. https://www.iea.org/statistics		E: Estimated data	28.982	31.183	31.088	32.976	32.443	33.715	33.768	32.616	33.459	30.47	30.386	29.689	31.224	30.967	31.254	31.241	30.454	30.454	2016
9	9.4	9.4.1	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	2019.Q3.G.01	558	Nicaragua	013	Central America	Country	NIC	1	-85.03060315	12.84210839		TONNES_M	Millions of tonnes			G	Global			IEA (2018), CO2 Emissions from Fuel Combustion. https://www.iea.org/statistics		E: Estimated data	3.542	3.711	3.832	3.953	4.106	4.032	4.246	4.363	4.191	4.167	4.277	4.469	4.436	4.292	4.581	5.128	5.303	5.303	2016
9	9.4	9.4.1	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	2019.Q3.G.01	562	Niger	011	Western Africa	Country	NER	1	9.400167877	17.42143036		TONNES_M	Millions of tonnes			G	Global			IEA (2018), CO2 Emissions from Fuel Combustion. https://www.iea.org/statistics		E: Estimated data	0.648	0.647	0.672	0.736	0.77	0.733	0.726	0.8	0.839	1.065	1.356	1.377	1.863	1.777	1.964	1.986	1.945	1.945	2016
9	9.4	9.4.1	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	2019.Q3.G.01	566	Nigeria	011	Western Africa	Country	NGA	1	8.097363256	9.585789025		TONNES_M	Millions of tonnes			G	Global			IEA (2018), CO2 Emissions from Fuel Combustion. https://www.iea.org/statistics		E: Estimated data	43.766	49.224	50.854	54.066	54.019	56.558	51.356	47.716	52.945	44.126	54.917	59.637	61.068	80.392	87.687	82.734	85.994	85.994	2016
9	9.4	9.4.1	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	2019.Q3.G.01	570	Niue	061	Polynesia	Country	NIU	0	-169.8601693	-19.05000475																															
9	9.4	9.4.1	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	2019.Q3.G.01	574	Norfolk Island	053	Australia and New Zealand	Country	NFK	0	167.9515548	-29.03230018																															
9	9.4	9.4.1	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	2019.Q3.G.01	578	Norway	154	Northern Europe	Country	NOR	1	11.47846389	61.34311134		TONNES_M	Millions of tonnes			G	Global			IEA (2018), CO2 Emissions from Fuel Combustion. https://www.iea.org/statistics		E: Estimated data	31.879	32.889	32.504	35.07	35.594	34.5	35.462	36.038	35.306	35.683	38.386	36.887	36.081	35.951	35.73	36.071	35.519	35.519	2016
9	9.4	9.4.1	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	2019.Q3.G.01	580	Northern Mariana Islands	057	Micronesia	Country	MNP	0	145.7582114	15.19099517																															
9	9.4	9.4.1	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	2019.Q3.G.01	581	United States Minor Outlying Islands	057	Micronesia	Country	UMI	0	-162.4343752	5.874443968																															
9	9.4	9.4.1	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	2019.Q3.G.01	583	Micronesia (Federated States of)	057	Micronesia	Country	FSM	1	158.225216	6.880670092																															
9	9.4	9.4.1	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	2019.Q3.G.01	584	Marshall Islands	057	Micronesia	Country	MHL	1	171.0839119	7.110213497																															
9	9.4	9.4.1	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	2019.Q3.G.01	585	Palau	057	Micronesia	Country	PLW	1	134.5733878	7.502307591																															
9	9.4	9.4.1	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	2019.Q3.G.01	586	Pakistan	034	Southern Asia	Country	PAK	1	68.80479684	29.36491634		TONNES_M	Millions of tonnes			G	Global			IEA (2018), CO2 Emissions from Fuel Combustion. https://www.iea.org/statistics		E: Estimated data	94.385	95.524	98.043	100.67	112.813	114.984	124.532	136.431	130.525	133.785	129.623	131.074	132.709	133.556	141.607	150.797	153.378	153.378	2016
9	9.4	9.4.1	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	2019.Q3.G.01	591	Panama	013	Central America	Country	PAN	1	-81.26616623	8.450965746		TONNES_M	Millions of tonnes			G	Global			IEA (2018), CO2 Emissions from Fuel Combustion. https://www.iea.org/statistics		E: Estimated data	4.878	5.87	5.099	5.203	5.291	6.773	7.15	6.898	6.528	8.009	8.843	9.498	9.764	9.874	10.588	10.683	10.156	10.156	2016
9	9.4	9.4.1	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	2019.Q3.G.01	598	Papua New Guinea	054	Melanesia	Country	PNG	1	145.8587761	-6.756057077																															
9	9.4	9.4.1	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	2019.Q3.G.01	600	Paraguay	005	South America	Country	PRY	1	-60.54854225	-21.70216237		TONNES_M	Millions of tonnes			G	Global			IEA (2018), CO2 Emissions from Fuel Combustion. https://www.iea.org/statistics		E: Estimated data	3.282	3.415	3.59	3.713	3.766	3.47	3.599	3.731	3.946	4.098	4.659	4.871	5.044	4.936	5.189	5.682	6.407	6.407	2016
9	9.4	9.4.1	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	2019.Q3.G.01	604	Peru	005	South America	Country	PER	1	-71.82093277	-13.58939705		TONNES_M	Millions of tonnes			G	Global			IEA (2018), CO2 Emissions from Fuel Combustion. https://www.iea.org/statistics		E: Estimated data	26.403	24.337	25.525	24.876	28.768	28.633	28.032	30.924	35.21	37.747	41.104	44.238	43.503	44.293	47.476	48.813	51.332	51.332	2016
9	9.4	9.4.1	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	2019.Q3.G.01	608	Philippines	035	South-Eastern Asia	Country	PHL	1	120.8601418	14.16591706		TONNES_M	Millions of tonnes			G	Global			IEA (2018), CO2 Emissions from Fuel Combustion. https://www.iea.org/statistics		E: Estimated data	68.131	67.878	66.846	69.029	70.527	71.502	65.547	69.022	71.179	71.468	77.128	77.755	80.408	89.65	95.714	103.891	114.752	114.752	2016
9	9.4	9.4.1	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	2019.Q3.G.01	612	Pitcairn	061	Polynesia	Country	PCN	0	-128.3225873	-24.37538456																															
9	9.4	9.4.1	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	2019.Q3.G.01	616	Poland	151	Eastern Europe	Country	POL	1	19.40660158	52.1226733		TONNES_M	Millions of tonnes			G	Global			IEA (2018), CO2 Emissions from Fuel Combustion. https://www.iea.org/statistics		E: Estimated data	289.591	288.64	282.611	293.13	296.745	296.261	308.078	306.295	301.597	291.472	307.493	303.188	296.941	292.407	279.259	282.697	293.127	293.127	2016
9	9.4	9.4.1	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	2019.Q3.G.01	620	Portugal	039	Southern Europe	Country	PRT	1	-7.961599811	39.68509315		TONNES_M	Millions of tonnes			G	Global			IEA (2018), CO2 Emissions from Fuel Combustion. https://www.iea.org/statistics		E: Estimated data	57.852	57.757	61.695	56.908	58.125	61.386	56.445	54.632	52.832	53.077	47.561	47.055	45.67	43.741	42.835	46.995	47.374	47.374	2016
9	9.4	9.4.1	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	2019.Q3.G.01	624	Guinea-Bissau	011	Western Africa	Country	GNB	1	-14.40182514	12.11760394																															
9	9.4	9.4.1	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	2019.Q3.G.01	626	Timor-Leste	035	South-Eastern Asia	Country	TLS	1	125.9451052	-8.797497247																															
9	9.4	9.4.1	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	2019.Q3.G.01	630	Puerto Rico	029	Caribbean	Country	PRI	0	-66.47591017	18.22753799																															
9	9.4	9.4.1	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	2019.Q3.G.01	634	Qatar	145	Western Asia	Country	QAT	1	51.19152467	25.28355379		TONNES_M	Millions of tonnes			G	Global			IEA (2018), CO2 Emissions from Fuel Combustion. https://www.iea.org/statistics		E: Estimated data	21.258	22.477	26.559	27.859	30.867	33.212	38.464	43.997	46.922	48.041	55.483	62.456	69.526	71.181	76.585	77.637	79.071	79.071	2016
9	9.4	9.4.1	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	2019.Q3.G.01	638	Réunion	014	Eastern Africa	Country	REU	0	55.53171398	-21.13183266																															
9	9.4	9.4.1	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	2019.Q3.G.01	642	Romania	151	Eastern Europe	Country	ROU	1	24.98481009	45.83893563		TONNES_M	Millions of tonnes			G	Global			IEA (2018), CO2 Emissions from Fuel Combustion. https://www.iea.org/statistics		E: Estimated data	86.222	91.341	90.898	96.974	93.734	92.633	95.286	92.382	91.071	77.431	74.725	80.859	78.578	69.186	68.368	69.472	67.889	67.889	2016
9	9.4	9.4.1	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	2019.Q3.G.01	643	Russian Federation	151	Eastern Europe	Country	RUS	1	99.01404926	61.61899849		TONNES_M	Millions of tonnes			G	Global			IEA (2018), CO2 Emissions from Fuel Combustion. https://www.iea.org/statistics		E: Estimated data	1474.379	1474.654	1465.836	1493.88	1488.186	1481.879	1537.685	1533.707	1553.821	1440.663	1529.207	1604.722	1551.043	1513.796	1487.115	1466.33	1438.598	1438.598	2016
9	9.4	9.4.1	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	2019.Q3.G.01	646	Rwanda	014	Eastern Africa	Country	RWA	1	29.92310194	-1.999842114																															
9	9.4	9.4.1	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	2019.Q3.G.01	652	Saint Barthélemy	029	Caribbean	Country	BLM	0	-62.83173536	17.89513362																															
9	9.4	9.4.1	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	2019.Q3.G.01	654	Saint Helena	011	Western Africa	Country	SHN	0	-5.705752501	-15.96503946																															
9	9.4	9.4.1	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	2019.Q3.G.01	659	Saint Kitts and Nevis	029	Caribbean	Country	KNA	1	-62.76628613	17.33994219																															
9	9.4	9.4.1	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	2019.Q3.G.01	660	Anguilla	029	Caribbean	Country	AIA	0	-63.05651612	18.21525315																															
9	9.4	9.4.1	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	2019.Q3.G.01	662	Saint Lucia	029	Caribbean	Country	LCA	1	-60.96529553	13.89405601																															
9	9.4	9.4.1	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	2019.Q3.G.01	663	Saint Martin (French Part)	029	Caribbean	Country	MAF	0	-63.04505461	18.0882685																															
9	9.4	9.4.1	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	2019.Q3.G.01	666	Saint Pierre and Miquelon	021	Northern America	Country	SPM	0	-56.33682442	46.85812735																															
9	9.4	9.4.1	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	2019.Q3.G.01	670	Saint Vincent and the Grenadines	029	Caribbean	Country	VCT	1	-61.19024321	13.24627968																															
9	9.4	9.4.1	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	2019.Q3.G.01	674	San Marino	039	Southern Europe	Country	SMR	1	12.46329038	43.93841766																															
9	9.4	9.4.1	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	2019.Q3.G.01	678	Sao Tome and Principe	017	Middle Africa	Country	STP	1	6.609772265	0.241554875																															
9	9.4	9.4.1	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	2019.Q3.G.01	682	Saudi Arabia	145	Western Asia	Country	SAU	1	44.54763347	24.12594211		TONNES_M	Millions of tonnes			G	Global			IEA (2018), CO2 Emissions from Fuel Combustion. https://www.iea.org/statistics		E: Estimated data	234.617	238.288	255.319	266.342	282.109	298.037	316.647	333.179	364.251	379.468	419.164	434.637	463.416	471.131	506.686	531.554	527.235	527.235	2016
9	9.4	9.4.1	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	2019.Q3.G.01	686	Senegal	011	Western Africa	Country	SEN	1	-14.46636926	14.35920905		TONNES_M	Millions of tonnes			G	Global			IEA (2018), CO2 Emissions from Fuel Combustion. https://www.iea.org/statistics		E: Estimated data	3.521	3.836	3.917	3.81	4.439	4.626	4.437	4.981	5.219	5.374	5.461	5.788	5.67	6.003	6.685	7.517	8.16	8.16	2016
9	9.4	9.4.1	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	2019.Q3.G.01	688	Serbia	039	Southern Europe	Country	SRB	1	20.805876	44.03145697		TONNES_M	Millions of tonnes			G	Global			IEA (2018), CO2 Emissions from Fuel Combustion. https://www.iea.org/statistics		E: Estimated data	42.939	45.003	48.581	52.145	56.345	49.497	51.685	50.098	48.277	45.62	45.832	49.988	44.57	45.377	38.064	44.46	45.474	45.474	2016
9	9.4	9.4.1	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	2019.Q3.G.01	690	Seychelles	014	Eastern Africa	Country	SYC	1	55.46561591	-4.678053059																															
9	9.4	9.4.1	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	2019.Q3.G.01	694	Sierra Leone	011	Western Africa	Country	SLE	1	-11.78306584	8.568604164																															
9	9.4	9.4.1	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	2019.Q3.G.01	702	Singapore	035	South-Eastern Asia	Country	SGP	1	103.8107883	1.361009155		TONNES_M	Millions of tonnes			G	Global			IEA (2018), CO2 Emissions from Fuel Combustion. https://www.iea.org/statistics		E: Estimated data	42.136	42.053	41.316	38.183	39.637	37.87	38.297	39.431	39.367	40.349	44.291	46.754	45.973	46.487	45.775	44.158	45.265	45.265	2016
9	9.4	9.4.1	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	2019.Q3.G.01	703	Slovakia	151	Eastern Europe	Country	SVK	1	19.48495604	48.70741446		TONNES_M	Millions of tonnes			G	Global			IEA (2018), CO2 Emissions from Fuel Combustion. https://www.iea.org/statistics		E: Estimated data	36.882	37.368	36.9	37.41	36.213	37.262	36.484	35.705	35.424	32.609	34.572	32.855	31.251	31.785	29.171	29.445	30.213	30.213	2016
9	9.4	9.4.1	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	2019.Q3.G.01	704	Viet Nam	035	South-Eastern Asia	Country	VNM	1	105.802499	10.09643079		TONNES_M	Millions of tonnes			G	Global			IEA (2018), CO2 Emissions from Fuel Combustion. https://www.iea.org/statistics		E: Estimated data	44.238	48.811	57.188	60.317	73.466	79.119	81.435	89.816	100.978	111.638	126.131	125.634	124.776	130.06	143.894	168.746	187.103	187.103	2016
9	9.4	9.4.1	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	2019.Q3.G.01	705	Slovenia	039	Southern Europe	Country	SVN	1	14.82209486	46.11958061		TONNES_M	Millions of tonnes			G	Global			IEA (2018), CO2 Emissions from Fuel Combustion. https://www.iea.org/statistics		E: Estimated data	14.051	14.875	15.081	14.966	15.235	15.443	15.799	15.753	16.798	15.109	15.447	15.426	14.859	14.212	12.756	12.805	13.586	13.586	2016
9	9.4	9.4.1	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	2019.Q3.G.01	706	Somalia	014	Eastern Africa	Country	SOM	1	46.20367477	4.406485729																															
9	9.4	9.4.1	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	2019.Q3.G.01	710	South Africa	018	Southern Africa	Country	ZAF	1	24.67184355	-29.99957544		TONNES_M	Millions of tonnes			G	Global			IEA (2018), CO2 Emissions from Fuel Combustion. https://www.iea.org/statistics		E: Estimated data	280.527	316.491	326.838	348.268	375.308	372.314	373.988	391.522	423.32	400.304	406.892	393.135	411.814	421.406	434.537	410.115	414.372	414.372	2016
9	9.4	9.4.1	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	2019.Q3.G.01	716	Zimbabwe	014	Eastern Africa	Country	ZWE	1	29.86909584	-19.00075492		TONNES_M	Millions of tonnes			G	Global			IEA (2018), CO2 Emissions from Fuel Combustion. https://www.iea.org/statistics		E: Estimated data	13.289	13.573	12.242	10.015	9.566	10.273	9.558	9.616	7.451	7.315	9.33	11.096	11.462	11.772	11.521	11.785	10.333	10.333	2016
9	9.4	9.4.1	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	2019.Q3.G.01	724	Spain	039	Southern Europe	Country	ESP	1	-3.554078296	40.39211472		TONNES_M	Millions of tonnes			G	Global			IEA (2018), CO2 Emissions from Fuel Combustion. https://www.iea.org/statistics		E: Estimated data	278.585	279.777	297.224	302.618	319.271	333.71	325.037	337.863	309.774	276.086	262.055	264.874	260.512	235.162	232.064	247.067	238.636	238.636	2016
9	9.4	9.4.1	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	2019.Q3.G.01	728	South Sudan	014	Eastern Africa	Country	SSD	1	30.32618773	7.290839152		TONNES_M	Millions of tonnes			G	Global			IEA (2018), CO2 Emissions from Fuel Combustion. https://www.iea.org/statistics		E: Estimated data													1.438	1.475	1.555	2.001	1.765	1.765	2016
9	9.4	9.4.1	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	2019.Q3.G.01	729	Sudan	015	Northern Africa	Country	SDN	0	29.95650159	16.02643066		TONNES_M	Millions of tonnes			G	Global			IEA (2018), CO2 Emissions from Fuel Combustion. https://www.iea.org/statistics		E: Estimated data	5.486	6.017	7.462	7.646	8.39	9.867	12.313	13.254	14.343	14.655	14.97	14.028	13.656	13.366	13.538	15.557	18.875	18.875	2016
9	9.4	9.4.1	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	2019.Q3.G.01	732	Western Sahara	015	Northern Africa	Country	ESH	0	-13.13515523	24.66265342																															
9	9.4	9.4.1	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	2019.Q3.G.01	740	Suriname	005	South America	Country	SUR	1	-55.90626394	4.132603197		TONNES_M	Millions of tonnes			G	Global			IEA (2018), CO2 Emissions from Fuel Combustion. https://www.iea.org/statistics		E: Estimated data	1.454	1.484	1.08	1.199	1.359	1.653	1.494	1.376	1.42	1.418	1.696	1.788	2.003	1.965	1.993	2.066	1.906	1.906	2016
9	9.4	9.4.1	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	2019.Q3.G.01	744	Svalbard and Jan Mayen Islands	154	Northern Europe	Country	SJM	0	13.38071013	78.82894131																															
9	9.4	9.4.1	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	2019.Q3.G.01	748	Eswatini	018	Southern Africa	Country	SWZ	1	31.50149288	-26.56471011																															
9	9.4	9.4.1	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	2019.Q3.G.01	752	Sweden	154	Northern Europe	Country	SWE	1	14.3775338	60.60103109		TONNES_M	Millions of tonnes			G	Global			IEA (2018), CO2 Emissions from Fuel Combustion. https://www.iea.org/statistics		E: Estimated data	51.989	51.165	52.744	53.997	52.309	49.106	46.628	44.988	42.956	40.726	46.063	42.354	39.246	37.567	37.295	37.112	37.998	37.998	2016
9	9.4	9.4.1	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	2019.Q3.G.01	756	Switzerland	155	Western Europe	Country	CHE	1	8.223158	46.96617097		TONNES_M	Millions of tonnes			G	Global			IEA (2018), CO2 Emissions from Fuel Combustion. https://www.iea.org/statistics		E: Estimated data	41.985	43.398	41.883	43.188	43.534	44.007	43.629	41.66	43.113	41.826	43.258	39.234	40.666	41.666	37.869	37.323	37.939	37.939	2016
9	9.4	9.4.1	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	2019.Q3.G.01	760	Syrian Arab Republic	145	Western Asia	Country	SYR	1	38.50466565	35.01676176		TONNES_M	Millions of tonnes			G	Global			IEA (2018), CO2 Emissions from Fuel Combustion. https://www.iea.org/statistics		E: Estimated data	37.028	38.907	39.815	40.036	42.492	53.466	56.694	59.617	61.363	56.683	56.594	52.148	40.266	30.805	27.153	25.962	26.093	26.093	2016
9	9.4	9.4.1	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	2019.Q3.G.01	762	Tajikistan	143	Central Asia	Country	TJK	1	69.294998	38.43069666		TONNES_M	Millions of tonnes			G	Global			IEA (2018), CO2 Emissions from Fuel Combustion. https://www.iea.org/statistics		E: Estimated data	2.177	2.116	2.085	2.094	2.502	2.347	2.549	3.115	2.948	2.31	2.303	2.418	2.892	3.007	4.022	4.212	4.772	4.772	2016
9	9.4	9.4.1	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	2019.Q3.G.01	764	Thailand	035	South-Eastern Asia	Country	THA	1	101.0202951	15.13089239		TONNES_M	Millions of tonnes			G	Global			IEA (2018), CO2 Emissions from Fuel Combustion. https://www.iea.org/statistics		E: Estimated data	152.285	159.994	169.402	177.112	193.81	200.204	201.676	209.446	215.179	207.212	223.419	221.78	238.972	247.459	243.898	248.098	244.559	244.559	2016
9	9.4	9.4.1	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	2019.Q3.G.01	768	Togo	011	Western Africa	Country	TGO	1	0.97835765	8.532096072		TONNES_M	Millions of tonnes			G	Global			IEA (2018), CO2 Emissions from Fuel Combustion. https://www.iea.org/statistics		E: Estimated data	0.949	0.781	0.852	1.09	1.03	0.963	0.887	0.893	1.096	2.276	2.076	1.887	1.625	1.688	1.78	1.868	1.954	1.954	2016
9	9.4	9.4.1	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	2019.Q3.G.01	772	Tokelau	061	Polynesia	Country	TKL	0	-171.8154473	-9.214545558																															
9	9.4	9.4.1	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	2019.Q3.G.01	776	Tonga	061	Polynesia	Country	TON	1	-175.1959991	-21.19511329																															
9	9.4	9.4.1	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	2019.Q3.G.01	780	Trinidad and Tobago	029	Caribbean	Country	TTO	1	-61.29389504	10.41877263		TONNES_M	Millions of tonnes			G	Global			IEA (2018), CO2 Emissions from Fuel Combustion. https://www.iea.org/statistics		E: Estimated data	10.108	11.773	13.068	15.317	15.75	17.542	19.441	21.66	21.536	20.171	22.351	22.246	22.05	22.953	23.24	21.657	21.11	21.11	2016
