goal	target	indicator	seriesCode	seriesDesc	release	geoAreaCode	geoAreaName	parentCode	parentName	type	ISO3	UN_Member	X	Y	basePeriod	unitsCode	unitsDesc	unitmultiplierCode	unitmultiplierDesc	reportingTypeCode	reportingTypeDesc	valueDetails	footnotes	sources	timeDetails	nature	value_2005	value_2006	value_2007	value_2008	value_2009	value_2010	value_2011	value_2012	value_2013	value_2014	value_2015	value_2016	value_latest_year	latest_year
6	6.6	6.6.1	EN_WBE_PMPP	Water body extent (permanent and maybe permanent) (% of total land area)	2019.Q3.G.01	036	Australia	053	Australia and New Zealand	Country	AUS	1	134.3499412	-25.57717202		PT	Percentage			G	Global			Global Surface Water Explorer extraction for UN Environment		E: Estimated data	0.17679	0.16993	0.16192	0.15925	0.16022	0.15844	0.15967	0.17179	0.18262	0.18626	0.18917	0.18889	0.18889	2016
6	6.6	6.6.1	EN_WBE_PMPP	Water body extent (permanent and maybe permanent) (% of total land area)	2019.Q3.G.01	040	Austria	155	Western Europe	Country	AUT	1	14.14172472	47.58704857		PT	Percentage			G	Global			Global Surface Water Explorer extraction for UN Environment		E: Estimated data	0.76382	0.76482	0.76574	0.76383	0.76605	0.76594	0.7665	0.76507	0.76584	0.7666	0.7676	0.76729	0.76729	2016
6	6.6	6.6.1	EN_WBE_PMPP	Water body extent (permanent and maybe permanent) (% of total land area)	2019.Q3.G.01	044	Bahamas	029	Caribbean	Country	BHS	1	-78.05111663	24.69546597		PT	Percentage			G	Global			Global Surface Water Explorer extraction for UN Environment		E: Estimated data	9.91863	9.94409	10.01941	10.07417	9.97402	9.98754	10.0294	10.01049	10.19444	10.25477	10.5218	10.75736	10.75736	2016
6	6.6	6.6.1	EN_WBE_PMPP	Water body extent (permanent and maybe permanent) (% of total land area)	2019.Q3.G.01	048	Bahrain	145	Western Asia	Country	BHR	1	50.5490754	26.04407747		PT	Percentage			G	Global			Global Surface Water Explorer extraction for UN Environment		E: Estimated data	7.74749	7.70265	7.74461	7.70212	7.4353	7.2342	7.15549	7.03847	6.84909	6.83362	6.84653	6.82962	6.82962	2016
6	6.6	6.6.1	EN_WBE_PMPP	Water body extent (permanent and maybe permanent) (% of total land area)	2019.Q3.G.01	050	Bangladesh	034	Southern Asia	Country	BGD	1	89.17660788	22.86961622		PT	Percentage			G	Global			Global Surface Water Explorer extraction for UN Environment		E: Estimated data	3.47536	3.50819	3.51381	3.56045	3.59619	3.55885	3.57362	3.60639	3.58679	3.5697	3.60936	3.59635	3.59635	2016
6	6.6	6.6.1	EN_WBE_PMPP	Water body extent (permanent and maybe permanent) (% of total land area)	2019.Q3.G.01	051	Armenia	145	Western Asia	Country	ARM	1	44.93839317	40.29499741		PT	Percentage			G	Global			Global Surface Water Explorer extraction for UN Environment		E: Estimated data	4.59707	4.61606	4.63357	4.64706	4.65162	4.65961	4.66671	4.67739	4.67674	4.68325	4.68127	4.68372	4.68372	2016
6	6.6	6.6.1	EN_WBE_PMPP	Water body extent (permanent and maybe permanent) (% of total land area)	2019.Q3.G.01	052	Barbados	029	Caribbean	Country	BRB	1	-59.5346489	13.13648273		PT	Percentage			G	Global			Global Surface Water Explorer extraction for UN Environment		E: Estimated data	0.05384	0.05238	0.05427	0.05572	0.05638	0.0557	0.05693	0.05793	0.05833	0.05457	0.05032	0.04724	0.04724	2016
6	6.6	6.6.1	EN_WBE_PMPP	Water body extent (permanent and maybe permanent) (% of total land area)	2019.Q3.G.01	056	Belgium	155	Western Europe	Country	BEL	1	4.660976456	50.64104975		PT	Percentage			G	Global			Global Surface Water Explorer extraction for UN Environment		E: Estimated data	0.51061	0.50692	0.51017	0.51015	0.51384	0.50991	0.51516	0.51696	0.51645	0.51613	0.52117	0.52163	0.52163	2016
6	6.6	6.6.1	EN_WBE_PMPP	Water body extent (permanent and maybe permanent) (% of total land area)	2019.Q3.G.01	060	Bermuda	021	Northern America	Country	BMU	0	-64.78155012	32.27881922		PT	Percentage			G	Global			Global Surface Water Explorer extraction for UN Environment		E: Estimated data	53.43165	53.43437	53.44575	53.48175	53.45148	53.44762	53.46984	53.49	53.43642	53.43978	53.44119	53.43094	53.43094	2016
6	6.6	6.6.1	EN_WBE_PMPP	Water body extent (permanent and maybe permanent) (% of total land area)	2019.Q3.G.01	064	Bhutan	034	Southern Asia	Country	BTN	1	90.45098484	27.39598568		PT	Percentage			G	Global			Global Surface Water Explorer extraction for UN Environment		E: Estimated data	0.1922	0.19258	0.19292	0.19205	0.20085	0.20006	0.19967	0.19997	0.20097	0.2007	0.20052	0.1979	0.1979	2016
6	6.6	6.6.1	EN_WBE_PMPP	Water body extent (permanent and maybe permanent) (% of total land area)	2019.Q3.G.01	068	Bolivia (Plurinational State of)	005	South America	Country	BOL	1	-64.66224284	-16.71273412		PT	Percentage			G	Global			Global Surface Water Explorer extraction for UN Environment		E: Estimated data	1.16552	1.17341	1.14459	1.10846	1.11396	1.10001	1.05369	1.02465	1.06671	1.06636	1.06494	1.10955	1.10955	2016
6	6.6	6.6.1	EN_WBE_PMPP	Water body extent (permanent and maybe permanent) (% of total land area)	2019.Q3.G.01	070	Bosnia and Herzegovina	039	Southern Europe	Country	BIH	1	17.78584332	44.16845548		PT	Percentage			G	Global			Global Surface Water Explorer extraction for UN Environment		E: Estimated data	0.38438	0.38914	0.38793	0.38279	0.38429	0.38277	0.37964	0.3764	0.3741	0.37921	0.38463	0.38636	0.38636	2016
6	6.6	6.6.1	EN_WBE_PMPP	Water body extent (permanent and maybe permanent) (% of total land area)	2019.Q3.G.01	072	Botswana	018	Southern Africa	Country	BWA	1	23.81380223	-22.18810073		PT	Percentage			G	Global			Global Surface Water Explorer extraction for UN Environment		E: Estimated data	0.02583	0.0196	0.0228	0.02303	0.028	0.02679	0.02848	0.02598	0.03517	0.04353	0.05759	0.0677	0.0677	2016
6	6.6	6.6.1	EN_WBE_PMPP	Water body extent (permanent and maybe permanent) (% of total land area)	2019.Q3.G.01	074	Bouvet Island	005	South America	Country	BVT	0	3.410732868	-54.43295905																										
6	6.6	6.6.1	EN_WBE_PMPP	Water body extent (permanent and maybe permanent) (% of total land area)	2019.Q3.G.01	076	Brazil	005	South America	Country	BRA	1	-53.08432878	-10.77668561		PT	Percentage			G	Global			Global Surface Water Explorer extraction for UN Environment		E: Estimated data	1.22097	1.22973	1.24462	1.25384	1.26036	1.26411	1.265	1.26961	1.26669	1.26623	1.25854	1.25463	1.25463	2016
6	6.6	6.6.1	EN_WBE_PMPP	Water body extent (permanent and maybe permanent) (% of total land area)	2019.Q3.G.01	084	Belize	013	Central America	Country	BLZ	1	-88.70199554	17.19965901		PT	Percentage			G	Global			Global Surface Water Explorer extraction for UN Environment		E: Estimated data	1.22153	1.22063	1.23117	1.24014	1.24504	1.23963	1.25893	1.24959	1.24751	1.23166	1.24045	1.23401	1.23401	2016
6	6.6	6.6.1	EN_WBE_PMPP	Water body extent (permanent and maybe permanent) (% of total land area)	2019.Q3.G.01	086	British Indian Ocean Territory	014	Eastern Africa	Country	IOT	0	72.38715553	-7.299281071																										
6	6.6	6.6.1	EN_WBE_PMPP	Water body extent (permanent and maybe permanent) (% of total land area)	2019.Q3.G.01	090	Solomon Islands	054	Melanesia	Country	SLB	1	160.1584117	-9.622391719		PT	Percentage			G	Global			Global Surface Water Explorer extraction for UN Environment		E: Estimated data	1.08498	1.08835	1.09005	1.08903	1.08502	1.08423	1.08043	1.07866	1.07786	1.07811	1.09085	1.10636	1.10636	2016
6	6.6	6.6.1	EN_WBE_PMPP	Water body extent (permanent and maybe permanent) (% of total land area)	2019.Q3.G.01	092	British Virgin Islands	029	Caribbean	Country	VGB	0	-64.63294223	18.42256578		PT	Percentage			G	Global			Global Surface Water Explorer extraction for UN Environment		E: Estimated data	3.6568	3.70673	3.63799	3.58612	3.53274	3.52571	3.5821	3.63383	3.63228	3.59856	3.64998	3.6552	3.6552	2016
6	6.6	6.6.1	EN_WBE_PMPP	Water body extent (permanent and maybe permanent) (% of total land area)	2019.Q3.G.01	096	Brunei Darussalam	035	South-Eastern Asia	Country	BRN	1	114.6288563	4.49736984		PT	Percentage			G	Global			Global Surface Water Explorer extraction for UN Environment		E: Estimated data	1.18225	1.1761	1.17958	1.18593	1.17917	1.18001	1.19027	1.19415	1.1941	1.19318	1.19313	1.18341	1.18341	2016
6	6.6	6.6.1	EN_WBE_PMPP	Water body extent (permanent and maybe permanent) (% of total land area)	2019.Q3.G.01	100	Bulgaria	151	Eastern Europe	Country	BGR	1	25.23763153	42.75731323		PT	Percentage			G	Global			Global Surface Water Explorer extraction for UN Environment		E: Estimated data	0.91315	0.92293	0.94797	0.94964	0.95379	0.95345	0.95256	0.94611	0.94566	0.94926	0.95271	0.94708	0.94708	2016
6	6.6	6.6.1	EN_WBE_PMPP	Water body extent (permanent and maybe permanent) (% of total land area)	2019.Q3.G.01	104	Myanmar	035	South-Eastern Asia	Country	MMR	1	96.51752295	21.19332882		PT	Percentage			G	Global			Global Surface Water Explorer extraction for UN Environment		E: Estimated data	0.9012	0.92183	0.93547	0.95888	0.98421	0.99478	0.98887	1.00128	0.99878	0.98548	0.99495	1.00007	1.00007	2016
6	6.6	6.6.1	EN_WBE_PMPP	Water body extent (permanent and maybe permanent) (% of total land area)	2019.Q3.G.01	108	Burundi	014	Eastern Africa	Country	BDI	1	29.89080992	-3.366387428		PT	Percentage			G	Global			Global Surface Water Explorer extraction for UN Environment		E: Estimated data	7.60926	7.6079	7.60504	7.60385	7.60241	7.60096	7.60073	7.60204	7.60421	7.6067	7.61039	7.61352	7.61352	2016
6	6.6	6.6.1	EN_WBE_PMPP	Water body extent (permanent and maybe permanent) (% of total land area)	2019.Q3.G.01	112	Belarus	151	Eastern Europe	Country	BLR	1	28.04940161	53.54193075		PT	Percentage			G	Global			Global Surface Water Explorer extraction for UN Environment		E: Estimated data	0.87825	0.87968	0.88724	0.88922	0.88972	0.89011	0.88818	0.88677	0.88636	0.88969	0.89085	0.88936	0.88936	2016
6	6.6	6.6.1	EN_WBE_PMPP	Water body extent (permanent and maybe permanent) (% of total land area)	2019.Q3.G.01	116	Cambodia	035	South-Eastern Asia	Country	KHM	1	104.922836	12.71163737		PT	Percentage			G	Global			Global Surface Water Explorer extraction for UN Environment		E: Estimated data	2.04346	2.00701	1.99992	2.00241	2.00704	2.02741	2.04711	2.05372	2.06228	2.03798	2.03663	1.94377	1.94377	2016
6	6.6	6.6.1	EN_WBE_PMPP	Water body extent (permanent and maybe permanent) (% of total land area)	2019.Q3.G.01	120	Cameroon	017	Middle Africa	Country	CMR	1	12.7419827	5.692387031		PT	Percentage			G	Global			Global Surface Water Explorer extraction for UN Environment		E: Estimated data	0.40153	0.40347	0.40518	0.4069	0.40819	0.40842	0.40675	0.40697	0.40512	0.40426	0.39988	0.39685	0.39685	2016
6	6.6	6.6.1	EN_WBE_PMPP	Water body extent (permanent and maybe permanent) (% of total land area)	2019.Q3.G.01	124	Canada	021	Northern America	Country	CAN	1	-101.6575058	57.72360191		PT	Percentage			G	Global			Global Surface Water Explorer extraction for UN Environment		E: Estimated data	7.63723	7.65033	7.66045	7.66424	7.66825	7.6669	7.65859	7.66228	7.64351	7.65068	7.66053	7.67614	7.67614	2016
6	6.6	6.6.1	EN_WBE_PMPP	Water body extent (permanent and maybe permanent) (% of total land area)	2019.Q3.G.01	132	Cabo Verde	011	Western Africa	Country	CPV	1	-23.63544151	15.07791834		PT	Percentage			G	Global			Global Surface Water Explorer extraction for UN Environment		E: Estimated data	6.99009	6.99166	6.98727	6.97556	6.97649	6.97386	6.97655	6.9847	6.99399	6.98461	6.97558	6.9646	6.9646	2016
6	6.6	6.6.1	EN_WBE_PMPP	Water body extent (permanent and maybe permanent) (% of total land area)	2019.Q3.G.01	136	Cayman Islands	029	Caribbean	Country	CYM	0	-81.16740559	19.32266656		PT	Percentage			G	Global			Global Surface Water Explorer extraction for UN Environment		E: Estimated data	1.63361	1.80463	1.88466	1.91493	1.93979	1.95474	1.93146	1.93359	1.97556	1.9689	1.93997	1.94181	1.94181	2016
6	6.6	6.6.1	EN_WBE_PMPP	Water body extent (permanent and maybe permanent) (% of total land area)	2019.Q3.G.01	140	Central African Republic	017	Middle Africa	Country	CAF	1	20.93559492	7.003720791		PT	Percentage			G	Global			Global Surface Water Explorer extraction for UN Environment		E: Estimated data	0.06973	0.06973	0.06952	0.06977	0.06986	0.07054	0.07033	0.07008	0.06988	0.06972	0.06953	0.06926	0.06926	2016
6	6.6	6.6.1	EN_WBE_PMPP	Water body extent (permanent and maybe permanent) (% of total land area)	2019.Q3.G.01	144	Sri Lanka	034	Southern Asia	Country	LKA	1	80.70489654	7.614693343		PT	Percentage			G	Global			Global Surface Water Explorer extraction for UN Environment		E: Estimated data	1.53593	1.53793	1.53469	1.57411	1.57353	1.57274	1.58355	1.59179	1.59059	1.59842	1.61829	1.63524	1.63524	2016
6	6.6	6.6.1	EN_WBE_PMPP	Water body extent (permanent and maybe permanent) (% of total land area)	2019.Q3.G.01	148	Chad	017	Middle Africa	Country	TCD	1	18.66618401	15.36279341		PT	Percentage			G	Global			Global Surface Water Explorer extraction for UN Environment		E: Estimated data	0.10983	0.10901	0.10742	0.10602	0.10637	0.1055	0.1046	0.1057	0.10589	0.10498	0.1063	0.10801	0.10801	2016
6	6.6	6.6.1	EN_WBE_PMPP	Water body extent (permanent and maybe permanent) (% of total land area)	2019.Q3.G.01	152	Chile	005	South America	Country	CHL	1	-71.23029019	-35.2652885		PT	Percentage			G	Global			Global Surface Water Explorer extraction for UN Environment		E: Estimated data	1.63615	1.63883	1.64329	1.64688	1.64518	1.64495	1.64332	1.63897	1.6373	1.63403	1.63059	1.62826	1.62826	2016
6	6.6	6.6.1	EN_WBE_PMPP	Water body extent (permanent and maybe permanent) (% of total land area)	2019.Q3.G.01	156	China	030	Eastern Asia	Country	CHN	1	104.1403375	32.30955217		PT	Percentage			G	Global			Global Surface Water Explorer extraction for UN Environment		E: Estimated data	1.09811	1.10877	1.12468	1.13998	1.13856	1.143	1.15287	1.15821	1.17092	1.18387	1.19055	1.19148	1.19148	2016
6	6.6	6.6.1	EN_WBE_PMPP	Water body extent (permanent and maybe permanent) (% of total land area)	2019.Q3.G.01	162	Christmas Island	053	Australia and New Zealand	Country	CXR	0	105.6426067	-10.4882473																										
6	6.6	6.6.1	EN_WBE_PMPP	Water body extent (permanent and maybe permanent) (% of total land area)	2019.Q3.G.01	166	Cocos (Keeling) Islands	053	Australia and New Zealand	Country	CCK	0	96.82633757	-12.18600682																										
6	6.6	6.6.1	EN_WBE_PMPP	Water body extent (permanent and maybe permanent) (% of total land area)	2019.Q3.G.01	170	Colombia	005	South America	Country	COL	1	-73.07446751	3.888209046		PT	Percentage			G	Global			Global Surface Water Explorer extraction for UN Environment		E: Estimated data	0.81715	0.8134	0.84193	0.86523	0.88661	0.90354	0.90005	0.90548	0.90857	0.89405	0.86885	0.8507	0.8507	2016
6	6.6	6.6.1	EN_WBE_PMPP	Water body extent (permanent and maybe permanent) (% of total land area)	2019.Q3.G.01	174	Comoros	014	Eastern Africa	Country	COM	1	43.34234565	-11.66121732		PT	Percentage			G	Global			Global Surface Water Explorer extraction for UN Environment		E: Estimated data	0.32129	0.32527	0.32541	0.32458	0.32366	0.32025	0.31776	0.31739	0.3166	0.31388	0.29977	0.30158	0.30158	2016
6	6.6	6.6.1	EN_WBE_PMPP	Water body extent (permanent and maybe permanent) (% of total land area)	2019.Q3.G.01	175	Mayotte	014	Eastern Africa	Country	MYT	0	45.14015057	-12.82217691		PT	Percentage			G	Global			Global Surface Water Explorer extraction for UN Environment		E: Estimated data	0.67548	0.71162	0.71903	0.73671	0.74739	0.7959	0.78638	0.79154	0.78071	0.77395	0.7606	0.75306	0.75306	2016
6	6.6	6.6.1	EN_WBE_PMPP	Water body extent (permanent and maybe permanent) (% of total land area)	2019.Q3.G.01	178	Congo	011	Western Africa	Country	COG	1	15.22052612	-0.840544119		PT	Percentage			G	Global			Global Surface Water Explorer extraction for UN Environment		E: Estimated data	0.4863	0.4859	0.48795	0.49632	0.49694	0.4974	0.49815	0.50032	0.50181	0.49961	0.49468	0.49058	0.49058	2016
6	6.6	6.6.1	EN_WBE_PMPP	Water body extent (permanent and maybe permanent) (% of total land area)	2019.Q3.G.01	180	Democratic Republic of the Congo	017	Middle Africa	Country	COD	1	23.65496507	-2.877154732		PT	Percentage			G	Global			Global Surface Water Explorer extraction for UN Environment		E: Estimated data	1.59163	1.59012	1.58857	1.59033	1.5902	1.5952	1.59711	1.59766	1.59652	1.59001	1.58472	1.58201	1.58201	2016
6	6.6	6.6.1	EN_WBE_PMPP	Water body extent (permanent and maybe permanent) (% of total land area)	2019.Q3.G.01	184	Cook Islands	061	Polynesia	Country	COK	0	-159.7711391	-21.22696458		PT	Percentage			G	Global			Global Surface Water Explorer extraction for UN Environment		E: Estimated data	0.5402	0.54099	0.53698	0.53542	0.52929	0.54412	0.55024	0.55425	0.55581	0.57731	0.56051	0.55444	0.55444	2016
6	6.6	6.6.1	EN_WBE_PMPP	Water body extent (permanent and maybe permanent) (% of total land area)	2019.Q3.G.01	188	Costa Rica	013	Central America	Country	CRI	1	-84.19712782	9.970998683		PT	Percentage			G	Global			Global Surface Water Explorer extraction for UN Environment		E: Estimated data	0.34587	0.3454	0.34551	0.34599	0.34646	0.34282	0.34174	0.3394	0.33719	0.3345	0.33366	0.33369	0.33369	2016
6	6.6	6.6.1	EN_WBE_PMPP	Water body extent (permanent and maybe permanent) (% of total land area)	2019.Q3.G.01	191	Croatia	039	Southern Europe	Country	HRV	1	17.95874553	45.45172212		PT	Percentage			G	Global			Global Surface Water Explorer extraction for UN Environment		E: Estimated data	1.11976	1.12775	1.12822	1.1193	1.12498	1.12036	1.11603	1.1086	1.10538	1.11288	1.12273	1.12608	1.12608	2016
6	6.6	6.6.1	EN_WBE_PMPP	Water body extent (permanent and maybe permanent) (% of total land area)	2019.Q3.G.01	192	Cuba	029	Caribbean	Country	CUB	1	-79.54460144	22.10030366		PT	Percentage			G	Global			Global Surface Water Explorer extraction for UN Environment		E: Estimated data	2.26534	2.27387	2.3079	2.31328	2.29994	2.35248	2.37648	2.38275	2.39211	2.38428	2.39337	2.38019	2.38019	2016
6	6.6	6.6.1	EN_WBE_PMPP	Water body extent (permanent and maybe permanent) (% of total land area)	2019.Q3.G.01	196	Cyprus	145	Western Asia	Country	CYP	1	33.22285964	35.05659437		PT	Percentage			G	Global			Global Surface Water Explorer extraction for UN Environment		E: Estimated data	0.11861	0.13146	0.13862	0.13495	0.12231	0.11347	0.10862	0.11272	0.12315	0.13929	0.1416	0.14467	0.14467	2016
6	6.6	6.6.1	EN_WBE_PMPP	Water body extent (permanent and maybe permanent) (% of total land area)	2019.Q3.G.01	203	Czechia	151	Eastern Europe	Country	CZE	1	15.33151382	49.73913871		PT	Percentage			G	Global			Global Surface Water Explorer extraction for UN Environment		E: Estimated data	0.62765	0.6392	0.64451	0.64252	0.6478	0.64943	0.65239	0.6493	0.65121	0.65597	0.65495	0.65212	0.65212	2016
6	6.6	6.6.1	EN_WBE_PMPP	Water body extent (permanent and maybe permanent) (% of total land area)	2019.Q3.G.01	204	Benin	011	Western Africa	Country	BEN	1	2.339933594	9.65401646		PT	Percentage			G	Global			Global Surface Water Explorer extraction for UN Environment		E: Estimated data	0.10768	0.10817	0.10771	0.10796	0.10673	0.10706	0.10693	0.10699	0.10693	0.10706	0.10658	0.10625	0.10625	2016
6	6.6	6.6.1	EN_WBE_PMPP	Water body extent (permanent and maybe permanent) (% of total land area)	2019.Q3.G.01	208	Denmark	154	Northern Europe	Country	DNK	1	9.326571283	56.03829721		PT	Percentage			G	Global			Global Surface Water Explorer extraction for UN Environment		E: Estimated data	5.6211	5.62862	5.64215	5.65417	5.65339	5.65288	5.65769	5.66073	5.66143	5.67593	5.68632	5.6953	5.6953	2016
6	6.6	6.6.1	EN_WBE_PMPP	Water body extent (permanent and maybe permanent) (% of total land area)	2019.Q3.G.01	212	Dominica	029	Caribbean	Country	DMA	1	-61.3493756	15.43391378		PT	Percentage			G	Global			Global Surface Water Explorer extraction for UN Environment		E: Estimated data	0.05209	0.05178	0.0513	0.04973	0.04755	0.04751	0.04756	0.04728	0.04642	0.04579	0.04411	0.04276	0.04276	2016
6	6.6	6.6.1	EN_WBE_PMPP	Water body extent (permanent and maybe permanent) (% of total land area)	2019.Q3.G.01	214	Dominican Republic	029	Caribbean	Country	DOM	1	-70.49847576	18.89832088		PT	Percentage			G	Global			Global Surface Water Explorer extraction for UN Environment		E: Estimated data	0.66698	0.66277	0.68011	0.71309	0.76587	0.82473	0.87691	0.92399	0.96472	0.99038	0.99593	0.99045	0.99045	2016
6	6.6	6.6.1	EN_WBE_PMPP	Water body extent (permanent and maybe permanent) (% of total land area)	2019.Q3.G.01	218	Ecuador	005	South America	Country	ECU	1	-78.37005241	-1.447785891		PT	Percentage			G	Global			Global Surface Water Explorer extraction for UN Environment		E: Estimated data	0.81906	0.82972	0.83768	0.84085	0.85013	0.85406	0.85835	0.85801	0.85947	0.85361	0.85418	0.85404	0.85404	2016
6	6.6	6.6.1	EN_WBE_PMPP	Water body extent (permanent and maybe permanent) (% of total land area)	2019.Q3.G.01	222	El Salvador	013	Central America	Country	SLV	1	-88.86862995	13.73603564		PT	Percentage			G	Global			Global Surface Water Explorer extraction for UN Environment		E: Estimated data	1.67148	1.67617	1.67624	1.68724	1.66394	1.66701	1.68929	1.6798	1.67917	1.67187	1.67029	1.64128	1.64128	2016
6	6.6	6.6.1	EN_WBE_PMPP	Water body extent (permanent and maybe permanent) (% of total land area)	2019.Q3.G.01	226	Equatorial Guinea	017	Middle Africa	Country	GNQ	1	10.46535826	1.565792376		PT	Percentage			G	Global			Global Surface Water Explorer extraction for UN Environment		E: Estimated data	0.40574	0.40487	0.40291	0.40059	0.39866	0.39843	0.39806	0.39907	0.40033	0.40109	0.40231	0.40222	0.40222	2016
6	6.6	6.6.1	EN_WBE_PMPP	Water body extent (permanent and maybe permanent) (% of total land area)	2019.Q3.G.01	231	Ethiopia	014	Eastern Africa	Country	ETH	1	39.63505296	8.631223181		PT	Percentage			G	Global			Global Surface Water Explorer extraction for UN Environment		E: Estimated data	0.67717	0.6726	0.66771	0.66509	0.66459	0.66642	0.67031	0.67659	0.68152	0.68515	0.68955	0.68969	0.68969	2016
6	6.6	6.6.1	EN_WBE_PMPP	Water body extent (permanent and maybe permanent) (% of total land area)	2019.Q3.G.01	232	Eritrea	014	Eastern Africa	Country	ERI	1	38.11074289	16.12894644		PT	Percentage			G	Global			Global Surface Water Explorer extraction for UN Environment		E: Estimated data	0.03017	0.03112	0.032	0.03258	0.03355	0.03443	0.03576	0.03672	0.03778	0.03911	0.04394	0.04707	0.04707	2016
6	6.6	6.6.1	EN_WBE_PMPP	Water body extent (permanent and maybe permanent) (% of total land area)	2019.Q3.G.01	233	Estonia	154	Northern Europe	Country	EST	1	25.84093481	58.68487172		PT	Percentage			G	Global			Global Surface Water Explorer extraction for UN Environment		E: Estimated data	4.88349	4.88163	4.88298	4.88586	4.88642	4.88144	4.87755	4.87392	4.87277	4.86756	4.86579	4.86705	4.86705	2016
