goal	target	indicator	seriesCode	seriesDesc	release	geoAreaCode	geoAreaName	parentCode	parentName	type	ISO3	UN_Member	X	Y	basePeriod	unitsCode	unitsDesc	unitmultiplierCode	unitmultiplierDesc	reportingTypeCode	reportingTypeDesc	valueDetails	footnotes	sources	timeDetails	nature	value_2017	value_latest_year	latest_year
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	454	Malawi	014	Eastern Africa	Country	MWI	1	33.4884625	-13.40819859															
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	458	Malaysia	035	South-Eastern Asia	Country	MYS	1	116.8346314	5.452415309															
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	462	Maldives	034	Southern Asia	Country	MDV	1	73.09672546	-0.614385021															
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	466	Mali	011	Western Africa	Country	MLI	1	-3.522016039	17.35311254															
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	470	Malta	039	Southern Europe	Country	MLT	1	14.44617519	35.89194275															
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	474	Martinique	029	Caribbean	Country	MTQ	0	-60.91544135	14.56086108															
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	478	Mauritania	011	Western Africa	Country	MRT	1	-10.33187259	20.26089546															
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	480	Mauritius	014	Eastern Africa	Country	MUS	1	57.568022	-20.28581998															
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	484	Mexico	013	Central America	Country	MEX	1	-102.5148166	23.93378032															
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	492	Monaco	155	Western Europe	Country	MCO	1	7.424214814	43.73532918															
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	496	Mongolia	030	Eastern Asia	Country	MNG	1	103.0728057	46.83892054															
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	498	Republic of Moldova	151	Eastern Europe	Country	MDA	1	28.4650624	47.20236795															
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	499	Montenegro	039	Southern Europe	Country	MNE	1	19.25214024	42.78717043		PT	Percentage			G	Global			Environment Live		C: Country data	94.12	94.12	2017
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	500	Montserrat	029	Caribbean	Country	MSR	0	-62.19261223	16.73558313															
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	504	Morocco	015	Northern Africa	Country	MAR	1	-6.281942841	31.8440131		PT	Percentage			G	Global			Environment Live		C: Country data	79.15	79.15	2017
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	508	Mozambique	014	Eastern Africa	Country	MOZ	1	38.18479941	-14.27963886															
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	512	Oman	145	Western Asia	Country	OMN	1	57.87743482	21.98805614															
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	516	Namibia	018	Southern Africa	Country	NAM	1	17.21907885	-22.13817068															
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	520	Nauru	057	Micronesia	Country	NRU	1	166.92313	-0.528742623															
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	524	Nepal	034	Southern Asia	Country	NPL	1	83.94678863	28.25866332															
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	528	Netherlands	155	Western Europe	Country	NLD	1	5.331480568	51.86728884		PT	Percentage			G	Global			Environment Live		C: Country data	52.22	52.22	2017
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	530	Netherlands Antilles	029	Caribbean	Country	ANT	0	-68.30676179	12.22720635															
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	531	Curaçao	029	Caribbean	Country	CUW	0	-68.95033464	12.15058042															
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	533	Aruba	029	Caribbean	Country	ABW	0	-69.97050586	12.50878756															
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	534	Sint Maarten (Dutch part)	029	Caribbean	Country	SXM	0	-63.06198692	18.03926508															
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	540	New Caledonia	054	Melanesia	Country	NCL	0	165.5067368	-21.41742531															
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	548	Vanuatu	054	Melanesia	Country	VUT	1	167.0679779	-15.34445547															
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	554	New Zealand	053	Australia and New Zealand	Country	NZL	1	170.4755673	-43.98721568															
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	558	Nicaragua	013	Central America	Country	NIC	1	-85.03060315	12.84210839															
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	562	Niger	011	Western Africa	Country	NER	1	9.400167877	17.42143036															
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	566	Nigeria	011	Western Africa	Country	NGA	1	8.097363256	9.585789025		PT	Percentage			G	Global			Environment Live		C: Country data	52.46	52.46	2017
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	570	Niue	061	Polynesia	Country	NIU	0	-169.8601693	-19.05000475															
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	574	Norfolk Island	053	Australia and New Zealand	Country	NFK	0	167.9515548	-29.03230018															
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	578	Norway	154	Northern Europe	Country	NOR	1	11.47846389	61.34311134															
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	580	Northern Mariana Islands	057	Micronesia	Country	MNP	0	145.7582114	15.19099517															
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	581	United States Minor Outlying Islands	057	Micronesia	Country	UMI	0	-162.4343752	5.874443968															
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	583	Micronesia (Federated States of)	057	Micronesia	Country	FSM	1	158.225216	6.880670092															
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	584	Marshall Islands	057	Micronesia	Country	MHL	1	171.0839119	7.110213497		PT	Percentage			G	Global			Environment Live		C: Country data	100.0	100.0	2017
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	585	Palau	057	Micronesia	Country	PLW	1	134.5733878	7.502307591															
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	586	Pakistan	034	Southern Asia	Country	PAK	1	68.80479684	29.36491634															
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	591	Panama	013	Central America	Country	PAN	1	-81.26616623	8.450965746															
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	598	Papua New Guinea	054	Melanesia	Country	PNG	1	145.8587761	-6.756057077															
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	600	Paraguay	005	South America	Country	PRY	1	-60.54854225	-21.70216237															
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	604	Peru	005	South America	Country	PER	1	-71.82093277	-13.58939705		PT	Percentage			G	Global			Environment Live		C: Country data	36.84	36.84	2017
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	608	Philippines	035	South-Eastern Asia	Country	PHL	1	120.8601418	14.16591706															
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	612	Pitcairn	061	Polynesia	Country	PCN	0	-128.3225873	-24.37538456															
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	616	Poland	151	Eastern Europe	Country	POL	1	19.40660158	52.1226733		PT	Percentage			G	Global			Environment Live		C: Country data	33.71	33.71	2017
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	620	Portugal	039	Southern Europe	Country	PRT	1	-7.961599811	39.68509315															
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	624	Guinea-Bissau	011	Western Africa	Country	GNB	1	-14.40182514	12.11760394															
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	626	Timor-Leste	035	South-Eastern Asia	Country	TLS	1	125.9451052	-8.797497247															
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	630	Puerto Rico	029	Caribbean	Country	PRI	0	-66.47591017	18.22753799															
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	634	Qatar	145	Western Asia	Country	QAT	1	51.19152467	25.28355379															
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	638	Réunion	014	Eastern Africa	Country	REU	0	55.53171398	-21.13183266															
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	642	Romania	151	Eastern Europe	Country	ROU	1	24.98481009	45.83893563		PT	Percentage			G	Global			Environment Live		C: Country data	61.37	61.37	2017
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	643	Russian Federation	151	Eastern Europe	Country	RUS	1	99.01404926	61.61899849															
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	646	Rwanda	014	Eastern Africa	Country	RWA	1	29.92310194	-1.999842114		PT	Percentage			G	Global			Environment Live		C: Country data	30.0	30.0	2017
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	652	Saint Barthélemy	029	Caribbean	Country	BLM	0	-62.83173536	17.89513362															
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	654	Saint Helena	011	Western Africa	Country	SHN	0	-5.705752501	-15.96503946															
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	659	Saint Kitts and Nevis	029	Caribbean	Country	KNA	1	-62.76628613	17.33994219															
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	660	Anguilla	029	Caribbean	Country	AIA	0	-63.05651612	18.21525315															
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	662	Saint Lucia	029	Caribbean	Country	LCA	1	-60.96529553	13.89405601															
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	663	Saint Martin (French Part)	029	Caribbean	Country	MAF	0	-63.04505461	18.0882685															
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	666	Saint Pierre and Miquelon	021	Northern America	Country	SPM	0	-56.33682442	46.85812735															
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	670	Saint Vincent and the Grenadines	029	Caribbean	Country	VCT	1	-61.19024321	13.24627968															
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	674	San Marino	039	Southern Europe	Country	SMR	1	12.46329038	43.93841766															
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	678	Sao Tome and Principe	017	Middle Africa	Country	STP	1	6.609772265	0.241554875															
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	682	Saudi Arabia	145	Western Asia	Country	SAU	1	44.54763347	24.12594211															
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	686	Senegal	011	Western Africa	Country	SEN	1	-14.46636926	14.35920905															
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	688	Serbia	039	Southern Europe	Country	SRB	1	20.805876	44.03145697															
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	690	Seychelles	014	Eastern Africa	Country	SYC	1	55.46561591	-4.678053059															
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	694	Sierra Leone	011	Western Africa	Country	SLE	1	-11.78306584	8.568604164															
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	702	Singapore	035	South-Eastern Asia	Country	SGP	1	103.8107883	1.361009155															
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	703	Slovakia	151	Eastern Europe	Country	SVK	1	19.48495604	48.70741446															
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	704	Viet Nam	035	South-Eastern Asia	Country	VNM	1	105.802499	10.09643079															
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	705	Slovenia	039	Southern Europe	Country	SVN	1	14.82209486	46.11958061		PT	Percentage			G	Global			Environment Live		C: Country data	75.81	75.81	2017
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	706	Somalia	014	Eastern Africa	Country	SOM	1	46.20367477	4.406485729															
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	710	South Africa	018	Southern Africa	Country	ZAF	1	24.67184355	-29.99957544		PT	Percentage			G	Global			Environment Live		C: Country data	46.92	46.92	2017
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	716	Zimbabwe	014	Eastern Africa	Country	ZWE	1	29.86909584	-19.00075492		PT	Percentage			G	Global			Environment Live		C: Country data	76.47	76.47	2017
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	724	Spain	039	Southern Europe	Country	ESP	1	-3.554078296	40.39211472															
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	728	South Sudan	014	Eastern Africa	Country	SSD	1	30.32618773	7.290839152															
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	729	Sudan	015	Northern Africa	Country	SDN	0	29.95650159	16.02643066		PT	Percentage			G	Global			Environment Live		C: Country data	86.05	86.05	2017
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	732	Western Sahara	015	Northern Africa	Country	ESH	0	-13.13515523	24.66265342															
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	740	Suriname	005	South America	Country	SUR	1	-55.90626394	4.132603197															
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	744	Svalbard and Jan Mayen Islands	154	Northern Europe	Country	SJM	0	13.38071013	78.82894131															
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	748	Eswatini	018	Southern Africa	Country	SWZ	1	31.50149288	-26.56471011															
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	752	Sweden	154	Northern Europe	Country	SWE	1	14.3775338	60.60103109		PT	Percentage			G	Global			Environment Live		C: Country data	45.13	45.13	2017
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	756	Switzerland	155	Western Europe	Country	CHE	1	8.223158	46.96617097		PT	Percentage			G	Global			Environment Live		C: Country data	100.0	100.0	2017
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	760	Syrian Arab Republic	145	Western Asia	Country	SYR	1	38.50466565	35.01676176															
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	762	Tajikistan	143	Central Asia	Country	TJK	1	69.294998	38.43069666															
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	764	Thailand	035	South-Eastern Asia	Country	THA	1	101.0202951	15.13089239															
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	768	Togo	011	Western Africa	Country	TGO	1	0.97835765	8.532096072															
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	772	Tokelau	061	Polynesia	Country	TKL	0	-171.8154473	-9.214545558															
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	776	Tonga	061	Polynesia	Country	TON	1	-175.1959991	-21.19511329															
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	780	Trinidad and Tobago	029	Caribbean	Country	TTO	1	-61.29389504	10.41877263															
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	784	United Arab Emirates	145	Western Asia	Country	ARE	1	53.98279159	23.43322219															
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	788	Tunisia	015	Northern Africa	Country	TUN	1	9.572737411	34.11439971															
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	792	Turkey	145	Western Asia	Country	TUR	1	35.42890329	38.9899684															
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	795	Turkmenistan	143	Central Asia	Country	TKM	1	58.9787665	40.0912346															
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	796	Turks and Caicos Islands	029	Caribbean	Country	TCA	0	-71.745121	21.80780585															
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	798	Tuvalu	061	Polynesia	Country	TUV	1	178.6679611	-7.460048071															
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	800	Uganda	014	Eastern Africa	Country	UGA	1	32.39100438	1.279557331															
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	804	Ukraine	151	Eastern Europe	Country	UKR	1	31.40270802	49.00735945															
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	807	North Macedonia	039	Southern Europe	Country	MKD	1	21.7007909	41.60048068		PT	Percentage			G	Global			Environment Live		C: Country data	8.7	8.7	2017
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	818	Egypt	015	Northern Africa	Country	EGY	1	29.77468534	26.57438204															
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	826	United Kingdom of Great Britain and Northern Ireland	154	Northern Europe	Country	GBR	1	-2.23830539	53.27691757															
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	831	Guernsey	830	Channel Islands	Country	GGY	0	-2.200712402	49.71561166															
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	832	Jersey	830	Channel Islands	Country	JEY	0	-2.136773508	49.22353354															
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	833	Isle of Man	154	Northern Europe	Country	IMN	0	-4.538190305	54.22880901															
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	834	United Republic of Tanzania	014	Eastern Africa	Country	TZA	1	34.80521182	-6.265332606		PT	Percentage			G	Global			Environment Live		C: Country data	0.0	0.0	2017
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	840	United States of America	021	Northern America	Country	USA	1	-99.13830311	39.5277871															
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	850	United States Virgin Islands	029	Caribbean	Country	VIR	0	-64.76960113	17.73297693															
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	854	Burkina Faso	011	Western Africa	Country	BFA	1	-1.742843829	12.27491081															
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	858	Uruguay	005	South America	Country	URY	1	-56.01387025	-32.8002838															
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	860	Uzbekistan	143	Central Asia	Country	UZB	1	63.11944558	41.77560518															
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	862	Venezuela (Bolivarian Republic of)	005	South America	Country	VEN	1	-66.15642084	7.121324748															
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	876	Wallis and Futuna Islands	061	Polynesia	Country	WLF	0	-176.2034788	-13.28471201															
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	882	Samoa	061	Polynesia	Country	WSM	1	-172.4430749	-13.61541469															
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	887	Yemen	145	Western Asia	Country	YEM	1	45.22389143	15.22242099															
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	894	Zambia	014	Eastern Africa	Country	ZMB	1	27.850329	-14.59701056															
