goal	target	indicator	seriesCode	seriesDesc	release	geoAreaCode	geoAreaName	parentCode	parentName	type	ISO3	UN_Member	X	Y	basePeriod	unitsCode	unitsDesc	unitmultiplierCode	unitmultiplierDesc	reportingTypeCode	reportingTypeDesc	valueDetails	footnotes	sources	timeDetails	nature	value_2005	value_2006	value_2007	value_2008	value_2009	value_2010	value_2011	value_2012	value_2013	value_2014	value_2015	value_2016	value_latest_year	latest_year
6	6.6	6.6.1	EN_WBE_PMPN	Water body extent (permanent and maybe permanent) (square kilometres)	2019.Q3.G.01	052	Barbados	029	Caribbean	Country	BRB	1	-59.5346489	13.13648273		KM2	Square kilometers			G	Global			Global Surface Water Explorer extraction for UN Environment		E: Estimated data	0.2315	0.22525	0.23336	0.23961	0.24245	0.23953	0.24478	0.2491	0.25084	0.23466	0.2164	0.20312	0.20312	2016
6	6.6	6.6.1	EN_WBE_PMPN	Water body extent (permanent and maybe permanent) (square kilometres)	2019.Q3.G.01	056	Belgium	155	Western Europe	Country	BEL	1	4.660976456	50.64104975		KM2	Square kilometers			G	Global			Global Surface Water Explorer extraction for UN Environment		E: Estimated data	154.61125	153.49404	154.47958	154.473	155.59128	154.40099	155.99168	156.53542	156.38026	156.28273	157.81137	157.94881	157.94881	2016
6	6.6	6.6.1	EN_WBE_PMPN	Water body extent (permanent and maybe permanent) (square kilometres)	2019.Q3.G.01	060	Bermuda	021	Northern America	Country	BMU	0	-64.78155012	32.27881922		KM2	Square kilometers			G	Global			Global Surface Water Explorer extraction for UN Environment		E: Estimated data	26.71582	26.71718	26.72287	26.74088	26.72574	26.72381	26.73492	26.745	26.71821	26.71989	26.7206	26.71547	26.71547	2016
6	6.6	6.6.1	EN_WBE_PMPN	Water body extent (permanent and maybe permanent) (square kilometres)	2019.Q3.G.01	064	Bhutan	034	Southern Asia	Country	BTN	1	90.45098484	27.39598568		KM2	Square kilometers			G	Global			Global Surface Water Explorer extraction for UN Environment		E: Estimated data	76.49682	76.64861	76.78404	76.43589	76.5572	76.2584	76.10678	76.22383	76.60473	76.50051	76.43328	75.43269	75.43269	2016
6	6.6	6.6.1	EN_WBE_PMPN	Water body extent (permanent and maybe permanent) (square kilometres)	2019.Q3.G.01	068	Bolivia (Plurinational State of)	005	South America	Country	BOL	1	-64.66224284	-16.71273412		KM2	Square kilometers			G	Global			Global Surface Water Explorer extraction for UN Environment		E: Estimated data	12626.11603	12711.54562	12399.32431	12007.95425	12067.53217	11916.36994	11414.62667	11100.06597	11555.69417	11551.88208	11536.44745	12019.7981	12019.7981	2016
6	6.6	6.6.1	EN_WBE_PMPN	Water body extent (permanent and maybe permanent) (square kilometres)	2019.Q3.G.01	070	Bosnia and Herzegovina	039	Southern Europe	Country	BIH	1	17.78584332	44.16845548		KM2	Square kilometers			G	Global			Global Surface Water Explorer extraction for UN Environment		E: Estimated data	196.80235	199.24025	198.62089	195.98749	196.7554	195.98072	194.37387	192.71676	191.53901	194.15648	196.93276	197.81674	197.81674	2016
6	6.6	6.6.1	EN_WBE_PMPN	Water body extent (permanent and maybe permanent) (square kilometres)	2019.Q3.G.01	072	Botswana	018	Southern Africa	Country	BWA	1	23.81380223	-22.18810073		KM2	Square kilometers			G	Global			Global Surface Water Explorer extraction for UN Environment		E: Estimated data	146.40371	111.06652	129.23518	130.49137	158.68276	151.84844	161.37716	147.23354	199.32478	246.67883	326.38488	383.65489	383.65489	2016
6	6.6	6.6.1	EN_WBE_PMPN	Water body extent (permanent and maybe permanent) (square kilometres)	2019.Q3.G.01	074	Bouvet Island	005	South America	Country	BVT	0	3.410732868	-54.43295905																										
6	6.6	6.6.1	EN_WBE_PMPN	Water body extent (permanent and maybe permanent) (square kilometres)	2019.Q3.G.01	076	Brazil	005	South America	Country	BRA	1	-53.08432878	-10.77668561		KM2	Square kilometers			G	Global			Global Surface Water Explorer extraction for UN Environment		E: Estimated data	102050.7503	102782.8608	104026.8927	104797.6721	105342.4152	105655.7828	105730.4657	106115.8645	105872.14	105833.0257	105190.6747	104863.4682	104863.4682	2016
6	6.6	6.6.1	EN_WBE_PMPN	Water body extent (permanent and maybe permanent) (square kilometres)	2019.Q3.G.01	084	Belize	013	Central America	Country	BLZ	1	-88.70199554	17.19965901		KM2	Square kilometers			G	Global			Global Surface Water Explorer extraction for UN Environment		E: Estimated data	278.63034	278.42642	280.83012	282.87524	283.99374	282.75921	287.16209	285.03172	284.5564	280.94192	282.94615	281.47659	281.47659	2016
6	6.6	6.6.1	EN_WBE_PMPN	Water body extent (permanent and maybe permanent) (square kilometres)	2019.Q3.G.01	086	British Indian Ocean Territory	014	Eastern Africa	Country	IOT	0	72.38715553	-7.299281071																										
6	6.6	6.6.1	EN_WBE_PMPN	Water body extent (permanent and maybe permanent) (square kilometres)	2019.Q3.G.01	090	Solomon Islands	054	Melanesia	Country	SLB	1	160.1584117	-9.622391719		KM2	Square kilometers			G	Global			Global Surface Water Explorer extraction for UN Environment		E: Estimated data	303.68592	304.63051	305.10369	304.81828	303.69593	303.47672	302.41234	301.91633	301.69415	301.76336	305.32841	309.67067	309.67067	2016
6	6.6	6.6.1	EN_WBE_PMPN	Water body extent (permanent and maybe permanent) (square kilometres)	2019.Q3.G.01	092	British Virgin Islands	029	Caribbean	Country	VGB	0	-64.63294223	18.42256578		KM2	Square kilometers			G	Global			Global Surface Water Explorer extraction for UN Environment		E: Estimated data	5.4852	5.5601	5.45699	5.37918	5.29911	5.28856	5.37315	5.45075	5.44843	5.39784	5.47496	5.48281	5.48281	2016
6	6.6	6.6.1	EN_WBE_PMPN	Water body extent (permanent and maybe permanent) (square kilometres)	2019.Q3.G.01	096	Brunei Darussalam	035	South-Eastern Asia	Country	BRN	1	114.6288563	4.49736984		KM2	Square kilometers			G	Global			Global Surface Water Explorer extraction for UN Environment		E: Estimated data	62.30464	61.98057	62.16362	62.49851	62.14204	62.18642	62.72745	62.93175	62.92932	62.88071	62.87818	62.36587	62.36587	2016
6	6.6	6.6.1	EN_WBE_PMPN	Water body extent (permanent and maybe permanent) (square kilometres)	2019.Q3.G.01	100	Bulgaria	151	Eastern Europe	Country	BGR	1	25.23763153	42.75731323		KM2	Square kilometers			G	Global			Global Surface Water Explorer extraction for UN Environment		E: Estimated data	1010.2149	1021.0406	1031.39203	1032.92174	1037.33728	1035.83183	1034.76573	1027.56949	1027.08541	1030.514	1034.2587	1028.14773	1028.14773	2016
6	6.6	6.6.1	EN_WBE_PMPN	Water body extent (permanent and maybe permanent) (square kilometres)	2019.Q3.G.01	104	Myanmar	035	South-Eastern Asia	Country	MMR	1	96.51752295	21.19332882		KM2	Square kilometers			G	Global			Global Surface Water Explorer extraction for UN Environment		E: Estimated data	5889.72266	6024.54775	6113.67033	6266.68638	6431.02721	6499.47679	6461.94438	6543.59423	6525.15743	6438.12431	6499.62398	6533.37795	6533.37795	2016
6	6.6	6.6.1	EN_WBE_PMPN	Water body extent (permanent and maybe permanent) (square kilometres)	2019.Q3.G.01	108	Burundi	014	Eastern Africa	Country	BDI	1	29.89080992	-3.366387428		KM2	Square kilometers			G	Global			Global Surface Water Explorer extraction for UN Environment		E: Estimated data	1954.05678	1953.70817	1952.97311	1952.66966	1952.29924	1951.92588	1951.86838	1952.20479	1952.76011	1953.39959	1954.34725	1955.15245	1955.15245	2016
6	6.6	6.6.1	EN_WBE_PMPN	Water body extent (permanent and maybe permanent) (square kilometres)	2019.Q3.G.01	112	Belarus	151	Eastern Europe	Country	BLR	1	28.04940161	53.54193075		KM2	Square kilometers			G	Global			Global Surface Water Explorer extraction for UN Environment		E: Estimated data	1781.43363	1784.34565	1799.5848	1803.60254	1804.44929	1805.40984	1802.12645	1799.24898	1798.41891	1804.46691	1807.53778	1804.60054	1804.60054	2016
6	6.6	6.6.1	EN_WBE_PMPN	Water body extent (permanent and maybe permanent) (square kilometres)	2019.Q3.G.01	116	Cambodia	035	South-Eastern Asia	Country	KHM	1	104.922836	12.71163737		KM2	Square kilometers			G	Global			Global Surface Water Explorer extraction for UN Environment		E: Estimated data	3607.11951	3542.77789	3530.2639	3534.6508	3542.83345	3578.78533	3613.5557	3625.22887	3640.3376	3597.44372	3595.06552	3431.13664	3431.13664	2016
6	6.6	6.6.1	EN_WBE_PMPN	Water body extent (permanent and maybe permanent) (square kilometres)	2019.Q3.G.01	120	Cameroon	017	Middle Africa	Country	CMR	1	12.7419827	5.692387031		KM2	Square kilometers			G	Global			Global Surface Water Explorer extraction for UN Environment		E: Estimated data	1898.07704	1907.26119	1915.34363	1923.44912	1929.55241	1930.61951	1922.72456	1923.77587	1915.06423	1910.96265	1890.27334	1875.93757	1875.93757	2016
6	6.6	6.6.1	EN_WBE_PMPN	Water body extent (permanent and maybe permanent) (square kilometres)	2019.Q3.G.01	124	Canada	021	Northern America	Country	CAN	1	-101.6575058	57.72360191		KM2	Square kilometers			G	Global			Global Surface Water Explorer extraction for UN Environment		E: Estimated data	694492.5709	695683.7866	696604.1777	696948.4923	697313.2899	697189.9394	696434.2899	696770.3598	695062.9186	695715.4736	696610.7321	698030.27	698030.27	2016
6	6.6	6.6.1	EN_WBE_PMPN	Water body extent (permanent and maybe permanent) (square kilometres)	2019.Q3.G.01	132	Cabo Verde	011	Western Africa	Country	CPV	1	-23.63544151	15.07791834		KM2	Square kilometers			G	Global			Global Surface Water Explorer extraction for UN Environment		E: Estimated data	281.70044	281.76371	281.58692	281.11505	281.1525	281.04639	281.15482	281.4836	281.8576	281.47959	281.11571	280.67318	280.67318	2016
6	6.6	6.6.1	EN_WBE_PMPN	Water body extent (permanent and maybe permanent) (square kilometres)	2019.Q3.G.01	136	Cayman Islands	029	Caribbean	Country	CYM	0	-81.16740559	19.32266656		KM2	Square kilometers			G	Global			Global Surface Water Explorer extraction for UN Environment		E: Estimated data	3.92066	4.3311	4.52319	4.59583	4.6555	4.69137	4.63549	4.64062	4.74134	4.72536	4.65592	4.66033	4.66033	2016
6	6.6	6.6.1	EN_WBE_PMPN	Water body extent (permanent and maybe permanent) (square kilometres)	2019.Q3.G.01	140	Central African Republic	017	Middle Africa	Country	CAF	1	20.93559492	7.003720791		KM2	Square kilometers			G	Global			Global Surface Water Explorer extraction for UN Environment		E: Estimated data	434.42593	434.39902	433.12364	434.65329	435.24191	439.44872	438.14056	436.57486	435.31341	434.32888	433.12925	431.45728	431.45728	2016
6	6.6	6.6.1	EN_WBE_PMPN	Water body extent (permanent and maybe permanent) (square kilometres)	2019.Q3.G.01	144	Sri Lanka	034	Southern Asia	Country	LKA	1	80.70489654	7.614693343		KM2	Square kilometers			G	Global			Global Surface Water Explorer extraction for UN Environment		E: Estimated data	963.18274	964.43699	962.40214	987.12653	986.75848	986.2658	993.0461	998.20866	997.45978	1002.36944	1014.83061	1025.45793	1025.45793	2016
6	6.6	6.6.1	EN_WBE_PMPN	Water body extent (permanent and maybe permanent) (square kilometres)	2019.Q3.G.01	148	Chad	017	Middle Africa	Country	TCD	1	18.66618401	15.36279341		KM2	Square kilometers			G	Global			Global Surface Water Explorer extraction for UN Environment		E: Estimated data	1382.97289	1372.70246	1352.57953	1335.00617	1339.46368	1328.45276	1317.13723	1330.91682	1333.35649	1321.90922	1338.54164	1360.09212	1360.09212	2016
6	6.6	6.6.1	EN_WBE_PMPN	Water body extent (permanent and maybe permanent) (square kilometres)	2019.Q3.G.01	152	Chile	005	South America	Country	CHL	1	-71.23029019	-35.2652885		KM2	Square kilometers			G	Global			Global Surface Water Explorer extraction for UN Environment		E: Estimated data	12165.32988	12185.21587	12218.383	12245.08854	12232.44491	12230.71775	12218.58715	12186.2387	12173.86985	12149.57138	12123.94729	12106.64734	12106.64734	2016
6	6.6	6.6.1	EN_WBE_PMPN	Water body extent (permanent and maybe permanent) (square kilometres)	2019.Q3.G.01	156	China	030	Eastern Asia	Country	CHN	1	104.1403375	32.30955217		KM2	Square kilometers			G	Global			Global Surface Water Explorer extraction for UN Environment		E: Estimated data	103092.8373	104093.7934	105587.1394	107023.352	106890.6191	107307.6054	108234.1573	108735.3398	109928.5903	111143.7729	111771.3603	111859.0566	111859.0566	2016
6	6.6	6.6.1	EN_WBE_PMPN	Water body extent (permanent and maybe permanent) (square kilometres)	2019.Q3.G.01	162	Christmas Island	053	Australia and New Zealand	Country	CXR	0	105.6426067	-10.4882473																										
6	6.6	6.6.1	EN_WBE_PMPN	Water body extent (permanent and maybe permanent) (square kilometres)	2019.Q3.G.01	166	Cocos (Keeling) Islands	053	Australia and New Zealand	Country	CCK	0	96.82633757	-12.18600682																										
6	6.6	6.6.1	EN_WBE_PMPN	Water body extent (permanent and maybe permanent) (square kilometres)	2019.Q3.G.01	170	Colombia	005	South America	Country	COL	1	-73.07446751	3.888209046		KM2	Square kilometers			G	Global			Global Surface Water Explorer extraction for UN Environment		E: Estimated data	9066.22466	9024.63189	9341.22822	9599.75078	9836.9481	10024.73577	9986.01516	10046.29778	10080.60286	9919.4547	9639.90099	9438.5149	9438.5149	2016
6	6.6	6.6.1	EN_WBE_PMPN	Water body extent (permanent and maybe permanent) (square kilometres)	2019.Q3.G.01	174	Comoros	014	Eastern Africa	Country	COM	1	43.34234565	-11.66121732		KM2	Square kilometers			G	Global			Global Surface Water Explorer extraction for UN Environment		E: Estimated data	5.97917	6.05326	6.05588	6.0404	6.02338	5.95985	5.91343	5.9066	5.892	5.84129	5.57877	5.61248	5.61248	2016
6	6.6	6.6.1	EN_WBE_PMPN	Water body extent (permanent and maybe permanent) (square kilometres)	2019.Q3.G.01	175	Mayotte	014	Eastern Africa	Country	MYT	0	45.14015057	-12.82217691		KM2	Square kilometers			G	Global			Global Surface Water Explorer extraction for UN Environment		E: Estimated data	2.52631	2.66146	2.68917	2.75528	2.79524	2.97667	2.94107	2.96038	2.91986	2.89459	2.84466	2.81644	2.81644	2016
6	6.6	6.6.1	EN_WBE_PMPN	Water body extent (permanent and maybe permanent) (square kilometres)	2019.Q3.G.01	178	Congo	011	Western Africa	Country	COG	1	15.22052612	-0.840544119		KM2	Square kilometers			G	Global			Global Surface Water Explorer extraction for UN Environment		E: Estimated data	1660.71623	1659.35869	1666.35091	1694.94516	1697.03887	1698.60727	1701.18834	1708.60122	1713.67875	1706.16977	1689.32566	1675.34776	1675.34776	2016
6	6.6	6.6.1	EN_WBE_PMPN	Water body extent (permanent and maybe permanent) (square kilometres)	2019.Q3.G.01	180	Democratic Republic of the Congo	017	Middle Africa	Country	COD	1	23.65496507	-2.877154732		KM2	Square kilometers			G	Global			Global Surface Water Explorer extraction for UN Environment		E: Estimated data	36083.03235	36048.92626	36013.65946	36053.56259	36050.57766	36163.98045	36207.22309	36219.70246	36193.96718	36046.22202	35926.3489	35865.04999	35865.04999	2016
6	6.6	6.6.1	EN_WBE_PMPN	Water body extent (permanent and maybe permanent) (square kilometres)	2019.Q3.G.01	184	Cook Islands	061	Polynesia	Country	COK	0	-159.7711391	-21.22696458		KM2	Square kilometers			G	Global			Global Surface Water Explorer extraction for UN Environment		E: Estimated data	1.27865	1.28053	1.27103	1.26734	1.25283	1.28793	1.30242	1.31192	1.31561	1.3665	1.32672	1.31236	1.31236	2016
6	6.6	6.6.1	EN_WBE_PMPN	Water body extent (permanent and maybe permanent) (square kilometres)	2019.Q3.G.01	188	Costa Rica	013	Central America	Country	CRI	1	-84.19712782	9.970998683		KM2	Square kilometers			G	Global			Global Surface Water Explorer extraction for UN Environment		E: Estimated data	176.59933	176.36285	176.41907	176.66406	176.90158	175.04264	174.4931	173.29917	172.16834	170.79744	170.36601	170.38072	170.38072	2016
6	6.6	6.6.1	EN_WBE_PMPN	Water body extent (permanent and maybe permanent) (square kilometres)	2019.Q3.G.01	191	Croatia	039	Southern Europe	Country	HRV	1	17.95874553	45.45172212		KM2	Square kilometers			G	Global			Global Surface Water Explorer extraction for UN Environment		E: Estimated data	626.05645	630.52665	630.78572	625.79878	629.54147	626.9536	624.53198	620.37224	618.57292	622.76686	628.28119	630.15295	630.15295	2016
6	6.6	6.6.1	EN_WBE_PMPN	Water body extent (permanent and maybe permanent) (square kilometres)	2019.Q3.G.01	192	Cuba	029	Caribbean	Country	CUB	1	-79.54460144	22.10030366		KM2	Square kilometers			G	Global			Global Surface Water Explorer extraction for UN Environment		E: Estimated data	2432.97654	2442.13274	2455.37527	2461.33249	2447.36779	2503.97873	2529.28669	2536.19653	2546.1666	2537.83198	2547.50192	2543.53738	2543.53738	2016
6	6.6	6.6.1	EN_WBE_PMPN	Water body extent (permanent and maybe permanent) (square kilometres)	2019.Q3.G.01	196	Cyprus	145	Western Asia	Country	CYP	1	33.22285964	35.05659437		KM2	Square kilometers			G	Global			Global Surface Water Explorer extraction for UN Environment		E: Estimated data	10.95983	12.14731	12.80811	12.469	11.30132	10.48444	10.03651	10.41527	11.37861	12.87004	13.08416	13.36731	13.36731	2016
6	6.6	6.6.1	EN_WBE_PMPN	Water body extent (permanent and maybe permanent) (square kilometres)	2019.Q3.G.01	203	Czechia	151	Eastern Europe	Country	CZE	1	15.33151382	49.73913871		KM2	Square kilometers			G	Global			Global Surface Water Explorer extraction for UN Environment		E: Estimated data	484.98225	493.90795	498.01508	496.47549	500.49172	501.74795	503.97309	501.58607	503.06278	506.73617	505.88246	503.69877	503.69877	2016
6	6.6	6.6.1	EN_WBE_PMPN	Water body extent (permanent and maybe permanent) (square kilometres)	2019.Q3.G.01	204	Benin	011	Western Africa	Country	BEN	1	2.339933594	9.65401646		KM2	Square kilometers			G	Global			Global Surface Water Explorer extraction for UN Environment		E: Estimated data	121.41562	121.9686	121.4566	121.73445	120.34488	120.71675	120.57337	120.64061	120.56971	120.71556	120.18517	119.81231	119.81231	2016
6	6.6	6.6.1	EN_WBE_PMPN	Water body extent (permanent and maybe permanent) (square kilometres)	2019.Q3.G.01	208	Denmark	154	Northern Europe	Country	DNK	1	9.326571283	56.03829721		KM2	Square kilometers			G	Global			Global Surface Water Explorer extraction for UN Environment		E: Estimated data	2385.03476	2388.22259	2393.9624	2399.06602	2398.73509	2398.51538	2400.55797	2401.84756	2402.14436	2408.298	2412.70373	2416.51572	2416.51572	2016
6	6.6	6.6.1	EN_WBE_PMPN	Water body extent (permanent and maybe permanent) (square kilometres)	2019.Q3.G.01	212	Dominica	029	Caribbean	Country	DMA	1	-61.3493756	15.43391378		KM2	Square kilometers			G	Global			Global Surface Water Explorer extraction for UN Environment		E: Estimated data	0.39071	0.38835	0.38474	0.37299	0.3566	0.3563	0.35671	0.35458	0.34815	0.34343	0.33079	0.32072	0.32072	2016
6	6.6	6.6.1	EN_WBE_PMPN	Water body extent (permanent and maybe permanent) (square kilometres)	2019.Q3.G.01	214	Dominican Republic	029	Caribbean	Country	DOM	1	-70.49847576	18.89832088		KM2	Square kilometers			G	Global			Global Surface Water Explorer extraction for UN Environment		E: Estimated data	322.21776	320.18635	328.56094	344.49306	369.98938	398.42683	423.63723	446.38188	466.05562	478.45236	481.13457	478.48864	478.48864	2016
6	6.6	6.6.1	EN_WBE_PMPN	Water body extent (permanent and maybe permanent) (square kilometres)	2019.Q3.G.01	218	Ecuador	005	South America	Country	ECU	1	-78.37005241	-1.447785891		KM2	Square kilometers			G	Global			Global Surface Water Explorer extraction for UN Environment		E: Estimated data	2034.21012	2060.69952	2080.4744	2088.33752	2111.38206	2121.15156	2131.79578	2130.94874	2134.58332	2120.02713	2121.43376	2121.1035	2121.1035	2016
6	6.6	6.6.1	EN_WBE_PMPN	Water body extent (permanent and maybe permanent) (square kilometres)	2019.Q3.G.01	222	El Salvador	013	Central America	Country	SLV	1	-88.86862995	13.73603564		KM2	Square kilometers			G	Global			Global Surface Water Explorer extraction for UN Environment		E: Estimated data	346.3304	347.30156	347.3172	349.5967	344.76778	345.40426	350.02109	348.0539	347.92335	346.41099	346.08412	340.0726	340.0726	2016
6	6.6	6.6.1	EN_WBE_PMPN	Water body extent (permanent and maybe permanent) (square kilometres)	2019.Q3.G.01	226	Equatorial Guinea	017	Middle Africa	Country	GNQ	1	10.46535826	1.565792376		KM2	Square kilometers			G	Global			Global Surface Water Explorer extraction for UN Environment		E: Estimated data	113.80977	113.56672	113.01536	112.36462	111.82394	111.7594	111.65549	111.94001	112.29273	112.50541	112.84689	112.82406	112.82406	2016
6	6.6	6.6.1	EN_WBE_PMPN	Water body extent (permanent and maybe permanent) (square kilometres)	2019.Q3.G.01	231	Ethiopia	014	Eastern Africa	Country	ETH	1	39.63505296	8.631223181		KM2	Square kilometers			G	Global			Global Surface Water Explorer extraction for UN Environment		E: Estimated data	6771.66048	6726.04365	6677.05703	6650.92913	6645.92001	6664.15777	6703.05809	6765.87958	6815.20817	6851.52323	6895.50779	6896.88718	6896.88718	2016
