goal	target	indicator	seriesCode	seriesDesc	release	geoAreaCode	geoAreaName	parentCode	parentName	type	ISO3	UN_Member	X	Y	basePeriod	ageCode	ageDesc	unitsCode	unitsDesc	unitmultiplierCode	unitmultiplierDesc	reportingTypeCode	reportingTypeDesc	valueDetails	footnotes	sources	timeDetails	nature	value_2004	value_2005	value_2006	value_2007	value_2008	value_2009	value_2010	value_2011	value_2012	value_2013	value_2014	value_2015	value_2016	value_2017	value_latest_year	latest_year
8	8.10	8.10.1	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	2019.Q3.G.01	724	Spain	039	Southern Europe	Country	ESP	1	-3.554078296	40.39211472		Y_GE15	15 years old and over	NUMBER	Number			G	Global			Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS		C: Country data	97.49	99.24	101.8	104.21	103.75	99.06	95.73	88.22	83.75	73.56	69.68	67.52	61.82	58.59	58.59	2017
8	8.10	8.10.1	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	2019.Q3.G.01	728	South Sudan	014	Eastern Africa	Country	SSD	1	30.32618773	7.290839152		Y_GE15	15 years old and over	NUMBER	Number			G	Global			Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS		C: Country data						0.64	0.68	0.71	0.89	1.36	1.73	1.45	1.45	1.25	1.25	2017
8	8.10	8.10.1	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	2019.Q3.G.01	729	Sudan	015	Northern Africa	Country	SDN	0	29.95650159	16.02643066		Y_GE15	15 years old and over	NUMBER	Number			G	Global			Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS		C: Country data	2.56	2.44	2.37	2.37	2.38	2.51	2.94	3.04	3.07	3.18	3.22	3.34	3.29	3.34	3.34	2017
8	8.10	8.10.1	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	2019.Q3.G.01	732	Western Sahara	015	Northern Africa	Country	ESH	0	-13.13515523	24.66265342		Y_GE15	15 years old and over																											
8	8.10	8.10.1	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	2019.Q3.G.01	740	Suriname	005	South America	Country	SUR	1	-55.90626394	4.132603197		Y_GE15	15 years old and over	NUMBER	Number			G	Global			Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS		C: Country data	10.6	10.72	10.55	10.65	10.47	10.57	11.2	11.02	10.85	12.22	12.29	10.89	11.24	11.58	11.58	2017
8	8.10	8.10.1	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	2019.Q3.G.01	744	Svalbard and Jan Mayen Islands	154	Northern Europe	Country	SJM	0	13.38071013	78.82894131		Y_GE15	15 years old and over																											
8	8.10	8.10.1	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	2019.Q3.G.01	748	Eswatini	018	Southern Africa	Country	SWZ	1	31.50149288	-26.56471011		Y_GE15	15 years old and over	NUMBER	Number			G	Global			Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS		C: Country data	5.88	5.94	5.96	5.81	5.8	5.64	5.63	6.3	6.14	5.86	5.72	6.57	5.95	5.24	5.24	2017
8	8.10	8.10.1	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	2019.Q3.G.01	752	Sweden	154	Northern Europe	Country	SWE	1	14.3775338	60.60103109		Y_GE15	15 years old and over	NUMBER	Number			G	Global			Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS		C: Country data	23.57	23.52	23.78	23.6	23.95	22.96	22.5	21.7	21.81	21.54	21.1	19.32	17.54	16.16	16.16	2017
8	8.10	8.10.1	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	2019.Q3.G.01	756	Switzerland	155	Western Europe	Country	CHE	1	8.223158	46.96617097		Y_GE15	15 years old and over	NUMBER	Number			G	Global			Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS		C: Country data	57.36	56.8	55.62	55.28	53.95	52.68	51.77	50.24	48.88	47.44	46.03	44.35	42.46	40.74	40.74	2017
8	8.10	8.10.1	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	2019.Q3.G.01	760	Syrian Arab Republic	145	Western Asia	Country	SYR	1	38.50466565	35.01676176		Y_GE15	15 years old and over	NUMBER	Number			G	Global			Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS		C: Country data	2.53	2.68	2.74	2.91	3.11	3.48	3.86	4.14	4.34	4.52					4.52	2013
8	8.10	8.10.1	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	2019.Q3.G.01	762	Tajikistan	143	Central Asia	Country	TJK	1	69.294998	38.43069666		Y_GE15	15 years old and over	NUMBER	Number			G	Global			Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS		C: Country data	4.9	5.02	5.04	5.07	5.32	5.24	5.44	5.74	6.2	6.48					6.48	2013
8	8.10	8.10.1	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	2019.Q3.G.01	764	Thailand	035	South-Eastern Asia	Country	THA	1	101.0202951	15.13089239		Y_GE15	15 years old and over	NUMBER	Number			G	Global			Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS		C: Country data	7.75	8.27	9.07	9.71	10.31	10.79	11.01	11.34	11.69	12.1	12.53	12.54	12.38	11.88	11.88	2017
8	8.10	8.10.1	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	2019.Q3.G.01	768	Togo	011	Western Africa	Country	TGO	1	0.97835765	8.532096072		Y_GE15	15 years old and over	NUMBER	Number			G	Global			Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS		C: Country data	1.17	1.2	1.58	2.88	3.79	3.96	4.15	4.37	4.41	4.51	4.84	5.21	5.58	5.51	5.51	2017
8	8.10	8.10.1	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	2019.Q3.G.01	772	Tokelau	061	Polynesia	Country	TKL	0	-171.8154473	-9.214545558		Y_GE15	15 years old and over																											
8	8.10	8.10.1	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	2019.Q3.G.01	776	Tonga	061	Polynesia	Country	TON	1	-175.1959991	-21.19511329		Y_GE15	15 years old and over	NUMBER	Number			G	Global			Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS		C: Country data	24.15	20.8	20.66	22.06	23.4	21.64	21.46	21.35	19.72	21.12	17.98	29.72	29.3	28.85	28.85	2017
8	8.10	8.10.1	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	2019.Q3.G.01	780	Trinidad and Tobago	029	Caribbean	Country	TTO	1	-61.29389504	10.41877263		Y_GE15	15 years old and over	NUMBER	Number			G	Global			Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS		C: Country data	12.58	12.43	12.6	12.79	12.79	12.8	13.49	12.57	12.69	12.54	13.33	12.99	12.94	12.24	12.24	2017
8	8.10	8.10.1	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	2019.Q3.G.01	784	United Arab Emirates	145	Western Asia	Country	ARE	1	53.98279159	23.43322219		Y_GE15	15 years old and over	NUMBER	Number			G	Global			Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS		C: Country data	15.01	13.36	12.78	12.44	12.69	12.24	12.12	12.06	12.29	12.64	12.91	12.89	12.42	11.29	11.29	2017
8	8.10	8.10.1	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	2019.Q3.G.01	788	Tunisia	015	Northern Africa	Country	TUN	1	9.572737411	34.11439971		Y_GE15	15 years old and over	NUMBER	Number			G	Global			Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS		C: Country data	11.81	12.1	12.9	13.6	14.33	14.88	16.38	16.83	17.38	18.0	19.08	19.8	20.46		20.46	2016
8	8.10	8.10.1	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	2019.Q3.G.01	792	Turkey	145	Western Asia	Country	TUR	1	35.42890329	38.9899684		Y_GE15	15 years old and over	NUMBER	Number			G	Global			Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS		C: Country data		12.94	14.05	15.32	17.16	17.34	17.88	18.24	18.62	19.67	19.64	19.2	18.14	17.39	17.39	2017
8	8.10	8.10.1	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	2019.Q3.G.01	795	Turkmenistan	143	Central Asia	Country	TKM	1	58.9787665	40.0912346		Y_GE15	15 years old and over																											
8	8.10	8.10.1	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	2019.Q3.G.01	796	Turks and Caicos Islands	029	Caribbean	Country	TCA	0	-71.745121	21.80780585		Y_GE15	15 years old and over																											
8	8.10	8.10.1	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	2019.Q3.G.01	798	Tuvalu	061	Polynesia	Country	TUV	1	178.6679611	-7.460048071		Y_GE15	15 years old and over																											
8	8.10	8.10.1	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	2019.Q3.G.01	800	Uganda	014	Eastern Africa	Country	UGA	1	32.39100438	1.279557331		Y_GE15	15 years old and over	NUMBER	Number			G	Global			Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS		C: Country data	1.12	1.17	1.18	1.37	2.01	2.32	2.42	2.35	2.64	2.83	2.92	2.9	2.77	2.58	2.58	2017
8	8.10	8.10.1	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	2019.Q3.G.01	804	Ukraine	151	Eastern Europe	Country	UKR	1	31.40270802	49.00735945		Y_GE15	15 years old and over	NUMBER	Number			G	Global			Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS		C: Country data	3.71	3.86	3.87	3.86	3.74	3.22	2.33	1.6	1.07	0.92	0.77	0.56	0.5	0.45	0.45	2017
8	8.10	8.10.1	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	2019.Q3.G.01	807	North Macedonia	039	Southern Europe	Country	MKD	1	21.7007909	41.60048068		Y_GE15	15 years old and over	NUMBER	Number			G	Global			Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS		C: Country data	17.29	16.42	18.79	19.97	24.35	25.31	25.65	24.16	24.65	24.76	24.87	24.69	25.0	25.64	25.64	2017
8	8.10	8.10.1	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	2019.Q3.G.01	818	Egypt	015	Northern Africa	Country	EGY	1	29.77468534	26.57438204		Y_GE15	15 years old and over	NUMBER	Number			G	Global			Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS		C: Country data	3.71	3.72	3.83	4.12	4.35	4.47	4.5	4.51	4.47	4.47	4.48	4.53			4.53	2015
8	8.10	8.10.1	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	2019.Q3.G.01	826	United Kingdom of Great Britain and Northern Ireland	154	Northern Europe	Country	GBR	1	-2.23830539	53.27691757		Y_GE15	15 years old and over	NUMBER	Number			G	Global			Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS		C: Country data	29.03	28.32	26.43	26.38	26.03	25.42	24.71	24.06	22.09	25.14					25.14	2013
8	8.10	8.10.1	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	2019.Q3.G.01	831	Guernsey	830	Channel Islands	Country	GGY	0	-2.200712402	49.71561166		Y_GE15	15 years old and over																											
8	8.10	8.10.1	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	2019.Q3.G.01	832	Jersey	830	Channel Islands	Country	JEY	0	-2.136773508	49.22353354		Y_GE15	15 years old and over																											
8	8.10	8.10.1	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	2019.Q3.G.01	833	Isle of Man	154	Northern Europe	Country	IMN	0	-4.538190305	54.22880901		Y_GE15	15 years old and over																											
8	8.10	8.10.1	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	2019.Q3.G.01	834	United Republic of Tanzania	014	Eastern Africa	Country	TZA	1	34.80521182	-6.265332606		Y_GE15	15 years old and over	NUMBER	Number			G	Global			Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS		C: Country data		1.18	1.16	1.31	1.77	1.87	1.99	2.05	2.19	2.44	2.43	2.46			2.46	2015
8	8.10	8.10.1	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	2019.Q3.G.01	840	United States of America	021	Northern America	Country	USA	1	-99.13830311	39.5277871		Y_GE15	15 years old and over	NUMBER	Number			G	Global			Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS		C: Country data	32.69	33.28	33.94	34.77	35.15	35.9	35.4	35.13	34.87	33.61	32.38	33.02	32.64	31.46	31.46	2017
8	8.10	8.10.1	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	2019.Q3.G.01	850	United States Virgin Islands	029	Caribbean	Country	VIR	0	-64.76960113	17.73297693		Y_GE15	15 years old and over																											
8	8.10	8.10.1	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	2019.Q3.G.01	854	Burkina Faso	011	Western Africa	Country	BFA	1	-1.742843829	12.27491081		Y_GE15	15 years old and over	NUMBER	Number			G	Global			Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS		C: Country data	1.16	1.3	1.22	1.51	1.68	1.83	1.94	2.11	2.16	2.34	2.78	2.91	2.89	2.86	2.86	2017
8	8.10	8.10.1	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	2019.Q3.G.01	858	Uruguay	005	South America	Country	URY	1	-56.01387025	-32.8002838		Y_GE15	15 years old and over	NUMBER	Number			G	Global			Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS		C: Country data	12.82	12.78	13.35	13.47	13.57	13.4	13.58	13.53	12.73	12.57	12.2	11.98	11.43	10.96	10.96	2017
8	8.10	8.10.1	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	2019.Q3.G.01	860	Uzbekistan	143	Central Asia	Country	UZB	1	63.11944558	41.77560518		Y_GE15	15 years old and over	NUMBER	Number			G	Global			Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS		C: Country data	39.15	40.01	42.33	41.44	40.66	40.28	39.18	45.82	45.27	46.7	42.96	30.94	27.96	38.24	38.24	2017
8	8.10	8.10.1	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	2019.Q3.G.01	862	Venezuela (Bolivarian Republic of)	005	South America	Country	VEN	1	-66.15642084	7.121324748		Y_GE15	15 years old and over	NUMBER	Number			G	Global			Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS		C: Country data		15.75	16.47	17.32	17.35	18.38	17.18	16.7	16.8	16.69	16.53	15.92			15.92	2015
8	8.10	8.10.1	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	2019.Q3.G.01	876	Wallis and Futuna Islands	061	Polynesia	Country	WLF	0	-176.2034788	-13.28471201		Y_GE15	15 years old and over																											
8	8.10	8.10.1	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	2019.Q3.G.01	882	Samoa	061	Polynesia	Country	WSM	1	-172.4430749	-13.61541469		Y_GE15	15 years old and over	NUMBER	Number			G	Global			Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS		C: Country data	17.64	18.39	20.92	23.39	23.13	26.4	25.23	18.1	18.75	22.72	24.11	21.38	22.73	22.48	22.48	2017
8	8.10	8.10.1	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	2019.Q3.G.01	887	Yemen	145	Western Asia	Country	YEM	1	45.22389143	15.22242099		Y_GE15	15 years old and over	NUMBER	Number			G	Global			Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS		C: Country data	1.73	1.83	1.9	1.95	1.94	1.93	1.84	1.76	1.7	1.67	1.64	1.59			1.59	2015
8	8.10	8.10.1	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	2019.Q3.G.01	894	Zambia	014	Eastern Africa	Country	ZMB	1	27.850329	-14.59701056		Y_GE15	15 years old and over	NUMBER	Number			G	Global			Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS		C: Country data	2.99	2.86	2.91	3.19	3.55	3.72	3.85	4.0	4.22	4.45	4.69	4.66	4.68	4.51	4.51	2017
